SPK_SPKC03a,SPK_SPKC08a,SPK_SPKC09a,SPK_SPKC09b
10.029375,47.635925,82.692075,7.6675
10.0525,47.954225,82.702775,7.732675
10.06665,48.104175,82.71605,7.74925
10.082375,48.2266,82.731875,7.77435
10.132575,48.3102,82.9327,7.81135
10.14225,48.322925,82.984225,7.8267
10.147925,48.3992,83.028425,7.83815
10.1564,48.4529,83.072825,7.85025
10.16665,48.663075,83.15095,7.864775
10.182,48.687375,83.2072,7.889975
10.193,48.714575,83.2556,7.906425
10.21355,48.825725,83.264725,7.917725
10.23235,48.87615,83.27425,7.931425
10.253375,48.9127,83.5285,7.940875
10.27515,48.93565,83.537875,7.950825
10.296225,49.0104,83.688725,7.96355
10.325075,49.099425,83.726125,7.971375
10.346725,49.11465,83.8118,7.988025
10.374025,49.15665,83.90015,7.99505
10.401975,49.201525,84.038925,8.01
10.415525,49.251475,84.301025,8.020625
10.43145,49.38365,84.36365,8.039525
10.454,49.49215,84.381025,8.048975
10.468575,49.57195,84.529,8.064375
10.48765,49.6357,84.59105,8.0821
10.513525,49.6875,84.608825,8.0959
10.538275,49.698575,84.6294,8.12985
10.55975,49.82985,84.686725,8.14905
10.582975,50.23205,84.739225,8.1839
10.593125,50.300025,84.801675,8.20635
10.598025,50.3793,84.83525,8.23285
10.604425,50.391225,84.88625,8.2539
10.61865,50.419075,84.8988,8.2678
10.6339,50.4436,84.91255,8.291025
10.6392,50.51085,84.94395,8.304075
10.660525,50.642575,84.9978,8.317375
10.700425,50.737475,85.057025,8.335025
10.731275,50.764775,85.38635,8.348975
10.7675,50.96105,85.677575,8.35765
10.783875,51.1536,85.71265,8.3699
10.812,51.1989,85.723975,8.380825
10.83135,51.2847,85.749,8.39235
10.855975,51.3367,85.792275,8.40625
10.88605,51.607675,85.9691,8.42495
10.90315,51.736925,86.063125,8.44165
10.92445,51.83455,86.131375,8.45815
10.9412,51.900975,86.1515,8.468025
10.96745,51.945125,86.2047,8.4798
10.98085,51.991475,86.348525,8.490175
11.002125,52.199,86.45765,8.519625
11.03225,52.249,86.5126,8.537875
11.05875,52.29765,86.54595,8.55825
11.081775,52.3969,86.57,8.57345
11.10145,52.594025,86.59245,8.597375
11.123475,52.777725,86.6282,8.621075
11.1488,52.84135,86.6498,8.636525
11.165775,52.965125,86.80195,8.65185
11.185675,53.0101,86.92685,8.6648
11.22275,53.07525,87.009625,8.67865
11.236525,53.1505,87.58975,8.6899
11.247525,53.16215,87.7329,8.700775
11.2572,53.246525,87.751225,8.716575
11.286875,53.287475,87.780225,8.726375
11.299,53.3375,88.026075,8.735825
11.363825,53.431925,88.13625,8.7453
11.379525,53.456175,88.203675,8.758975
11.39995,53.562,88.229525,8.770225
11.411,53.703525,88.56985,8.789175
11.45675,53.819525,88.7436,8.798
11.4694,53.824125,88.77975,8.810025
11.484525,53.9737,88.926025,8.8365
11.50835,54.00645,89.1153,8.854375
11.522875,54.13695,89.21875,8.87775
11.56405,54.34725,89.2473,8.88705
11.576525,54.38325,89.32355,8.90075
11.601125,54.3856,89.4384,8.920325
11.617975,54.770525,89.5875,8.93045
11.6626,54.86755,89.7263,8.941775
11.67995,54.8949,89.786475,8.95075
11.702325,54.982175,89.81115,8.9641
11.7274,55.100175,90.10115,8.976575
11.745075,55.1419,90.26665,8.987075
11.7617,55.1783,90.372425,8.995075
11.783125,55.297425,90.45295,9.0069
11.801575,55.31835,90.50945,9.0242
11.82225,55.36225,90.52935,9.0375
11.8712,55.3963,90.55385,9.044125
11.887775,55.48875,90.66805,9.056275
11.91,55.51685,90.91945,9.079975
11.927275,55.607625,91.02295,9.098425
11.947,55.740375,91.196125,9.125575
11.96545,55.794725,91.4031,9.134825
11.980925,55.844375,91.522475,9.15995
11.997125,55.933425,91.57175,9.1786
12.025,55.972375,91.76565,9.207075
12.050675,56.126575,91.874725,9.226125
12.079475,56.26805,91.936,9.238625
12.0977,56.311625,91.9665,9.255425
12.118525,56.34835,91.97785,9.2817
12.1322,56.49525,91.987525,9.298025
12.153275,56.57335,91.992775,9.311075
12.1725,56.629875,92.02005,9.320475
12.191,56.72215,92.026125,9.33395
12.2132,56.756825,92.042875,9.34185
12.228875,56.7621,92.08565,9.350175
12.2559,56.962925,92.216775,9.35955
12.2758,57.05755,92.296,9.36715
12.29855,57.115275,92.306825,9.3764
12.3148,57.153825,92.413275,9.3859
12.341575,57.329425,92.4595,9.392125
12.361925,57.502975,92.529475,9.400475
12.378175,57.55675,92.800275,9.407325
12.400775,57.6131,92.892725,9.4192
12.416875,57.70995,93.022125,9.4267
12.44155,57.797425,93.215275,9.434725
12.4639,57.9626,93.2234,9.4418
12.4934,58.0323,93.285425,9.446175
12.51265,58.38095,93.900125,9.467575
12.527375,58.4458,94.216175,9.475175
12.568075,58.87965,94.25405,9.481475
12.604,58.886825,94.272075,9.494175
12.63115,58.9939,94.325325,9.5006
12.65325,59.1671,94.37565,9.507775
12.673775,59.246125,94.565775,9.529075
12.698125,59.30935,94.78515,9.538675
12.719175,59.409825,95.095925,9.5532
12.739425,59.4373,95.290075,9.564425
12.755875,59.63025,95.3787,9.572225
12.774225,59.756725,95.671125,9.579
12.79005,59.7911,95.690875,9.588425
12.81365,59.884125,95.96975,9.5972
12.8381,59.909675,96.07935,9.61015
12.86275,59.9626,96.176175,9.620475
12.88315,59.969625,96.29065,9.640325
12.90375,60.1282,96.313825,9.6481
12.921675,60.215675,96.430825,9.660475
12.942475,60.395475,96.639275,9.6727
12.964025,60.4509,96.761675,9.678925
12.98315,60.615125,97.18855,9.6885
12.996975,60.921125,97.258375,9.6948
13.03645,61.05135,97.286,9.7047
13.0698,61.221875,97.2944,9.7136
13.09165,61.231675,97.408675,9.72295
13.1094,61.46855,97.511275,9.7347
13.136025,61.546125,97.959825,9.744375
13.150825,61.63825,98.030375,9.754675
13.1718,61.71525,98.2051,9.76035
13.239325,61.739475,98.292225,9.76985
13.26155,61.8178,98.404175,9.786375
13.28105,61.86725,98.495175,9.798425
13.296625,61.968175,98.535175,9.808125
13.33985,62.029175,98.59205,9.8202
13.3633,62.1007,98.638275,9.8263
13.386025,62.175925,98.656425,9.8437
13.4134,62.25135,98.72205,9.8509
13.427425,62.29785,98.975175,9.86205
13.448525,62.398925,99.31865,9.8734
13.4696,62.512275,99.456625,9.884625
13.485875,62.56215,99.622,9.899
13.5082,62.59845,99.9442,9.9153
13.537225,62.772475,100.08595,9.922875
13.573825,62.9723,100.156725,9.9335
13.589,63.0197,100.3085,9.94265
13.60465,63.07445,100.361125,9.962625
13.627325,63.137,100.39195,9.977625
13.6522,63.171975,100.54925,9.992475
13.692525,63.3277,101.108625,10.00305
13.7184,63.367725,101.21425,10.018375
13.7465,63.60815,101.220625,10.0314
13.7646,63.765525,101.36925,10.0439
13.782775,63.7688,101.42705,10.06275
13.802125,63.850425,101.5813,10.08025
13.81705,64.05225,101.68085,10.097075
13.838875,64.1029,101.904825,10.112025
13.860675,64.261925,102.222825,10.124425
13.87795,64.376875,102.398825,10.14295
13.90375,64.44165,102.449175,10.1555
13.91215,64.46715,102.459125,10.163825
