SPK_SPKC02a (short excitation),SPK_SPKC05a (no effect),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect),SPK_SPKC11b (no effect)
,,,,131.0705,
,,,,131.1083,
,,,,131.16195,
,,,,131.20785,
,,,,131.29685,
,,,,131.320325,
,,,,131.34975,
,,,,131.365675,
,,,,131.376975,
,,,,131.387525,
,,,,131.3964,
,,,,131.4095,
,,,,131.417,
,,,,131.434075,
,,,,131.45135,
,,,,131.466075,
,,,,131.4759,
,,,,131.48705,
,,,,131.492475,
,,,,131.501425,
,,,,131.51995,
,,,,131.535775,
,,,,131.54685,
,,,,131.558625,
,,,,131.577625,
,,,,131.599425,
,,,,131.621075,
,,,,131.64355,
,,,,131.670825,
,,,,131.697875,
,,,,131.739,
,,,,131.7927,
,,,,131.929575,
,,,,131.94175,
,,,,131.9862,
,,,,131.998675,
,,,,132.004475,
,,,,132.012625,
,,,,132.024775,
,,,,132.041825,
,,,,132.0552,
,,,,132.08305,
,,,,132.10285,
,,,,132.1324,
,,,,132.157775,
,,,,132.191375,
,,,,132.225,
,,,,132.256175,
,,,,132.325075,
,,,,132.345775,
,,,,132.36145,
,,,,132.377675,
,,,,132.3902,
,,,,132.4032,
,,,,132.41685,
,,,,132.434075,
,,,,132.46615,
,,,,132.48955,
,,,,132.52325,
,,,,132.55575,
,,,,132.576425,
,,,,132.60595,
,,,,132.635625,
,,,,132.653325,
,,,,132.676825,
,,,,132.70585,
,,,,132.874125,
,,,,132.9193,
,,,,132.963225,
,,,,133.004775,
,,,,133.025375,
,,,,133.04845,
,,,,133.07395,
,,,,133.08955,
,,,,133.115925,
,,,,133.266175,
,,,,133.40175,
,,,,133.4176,
,,,,133.421975,
,,,,133.452125,
,,,,133.46745,
,,,,133.488975,
,,,,133.49815,
,,,,133.521525,
,,,,133.53575,
,,,,133.548225,
,,,,133.566925,
,,,,133.587525,
,,,,133.62725,
,,,,133.68795,
,,,,133.7147,
,,,,133.729875,
,,,,133.741475,
,,,,133.749625,
,,,,133.758225,
,,,,133.773,
,,,,133.779625,
,,,,133.793725,
,,,,133.812875,
,,,,133.837275,
,,,,133.8577,
,,,,133.910625,
,,,,133.9379,
,,,,133.967025,
,,,,134.02675,
,,,,134.05875,
,,,,134.23135,
,,,,134.26545,
,,,,134.27745,
,,,,134.284225,
,,,,134.296575,
,,,,134.32275,
,,,,134.334675,
,,,,134.34665,
,,,,134.35925,
,,,,134.3675,
,,,,134.382575,
,,,,134.394275,
,,,,134.403125,
,,,,134.424,
,,,,134.46175,
,,,,134.541575,
,,,,134.65155,
,,,,134.730325,
,,,,134.755075,
,,,,134.771675,
,,,,134.78165,
,,,,134.79065,
,,,,134.800225,
,,,,134.809925,
,,,,134.8197,
,,,,134.838625,
,,,,134.858225,
,,,,134.901375,
,,,,134.973,
,,,,135.04425,
,,,,135.073225,
,,,,135.0919,
,,,,135.141075,
,,,,135.336375,
,,,,135.3529,
,,,,135.367325,
,,,,135.37675,
,,,,135.382275,
,,,,135.387075,
,,,,135.400175,
,,,,135.41315,
,,,,135.450675,
,,,,135.478975,
,,,,135.513775,
,,,,135.562725,
,,,,135.60585,
,,,,135.673075,
,,,,135.917025,
,,,,135.940375,
,,,,135.947175,
,,,,135.952225,
,,,,135.961625,
,,,,135.9681,
,,,,135.978825,
,,,,136.00545,
,,,,136.0256,
,,,,136.03735,
,,,,136.049575,
,,,,136.063075,
,,,,136.0699,
,,,,136.080025,
,,,,136.0889,
,,,,136.101375,
,,,,136.1058,
,,,,136.128425,
,,,,136.135675,
,,,,136.143725,
,,,,136.151575,
,,,,136.176675,
,,,,136.18555,
,,,,136.19265,
,,,,136.201125,
,,,,136.218625,
,,,,136.234575,
,,,,136.249225,
,,,,136.264575,
,,,,136.28245,
,,,,136.31085,
,,,,136.332925,
,,,,136.355125,
,,,,136.373675,
,,,,136.435975,
,,,,136.461475,
,,,,136.4744,
,,,,136.4962,
,,,,136.518,
,,,,136.532475,
,,,,136.54565,
,,,,136.553475,
,,,,136.566125,
,,,,136.5871,
,,,,136.607525,
,,,,136.6218,
,,,,136.62955,
,,,,136.641125,
,,,,136.6509,
,,,,136.665475,
,,,,136.67625,
,,,,136.689575,
,,,,136.7081,
,,,,136.720675,
,,,,136.7367,
,,,,136.7515,
,,,,136.767575,
,,,,136.7843,
,,,,136.7962,
,,,,136.82555,
,,,,136.851625,
,,,,136.872925,
,,,,136.89335,
,,,,136.92725,
,,,,136.955775,
,,,,136.980875,
,,,,136.9951,
,,,,137.008625,
,,,,137.031425,
,,,,137.064325,
,,,,137.092725,
,,,,137.123675,
,,,,137.145725,
,,,,137.1775,
,,,,137.24715,
,,,,137.362975,
,,,,137.38085,
,,,,137.388575,
,,,,137.3939,
,,,,137.41695,
,,,,137.428225,
,,,,137.4376,
,,,,137.448525,
,,,,137.464325,
,,,,137.4731,
,,,,137.48295,
,,,,137.502675,
,,,,137.5386,
,,,,137.560375,
,,,,137.598675,
,,,,137.623475,
,,,,137.6523,
,,,,137.6946,
,,,,137.73735,
,,,,137.7703,
,,,,137.7845,
,,,,137.794225,
,,,,137.812025,
,,,,137.81865,
,,,,137.831325,
,,,,137.834925,
,,,,137.8641,
,,,,137.8927,
,,,,137.92105,
,,,,138.174575,
,,,,138.1955,
,,,,138.20785,
,,,,138.23385,
,,,,138.244725,
,,,,138.259175,
,,,,138.2691,
,,,,138.275275,
,,,,138.2821,
,,,,138.2872,
,,,,138.29525,
,,,,138.300575,
,,,,138.30615,
,,,,138.312425,
,,,,138.3207,
,,,,138.33255,
,,,,138.340575,
,,,,138.3515,
,,,,138.388775,
,,,,138.408375,
,,,,138.446375,
,,,,138.50215,
,,,,138.53985,
,,,,138.57555,
,,,,138.5844,
,,,,138.60025,
,,,,138.612725,
,,,,138.624975,
,,,,138.633,
,,,,138.65205,
,,,,138.6678,
,,,,138.6762,
,,,,138.68745,
,,,,138.69765,
,,,,138.7079,
,,,,138.725875,
,,,,138.7596,
,,,,138.780225,
,,,,138.7975,
,,,,138.8345,
,,,,138.8553,
,,,,138.887425,
,,,,138.9089,
,,,,138.9391,
,,,,138.9927,
,,,,139.04465,
,,,,139.1509,
,,,,139.1664,
,,,,139.175425,
,,,,139.181075,
,,,,139.1888,
,,,,139.208275,
,,,,139.21395,
,,,,139.2308,
,,,,139.2395,
,,,,139.2459,
,,,,139.251875,
,,,,139.260275,
,,,,139.2731,
,,,,139.28985,
,,,,139.297425,
,,,,139.3087,
,,,,139.320775,
,,,,139.33745,
,,,,139.364075,
,,,,139.5574,
,,,,139.62825,
,,,,139.636275,
,,,,139.647025,
,,,,139.656325,
,,,,139.661125,
,,,,139.6688,
,,,,139.672275,
,,,,139.6758,
,,,,139.678725,
,,,,139.682875,
,,,,139.6872,
,,,,139.693,
,,,,139.718375,
,,,,139.734875,
,,,,139.7406,
,,,,139.75045,
,,,,139.755175,
,,,,139.761325,
,,,,139.76615,
,,,,139.7738,
,,,,139.779075,
,,,,139.78605,
,,,,139.792575,
,,,,139.8042,
,,,,139.82155,
,,,,139.832125,
,,,,139.85245,
,,,,139.86615,
,,,,139.882,
,,,,139.909775,
,,,,139.925825,
,,,,139.93495,
,,,,139.946275,
,,,,139.964275,
,,,,139.996375,
,,,,140.0197,
,,,,140.05135,
,,,,140.055775,
,,,,140.113975,
,,,,140.3466,
,,,,140.36115,
,,,,140.379275,
,,,,140.392975,
,,,,140.410725,
,,,,140.42595,
,,,,140.446975,
,,,,140.4695,
,,,,140.48975,
,,,,140.51135,
,,,,140.5377,
,,,,140.558525,
,,,,140.580275,
,,,,140.616675,
,,,,140.638825,
,,,,140.673225,
,,,,140.715125,
,,,,140.7324,
,,,,140.8445,
,,,,140.885575,
,,,,140.988425,
,,,,140.999725,
,,,,141.010875,
,,,,141.024375,
,,,,141.040325,
,,,,141.067775,
,,,,141.07605,
,,,,141.08035,
,,,,141.086175,
,,,,141.08895,
,,,,141.09995,
,,,,141.104975,
,,,,141.108325,
,,,,141.111375,
,,,,141.1148,
,,,,141.1226,
,,,,141.1276,
,,,,141.137675,
,,,,141.14845,
,,,,141.15745,
,,,,141.16475,
,,,,141.174575,
,,,,141.18095,
,,,,141.190775,
,,,,141.195775,
,,,,141.211125,
,,,,141.21865,
,,,,141.2332,
,,,,141.24145,
,,,,141.266025,
,,,,141.306225,
,,,,141.32935,
,,,,141.376625,
,,,,141.408375,
,,,,141.449425,
,,,,141.491775,
,,,,141.51175,
,,,,141.5163,
,,,,141.52965,
,,,,141.542075,
,,,,141.5535,
,,,,141.57615,
,,,,141.595075,
,,,,141.6043,
,,,,141.61625,
,,,,141.62695,
,,,,141.6392,
,,,,141.64505,
,,,,141.68085,
,,,,141.692,
,,,,141.749225,
,,,,141.7707,
,,,,141.806575,
,,,,141.83895,
,,,,141.8698,
,,,,141.88695,
,,,,141.91075,
,,,,141.922775,
,,,,141.9562,
,,,,142.062975,
,,,,142.09505,
,,,,142.16045,
,,,,142.177,
,,,,142.1914,
,,,,142.217975,
,,,,142.235475,
,,,,142.344275,
,,,,142.3712,
,,,,142.387075,
,,,,142.412025,
,,,,142.41995,
,,,,142.432775,
,,,,142.44055,
,,,,142.44985,
,,,,142.45765,
,,,,142.4733,
,,,,142.48345,
,,,,142.502425,
,,,,142.58645,
,,,,142.631325,
,,,,142.67575,
,,,,142.694,
,,,,142.73565,
,,,,142.75215,
,,,,142.78575,
,,,,142.843725,
,,,,142.887825,
,,,,142.9368,
,,,,142.961225,
,,,,142.973175,
,,,,142.98275,
,,,,142.99305,
,,,,143.010875,
,,,,143.022575,
,,,,143.0372,
,,,,143.057925,
,,,,143.0844,
,,,,143.22525,
,,,,143.3428,
,,,,143.364725,
,,,,143.3759,
,,,,143.390325,
,,,,143.401375,
,,,,143.402725,
,,,,143.4084,
,,,,143.416075,
,,,,143.428925,
,,,,143.444825,
,,,,143.4594,
,,,,143.4683,
,,,,143.486025,
,,,,143.508225,
,,,,143.548825,
,,,,143.586525,
,,,,143.817175,
,,,,143.89695,
,,,,143.91985,
,,,,143.9436,
,,,,143.965225,
,,,,143.9967,
,,,,144.02095,
,,,,144.029875,
,,,,144.049825,
,,,,144.074375,
,,,,144.091175,
,,,,144.10485,
,,,,144.127175,
,,,,144.1482,
,,,,144.17785,
,,,,144.202475,
,,,,144.225725,
,,,,144.268925,
,,,,144.2904,
,,,,144.307775,
,,,,144.327825,
,,,,144.35185,
,,,,144.360475,
,,,,144.388475,
,,,,144.415575,
,,,,144.441175,
,,,,144.46265,
,,,,144.487825,
,,,,144.508225,
,,,,144.545925,
,,,,144.575925,
,,,,144.627825,
,,,,144.65395,
,,,,144.669475,
,,,,144.684975,
,,,,144.7058,
,,,,144.9272,
,,,,144.936375,
,,,,144.954,
,,,,144.957875,
,,,,144.963525,
,,,,144.96845,
,,,,144.9737,
,,,,144.977925,
,,,,144.986225,
,,,,144.99925,
,,,,145.006425,
,,,,145.014875,
,,,,145.0228,
,,,,145.031175,
,,,,145.036775,
,,,,145.04215,
,,,,145.0535,
,,,,145.08475,
,,,,145.125625,
,,,,145.160675,
,,,,145.275475,
,,,,145.3506,
,,,,145.3707,
,,,,145.3823,
,,,,145.40415,
,,,,145.41725,
,,,,145.4333,
,,,,145.442025,
,,,,145.450925,
,,,,145.4688,
,,,,145.485925,
,,,,145.495675,
,,,,145.514375,
,,,,145.543025,
,,,,145.5721,
,,,,145.6156,
,,,,145.65045,
,,,,145.712,
,,,,145.746025,
,,,,145.781,
,,,,145.844675,
,,,,145.87275,
,,,,145.89555,
,,,,145.91155,
,,,,145.9257,
,,,,145.936525,
,,,,145.951725,
,,,,145.976225,
,,,,146.00855,
,,,,146.0399,
,,,,146.19755,
,,,,146.222725,
,,,,146.235525,
,,,,146.244375,
,,,,146.250125,
,,,,146.25555,
,,,,146.260825,
,,,,146.2675,
,,,,146.273475,
,,,,146.2793,
,,,,146.28595,
,,,,146.299975,
,,,,146.311825,
,,,,146.325625,
,,,,146.383275,
,,,,146.4276,
,,,,146.516225,
,,,,146.5469,
,,,,146.556325,
,,,,146.564875,
,,,,146.578375,
,,,,146.5855,
,,,,146.5951,
,,,,146.60165,
,,,,146.60825,
,,,,146.61585,
,,,,146.623725,
,,,,146.62955,
,,,,146.6394,
,,,,146.6542,
,,,,146.67215,
,,,,146.72495,
,,,,146.7568,
,,,,146.810325,
,,,,146.845175,
,,,,146.8918,
,,,,146.957775,
,,,,146.9928,
,,,,147.0309,
,,,,147.0494,
,,,,147.067725,
,,,,147.0899,
,,,,147.1168,
,,,,147.169575,
,,,,147.2366,
,,,,147.360125,
,,,,147.386925,
,,,,147.4157,
,,,,147.42875,
,,,,147.447475,
,,,,147.4563,
,,,,147.4648,
,,,,147.4708,
,,,,147.47545,
,,,,147.48375,
,,,,147.493925,
,,,,147.5036,
,,,,147.511625,
,,,,147.521175,
,,,,147.5352,
,,,,147.54295,
,,,,147.562825,
,,,,147.581075,
,,,,147.606125,
,,,,147.630225,
,,,,147.6437,
,,,,147.65565,
,,,,147.67395,
,,,,147.7053,
,,,,147.782575,
,,,,147.835275,
,,,,147.9152,
,,,,147.939025,
,,,,147.97395,
,,,,147.98905,
,,,,148.004625,
,,,,148.0196,
,,,,148.0345,
,,,,148.0468,
,,,,148.071575,
,,,,148.099625,
,,,,148.298325,
,,,,148.31815,
,,,,148.32375,
,,,,148.338925,
,,,,148.36595,
,,,,148.3883,
,,,,148.399225,
,,,,148.4139,
,,,,148.428125,
,,,,148.44475,
,,,,148.479175,
,,,,148.527375,
,,,,148.57405,
,,,,148.6206,
,,,,148.7064,
,,,,148.77215,
,,,,148.785225,
,,,,148.841425,
,,,,148.84615,
,,,,148.8497,
,,,,148.865875,
,,,,148.869825,
,,,,148.87385,
,,,,148.8769,
,,,,148.88005,
,,,,148.88545,
,,,,148.89325,
,,,,148.898775,
,,,,148.902275,
,,,,148.910625,
,,,,148.9271,
,,,,148.93885,
,,,,148.949975,
,,,,148.959025,
,,,,148.965825,
,,,,148.978725,
,,,,148.9903,
,,,,149.0062,
,,,,149.029575,
,,,,149.042075,
,,,,149.0719,
,,,,149.098675,
,,,,149.126325,
,,,,149.154225,
,,,,149.2123,
,,,,149.295475,
,,,,149.396525,
,,,,149.42755,
,,,,149.4449,
,,,,149.455175,
,,,,149.4701,
,,,,149.479725,
,,,,149.492475,
,,,,149.499175,
,,,,149.507825,
,,,,149.514575,
,,,,149.522925,
,,,,149.52825,
,,,,149.54065,
,,,,149.5493,
,,,,149.554125,
,,,,149.565725,
,,,,149.574225,
,,,,149.58675,
,,,,149.6063,
,,,,149.63065,
,,,,149.6475,
,,,,149.67355,
,,,,149.713925,
,,,,149.831675,
,,,,149.8905,
,,,,149.90025,
,,,,149.908275,
,,,,149.9157,
,,,,149.923825,
,,,,149.927475,
,,,,149.930975,
,,,,149.9369,
,,,,149.9401,
,,,,149.944075,
,,,,149.950875,
,,,,149.955825,
,,,,149.959275,
,,,,149.964075,
,,,,149.96765,
,,,,149.971975,
,,,,149.975425,
,,,,149.97875,
,,,,149.987775,
,,,,149.999025,
,,,,150.009625,
,,,,150.016125,
,,,,150.037775,
,,,,150.046225,
,,,,150.064625,
,,,,150.075775,
,,,,150.0929,
,,,,150.1079,
,,,,150.11785,
,,,,150.1846,
,,,,150.3482,
,,,,150.365625,
,,,,150.378175,
,,,,150.386525,
,,,,150.3946,
,,,,150.41975,
,,,,150.426,
,,,,150.430525,
,,,,150.43535,
,,,,150.439475,
,,,,150.451175,
,,,,150.456575,
,,,,150.4649,
,,,,150.4775,
,,,,150.492075,
,,,,150.505025,
,,,,150.51515,
,,,,150.534525,
,,,,150.54255,
,,,,150.5556,
,,,,150.570925,
,,,,150.5941,
,,,,150.618325,
,,,,150.6638,
,,,,150.7226,
,,,,150.7735,
,,,,150.802875,
,,,,150.84325,
,,,,150.880925,
,,,,150.909575,
,,,,150.94485,
,,,,150.960175,
,,,,150.988725,
,,,,151.024175,
,,,,151.0712,
,,,,151.1724,
,,,,151.2086,
,,,,151.24675,
,,,,151.26025,
,,,,151.2762,
,,,,151.2871,
,,,,151.29455,
,,,,151.3006,
,,,,151.304975,
,,,,151.307575,
,,,,151.312225,
,,,,151.3155,
,,,,151.32155,
,,,,151.325275,
,,,,151.3294,
,,,,151.333975,
,,,,151.342725,
,,,,151.3493,
,,,,151.35695,
,,,,151.36965,
,,,,151.386725,
,,,,151.4143,
,,,,151.442825,
,,,,151.4958,
,,,,151.552975,
,,,,151.598675,
,,,,151.737025,
,,,,151.766825,
,,,,151.7853,
,,,,151.790875,
,,,,151.805075,
,,,,151.82195,
,,,,151.83575,
,,,,151.858675,
,,,,151.878025,
,,,,151.901975,
,,,,151.919575,
,,,,151.943575,
,,,,151.97555,
,,,,151.99825,
,,,,152.016225,
,,,,152.070825,
,,,,152.24505,
,,,,152.25885,
,,,,152.283175,
,,,,152.290075,
,,,,152.3071,
,,,,152.32975,
,,,,152.34015,
,,,,152.35735,
,,,,152.3657,
,,,,152.385925,
,,,,152.394825,
,,,,152.408775,
,,,,152.424975,
,,,,152.43555,
,,,,152.44525,
,,,,152.4587,
,,,,152.4712,
,,,,152.499025,
,,,,152.536075,
,,,,152.553775,
,,,,152.59125,
,,,,152.602,
,,,,152.6221,
,,,,152.655525,
,,,,152.6962,
,,,,152.734925,
,,,,152.815875,
,,,,152.831225,
,,,,152.852525,
,,,,152.875525,
,,,,152.884475,
,,,,152.893175,
,,,,152.9021,
,,,,152.908825,
,,,,152.920025,
,,,,152.9324,
,,,,152.949025,
,,,,152.9601,
,,,,152.9827,
,,,,153.011475,
,,,,153.030425,
,,,,153.053375,
,,,,153.076325,
,,,,153.10765,
,,,,153.301675,
,,,,153.3334,
,,,,153.343775,
,,,,153.355025,
,,,,153.367825,
,,,,153.385875,
,,,,153.40875,
,,,,153.418125,
,,,,153.434475,
,,,,153.4587,
,,,,153.495975,
,,,,153.525975,
,,,,153.553375,
,,,,153.591575,
,,,,153.623875,
,,,,153.671675,
,,,,153.70425,
,,,,153.733275,
,,,,153.758425,
,,,,153.7844,
,,,,153.82285,
,,,,153.838475,
,,,,153.91205,
,,,,153.928925,
,,,,153.95985,
,,,,154.1704,
,,,,154.1816,
,,,,154.191075,
,,,,154.208325,
,,,,154.215225,
,,,,154.2221,
,,,,154.24555,
,,,,154.251625,
,,,,154.261575,
,,,,154.272075,
,,,,154.284,
,,,,154.29115,
,,,,154.298525,
,,,,154.3037,
,,,,154.3136,
,,,,154.34,
,,,,154.36265,
,,,,154.39095,
,,,,154.43075,
,,,,154.453025,
,,,,154.476675,
,,,,154.535675,
,,,,154.77975,
,,,,154.800775,
,,,,154.8093,
,,,,154.8159,
,,,,154.81935,
,,,,154.823375,
,,,,154.8268,
,,,,154.832,
,,,,154.8398,
,,,,154.847675,
,,,,154.85115,
,,,,154.863575,
,,,,154.88055,
,,,,154.8955,
,,,,154.970825,
,,,,155.1132,
,,,,155.184575,
,,,,155.206325,
,,,,155.21605,
,,,,155.2273,
,,,,155.24465,
,,,,155.28585,
,,,,155.333525,
,,,,155.364,
,,,,155.3799,
,,,,155.454625,
,,,,155.47605,
,,,,155.488225,
,,,,155.506,
,,,,155.535175,
,,,,155.565075,
,,,,155.585375,
,,,,155.603725,
,,,,155.629625,
,,,,155.6476,
,,,,155.662575,
,,,,155.69045,
,,,,155.725825,
,,,,155.775475,
,,,,155.81495,
,,,,155.839875,
,,,,155.8927,
,,,,155.91485,
,,,,155.9356,
,,,,155.944825,
,,,,155.95525,
,,,,155.9616,
,,,,155.966525,
,,,,155.970825,
,,,,155.976,
,,,,155.9841,
,,,,155.992725,
,,,,156.00035,
,,,,156.018275,
,,,,156.0354,
,,,,156.048075,
,,,,156.064525,
,,,,156.086825,
,,,,156.1248,
,,,,156.41295,
,,,,156.431725,
,,,,156.442475,
,,,,156.4528,
,,,,156.4628,
,,,,156.4667,
,,,,156.4706,
,,,,156.474375,
,,,,156.479825,
,,,,156.48405,
,,,,156.490325,
,,,,156.495225,
,,,,156.498675,
,,,,156.506775,
,,,,156.510225,
,,,,156.516025,
,,,,156.521025,
,,,,156.53035,
,,,,156.547575,
,,,,156.573225,
,,,,156.587125,
,,,,156.605875,
,,,,156.62465,
,,,,156.669525,
,,,,156.69405,
,,,,156.725575,
,,,,156.749625,
,,,,156.790425,
,,,,156.84445,
,,,,156.955475,
,,,,156.9756,
,,,,156.99755,
,,,,157.013875,
,,,,157.026725,
,,,,157.038775,
,,,,157.044125,
,,,,157.0524,
,,,,157.063975,
,,,,157.071025,
,,,,157.0829,
,,,,157.114625,
,,,,157.150125,
,,,,157.19005,
,,,,157.219625,
,,,,157.260775,
,,,,157.3039,
,,,,157.33375,
,,,,157.363875,
,,,,157.377725,
,,,,157.386675,
,,,,157.3939,
,,,,157.40565,
,,,,157.4125,
,,,,157.42215,
,,,,157.4323,
,,,,157.44115,
,,,,157.471825,
,,,,157.50165,
,,,,157.528925,
,,,,157.54065,
,,,,157.554475,
,,,,157.564,
,,,,157.575025,
,,,,157.586375,
,,,,157.5932,
,,,,157.5997,
,,,,157.61005,
,,,,157.619425,
,,,,157.63065,
,,,,157.6401,
,,,,157.645775,
,,,,157.654,
,,,,157.663525,
,,,,157.669025,
,,,,157.673425,
,,,,157.682925,
,,,,157.691575,
,,,,157.702925,
,,,,157.7291,
,,,,157.7863,
,,,,157.877325,
,,,,157.938875,
,,,,157.946275,
,,,,157.951975,
,,,,157.957025,
,,,,157.9636,
,,,,157.967075,
,,,,157.970175,
,,,,157.973,
,,,,157.97805,
,,,,157.982625,
,,,,157.9855,
,,,,157.990875,
,,,,157.9967,
,,,,158.0043,
,,,,158.00845,
,,,,158.01175,
,,,,158.01615,
,,,,158.020375,
,,,,158.028425,
,,,,158.03355,
,,,,158.040425,
,,,,158.045,
,,,,158.051575,
,,,,158.0577,
,,,,158.062,
,,,,158.0718,
,,,,158.079225,
,,,,158.083775,
,,,,158.091925,
,,,,158.09825,
,,,,158.102625,
,,,,158.11185,
,,,,158.116675,
,,,,158.12185,
,,,,158.132175,
,,,,158.1405,
,,,,158.15035,
,,,,158.16525,
,,,,158.1777,
,,,,158.19035,
,,,,158.205475,
,,,,158.2254,
,,,,158.247875,
,,,,158.258525,
,,,,158.267375,
,,,,158.300375,
,,,,158.322475,
,,,,158.352675,
,,,,158.38375,
,,,,158.404675,
,,,,158.42965,
,,,,158.443025,
,,,,158.462975,
,,,,158.48795,
,,,,158.515625,
,,,,158.568325,
,,,,158.622125,
,,,,158.700425,
,,,,158.775925,
,,,,158.843025,
,,,,158.84825,
,,,,158.85725,
,,,,158.86665,
,,,,158.8761,
,,,,158.8806,
,,,,158.889075,
,,,,158.8968,
,,,,158.903575,
,,,,158.910175,
,,,,158.916575,
,,,,158.923125,
,,,,158.92885,
,,,,158.936675,
,,,,158.9481,
,,,,158.952275,
,,,,158.958175,
,,,,158.963475,
,,,,158.97205,
,,,,158.978075,
,,,,158.984025,
,,,,158.996825,
,,,,159.004725,
,,,,159.0117,
,,,,159.0188,
,,,,159.029475,
,,,,159.039575,
,,,,159.0481,
,,,,159.05875,
,,,,159.0663,
,,,,159.080775,
,,,,159.102475,
,,,,159.1195,
,,,,159.131,
,,,,159.17175,
,,,,159.212925,
,,,,159.2524,
,,,,159.265725,
,,,,159.2883,
,,,,159.29695,
,,,,159.3062,
,,,,159.313325,
,,,,159.319275,
,,,,159.325725,
,,,,159.331225,
,,,,159.33795,
,,,,159.34695,
,,,,159.3551,
,,,,159.36315,
,,,,159.37105,
,,,,159.386325,
,,,,159.3991,
,,,,159.4134,
,,,,159.424125,
,,,,159.435775,
,,,,159.459375,
,,,,159.487725,
,,,,159.50895,
,,,,159.542175,
,,,,159.578525,
,,,,159.63295,
,,,,159.6801,
,,,,159.750725,
,,,,159.769725,
,,,,159.783475,
,,,,159.796325,
,,,,159.808375,
,,,,159.836575,
,,,,159.851825,
,,,,159.93495,
,,,,160.052,
,,,,160.097,
,,,,160.1078,
,,,,160.12195,
,,,,160.13315,
,,,,160.14135,
,,,,160.14695,
,,,,160.1566,
,,,,160.16745,
,,,,160.1804,
,,,,160.195325,
,,,,160.210075,
,,,,160.220375,
,,,,160.23795,
,,,,160.252325,
,,,,160.27155,
,,,,160.29115,
,,,,160.30465,
,,,,160.323075,
,,,,160.3373,
,,,,160.363475,
,,,,160.380275,
,,,,160.401425,
,,,,160.42455,
,,,,160.464775,
,,,,160.590925,
,,,,160.724075,
,,,,160.752325,
,,,,160.764975,
,,,,160.776175,
,,,,160.78215,
,,,,160.79115,
,,,,160.798175,
,,,,160.806475,
,,,,160.81335,
,,,,160.82255,
,,,,160.834475,
,,,,160.841375,
,,,,160.85205,
,,,,160.868925,
,,,,160.883175,
,,,,160.9002,
,,,,160.937175,
,,,,161.01605,
,,,,161.128275,
,,,,161.148975,
,,,,161.166925,
,,,,161.176025,
,,,,161.187125,
,,,,161.197075,
,,,,161.21245,
,,,,161.225075,
,,,,161.235375,
,,,,161.241725,
,,,,161.246375,
,,,,161.25625,
,,,,161.264025,
,,,,161.27585,
,,,,161.2865,
,,,,161.29765,
,,,,161.3145,
,,,,161.33225,
,,,,161.361725,
,,,,161.391,
,,,,161.412275,
,,,,161.443025,
,,,,161.52595,
,,,,161.6853,
,,,,161.74555,
,,,,161.752425,
,,,,161.7583,
,,,,161.768775,
,,,,161.7828,
,,,,161.788425,
,,,,161.79595,
,,,,161.804375,
,,,,161.81315,
,,,,161.81855,
,,,,161.8307,
,,,,161.8432,
,,,,161.858175,
,,,,161.87875,
,,,,161.902,
,,,,161.936575,
,,,,161.987125,
,,,,162.083625,
,,,,162.093575,
,,,,162.1,
,,,,162.116475,
,,,,162.130325,
,,,,162.135725,
,,,,162.14175,
,,,,162.146225,
,,,,162.1535,
,,,,162.164575,
,,,,162.171225,
,,,,162.18005,
,,,,162.187625,
,,,,162.20775,
,,,,162.22005,
,,,,162.235725,
,,,,162.25385,
,,,,162.271375,
,,,,162.2848,
,,,,162.2966,
,,,,162.309675,
,,,,162.319425,
,,,,162.331325,
,,,,162.34095,
,,,,162.35235,
,,,,162.366875,
,,,,162.3798,
,,,,162.39445,
,,,,162.429125,
,,,,162.4483,
,,,,162.476675,
,,,,162.498325,
,,,,162.608,
,,,,162.668525,
,,,,162.70795,
,,,,162.74415,
,,,,162.777875,
,,,,162.7859,
,,,,162.793175,
,,,,162.8042,
,,,,162.81,
,,,,162.817975,
,,,,162.82545,
,,,,162.832575,
,,,,162.844825,
,,,,162.850875,
,,,,162.85645,
,,,,162.8619,
,,,,162.8765,
,,,,162.88785,
,,,,162.9041,
,,,,162.9372,
,,,,162.97895,
,,,,163.1378,
,,,,163.159225,
,,,,163.1685,
,,,,163.1823,
,,,,163.19105,
,,,,163.203,
,,,,163.211125,
,,,,163.2185,
,,,,163.23345,
,,,,163.245975,
,,,,163.26655,
,,,,163.274275,
,,,,163.28865,
,,,,163.308325,
,,,,163.319975,
,,,,163.334675,
,,,,163.355675,
,,,,163.371875,
,,,,163.405625,
,,,,163.4238,
,,,,163.499025,
,,,,163.647825,
,,,,163.749875,
,,,,163.797725,
,,,,163.805725,
,,,,163.8335,
,,,,163.840675,
,,,,163.848225,
,,,,163.8592,
,,,,163.86305,
,,,,163.874025,
,,,,163.879075,
,,,,163.891775,
,,,,163.906,
,,,,163.912925,
,,,,163.92405,
,,,,163.9413,
,,,,163.9472,
,,,,163.959125,
,,,,163.97125,
,,,,163.98545,
,,,,164.007625,
,,,,164.036275,
,,,,164.080125,
,,,,164.125125,
,,,,164.19915,
,,,,164.227525,
,,,,164.257525,
,,,,164.268275,
,,,,164.293875,
,,,,164.303275,
,,,,164.3104,
,,,,164.328575,
,,,,164.33175,
,,,,164.3393,
,,,,164.34645,
