SPK_SPKC06a (no effect),SPK_SPKC09a (excited),SPK_SPKC11a (no effect),SPK_SPKC11b (excited),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect),SPK_SPKC15a (excited)
,229.012625,187.99905,354.979075,214.866025,135.494525,335.65365
,229.022725,188.00775,354.983125,214.9567,135.50645,335.659925
,229.03285,188.030175,354.9917,214.965525,135.546925,335.691725
,229.070775,188.07355,355.001425,214.983975,135.5998,335.729875
,229.09255,188.10145,355.047675,215.00705,135.6284,335.78645
,229.104775,188.143075,355.055575,215.021925,135.64515,335.805375
,229.13305,188.1721,355.0892,215.06305,135.67085,335.81155
,229.154425,188.188375,355.1278,215.149825,135.686825,335.85255
,229.17655,188.192825,355.155675,215.258725,135.707175,335.9248
,229.206275,188.23935,355.214925,215.2836,135.75635,335.950025
,229.2234,188.310675,355.26835,215.292825,135.79035,336.083
,229.25155,188.327975,355.278975,215.3067,135.8044,336.1152
,229.2657,188.3486,355.283925,215.324625,135.8201,336.1307
,229.295725,188.365775,355.32565,215.342175,135.839475,336.167725
,229.324175,188.383175,355.336775,215.36085,135.8907,336.197475
,229.366625,188.395025,355.356575,215.38435,135.95905,336.219175
,229.400575,188.4122,355.40295,215.414375,135.9917,336.27865
,229.449575,188.42155,355.439425,215.427975,136.02785,336.421675
,229.453425,188.449625,355.47145,215.4514,136.057375,336.441925
,229.487,188.486,355.5229,215.47725,136.067775,336.457975
,229.5404,188.506075,355.588775,215.500175,136.08185,336.4738
,229.55465,188.5207,355.634225,215.514925,136.097925,336.494025
,229.5718,188.539225,355.6936,215.5872,136.11145,336.533025
,229.602975,188.56205,355.753525,215.600475,136.1238,336.591025
,229.620325,188.5822,355.791575,215.642275,136.1271,336.630175
,229.644225,188.6179,355.8118,215.65645,136.184575,336.76055
,229.6774,188.668975,355.82065,215.66885,136.19895,336.799925
,229.718975,188.69445,355.829975,215.696625,136.2199,336.815025
,229.7511,188.716875,355.838925,215.76645,136.238,336.914025
,229.798675,188.737275,355.8468,215.78885,136.259825,336.93345
,229.836275,188.766725,355.870825,215.809725,136.3129,336.95105
,229.86475,188.79835,355.890775,215.826525,136.330475,336.986525
,229.8828,188.8177,355.9074,215.87095,136.3364,336.999875
,229.9006,188.837525,355.9596,215.92445,136.37135,337.0175
,229.9128,188.852625,355.9806,215.985675,136.38395,337.0545
,229.9838,188.86545,356.056625,216.015475,136.393225,337.07115
,230.008025,188.893925,356.1738,216.018625,136.39635,337.08515
,230.055225,188.90815,356.262425,216.0283,136.420375,337.125875
,230.117825,188.919625,356.28685,216.0437,136.4895,337.167475
,230.14215,188.976375,356.291625,216.063825,136.506975,337.193125
,230.1774,188.998775,356.31145,216.118275,136.534275,337.253525
,230.21615,189.06695,356.408525,216.136475,136.566475,337.278325
,230.249625,189.084675,356.42015,216.160975,136.59755,337.3035
,230.29125,189.117175,356.439725,216.198425,136.609325,337.37595
,230.348825,189.1392,356.460075,216.221075,136.620725,337.389025
,230.379475,189.1412,356.509,216.2617,136.6353,337.442725
,230.420725,189.159425,356.641525,216.30125,136.645325,337.463275
,230.479775,189.186625,356.678125,216.3482,136.6533,337.4818
,230.511975,189.221275,356.7007,216.423175,136.664775,337.53575
,230.545225,189.243925,356.791,216.4819,136.677275,337.581125
,230.581425,189.25165,356.835625,216.5029,136.69485,337.601025
,230.61885,189.26715,356.863475,216.55005,136.718875,337.65225
,230.6636,189.307275,356.903275,216.575425,136.77885,337.66595
,230.6885,189.33095,356.91065,216.6149,136.802775,337.6846
,230.7186,189.35245,356.9304,216.64465,136.8192,337.72115
,230.799625,189.3951,356.967925,216.661125,136.845125,337.7771
,230.8113,189.4063,356.9856,216.6998,136.864275,337.822875
,230.8537,189.42115,357.029625,216.735125,136.87585,337.84495
,230.9145,189.426575,357.14185,216.7753,136.8912,337.87325
,230.943975,189.4324,357.2334,216.812425,136.9059,337.92
,230.9779,189.443625,357.2757,216.8462,136.986975,337.948325
,230.9953,189.484125,357.290725,216.885025,137.018025,337.974325
,231.007,189.504075,357.29175,216.9193,137.0293,338.009375
,231.043825,189.5222,357.2952,216.946225,137.057825,338.02795
,231.07325,189.52525,357.3441,216.9953,137.106,338.072125
,231.169475,189.541525,357.548575,217.020675,137.125975,338.14705
,231.2176,189.544075,357.583825,217.06175,137.143025,338.177675
,231.251125,189.5547,357.5971,217.096825,137.1499,338.1947
,231.289825,189.590875,357.6442,217.10945,137.16735,338.209425
,231.313,189.596425,357.697,217.1298,137.177825,338.22845
,231.330075,189.635025,357.75425,217.174575,137.19955,338.24805
,231.348875,189.667825,357.825175,217.2,137.2111,338.2519
,231.4016,189.700375,357.92415,217.210775,137.223375,338.278
,231.5058,189.7258,357.9457,217.219625,137.243525,338.279675
,231.538675,189.75225,357.974975,217.24335,137.262325,338.297775
,231.57855,189.77215,358.0224,217.279925,137.286025,338.305525
,231.59835,189.803575,358.1537,217.345875,137.382125,338.31275
,231.611275,189.8315,358.253,217.377475,137.40745,338.336025
,231.6448,189.855675,358.317425,217.397275,137.4365,338.363675
,231.67075,189.88695,358.36105,217.4161,137.454375,338.3759
,231.683425,189.8907,358.38705,217.437675,137.469325,338.385575
,231.713075,189.91875,358.403875,217.4587,137.487475,338.43025
,231.73615,189.98845,358.43105,217.48125,137.53385,338.439875
,231.746,190.023925,358.523675,217.517375,137.6034,338.4728
,231.756875,190.04445,358.65685,217.5474,137.6749,338.515425
,231.763175,190.064275,358.78145,217.5774,137.706075,338.53425
,231.818325,190.07345,358.823275,217.6033,137.71565,338.57245
,231.8451,190.07685,358.848575,217.628875,137.745025,338.579575
,231.854225,190.09285,358.9107,217.64615,137.7706,338.5897
,231.894075,190.10805,359.0358,217.669625,137.805425,338.606225
,231.918275,190.123475,359.073325,217.702025,137.8506,338.65045
,231.938825,190.1569,359.11995,217.733175,137.89545,338.712075
,231.9626,190.182725,359.13585,217.7666,137.93405,338.733425
,232.001275,190.252175,359.208375,217.7774,137.969775,338.7476
,232.024875,190.26565,359.245075,217.78535,138.01295,338.7549
,232.0623,190.26715,359.32495,217.79025,138.0332,338.7726
,232.08455,190.290275,359.33105,217.7961,138.065775,338.810275
,232.123425,190.309775,359.429075,217.822425,138.093625,338.819425
,232.201775,190.321075,359.50535,217.881875,138.1093,338.83515
,232.2305,190.3334,359.56795,217.926325,138.1213,338.874125
,232.27735,190.373075,359.609925,217.95875,138.148625,338.910575
,232.2836,190.38915,359.6378,218.0317,138.1682,338.931075
,232.2886,190.402925,359.686475,218.060175,138.195625,338.9649
,232.3305,190.419175,359.791775,218.0682,138.20655,338.993575
,232.348825,190.440575,359.829825,218.082875,138.24005,339.046125
,232.383575,190.476625,359.91655,218.0963,138.26755,339.0635
,232.4066,190.493275,360.037025,218.11685,138.285525,339.07505
,232.41925,190.495325,360.075775,218.144375,138.299075,339.134325
,232.439925,190.524325,360.139,218.160075,138.324975,339.149325
,232.46785,190.549425,360.155925,218.174625,138.434725,339.185125
,232.480975,190.57325,360.17695,218.185225,138.503675,339.2187
,232.523125,190.59575,360.1798,218.193425,138.5332,339.2544
,232.543675,190.622075,360.227325,218.21315,138.54605,339.293675
,232.574175,190.63535,360.2383,218.234025,138.57655,339.3619
,232.5971,190.6962,360.243625,218.23595,138.600525,339.43965
,232.608625,190.7155,360.32465,218.2455,138.652175,339.4815
,232.627725,190.7337,360.33585,218.26155,138.691225,339.526775
,232.667225,190.743725,360.366825,218.267275,138.723725,339.54905
,232.67355,190.76795,360.403375,218.274975,138.75045,339.56445
,232.7088,190.7918,360.44285,218.2824,138.79105,339.584025
,232.733725,190.803075,360.465825,218.29875,138.823725,339.602725
,232.76145,190.8473,360.515725,218.3097,138.843475,339.62355
,232.798625,190.863125,360.533175,218.314075,138.869125,339.66455
,232.802775,190.87815,360.595175,218.32485,138.90885,339.682
,232.8177,190.955575,360.631775,218.345725,138.97165,339.75805
,232.8309,190.9883,360.68945,218.35695,139.003975,339.777225
,232.850875,191.022875,360.694,218.3655,139.0203,339.805575
,232.8753,191.067975,360.770475,218.387225,139.0433,339.861425
,232.9263,191.107875,360.8275,218.416175,139.0527,339.903975
,232.95685,191.178775,,218.4241,139.063875,339.9209
,232.978675,191.1961,,218.452925,139.0801,339.949075
,232.99535,191.207875,,218.4575,139.098,340.01475
,233.0134,191.243625,,218.485,139.1375,340.0264
,233.02375,191.2767,,218.503675,139.166425,340.038525
,233.03825,191.31495,,218.53995,139.189975,340.0544
,233.0623,191.3775,,218.559425,139.217225,340.06705
,233.07005,191.44455,,218.57785,139.238225,340.1542
,233.09125,191.466625,,218.591575,139.25645,340.18495
,233.1284,191.534325,,218.603625,139.285275,340.2078
,233.173875,191.6103,,218.610725,139.37195,340.232575
,233.191375,191.652025,,218.6135,139.411625,340.2427
,233.21625,191.7071,,218.618825,139.4548,340.26565
,233.28145,191.772025,,218.64145,139.48095,340.2913
,233.305125,191.8174,,218.672925,139.503725,340.3002
,233.327725,191.83345,,218.6799,139.526225,340.313825
,233.345825,191.8521,,218.687975,139.566525,340.33315
,233.36455,191.9203,,218.713225,139.6199,340.35595
,233.376775,191.94775,,218.727375,139.70365,340.4188
,233.3888,191.985475,,218.790625,139.749375,340.43355
,233.39565,192.022825,,218.804575,139.768825,340.4553
,233.408675,192.0413,,218.8275,139.795275,340.49035
,233.419775,192.0695,,218.843225,139.8097,340.508325
,233.44745,192.123325,,218.8587,139.8233,340.53185
,233.4564,192.150575,,218.891175,139.843575,340.549325
,233.47205,192.15895,,218.9006,139.862575,340.59255
,233.494575,192.188025,,218.92345,139.880225,340.675075
,233.509025,192.2022,,218.93755,139.902875,340.7039
,233.5286,192.2072,,218.958125,139.933975,340.72645
,233.549075,192.222775,,219.018475,139.968975,340.74075
,233.5607,192.240425,,219.028425,140.000575,340.7554
,233.57755,192.255275,,219.0348,140.0303,340.765825
,233.587525,192.2892,,219.069775,140.065475,340.78975
,233.5934,192.30595,,219.1132,140.0882,340.81545
,233.622325,192.313125,,219.16815,140.119175,340.849175
,233.629675,192.3327,,219.19405,140.145575,340.9172
,233.64455,192.34825,,219.255375,140.214475,340.948075
,233.71055,192.36275,,219.295125,140.246625,340.96415
,233.72195,192.503575,,219.488725,140.281775,340.9831
,233.74755,192.5316,,219.512075,140.345075,340.996525
,233.76165,192.552425,,219.5218,140.38745,341.0127
,233.77925,192.566625,,219.5247,140.413775,341.030125
,233.802075,192.6307,,219.532525,140.440325,341.051
,233.81345,192.668275,,219.5411,140.470375,341.095825
,233.8405,192.72995,,219.554175,140.49255,341.119475
,233.870625,192.744325,,219.55985,140.520575,341.13285
,233.90155,192.798175,,219.56195,140.543225,341.199175
,233.913375,192.841775,,219.577075,140.5778,341.20995
,233.93055,192.879875,,219.645875,140.6,341.225675
,233.95045,192.925475,,219.69485,140.63645,341.240275
,233.97565,192.987575,,219.815425,140.662,341.249125
,233.9951,193.073025,,219.841925,140.677,341.2617
,234.021525,193.093175,,219.8776,140.712875,341.3306
,234.031,193.1476,,219.957025,140.77835,341.33945
,234.0395,193.164525,,219.987675,140.8224,341.36015
,234.07025,193.206725,,219.997925,140.8389,341.368925
,234.0886,193.2687,,220.011475,140.85695,341.3981
,234.121375,193.3579,,220.018875,140.877425,341.417775
,234.154875,193.422825,,220.023675,140.892975,341.481375
,234.168375,193.4571,,220.032675,140.9181,341.54925
,234.191,193.5126,,220.04425,140.933925,341.56275
,234.23635,193.52445,,220.06475,140.954525,341.57385
,234.2694,193.55785,,220.084375,140.970475,341.601025
,234.2976,193.616325,,220.107275,140.98765,341.637125
,234.322225,193.623975,,220.12395,141.008375,341.67555
,234.344075,193.64795,,220.1339,141.0223,341.6983
,234.379475,193.663625,,220.144075,141.0424,341.731225
,234.382875,193.71375,,220.1536,141.063525,341.763375
,234.4164,193.747275,,220.173025,141.07585,341.854625
,234.4315,193.768475,,220.1913,141.099175,341.880325
,234.462725,193.787825,,220.207525,141.110925,341.9097
,234.4753,193.800775,,220.213025,141.124625,341.926975
,234.503925,193.804,,220.2274,141.141075,341.958575
,234.571225,193.820475,,220.228525,141.20175,341.99085
,234.61375,193.845075,,220.245725,141.22515,342.028625
,234.6664,193.8777,,220.273175,141.24585,342.045625
,234.744675,193.9036,,220.28695,141.273175,342.060775
,234.769775,193.9112,,220.3014,141.2956,342.079875
,234.77325,193.94065,,220.342725,141.32165,342.0965
,234.83715,193.961875,,220.356775,141.33835,342.122425
,234.8619,193.974025,,220.370025,141.344275,342.15
,234.881475,193.9934,,220.405375,141.3583,342.2047
,234.907425,194.0142,,220.425325,141.376775,342.2426
,234.94345,194.040725,,220.467825,141.3929,342.38865
,234.9623,194.0742,,220.5033,141.4122,342.3989
,235.0149,194.1481,,220.5179,141.42435,342.422625
,235.055375,194.15895,,220.537075,141.461025,342.436375
,235.116225,194.18025,,220.555925,141.470125,342.44935
,235.2107,194.193575,,220.5637,141.48685,342.4623
,235.25695,194.201325,,220.583825,141.498875,342.47835
,235.285975,194.2194,,220.60225,141.509125,342.491025
,235.385225,194.229425,,220.62965,141.5295,342.5068
,235.44185,194.243975,,220.6454,141.55675,342.562075
,235.4993,194.290675,,220.669725,141.5642,342.57485
,235.552,194.303225,,220.713,141.580225,342.5876
,235.62475,194.31605,,220.727575,141.592025,342.64265
,235.659225,194.327475,,220.753575,141.603225,342.658275
,235.682225,194.33755,,220.780725,141.6178,342.673325
,235.69545,194.345475,,220.802675,141.633425,342.7446
,235.720025,194.3487,,220.8553,141.6433,342.79535
,235.745375,194.361125,,220.880625,141.674475,342.8044
,235.7794,194.375075,,220.915675,141.695225,342.821425
,235.81045,194.38825,,220.934075,141.728275,342.85735
,235.881525,194.4013,,220.94175,141.76325,342.897075
,235.91155,194.41425,,220.949,141.81465,342.906075
,235.945775,194.43215,,220.966475,141.88205,342.91425
,235.97255,194.435175,,220.992,141.911875,342.926425
,236.0467,194.440575,,221.012025,141.93395,342.936075
,236.10225,194.485175,,221.036975,141.9479,342.95395
,236.119075,194.493525,,221.061775,141.957725,342.963
,236.172075,194.4952,,221.06845,141.969125,343.00245
,236.17785,194.506075,,221.113675,142.0007,343.011725
,236.2377,194.5264,,221.14295,142.028975,343.013975
,236.2399,194.547275,,221.159825,142.0424,343.02365
,236.2554,194.564475,,221.173,142.060675,343.038175
,236.258875,194.589,,221.2003,142.08225,343.04745
,236.273425,194.630075,,221.214725,142.105325,343.063825
,236.28825,194.645325,,221.237125,142.122,343.0917
,236.29375,194.765925,,221.327275,142.1344,343.10165
,236.2978,194.780575,,221.35425,142.15335,343.11165
,236.306975,194.790775,,221.382275,142.172575,343.122975
,236.32595,194.802975,,221.4056,142.2165,343.1375
,236.361,194.816275,,221.426375,142.234775,343.145675
,236.375425,194.85125,,221.458475,142.258425,343.161975
,236.4035,194.877975,,221.51725,142.282875,343.177425
,236.414325,194.898425,,221.56915,142.298375,343.20895
,236.424425,194.94715,,221.594575,142.366325,343.28185
,236.43255,195.0469,,221.61815,142.4039,343.310875
,236.462875,195.08545,,221.678775,142.4223,343.347825
,236.469575,195.14855,,221.726175,142.453025,343.410925
,236.4852,195.180875,,221.827575,142.477,343.4533
,236.507725,195.197575,,221.897125,142.4972,343.470525
,236.5415,195.218225,,221.90895,142.51885,343.48865
,236.6042,195.2322,,221.943925,142.5552,343.50005
,236.633325,195.240725,,221.9625,142.5666,343.5505
,236.68195,195.256425,,221.978525,142.5809,343.575775
,236.691575,195.27695,,222.004575,142.5972,343.5944
,236.706275,195.285125,,222.2606,142.6175,343.60995
,236.7236,195.31,,222.270625,142.64355,343.64495
,236.78405,195.317975,,222.295675,142.692675,343.655825
,236.799275,195.3403,,222.362675,142.7233,343.702425
,236.81745,195.3713,,222.382175,142.749225,343.741125
,236.852725,195.41635,,222.4276,142.771925,343.7538
,236.8658,195.4491,,222.459975,142.7879,343.771875
,236.88125,195.46185,,222.489475,142.8164,343.838675
,236.933325,195.49425,,222.5292,142.829625,343.8577
,236.951925,195.510825,,222.5954,142.871825,343.877275
,236.9765,195.598125,,222.721325,142.876375,343.94285
,236.99525,195.5999,,222.8101,142.901475,344.0402
,237.025225,195.627,,222.83645,142.930025,344.057425
,237.0375,195.643925,,222.843675,143.00845,344.081025
,237.0664,195.68555,,222.8505,143.071025,344.0976
,237.086625,195.721525,,222.854125,143.1076,344.155375
,237.097825,195.756075,,222.8917,143.1557,344.211675
,237.112675,195.7762,,222.912625,143.1927,344.27295
,237.1357,195.8062,,222.95095,143.205525,344.35225
