SPK_SPKC06a (no effect),SPK_SPKC09a (excited),SPK_SPKC11a (no effect),SPK_SPKC11b (excited),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect),SPK_SPKC15a (excited)
,215.392875,173.454,329.834675,201.507625,123.52085,322.850725
,215.42875,173.478125,329.955225,201.5393,123.58805,322.866975
,215.43495,173.505375,329.9944,201.5582,123.6071,322.905025
,215.45075,173.57,330.029825,201.585625,123.6255,322.9507
,215.472975,173.5947,330.053975,201.64605,123.649125,323.023925
,215.495975,173.660425,330.06185,201.67885,123.711875,323.0531
,215.508725,173.683525,330.076725,201.706225,123.750075,323.0798
,215.531725,173.7181,330.156025,201.75465,123.7792,323.1001
,215.5341,173.744775,330.2736,201.780075,123.79835,323.12675
,215.548675,173.824325,330.28935,201.805675,123.827975,323.136925
,215.56625,173.856075,330.3133,201.833175,123.84775,323.15655
,215.618075,173.8908,330.33725,201.84095,123.869,323.17255
,215.65635,173.91615,330.37815,201.949225,123.89125,323.192175
,215.67045,173.932425,330.549425,201.998825,123.932025,323.209175
,215.699075,173.9493,330.585275,202.040325,123.969925,323.239725
,215.712425,173.9954,330.61865,202.074325,124.020375,323.295475
,215.807575,174.025175,330.622575,202.0822,124.06565,323.325275
,215.817275,174.0443,330.692175,202.1023,124.098475,323.39425
,215.8296,174.073975,330.780475,202.122,124.1191,323.426025
,215.83315,174.1138,330.90695,202.15355,124.137475,323.5042
,215.851675,174.143,331.044575,202.18465,124.1514,323.550075
,215.887525,174.156125,331.150375,202.2186,124.165125,323.564075
,215.9326,174.196425,331.200375,202.2368,124.183575,323.5755
,215.9395,174.231425,331.233425,202.275625,124.217525,323.6087
,215.959325,174.2519,331.242825,202.329875,124.2355,323.714725
,215.9799,174.298,331.287175,202.344475,124.24895,323.732125
,216.062675,174.35375,331.42555,202.36885,124.278625,323.743975
,216.1171,174.379775,331.435875,202.3847,124.296325,323.755325
,216.139625,174.3872,331.494975,202.413775,124.331325,323.764325
,216.16215,174.4195,331.53885,202.443125,124.366975,323.7905
,216.2012,174.437,331.58195,202.47165,124.392825,323.80425
,216.219075,174.469525,331.634325,202.537425,124.40425,323.817775
,216.248325,174.547175,331.67705,202.575325,124.42265,323.83405
,216.2663,174.580625,331.749425,202.586325,124.443025,323.847275
,216.32935,174.62095,331.804325,202.606625,124.4678,323.894475
,216.356125,174.671175,331.829225,202.61825,124.494925,323.903925
,216.3705,174.680525,331.847325,202.6366,124.5208,323.9334
,216.456025,174.687675,331.8746,202.666875,124.540925,323.9518
,216.497625,174.71115,331.929475,202.696525,124.554725,323.98895
,216.5193,174.772225,331.96995,202.707875,124.5693,324.0082
,216.541275,174.79195,332.067075,202.7445,124.58295,324.054375
,216.555225,174.861875,332.09235,202.818125,124.603775,324.063575
,216.58005,174.892725,332.1294,202.83835,124.62285,324.08445
,216.601575,174.90855,332.193475,202.866225,124.6573,324.089925
,216.66815,174.9311,332.263125,202.924225,124.66385,324.127225
,216.677925,174.95375,332.346375,202.9473,124.67715,324.22645
,216.699875,175.007225,332.375325,202.983925,124.6973,324.2733
,216.731475,175.064025,332.3949,203.0027,124.7261,324.28335
,216.7632,175.072525,332.428125,203.021975,124.799175,324.389625
,216.7876,175.10055,332.45195,203.0361,124.82775,324.45995
,216.828575,175.11625,332.5072,203.064575,124.856675,324.4729
,216.8686,175.12015,332.601375,203.104075,124.893475,324.489725
,216.9037,175.165,332.64115,203.14085,124.920575,324.50035
,216.93745,175.16995,332.727625,203.154125,124.94835,324.53195
,216.9565,175.17895,332.75635,203.18155,124.97045,324.53465
,216.995925,175.2192,332.789525,203.195625,125.0112,324.583425
,217.058175,175.257225,332.8062,203.205,125.02305,324.6024
,217.10035,175.300425,332.8228,203.2162,125.041575,324.653425
,217.116275,175.305375,332.860425,203.218325,125.072725,324.667
,217.1379,175.37105,332.88095,203.222425,125.092875,324.6736
,217.155175,175.427625,332.914875,203.231725,125.13985,324.6799
,217.17355,175.46395,332.9646,203.24395,125.21165,324.694825
,217.18845,175.49685,333.067875,203.249325,125.243425,324.7082
,217.216175,175.524,333.1149,203.2586,125.303425,324.718425
,217.23395,175.5315,333.119425,203.310175,125.334775,324.769825
,217.270675,175.5498,333.163175,203.33395,125.351,324.807675
,217.34095,175.558725,333.25705,203.350525,125.37565,324.8205
,217.3873,175.59675,333.38355,203.37195,125.4103,324.889275
,217.402475,175.5991,333.43685,203.38185,125.44515,324.9611
,217.421875,175.6427,333.476375,203.392725,125.4717,324.97055
,217.43735,175.65345,333.48385,203.402225,125.500075,325.0527
,217.45455,175.747575,333.50065,203.4079,125.522825,325.06095
,217.469625,175.77865,333.513975,203.427025,125.558825,325.072025
,217.51225,175.814625,333.53255,203.439625,125.606075,325.09605
,217.549125,175.85145,333.550475,203.4592,125.6175,325.118975
,217.577725,175.8715,333.5904,203.4713,125.636175,325.16775
,217.6102,175.890475,333.62975,203.484125,125.6637,325.181425
,217.629075,175.9487,333.656475,203.503875,125.6754,325.250175
,217.664325,175.973275,333.687625,203.523125,125.703925,325.269025
,217.69895,176.001625,333.724025,203.54875,125.7349,325.27715
,217.712025,176.01935,333.746,203.610625,125.76515,325.2969
,217.72315,176.05125,333.762825,203.637725,125.787525,325.345925
,217.7402,176.069,333.766625,203.649425,125.82655,325.352875
,217.7609,176.12285,333.8057,203.668675,125.858825,325.37465
,217.77475,176.13735,333.90945,203.682925,125.887725,325.382875
,217.78265,176.15165,333.954425,203.72255,125.939975,325.40245
,217.792225,176.191875,333.9709,203.7539,125.9838,325.430425
,217.79665,176.212575,334.0088,203.785475,126.019525,325.43785
,217.80485,176.2408,334.06095,203.808575,126.041225,325.443675
,217.8212,176.315825,334.06385,203.83505,126.069275,325.4587
,217.850975,176.344025,334.181075,203.880525,126.1723,325.511575
,217.8556,176.3776,334.198175,203.9752,126.209125,325.529675
,217.88615,176.404925,334.24235,203.998175,126.228375,325.600125
,217.92105,176.41215,334.3021,204.02365,126.243975,325.699825
,217.952625,176.414825,334.351825,204.0469,126.274725,325.719175
,217.97415,176.462075,334.35375,204.083775,126.2916,325.734875
,217.9937,176.475075,334.40935,204.134125,126.333275,325.773025
,218.00835,176.503975,334.430875,204.16175,126.356925,325.826725
,218.0306,176.534625,334.45025,204.17055,126.375925,325.84575
,218.0504,176.570975,334.485875,204.238225,126.3921,325.862325
,218.0846,176.59445,334.58015,204.27405,126.41265,325.8824
,218.0914,176.6222,334.615875,204.3128,126.487925,325.91595
,218.100125,176.64165,334.6576,204.332875,126.4976,325.9287
,218.161125,176.653,334.840575,204.3645,126.5237,325.9386
,218.203325,176.6782,334.940925,204.4076,126.544475,325.94765
,218.222925,176.688275,334.971875,204.437,126.563875,325.9543
,218.276875,176.6937,334.9811,204.492325,126.59655,325.998075
,218.29365,176.7138,335.114875,204.526825,126.62045,326.0056
,218.300075,176.7594,335.1792,204.60175,126.648125,326.040325
,218.307075,176.907575,335.20045,204.627975,126.67495,326.0923
,218.314825,176.9196,335.298675,204.633975,126.732925,326.116025
,218.33105,176.9494,335.336675,204.664325,126.757825,326.1316
,218.33975,176.9826,335.45855,204.689375,126.7614,326.15605
,218.34935,177.007975,335.530325,204.7702,126.783,326.177475
,218.35145,177.0291,335.6113,204.8204,126.82205,326.224675
,218.403925,177.067625,335.657875,204.8753,126.8503,326.268875
,218.423075,177.0866,335.704125,204.906,126.90755,326.289125
,218.42875,177.147625,335.73125,204.93605,126.93935,326.33545
,218.437075,177.211,335.807325,204.95615,126.9739,326.337775
,218.461475,177.24875,335.8333,204.989575,126.989325,326.368325
,218.632575,177.254975,335.915125,205.014125,127.04845,326.38175
,218.63965,177.322025,335.957875,205.07275,127.0619,326.391975
,218.66615,177.33265,335.992225,205.114925,127.1021,326.4052
,218.690125,177.34425,336.06655,205.158925,127.1307,326.4376
,218.6975,177.35455,336.102925,205.2362,127.1642,326.475625
,218.715675,177.41585,336.13645,205.27815,127.1865,326.59865
,218.729125,177.436225,336.1645,205.29975,127.2148,326.610575
,218.749775,177.455925,336.217925,205.352675,127.2781,326.6176
,218.772375,177.4713,336.230425,205.379775,127.304175,326.6239
,218.784525,177.48845,336.278975,205.392475,127.334375,326.65125
,218.837325,177.50195,336.316075,205.4219,127.36325,326.6762
,218.873125,177.50865,336.362725,205.460775,127.39655,326.683375
,218.890875,177.516975,336.43515,205.528775,127.4215,326.696525
,218.971475,177.535875,336.575125,205.6212,127.451525,326.702575
,218.99875,177.549175,336.6229,205.66525,127.4984,326.70965
,219.0198,177.58775,336.833425,205.6859,127.5204,326.71885
,219.0509,177.619975,336.8689,205.694925,127.53805,326.7429
,219.118775,177.663075,336.92025,205.71175,127.550625,326.758675
,219.13425,177.675725,336.9608,205.73345,127.560225,326.810925
,219.1868,177.694925,337.01715,205.789675,127.5721,326.85965
,219.224,177.698775,337.049525,205.80675,127.581075,326.88275
,219.273575,177.7124,337.1465,205.84925,127.609925,326.8903
,219.275525,177.71625,337.198825,205.89735,127.63955,326.977425
,219.33635,177.7322,337.2061,205.925925,127.65845,326.984225
,219.386625,177.748025,337.290525,205.94405,127.683875,326.99215
,219.4948,177.776425,337.295825,205.977475,127.70225,327.023625
,219.538525,177.787825,337.3294,206.030825,127.729475,327.04145
,219.569525,177.8009,337.386175,206.06115,127.748175,327.054375
,219.6368,177.82035,337.393875,206.100075,127.7573,327.06375
,219.69405,177.841125,337.4124,206.13195,127.77145,327.074175
,219.76705,177.85105,337.429025,206.157325,127.78515,327.086275
,219.82085,177.85835,337.434825,206.171,127.809225,327.097875
,219.8315,177.880775,337.570525,206.194075,127.816675,327.108
,219.901325,177.92815,337.58715,206.207175,127.840825,327.20905
,219.9934,177.9369,337.659525,206.22035,127.853575,327.24425
,220.0041,177.94835,337.70195,206.267925,127.864525,327.27045
,220.02615,178.0168,337.7792,206.2921,127.901875,327.31905
,220.0416,178.040625,337.790425,206.3252,127.918425,327.361225
,220.06205,178.11525,337.843075,206.343825,127.966475,327.373475
,220.07415,178.124275,337.8443,206.36355,127.98315,327.396725
,220.09505,178.13355,338.106725,206.376925,128.005675,327.446675
,220.117775,178.1985,338.192025,206.3905,128.019425,327.464075
,220.137725,178.269425,338.22025,206.4039,128.0327,327.504625
,220.153725,178.349225,338.2426,206.4194,128.038775,327.538775
,220.1868,178.435375,338.269075,206.46675,128.047625,327.556175
,220.229,178.480175,338.28845,206.480625,128.060325,327.58035
,220.24395,178.484525,338.297975,206.499125,128.077325,327.627725
,220.2705,178.626825,338.3083,206.513625,128.093775,327.643425
,220.2748,178.635675,338.350725,206.560425,128.1541,327.662175
,220.2793,178.671325,338.4192,206.58905,128.177375,327.695425
,220.310625,178.722775,338.438775,206.599425,128.218175,327.7061
,220.32085,178.76115,338.5058,206.619,128.226075,327.741375
,220.34275,178.76915,338.529775,206.62965,128.2376,327.75395
,220.34635,178.827875,338.546225,206.686025,128.256575,327.7713
,220.371425,178.847775,338.6676,206.7239,128.2833,327.814475
,220.390075,178.942375,338.7023,206.77675,128.295675,327.843225
,220.42025,178.968275,338.8159,206.786975,128.31005,327.8664
,220.432175,178.981175,338.928825,206.839575,128.3294,327.9
,220.45235,179.0133,339.050125,206.84855,128.35015,327.979575
,220.482075,179.058,339.151825,206.861925,128.364275,328.0002
,220.502375,179.080975,339.174725,206.876625,128.38315,328.0378
,220.558,179.09475,339.223625,206.894925,128.40635,328.084225
,220.597925,179.11995,339.2698,206.914425,128.42025,328.12435
,220.63845,179.136125,339.3345,206.952575,128.4386,328.161725
,220.661025,179.1515,339.4183,206.978925,128.460825,328.1973
,220.687675,179.184,339.464175,206.9834,128.49245,328.21225
,220.70255,179.2388,339.529325,206.992975,128.5223,328.233
,220.727275,179.306325,339.574275,207.024975,128.554025,328.266525
,220.7553,179.310025,339.691,207.0546,128.6248,328.28685
,220.7725,179.321775,339.7995,207.059925,128.64925,328.339975
,220.7915,179.3314,339.87705,207.1154,128.6667,328.3807
,220.8196,179.336975,340.0653,207.155225,128.686875,328.39725
,220.836125,179.39275,340.127025,207.179,128.69915,328.4175
,220.8633,179.40535,340.155625,207.19045,128.718975,328.4314
,220.890975,179.4215,340.18035,207.224225,128.748725,328.443275
,220.904725,179.432475,340.18515,207.264775,128.7631,328.4606
,220.945375,179.440575,340.225825,207.27805,128.78205,328.4972
,220.974125,179.4564,340.317575,207.382975,128.8199,328.5468
,221.0457,179.5089,340.37275,207.419725,128.8445,328.561275
,221.0691,179.563175,340.440775,207.450875,128.856225,328.609775
,221.10135,179.6323,340.50425,207.4746,128.875125,328.61745
,221.14195,179.639425,340.54795,207.50215,128.884675,328.648925
,221.169675,179.657525,340.60905,207.52465,128.904,328.663775
,221.18455,179.6853,340.8167,207.54955,128.921775,328.66985
,221.20005,179.698125,340.847925,207.574625,128.93855,328.6861
,221.21905,179.810125,340.8501,207.591225,128.94485,328.69285
,221.237625,179.97505,340.884675,207.6236,128.949,328.7259
,221.307075,179.999225,340.9254,207.65135,128.95385,328.737625
,221.345425,180.02405,341.026175,207.689775,128.963975,328.748075
,221.35385,180.035975,341.08895,207.71315,128.973,328.76785
,221.4017,180.1275,341.2211,207.7727,128.977725,328.7768
,221.410875,180.139575,341.25745,207.944125,129.0093,328.7841
,221.498175,180.17295,341.3682,207.972825,129.025975,328.802925
,221.49975,180.2186,341.45545,208.036025,129.0489,328.822225
,221.535275,180.2304,341.5158,208.04695,129.064,328.846175
,221.583325,180.288925,341.5421,208.0859,129.092375,328.8634
,221.61055,180.303675,341.5698,208.12305,129.135975,328.8703
,221.635375,180.305375,341.7341,208.172325,129.149275,328.92425
,221.647825,180.318925,341.7473,208.223225,129.162025,328.9573
,221.675025,180.36275,341.8002,208.2546,129.173625,328.974325
,221.722225,180.365,341.837475,208.28915,129.21265,328.991725
,221.798775,180.373225,341.865675,208.368675,129.2258,329.0412
,221.89875,180.409375,341.876225,208.3935,129.24875,329.074
,221.98,180.46755,341.916475,208.424775,129.2573,329.097875
,222.1879,180.49995,341.9893,208.461925,129.27595,329.104525
,222.246375,180.531,342.020675,208.489225,129.302625,329.113325
,222.26255,180.550625,342.027825,208.509175,129.314975,329.127525
,222.27125,180.604375,342.09115,208.533375,129.34905,329.1364
,222.282075,180.718925,342.1307,208.57255,129.367625,329.19315
,222.298225,180.7372,342.4003,208.622975,129.375675,329.203825
,222.3191,180.7751,342.419125,208.68555,129.3905,329.2395
,222.332825,180.783,342.4261,208.7408,129.405625,329.25005
,222.4278,180.820925,342.4797,208.880875,129.413,329.259125
,222.454225,180.832525,342.603075,208.92295,129.428275,329.287325
,222.48635,180.841,342.689175,208.954225,129.437775,329.360725
,222.537925,180.875775,342.71845,208.970625,129.448,329.42185
,222.597825,180.92925,342.79875,209.02565,129.46835,329.4304
,222.653125,180.9463,343.0089,209.037825,129.47885,329.451475
,222.721625,180.956625,343.03635,209.063975,129.49815,329.51975
,222.760375,181.094125,343.118125,209.092,129.522525,329.55375
,222.803125,181.119725,343.17225,209.120625,129.549525,329.639425
,222.839075,181.204,343.31385,209.127025,129.563825,329.680375
,222.85405,181.224725,343.3524,209.1538,129.592675,329.695075
,222.8599,181.24955,343.38315,209.156125,129.624975,329.71085
,222.87305,181.28285,343.484525,209.16795,129.660175,329.7472
,222.88425,181.28945,343.538675,209.200425,129.676375,329.7784
,222.897925,181.29775,343.6265,209.2267,129.690725,329.799825
,222.928125,181.316925,343.746275,209.236325,129.723975,329.81255
,222.977325,181.3431,343.77635,209.249975,129.7437,329.825575
,222.991575,181.370625,343.9381,209.2644,129.754975,329.915775
,223.021175,181.3885,343.956825,209.2891,129.775525,329.930025
,223.0236,181.420775,344.052075,209.3475,129.779675,330.034
,223.0544,181.458,344.104375,209.3826,129.78975,330.0485
,223.09475,181.4743,344.1625,209.4018,129.80395,330.065025
,223.163325,181.516225,344.174875,209.42905,129.825275,330.0788
,223.196475,181.567175,344.4311,209.447225,129.857025,330.121
,223.218125,181.589925,344.4721,209.46735,129.87865,330.12365
,223.25145,181.6179,344.48395,209.4913,129.912175,330.131475
,223.263475,181.625325,344.486,209.5222,129.946075,330.1383
,223.279775,181.636975,344.497,209.56995,129.963825,330.153925
,223.295625,181.6557,344.5153,209.6091,129.987625,330.16555
,223.315075,181.720275,344.529725,209.6581,130.00505,330.183275
,223.3367,181.74825,344.547575,209.689625,130.022875,330.191025
,223.359225,181.795375,344.6557,209.702975,130.037075,330.21005
,223.382275,181.8547,344.681825,209.720675,130.046375,330.218575
,223.406525,181.8927,344.7166,209.74645,130.06995,330.245975
,223.4398,181.91555,344.7212,209.761725,130.1261,330.25985
,223.4726,181.920175,344.771975,209.7795,130.18375,330.289225
,223.51405,181.937925,344.82605,209.801925,130.23065,330.29815
,223.5823,181.98995,344.8978,209.809975,130.25695,330.333
,223.610175,182.210025,344.970025,209.830825,130.275125,330.4823
,223.638375,182.2465,345.001375,209.8449,130.29085,330.489775
,223.654575,182.267475,345.052325,209.88615,130.31565,330.5315
,223.6689,182.286725,345.102975,209.909725,130.339625,330.5396
,223.699075,182.334,345.11925,209.960325,130.35355,330.5492
,223.715975,182.35305,345.134725,210.004375,130.379275,330.563875
,223.7492,182.3742,345.157625,210.04485,130.413125,330.583425
,223.819525,182.477525,345.2166,210.104725,130.4283,330.630175
,223.8421,182.5222,345.2247,210.12585,130.451175,330.698475
,223.874225,182.583025,345.2561,210.1479,130.473275,330.72475
,223.8937,182.585375,345.35065,210.1843,130.496025,330.752175
,223.957225,182.6133,345.450975,210.208525,130.512025,330.77215
,223.972525,182.624525,345.535725,210.22775,130.524975,330.785125
,223.996425,182.6445,345.57365,210.263025,130.562825,330.826925
,224.01585,182.647325,345.588825,210.326625,130.579125,330.8547
,224.029725,182.6645,345.61,210.358025,130.605,330.86795
,224.0538,182.70505,345.627675,210.411925,130.62365,330.909875
,224.0756,182.73435,345.63325,210.415525,130.63505,330.927225
,224.10595,182.73725,345.64195,210.46675,130.66135,330.9718
,224.12175,182.753375,345.681525,210.49175,130.686125,331.05025
,224.141075,182.76235,345.727425,210.495025,130.720575,331.130525
,224.155325,182.7839,345.738025,210.521725,130.752675,331.141775
,224.1686,182.8127,345.7688,210.532275,130.78015,331.161925
,224.197125,182.844875,345.811725,210.565875,130.817075,331.18895
,224.218075,182.8591,345.824875,210.5788,130.84965,331.2148
,224.2363,182.8981,345.89515,210.589025,130.892075,331.230625
,224.294175,182.91165,345.907325,210.6164,130.941525,331.251525
,224.320875,182.9674,345.94045,210.648325,130.968825,331.2747
,224.375275,182.974325,346.027125,210.67315,131.065075,331.317175
,224.38815,183.056075,346.087875,210.7004,131.159825,331.345625
,224.418875,183.060575,346.145425,210.713175,131.1835,331.35985
,224.46335,183.1059,346.197825,210.7604,131.197925,331.387025
,224.486,183.15945,346.216975,210.7726,131.21075,331.401325
,224.53575,183.182075,346.223475,210.7931,131.2359,331.44675
,224.544875,183.1931,346.24975,210.82655,131.255825,331.478675
,224.551625,183.2554,346.319825,210.85085,131.284875,331.48815
,224.5634,183.2626,346.36165,210.92585,131.3288,331.534825
,224.583775,183.298825,346.374125,210.94115,131.374625,331.6396
,224.614575,183.30615,346.4067,210.980275,131.394975,331.667775
,224.635425,183.330975,346.476075,210.99715,131.425575,331.682775
,224.652025,183.364,346.556075,211.15765,131.45055,331.697175
,224.66815,183.38895,346.587575,211.17525,131.48035,331.761425
,224.6807,183.4038,346.5934,211.204275,131.4994,331.779425
,224.701025,183.4058,346.639725,211.23245,131.51875,331.793625
,224.711,183.47475,346.73505,211.25805,131.551775,331.826125
,224.7219,183.5357,346.7468,211.283975,131.5787,331.835975
,224.735775,183.5472,346.7709,211.30625,131.601175,331.84745
,224.749575,183.552125,346.8229,211.388675,131.6292,331.86475
,224.779125,183.59915,346.88005,211.407975,131.6527,331.881425
,224.7913,183.623225,346.890025,211.421,131.6871,331.8917
,224.81875,183.6424,346.9174,211.443575,131.712275,331.905025
,224.8769,183.657975,346.931425,211.460325,131.731075,331.92165
,224.90225,183.678,346.989725,211.4821,131.75095,331.92935
,224.943425,183.7175,347.04685,211.507975,131.788275,331.97855
,224.952775,183.724775,347.14985,211.5187,131.8239,331.98905
,224.96615,183.802425,347.24235,211.531225,131.8571,331.99785
,224.98135,183.820475,347.256775,211.5356,131.884,332.058425
,225.0015,183.832375,347.291125,211.55745,131.903975,332.112375
,225.06535,183.8483,347.338125,211.581525,131.942,332.121275
,225.0979,183.8781,347.37625,211.595175,131.9935,332.131375
,225.131775,183.886675,347.4381,211.6247,132.136675,332.144775
,225.167775,183.902175,347.4843,211.69545,132.1634,332.197425
,225.221425,183.972725,347.492575,211.7574,132.167125,332.22795
,225.2444,183.9976,347.6381,211.776925,132.183225,332.242475
,225.259525,184.033525,347.657,211.805375,132.1948,332.296875
,225.318,184.072675,347.7546,211.8302,132.20895,332.385475
,225.357825,184.13865,347.79535,211.870825,132.209975,332.4218
,225.37965,184.190725,347.8417,211.91355,132.223975,332.435375
,225.3961,184.217425,347.8876,211.934475,132.245925,332.448525
,225.47605,184.23195,347.922475,211.94945,132.271125,332.51115
,225.497075,184.2651,347.9721,211.95985,132.30355,332.547875
,225.515725,184.28155,347.99285,211.9683,132.320025,332.56175
,225.5348,184.298425,348.012225,211.98085,132.3449,332.601
,225.582225,184.326925,348.065325,211.988025,132.3967,332.65835
,225.65025,184.347525,348.097425,212.000025,132.424625,332.6797
,225.66955,184.3666,348.1229,212.01795,132.451425,332.6956
,225.6786,184.400225,348.16685,212.023075,132.465575,332.77215
,225.762775,184.45905,348.203175,212.062175,132.506075,332.8028
,225.803525,184.54225,348.22135,212.07985,132.519225,332.8217
,225.816325,184.5552,348.251875,212.13025,132.55005,332.841875
,225.844125,184.584,348.285175,212.1898,132.56835,332.865425
,225.854975,184.618725,348.2944,212.204475,132.57005,332.918125
,225.859475,184.653075,348.331025,212.2241,132.595,332.95805
,225.937225,184.72855,348.464025,212.269425,132.62245,332.995575
,225.9535,184.8856,348.500325,212.289125,132.63295,333.073775
,225.980025,184.889775,348.53535,212.31655,132.65195,333.090175
,226.0138,184.956425,348.7124,212.38535,132.660175,333.11835
,226.07175,184.98145,348.753425,212.392,132.675425,333.13295
,226.137975,185.022075,348.83525,212.404375,132.67825,333.1496
,226.1561,185.0522,348.869175,212.414575,132.6838,333.169725
,226.19625,185.1005,348.9229,212.438425,132.69035,333.18845
,226.243825,185.165475,349.080175,212.469,132.750575,333.2699
,226.2826,185.1851,349.128525,212.49155,132.76635,333.29035
,226.4145,185.186975,349.29855,212.5437,132.812625,333.31015
,226.418025,185.2129,349.387375,212.554675,132.824525,333.360275
,226.42325,185.2618,349.417125,212.577825,132.862925,333.37715
,226.44385,185.2777,349.73555,212.5974,132.869575,333.42045
,226.457825,185.304875,349.88655,212.625725,132.88665,333.4348
,226.4623,185.400975,349.899925,212.6412,132.938125,333.470125
,226.469625,185.427675,349.94005,212.687025,132.965975,333.4951
,226.52565,185.459375,350.108075,212.7283,132.992725,333.5044
,226.55135,185.480425,350.14115,212.76785,133.05925,333.513825
,226.56365,185.5018,350.163025,212.78425,133.0972,333.54275
,226.591175,185.5823,350.3935,212.8021,133.177525,333.5708
,226.6123,185.58695,350.413475,212.825125,133.205275,333.593025
,226.65125,185.6047,350.49785,212.8404,133.232725,333.618125
,226.669,185.62865,350.72235,212.90115,133.259,333.65295
,226.726825,185.653625,350.747575,212.933175,133.274175,333.673375
,226.74105,185.664425,350.819225,213.024825,133.3189,333.7034
,226.755875,185.709625,350.91255,213.149675,133.3363,333.75485
,226.821975,185.735175,351.01065,213.203525,133.363675,333.760075
,226.8515,185.794875,351.0342,213.22815,133.421775,333.784675
,226.883775,185.808325,351.17175,213.25135,133.50125,333.8094
,226.920375,185.83335,351.210725,213.278275,133.520875,333.81725
,226.9394,185.862675,351.278275,213.304925,133.549025,333.82885
,226.971425,185.89335,351.332175,213.3105,133.57465,333.840725
,227.044325,185.917675,351.3886,213.33425,133.6054,333.85185
,227.058775,185.973025,351.400725,213.38895,133.626475,333.870975
,227.0765,186.013125,351.410425,213.4158,133.657025,333.91685
,227.1081,186.01575,351.459875,213.437025,133.68885,333.9295
,227.16715,186.037575,351.476075,213.4823,133.714025,333.98455
,227.1792,186.054725,351.532125,213.51755,133.735525,334.011525
,227.20235,186.075075,351.557025,213.536175,133.77045,334.03935
,227.242375,186.08465,351.5627,213.5647,133.810125,334.063675
,227.276975,186.157975,351.574975,213.589775,133.868325,334.07585
,227.307375,186.173125,351.61595,213.6029,133.89555,334.115175
,227.340675,186.22915,351.721975,213.622575,133.955125,334.162075
,227.387225,186.25615,351.74385,213.656575,134.00485,334.17005
,227.46485,186.277325,351.7534,213.69075,134.035575,334.181925
,227.50655,186.3152,351.76635,213.71965,134.076525,334.20005
,227.513825,186.316825,351.790075,213.720725,134.1365,334.258675
,227.56175,186.33255,351.87315,213.7591,134.159725,334.282225
,227.5643,186.3555,351.92095,213.78435,134.187125,334.33425
,227.59405,186.3694,351.95275,213.819375,134.208225,334.38025
,227.610975,186.385875,352.0011,213.839275,134.2378,334.4186
,227.651225,186.408175,352.184325,213.865125,134.253275,334.446075
,227.675425,186.44605,352.212825,213.877075,134.2746,334.47325
,227.722125,186.456525,352.2589,213.896125,134.293,334.5089
,227.75765,186.47395,352.4013,213.951,134.340175,334.51805
,227.7949,186.494075,352.47885,213.9769,134.393625,334.538
,227.8154,186.526525,352.4858,213.999075,134.437825,334.565625
,227.85025,186.5526,352.563925,214.0259,134.439375,334.606075
,227.8825,186.569425,352.603625,214.0453,134.4693,334.658925
,227.915,186.587225,352.785375,214.06325,134.5071,334.672125
,227.984725,186.614375,352.86435,214.0815,134.5471,334.68435
,228.016525,186.64815,352.98805,214.09895,134.569775,334.726775
,228.0359,186.67045,353.075525,214.118,134.600875,334.82025
,228.058225,186.682875,353.103475,214.1353,134.65045,334.942875
,228.0604,186.72565,353.1426,214.14995,134.665925,335.00095
,228.07975,186.83675,353.235175,214.192875,134.6803,335.02755
,228.0986,186.856275,353.348375,214.21225,134.7067,335.063125
,228.121325,186.901475,353.3995,214.254925,134.765125,335.09065
,228.143625,186.92035,353.5492,214.270225,134.8166,335.12095
,228.22625,186.937,353.565675,214.292675,134.8479,335.144725
,228.265,186.944025,353.605125,214.342875,134.86745,335.25895
,228.31175,187.083225,353.612175,214.35405,134.915875,335.293125
,228.331925,187.09875,353.643,214.37605,134.925875,335.3269
,228.34275,187.1221,353.686525,214.392125,134.94395,335.327975
,228.36635,187.150775,353.741075,214.409375,134.975025,335.339625
,228.379925,187.1575,353.7617,214.425025,135.00815,335.35585
,228.389025,187.189575,353.8094,214.450025,135.0277,335.3643
,228.40125,187.2273,353.813825,214.4726,135.065875,335.38055
,228.46495,187.316,353.855325,214.492,135.0951,335.38685
,228.49215,187.3625,353.928875,214.511975,135.14065,335.39795
,228.510475,187.404375,353.96275,214.570425,135.179475,335.416925
,228.527275,187.43885,354.06135,214.592225,135.191925,335.4297
,228.561325,187.4671,354.2483,214.598975,135.218125,335.440925
,228.591525,187.546,354.292275,214.633275,135.23275,335.4537
,228.6178,187.560925,354.309025,214.651425,135.26515,335.466125
,228.629125,187.5957,354.395725,214.67135,135.28445,335.489225
,228.641725,187.612075,354.42915,214.692975,135.30465,335.4989
,228.66995,187.63035,354.487075,214.69885,135.34285,335.52865
,228.67665,187.64415,354.536375,214.710225,135.360025,335.546325
,228.71275,187.7154,354.5502,214.7447,135.369475,335.55765
,228.76925,187.785025,354.565475,214.762,135.3913,335.566625
,228.8158,187.8391,354.587225,214.795375,135.413375,335.57585
,228.84295,187.890525,354.679275,214.796925,135.428825,335.592925
,228.876275,187.922225,354.7262,214.825375,135.4502,335.5988
,228.93965,187.94305,354.8034,214.834575,135.46725,335.617975
,228.98275,187.9466,354.9154,214.84505,135.486375,335.6262
