SPK_SPKC01a,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC08a,SPK_SPKC13a,SPK_SPKC13b
663.76705,,673.293575,,597.2442,
663.89965,,673.327525,,597.263825,
663.962975,,673.3634,,597.282575,
664.07775,,673.429825,,597.296875,
664.125975,,673.48635,,597.31385,
664.164775,,673.52215,,597.370075,
664.214425,,673.56215,,597.396725,
664.28815,,673.590525,,597.60965,
664.29125,,673.6351,,597.66785,
664.3019,,673.657525,,597.697875,
664.4875,,673.714025,,597.7354,
664.56285,,673.769425,,597.762125,
664.678575,,673.829825,,597.7718,
664.711875,,673.88085,,597.789125,
664.720075,,673.924575,,597.861675,
664.789675,,673.9643,,597.924375,
664.888075,,673.969975,,597.9502,
664.8996,,674.01245,,598.057675,
664.911725,,674.05195,,598.161125,
665.0353,,674.087775,,598.2332,
665.129775,,674.1307,,598.27515,
665.185075,,674.182075,,598.300925,
665.251275,,674.23665,,598.3585,
665.30535,,674.270225,,598.423675,
665.3401,,674.325725,,598.528675,
665.437375,,674.3813,,598.54365,
665.48855,,674.414975,,598.553925,
665.520775,,674.450625,,598.56825,
665.609875,,674.5202,,598.57805,
665.69555,,674.553025,,598.612575,
665.805225,,674.586975,,598.64895,
665.855875,,674.61675,,598.666675,
665.915625,,674.661025,,598.67465,
665.98175,,674.688625,,598.69445,
666.052025,,674.716,,598.72325,
666.103925,,674.74645,,598.7368,
666.137125,,674.80765,,598.75205,
666.188725,,674.8646,,598.76645,
666.2309,,674.914625,,598.787,
666.26875,,675,,598.79995,
666.317125,,675.04195,,598.811575,
666.3618,,675.083925,,598.830775,
666.4436,,675.10985,,598.8471,
666.490025,,675.15135,,598.8781,
666.5384,,675.183625,,598.8975,
666.658175,,675.2229,,598.911925,
666.722375,,675.24865,,598.931525,
666.76035,,675.27885,,598.96135,
666.7977,,675.3162,,598.987775,
666.8616,,675.3472,,599.021825,
666.8993,,675.385025,,599.07925,
666.947325,,675.43145,,599.131775,
666.9788,,675.4688,,599.147975,
667.005725,,675.534525,,599.166275,
667.0069,,675.5583,,599.181225,
667.054925,,675.5827,,599.196525,
667.114025,,675.607625,,599.208875,
667.16845,,675.6296,,599.2236,
667.199,,675.6559,,599.24385,
667.346025,,675.679475,,599.27175,
667.362075,,675.71515,,599.283225,
667.41955,,675.753925,,599.305275,
667.466775,,675.7778,,599.3194,
667.49595,,675.821525,,599.348175,
667.5214,,675.86275,,599.36115,
667.590175,,675.925325,,599.395,
667.6398,,675.9655,,599.4068,
667.64845,,676.00335,,599.44715,
667.665875,,676.06515,,599.472275,
667.7582,,676.120625,,599.49925,
667.795175,,676.177325,,599.5284,
667.842125,,676.228775,,599.545225,
667.905525,,676.26995,,599.569225,
667.9587,,676.336775,,599.588625,
667.991375,,676.379175,,599.622825,
668.0124,,676.499625,,599.655175,
668.044025,,676.555925,,599.678475,
668.118875,,676.598225,,599.718075,
668.177775,,676.64545,,599.748275,
668.2063,,676.691725,,599.770925,
668.249175,,676.69515,,599.8522,
668.27465,,676.748725,,599.8909,
668.301025,,676.79025,,599.91435,
668.325925,,676.82875,,599.93525,
668.380725,,676.901125,,599.95425,
668.409525,,676.937325,,599.984375,
668.4467,,676.97335,,600.016675,
668.520625,,677.0057,,600.03355,
668.62415,,677.06475,,600.046125,
668.65385,,677.107725,,600.0483,
668.68295,,677.173475,,600.07095,
668.71265,,677.224025,,600.08485,
668.752175,,677.26285,,600.1073,
668.80105,,677.300275,,600.133875,
668.834375,,677.33275,,600.15225,
668.8804,,677.395325,,600.183575,
668.899975,,677.44575,,600.208875,
668.9187,,677.479425,,600.229875,
669.0132,,677.524925,,600.2706,
669.0417,,677.565325,,600.294675,
669.09225,,677.601025,,600.3113,
669.150975,,677.667425,,600.34915,
669.227375,,677.69885,,600.375025,
669.3123,,677.73555,,600.402525,
669.347025,,677.777725,,600.450675,
669.597425,,677.821975,,600.455725,
669.6369,,677.86865,,600.490975,
669.712,,677.9005,,600.641,
669.71955,,677.967225,,600.669525,
669.828925,,677.99175,,600.708775,
669.861325,,678.046575,,600.72555,
669.891525,,678.097525,,600.742275,
669.9613,,678.166275,,600.766475,
670.05295,,678.227525,,600.813125,
670.08895,,678.26235,,600.86105,
670.1157,,678.300875,,600.8921,
670.14015,,678.331925,,600.924425,
670.16345,,678.369575,,600.95855,
670.221475,,678.398125,,601.006275,
670.330625,,678.433375,,601.015625,
670.366025,,678.464775,,601.0218,
670.441075,,678.504925,,601.04075,
670.50035,,678.598975,,601.07725,
670.631625,,678.647475,,601.09985,
670.692725,,678.70365,,601.161675,
670.743525,,678.758025,,601.18095,
670.89785,,678.827525,,601.202375,
670.954525,,678.864925,,601.22135,
670.959075,,678.89555,,601.255125,
670.9683,,678.929475,,601.2924,
670.99555,,678.9944,,601.406325,
671.043425,,679.053325,,601.463375,
671.168825,,679.0853,,601.49835,
671.214525,,679.12645,,601.51265,
671.29695,,679.161275,,601.530525,
671.3375,,679.237075,,601.5635,
671.35955,,679.276875,,601.60165,
671.401125,,679.334425,,601.622375,
671.46425,,679.38335,,601.66515,
671.491275,,679.428175,,601.707825,
671.54895,,679.4728,,601.74865,
671.601475,,679.52535,,601.7822,
671.60925,,679.560325,,601.833025,
671.6546,,679.591875,,601.90605,
671.683675,,679.647775,,601.92385,
671.71245,,679.680025,,601.961375,
671.730025,,679.7314,,601.9865,
671.7834,,679.822225,,602.01585,
671.81895,,679.885125,,602.087625,
671.932975,,679.932525,,602.123975,
671.988025,,679.983425,,602.168825,
672.0365,,680.022975,,602.184875,
672.13015,,680.068925,,602.1985,
672.26885,,680.115,,602.2246,
672.374025,,680.164025,,602.251,
672.40745,,680.219,,602.264,
672.454925,,680.261125,,602.31585,
672.52075,,680.31025,,602.347975,
672.582225,,680.34445,,602.372425,
672.587775,,680.37825,,602.4026,
672.609425,,680.456425,,602.411625,
672.628775,,680.48975,,602.43125,
672.671425,,680.563175,,602.446125,
672.770225,,680.599675,,602.48815,
672.860025,,680.6307,,602.514325,
672.892225,,680.67385,,602.53555,
672.924975,,680.72715,,602.57945,
672.965975,,680.81155,,602.63275,
673.0429,,680.843075,,602.646675,
673.0972,,680.879475,,602.66605,
673.10885,,680.911025,,602.685275,
673.147175,,680.990025,,602.6999,
673.1699,,681.018675,,602.71355,
673.202825,,681.043975,,602.72845,
673.2513,,681.104525,,602.74505,
673.3016,,681.185475,,602.789225,
673.349775,,681.21745,,602.81855,
673.4011,,681.253875,,602.8386,
673.42825,,681.2942,,602.865625,
673.469,,681.337075,,602.8923,
673.568325,,681.398875,,602.926475,
673.591925,,681.495175,,602.9439,
673.69425,,681.588225,,602.960525,
673.744225,,681.66255,,603.03315,
673.791575,,681.70335,,603.0549,
673.880925,,681.751975,,603.05955,
673.8987,,681.78935,,603.1081,
673.992075,,681.827125,,603.1383,
674.0201,,681.857975,,603.271625,
674.0601,,681.904775,,603.309075,
674.11475,,682.010025,,603.32755,
674.1561,,682.1573,,603.356025,
674.2225,,682.22,,603.4092,
674.251425,,682.253425,,603.436775,
674.322375,,682.291425,,603.469675,
674.339825,,682.329525,,603.505375,
674.353025,,682.493825,,603.550575,
674.46645,,682.579375,,603.591775,
674.56685,,682.647075,,603.6116,
674.617875,,682.69615,,603.6239,
674.6284,,682.7892,,603.631825,
674.6975,,682.8547,,603.64815,
674.77305,,682.964075,,603.67375,
674.81695,,683.023725,,603.7003,
674.852475,,683.069675,,603.711475,
674.88805,,683.108925,,603.74395,
674.930225,,683.150175,,603.77555,
674.9628,,683.1869,,603.7939,
674.990575,,683.229175,,603.84395,
675.030275,,683.283375,,603.871025,
675.1157,,683.3487,,603.91125,
675.1543,,683.398875,,603.928025,
675.20455,,683.443775,,603.961525,
675.23975,,683.487775,,603.994,
675.2499,,683.528175,,604.0215,
675.297825,,683.6067,,604.0667,
675.328775,,683.681725,,604.121825,
675.39275,,683.751725,,604.208775,
675.426475,,683.784475,,604.23,
675.565,,683.8374,,604.27465,
675.60355,,683.867475,,604.27805,
675.664975,,683.927425,,604.320875,
675.8007,,683.978075,,604.340225,
675.861825,,684.017875,,604.367375,
675.8944,,684.095775,,604.41625,
675.921275,,684.15375,,604.4325,
676.0107,,684.2461,,604.440775,
676.08485,,684.3031,,604.4776,
676.17445,,684.436275,,604.580925,
676.237125,,684.4736,,604.5986,
676.32365,,684.508825,,604.611075,
676.404575,,684.547825,,604.640725,
676.4874,,684.593025,,604.655325,
676.4889,,684.648825,,604.6747,
676.533075,,684.7034,,604.702325,
676.6009,,684.77245,,604.736025,
676.6528,,684.8279,,604.77995,
676.70185,,684.861625,,604.8228,
676.788825,,684.901675,,604.84535,
676.83425,,685.030325,,604.866425,
676.915875,,685.06175,,604.90445,
676.968325,,685.083625,,604.925375,
677.002475,,685.1154,,604.944925,
677.064425,,685.222375,,604.963725,
677.078,,685.2852,,604.977025,
677.118475,,685.37245,,604.98555,
677.141125,,685.453475,,604.9985,
677.180075,,685.52845,,605.0105,
677.263475,,685.659375,,605.02475,
677.2813,,685.72915,,605.03125,
677.32945,,685.797475,,605.0422,
677.464275,,685.9143,,605.06095,
677.489,,685.95855,,605.0793,
677.500075,,686.001175,,605.1732,
677.5171,,686.027025,,605.194225,
677.54375,,686.062725,,605.23245,
677.552675,,686.15265,,605.24875,
677.59585,,686.37445,,605.261975,
677.640225,,686.508025,,605.276175,
677.66615,,686.555875,,605.29075,
677.694825,,686.603725,,605.3016,
677.7251,,686.65325,,605.34025,
677.763025,,686.702025,,605.3725,
677.8089,,686.779675,,605.4151,
677.831,,686.845025,,605.4832,
677.8592,,686.8843,,605.5096,
677.88195,,686.92605,,605.5219,
677.945675,,687.017775,,605.55685,
678.058,,687.052675,,605.58015,
678.09195,,687.072725,,605.639975,
678.11235,,687.0901,,605.664325,
678.17035,,687.105225,,605.67365,
678.2052,,687.12875,,605.699075,
678.301425,,687.16145,,605.70635,
678.341075,,687.219325,,605.71375,
678.3579,,687.2587,,605.721725,
678.395025,,687.29965,,605.723825,
678.426375,,687.337175,,605.745375,
678.4924,,687.3719,,605.7613,
678.513825,,687.402625,,605.7959,
678.529425,,687.43365,,605.814975,
678.588225,,687.5034,,605.8349,
678.650525,,687.53885,,605.858075,
678.67555,,687.58245,,605.864825,
678.720725,,687.60895,,605.87925,
678.77015,,687.629475,,605.8884,
678.801175,,687.668275,,605.901975,
678.89195,,687.716675,,605.9161,
678.922625,,687.757075,,605.94365,
679.0027,,687.784175,,605.952425,
679.07525,,687.8144,,605.975825,
679.100625,,687.831675,,606.022375,
679.106225,,687.85685,,606.064475,
679.1411,,687.875825,,606.0732,
679.161175,,687.907375,,606.095175,
679.221025,,688.0448,,606.109225,
679.245525,,688.059875,,606.12055,
679.2687,,688.092925,,606.137425,
679.29295,,688.126375,,606.16045,
679.3287,,688.143825,,606.17655,
679.35695,,688.1737,,606.20205,
679.403375,,688.20925,,606.22645,
679.46025,,688.234575,,606.237025,
679.528675,,688.25825,,606.2489,
679.604525,,688.272125,,606.2599,
679.628975,,688.2878,,606.2963,
679.6588,,688.462275,,606.321975,
679.7109,,688.51005,,606.340525,
679.7587,,688.552125,,606.37695,
679.817125,,688.595025,,606.410925,
679.877425,,688.639575,,606.4329,
679.94325,,688.6886,,606.454375,
679.9489,,688.746425,,606.478575,
679.988825,,688.824475,,606.5174,
680.047075,,688.89145,,606.55765,
680.06225,,688.9661,,606.585875,
680.09645,,689.023675,,606.610225,
680.12475,,689.0565,,606.62905,
680.158,,689.10165,,606.639125,
680.225325,,689.14875,,606.678775,
680.273425,,689.18395,,606.726575,
680.3119,,689.2235,,606.752625,
680.34455,,689.260875,,606.766725,
680.425125,,689.32485,,606.7787,
680.45785,,689.36045,,606.843675,
680.542025,,689.398875,,606.88675,
680.60715,,689.4283,,606.96265,
680.6584,,689.44375,,606.985925,
680.7193,,689.479675,,606.996525,
680.75605,,689.5559,,607.05005,
680.85435,,689.610125,,607.078325,
680.88495,,689.656725,,607.0882,
680.943925,,689.669325,,607.14855,
680.98555,,689.7037,,607.156425,
681.0261,,689.7706,,607.200875,
681.074775,,689.8517,,607.247225,
681.076175,,689.9262,,607.29955,
681.15785,,689.965825,,607.327675,
681.198675,,690.007875,,607.340875,
681.259175,,690.044475,,607.380475,
681.294325,,690.09435,,607.3942,
681.324975,,690.1608,,607.439075,
681.356675,,690.221075,,607.45455,
681.3618,,690.277225,,607.49335,
681.374525,,690.321225,,607.51455,
681.403075,,690.352225,,607.5235,
681.431725,,690.39135,,607.53825,
681.501725,,690.44365,,607.560425,
681.57305,,690.48885,,607.5885,
681.64165,,690.513375,,607.6154,
681.7378,,690.5441,,607.65275,
681.8502,,690.5871,,607.676475,
681.8705,,690.618225,,607.7469,
681.8999,,690.72765,,607.755075,
681.95925,,690.743675,,607.830875,
682.2295,,690.758725,,607.94805,
682.2949,,690.79695,,608.022,
682.392225,,690.842375,,608.039275,
682.5013,,690.896825,,608.06215,
682.783475,,690.96415,,608.075475,
682.8436,,691.003575,,608.084925,
682.9471,,691.11305,,608.103925,
683.0307,,691.1579,,608.115,
683.10045,,691.217575,,608.146725,
683.133025,,691.27455,,608.168125,
683.199325,,691.30735,,608.174575,
683.3137,,691.354125,,608.210725,
683.369475,,691.3879,,608.225075,
683.47945,,691.411625,,608.257475,
683.525725,,691.43,,608.261925,
683.57945,,691.45495,,608.28775,
683.6179,,691.471625,,608.301325,
683.65305,,691.554725,,608.31945,
683.7175,,691.587,,608.332225,
683.793275,,691.6816,,608.339325,
683.846175,,691.759825,,608.3483,
683.9109,,691.795325,,608.38725,
683.95715,,691.814125,,608.432975,
683.96335,,691.826975,,608.455475,
684.0344,,691.863775,,608.467175,
684.149975,,691.884525,,608.48945,
684.3029,,691.90705,,608.51565,
684.464025,,691.944,,608.526175,
684.507475,,692.017375,,608.540075,
684.5479,,692.0553,,608.552725,
684.5555,,692.138225,,608.5629,
684.767175,,692.196025,,608.5851,
684.856925,,692.239575,,608.615625,
684.971075,,692.2854,,608.635475,
685.059375,,692.3838,,608.663375,
685.0904,,692.426925,,608.68855,
685.2997,,692.472725,,608.716575,
685.4927,,692.515,,608.7308,
685.5525,,692.5424,,608.74105,
685.6792,,692.556525,,608.7556,
685.80945,,692.576675,,608.7786,
685.872075,,692.611225,,608.7942,
685.978475,,692.648,,608.8186,
686.1437,,692.69545,,608.85995,
686.181825,,692.7183,,608.88075,
686.227225,,692.744675,,608.895025,
686.27075,,692.789875,,608.913425,
686.355425,,692.83445,,608.93555,
686.4296,,692.9242,,608.961,
686.5355,,692.966975,,608.99185,
686.6427,,693.0006,,609.01455,
686.692925,,693.02925,,609.052825,
686.889175,,693.118975,,609.0744,
686.912925,,693.173975,,609.097025,
687.01865,,693.209,,609.112275,
687.0454,,693.244725,,609.13515,
687.06495,,693.271175,,609.1403,
687.07705,,693.30035,,609.1835,
687.085325,,693.30565,,609.211125,
687.09545,,693.31415,,609.226375,
687.10915,,693.352625,,609.2528,
687.112475,,693.38615,,609.300475,
687.1943,,693.459025,,609.322225,
687.22965,,693.4883,,609.389425,
687.255925,,693.523575,,609.433525,
687.27105,,693.582475,,609.45815,
687.2927,,693.65185,,609.49235,
687.30505,,693.698475,,609.52965,
687.36425,,693.7544,,609.5472,
687.40405,,693.806075,,609.613,
687.441425,,693.81815,,609.626325,
687.4777,,693.85995,,609.658175,
687.524875,,693.90535,,609.6771,
687.643825,,693.949925,,609.68645,
687.69155,,694.011575,,609.698275,
687.748825,,694.071975,,609.719725,
687.85255,,694.165925,,609.7318,
687.85675,,694.318175,,609.744725,
687.9328,,694.3646,,609.77065,
688.116825,,694.390175,,609.78425,
688.171225,,694.413375,,609.8133,
688.2611,,694.43515,,609.826525,
688.358525,,694.526025,,609.849725,
688.433675,,694.564725,,609.8674,
688.4598,,694.5896,,609.885725,
688.562375,,694.624875,,609.911875,
688.6615,,694.650525,,609.937575,
688.70035,,694.78715,,609.953525,
688.710075,,694.8332,,609.955825,
688.7585,,694.888925,,609.9676,
688.8324,,694.931525,,609.9961,
689.012875,,694.978625,,610.0087,
689.118025,,695.0189,,610.009975,
689.197775,,695.075625,,610.046125,
689.2113,,695.12225,,610.05505,
689.24245,,695.158475,,610.09185,
689.2921,,695.17675,,610.10705,
689.33065,,695.20815,,610.12035,
689.363725,,695.239675,,610.138925,
689.403675,,695.28075,,610.155375,
689.42535,,695.3093,,610.168925,
689.44155,,695.327125,,610.195275,
689.5176,,695.355175,,610.2209,
689.576775,,695.3898,,610.2368,
689.578425,,695.420225,,610.2426,
689.607225,,695.47375,,610.247825,
689.6766,,695.598675,,610.2603,
689.782175,,695.628925,,610.275225,
689.8265,,695.670325,,610.2867,
689.877125,,695.708875,,610.303075,
689.88685,,695.7438,,610.32425,
689.9001,,695.77605,,610.36865,
689.92205,,695.805225,,610.397,
689.954125,,695.83315,,610.4077,
690.016,,695.87555,,610.417675,
690.0262,,695.90725,,610.428175,
690.05855,,695.96615,,610.442625,
690.09055,,696.086675,,610.4856,
690.105625,,696.1434,,610.51585,
690.145825,,696.1737,,610.5174,
690.178475,,696.220875,,610.538825,
690.24385,,696.2687,,610.617025,
690.28695,,696.53545,,610.653175,
690.40395,,696.602875,,610.69105,
690.420175,,696.644275,,610.7362,
690.437275,,696.7541,,610.774,
690.4792,,696.88645,,610.813825,
690.484275,,696.959,,610.830475,
690.570675,,697.061325,,610.879225,
690.58345,,697.11555,,610.9179,
690.639325,,697.438775,,610.948,
690.701175,,697.488775,,610.98315,
690.7575,,697.56275,,611.0341,
690.8173,,697.634625,,611.06545,
690.8357,,697.6805,,611.0888,
690.8566,,697.81095,,611.116325,
690.887025,,697.942475,,611.13365,
690.9816,,698.03835,,611.177775,
690.9971,,698.1341,,611.191775,
691.021425,,698.199975,,611.20695,
691.05,,698.359825,,611.25145,
691.087775,,698.4605,,611.283025,
691.163475,,698.5161,,611.296825,
691.292875,,698.595475,,611.31915,
691.3297,,698.680925,,611.374925,
691.35435,,698.765025,,611.410975,
691.395575,,698.8263,,611.482725,
691.41065,,698.884125,,611.500625,
691.471825,,698.96795,,611.525325,
691.5191,,699.0155,,611.553025,
691.538025,,699.048525,,611.609175,
691.5619,,699.0973,,611.663425,
691.58465,,699.15415,,611.715925,
691.669175,,699.19635,,611.730375,
691.683825,,699.238925,,611.742025,
691.70675,,699.26875,,611.767475,
691.7636,,699.284275,,611.778975,
691.77895,,699.334275,,611.803175,
691.8696,,699.39105,,611.830675,
691.890025,,699.444275,,611.840225,
691.93265,,699.4596,,611.855475,
691.9539,,699.49845,,611.8837,
692.075,,699.568675,,611.90405,
692.0891,,699.609075,,611.918875,
692.17965,,699.655125,,611.929275,
692.20025,,699.692625,,611.966975,
692.23795,,699.73355,,611.983575,
692.253925,,699.774325,,612.029,
692.3219,,699.818925,,612.062575,
692.351175,,699.896275,,612.11245,
692.375,,699.941975,,612.1561,
692.395675,,700.003625,,612.18795,
692.4312,,700.101375,,612.207375,
692.449125,,700.174125,,612.23685,
692.50635,,700.27805,,612.245975,
692.524275,,700.445975,,612.2853,
692.549675,,700.543375,,612.31505,
692.561025,,700.632225,,612.336175,
692.58745,,700.78785,,612.34915,
692.593025,,700.91295,,612.404725,
692.612975,,700.98395,,612.436075,
692.6599,,701.040575,,612.486925,
692.704975,,701.110525,,612.512425,
692.71295,,701.18815,,612.527325,
692.7645,,701.35375,,612.5552,
692.791675,,701.415625,,612.6326,
692.847125,,701.494375,,612.64655,
692.873825,,701.560475,,612.66325,
692.9049,,701.73225,,612.70065,
692.928875,,701.8054,,612.71655,
692.9686,,701.869575,,612.73015,
692.9859,,701.959925,,612.7477,
693.01795,,702.06225,,612.7605,
693.0474,,702.13855,,612.7769,
693.059625,,702.226225,,612.7923,
693.201925,,702.314075,,612.808925,
693.28835,,702.37385,,612.811925,
693.30375,,702.499975,,612.821475,
693.373575,,702.5577,,612.8502,
693.414725,,702.626125,,612.8564,
693.465375,,702.68715,,612.869075,
693.46845,,702.741575,,612.883475,
693.49865,,702.784125,,612.9239,
693.533425,,702.8211,,612.944825,
693.548825,,702.85025,,612.9775,
693.55095,,702.867125,,613.00115,
693.57745,,702.885725,,613.023675,
693.60165,,702.91635,,613.044625,
693.619275,,702.948825,,613.061375,
693.6586,,702.99825,,613.0658,
693.681925,,703.0516,,613.0892,
693.71545,,703.0732,,613.106375,
693.7404,,703.1214,,613.124225,
693.7577,,703.150475,,613.152575,
693.760575,,703.187925,,613.166775,
693.803575,,703.27375,,613.191425,
693.825225,,703.2899,,613.21285,
693.86545,,703.323225,,613.255675,
693.873575,,703.3942,,613.2669,
693.881925,,703.4326,,613.278625,
693.909475,,703.4762,,613.308475,
693.946475,,703.52315,,613.3475,
693.9782,,703.5863,,613.374675,
694.05975,,703.6297,,613.399375,
694.0837,,703.723675,,613.42625,
694.09335,,703.779825,,613.444275,
694.118175,,703.84355,,613.464125,
694.13255,,703.913725,,613.4939,
694.15285,,703.944475,,613.529975,
694.180675,,703.99005,,613.54685,
694.1935,,704.039275,,613.5703,
694.2007,,704.08565,,613.591775,
694.233575,,704.184425,,613.6115,
694.250775,,704.23805,,613.632475,
694.26855,,704.29955,,613.654875,
694.30935,,704.35975,,613.677125,
694.3387,,704.464275,,613.6984,
694.404175,,704.52635,,613.70845,
694.428125,,704.600275,,613.7386,
694.4525,,704.65275,,613.746575,
694.489775,,704.6915,,613.762375,
694.527775,,704.764975,,613.824675,
694.5434,,704.8029,,613.842925,
694.56565,,704.836925,,613.86395,
694.596125,,704.8592,,613.8753,
694.63665,,704.89835,,613.8863,
694.706425,,704.935475,,613.90275,
694.7752,,704.9679,,613.91305,
694.817575,,705.002325,,613.93005,
694.831875,,705.057075,,613.9548,
694.852,,705.135675,,613.97005,
694.88655,,705.403425,,613.97835,
694.904525,,705.462625,,613.981475,
694.907025,,705.5411,,614.0004,
694.94605,,705.579825,,614.011275,
695.0041,,705.61145,,614.069825,
695.0364,,705.70785,,614.084325,
695.04755,,705.77905,,614.12655,
695.07565,,705.8222,,614.163925,
695.10015,,705.8499,,614.1748,
695.141325,,705.918625,,614.191,
695.16635,,705.9659,,614.2164,
695.175875,,706.027475,,614.244975,
695.212025,,706.089725,,614.2597,
695.256025,,706.126925,,614.294,
695.310625,,706.17395,,614.316075,
695.336,,706.223775,,614.330525,
695.33985,,706.26245,,614.346025,
695.35495,,706.335775,,614.3755,
695.3797,,706.416675,,614.3915,
695.426125,,706.46585,,614.4314,
695.429975,,706.511075,,614.47605,
695.446125,,706.5738,,614.503825,
695.473325,,706.6095,,614.52915,
695.49135,,706.642025,,614.579025,
695.529375,,706.671825,,614.5833,
695.564775,,706.843775,,614.6085,
695.59205,,706.92565,,614.66045,
695.622875,,706.96375,,614.694125,
695.744725,,706.9892,,614.81115,
695.775775,,707.007175,,614.83525,
695.888125,,707.0431,,614.861475,
695.9048,,707.062575,,614.89795,
695.9294,,707.0857,,614.912375,
695.946775,,707.12405,,614.939925,
695.9735,,707.1513,,614.955525,
696.0029,,707.201475,,614.985,
696.065,,707.2274,,615.008725,
696.133575,,707.310825,,615.06755,
696.17835,,707.366025,,615.227,
696.298125,,707.430975,,615.254125,
696.3453,,707.4689,,615.296425,
696.43505,,707.500325,,615.389375,
696.474125,,707.677075,,615.4172,
696.5214,,707.72755,,615.43715,
696.5285,,707.79215,,615.53765,
696.598475,,707.82715,,615.5744,
696.63885,,707.86725,,615.643025,
696.660275,,707.9188,,615.669175,
696.809075,,707.98825,,615.7001,
696.840475,,708.032075,,615.7384,
696.89645,,708.106875,,615.780475,
697.061275,,708.1484,,615.814375,
697.109525,,708.22875,,615.84215,
697.1877,,708.2788,,615.8696,
697.220275,,708.363875,,615.922375,
697.25905,,708.4086,,615.97775,
697.31015,,708.461375,,615.990575,
697.416,,708.491075,,616.01235,
697.458325,,708.5076,,616.026475,
697.535425,,708.5366,,616.045225,
697.56895,,708.57305,,616.058575,
697.644575,,708.602475,,616.08345,
697.80575,,708.6567,,616.115925,
697.8143,,708.689,,616.143575,
697.937275,,708.7165,,616.15515,
697.964425,,708.75065,,616.192625,
698.027075,,708.785075,,616.19795,
698.04705,,708.82585,,616.221925,
698.055775,,708.874275,,616.23245,
698.0885,,708.922275,,616.242625,
698.120075,,708.954875,,616.272525,
698.144225,,708.97735,,616.2968,
698.17035,,708.9951,,616.30955,
698.2128,,709.02235,,616.337825,
698.234575,,709.04385,,616.371525,
698.2718,,709.09875,,616.38485,
698.2907,,709.141675,,616.393375,
698.338825,,709.17795,,616.431375,
698.357725,,709.208325,,616.462075,
698.39405,,709.24135,,616.480675,
698.41665,,709.362325,,616.50885,
698.44625,,709.51605,,616.51595,
698.598,,709.5792,,616.543725,
698.616175,,709.6402,,616.596625,
698.63195,,709.67085,,616.638525,
698.65245,,709.725675,,616.656625,
698.670775,,709.775875,,616.66905,
698.728375,,709.8072,,616.686,
698.742975,,709.84635,,616.696275,
698.744025,,709.916825,,616.70735,
698.769525,,709.9833,,616.721675,
698.846425,,710.00735,,616.734575,
698.87405,,710.042925,,616.7421,
698.8911,,710.07655,,616.752325,
698.93135,,710.1304,,616.766575,
699.0165,,710.177025,,616.77205,
699.114275,,710.2294,,616.812875,
699.227375,,710.28465,,616.822375,
699.249075,,710.3344,,616.84355,
699.2653,,710.411175,,616.8661,
699.30825,,710.490525,,616.888925,
699.331325,,710.6417,,616.917625,
699.352425,,710.6882,,616.9446,
699.414,,711.2037,,616.989075,
699.443325,,711.356125,,617.026125,
699.473675,,711.423075,,617.0504,
699.4921,,711.47785,,617.117875,
699.49675,,711.4805,,617.214425,
699.536725,,711.534775,,617.2895,
699.56715,,711.6656,,617.3138,
699.603525,,711.8106,,617.329775,
699.6372,,711.9154,,617.334675,
699.69675,,712.1635,,617.351375,
699.736825,,712.2592,,617.368475,
699.8622,,712.389925,,617.3848,
700.1272,,712.4253,,617.401575,
700.17505,,712.516775,,617.41265,
700.23885,,712.5497,,617.433175,
700.426875,,712.577825,,617.509275,
700.441425,,712.62945,,617.6276,
700.457575,,712.6863,,617.695825,
700.4865,,712.762125,,617.710875,
700.53975,,712.809175,,617.7247,
700.59905,,712.926925,,617.74915,
700.631325,,712.963275,,617.7786,
700.664025,,713.01495,,617.8029,
700.68515,,713.07295,,617.8635,
700.71055,,713.143675,,617.9408,
700.74135,,713.1926,,617.99835,
700.827775,,713.28605,,618.0211,
700.88915,,713.370075,,618.058275,
700.908775,,713.43325,,618.159175,
700.947,,713.4873,,618.187375,
701.05105,,713.539975,,618.20675,
701.07755,,713.587175,,618.254175,
701.1932,,713.6234,,618.316225,
701.212825,,713.666175,,618.367625,
701.2552,,713.707725,,618.56865,
701.28185,,713.75645,,618.616275,
701.34645,,713.795925,,618.648725,
701.4291,,713.84315,,618.71485,
701.466875,,713.89255,,618.793975,
701.599625,,714.0387,,618.844,
701.65005,,714.087475,,618.91125,
701.783525,,714.14,,618.9696,
701.811625,,714.178475,,618.989425,
701.863225,,714.224725,,619.0109,
701.91785,,714.286975,,619.034975,
701.943125,,714.3151,,619.04665,
702.0114,,714.351675,,619.05935,
702.0588,,714.436025,,619.10565,
702.074025,,714.489325,,619.138875,
702.12985,,714.513725,,619.1712,
702.185825,,714.546825,,619.174425,
702.19975,,714.5816,,619.20335,
702.27035,,714.63835,,619.229775,
702.32105,,714.686525,,619.2444,
702.38965,,714.7855,,619.2638,
702.409825,,714.833425,,619.3133,
702.4593,,714.9244,,619.330175,
702.50715,,715.186575,,619.359,
702.621575,,715.232975,,619.380225,
702.63235,,715.261725,,619.407475,
702.8033,,715.31035,,619.4275,
702.855075,,715.38405,,619.44995,
702.87995,,715.470875,,619.47305,
702.95005,,715.556325,,619.49465,
703.002475,,715.582825,,619.530325,
703.029725,,715.624425,,619.571825,
703.0989,,715.691525,,619.58485,
703.121025,,715.7935,,619.605575,
