SPK_SPKC01a,SPK_SPKC03a,SPK_SPKC07a,SPK_SPKC09b,SPK_SPKC10a,SPK_SPKC15a
4059.268975,,,,,
4059.4736,,,,,
4059.616025,,,,,
4059.690975,,,,,
4060.0211,,,,,
4060.0879,,,,,
4060.340075,,,,,
4060.551925,,,,,
4060.894875,,,,,
4060.901775,,,,,
4061.2756,,,,,
4061.4438,,,,,
4061.533725,,,,,
4061.7122,,,,,
4061.79695,,,,,
4061.9489,,,,,
4061.95705,,,,,
4061.975325,,,,,
4062.104275,,,,,
4062.402025,,,,,
4062.57525,,,,,
4062.840975,,,,,
4063.13025,,,,,
4063.261775,,,,,
4063.4527,,,,,
4063.65865,,,,,
4063.79665,,,,,
4063.8074,,,,,
4063.92785,,,,,
4064.140725,,,,,
4064.206175,,,,,
4064.31485,,,,,
4064.4636,,,,,
4064.650925,,,,,
4064.80265,,,,,
4064.82435,,,,,
4064.91585,,,,,
4064.9845,,,,,
4065.073475,,,,,
4065.180025,,,,,
4065.327925,,,,,
4065.625125,,,,,
4065.8813,,,,,
4065.9292,,,,,
4066.1581,,,,,
4066.2671,,,,,
4066.52425,,,,,
4066.582925,,,,,
4066.607775,,,,,
4066.9934,,,,,
4067.076675,,,,,
4067.148675,,,,,
4067.33815,,,,,
4067.428825,,,,,
4067.501925,,,,,
4067.628,,,,,
4068.0932,,,,,
4068.3769,,,,,
4068.5022,,,,,
4068.93825,,,,,
4068.9919,,,,,
4069.080175,,,,,
4069.25525,,,,,
4069.417925,,,,,
4069.520225,,,,,
4069.54845,,,,,
4069.609,,,,,
4069.61615,,,,,
4070.554575,,,,,
4070.65455,,,,,
4070.8329,,,,,
4070.908975,,,,,
4071.151325,,,,,
4071.5174,,,,,
4071.8524,,,,,
4071.925775,,,,,
4072.1188,,,,,
4072.23215,,,,,
4072.306325,,,,,
4072.5461,,,,,
4072.87855,,,,,
4073.1206,,,,,
4073.1428,,,,,
4073.24695,,,,,
4073.329425,,,,,
4073.52095,,,,,
4073.80185,,,,,
4073.995925,,,,,
4074.278975,,,,,
4074.361125,,,,,
4074.51375,,,,,
4074.587,,,,,
4075.2225,,,,,
4075.409275,,,,,
4076.09345,,,,,
4076.1515,,,,,
4076.20325,,,,,
4076.283125,,,,,
4076.806675,,,,,
4076.93625,,,,,
4077.00625,,,,,
4077.131575,,,,,
4077.1928,,,,,
4077.758725,,,,,
4078.3899,,,,,
4078.5942,,,,,
4078.72565,,,,,
4078.79345,,,,,
4079.0967,,,,,
4079.147325,,,,,
4079.4914,,,,,
4079.54115,,,,,
4079.64535,,,,,
4079.731375,,,,,
4079.790925,,,,,
4080.07725,,,,,
4080.2132,,,,,
4080.359775,,,,,
4080.439975,,,,,
4080.4483,,,,,
4080.51025,,,,,
4080.679525,,,,,
4080.831925,,,,,
4081.08445,,,,,
4081.157325,,,,,
4081.671675,,,,,
4081.738475,,,,,
4081.81775,,,,,
4081.879275,,,,,
4082.077775,,,,,
4082.09675,,,,,
4082.114025,,,,,
4082.363825,,,,,
4082.634325,,,,,
4082.767075,,,,,
4082.85875,,,,,
4082.995175,,,,,
4083.09835,,,,,
4083.174475,,,,,
4083.2014,,,,,
4083.345975,,,,,
4083.494275,,,,,
4083.6655,,,,,
4083.771575,,,,,
4084.566375,,,,,
4084.6834,,,,,
4084.78965,,,,,
4084.931575,,,,,
4085.096625,,,,,
4085.2824,,,,,
4085.54425,,,,,
4085.6061,,,,,
4085.800125,,,,,
4086.1305,,,,,
4086.349975,,,,,
4086.60625,,,,,
4086.798425,,,,,
4086.963,,,,,
4087.103925,,,,,
4087.1639,,,,,
4087.246,,,,,
4087.385575,,,,,
4087.584275,,,,,
4087.77145,,,,,
4087.823775,,,,,
4088.047125,,,,,
4088.1258,,,,,
4088.377725,,,,,
4088.941675,,,,,
4088.958725,,,,,
4089.011525,,,,,
4089.0341,,,,,
4089.07395,,,,,
4089.549575,,,,,
4089.64755,,,,,
4089.7215,,,,,
4090.24055,,,,,
4090.43185,,,,,
4090.71115,,,,,
4090.847025,,,,,
4090.90155,,,,,
4091.208375,,,,,
4091.262125,,,,,
4091.346,,,,,
4091.359825,,,,,
4091.693975,,,,,
4091.770225,,,,,
4091.934625,,,,,
4092.119675,,,,,
4092.37185,,,,,
4092.4405,,,,,
4092.60065,,,,,
4092.89145,,,,,
4093.00655,,,,,
4093.101625,,,,,
4093.15195,,,,,
4093.160025,,,,,
4093.309375,,,,,
4093.448875,,,,,
4093.5843,,,,,
4093.801125,,,,,
4093.869675,,,,,
4093.9361,,,,,
4094.156675,,,,,
4094.2532,,,,,
4094.31235,,,,,
4094.4143,,,,,
4094.983425,,,,,
4095.077375,,,,,
4095.506075,,,,,
4095.592525,,,,,
4095.810625,,,,,
4096.1976,,,,,
4096.3142,,,,,
4096.387025,,,,,
4096.48275,,,,,
4096.7011,,,,,
4096.946425,,,,,
4097.012675,,,,,
4097.19205,,,,,
4097.467825,,,,,
4097.508875,,,,,
4097.5366,,,,,
4097.604425,,,,,
4097.93665,,,,,
4098.018025,,,,,
4098.0973,,,,,
4098.182875,,,,,
4098.27095,,,,,
4098.40525,,,,,
4098.464525,,,,,
4098.8032,,,,,
4099.0898,,,,,
4099.141825,,,,,
4099.257625,,,,,
4099.6371,,,,,
4099.83925,,,,,
4099.893325,,,,,
4099.95055,,,,,
4100.12765,,,,,
4100.2557,,,,,
4100.28345,,,,,
4100.330075,,,,,
4100.472675,,,,,
4100.74685,,,,,
4100.984275,,,,,
4101.092825,,,,,
4101.271525,,,,,
4101.714325,,,,,
4101.8605,,,,,
4101.88335,,,,,
4101.938175,,,,,
4102.17875,,,,,
4102.209375,,,,,
4102.3613,,,,,
4102.8546,,,,,
4103.682275,,,,,
4103.808025,,,,,
4103.96575,,,,,
4104.06005,,,,,
4104.18885,,,,,
4104.477,,,,,
4104.731725,,,,,
4104.793725,,,,,
4104.875475,,,,,
4104.9824,,,,,
4105.014775,,,,,
4105.466475,,,,,
4105.5337,,,,,
4105.6,,,,,
4105.679875,,,,,
4105.74925,,,,,
4106.102275,,,,,
4106.26145,,,,,
4106.478775,,,,,
4106.68405,,,,,
4106.888575,,,,,
4107.221325,,,,,
4107.615125,,,,,
4107.70755,,,,,
4107.78645,,,,,
4108.236025,,,,,
4108.31545,,,,,
4108.439525,,,,,
4108.758225,,,,,
4108.85585,,,,,
4108.965325,,,,,
4109.04235,,,,,
4109.140725,,,,,
4109.4153,,,,,
4109.5361,,,,,
4109.7035,,,,,
4109.8073,,,,,
4109.894675,,,,,
4109.9634,,,,,
4110.5239,,,,,
4110.598,,,,,
4110.71355,,,,,
4110.934425,,,,,
4110.9847,,,,,
4111.215225,,,,,
4112.0295,,,,,
4112.093025,,,,,
4112.29055,,,,,
4112.32055,,,,,
4112.63745,,,,,
4112.83875,,,,,
4113.00605,,,,,
4113.443025,,,,,
4113.763475,,,,,
4113.92155,,,,,
4113.973725,,,,,
4114.106675,,,,,
4114.408925,,,,,
4114.490375,,,,,
4114.7058,,,,,
4114.872175,,,,,
4115.049825,,,,,
4115.111725,,,,,
4115.1917,,,,,
4115.4642,,,,,
4115.5351,,,,,
4115.68105,,,,,
4116.01325,,,,,
4116.2009,,,,,
4116.208175,,,,,
4116.31685,,,,,
4116.521375,,,,,
4116.683925,,,,,
4116.829775,,,,,
4117.048775,,,,,
4117.132425,,,,,
4117.240925,,,,,
4117.361375,,,,,
4117.398825,,,,,
4117.67875,,,,,
4117.6937,,,,,
4117.772575,,,,,
4117.8159,,,,,
4118.209075,,,,,
4118.4391,,,,,
4118.50395,,,,,
4118.5492,,,,,
4118.86525,,,,,
4118.892225,,,,,
4119.01165,,,,,
4119.116725,,,,,
4119.266675,,,,,
4119.34425,,,,,
4119.431875,,,,,
4119.496475,,,,,
4119.5649,,,,,
4119.818625,,,,,
4119.841425,,,,,
4120.139225,,,,,
4120.595675,,,,,
4121.561575,,,,,
4121.7616,,,,,
4121.80255,,,,,
4121.908575,,,,,
4122.027225,,,,,
4122.08005,,,,,
4122.167925,,,,,
4122.174475,,,,,
4122.314375,,,,,
4122.4356,,,,,
4122.511025,,,,,
4122.74155,,,,,
4122.987325,,,,,
4123.056575,,,,,
4123.104475,,,,,
4123.294325,,,,,
4123.51845,,,,,
4123.783475,,,,,
4123.961,,,,,
4124.029875,,,,,
4124.05005,,,,,
4124.10795,,,,,
4124.2454,,,,,
4124.30015,,,,,
4124.360775,,,,,
4124.573425,,,,,
4124.588075,,,,,
4124.915425,,,,,
4125.16155,,,,,
4125.23745,,,,,
4125.61785,,,,,
4125.733675,,,,,
4126.015275,,,,,
4126.200275,,,,,
4126.4407,,,,,
4126.50455,,,,,
4127.439725,,,,,
4127.63465,,,,,
4127.698125,,,,,
4128.08015,,,,,
4128.101425,,,,,
4128.139,,,,,
4128.29275,,,,,
4128.396925,,,,,
4128.6803,,,,,
4128.768725,,,,,
4128.8579,,,,,
4129.514075,,,,,
4129.73825,,,,,
4129.8607,,,,,
4130.07045,,,,,
4130.277675,,,,,
4130.354475,,,,,
4130.438775,,,,,
4130.613925,,,,,
4130.925475,,,,,
4131.050975,,,,,
4131.122875,,,,,
4131.22405,,,,,
4131.458675,,,,,
4131.522975,,,,,
4131.678375,,,,,
4131.8966,,,,,
4131.9876,,,,,
4132.1931,,,,,
4132.341725,,,,,
4132.504775,,,,,
4132.835025,,,,,
4132.95925,,,,,
4133.25335,,,,,
4133.6478,,,,,
4133.9652,,,,,
4134.10625,,,,,
4134.216425,,,,,
4134.70885,,,,,
4134.89525,,,,,
4135.193525,,,,,
4135.198175,,,,,
4135.261225,,,,,
4135.519725,,,,,
4135.600025,,,,,
4135.6854,,,,,
4135.818375,,,,,
4136.1451,,,,,
4136.35785,,,,,
4136.446225,,,,,
4137.4924,,,,,
4137.554275,,,,,
4137.69645,,,,,
4137.765075,,,,,
4137.9355,,,,,
4138.004825,,,,,
4138.198525,,,,,
4138.376425,,,,,
4138.43105,,,,,
4138.46905,,,,,
4138.643225,,,,,
4138.74435,,,,,
4138.931225,,,,,
4139.26175,,,,,
4139.48345,,,,,
4139.54765,,,,,
4139.7497,,,,,
4139.94315,,,,,
4140.147675,,,,,
4140.43825,,,,,
4140.68935,,,,,
4141.448325,,,,,
4141.512375,,,,,
4141.630925,,,,,
4141.882875,,,,,
4142.0244,,,,,
4142.084175,,,,,
4142.268025,,,,,
4142.3337,,,,,
4142.433975,,,,,
4142.8391,,,,,
4143.083525,,,,,
4143.163975,,,,,
4143.352625,,,,,
4143.4481,,,,,
4143.5544,,,,,
4143.60885,,,,,
4143.667375,,,,,
4143.866,,,,,
4144.11105,,,,,
4144.214275,,,,,
4144.426075,,,,,
4144.507725,,,,,
4144.586225,,,,,
4144.6635,,,,,
4144.816475,,,,,
4145.015775,,,,,
4145.1668,,,,,
4145.265375,,,,,
4145.709975,,,,,
4145.7317,,,,,
4145.766875,,,,,
4146.02815,,,,,
4146.140225,,,,,
4146.294525,,,,,
4146.85975,,,,,
4147.32595,,,,,
4147.3948,,,,,
4147.608975,,,,,
4147.881475,,,,,
4148.166025,,,,,
4148.25835,,,,,
4148.3509,,,,,
4148.515875,,,,,
4148.5865,,,,,
4148.883,,,,,
4148.941025,,,,,
4149.0464,,,,,
4149.3494,,,,,
4149.5695,,,,,
4149.709825,,,,,
4149.789275,,,,,
4150.2125,,,,,
4150.3581,,,,,
4150.493825,,,,,
4150.7614,,,,,
4150.999325,,,,,
4151.424825,,,,,
4151.504025,,,,,
4151.6401,,,,,
4151.911375,,,,,
4152.268775,,,,,
4152.35775,,,,,
4152.423325,,,,,
4152.625275,,,,,
4152.72815,,,,,
4152.827925,,,,,
4152.959275,,,,,
4153.0998,,,,,
4153.33325,,,,,
4153.39805,,,,,
4153.551825,,,,,
4153.731475,,,,,
4153.796875,,,,,
4154.0585,,,,,
4154.3037,,,,,
4154.318525,,,,,
4154.408175,,,,,
4154.493425,,,,,
4154.69505,,,,,
4154.752825,,,,,
4155.042025,,,,,
4155.120375,,,,,
4155.2885,,,,,
4155.42465,,,,,
4155.493475,,,,,
4155.531275,,,,,
4155.6559,,,,,
4155.7341,,,,,
4155.8343,,,,,
4156.3083,,,,,
4156.369225,,,,,
4156.531775,,,,,
4156.63605,,,,,
4156.83015,,,,,
4156.894025,,,,,
4157.155625,,,,,
4157.278825,,,,,
4157.4511,,,,,
4157.755775,,,,,
4157.882125,,,,,
4157.8859,,,,,
4158.336425,,,,,
4158.52085,,,,,
4158.650575,,,,,
4158.846425,,,,,
4158.915175,,,,,
4159.03635,,,,,
4159.13935,,,,,
4159.3367,,,,,
4159.4821,,,,,
4159.68785,,,,,
4159.7748,,,,,
4160.33965,,,,,
4160.44135,,,,,
4161.618375,,,,,
4161.66625,,,,,
4161.760425,,,,,
4161.907075,,,,,
4162.08625,,,,,
4162.227675,,,,,
4162.28925,,,,,
4162.2972,,,,,
4162.7859,,,,,
4163.0206,,,,,
4163.25825,,,,,
4163.40075,,,,,
4163.40935,,,,,
4163.54195,,,,,
4163.706875,,,,,
4163.894475,,,,,
4164.343725,,,,,
4164.507,,,,,
4164.90685,,,,,
4165.07855,,,,,
4165.31835,,,,,
4165.68755,,,,,
4165.8096,,,,,
4165.93285,,,,,
4166.0039,,,,,
4166.04705,,,,,
4166.0766,,,,,
4166.3112,,,,,
4166.37595,,,,,
4166.528775,,,,,
4166.80505,,,,,
4167.2736,,,,,
4167.4137,,,,,
4167.668375,,,,,
4167.723175,,,,,
4168.18875,,,,,
4168.268775,,,,,
4168.3606,,,,,
4168.8057,,,,,
4168.8073,,,,,
4168.957525,,,,,
4169.0259,,,,,
4169.158425,,,,,
4169.299825,,,,,
4169.31715,,,,,
4169.450975,,,,,
4169.6161,,,,,
4169.769825,,,,,
4169.856075,,,,,
4170.05355,,,,,
4170.4578,,,,,
4170.70855,,,,,
4171.020375,,,,,
4171.27225,,,,,
4171.6135,,,,,
4171.919225,,,,,
4172.07835,,,,,
4172.233425,,,,,
4172.652175,,,,,
4173.00655,,,,,
4173.073675,,,,,
4173.2296,,,,,
4173.309675,,,,,
4173.385575,,,,,
4173.64335,,,,,
4173.70795,,,,,
4173.8088,,,,,
4173.900375,,,,,
4174.081025,,,,,
4174.361775,,,,,
4174.4832,,,,,
4174.541525,,,,,
4174.71835,,,,,
4175.09385,,,,,
4175.229225,,,,,
4175.311575,,,,,
4175.57825,,,,,
4175.654225,,,,,
4175.8651,,,,,
4175.956,,,,,
4176.05515,,,,,
4176.166325,,,,,
4176.17425,,,,,
4176.285725,,,,,
4176.4674,,,,,
4176.8762,,,,,
4176.930725,,,,,
4177.10055,,,,,
4177.1119,,,,,
4177.241075,,,,,
4177.98165,,,,,
4178.2204,,,,,
4178.6606,,,,,
4179.326025,,,,,
4179.5304,,,,,
4179.58205,,,,,
4180.03235,,,,,
4180.1108,,,,,
4180.25585,,,,,
4180.3998,,,,,
4180.44015,,,,,
4180.647025,,,,,
4180.78575,,,,,
4181.06215,,,,,
4181.216375,,,,,
4181.357175,,,,,
4182.084625,,,,,
4182.37895,,,,,
4182.622625,,,,,
4182.659125,,,,,
4182.938325,,,,,
4183.024325,,,,,
4183.119775,,,,,
4183.6213,,,,,
4183.70855,,,,,
4183.78895,,,,,
4183.94985,,,,,
4184.245375,,,,,
4184.3084,,,,,
4184.418,,,,,
4184.660975,,,,,
4184.801925,,,,,
4185.019225,,,,,
4185.192525,,,,,
4185.3417,,,,,
4185.737625,,,,,
4185.753525,,,,,
4186.235975,,,,,
4186.392925,,,,,
4187.69045,,,,,
4187.809775,,,,,
4188.0233,,,,,
4188.54715,,,,,
4188.583275,,,,,
4188.653425,,,,,
4188.828275,,,,,
4188.891725,,,,,
4189.1551,,,,,
4189.28335,,,,,
4189.59085,,,,,
4189.743275,,,,,
4189.9427,,,,,
4190.006325,,,,,
4190.350375,,,,,
4190.5379,,,,,
4190.719225,,,,,
4190.782925,,,,,
4191.1426,,,,,
4191.363275,,,,,
4191.3649,,,,,
4191.4477,,,,,
4191.5937,,,,,
4191.707775,,,,,
4192.0399,,,,,
4192.117125,,,,,
4192.3345,,,,,
4192.382875,,,,,
4192.4516,,,,,
4192.522825,,,,,
4192.727025,,,,,
4192.76915,,,,,
4192.989225,,,,,
4193.12215,,,,,
4193.255,,,,,
4193.302625,,,,,
4193.630125,,,,,
4193.83495,,,,,
4193.99165,,,,,
4194.07,,,,,
4194.2323,,,,,
4194.37605,,,,,
4194.546675,,,,,
4194.587075,,,,,
4194.616575,,,,,
4194.6982,,,,,
4194.90365,,,,,
4195.11865,,,,,
4195.15765,,,,,
4195.527575,,,,,
4195.613225,,,,,
4195.808475,,,,,
4195.821525,,,,,
4196.14075,,,,,
4196.3219,,,,,
4196.665825,,,,,
4196.81575,,,,,
4197.101325,,,,,
4197.13385,,,,,
4197.204775,,,,,
4197.366875,,,,,
4197.58765,,,,,
4197.65785,,,,,
4197.73285,,,,,
4197.79575,,,,,
4197.91305,,,,,
4197.9859,,,,,
4198.16065,,,,,
4198.215725,,,,,
4198.254725,,,,,
4198.516325,,,,,
4198.774575,,,,,
4198.863475,,,,,
4199.3344,,,,,
4199.50795,,,,,
4199.746075,,,,,
4199.976575,,,,,
