SPK_SPKC05a (exc),SPK_SPKC15a (no response)
742.80905,
742.866375,
742.896975,
742.96185,
743.04475,
743.100775,
743.187475,
743.19055,
743.216725,
743.278725,
743.403175,
743.488,
743.499975,
743.589375,
743.762375,
743.82555,
743.8376,
743.882825,
744.04295,
744.11595,
744.1408,
744.360075,
744.4943,
744.58205,
744.615525,
744.6716,
744.703525,
744.83355,
744.84965,
744.9465,
745.0775,
745.1443,
745.194625,
745.265825,
745.273975,
745.2964,
745.3402,
745.381425,
745.425075,
745.4294,
745.508275,
745.53205,
745.729925,
745.7683,
745.891725,
745.974025,
746.0148,
746.103625,
746.221775,
746.242975,
746.39675,
746.40125,
746.462325,
746.518125,
746.64615,
746.696275,
746.7192,
746.726125,
746.776125,
746.78355,
746.883025,
746.891475,
747.04565,
747.102175,
747.1318,
747.193175,
747.24185,
747.25885,
747.395875,
747.462,
747.67565,
747.684025,
747.700125,
747.7311,
747.736675,
747.739,
747.7441,
747.806475,
747.908975,
747.95075,
748.11275,
748.155875,
748.2179,
748.23115,
748.40775,
748.672575,
748.9504,
749.01835,
749.2447,
749.24665,
749.257575,
749.270925,
749.441925,
749.477275,
749.512225,
749.7382,
749.8263,
749.905475,
749.91015,
749.971025,
750.05135,
750.07565,
750.123475,
750.2163,
750.21905,
750.242025,
750.25795,
750.286375,
750.404325,
750.438725,
750.469225,
750.626625,
750.651425,
750.826225,
750.895425,
751.101925,
751.223675,
751.576525,
751.605825,
751.686325,
751.729425,
751.738675,
751.883875,
751.922075,
752.080575,
752.288325,
752.401675,
752.568975,
752.8214,
753.178425,
753.290325,
753.61945,
753.71405,
753.811525,
753.8868,
753.908625,
754.0093,
754.191675,
754.298275,
754.358,
754.382725,
754.447025,
754.552075,
754.64025,
754.765775,
754.835375,
754.98685,
755.0524,
755.257325,
755.418225,
755.497475,
755.59365,
755.645675,
755.7748,
755.845425,
755.86265,
755.945475,
755.980825,
756.03835,
756.16525,
756.25165,
756.4238,
756.43875,
756.516175,
756.596925,
756.60935,
756.653075,
756.725475,
756.84605,
756.941775,
757.034675,
757.128775,
757.20335,
757.2862,
757.35135,
757.417675,
757.5795,
757.697775,
757.7763,
757.8374,
757.95725,
758.021925,
758.038675,
758.08335,
758.152925,
758.244775,
758.355975,
758.4041,
758.47765,
758.554775,
758.674,
758.680725,
758.742825,
758.756075,
758.76285,
758.9433,
759.0252,
759.079775,
759.1206,
759.165175,
759.231575,
759.2555,
759.486025,
759.512975,
759.563825,
759.607125,
759.67625,
759.890525,
759.9443,
759.949775,
760.001775,
760.065125,
760.101,
760.13655,
760.166725,
760.19955,
760.29605,
760.4757,
760.49725,
760.5325,
760.70195,
760.873875,
760.94,
760.952825,
761.00215,
761.0902,
761.101525,
761.118725,
761.174575,
761.359325,
761.5237,
761.526675,
761.5742,
761.581425,
761.6564,
761.667425,
761.69775,
761.767725,
761.83935,
761.988775,
762.00895,
762.127875,
762.164175,
762.252925,
762.339675,
762.389575,
762.459825,
762.53475,
762.65725,
762.86225,
762.91925,
763.05505,
763.12155,
763.1973,
763.249925,
763.3303,
763.379875,
763.389925,
763.5104,
763.565025,
763.8202,
763.842225,
763.86815,
763.911925,
764.1318,
764.248575,
764.277325,
764.3868,
764.4149,
764.454725,
764.61445,
764.72155,
764.907375,
765.002525,
765.1073,
765.137425,
765.165675,
765.2738,
765.34945,
765.4557,
765.59625,
765.68925,
765.890975,
766.0672,
766.141,
766.2102,
766.23065,
766.271975,
766.342825,
766.408125,
766.470325,
766.507275,
766.544475,
766.723075,
766.7724,
766.83625,
766.844025,
766.881625,
766.9483,
766.95395,
766.996225,
767.0124,
767.0952,
767.259125,
767.344575,
767.584075,
767.706575,
767.799425,
767.998875,
768.07995,
768.1573,
768.2195,
768.4127,
768.487225,
768.546775,
768.6786,
768.788175,
769.16345,
769.18835,
769.348675,
769.475975,
769.616225,
769.658175,
769.679225,
769.72275,
769.7789,
769.784925,
769.860975,
769.8773,
770.099975,
770.184025,
770.18535,
770.248425,
770.2894,
770.2976,
770.3927,
770.4255,
770.4726,
770.50935,
770.564625,
770.8478,
771.1065,
771.122625,
771.126325,
771.157275,
771.25055,
771.29505,
771.30245,
771.3785,
771.489775,
771.505075,
771.93105,
771.940725,
771.9585,
771.982125,
771.999375,
772.12605,
772.135725,
772.144775,
772.16,
772.347375,
772.395025,
772.4026,
772.44925,
772.4968,
772.53205,
772.5537,
772.5743,
772.5771,
772.638825,
772.6492,
772.65745,
772.848425,
772.89975,
772.973925,
772.998425,
773.14115,
773.3364,
773.3895,
773.42445,
773.45115,
773.550375,
773.635475,
773.646425,
773.6935,
773.719475,
773.7251,
773.751775,
773.776825,
773.875075,
773.9386,
773.95265,
774.061025,
774.06585,
774.141075,
774.146175,
774.17615,
774.267675,
774.382925,
774.418525,
774.454875,
774.5981,
774.886425,
774.90905,
774.935775,
774.963625,
775.0565,
775.0947,
775.1172,
775.121325,
775.241875,
775.309075,
775.344225,
775.3642,
775.431575,
775.4451,
775.57605,
775.6358,
775.645475,
775.7021,
775.704675,
775.717775,
775.73665,
775.761625,
775.8016,
775.87915,
775.973625,
776.002975,
776.041675,
776.277825,
776.403775,
776.52245,
776.553625,
776.62785,
776.65605,
776.729725,
776.81345,
776.855125,
776.857375,
776.89455,
776.945825,
776.97965,
777.082375,
777.151275,
777.279775,
777.396975,
777.441175,
777.4731,
777.562425,
777.630275,
777.65885,
777.7075,
777.738125,
777.746275,
777.75165,
777.7931,
777.82295,
777.95785,
778.024325,
778.08355,
778.13565,
778.2127,
778.23995,
778.27985,
778.35835,
778.373775,
778.4835,
778.608025,
778.61585,
778.720175,
778.76515,
778.795175,
778.975225,
779.156725,
779.193025,
779.2753,
779.3032,
779.336275,
779.33785,
779.372475,
779.3878,
779.394225,
779.412325,
779.41825,
779.460925,
779.57355,
779.600875,
779.628675,
779.659925,
779.7623,
779.90795,
779.923675,
780.027325,
780.0789,
780.297725,
780.3414,
780.374925,
780.511925,
780.591925,
780.655,
780.781375,
780.889675,
780.92865,
781.386125,
781.4168,
781.527425,
781.5925,
781.660725,
781.89125,
781.983875,
781.99265,
782.19215,
782.2301,
782.264625,
782.358775,
782.394325,
782.508825,
782.5666,
782.59405,
782.993075,
783.2335,
783.289275,
783.303875,
783.347875,
783.502725,
783.6334,
783.6667,
783.829975,
783.9338,
784.1223,
784.123525,
784.186,
784.262275,
784.26785,
784.29005,
784.40595,
784.457675,
784.5246,
784.664425,
784.6813,
784.703025,
784.744875,
784.756175,
784.870575,
784.901325,
784.974375,
785.097525,
785.149625,
785.1691,
785.3138,
785.448625,
785.59815,
785.625375,
785.88835,
786.021075,
786.102575,
786.14195,
786.176275,
786.2673,
786.3615,
786.435125,
786.45125,
786.565025,
786.68195,
786.76715,
786.991725,
787.14055,
787.201625,
787.259875,
787.3075,
787.353275,
787.398775,
787.431375,
787.439675,
787.45075,
787.5931,
787.683,
787.7475,
787.76605,
787.803825,
787.86675,
787.874975,
787.894175,
787.9523,
788.001425,
788.21305,
788.2144,
788.3549,
788.378125,
788.436375,
788.524125,
788.644475,
788.6936,
788.736525,
788.75095,
788.77745,
788.7864,
788.87685,
789.18345,
789.28625,
789.3663,
789.3728,
789.4353,
789.718925,
789.74065,
789.749,
789.811575,
790.0748,
790.086675,
790.161175,
790.28415,
790.328025,
790.3735,
790.3961,
790.405525,
790.438825,
790.4928,
790.528675,
790.53155,
790.545575,
790.5705,
790.6011,
790.687075,
790.6895,
790.696175,
790.708675,
790.735225,
790.7446,
790.8013,
790.87675,
790.949475,
790.95175,
791.1315,
791.20135,
791.31245,
791.359175,
791.3942,
791.407025,
791.4185,
791.4448,
791.5132,
791.54025,
791.57365,
791.57935,
791.770925,
791.79575,
791.8616,
791.90175,
791.919775,
792.046075,
792.06115,
792.113375,
792.130025,
792.251175,
792.2974,
792.3298,
792.5047,
792.629375,
792.633225,
792.6789,
792.7849,
792.821375,
792.8816,
792.908225,
792.96455,
793.04325,
793.094075,
793.11295,
793.12515,
793.1385,
793.148925,
793.31295,
793.338325,
793.4025,
793.48705,
793.518225,
793.612775,
793.672275,
793.72005,
794.0092,
794.285,
794.342925,
794.4637,
794.52245,
794.596475,
794.696375,
794.880675,
794.961125,
794.98985,
795.006,
795.097125,
795.199525,
795.21995,
795.2856,
795.344275,
795.39335,
795.457925,
795.473475,
795.871175,
796.09145,
796.178625,
796.2337,
796.257575,
796.30955,
796.36805,
796.435825,
796.7326,
796.878925,
796.902225,
796.940925,
796.99225,
797.056625,
797.08525,
797.179625,
797.1965,
797.295625,
797.315375,
797.4554,
797.45995,
797.6307,
797.85645,
797.963925,
798.132275,
798.135925,
798.186875,
798.201675,
798.2191,
798.30195,
798.367125,
798.383425,
798.430925,
798.43485,
798.516975,
798.771325,
798.889,
798.91545,
798.947225,
799.11785,
799.134875,
799.189825,
799.372075,
799.45705,
799.5611,
799.612675,
799.6329,
