SPK_SPKC04a (artef),SPK_SPKC12b (exc)
570.481825,
570.64905,
570.825375,
570.867325,
570.917525,
570.96365,
571.006475,
571.198825,
571.247125,
571.297075,
571.478675,
571.522475,
571.66335,
571.711275,
571.810425,
571.863675,
571.90235,
571.952375,
571.97815,
572.0389,
572.08835,
572.10975,
572.2426,
572.383375,
572.5076,
572.542225,
572.625675,
572.709675,
572.751425,
572.7771,
572.804525,
572.839925,
572.8522,
572.9242,
573.0698,
573.330775,
573.4076,
573.5849,
573.65515,
573.69495,
573.88525,
573.9391,
574.024475,
574.1226,
574.17695,
574.1897,
574.221025,
574.26525,
574.294575,
574.304825,
574.3466,
574.402775,
574.429875,
574.46315,
574.499725,
574.517275,
574.5672,
574.5988,
574.63975,
574.71225,
574.752075,
574.841,
574.926625,
574.98535,
575.0617,
575.094575,
575.1498,
575.257275,
575.3431,
575.458675,
575.46375,
575.540625,
575.543175,
575.631625,
575.6374,
575.80005,
576.593975,
576.828225,
577.100225,
577.185375,
577.6467,
577.741625,
577.748575,
577.7809,
577.838975,
577.9753,
578.01145,
578.0427,
578.093325,
578.22945,
578.2869,
578.3631,
578.439075,
578.537075,
578.705225,
578.75025,
578.86765,
578.9335,
579.00925,
579.101825,
579.142275,
579.215925,
579.309575,
579.3961,
579.4571,
579.563875,
579.610975,
579.649125,
579.786475,
579.84725,
579.94155,
580.101825,
580.160575,
580.2213,
580.267725,
580.31275,
580.35835,
580.4086,
580.542725,
580.584775,
580.58665,
580.63395,
580.6707,
580.8226,
580.8845,
580.9401,
581.00455,
581.067525,
581.192925,
581.2443,
581.28515,
581.3506,
581.4157,
581.518725,
581.57345,
581.6323,
581.680025,
581.714425,
581.755025,
581.821325,
581.88415,
581.934625,
581.9781,
582.013675,
582.0712,
582.1078,
582.164475,
582.22605,
582.28075,
582.4005,
582.509475,
582.564825,
582.649125,
582.69735,
582.7709,
582.872375,
582.964025,
583.043425,
583.101125,
583.139875,
583.199675,
583.254625,
583.3779,
583.437875,
583.510125,
583.5606,
583.63095,
583.699775,
583.743975,
583.778825,
583.825,
583.942125,
583.99005,
584.0274,
584.14035,
584.2733,
584.32655,
584.3884,
584.417175,
584.484225,
584.57915,
584.627075,
584.6702,
584.704825,
584.763375,
584.81595,
585.0674,
585.137675,
585.2091,
585.297225,
585.357525,
585.41075,
585.45905,
585.5129,
585.571775,
585.6706,
585.673175,
585.7284,
585.776225,
585.817875,
585.865225,
585.9221,
585.967525,
586.018725,
586.175675,
586.249975,
586.28595,
586.328175,
586.370725,
586.437775,
586.51955,
586.556,
586.6006,
586.6463,
586.688475,
586.75175,
586.816675,
586.898775,
586.96505,
587.046875,
587.0915,
587.162775,
587.229225,
587.263,
587.313725,
587.409175,
587.468125,
587.518425,
587.58115,
587.637575,
587.695875,
587.74025,
587.847975,
587.930725,
587.994825,
588.072575,
588.13015,
588.19895,
588.23555,
588.271875,
588.36405,
588.4286,
588.4762,
588.511375,
588.56025,
588.6016,
588.66715,
588.72295,
588.76065,
588.8216,
588.887825,
588.954675,
589.337225,
589.457175,
589.531325,
589.596525,
589.653275,
589.7372,
589.82765,
589.949925,
590.062475,
590.145225,
590.19495,
590.245125,
590.2935,
590.327,
590.374,
590.4341,
590.467675,
590.507525,
590.55335,
590.583225,
590.6245,
590.722475,
590.8014,
590.835225,
590.92475,
590.99145,
591.05345,
591.496475,
591.67875,
591.811425,
591.84915,
591.89025,
591.952,
592.011825,
592.1206,
592.2005,
592.24655,
592.3178,
592.366225,
592.442025,
592.536225,
592.588,
592.634125,
592.672575,
592.735475,
592.8777,
592.927625,
592.974275,
593.006625,
593.038775,
593.07985,
593.1156,
593.169975,
593.285825,
593.343425,
593.531475,
593.618325,
593.690975,
593.7524,
593.8853,
593.9799,
594.02305,
594.14275,
594.203025,
594.24475,
594.33245,
594.99215,
595.0702,
595.143575,
595.20025,
595.30375,
595.383925,
595.65105,
595.71495,
595.87385,
596.018625,
596.060975,
596.1151,
596.178525,
596.223325,
596.3407,
596.399,
596.443675,
596.481,
596.5313,
596.618625,
596.710225,
596.74435,
596.8525,
596.9222,
597.002225,
597.11585,
597.152375,
597.240275,
597.3202,
597.426125,
597.5961,
597.635775,
597.660475,
597.797925,
597.8527,
597.895925,
598.051475,
598.101425,
598.15045,
598.20565,
598.245625,
598.293475,
598.368975,
598.4053,
598.4466,
598.504225,
598.55745,
598.6065,
598.76805,
598.809675,
598.889025,
598.957525,
598.9909,
599.033125,
599.1025,
599.152075,
599.194075,
599.264825,
599.309125,
599.381025,
599.436575,
599.471925,
599.53045,
599.5734,
599.641025,
599.69825,
599.840025,
599.9133,
599.9821,
