SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC06c,SPK_SPKC08a,SPK_SPKC08b,SPK_SPKC09c,SPK_SPKC11b,SPK_SPKC11c,SPK_SPKC02c
,,,,290.53515,,198.28875,215.061825,282.358125,,,,,,
,,,,290.6531,,198.311375,215.069175,282.404025,,,,,,
,,,,290.874725,,198.342575,215.076475,282.412825,,,,,,
,,,,290.8912,,198.350675,215.08395,282.530575,,,,,,
,,,,290.902575,,198.360875,215.0908,282.6111,,,,,,
,,,,290.920775,,198.370775,215.101025,282.7074,,,,,,
,,,,290.92715,,198.378875,215.15,282.737725,,,,,,
,,,,290.93615,,198.390475,215.152475,282.774225,,,,,,
,,,,290.956025,,198.408225,215.15725,282.7955,,,,,,
,,,,291.00555,,198.41805,215.224,282.834275,,,,,,
,,,,291.037575,,198.4293,215.265375,282.897125,,,,,,
,,,,291.093175,,198.438875,215.281325,282.912425,,,,,,
,,,,291.1239,,198.466425,215.291575,282.9257,,,,,,
,,,,291.14065,,198.50695,215.30325,282.94825,,,,,,
,,,,291.150275,,198.517025,215.309775,283.118275,,,,,,
,,,,291.1757,,198.5308,215.315875,283.190375,,,,,,
,,,,291.18405,,198.545975,215.32305,283.333925,,,,,,
,,,,291.2845,,198.58095,215.33085,283.340125,,,,,,
,,,,291.307975,,198.596,215.3418,283.3826,,,,,,
,,,,291.331425,,198.610975,215.3704,283.412275,,,,,,
,,,,291.437325,,198.6213,215.38195,283.43995,,,,,,
,,,,291.4517,,198.63665,215.38655,283.4611,,,,,,
,,,,291.570625,,198.6555,215.40685,283.472425,,,,,,
,,,,291.5866,,198.6673,215.447675,283.4862,,,,,,
,,,,291.596775,,198.686875,215.493925,283.498425,,,,,,
,,,,291.62975,,198.7006,215.534425,283.51085,,,,,,
,,,,291.71335,,198.725225,215.61815,283.536575,,,,,,
,,,,291.738825,,198.785775,215.654425,283.5603,,,,,,
,,,,291.828075,,198.795675,215.66535,283.5667,,,,,,
,,,,291.8345,,198.832325,215.67285,283.611875,,,,,,
,,,,291.89645,,198.844475,215.6784,283.653975,,,,,,
,,,,292.08615,,198.860625,215.683,283.691625,,,,,,
,,,,292.0959,,198.872075,215.687825,283.713175,,,,,,
,,,,292.21165,,198.899875,215.69205,283.721,,,,,,
,,,,292.285225,,198.911475,215.697,283.737925,,,,,,
,,,,292.30235,,198.9206,215.70155,283.7549,,,,,,
,,,,292.344775,,198.94795,215.7062,283.778925,,,,,,
,,,,292.4174,,198.962525,215.714725,283.792975,,,,,,
,,,,292.439725,,198.99425,215.80015,283.80255,,,,,,
,,,,292.5315,,199.035575,215.82405,283.814825,,,,,,
,,,,292.5738,,199.067675,215.82855,283.83925,,,,,,
,,,,292.59765,,199.0798,215.848025,283.8429,,,,,,
,,,,292.658175,,199.096075,215.855975,283.846475,,,,,,
,,,,292.665425,,199.11035,215.861675,283.86235,,,,,,
,,,,292.722475,,199.12645,215.873625,283.8669,,,,,,
,,,,292.773675,,199.153275,215.877475,283.885075,,,,,,
,,,,292.9058,,199.166775,215.881175,283.90515,,,,,,
,,,,293.096675,,199.179775,215.886,283.94045,,,,,,
,,,,293.111825,,199.20165,215.891075,283.950925,,,,,,
,,,,293.12195,,199.212725,215.911925,283.959075,,,,,,
,,,,293.223475,,199.227875,215.984175,284.01835,,,,,,
,,,,293.239975,,199.249175,216.02155,284.0306,,,,,,
,,,,293.310625,,199.2681,216.0624,284.038725,,,,,,
,,,,293.328725,,199.2864,216.099925,284.054025,,,,,,
,,,,293.345325,,199.302075,216.115575,284.05635,,,,,,
,,,,293.381625,,199.31905,216.11675,284.0599,,,,,,
,,,,293.41945,,199.3439,216.1271,284.06855,,,,,,
,,,,293.43235,,199.358325,216.13505,284.08155,,,,,,
,,,,293.439525,,199.375725,216.1421,284.09575,,,,,,
,,,,293.4567,,199.38675,216.1531,284.0989,,,,,,
,,,,293.60515,,199.40785,216.189225,284.117625,,,,,,
,,,,293.653175,,199.436475,216.198175,284.1381,,,,,,
,,,,293.8006,,199.4714,216.212775,284.15035,,,,,,
,,,,294.029325,,199.4825,216.225925,284.171025,,,,,,
,,,,294.103225,,199.497,216.283325,284.199925,,,,,,
,,,,294.2525,,199.51025,216.325975,284.218275,,,,,,
,,,,294.453775,,199.52095,216.328475,284.230425,,,,,,
,,,,294.580075,,199.536875,216.381375,284.257725,,,,,,
,,,,294.601125,,199.594425,216.411175,284.278875,,,,,,
,,,,294.63565,,199.626225,216.428225,284.30435,,,,,,
,,,,294.6793,,199.6662,216.480225,284.314625,,,,,,
,,,,294.896075,,199.686675,216.551925,284.34495,,,,,,
,,,,294.92815,,199.71285,216.58145,284.35005,,,,,,
,,,,294.9494,,199.72705,216.588325,284.358175,,,,,,
,,,,295.005825,,199.7485,216.592925,284.36415,,,,,,
,,,,295.099975,,199.7582,216.5962,284.371525,,,,,,
,,,,295.1371,,199.76945,216.602425,284.39595,,,,,,
,,,,295.19175,,199.775275,216.6073,284.405275,,,,,,
,,,,295.23075,,199.79925,216.626125,284.407875,,,,,,
,,,,295.262525,,199.81085,216.63855,284.428675,,,,,,
,,,,295.37515,,199.83235,216.6529,284.446025,,,,,,
,,,,295.409025,,199.86365,216.665075,284.471425,,,,,,
,,,,295.528525,,199.8825,216.673425,284.4797,,,,,,
,,,,295.5428,,199.89685,216.69155,284.49285,,,,,,
,,,,295.708825,,199.914375,216.701975,284.514375,,,,,,
,,,,295.7471,,199.936675,216.704075,284.52115,,,,,,
,,,,295.78885,,199.955775,216.734425,284.5296,,,,,,
,,,,295.827925,,199.981175,216.74615,284.591825,,,,,,
,,,,295.90105,,200.015675,216.75735,284.623375,,,,,,
,,,,296.039025,,200.030975,216.77015,284.691225,,,,,,
,,,,296.06605,,200.03495,216.811,284.73325,,,,,,
,,,,296.1573,,200.045275,216.8454,284.75855,,,,,,
,,,,296.451275,,200.0559,216.85815,284.796575,,,,,,
,,,,296.463775,,200.0796,216.8848,284.86245,,,,,,
,,,,296.50695,,200.094,216.912325,284.8733,,,,,,
,,,,296.63855,,200.1478,216.949975,284.91575,,,,,,
,,,,296.664175,,200.15965,216.957275,284.94105,,,,,,
,,,,296.721325,,200.172575,217.024225,284.95695,,,,,,
,,,,296.7319,,200.182325,217.026575,284.9703,,,,,,
,,,,296.770575,,200.2028,217.0485,284.992275,,,,,,
,,,,296.800225,,200.2207,217.0563,285.0391,,,,,,
,,,,296.815725,,200.239325,217.076975,285.0692,,,,,,
,,,,296.829775,,200.25675,217.08525,285.09065,,,,,,
,,,,296.9325,,200.3798,217.101025,285.099175,,,,,,
,,,,296.968875,,200.392425,217.1033,285.1085,,,,,,
,,,,297.0211,,200.405975,217.1132,285.122525,,,,,,
,,,,297.046325,,200.42205,217.125975,285.1379,,,,,,
,,,,297.11685,,200.46175,217.148925,285.167875,,,,,,
,,,,297.129575,,200.609575,217.15975,285.180775,,,,,,
,,,,297.2493,,200.618325,217.17345,285.189325,,,,,,
,,,,297.319025,,200.6284,217.184725,285.19805,,,,,,
,,,,297.35595,,200.63795,217.2041,285.2162,,,,,,
,,,,297.42845,,200.647,217.23475,285.2584,,,,,,
,,,,297.4467,,200.65865,217.265825,285.293925,,,,,,
,,,,297.4743,,200.667275,217.302325,285.321,,,,,,
,,,,297.527925,,200.67595,217.322975,285.3312,,,,,,
,,,,297.5462,,200.68785,217.337325,285.3551,,,,,,
,,,,297.5733,,200.7047,217.3495,285.3579,,,,,,
,,,,297.6466,,200.718125,217.368525,285.3773,,,,,,
,,,,297.6703,,200.7469,217.388275,285.403125,,,,,,
,,,,297.7181,,200.768375,217.400275,285.408725,,,,,,
,,,,297.74245,,200.79035,217.4069,285.4394,,,,,,
,,,,297.75285,,200.8107,217.41725,285.4558,,,,,,
,,,,297.84015,,200.84335,217.420675,285.469375,,,,,,
,,,,297.869,,200.88705,217.429425,285.50585,,,,,,
,,,,298.029275,,200.92595,217.433475,285.5255,,,,,,
,,,,298.04635,,200.94115,217.436775,285.5388,,,,,,
,,,,298.067375,,200.956575,217.443125,285.577825,,,,,,
,,,,298.078425,,200.9722,217.448,285.579625,,,,,,
,,,,298.1078,,200.99425,217.47515,285.595675,,,,,,
,,,,298.134525,,201.011775,217.4915,285.654625,,,,,,
,,,,298.15245,,201.021,217.504425,285.69085,,,,,,
,,,,298.2205,,201.040875,217.5112,285.709725,,,,,,
,,,,298.2484,,201.056425,217.51575,285.717925,,,,,,
,,,,298.2657,,201.061025,217.520025,285.732325,,,,,,
,,,,298.305175,,201.0865,217.52445,285.747625,,,,,,
,,,,298.348575,,201.1044,217.528175,285.754475,,,,,,
,,,,298.3788,,201.1176,217.531925,285.757825,,,,,,
,,,,298.40355,,201.166225,217.538175,285.768175,,,,,,
,,,,298.447675,,201.1812,217.542725,285.7722,,,,,,
,,,,298.47005,,201.197175,217.5467,285.77745,,,,,,
,,,,298.4796,,201.240875,217.55085,285.789875,,,,,,
,,,,298.489125,,201.27185,217.5551,285.791975,,,,,,
,,,,298.5084,,201.288725,217.55965,285.796725,,,,,,
,,,,298.554075,,201.312425,217.568325,285.801975,,,,,,
,,,,298.600875,,201.32165,217.577175,285.804875,,,,,,
,,,,298.63485,,201.3331,217.59025,285.8471,,,,,,
,,,,298.6694,,201.347275,217.64175,285.9273,,,,,,
,,,,298.702475,,201.3613,217.684925,285.936275,,,,,,
,,,,298.804325,,201.37615,217.70825,285.959425,,,,,,
,,,,298.805925,,201.393425,217.72565,286.0177,,,,,,
,,,,298.8192,,201.443425,217.784075,286.026475,,,,,,
,,,,298.884775,,201.48435,217.79785,286.0393,,,,,,
,,,,298.918875,,201.514375,217.807775,286.04105,,,,,,
,,,,298.940975,,201.532825,217.82015,286.072475,,,,,,
,,,,298.9762,,201.564475,217.834925,286.24005,,,,,,
,,,,299.057875,,201.579275,217.860675,286.468625,,,,,,
,,,,299.071,,201.6214,217.870925,286.571425,,,,,,
,,,,299.10645,,201.6438,217.8752,286.646975,,,,,,
,,,,299.13895,,201.663425,217.880975,286.716525,,,,,,
,,,,299.1658,,201.676275,217.892,286.7364,,,,,,
,,,,299.1764,,201.7156,217.921975,286.739825,,,,,,
,,,,299.264025,,201.733175,217.9387,286.868975,,,,,,
,,,,299.293075,,201.747525,217.950875,286.8881,,,,,,
,,,,299.3444,,201.761025,217.961075,286.944725,,,,,,
,,,,299.39275,,201.77785,217.970825,286.9716,,,,,,
,,,,299.419025,,201.791825,217.98055,286.988825,,,,,,
,,,,299.448975,,201.82475,217.998825,286.990575,,,,,,
,,,,299.580625,,201.83465,218.010225,287.024625,,,,,,
,,,,299.609,,201.8555,218.034925,287.063075,,,,,,
,,,,299.6559,,201.8687,218.0427,287.068825,,,,,,
,,,,299.73275,,201.902275,218.047425,287.083925,,,,,,
,,,,299.7442,,201.938275,218.053475,287.1002,,,,,,
,,,,299.802625,,201.957025,218.069425,287.1205,,,,,,
,,,,299.829825,,201.9843,218.090025,287.139,,,,,,
,,,,299.8886,,202.002975,218.1215,287.2267,,,,,,
,,,,299.946975,,202.02305,218.1378,287.24475,,,,,,
,,,,299.966775,,202.076275,218.15805,287.25475,,,,,,
,,,,299.97775,,202.1106,218.182525,287.30675,,,,,,
,,,,299.9907,,202.123475,218.201425,287.3134,,,,,,
,,,,299.9946,,202.15635,218.250025,287.333125,,,,,,
,,,,,,202.17955,218.281075,287.3458,,,,,,
,,,,,,202.21765,218.283375,287.357175,,,,,,
,,,,,,202.288025,218.2995,287.372325,,,,,,
,,,,,,202.31455,218.3154,287.381125,,,,,,
,,,,,,202.330625,218.32635,287.396475,,,,,,
,,,,,,202.3476,218.342225,287.414375,,,,,,
,,,,,,202.359775,218.35355,287.434125,,,,,,
,,,,,,202.3745,218.387775,287.441325,,,,,,
,,,,,,202.396625,218.400975,287.444175,,,,,,
,,,,,,202.415625,218.4162,287.455825,,,,,,
,,,,,,202.469,218.436575,287.45905,,,,,,
,,,,,,202.50565,218.462575,287.475025,,,,,,
,,,,,,202.544225,218.487375,287.491775,,,,,,
,,,,,,202.67805,218.527075,287.507425,,,,,,
,,,,,,202.6909,218.595325,287.6566,,,,,,
,,,,,,202.70275,218.64855,287.67725,,,,,,
,,,,,,202.7295,218.6738,287.7168,,,,,,
,,,,,,202.74235,218.70865,287.7519,,,,,,
,,,,,,202.765275,218.724575,287.75295,,,,,,
,,,,,,202.838875,218.74125,287.762725,,,,,,
,,,,,,202.98085,218.759025,287.788975,,,,,,
,,,,,,203.0028,218.7659,287.824825,,,,,,
,,,,,,203.021075,218.77765,287.846475,,,,,,
,,,,,,203.0325,218.79995,287.848475,,,,,,
,,,,,,203.05295,218.840775,287.889525,,,,,,
,,,,,,203.068975,218.86405,288.0918,,,,,,
,,,,,,203.14825,218.883325,288.122275,,,,,,
,,,,,,203.195475,218.890775,288.174225,,,,,,
,,,,,,203.20575,218.90805,288.259775,,,,,,
,,,,,,203.22985,218.9204,288.3118,,,,,,
,,,,,,203.2418,218.9443,288.3132,,,,,,
,,,,,,203.25225,218.964,288.33385,,,,,,
,,,,,,203.26655,218.9935,288.35595,,,,,,
,,,,,,203.3032,219.01185,288.370025,,,,,,
,,,,,,203.397075,219.04565,288.444075,,,,,,
,,,,,,203.43455,219.100625,288.4798,,,,,,
,,,,,,203.453875,219.141325,288.4956,,,,,,
,,,,,,203.476675,219.152775,288.499975,,,,,,
,,,,,,203.495125,219.155075,288.522025,,,,,,
,,,,,,203.578575,219.1623,288.5297,,,,,,
,,,,,,203.591925,219.176525,288.55315,,,,,,
,,,,,,203.6021,219.20335,288.559225,,,,,,
,,,,,,203.621875,219.231,288.57335,,,,,,
,,,,,,203.648325,219.25735,288.578025,,,,,,
,,,,,,203.66685,219.273575,288.58085,,,,,,
,,,,,,203.7085,219.28955,288.59945,,,,,,
,,,,,,203.784725,219.30685,288.627625,,,,,,
,,,,,,203.7997,219.3295,288.643725,,,,,,
,,,,,,203.8132,219.3631,288.8823,,,,,,
,,,,,,203.823875,219.38345,288.9051,,,,,,
,,,,,,203.83535,219.4069,288.97895,,,,,,
,,,,,,203.9349,219.4218,288.98755,,,,,,
,,,,,,203.993575,219.459275,289.01935,,,,,,
,,,,,,204.00785,219.508025,289.024,,,,,,
,,,,,,204.019275,219.556125,289.031175,,,,,,
,,,,,,204.048975,219.578325,289.0674,,,,,,
,,,,,,204.061375,219.6067,289.075775,,,,,,
,,,,,,204.071675,219.62505,289.131575,,,,,,
,,,,,,204.098175,219.675125,289.213925,,,,,,
,,,,,,204.1165,219.72005,289.2662,,,,,,
,,,,,,204.130225,219.749325,289.336825,,,,,,
,,,,,,204.1448,219.7522,289.397825,,,,,,
,,,,,,204.15365,219.78715,289.40895,,,,,,
,,,,,,204.168825,219.83615,289.46365,,,,,,
,,,,,,204.189225,219.854475,289.52625,,,,,,
,,,,,,204.19685,219.89965,289.6215,,,,,,
,,,,,,204.206775,219.90955,289.639525,,,,,,
,,,,,,204.2169,219.951825,289.673025,,,,,,
,,,,,,204.251025,219.9779,289.684875,,,,,,
,,,,,,204.27845,220.008225,289.786975,,,,,,
,,,,,,204.29995,220.039775,289.81895,,,,,,
,,,,,,204.3401,220.07155,289.836,,,,,,
,,,,,,204.370025,220.09275,289.9071,,,,,,
,,,,,,204.382425,220.1296,289.934725,,,,,,
,,,,,,204.3899,220.170425,290.01125,,,,,,
,,,,,,204.401025,220.23395,290.055625,,,,,,
,,,,,,204.41315,220.2713,290.08025,,,,,,
,,,,,,204.423375,220.39525,290.109,,,,,,
,,,,,,204.460725,220.43715,290.1687,,,,,,
,,,,,,204.475675,220.445,290.202225,,,,,,
,,,,,,204.484625,220.4695,290.227175,,,,,,
,,,,,,204.49955,220.50315,290.231175,,,,,,
,,,,,,204.50555,220.5143,290.2556,,,,,,
,,,,,,204.514175,220.532125,290.273875,,,,,,
,,,,,,204.524425,220.5513,290.283025,,,,,,
,,,,,,204.53635,220.60395,290.3015,,,,,,
,,,,,,204.5466,220.64145,290.3198,,,,,,
,,,,,,204.57355,220.7272,290.329125,,,,,,
,,,,,,204.595125,220.767675,290.343025,,,,,,
,,,,,,204.61315,220.782075,290.3506,,,,,,
,,,,,,204.6317,220.825625,290.3765,,,,,,
,,,,,,204.671375,220.86305,290.392,,,,,,
,,,,,,204.6847,220.903575,290.41215,,,,,,
,,,,,,204.70815,220.909,290.465525,,,,,,
,,,,,,204.7181,220.947275,290.479875,,,,,,
,,,,,,204.7354,220.9513,290.516775,,,,,,
,,,,,,204.774475,220.971225,290.5464,,,,,,
,,,,,,204.790375,221.013125,290.558975,,,,,,
,,,,,,204.802575,221.06005,290.5803,,,,,,
,,,,,,204.810375,221.070375,290.618825,,,,,,
,,,,,,204.82525,221.100425,290.62035,,,,,,
,,,,,,204.847675,221.104575,290.62445,,,,,,
,,,,,,204.859725,221.1498,290.6315,,,,,,
,,,,,,204.872725,221.192125,290.64295,,,,,,
,,,,,,204.88435,221.208425,290.65515,,,,,,
,,,,,,204.88865,221.22595,290.663175,,,,,,
,,,,,,204.900775,221.25885,290.68735,,,,,,
,,,,,,204.918025,221.292175,290.703425,,,,,,
,,,,,,204.95175,221.3425,290.723375,,,,,,
,,,,,,204.967275,221.37175,290.7348,,,,,,
,,,,,,204.982175,221.3929,290.7878,,,,,,
,,,,,,205.01695,221.40305,290.8001,,,,,,
,,,,,,205.02955,221.449325,290.805775,,,,,,
,,,,,,205.035525,221.4838,290.83625,,,,,,
,,,,,,205.057625,221.501625,290.866575,,,,,,
,,,,,,205.069475,221.521325,290.880375,,,,,,
,,,,,,205.083525,221.525475,290.89045,,,,,,
,,,,,,205.092425,221.53575,290.896475,,,,,,
,,,,,,205.0983,221.55815,290.941125,,,,,,
,,,,,,205.12565,221.586175,291.099775,,,,,,
,,,,,,205.143125,221.63905,291.15455,,,,,,
,,,,,,205.154475,221.66045,291.340725,,,,,,
,,,,,,205.192175,221.689075,291.342825,,,,,,
,,,,,,205.23085,221.709825,291.384475,,,,,,
,,,,,,205.2747,221.733775,291.424975,,,,,,
,,,,,,205.30915,221.7581,291.47345,,,,,,
,,,,,,205.3451,221.78035,291.555625,,,,,,
,,,,,,205.347675,221.78225,291.680175,,,,,,
,,,,,,205.379175,221.806275,291.697625,,,,,,
,,,,,,205.408775,221.841225,291.70915,,,,,,
,,,,,,205.4251,221.86155,291.7133,,,,,,
,,,,,,205.456775,221.8707,291.743825,,,,,,
,,,,,,205.48045,221.878525,291.80995,,,,,,
,,,,,,205.490125,221.8841,291.8524,,,,,,
,,,,,,205.516675,221.89275,291.98085,,,,,,
,,,,,,205.57005,221.894225,291.9967,,,,,,
,,,,,,205.586925,221.905275,292.032275,,,,,,
,,,,,,205.623125,221.9144,292.04475,,,,,,
,,,,,,205.643625,221.9288,292.08015,,,,,,
,,,,,,205.67455,221.941025,292.1032,,,,,,
,,,,,,205.716475,221.966775,292.133775,,,,,,
,,,,,,205.733825,221.987275,292.175075,,,,,,
,,,,,,205.771225,222.034925,292.2121,,,,,,
,,,,,,205.80175,222.052775,292.2527,,,,,,
,,,,,,205.84165,222.070025,292.287425,,,,,,
,,,,,,205.84465,222.0919,292.30895,,,,,,
,,,,,,205.8546,222.112275,292.41245,,,,,,
,,,,,,205.865525,222.128825,292.533025,,,,,,
,,,,,,205.870875,222.142675,292.555525,,,,,,
,,,,,,205.88255,222.16475,292.57415,,,,,,
,,,,,,205.90475,222.189175,292.593225,,,,,,
,,,,,,205.913425,222.232975,292.7108,,,,,,
,,,,,,205.946675,222.259,292.748375,,,,,,
,,,,,,205.964,222.274125,292.7537,,,,,,
,,,,,,205.976725,222.32505,292.82545,,,,,,
,,,,,,206.017475,222.345775,292.882975,,,,,,
,,,,,,206.0648,222.391675,292.900375,,,,,,
,,,,,,206.091725,222.40605,292.930075,,,,,,
,,,,,,206.12575,222.413675,292.9504,,,,,,
,,,,,,206.154275,222.439675,292.97385,,,,,,
,,,,,,206.165875,222.48665,292.988725,,,,,,
,,,,,,206.185325,222.50665,292.999625,,,,,,
,,,,,,206.206625,222.529,293.0059,,,,,,
,,,,,,206.228425,222.551025,293.007175,,,,,,
,,,,,,206.252275,222.569675,293.04745,,,,,,
,,,,,,206.2652,222.573725,293.0796,,,,,,
,,,,,,206.286325,222.585925,293.091675,,,,,,
,,,,,,206.293425,222.60375,293.11435,,,,,,
,,,,,,206.309025,222.61935,293.147025,,,,,,
,,,,,,206.317925,222.6315,293.166625,,,,,,
,,,,,,206.321,222.6429,293.277,,,,,,
,,,,,,206.332175,222.644825,293.317225,,,,,,
,,,,,,206.351375,222.657075,293.34515,,,,,,
,,,,,,206.361675,222.66805,293.35435,,,,,,
,,,,,,206.375375,222.716625,293.370575,,,,,,
,,,,,,206.384425,222.733675,293.40135,,,,,,
,,,,,,206.402525,222.7439,293.402625,,,,,,
,,,,,,206.4289,222.762125,293.41185,,,,,,
,,,,,,206.4435,222.773225,293.451125,,,,,,
,,,,,,206.469925,222.797725,293.4728,,,,,,
,,,,,,206.49245,222.812525,293.497475,,,,,,
,,,,,,206.530675,222.84785,293.522,,,,,,
,,,,,,206.5446,222.872725,293.535725,,,,,,
,,,,,,206.572575,222.886225,293.54715,,,,,,
,,,,,,206.590625,222.8976,293.581475,,,,,,
,,,,,,206.612,222.90725,293.59455,,,,,,
,,,,,,206.625325,222.923175,293.6168,,,,,,
,,,,,,206.644375,222.931475,293.62905,,,,,,
,,,,,,206.6653,222.95035,293.677575,,,,,,
,,,,,,206.676875,222.9619,293.71515,,,,,,
,,,,,,206.690825,222.98145,293.738825,,,,,,
,,,,,,206.71185,222.99115,293.7598,,,,,,
,,,,,,206.720425,223.009225,293.830225,,,,,,
,,,,,,206.735075,223.017775,293.871175,,,,,,
,,,,,,206.767775,223.032525,293.88105,,,,,,
,,,,,,206.779125,223.046225,293.932925,,,,,,
,,,,,,206.804275,223.06705,293.957275,,,,,,
,,,,,,206.83575,223.070725,293.97045,,,,,,
,,,,,,206.8641,223.083575,293.977675,,,,,,
,,,,,,206.9038,223.12465,294.0071,,,,,,
,,,,,,206.925475,223.140825,294.04435,,,,,,
,,,,,,206.934775,223.162275,294.058,,,,,,
,,,,,,206.95475,223.165975,294.1068,,,,,,
,,,,,,207.0159,223.19385,294.134125,,,,,,
,,,,,,207.033125,223.22635,294.15035,,,,,,
,,,,,,207.04665,223.253125,294.275125,,,,,,
,,,,,,207.06815,223.25695,294.301075,,,,,,
,,,,,,207.0917,223.28665,294.3339,,,,,,
,,,,,,207.106475,223.29225,294.38005,,,,,,
,,,,,,207.1238,223.31305,294.391725,,,,,,
,,,,,,207.135025,223.376275,294.405475,,,,,,
,,,,,,207.15515,223.3798,294.440825,,,,,,
,,,,,,207.1741,223.3899,294.458675,,,,,,
,,,,,,207.1998,223.401075,294.459725,,,,,,
,,,,,,207.2345,223.442725,294.51545,,,,,,
,,,,,,207.255125,223.485275,294.5656,,,,,,
,,,,,,207.261275,223.51325,294.57515,,,,,,
,,,,,,207.269,223.543525,294.6264,,,,,,
,,,,,,207.27885,223.5685,294.6309,,,,,,
,,,,,,207.2921,223.59075,294.684825,,,,,,
,,,,,,207.3075,223.6474,294.717525,,,,,,
,,,,,,207.323575,223.662,294.7352,,,,,,
,,,,,,207.3654,223.740875,294.745225,,,,,,
,,,,,,207.376225,223.787425,294.83055,,,,,,
,,,,,,207.393325,223.839325,294.854925,,,,,,
,,,,,,207.41335,223.855775,294.8757,,,,,,
,,,,,,207.428625,223.886875,294.893325,,,,,,
,,,,,,207.4411,223.915375,294.93165,,,,,,
,,,,,,207.531525,223.924975,294.99925,,,,,,
,,,,,,207.54545,223.972025,295.029175,,,,,,
,,,,,,207.55615,224.007375,295.060775,,,,,,
,,,,,,207.567775,224.03505,295.09725,,,,,,
,,,,,,207.588,224.0584,295.15805,,,,,,
,,,,,,207.59995,224.0891,295.1622,,,,,,
,,,,,,207.628075,224.094475,295.27585,,,,,,
,,,,,,207.641975,224.132925,295.2895,,,,,,
,,,,,,207.660275,224.14285,295.304925,,,,,,
,,,,,,207.670125,224.15945,295.326975,,,,,,
,,,,,,207.68725,224.182525,295.34835,,,,,,
,,,,,,207.701675,224.219125,295.354175,,,,,,
,,,,,,207.7202,224.288075,295.364975,,,,,,
,,,,,,207.736875,224.3027,295.380225,,,,,,
,,,,,,207.7697,224.3178,295.398975,,,,,,
,,,,,,207.77945,224.379775,295.474025,,,,,,
,,,,,,207.7974,224.4282,295.492725,,,,,,
,,,,,,207.833175,224.4646,295.570625,,,,,,
,,,,,,207.843825,224.479875,295.61485,,,,,,
,,,,,,207.853025,224.50415,295.629,,,,,,
,,,,,,207.864975,224.527975,295.65555,,,,,,
,,,,,,207.876725,224.541725,295.690425,,,,,,
,,,,,,207.891575,224.552025,295.72435,,,,,,
,,,,,,207.913725,224.5694,295.744975,,,,,,
,,,,,,207.93815,224.584825,295.80495,,,,,,
,,,,,,207.946175,224.60485,295.81095,,,,,,
,,,,,,208.008275,224.62135,295.840725,,,,,,
,,,,,,208.01675,224.639025,295.848375,,,,,,
,,,,,,208.0323,224.67425,295.910475,,,,,,
,,,,,,208.041725,224.70065,295.95635,,,,,,
,,,,,,208.049875,224.742425,295.974075,,,,,,
,,,,,,208.07495,224.75185,295.994325,,,,,,
,,,,,,208.080125,224.774025,296.06945,,,,,,
,,,,,,208.097925,224.800975,296.110475,,,,,,
,,,,,,208.1116,224.8173,296.120025,,,,,,
,,,,,,208.175975,224.8707,296.121825,,,,,,
,,,,,,208.2108,224.886525,296.1402,,,,,,
,,,,,,208.243775,224.893475,296.1548,,,,,,
,,,,,,208.268875,224.908525,296.166175,,,,,,
,,,,,,208.28995,224.936825,296.2269,,,,,,
,,,,,,208.3192,224.96285,296.23365,,,,,,
,,,,,,208.330475,224.979425,296.23765,,,,,,
,,,,,,208.34785,225.004475,296.24015,,,,,,
,,,,,,208.3712,225.033475,296.31705,,,,,,
,,,,,,208.39675,225.06245,296.34495,,,,,,
,,,,,,208.409525,225.07925,296.3629,,,,,,
,,,,,,208.434075,225.095975,296.3675,,,,,,
,,,,,,208.44835,225.117275,296.38185,,,,,,
,,,,,,208.467775,225.1393,296.392025,,,,,,
,,,,,,208.49725,225.16435,296.397475,,,,,,
,,,,,,208.522875,225.1784,296.402675,,,,,,
,,,,,,208.5686,225.18425,296.42085,,,,,,
,,,,,,208.583825,225.201,296.469525,,,,,,
,,,,,,208.608825,225.220225,296.47545,,,,,,
,,,,,,208.653475,225.235725,296.50525,,,,,,
,,,,,,208.7204,225.25275,296.521,,,,,,
,,,,,,208.73545,225.2741,296.544725,,,,,,
,,,,,,208.75025,225.3339,296.556875,,,,,,
,,,,,,208.781025,225.3386,296.571975,,,,,,
,,,,,,208.845625,225.35165,296.623325,,,,,,
,,,,,,208.863975,225.362925,296.672525,,,,,,
,,,,,,208.86855,225.39355,296.683625,,,,,,
,,,,,,208.881675,225.421425,296.69915,,,,,,
,,,,,,208.89385,225.442675,296.75645,,,,,,
,,,,,,208.92135,225.4684,296.7817,,,,,,
,,,,,,208.9508,225.495775,296.817675,,,,,,
,,,,,,208.963925,225.524875,296.818975,,,,,,
,,,,,,208.978675,225.549075,296.8439,,,,,,
,,,,,,208.9947,225.5737,296.8492,,,,,,
,,,,,,209.014425,225.614775,296.85705,,,,,,
,,,,,,209.033475,225.6502,296.929425,,,,,,
,,,,,,209.073,225.6887,296.9956,,,,,,
,,,,,,209.090725,225.726425,297.006525,,,,,,
,,,,,,209.15095,225.776525,297.0294,,,,,,
,,,,,,209.167625,225.825975,297.073875,,,,,,
,,,,,,209.19775,225.8403,297.09305,,,,,,
,,,,,,209.215975,225.86425,297.106,,,,,,
,,,,,,209.230475,225.889175,297.11645,,,,,,
