SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC11a
35.56725,20.836375,56.86335,76.981975
35.59865,20.870175,56.88115,77.162225
35.633075,20.9016,57.042975,77.19415
35.682925,20.97755,57.1347,77.40205
35.712525,20.9861,57.16825,77.45975
35.74065,21.019825,57.288475,77.543525
35.7649,21.030125,57.3026,77.560975
35.8273,21.10795,57.457125,77.775175
35.8963,21.151675,57.483975,78.034825
35.991025,21.1717,57.544125,78.174425
36.0795,21.20895,57.70345,78.19885
36.09785,21.22205,57.862175,78.2286
36.120575,21.2568,57.875425,78.2539
36.171325,21.28815,58.037375,78.309125
36.21205,21.324,58.0719,78.44435
36.272,21.34595,58.134,78.591325
36.31785,21.3608,58.25495,78.616075
36.47315,21.421775,58.333725,79.071275
36.533775,21.48835,58.5015,79.279825
36.580775,21.56735,58.54815,79.358725
36.629775,21.5831,58.8013,79.463925
36.6828,21.611875,58.8103,79.484625
36.7418,21.62285,58.84835,79.638175
36.83585,21.6533,58.9112,79.6886
36.9274,21.6631,58.954,79.846025
36.9607,21.69295,59.14475,79.9232
37.043275,21.706325,59.24475,79.95985
37.1021,21.75585,59.269275,80.154375
37.156725,21.774,59.271,80.349725
37.216525,21.789475,59.719575,80.387675
37.44095,21.8091,59.771275,80.5111
37.479375,21.82545,59.80265,80.673975
37.51395,21.8621,59.887575,80.799225
37.544475,21.87765,60.010075,80.928725
37.57345,21.92965,60.026425,80.947975
37.69025,21.94085,60.041625,81.0831
37.76065,21.98295,60.085975,81.2867
37.811525,22.049025,60.14965,81.4636
37.8659,22.05995,60.187025,81.522075
38.0645,22.09125,60.308025,81.565925
38.1181,22.17,60.326075,81.578525
38.19505,22.202875,60.381575,81.66055
38.247075,22.221225,60.4329,81.749125
38.2985,22.254425,60.45795,81.887725
38.38595,22.2924,60.49625,81.96725
38.4838,22.30345,60.629175,82.114975
38.5772,22.3394,60.682225,82.141275
38.7359,22.3915,60.8678,82.25515
38.770775,22.418325,60.9594,82.2763
38.84705,22.45465,61.08205,82.342375
38.889875,22.463575,61.251975,82.427225
38.98795,22.48455,61.264525,82.60035
39.106725,22.53985,61.28025,82.68395
39.168775,22.55135,61.47965,82.693475
39.233375,22.590025,61.5875,82.74515
39.347775,22.655225,61.6013,82.799425
39.4059,22.66695,61.651475,82.944225
39.450125,22.78235,61.764025,82.9724
39.5226,22.814025,61.847725,83.042075
39.57685,22.8337,61.869425,83.221475
39.66675,22.8483,61.933025,83.253675
39.745825,22.89365,62.004775,83.417125
39.8409,22.9106,62.020225,83.714225
39.901,22.958125,62.0338,83.731925
39.937425,22.9716,62.214925,83.972375
39.9942,22.983925,62.23795,83.97685
40.060025,22.992075,62.30455,84.006275
40.138575,23.01145,62.392475,84.241175
40.294375,23.0365,62.745575,84.308025
40.34095,23.045425,62.763425,84.317075
