SPK_SPKC01a (inhibited),SPK_SPKC03a (excitation + inhibition),SPK_SPKC04a (excited),SPK_SPKC04b (inhibited),SPK_SPKC08a (inhibition + excitation),SPK_SPKC09a (excitation + inhibition),SPK_SPKC09b (no effect),SPK_SPKC12a (weak inhibition),SPK_SPKC16a (excited),SPK_SPKC16b (excited)
1411.544025,,,796.51355,2717.7628,1589.463775,,1816.8549,,1838.293425
1411.67765,,,796.5577,2717.8375,1589.51435,,1816.86945,,1838.458625
1411.699725,,,796.70685,2718.2704,1589.567575,,1816.935725,,1838.59275
1411.78055,,,796.778925,2718.416475,1589.849525,,1817.573825,,1838.606375
1411.807025,,,796.805075,2718.53075,1589.878775,,1817.720025,,1839.116975
1411.840125,,,796.91275,2718.71775,1589.937575,,1817.765875,,1839.20315
1411.915075,,,796.9375,2718.9023,1589.951325,,1817.890375,,1839.259825
1411.998375,,,796.986975,2719.0199,1589.978425,,1818.010075,,1839.458775
1412.060475,,,797.037525,2719.22585,1589.9854,,1818.0863,,1839.480025
1412.13275,,,797.0827,2719.733925,1590.01795,,1818.1065,,1839.56855
1412.15335,,,797.145075,2719.880125,1590.091175,,1818.25015,,1839.589975
1412.194575,,,797.15905,2719.955025,1590.196425,,1818.5142,,1840.031675
1412.221225,,,797.181675,2720.2281,1590.3051,,1818.586275,,1840.046725
1412.237075,,,797.210325,2720.44375,1590.330425,,1818.63305,,1840.089025
1412.474025,,,797.270975,2720.5236,1590.36875,,1818.697075,,1840.313125
1412.5158,,,797.2964,2720.564075,1590.3795,,1818.841875,,1840.346175
1412.594625,,,797.3255,2720.824575,1590.430975,,1819.111375,,1840.366325
1412.60385,,,797.37455,2720.847325,1590.468425,,1819.131475,,1840.5356
1412.664625,,,797.44635,2720.89525,1590.503025,,1819.30165,,1840.655625
1412.8036,,,797.65225,2720.987275,1590.5318,,1819.31295,,1840.673025
1412.8219,,,797.6948,2721.0482,1590.563,,1819.9377,,1840.686625
1412.9852,,,797.733,2721.363025,1590.631425,,1819.96845,,1840.803
1413.036825,,,797.763675,2721.377825,1590.807575,,1820.2857,,1840.868725
1413.093975,,,797.794875,2721.433625,1590.8333,,1820.404775,,1841.004475
1413.1245,,,797.82885,2721.707225,1590.8358,,1820.4455,,1841.497875
1413.179625,,,797.921075,2721.807425,1590.88915,,1820.480925,,1841.55705
1413.198025,,,798.042525,2722.0765,1590.92625,,1820.48695,,1841.558275
1413.2658,,,798.04995,2722.384225,1590.9449,,1820.53265,,1841.612475
1413.2676,,,798.06175,2722.44725,1590.9769,,1820.583925,,1841.7115
1413.29295,,,798.06365,2722.56995,1590.989625,,1820.665675,,1842.001825
1413.34255,,,798.096775,2722.6813,1591.0057,,1820.923775,,1842.095725
1413.5214,,,798.151625,2722.83835,1591.023975,,1821.152875,,1842.122925
1413.87365,,,798.163075,2722.9406,1591.051225,,1821.262075,,1842.17445
1413.997975,,,798.2087,2722.9822,1591.06475,,1821.269125,,1842.179875
1414.050875,,,798.262775,2722.99905,1591.13515,,1821.2936,,1842.2279
1414.055675,,,798.2928,2723.0359,1591.301175,,1821.323475,,1842.254225
1414.1286,,,798.2966,2723.848275,1591.343175,,1821.502275,,1842.527125
1414.306825,,,798.4173,2724.18215,1591.37215,,1821.596975,,1842.6172
1414.704625,,,798.469975,2724.26215,1591.416375,,1821.6363,,1842.65265
1414.8513,,,798.517075,2724.524325,1591.42935,,1821.639925,,1842.674625
1414.956275,,,798.555125,2724.637675,1591.456675,,1821.650925,,1842.727475
1415.28525,,,798.58125,2724.787075,1591.5771,,1821.7899,,1842.949825
1415.371575,,,798.67515,2724.95715,1591.785425,,1821.931175,,1842.980275
1415.455375,,,798.812725,2724.99925,1591.80555,,1822.016275,,1843.104575
1415.486175,,,798.847025,2725.07195,1591.847425,,1822.038125,,1843.20595
1415.54315,,,798.9137,2725.64305,1591.89085,,1822.1075,,1843.486975
1415.6192,,,798.95955,2725.7641,1591.90945,,1822.155275,,1843.9746
1415.895825,,,799.017425,2726.11085,1592.085575,,1822.2059,,1844.322925
1416.12255,,,799.04755,2726.3391,1592.115125,,1822.219275,,1844.340275
1416.185075,,,799.38455,2726.46215,1592.154175,,1822.2375,,1844.351025
1416.213025,,,799.514,2726.790025,1592.348375,,1822.3172,,1844.577825
1416.27095,,,799.685125,2727.025575,1592.3676,,1822.6722,,1844.8048
1416.629925,,,799.6875,2727.218125,1592.5236,,1822.793325,,1844.8423
1416.703525,,,799.760175,2727.35015,1592.561025,,1822.81175,,1844.9466
1416.765425,,,799.7731,2727.626975,1592.594875,,1822.838425,,1844.959325
1416.889625,,,799.8466,2727.642575,1592.617975,,1823.00235,,1844.97525
1416.9147,,,799.86925,2727.8054,1592.642525,,1823.0341,,1845.26225
1416.953275,,,799.872525,2728.17485,1592.675325,,1823.1948,,1845.273925
1417.03285,,,799.928325,2728.282575,1592.702525,,1823.384875,,1845.465875
1417.362475,,,799.96125,2728.380325,1592.775625,,1823.52895,,1845.537775
1417.368925,,,799.976625,2728.69785,1592.863475,,1823.61005,,1845.600225
1417.42115,,,799.9783,2728.71685,1592.9984,,1823.760225,,1845.61405
1417.47865,,,799.9856,2729.59525,1593.05765,,1823.7699,,1845.6292
1417.496275,,,800.0223,2729.708575,1593.092675,,1823.876225,,1845.7142
1417.74025,,,800.06305,2729.848125,1593.12525,,1823.9237,,1845.988125
1417.77295,,,800.281,2730.026225,1593.164075,,1823.96065,,1846.131225
1417.80305,,,800.3909,2730.0695,1593.4579,,1824.0428,,1846.269925
1418.001925,,,800.398125,2730.47235,1593.4637,,1824.0727,,1846.312275
1418.257075,,,800.443,2730.722625,1593.5377,,1824.101775,,1846.36095
1418.2939,,,800.492975,2730.909,1593.561475,,1824.155325,,1846.42995
1418.3392,,,800.551475,2731.1106,1593.683675,,1824.18315,,1846.52525
1418.4513,,,800.656225,2731.201875,1593.74185,,1824.1891,,1846.550575
1418.521875,,,800.844125,2731.29815,1593.784075,,1824.227475,,1846.749525
1418.617325,,,800.88735,2731.366125,1593.79615,,1825.067575,,1846.878975
1418.62455,,,800.943025,2731.386,1593.82265,,1825.0849,,1846.9807
1418.641475,,,800.9774,2731.3873,1593.857225,,1825.181175,,1847.02375
1418.699075,,,801.065425,2731.44245,1594.013,,1825.2772,,1847.084775
1418.7011,,,801.12115,2731.543025,1594.070875,,1825.45545,,1847.37775
1418.711925,,,801.168725,2731.6338,1594.103475,,1825.74415,,1847.398425
1418.803125,,,801.17175,2731.68765,1594.147575,,1825.81085,,1847.49055
1418.89475,,,801.231825,2731.722925,1594.175625,,1826.21785,,1847.53455
1419.3773,,,801.254425,2732.00305,1594.1805,,1826.3341,,1847.544575
1419.46855,,,801.2994,2732.0092,1594.222425,,1826.382575,,1847.737575
1419.55835,,,801.730775,2732.065975,1594.48,,1826.55635,,1847.83485
1419.627975,,,801.79775,2732.10065,1594.55225,,1826.759,,1847.88355
1419.6553,,,801.839275,2732.283,1594.5784,,1827.15975,,1847.93975
1419.7093,,,801.86595,2732.607375,1594.6362,,1827.51035,,1848.049625
1419.738,,,801.9983,2733.2422,1594.649525,,1827.536,,1848.09655
1419.7465,,,802.011425,2733.250375,1594.684325,,1827.568775,,1848.497875
1419.782425,,,802.104325,2733.4366,1594.88185,,1827.653775,,1848.5045
1419.7938,,,802.15285,2733.918725,1594.95895,,1828.0905,,1848.57595
1420.005625,,,802.167575,2733.999275,1594.966025,,1828.096875,,1848.618375
1420.0484,,,802.197175,2734.0961,1594.9803,,1828.109075,,1848.642925
1420.052625,,,802.1998,2734.191325,1594.9846,,1828.12015,,1848.70535
1420.404,,,802.2538,2734.396025,1595.041225,,1828.1508,,1848.86165
1420.44395,,,802.268025,2734.636575,1595.29095,,1828.215475,,1848.88275
1420.48865,,,802.335325,2734.761525,1595.316875,,1828.318975,,1848.92675
1420.51105,,,802.358025,2734.9597,1595.34365,,1828.34605,,1849.17595
1420.6103,,,802.36905,2735.109975,1595.406775,,1828.36385,,1849.239125
1420.690275,,,802.604675,2735.157725,1595.42475,,1828.3802,,1849.26625
1420.720575,,,802.6123,2735.46305,1595.531575,,1828.460775,,1849.351
1420.764225,,,802.631125,2735.85395,1595.575825,,1828.616325,,1849.3653
1420.90215,,,802.6639,2735.86435,1595.860175,,1828.635275,,1849.37165
1420.954675,,,802.810975,2736.18615,1595.906475,,1828.662875,,1849.400975
1420.974,,,802.9436,2736.286675,1595.932825,,1828.73975,,1849.470175
1421.051325,,,802.98145,2736.2918,1596.054925,,1828.743175,,1849.5262
1421.156725,,,803.007975,2736.681825,1596.245875,,1828.856975,,1849.545575
1421.166475,,,803.066,2737.309375,1596.2654,,1828.998675,,1849.557225
1421.24495,,,803.14925,2738.041975,1596.297375,,1829.31705,,1849.574275
1421.2792,,,803.1747,2738.097975,1596.3173,,1829.382475,,1849.594575
1421.302575,,,803.2223,2738.43195,1596.325325,,1829.759775,,1849.681575
1421.331225,,,803.2867,2738.672425,1596.566125,,1829.77335,,1849.69095
1421.358925,,,803.3462,2738.732725,1596.592275,,1829.775175,,1849.930875
1421.604925,,,803.37675,2738.94425,1596.634675,,1829.819,,1850.025125
1421.653125,,,803.387475,2739.024625,1596.68405,,1829.964325,,1850.082425
1422.003075,,,803.412675,2739.19955,1596.75585,,1830.031625,,1850.247175
1422.0061,,,803.43885,2739.385,1596.784025,,1830.228,,1850.26825
1422.010725,,,803.5083,2739.632725,1596.7998,,1830.399875,,1850.3132
1422.097675,,,803.615475,2739.68575,1596.944075,,1830.6024,,1850.36345
1422.4877,,,803.879675,2739.9607,1597.032825,,1830.6905,,1850.380575
1422.55105,,,804.068975,2740.545625,1597.15945,,1830.767525,,1850.38415
1422.60525,,,804.187475,2740.658275,1597.267475,,1830.8886,,1850.49725
1422.6917,,,804.196925,2740.910725,1597.314175,,1830.906,,1850.67045
1422.844775,,,804.253975,2740.9545,1597.355875,,1831.035375,,1851.072125
1422.911025,,,804.344075,2741.61495,1597.506475,,1831.26145,,1851.11555
1422.984475,,,804.3721,2742.0758,1597.587225,,1831.3271,,1851.123275
1422.999625,,,804.47355,2742.133275,1597.60595,,1831.421325,,1851.1972
1423.09255,,,804.54175,2742.40405,1597.665025,,1831.66905,,1851.281875
1423.1009,,,804.611175,2742.573375,1597.92105,,1831.6715,,1851.32745
1423.174425,,,804.627725,2742.746375,1597.97035,,1831.73795,,1851.3739
1423.210525,,,804.690075,2742.802075,1598.2529,,1832.279375,,1851.3839
1423.472575,,,804.6935,2742.916875,1598.484275,,1832.298825,,1851.5026
1423.74575,,,804.71635,2743.22785,1598.59825,,1832.33655,,1851.5629
1423.899375,,,804.887875,2743.337375,1598.65205,,1832.365875,,1851.65685
1423.9731,,,804.928625,2743.354725,1598.901625,,1832.41775,,1851.77335
1424.00125,,,805.08945,2743.569325,1599.0748,,1832.449075,,1851.822175
1424.04965,,,805.33875,2743.635675,1599.145325,,1832.521425,,1851.89715
1424.057275,,,805.340275,2743.678625,1599.228525,,1832.5235,,1851.899975
1424.089825,,,805.436675,2743.7228,1599.270275,,1832.72235,,1851.9502
1424.1609,,,805.54215,2743.92265,1599.305825,,1832.727975,,1851.97165
1424.2937,,,805.5688,2744.014725,1599.313225,,1832.90485,,1852.05185
1424.344275,,,805.60765,2744.0614,1599.3162,,1833.0043,,1852.099125
1424.4792,,,805.65875,2744.5178,1599.3529,,1833.1053,,1852.149125
1424.663425,,,805.679175,2744.5461,1599.49185,,1833.1544,,1852.230625
1424.680625,,,805.748175,2744.9211,1599.51435,,1833.2103,,1852.258075
1424.8033,,,805.8,2744.9899,1599.544375,,1833.21415,,1852.25925
1424.963,,,805.816525,2745.378625,1599.65645,,1833.248375,,1852.40245
1424.9823,,,805.8626,2745.655075,1599.8363,,1833.5878,,1852.773075
1425.220475,,,805.91645,2745.742025,1599.932475,,1833.786375,,1852.88905
1425.32525,,,805.996,2745.9636,1599.98435,,1833.818175,,1852.900725
1425.35065,,,806.028325,2746.003425,1600.010125,,1833.961925,,1852.998425
1425.362375,,,806.1499,2746.247775,1600.112975,,1833.976225,,1853.038775
1425.5345,,,806.20025,2746.256625,1600.2662,,1833.98055,,1853.05925
1425.7405,,,806.363925,2746.32105,1600.40685,,1834.011075,,1853.1621
1425.94025,,,806.42585,2747.02325,1600.737,,1834.08935,,1853.3333
1426.036075,,,806.45815,2747.2133,1600.783,,1834.0964,,1853.41125
1426.101125,,,806.51995,2747.774625,1600.843375,,1834.14245,,1853.4904
1426.112725,,,806.5623,2748.63795,1600.895625,,1834.239725,,1853.5072
1426.202625,,,806.565825,2748.661275,1600.919925,,1834.583225,,1853.792775
1426.345675,,,806.599775,2748.93735,1601.218775,,1834.636625,,1853.796725
1426.43455,,,806.643525,2749.015175,1601.307375,,1834.68445,,1853.9493
1426.452125,,,806.67875,2749.521475,1601.4096,,1834.758575,,1854.03975
1426.46035,,,806.703675,2749.702275,1601.681475,,1835.078125,,1854.573025
1426.48605,,,806.71575,2749.8592,1601.736675,,1835.24875,,1854.81065
1426.5101,,,806.763875,2749.931125,1601.7518,,1835.3457,,1855.043675
1426.564425,,,806.82975,2749.991675,1601.756775,,1835.42215,,1855.070525
1426.6459,,,806.94975,2750.2599,1601.8527,,1835.82705,,1855.271675
1426.93395,,,807.0175,2750.334075,1601.973275,,1835.988225,,1855.396175
1426.9444,,,807.22865,2750.5861,1602.2525,,1836.095425,,1855.4143
1426.995275,,,807.326125,2750.7173,1602.3505,,1836.1854,,1855.583975
1427.181725,,,807.36655,2750.90875,1602.366625,,1836.32595,,1855.799425
1427.248475,,,807.41825,2750.9581,1602.505975,,1836.399725,,1855.8787
1427.39525,,,807.478925,2750.964575,1602.678,,1836.535425,,1855.928575
1427.608775,,,807.544725,2751.083575,1602.689075,,1836.6379,,1856.219675
1427.740825,,,807.568925,2751.168625,1602.906525,,1836.709625,,1856.4771
1427.77305,,,807.657975,2751.676725,1602.951575,,1836.765275,,1856.504925
1428.0254,,,807.67795,2751.841325,1602.9888,,1836.97225,,1856.525
1428.2478,,,807.682675,2751.869025,1603.035725,,1837.1626,,1856.541325
1428.454075,,,807.7379,2751.88725,1603.110275,,1837.36965,,1856.71345
1428.469075,,,807.75915,2752.2895,1603.19705,,1837.446075,,1856.774625
1428.993875,,,807.803125,2752.329225,1603.29555,,1837.571375,,1857.29755
1429.00245,,,807.94265,2752.56795,1603.36135,,1837.870675,,1857.47615
1429.122675,,,807.9474,2752.6776,1603.39105,,1837.874675,,1857.6594
1429.211625,,,807.99755,2752.694475,1603.506325,,1837.929625,,1857.66355
1429.420125,,,808.055375,2752.758275,1603.5684,,1837.96435,,1857.682375
1429.616425,,,808.145025,2752.8863,1603.66615,,1838.242475,,1857.912475
1429.62965,,,808.199575,2753.008825,1603.8055,,1838.726925,,1857.973275
1430.298375,,,808.23135,2753.1199,1603.81035,,1838.765325,,1857.999225
1430.3769,,,808.392425,2753.285675,1603.82865,,1838.79095,,1858.014
1430.489925,,,808.442975,2753.3158,1603.841175,,1838.904475,,1858.40195
1430.5844,,,808.4827,2753.31905,1603.8466,,1839.032625,,1858.505875
1430.700825,,,808.488375,2753.3862,1603.86155,,1839.070425,,1858.56735
1430.756975,,,808.51915,2753.406625,1603.87505,,1839.077225,,1858.9762
1430.77485,,,808.521375,2753.824025,1604.070275,,1839.09615,,1859.06645
1430.9827,,,808.5609,2754.4213,1604.11435,,1839.302575,,1859.191775
1431.020925,,,808.628775,2754.44545,1604.167375,,1839.365075,,1859.224
1431.02365,,,808.71475,2754.6257,1604.175625,,1839.41335,,1859.383275
1431.0528,,,808.804225,2754.992475,1604.193925,,1839.532425,,1859.720025
1431.353375,,,808.847775,2755.144725,1604.29955,,1839.61665,,1859.7628
1431.4078,,,808.886625,2755.1617,1604.4416,,1839.661975,,1859.944275
1431.435225,,,808.96525,2755.297825,1604.489525,,1839.725225,,1859.945725
1431.541675,,,809.080075,2755.62765,1604.4995,,1839.783,,1859.9702
1431.6778,,,809.18425,2755.790075,1604.5198,,1839.977625,,1859.978575
1431.743875,,,809.2343,2755.816375,1604.80205,,1840.0467,,1859.98395
1431.759925,,,809.303425,2755.831875,1604.829075,,1840.074275,,1859.999225
1431.92065,,,809.354125,2755.986625,1604.871925,,1840.102125,,1860.003425
1432.14355,,,809.4129,2755.99785,1604.89615,,1840.548375,,1860.011175
1432.545475,,,809.455175,2756.074475,1604.90835,,1840.711525,,1860.021975
1432.588125,,,809.460975,2756.087525,1604.97,,1840.908825,,1860.03385
1432.607825,,,809.4992,2756.455875,1604.972425,,1840.92365,,1860.064575
1432.619575,,,809.530775,2756.4625,1605.01235,,1840.98205,,1860.0667
1432.685,,,809.583025,2756.531875,1605.0782,,1841.2258,,1860.084675
1432.713375,,,809.63735,2756.761175,1605.1996,,1841.4245,,1860.114525
1432.85015,,,809.693075,2756.971625,1605.235025,,1841.493775,,1860.126625
1432.927425,,,809.747025,2757.643225,1605.239625,,1841.605875,,1860.13525
1433.084525,,,809.788025,2757.755775,1605.249825,,1841.7724,,1860.146875
1433.3886,,,809.82725,2758.159825,1605.4956,,1841.786275,,1860.163725
1433.6806,,,809.894625,2758.44035,1605.634075,,1841.938775,,1860.177225
1433.683,,,809.9095,2759.148825,1605.692575,,1842.200275,,1860.2106
1433.704975,,,809.99285,2759.361025,1605.777425,,1842.21175,,1860.228575
1434.104075,,,810.01465,2759.54425,1605.8187,,1842.639475,,1860.23
1434.70215,,,810.1056,2759.5754,1606.10715,,1842.644675,,1860.24335
1434.829825,,,810.1867,2760.00445,1606.15855,,1842.6692,,1860.2534
1435.0911,,,810.293725,2761.17105,1606.232025,,1843.051625,,1860.255275
1435.17385,,,810.321025,2761.2239,1606.257875,,1843.0624,,1860.3033
1436.01755,,,810.508475,2761.31055,1606.28875,,1843.19045,,1860.343975
1436.027,,,814.49145,2761.402475,1606.294175,,1843.3088,,1860.3463
1436.457025,,,816.439325,2761.719575,1606.317125,,1843.42465,,1860.351
1436.510075,,,817.3913,2762.142975,1606.674625,,1843.65275,,1860.363125
1436.515325,,,818.523375,2762.439475,1606.7364,,1843.682275,,1860.379475
1436.54075,,,818.815625,2763.424925,1607.2547,,1843.7198,,1860.38445
1436.9211,,,824.515275,2763.442975,1607.295525,,1843.952,,1860.3894
1436.9486,,,825.2778,2763.5703,1607.3108,,1844.00345,,1860.40595
1436.967825,,,825.502875,2763.7176,1607.3461,,1844.0116,,1860.4079
1436.999525,,,827.859875,2763.774125,1607.398125,,1844.03295,,1860.48145
1437.055375,,,827.911,2763.7864,1607.837775,,1844.5129,,1860.483975
1437.070325,,,829.28265,2764.1086,1607.933875,,1844.588,,1860.510075
1437.1172,,,829.469675,2764.156225,1608.025175,,1844.660325,,1860.530225
1437.2252,,,829.79855,2764.182175,1608.07315,,1844.974075,,1860.5429
1437.3328,,,832.355425,2764.2622,1608.43475,,1845.016225,,1860.558875
1437.65545,,,832.45055,2764.446375,1608.451875,,1845.023075,,1860.57015
1437.67255,,,835.133125,2765.14495,1608.548725,,1845.188325,,1860.57245
1437.684125,,,835.196825,2765.206775,1608.91005,,1845.439075,,1860.5883
1437.70155,,,835.271925,2765.390925,1608.950775,,1845.484375,,1860.643775
1437.715375,,,835.630725,2765.427025,1608.953775,,1845.6693,,1860.6665
1437.744025,,,835.908175,2765.4952,1608.96875,,1845.71825,,1860.6792
1438.2895,,,837.2194,2765.8249,1608.992275,,1845.806825,,1860.68485
1438.45885,,,837.311175,2765.8452,1609.014475,,1845.861425,,1860.6921
1438.634425,,,837.8254,2766.12675,1609.114475,,1845.944225,,1860.72975
1438.672025,,,838.331075,2766.4813,1609.164825,,1845.99705,,1860.780125
1438.9833,,,838.372675,2766.531575,1609.30265,,1846.012325,,1860.815175
1439.038075,,,838.622725,2766.639475,1609.448875,,1846.256025,,1860.823175
1439.16465,,,838.7657,2766.6411,1609.571275,,1846.298325,,1860.831125
1439.303525,,,838.847075,2766.675475,1609.580575,,1846.356,,1860.84145
1439.589975,,,839.089275,2766.971425,1609.6531,,1846.437825,,1860.86625
1439.9833,,,840.1391,2766.985225,1609.6776,,1846.46485,,1860.8689
1440.05,,,840.242225,2767.00895,1609.6823,,1846.698975,,1860.89295
1440.056025,,,841.180975,2767.2364,1609.75605,,1846.709725,,1860.938925
1440.23675,,,841.3864,2767.259425,1609.89255,,1846.784925,,1860.972725
1440.2479,,,841.52685,2767.275025,1610.227825,,1846.8024,,1861.008925
1440.28195,,,841.7101,2767.533575,1610.25475,,1846.906525,,1861.026425
1440.36345,,,841.752775,2767.6557,1610.5371,,1846.937,,1861.089725
1440.487725,,,845.023075,2768.07685,1610.597575,,1847.014975,,1861.097575
1440.493975,,,845.528475,2768.09995,1610.600375,,1847.143175,,1861.103175
1440.64075,,,845.775775,2768.14985,1610.70715,,1847.2123,,1861.11055
1440.722625,,,845.852975,2768.369525,1610.768475,,1847.262925,,1861.1195
1440.958,,,846.1148,2768.404925,1610.9881,,1847.30285,,1861.13715
1441.07115,,,846.3769,2768.48085,1611.170175,,1847.38875,,1861.14195
1441.188125,,,846.485925,2768.503875,1611.18685,,1847.41095,,1861.1588
1441.200025,,,846.570475,2768.931225,1611.243425,,1847.575375,,1861.188575
1441.290275,,,846.995175,2769.10855,1611.25115,,1848.040375,,1861.21505
1441.454425,,,847.36005,2769.129925,1611.29135,,1848.070825,,1861.240825
1441.704125,,,847.6155,2769.22315,1611.3827,,1848.128975,,1861.36835
1442.750525,,,847.8481,2769.5329,1611.400075,,1848.139625,,1861.389175
1442.7629,,,848.1939,2769.841675,1611.4909,,1848.3183,,1861.417725
1442.904825,,,848.36965,2770.02175,1611.763275,,1848.375475,,1861.447275
1443.178425,,,848.6077,2770.0865,1611.783525,,1848.863325,,1861.465175
1443.39335,,,848.73375,2770.193275,1611.829675,,1849.317575,,1861.47935
1443.596325,,,848.943,2770.203725,1611.841175,,1849.33205,,1861.511925
1444.2704,,,849.0104,2770.24205,1611.8472,,1849.4099,,1861.51485
1444.41005,,,849.15875,2770.269,1611.865575,,1849.61445,,1861.541625
1444.551675,,,849.605575,2770.332325,1611.883375,,1849.812775,,1861.5482
1444.994375,,,849.677675,2770.384075,1611.904925,,1850.05935,,1861.5508
1445.12665,,,850.100875,2770.467,1612.002725,,1850.11625,,1861.56755
1445.260575,,,850.172125,2770.689025,1612.011375,,1850.176425,,1861.56975
1445.47225,,,850.345525,2770.74815,1612.017925,,1850.415825,,1861.587125
1445.57435,,,850.40595,2770.92555,1612.03015,,1850.587375,,1861.649925
1445.5941,,,850.443075,2771.121875,1612.101425,,1850.6509,,1861.66115
1446.075125,,,850.558375,2771.329175,1612.1242,,1850.65735,,1861.666375
1446.3359,,,850.604975,2771.56025,1612.342525,,1850.720625,,1861.707375
1446.420925,,,850.6996,2772.34485,1612.459225,,1851.098725,,1861.769375
1446.465,,,850.7382,2772.577025,1612.467425,,1851.2027,,1861.8531
1446.5149,,,850.8177,2772.631925,1612.4835,,1851.5244,,1861.860275
1446.571175,,,851.0506,2772.6691,1612.48945,,1851.5523,,1861.950875
1446.603275,,,851.11245,2772.720075,1612.52365,,1851.595375,,1861.980875
1446.80875,,,851.1548,2772.990625,1612.599225,,1851.688275,,1861.99125
1447.1363,,,851.2056,2773.072775,1612.617425,,1851.971275,,1862.0033
1447.203475,,,851.2465,2773.380675,1612.71405,,1852.549,,1862.081025
1447.304525,,,851.28385,2773.65695,1612.742775,,1852.7937,,1862.106475
1447.35955,,,851.33005,2773.69935,1612.81075,,1852.803025,,1862.12345
1447.573175,,,851.395925,2773.812925,1612.8437,,1853.10985,,1862.15985
1448.16345,,,851.511925,2773.8538,1612.8568,,1853.296325,,1862.37695
1449.122725,,,851.6265,2774.383675,1612.945275,,1853.5939,,1862.37985
1449.91465,,,851.69215,2774.6778,1613.0017,,1853.761625,,1862.47655
1450.359425,,,851.75015,2774.712675,1613.00685,,1854.0069,,1862.75085
1450.51705,,,851.792675,2774.757225,1613.009575,,1854.01525,,1862.8061
1451.203525,,,851.894025,2775.4137,1613.2485,,1854.08355,,1862.80705
1451.215775,,,852.12515,2775.75345,1613.31685,,1854.24785,,1862.83405
1451.268775,,,852.190725,2775.8642,1613.3462,,1854.259575,,1862.83985
1451.63145,,,852.333325,2776.0008,1613.42595,,1854.354375,,1862.8484
1451.702525,,,852.40425,2776.098075,1613.472475,,1854.39215,,1862.8859
1451.81145,,,852.56755,2776.2005,1613.510525,,1854.424275,,1862.89185
1452.06865,,,852.738,2776.22435,1613.59705,,1854.436925,,1862.9372
1452.139025,,,852.79335,2776.452525,1613.608425,,1854.4865,,1862.96815
1452.16085,,,852.911,2776.526925,1613.6313,,1854.667675,,1863.00415
1452.326,,,852.98405,2776.5322,1613.67585,,1854.890025,,1863.0232
1452.572525,,,853.06765,2776.842125,1613.69015,,1855.039175,,1863.039325
1452.900425,,,853.15565,2776.894875,1613.895775,,1855.2751,,1863.086125
1452.928975,,,853.2212,2777.455625,1613.9499,,1855.381625,,1863.103375
1453.055,,,853.36805,2777.6292,1613.996775,,1855.851775,,1863.1114
1453.1068,,,853.4567,2777.808,1614.010225,,1855.887075,,1863.18065
1453.209175,,,853.58155,2778.072125,1614.05385,,1855.9352,,1863.200375
1453.354575,,,853.639775,2778.2382,1614.059025,,1855.975625,,1863.2144
1453.458875,,,853.764425,2778.387725,1614.11815,,1856.04755,,1863.236575
1454.11125,,,853.8289,2778.53875,1614.332325,,1856.09075,,1863.240325
1454.372925,,,853.883375,2778.562625,1614.511125,,1856.187875,,1863.4576
1454.573975,,,853.93195,2778.61295,1614.527125,,1856.30385,,1863.49155
1454.72425,,,853.995275,2778.722675,1614.5603,,1856.391325,,1863.5387
1454.752975,,,854.0498,2778.749425,1614.572675,,1856.438975,,1863.619425
1454.9643,,,854.163775,2778.83135,1614.5767,,1856.5857,,1863.65155
1455.388575,,,854.205525,2778.837925,1614.85335,,1856.615475,,1863.6955
1455.882725,,,854.229125,2778.96055,1614.937875,,1856.8739,,1863.7096
1455.905325,,,854.38635,2779.124125,1615.038675,,1857.004275,,1863.7282
1456.03865,,,854.49075,2779.3379,1615.117525,,1857.18535,,1863.7396
1456.186425,,,854.557675,2779.4733,1615.329275,,1857.199675,,1863.745525
1456.238625,,,854.6083,2779.5563,1615.35725,,1857.26945,,1863.796875
1456.3132,,,854.68815,2779.6368,1615.421625,,1857.3538,,1863.824325
1456.370425,,,854.8522,2779.8594,1615.457025,,1857.47425,,1863.869325
1456.629325,,,854.961025,2780.186,1615.56975,,1857.546125,,1863.9053
1456.717675,,,855.070825,2780.303625,1615.782475,,1857.726375,,1863.9476
1457.041125,,,855.12045,2780.526175,1615.84395,,1857.7344,,1864.02585
1457.69565,,,855.2207,2780.585925,1615.906075,,1857.876225,,1864.039525
1457.941725,,,855.434275,2780.754975,1615.968925,,1857.9427,,1864.048375
1457.956375,,,855.569625,2781.041,1616.038175,,1857.952175,,1864.12995
1458.1462,,,855.621425,2781.1551,1616.09985,,1858.00215,,1864.337575
1458.65065,,,855.665925,2781.3462,1616.223025,,1858.023375,,1864.36805
1458.752525,,,855.729425,2781.92575,1616.2778,,1858.064725,,1864.436225
1459.075375,,,855.77715,2781.982025,1616.366325,,1858.094875,,1864.44005
1459.450925,,,855.82265,2782.0126,1616.404675,,1858.160725,,1864.463475
1459.611475,,,855.901525,2782.1799,1616.414875,,1858.5043,,1864.56845
1459.83285,,,856.0102,2782.2079,1616.53655,,1858.659575,,1864.604275
1459.938725,,,856.1221,2782.4966,1616.57015,,1858.67225,,1864.730025
1460.0268,,,856.18645,2782.621475,1616.672325,,1858.695575,,1864.7393
1460.598825,,,856.271075,2782.707275,1616.809075,,1858.804675,,1864.835975
1460.771075,,,856.315,2782.783775,1616.870875,,1858.956925,,1864.85455
1460.937175,,,856.3645,2783.308025,1616.881525,,1859.176175,,1864.87295
