SPK_SPKC01a (inhibited),SPK_SPKC03a (excitation + inhibition),SPK_SPKC04a (excited),SPK_SPKC04b (inhibited),SPK_SPKC08a (inhibition + excitation),SPK_SPKC09a (excitation + inhibition),SPK_SPKC09b (no effect),SPK_SPKC12a (weak inhibition),SPK_SPKC16a (excited),SPK_SPKC16b (excited)
6.753225,61.202325,210.495675,24.39425,103.745875,26.142025,8.3728,16.815575,865.0838,13.107
6.76085,61.41255,212.5539,24.4797,103.776075,26.159,8.40655,16.843075,867.62395,13.146325
6.78725,61.612375,213.5302,24.5358,103.842675,26.372,8.40905,16.84995,867.95415,13.238
6.814875,61.7037,214.61785,24.566425,103.961075,26.3895,8.5736,16.851375,873.921825,13.28425
6.885775,61.7386,215.65995,24.6218,103.998225,26.486975,8.6564,16.855825,884.7294,13.33255
6.903925,61.803375,215.690675,24.6981,104.997225,26.58835,8.690125,16.9256,885.900525,13.345175
6.91025,62.0388,216.433425,24.75735,105.57465,26.591925,8.720025,16.983925,907.69835,13.42245
6.934125,62.472275,217.387475,24.8051,105.975475,26.659275,8.7549,17.036175,914.138025,13.4554
6.981575,62.506025,217.794625,25.3896,107.105825,26.74395,8.790325,17.04135,921.0007,13.46965
7.0213,63.101,218.020325,25.59635,107.9178,26.833125,8.8855,17.04695,923.004625,13.5084
7.02855,63.24365,218.367725,26.0211,109.2928,26.85175,8.9187,17.055625,927.555275,13.602175
7.03535,63.348575,218.556575,26.419675,110.379175,26.960475,8.9504,17.1033,930.678175,13.603475
7.06265,63.7124,218.754025,26.61705,110.584125,27.053075,8.99025,17.1537,931.914375,13.617475
7.07065,64.381175,219.93285,26.669575,111.270075,27.2736,9.019575,17.16945,932.398225,13.708075
7.094525,64.41965,220.172725,26.7377,111.632275,27.33765,9.053625,17.186875,945.07615,13.79075
7.118775,64.65575,221.585125,26.86055,112.0422,27.35325,9.082175,17.20725,959.392975,13.854725
7.1326,64.811225,222.648575,26.945625,115.74005,27.396525,9.10175,17.343775,960.922425,13.948225
7.153175,65.06935,226.5686,26.9906,116.1063,27.4662,9.107525,17.434525,968.6006,14.060075
7.168775,65.146075,228.585975,27.04285,116.79865,27.483775,9.14775,17.51935,976.02575,14.139225
7.19795,65.262925,230.172475,27.20055,117.423,27.856625,9.186025,17.55315,987.600825,14.18905
7.2045,65.43955,232.340225,27.25235,118.485225,28.242625,9.219925,17.6292,1004.313875,14.2679
7.20845,65.844375,232.84495,27.3594,118.558425,28.37985,9.2604,17.65035,1004.45045,14.3716
7.232225,66.0332,235.3837,27.3628,119.332075,28.402925,9.286425,17.66435,1004.608,14.3829
7.248,66.2153,236.0907,27.37545,119.396975,28.45315,9.3042,17.7219,1005.529375,14.4004
7.31605,66.5211,238.059275,27.439675,121.26565,28.570375,9.35085,17.74435,1008.547225,14.440825
7.349075,66.545825,239.28395,27.483575,121.719075,28.761975,9.419025,17.885925,1015.04805,14.480075
7.36685,66.7433,242.278975,27.564925,121.8245,28.7666,9.472775,17.918775,1015.068975,14.501125
7.397675,66.845925,243.547725,27.6859,122.98875,28.7909,9.542675,18.0215,1016.517025,14.55025
7.416175,66.92945,244.41015,27.9837,124.191675,28.86225,9.581925,18.05125,1020.01465,14.5866
7.424925,67.5638,244.66425,28.116325,124.68095,29.2931,9.611875,18.10505,1020.0175,14.607825
7.4443,67.799925,245.399225,28.22605,125.49945,29.303575,9.62495,18.127825,1020.56365,14.662275
7.466625,67.9446,246.3343,28.402775,126.305725,29.5216,9.64305,18.1444,1020.6878,14.7786
7.5038,68.10565,246.347875,28.809275,126.42975,29.740075,9.64705,18.2464,1021.6333,14.813075
7.518525,68.31115,247.450775,28.95895,126.65055,29.76645,9.6937,18.252725,1021.67475,14.81805
7.5322,68.483125,248.946375,28.980425,127.122175,29.8045,9.711775,18.2559,1021.799675,14.82255
7.539325,68.54415,249.982075,29.01905,127.28215,29.80805,9.721775,18.3932,1022.5556,14.826575
7.5534,68.61985,251.63585,29.045425,127.4253,29.86155,9.738775,18.39845,1022.962525,14.834475
7.56955,68.683675,253.74965,29.19425,127.439825,29.96885,9.748225,18.47125,1023.161525,14.842
7.60065,68.705125,256.76,29.52145,127.549075,30.06515,9.751925,18.482325,1023.7727,14.935875
7.61725,68.744225,257.110225,29.5423,127.74745,30.280225,9.7806,18.48585,1023.77555,15.015225
7.627575,69.02475,259.84595,29.708775,127.93865,30.4122,9.8056,18.658775,1024.73785,15.1934
7.644575,69.147025,260.7811,29.849275,129.067975,30.4221,9.84935,18.78525,1025.999825,15.4936
7.6496,69.206725,263.41525,30.006825,130.1414,30.438775,9.86125,18.821225,1029.7273,15.5065
7.70025,69.691925,269.6643,30.051025,130.617875,30.44185,9.902775,18.877325,1034.463125,15.5522
7.712225,69.710075,270.463225,30.092625,130.634425,30.453925,9.917825,18.933675,1035.6084,15.601875
7.732725,69.9396,271.020925,30.102825,131.285425,30.562125,9.92895,18.971375,1048.920725,15.6184
7.738025,70.038925,273.530875,30.2289,132.245975,30.672525,9.98165,18.980825,1055.594975,15.70735
7.75275,70.07385,273.57965,30.24325,133.0441,30.722875,10.0127,18.999325,1090.3921,15.83265
7.760075,70.29235,274.83845,30.3541,133.09245,30.7351,10.0153,19.1504,1098.427425,15.998525
7.763775,70.351725,276.34225,30.3829,133.11525,30.74445,10.016875,19.173425,1107.155625,16.047925
7.7752,71.0913,276.401075,30.465625,134.5646,31.131025,10.072525,19.29505,1115.296025,16.10365
7.7969,71.32705,278.6713,30.48215,135.35215,31.192425,10.0988,19.323375,1136.891875,16.2542
7.8071,71.902425,280.182825,30.501475,135.620275,31.214025,10.136225,19.329725,1152.50135,16.25865
7.83235,71.93785,280.807475,30.514175,136.499675,31.3191,10.1772,19.395825,1162.3266,16.544975
7.838675,72.039475,280.992675,30.61845,136.8989,31.37445,10.21525,19.449925,1193.16165,16.61735
7.85045,72.137175,282.574375,30.6536,137.631225,31.41015,10.26305,19.587625,1200.372525,16.695625
7.8621,72.33305,283.849275,30.694875,139.22905,31.4485,10.3093,19.61615,1200.4361,16.73205
7.864425,72.464875,288.91715,30.752525,139.875275,31.4509,10.367775,19.6675,1208.7134,16.74685
7.89215,72.48505,289.91245,30.88255,140.42985,31.468125,10.41355,19.69635,1229.99675,16.7889
7.894475,72.683175,291.229925,30.928225,140.585675,31.5501,10.444875,19.812725,1230.038675,16.790775
7.906875,73.4971,292.38725,31.042225,140.6522,31.569375,10.4783,19.9123,1230.105875,16.7958
7.9326,73.6339,293.5703,31.0466,140.7371,31.736375,10.52955,19.934975,1230.1079,16.80725
7.94495,73.669725,297.865625,31.170875,140.8293,31.7489,10.533125,19.957025,1230.172925,16.817275
7.946825,74.0627,298.4574,31.2371,141.3172,31.9106,10.55105,20.0979,1230.25655,16.825625
7.98395,74.5259,309.498475,31.260225,141.6168,31.9441,10.63085,20.119325,1230.28265,16.845275
8.02215,74.805525,310.88495,31.49165,141.650775,32.147575,10.63265,20.2112,1230.4992,16.896525
8.0303,74.818625,317.50865,31.6482,141.822125,32.291675,10.689225,20.251825,1231.956225,16.95165
8.04055,74.87875,319.1084,31.748775,141.859075,32.3965,10.7146,20.2582,1232.012775,16.983925
8.060775,74.898625,323.258575,31.878625,141.944425,32.549575,10.735325,20.309425,1235.934625,17.007875
8.06925,75.11395,323.926625,31.883475,142.1142,32.7579,10.7991,20.355075,1244.5909,17.152525
8.08585,75.566125,324.01555,31.939425,142.188875,33.008225,10.868625,20.36785,1280.604725,17.1611
8.1005,75.77245,324.4959,31.997525,142.9421,33.228125,10.87275,20.574925,1284.853,17.16705
8.1189,75.821725,326.607775,32.0146,143.410975,33.468025,10.8882,20.594325,1287.693425,17.190675
8.121675,75.845025,327.353875,32.21045,143.679525,33.876425,10.967475,20.6046,1310.646475,17.209625
8.13565,76.131275,327.683825,32.249125,143.929025,33.9419,10.9748,20.640325,1351.9212,17.2244
8.14925,76.44465,328.067025,32.30015,144.751675,34.1097,10.978975,20.69695,1362.51265,17.239575
8.16165,76.459375,329.7853,32.322375,146.160275,34.242675,10.985525,20.768275,1367.824325,17.28335
8.16445,76.51505,329.979375,32.36885,146.76045,34.6116,11.015325,20.77425,1368.391125,17.379475
8.173675,76.666475,331.33275,32.5367,147.33835,34.702775,11.06945,20.810725,1368.71705,17.437025
8.194175,76.833025,332.46245,32.561175,147.38485,34.749675,11.08405,20.963275,1369.014175,17.51825
8.20185,77.170125,333.18465,32.6006,147.566225,34.76635,11.10335,20.986025,1371.2647,17.563225
8.22615,77.32665,335.2175,32.6928,147.840025,34.796675,11.152575,21.036625,1400.7325,17.582925
8.230975,77.381225,335.577325,32.782625,148.3751,34.8498,11.1612,21.14095,1413.668,17.627775
8.2861,77.595075,335.963675,32.948275,148.4101,34.854225,11.1924,21.405725,1425.873525,17.6312
8.288825,77.61395,337.0749,33.1439,149.1618,34.8799,11.2569,21.57055,1427.427875,17.6602
8.299,77.72735,337.829075,33.16915,149.32935,34.947625,11.336075,21.583275,1439.9788,17.82375
8.31565,77.9575,339.588325,33.2169,149.38115,35.075625,11.3664,21.709075,1440.0054,17.874225
8.366025,78.256925,340.3184,33.36135,149.559275,35.155,11.40605,21.738575,1440.3094,17.9873
8.3739,78.798125,340.990675,33.44965,149.624025,35.309925,11.424175,21.75105,1440.332025,18.04675
8.387825,78.82685,343.3303,33.489275,149.687525,35.469475,11.4712,21.863025,1440.338875,18.191525
8.39475,79.19565,345.296525,33.689625,149.716125,35.58525,11.49405,21.92285,1440.6134,18.249325
8.413,79.241575,345.8093,33.72885,149.80465,35.79455,11.52055,21.980425,1440.61835,18.325725
8.434175,80.0043,350.80225,33.7557,149.806125,35.81615,11.565725,22.017475,1440.6208,18.35265
8.479275,81.728875,350.868075,33.768525,149.9659,35.888025,11.577575,22.02425,1441.6402,18.354925
8.492475,81.842225,353.118675,33.87625,150.167975,35.92735,11.619275,22.041275,1442.836725,18.38175
8.496425,82.390525,353.66,34.004625,150.3884,36.016275,11.6477,22.09865,1444.5446,18.421475
8.5155,82.753775,366.6632,34.043675,150.865,36.020625,11.679225,22.197275,1446.169325,18.44465
8.526725,83.255425,369.91985,34.144225,151.49,36.0854,11.743925,22.2931,1446.22245,18.450275
8.530175,83.619375,379.8454,34.158475,151.70335,36.097425,11.7717,22.2978,1446.80305,18.483975
8.53585,83.88725,380.709,34.176675,152.104725,36.15815,11.80725,22.353475,1447.46415,18.49755
8.54725,83.94435,381.004475,34.33575,153.190975,36.21775,11.8404,22.4574,1453.694475,18.548875
8.5516,84.1846,384.049675,34.4355,153.892525,36.295725,11.88995,22.554625,1456.752,18.559775
8.562225,84.4901,384.584225,34.444125,153.94805,36.411375,11.9181,22.581675,1468.129525,18.614375
8.56285,84.502025,387.80095,34.458625,154.114225,36.505275,11.93375,22.94105,1469.7186,18.6288
8.565375,84.69875,403.220125,34.5815,154.165825,36.76275,11.95775,23.040125,1474.4056,18.804225
8.574325,84.7456,404.605075,34.659475,154.1673,36.82935,11.979825,23.16845,1476.082975,18.87165
8.578525,85.587675,404.96565,34.724225,154.2516,36.863575,11.997075,23.254225,1502.493525,18.903475
8.589425,85.82145,406.346525,34.74145,155.1951,37.018475,12.031825,23.3176,1507.09795,18.93255
8.596925,86.14735,413.5488,34.972475,155.370825,37.056225,12.096575,23.3589,1516.620025,19.00295
8.611325,86.46405,416.611675,35.022875,155.979575,37.119225,12.1295,23.4406,1534.486225,19.096025
8.6288,86.47885,428.602925,35.0437,156.456625,37.17115,12.15145,23.465775,1534.77015,19.1262
8.644675,86.5093,436.337575,35.051575,156.7092,37.230125,12.183925,23.641125,1537.835025,19.150375
8.6726,86.560775,439.197625,35.258425,156.763475,37.3152,12.204925,23.662625,1538.07095,19.26465
8.69065,86.6644,446.03415,35.286225,156.986475,37.40145,12.20755,23.7933,1539.385375,19.366625
8.70165,86.6877,446.68495,35.33185,157.95125,37.58765,12.221325,24.0632,1543.418425,19.375275
8.721725,86.729375,451.28495,35.383025,158.459475,37.638175,12.24145,24.109275,1544.405225,19.38775
8.742175,86.776025,452.29855,35.509225,158.461275,37.9392,12.264125,24.1394,1544.76015,19.3936
8.743625,86.784725,454.93705,35.5632,158.730475,37.947875,12.3252,24.3117,1548.97825,19.39585
8.753925,86.8021,460.901875,35.598175,158.868,38.417425,12.32925,24.34845,1551.06815,19.464125
8.836975,87.062375,489.48495,35.67435,159.19,38.46405,12.33725,24.7074,1553.7932,19.47895
8.859175,87.1384,490.491675,35.69185,159.837975,38.71515,12.36655,24.786325,1560.3961,19.4952
8.869825,87.236575,495.875175,35.906825,160.259075,38.94025,12.37065,24.851625,1561.21115,19.573175
8.9113,87.3985,507.22425,35.9191,160.31165,38.942375,12.3868,25.128925,1568.5428,19.602275
8.913,87.556725,507.377625,35.9686,160.38135,39.0014,12.3981,25.202125,1569.3491,19.63455
8.929425,87.56635,510.289075,35.97865,160.775725,39.23995,12.423325,25.22835,1576.53345,19.649
8.9349,87.582075,511.6371,36.097175,161.041625,39.30435,12.439975,25.250275,1578.1648,19.6665
8.944725,87.6367,518.4141,36.1354,161.562875,39.36295,12.444,25.36125,1584.415375,19.679975
8.951375,87.901625,521.611325,36.158,161.605525,39.44645,12.4683,25.512725,1591.074575,19.716375
8.960225,87.935575,523.237825,36.1841,161.65065,39.453775,12.474975,25.712875,1595.194825,19.71815
8.9873,88.0716,523.76255,36.252725,162.1186,39.473425,12.4925,25.827275,1595.54455,19.7602
8.999625,88.334,526.4682,36.3396,162.2769,39.619675,12.503475,25.97345,1600.272075,19.8303
9.01455,88.418125,532.3402,36.3539,162.438575,39.781625,12.50805,26.110775,1617.750425,19.84705
9.018475,88.428,534.987025,36.65,163.2069,39.8051,12.52985,26.13065,1622.406075,19.923225
9.026575,88.676425,539.595375,36.760125,163.71355,39.829475,12.5594,26.1609,1642.04235,20.014775
9.042375,88.8988,541.252625,36.7939,164.547825,39.920525,12.604925,26.3948,1648.7311,20.08805
9.061025,88.923725,542.504475,36.820175,164.798425,39.938125,12.62615,26.4638,1649.3199,20.14475
9.079425,89.02895,544.125775,36.9311,165.357575,39.943675,12.6519,26.51465,1649.96085,20.177725
9.128275,89.2356,544.237175,37.000225,165.49345,39.973425,12.66625,26.74135,1650.040925,20.22205
9.1409,89.2394,544.65725,37.14665,165.96715,40.03975,12.68855,26.995075,1650.1472,20.2547
9.14785,89.2732,548.58835,37.215325,166.00225,40.07285,12.741525,27.045375,1650.241275,20.2869
9.1628,89.648175,555.204875,37.241975,166.696575,40.374625,12.758975,27.31785,1650.247425,20.292125
9.1891,89.742975,559.88245,37.36925,166.704325,40.5268,12.836975,27.3504,1650.252425,20.34275
9.1955,90.01595,565.24405,37.4189,166.959675,40.53625,12.871875,27.36295,1650.264775,20.40615
9.257975,90.579325,566.602825,37.597875,167.110475,40.6049,12.899675,27.396425,1650.643175,20.48655
9.26025,90.79095,567.102075,37.66075,167.459875,40.621275,12.9296,27.39965,1650.6706,20.488975
9.271575,91.06005,567.657675,37.735225,167.86595,40.64615,12.979725,27.429775,1651.32815,20.50245
9.3008,91.45095,568.2554,37.7625,168.537325,40.82995,13.001825,27.45645,1654.76435,20.557775
9.303975,92.1637,573.564725,37.879775,168.688825,40.977075,13.036625,27.745425,1655.107725,20.826375
9.3049,92.25415,580.20195,37.917775,169.084375,41.001825,13.045875,27.9994,1655.710875,20.8349
9.307225,92.47255,591.707725,37.990475,169.9331,41.17905,13.0664,28.04735,1664.56235,20.8506
9.3139,92.660525,593.394925,38.20965,170.3041,41.377425,13.105275,28.0987,1667.122375,20.951725
9.3405,93.02425,600.054125,38.2427,170.64065,41.469925,13.1298,28.116475,1670.9572,20.988325
9.354675,93.2803,600.126525,38.31765,170.7322,41.541675,13.1738,28.19665,1705.188225,20.99105
9.365725,93.52475,600.154925,38.361575,171.11305,41.6188,13.212725,28.246425,1717.7067,21.096075
9.379125,93.581225,600.330575,38.432125,171.2256,41.7141,13.2348,28.2673,1718.76105,21.1094
9.386525,94.114225,601.543175,38.48255,171.282025,41.8106,13.26975,28.3277,1722.353625,21.1169
9.392525,94.38885,601.745975,38.629675,171.402075,42.0149,13.301775,28.350475,1739.43205,21.150625
9.400775,94.436175,602.033825,38.682225,171.7332,42.135375,13.32955,28.3806,1743.767275,21.159275
9.43175,94.750425,602.42125,38.79255,172.373525,42.243975,13.3508,28.45385,1748.7716,21.25705
9.45985,94.7836,602.767975,38.8371,172.6777,42.257225,13.36865,28.49985,1766.355575,21.262325
9.4645,95.416275,623.558725,38.936975,174.855425,42.34785,13.483625,28.59335,1768.153375,21.31605
9.491625,95.532625,655.072675,38.952225,175.0545,42.658175,13.544325,28.66105,1771.007725,21.322825
9.5207,95.552525,655.985,38.986,175.538625,42.66765,13.6229,28.666325,1776.411275,21.3414
9.546025,95.571025,655.99275,39.125475,176.04755,42.67035,13.667125,28.696675,1787.64865,21.344675
9.5876,95.768925,659.05205,39.207825,176.2358,42.911575,13.69795,28.797525,1792.4624,21.436975
9.59135,95.8836,659.90505,39.218875,176.24465,42.92245,13.739675,28.84725,1793.0095,21.452125
9.597925,96.1158,660.454725,39.293175,177.07465,43.0865,13.776875,28.997775,1795.278675,21.46395
9.6065,96.144,660.473625,39.30415,177.137775,43.322,13.863125,29.171625,1796.15455,21.47465
9.6165,96.413625,661.383475,39.3805,178.077775,43.334025,13.87035,29.212875,1796.55015,21.4872
9.6366,97.042,664.44805,39.446275,178.12425,43.408875,13.907425,29.554575,1798.0332,21.50785
9.64495,97.554225,664.7687,39.570825,178.859675,43.583775,13.9436,29.604475,1800.242675,21.52175
9.646475,98.0495,666.783175,39.86245,178.8862,43.68825,13.988875,29.61065,1800.269175,21.544175
9.65355,98.3368,666.890875,40.023425,179.724075,43.707725,14.0164,29.63095,1800.51965,21.5546
9.665925,98.3573,670.26845,40.11135,179.9732,43.777175,14.04145,29.65865,1801.326075,21.567
9.67695,98.451575,673.223575,40.234325,180.18435,43.826525,14.067675,29.68145,1803.65515,21.674
9.684275,98.473025,674.0876,40.2765,180.722425,44.0398,14.112275,29.708925,1804.123825,21.6864
9.686125,98.593325,675.346925,40.29235,180.888925,44.05095,14.11335,29.735475,1804.790775,21.7184
9.696275,99.131625,675.728925,40.469025,181.5448,44.054175,14.15565,29.79035,1806.1846,21.7775
9.704025,99.193825,679.311275,40.4992,181.764125,44.183575,14.18485,29.79335,1808.8302,21.781075
9.7283,99.462,681.776225,40.528675,181.936325,44.20565,14.187175,29.86175,1809.514825,21.7861
9.740275,99.798775,684.933375,40.5459,182.2739,44.430775,14.31695,29.995725,1811.572675,21.825175
9.76955,99.99835,685.178975,40.573675,182.833125,44.451725,14.357975,30.09205,1815.1824,21.82705
9.77955,100.067675,688.00845,40.584325,182.9172,44.73415,14.3899,30.102975,1824.6708,21.8525
9.783525,100.884775,688.302575,40.6211,183.0775,45.06965,14.40165,30.1362,1826.404025,21.872425
9.787925,100.9644,691.06245,40.74955,184.32785,45.0777,14.430725,30.152475,1826.783525,21.88445
9.78925,101.0188,692.755675,40.932625,184.432475,45.168525,14.4666,30.1677,1826.8001,21.88955
9.798225,101.20315,693.153525,40.9952,184.478475,45.41145,14.4881,30.186375,1828.8852,21.9027
9.845,102.0781,693.55765,41.20005,184.53765,45.499125,14.5324,30.286575,1831.410475,22.011925
9.859825,102.19255,694.686275,41.36855,184.75785,45.51645,14.56545,30.319425,1832.5311,22.107825
9.873,102.4797,695.8374,41.47365,184.943125,45.604325,14.615,30.3783,1840.6418,22.11365
9.9184,102.517475,696.56475,41.5341,184.9854,45.6245,14.6469,30.4419,1841.79835,22.15585
9.9409,102.6648,698.0039,41.64045,185.71875,45.641575,14.651525,30.563725,1842.269975,22.17555
9.9701,102.780775,698.2409,41.786175,185.9449,45.70875,14.6565,30.604575,1843.628225,22.2475
9.9885,102.94985,698.853775,41.9395,186.126375,45.7126,14.707825,30.618625,1848.388375,22.250975
10.031225,103.047625,699.074975,41.959475,186.92715,45.73545,14.74145,30.635025,1848.74465,22.2628
10.03235,103.43445,700.134925,42.014675,187.38235,45.755475,14.805625,30.68525,1849.05375,22.31895
10.044125,103.8609,701.812725,42.0819,187.79765,45.844875,14.836825,30.78125,1849.25835,22.321175
10.06605,104.327675,703.27055,42.1423,188.2052,45.921775,14.87665,30.90765,1851.57995,22.348
10.09155,104.358625,706.370525,42.366125,188.81615,45.934125,14.917925,30.937325,1851.674325,22.435675
10.12045,104.490425,707.012175,42.38025,189.012625,46.032625,14.9292,30.94855,1854.6128,22.495425
10.13115,104.75615,708.71995,42.390475,189.7277,46.1986,14.96355,30.97255,1856.814475,22.6513
10.16785,104.942375,709.6356,42.40585,190.68795,46.199225,14.988625,31.042375,1857.45565,22.675175
10.17885,105.01145,709.6815,42.4329,191.018075,46.245075,15.021825,31.091075,1859.942725,22.83605
10.1915,105.83035,710.426075,42.451125,191.149,46.36585,15.0568,31.132375,1859.97505,22.8926
10.2078,105.8979,710.46685,42.497425,191.338075,46.59375,15.09275,31.223025,1859.993275,22.921125
10.2131,106.0777,711.56875,42.50295,191.437825,46.723175,15.1316,31.2484,1860.494,22.98165
10.22665,106.175125,711.683875,42.7101,191.48,46.8225,15.2137,31.30455,1860.980725,23.1082
10.239075,106.222775,713.230625,42.85675,192.445625,47.008025,15.29355,31.35215,1861.03175,23.228025
10.280625,106.423875,713.43465,43.0334,192.5292,47.07855,15.3382,31.410125,1861.042825,23.254325
10.28375,107.3229,715.37845,43.069075,192.681,47.08365,15.364375,31.475275,1862.298025,23.438475
10.3097,107.47825,716.884325,43.109775,193.487375,47.2605,15.3934,31.47815,1862.40275,23.48425
10.3194,107.502075,717.039825,43.15605,195.3809,47.35505,15.463375,31.49185,1864.0556,23.537425
10.33485,107.854,717.252475,43.2057,195.676125,47.37265,15.5116,31.5062,1868.648575,23.55145
10.344675,107.9373,717.30345,43.21785,196.05445,47.432325,15.564225,31.528425,1884.70125,23.61135
10.3558,108.520625,718.5838,43.2271,196.290875,47.512675,15.584975,31.53865,1897.1984,23.693725
10.379975,108.533575,718.98635,43.333875,196.314275,47.554775,15.621075,31.6334,1897.850325,23.789
10.394025,108.743475,720.795075,43.359375,196.57155,47.575525,15.6784,31.68785,1898.3437,23.84475
10.403325,109.41695,721.971425,43.66405,196.68455,47.63165,15.705075,31.78385,1898.75135,23.940625
10.407525,109.869525,722.50045,43.690725,196.761875,47.7419,15.750675,31.86655,1898.94895,24.050725
10.412275,111.5067,723.5794,43.764125,197.19025,47.7537,15.835075,31.91895,1921.6567,24.208625
10.4339,111.5255,724.365275,43.7937,198.573275,47.889225,15.839425,31.99255,1926.5859,24.275
10.440725,111.7307,725.72145,43.7966,198.778725,48.14585,15.905025,31.997675,1933.230925,24.28815
10.44365,112.204375,728.028975,44.005975,199.01495,48.712275,15.92265,32.03425,1934.427125,24.422725
10.459875,112.4919,728.9273,44.058875,199.081475,49.217,15.962275,32.04045,1934.8738,24.437725
10.475725,112.799375,728.954725,44.09065,199.405125,49.4191,15.995575,32.060275,1935.4029,24.477575
