SPK_SPKC03a (excited),SPK_SPKC05a (no effect),SPK_SPKC05b (no effect),SPK_SPKC06b (no effect),SPK_SPKC08a (short inhibition),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect)
,,59.476275,,62.60605,,296.3628
,,59.485175,,62.619225,,296.385525
,,59.4922,,62.62705,,296.427525
,,59.5054,,62.647375,,296.486625
,,59.52915,,62.68475,,296.4972
,,59.54295,,62.6947,,296.52255
,,59.553375,,62.71445,,296.5511
,,59.56885,,62.7334,,296.65495
,,59.577775,,62.7893,,297.310825
,,59.589475,,62.812825,,297.31925
,,59.621075,,62.820975,,297.775325
,,59.629275,,62.846625,,297.800475
,,59.637975,,62.87465,,297.9633
,,59.6532,,62.876875,,298.01725
,,59.65895,,62.926475,,298.04905
,,59.670675,,62.937475,,298.05495
,,59.680375,,62.94675,,298.10015
,,59.692925,,62.955425,,298.17065
,,59.714725,,62.98465,,298.204875
,,59.728475,,62.99445,,298.208425
,,59.73785,,63.00365,,298.397275
,,59.744425,,63.0099,,298.401925
,,59.753375,,63.030575,,298.412825
,,59.778275,,63.0388,,298.475375
,,59.7922,,63.056175,,298.491225
,,59.801175,,63.068375,,298.6286
,,59.8151,,63.111625,,298.63835
,,59.8313,,63.119925,,298.667975
,,59.865525,,63.1294,,298.74295
,,59.880275,,63.131825,,298.843675
,,59.89855,,63.1382,,299.051525
,,59.902175,,63.153775,,299.16755
,,59.91425,,63.169225,,299.236875
,,59.9287,,63.18105,,299.361675
,,59.943425,,63.211875,,299.3902
,,59.963725,,63.22345,,299.494175
,,59.97485,,63.2487,,299.60895
,,59.988575,,63.259325,,299.61435
,,59.99705,,63.270675,,299.697225
,,59.998875,,63.293425,,299.888375
,,60.001175,,63.304475,,299.939575
,,60.016425,,63.334375,,300.165175
,,60.0244,,63.35535,,300.1699
,,60.033725,,63.385225,,300.241125
,,60.043375,,63.39825,,
,,60.0542,,63.40825,,
,,60.0666,,63.4201,,
,,60.07965,,63.434325,,
,,60.09545,,63.445125,,
,,60.1115,,63.462075,,
,,60.14175,,63.47445,,
,,60.154075,,63.4909,,
,,60.16215,,63.503375,,
,,60.177075,,63.522325,,
,,60.19125,,63.5442,,
,,60.2205,,63.56395,,
,,60.236325,,63.573725,,
,,60.25275,,63.58875,,
,,60.2639,,63.601975,,
,,60.29065,,63.63315,,
,,60.301375,,63.653725,,
,,60.314675,,63.661375,,
,,60.331625,,63.685225,,
,,60.348725,,63.7022,,
,,60.3674,,63.71845,,
,,60.390025,,63.73915,,
,,60.408325,,63.7567,,
,,60.4301,,63.7821,,
,,60.471075,,63.789125,,
,,60.4858,,63.82175,,
,,60.4962,,63.855675,,
,,60.51655,,63.876475,,
,,60.526425,,63.888225,,
,,60.53935,,63.902,,
,,60.561825,,63.9153,,
,,60.59785,,63.92765,,
,,60.608875,,63.946875,,
,,60.62145,,63.972725,,
,,60.6379,,63.9921,,
,,60.647775,,64.015775,,
,,60.6549,,64.0351,,
,,60.676225,,64.0692,,
,,60.6919,,64.0836,,
,,60.70865,,64.0994,,
,,60.723775,,64.1134,,
,,60.731675,,64.16305,,
,,60.74635,,64.172825,,
,,60.758775,,64.177025,,
,,60.76605,,64.210175,,
,,60.774,,64.219275,,
,,60.784825,,64.228625,,
,,60.79085,,64.241175,,
,,60.800225,,64.2569,,
,,60.827175,,64.266625,,
,,60.835975,,64.2805,,
,,60.85305,,64.293475,,
,,60.865975,,64.306,,
,,60.8835,,64.317425,,
,,60.899,,64.330075,,
,,60.919175,,64.345775,,
,,60.938525,,64.381725,,
,,60.960875,,64.392125,,
,,60.98935,,64.412975,,
,,61.012,,64.4262,,
,,61.0593,,64.444375,,
,,61.074775,,64.451275,,
,,61.1056,,64.475025,,
,,61.1196,,64.51935,,
,,61.155775,,64.540775,,
,,61.16925,,64.54935,,
,,61.209075,,64.56375,,
,,61.24025,,64.571275,,
,,61.259075,,64.59,,
,,61.267475,,64.599225,,
,,61.2724,,64.60665,,
,,61.27655,,64.629175,,
,,61.2823,,64.637575,,
,,61.29395,,64.649525,,
,,61.307725,,64.66125,,
,,61.324525,,64.672775,,
,,61.340725,,64.679425,,
,,61.3589,,64.69005,,
,,61.379525,,64.6976,,
,,61.433775,,64.707975,,
,,61.448575,,64.715275,,
,,61.46155,,64.723075,,
,,61.473025,,64.729525,,
,,61.48435,,64.77025,,
,,61.51195,,64.78055,,
,,61.530475,,64.789175,,
,,61.559575,,64.81795,,
,,61.57715,,64.826075,,
,,61.5871,,64.835275,,
,,61.59755,,64.86015,,
,,61.606925,,64.8692,,
,,61.634125,,64.89035,,
,,61.6526,,64.9089,,
,,61.6777,,64.91565,,
,,61.700875,,64.924425,,
,,61.7184,,64.9542,,
,,61.737225,,64.9643,,
,,61.76735,,64.97395,,
,,61.771825,,64.994425,,
,,61.7934,,65.021,,
,,61.821425,,65.058,,
,,61.843375,,65.071075,,
,,61.87955,,65.0932,,
,,61.905825,,65.102675,,
,,61.9337,,65.1438,,
,,61.959875,,65.1518,,
,,61.9771,,65.174,,
,,61.98485,,65.203725,,
,,61.992625,,65.2174,,
,,62.01215,,65.227275,,
,,62.0342,,65.240575,,
,,62.0561,,65.24895,,
,,62.0722,,65.265325,,
,,62.0903,,65.2794,,
,,62.1106,,65.290625,,
,,62.131825,,65.3068,,
,,62.153525,,65.323,,
,,62.170025,,65.3394,,
,,62.181775,,65.35165,,
,,62.19825,,65.367925,,
,,62.21325,,65.39355,,
,,62.2242,,65.40715,,
,,62.231,,65.41805,,
,,62.23695,,65.4382,,
,,62.241275,,65.448125,,
,,62.2471,,65.461825,,
,,62.250175,,65.50105,,
,,62.257275,,65.52875,,
,,62.258825,,65.536325,,
,,62.265575,,65.55595,,
,,62.28365,,65.5857,,
,,62.294375,,65.590125,,
,,62.305225,,65.594375,,
,,62.3142,,65.613625,,
,,62.34035,,65.633075,,
,,62.349075,,65.64085,,
,,62.361,,65.671025,,
,,62.368925,,65.683075,,
,,62.377125,,65.689575,,
,,62.38565,,65.732025,,
,,62.4015,,65.740425,,
,,62.41715,,65.770225,,
,,62.431875,,65.794575,,
,,62.44445,,65.84035,,
,,62.459,,65.849325,,
,,62.4736,,65.85775,,
,,62.484325,,65.866825,,
,,62.49675,,65.87445,,
,,62.510175,,65.94095,,
,,62.52585,,65.9517,,
,,62.53685,,65.971925,,
,,62.54675,,65.993325,,
,,62.554275,,66.0024,,
,,62.574,,66.0191,,
,,62.5854,,66.0398,,
,,62.5981,,66.05125,,
,,62.60855,,66.085875,,
,,62.622325,,66.1435,,
,,62.634125,,66.1452,,
,,62.66235,,66.1543,,
,,62.674975,,66.168875,,
,,62.684475,,66.188575,,
,,62.697,,66.199575,,
,,62.709875,,66.20985,,
,,62.7177,,66.22705,,
,,62.726275,,66.236,,
,,62.737075,,66.281175,,
,,62.74005,,66.29205,,
,,62.75195,,66.302525,,
,,62.762175,,66.3118,,
,,62.773325,,66.3186,,
,,62.77995,,66.334925,,
,,62.78825,,66.353525,,
,,62.7962,,66.36165,,
,,62.807275,,66.3693,,
,,62.81455,,66.381875,,
,,62.824625,,66.4068,,
,,62.833725,,66.4172,,
,,62.847675,,66.4266,,
,,62.86345,,66.441725,,
,,62.8766,,66.458125,,
,,62.896825,,66.472775,,
,,62.904725,,66.492225,,
,,62.9157,,66.509925,,
,,62.923225,,66.523725,,
,,62.94545,,66.547525,,
,,62.9565,,66.5626,,
,,62.967725,,66.58465,,
,,62.979325,,66.6032,,
,,62.991925,,66.61485,,
,,63.009725,,66.6346,,
,,63.0279,,66.66315,,
,,63.0395,,66.694025,,
,,63.04875,,66.7051,,
,,63.05785,,66.721575,,
,,63.0664,,66.7321,,
,,63.083125,,66.7404,,
,,63.10665,,66.749425,,
,,63.119975,,66.7844,,
,,63.1314,,66.79515,,
,,63.16635,,66.826025,,
,,63.179425,,66.837125,,
,,63.210625,,66.871075,,
,,63.23665,,66.891125,,
,,63.26065,,66.90095,,
,,63.273375,,66.909475,,
,,63.2976,,66.93345,,
,,63.321975,,66.948025,,
,,63.340575,,66.95105,,
,,63.357525,,66.96395,,
,,63.3744,,66.99185,,
,,63.391925,,67.0038,,
,,63.44495,,67.021625,,
,,63.47495,,67.0541,,
,,63.49365,,67.068175,,
,,63.520975,,67.07995,,
,,63.537575,,67.089025,,
,,63.55085,,67.105925,,
,,63.5694,,67.12195,,
,,63.5972,,67.13985,,
,,63.61945,,67.152525,,
,,63.65395,,67.162575,,
,,63.66605,,67.18225,,
,,63.68675,,67.19185,,
,,63.69305,,67.2144,,
,,63.710275,,67.2264,,
,,63.7135,,67.2696,,
,,63.744625,,67.28115,,
,,63.757125,,67.2965,,
,,63.76925,,67.314575,,
,,63.77735,,67.326525,,
,,63.779175,,67.339825,,
,,63.787675,,67.35215,,
,,63.80235,,67.361575,,
,,63.82295,,67.40315,,
,,63.841875,,67.419125,,
,,63.856825,,67.44505,,
,,63.8707,,67.454725,,
,,63.89525,,67.4713,,
,,63.91405,,67.48295,,
,,63.93715,,67.491275,,
,,63.96895,,67.50745,,
,,63.99275,,67.522575,,
,,64.007475,,67.541475,,
,,64.025025,,67.559775,,
,,64.041425,,67.5756,,
,,64.0584,,67.58735,,
,,64.075725,,67.6171,,
,,64.090375,,67.62405,,
,,64.104775,,67.6471,,
,,64.1246,,67.696675,,
,,64.147425,,67.704975,,
,,64.164775,,67.739,,
,,64.173,,67.747125,,
,,64.182375,,67.7524,,
,,64.221425,,67.757375,,
,,64.23435,,67.777525,,
,,64.247825,,67.791625,,
,,64.2691,,67.814375,,
,,64.2902,,67.83615,,
,,64.327125,,67.842875,,
,,64.3631,,67.883475,,
,,64.39635,,67.88965,,
,,64.42105,,67.913025,,
,,64.439825,,67.930125,,
,,64.459225,,67.945775,,
,,64.4665,,67.9524,,
,,64.4704,,67.955875,,
,,64.4868,,67.970675,,
,,64.5057,,67.977875,,
,,64.518925,,67.983675,,
,,64.54465,,67.9915,,
,,64.57105,,67.9985,,
,,64.5998,,68.006725,,
,,64.607875,,68.029775,,
,,64.6134,,68.0396,,
,,64.63135,,68.048025,,
,,64.648275,,68.07375,,
,,64.667,,68.142125,,
,,64.682425,,68.16995,,
,,64.7128,,68.179775,,
,,64.743725,,68.2066,,
,,64.753875,,68.22095,,
,,64.764225,,68.2415,,
,,64.784325,,68.277825,,
,,64.8026,,68.295875,,
,,64.8194,,68.313275,,
,,64.838,,68.3504,,
,,64.8568,,68.353925,,
,,64.885275,,68.38715,,
,,64.890025,,68.3986,,
,,64.908525,,68.4017,,
,,64.928175,,68.4168,,
,,64.96825,,68.432775,,
,,64.991325,,68.43505,,
,,65.0075,,68.4394,,
,,65.04855,,68.51005,,
,,65.0665,,68.552975,,
,,65.09535,,68.56955,,
,,65.115025,,68.578125,,
,,65.122275,,68.59325,,
,,65.130425,,68.603475,,
,,65.144025,,68.63675,,
,,65.166825,,68.657675,,
,,65.19005,,68.6635,,
,,65.215725,,68.678075,,
,,65.244675,,68.687425,,
,,65.262825,,68.713575,,
,,65.2875,,68.7238,,
,,65.317,,68.73955,,
,,65.33825,,68.7537,,
,,65.368825,,68.76335,,
,,65.3916,,68.7907,,
,,65.405525,,68.822675,,
,,65.434975,,68.857525,,
,,65.444325,,68.870575,,
,,65.4511,,68.886625,,
,,65.474325,,68.89915,,
,,65.480475,,68.9067,,
,,65.485625,,68.915375,,
,,65.492525,,68.9699,,
,,65.4958,,68.99365,,
,,65.498525,,69.01345,,
,,65.51085,,69.031,,
,,65.5159,,69.04395,,
,,65.520975,,69.0531,,
,,65.529575,,69.06875,,
,,65.532525,,69.0814,,
,,65.539525,,69.09335,,
,,65.555575,,69.09645,,
,,65.57355,,69.102825,,
,,65.582625,,69.115125,,
,,65.5935,,69.1199,,
,,65.601625,,69.12515,,
,,65.618375,,69.133325,,
,,65.623475,,69.143075,,
,,65.636825,,69.1494,,
,,65.658575,,69.181725,,
,,65.6724,,69.19075,,
,,65.685275,,69.197025,,
,,65.6932,,69.21895,,
,,65.71495,,69.2313,,
,,65.72865,,69.2395,,
,,65.740275,,69.269975,,
,,65.74995,,69.27605,,
,,65.75935,,69.290575,,
,,65.770475,,69.2933,,
,,65.781825,,69.299,,
,,65.78995,,69.325025,,
,,65.804,,69.345425,,
,,65.81565,,69.354625,,
,,65.827225,,69.360725,,
,,65.836725,,69.372725,,
,,65.864775,,69.37925,,
,,65.8808,,69.388625,,
,,65.901675,,69.419075,,
,,65.918375,,69.434075,,
,,65.934925,,69.4413,,
,,65.95635,,69.456775,,
,,65.9654,,69.4862,,
,,65.967275,,69.495525,,
,,65.992525,,69.5107,,
,,66.006475,,69.523275,,
,,66.01935,,69.53265,,
,,66.037525,,69.54375,,
,,66.0536,,69.560325,,
,,66.063225,,69.573525,,
,,66.078925,,69.579825,,
,,66.0924,,69.60365,,
,,66.112875,,69.6142,,
,,66.12915,,69.625475,,
,,66.144875,,69.6329,,
,,66.159725,,69.6497,,
,,66.179925,,69.66175,,
,,66.189175,,69.689375,,
,,66.2067,,69.7462,,
,,66.215975,,69.766425,,
,,66.224275,,69.790325,,
,,66.24185,,69.81295,,
,,66.253775,,69.8212,,
,,66.265175,,69.849275,,
,,66.2798,,69.8587,,
,,66.29065,,69.87435,,
,,66.306825,,69.887,,
,,66.322075,,69.9395,,
,,66.346775,,69.9501,,
,,66.358225,,69.959075,,
,,66.369075,,69.972775,,
,,66.3847,,69.979875,,
,,66.3995,,69.992475,,
,,66.417575,,70.0032,,
,,66.434025,,70.014725,,
,,66.454,,70.028075,,
,,66.481075,,70.04515,,
,,66.493475,,70.062925,,
,,66.509125,,70.0742,,
,,66.5249,,70.08295,,
,,66.533675,,70.0966,,
,,66.55085,,70.1157,,
,,66.569375,,70.128275,,
,,66.595725,,70.1411,,
,,66.617975,,70.153375,,
,,66.62895,,70.16745,,
,,66.6542,,70.185075,,
,,66.669525,,70.196775,,
,,66.695925,,70.212775,,
,,66.701425,,70.244075,,
,,66.71685,,70.25835,,
,,66.737025,,70.28495,,
,,66.75295,,70.300025,,
,,66.784525,,70.3265,,
,,66.80615,,70.338975,,
,,66.8246,,70.349175,,
,,66.856275,,70.356525,,
,,66.8724,,70.377125,,
,,66.892875,,70.388375,,
,,66.908175,,70.399825,,
,,66.927,,70.425625,,
,,66.958725,,70.4432,,
,,66.97915,,70.468675,,
,,66.9983,,70.49355,,
,,67.02425,,70.504725,,
,,67.04505,,70.522075,,
,,67.09175,,70.5575,,
,,67.1089,,70.57235,,
,,67.130825,,70.5873,,
,,67.152,,70.59655,,
,,67.17305,,70.6299,,
,,67.2026,,70.635975,,
,,67.236325,,70.654575,,
,,67.242675,,70.6717,,
,,67.2505,,70.676125,,
,,67.259425,,70.684,,
,,67.2807,,70.702375,,
,,67.295725,,70.72105,,
,,67.314675,,70.730575,,
,,67.340175,,70.7476,,
,,67.355625,,70.752125,,
,,67.365,,70.780625,,
,,67.39225,,70.7862,,
,,67.4246,,70.809325,,
,,67.442525,,70.82405,,
,,67.464875,,70.8308,,
,,67.4984,,70.84995,,
,,67.5711,,70.869775,,
,,67.5843,,70.88265,,
,,67.596975,,70.88985,,
,,67.60825,,70.893925,,
,,67.619075,,70.94335,,
,,67.623425,,70.9613,,
,,67.626125,,70.984775,,
,,67.6284,,71.0038,,
,,67.640225,,71.01175,,
,,67.6465,,71.0202,,
,,67.65445,,71.057275,,
,,67.6605,,71.066875,,
,,67.669,,71.077425,,
,,67.692025,,71.119175,,
,,67.7208,,71.146125,,
,,67.732975,,71.159075,,
,,67.739525,,71.16885,,
,,67.742175,,71.1869,,
,,67.747925,,71.1964,,
,,67.758875,,71.2067,,
,,67.7773,,71.241875,,
,,67.789475,,71.264675,,
,,67.797225,,71.3148,,
,,67.814875,,71.3255,,
,,67.8273,,71.33715,,
,,67.832775,,71.34535,,
,,67.849675,,71.36005,,
,,67.860325,,71.389225,,
,,67.867825,,71.39585,,
,,67.879425,,71.4101,,
,,67.8882,,71.41825,,
,,67.898475,,71.439475,,
,,67.9079,,71.449225,,
,,67.916875,,71.459375,,
,,67.923075,,71.469125,,
,,67.9306,,71.47645,,
,,67.93675,,71.49215,,
,,67.949625,,71.49955,,
,,67.956725,,71.507025,,
,,67.95955,,71.54175,,
,,67.967725,,71.562725,,
,,67.9911,,71.572775,,
,,68.00665,,71.59275,,
,,68.0348,,71.5956,,
,,68.04915,,71.603425,,
,,68.0749,,71.609275,,
,,68.083275,,71.63525,,
,,68.090225,,71.6496,,
,,68.097,,71.668325,,
,,68.101975,,71.68255,,
,,68.10625,,71.702,,
,,68.114325,,71.708925,,
,,68.1195,,71.716675,,
,,68.12325,,71.7245,,
,,68.12935,,71.738975,,
,,68.1348,,71.7431,,
,,68.144825,,71.747375,,
,,68.1581,,71.799975,,
,,68.181275,,71.8063,,
,,68.190625,,71.8259,,
,,68.1977,,71.831075,,
,,68.211525,,71.8488,,
,,68.22265,,71.893975,,
,,68.22695,,71.911025,,
,,68.236,,71.917375,,
,,68.252075,,71.918425,,
,,68.25985,,71.938225,,
,,68.26755,,71.94495,,
,,68.2758,,71.951025,,
,,68.286875,,71.9592,,
,,68.29565,,71.976775,,
,,68.306025,,71.983775,,
,,68.314875,,72.00975,,
,,68.321525,,72.018375,,
,,68.329275,,72.0234,,
,,68.3392,,72.04935,,
,,68.35255,,72.065325,,
,,68.365975,,72.070275,,
,,68.376225,,72.07715,,
,,68.388775,,72.083075,,
,,68.3991,,72.130775,,
,,68.4296,,72.1384,,
,,68.446975,,72.147175,,
,,68.457325,,72.152575,,
,,68.477,,72.18455,,
,,68.486925,,72.191575,,
,,68.495375,,72.202125,,
,,68.516725,,72.212625,,
,,68.52865,,72.218225,,
,,68.554175,,72.2598,,
,,68.577,,72.27225,,
,,68.5997,,72.29885,,
,,68.61285,,72.3329,,
,,68.630625,,72.350875,,
,,68.663325,,72.370775,,
,,68.694975,,72.3819,,
,,68.72085,,72.392825,,
,,68.75545,,72.406225,,
,,68.773125,,72.4339,,
,,68.79055,,72.44375,,
,,68.80925,,72.45205,,
,,68.833525,,72.469825,,
,,68.848775,,72.502175,,
,,68.8611,,72.518525,,
,,68.87275,,72.528525,,
,,68.895025,,72.54415,,
,,68.913125,,72.55615,,
,,68.956225,,72.592125,,
,,68.9906,,72.604525,,
,,69.0154,,72.6157,,
,,69.03695,,72.623125,,
,,69.051575,,72.637075,,
,,69.06645,,72.665275,,
,,69.0753,,72.67755,,
,,69.0848,,72.6956,,
,,69.09935,,72.70485,,
,,69.10285,,72.7338,,
,,69.1124,,72.745075,,
,,69.127475,,72.7611,,
,,69.1421,,72.788075,,
,,69.155125,,72.79885,,
,,69.18935,,72.8224,,
,,69.20805,,72.8439,,
,,69.229325,,72.855225,,
,,69.23745,,72.865725,,
,,69.266925,,72.8806,,
,,69.2822,,72.90765,,
,,69.29465,,72.9178,,
,,69.304925,,72.933075,,
,,69.31705,,72.944825,,
,,69.328225,,72.986675,,
,,69.34515,,73.00485,,
,,69.35185,,73.0365,,
,,69.3617,,73.04595,,
,,69.37555,,73.0569,,
,,69.386225,,73.073175,,
,,69.416025,,73.07945,,
,,69.43285,,73.0988,,
,,69.450475,,73.11945,,
,,69.45975,,73.146225,,
,,69.4807,,73.158325,,
,,69.51235,,73.173375,,
,,69.544725,,73.184725,,
,,69.569475,,73.1982,,
,,69.59,,73.222,,
,,69.6087,,73.23625,,
,,69.64675,,73.252125,,
,,69.66455,,73.260975,,
,,69.68455,,73.30645,,
,,69.6932,,73.3161,,
,,69.710925,,73.331575,,
,,69.721425,,73.355925,,
,,69.73705,,73.373125,,
,,69.7398,,73.38615,,
,,69.751,,73.423625,,
,,69.77,,73.4554,,
,,69.78915,,73.465875,,
,,69.80445,,73.472225,,
,,69.811675,,73.499175,,
,,69.830725,,73.5135,,
,,69.865075,,73.5581,,
,,69.88065,,73.5715,,
,,69.90055,,73.579775,,
,,69.925025,,73.59675,,
,,69.9572,,73.617425,,
,,69.9815,,73.64255,,
,,70.00775,,73.650625,,
,,70.023625,,73.664525,,
,,70.05785,,73.676825,,
,,70.074275,,73.678175,,
,,70.08695,,73.7141,,
,,70.10155,,73.723075,,
,,70.1202,,73.73375,,
,,70.13485,,73.741925,,
,,70.156925,,73.775675,,
,,70.188925,,73.79805,,
,,70.21075,,73.809675,,
,,70.2371,,73.827,,
,,70.265875,,73.842975,,
,,70.306725,,73.848475,,
,,70.331975,,73.853825,,
,,70.358625,,73.863375,,
,,70.3807,,73.893175,,
,,70.394525,,73.9092,,
,,70.40795,,73.9237,,
,,70.421825,,73.94325,,
,,70.438825,,73.9611,,
,,70.457075,,73.972925,,
,,70.4828,,73.9856,,
,,70.503775,,73.99605,,
,,70.5069,,74.00595,,
,,70.524125,,74.035225,,
,,70.5439,,74.043875,,
,,70.5636,,74.1073,,
,,70.61015,,74.1113,,
,,70.631375,,74.145125,,
,,70.64495,,74.154025,,
,,70.655,,74.15985,,
,,70.66555,,74.173425,,
,,70.674375,,74.17785,,
,,70.681875,,74.1809,,
,,70.683175,,74.2047,,
,,70.68575,,74.2151,,
,,70.6902,,74.235275,,
,,70.696575,,74.238525,,
,,70.715025,,74.241025,,
,,70.72575,,74.257,,
,,70.73535,,74.29425,,
,,70.74215,,74.299625,,
,,70.745975,,74.304125,,
,,70.751325,,74.3426,,
,,70.7561,,74.3738,,
,,70.762875,,74.385475,,
,,70.7722,,74.392875,,
,,70.780875,,74.43195,,
,,70.78935,,74.4392,,
,,70.811975,,74.455,,
,,70.826425,,74.460875,,
,,70.8366,,74.48545,,
,,70.8434,,74.490925,,
,,70.855875,,74.50055,,
,,70.8642,,74.51125,,
,,70.872425,,74.5265,,
,,70.88245,,74.5406,,
,,70.898825,,74.557625,,
,,70.9095,,74.59535,,
,,70.9242,,74.6452,,
,,70.9347,,74.662325,,
,,70.956925,,74.668975,,
,,70.96605,,74.677875,,
,,70.97515,,74.6887,,
,,70.98685,,74.696425,,
,,71.001425,,74.740775,,
,,71.02065,,74.75935,,
,,71.031475,,74.770675,,
,,71.04285,,74.78575,,
,,71.050025,,74.7956,,
,,71.0589,,74.805025,,
,,71.0766,,74.8078,,
,,71.0916,,74.81675,,
,,71.10795,,74.82425,,
,,71.122475,,74.83265,,
,,71.1342,,74.849175,,
,,71.148025,,74.85995,,
,,71.15855,,74.875,,
,,71.1694,,74.896325,,
,,71.186275,,74.9047,,
,,71.1997,,74.9189,,
,,71.211725,,74.9335,,
,,71.216925,,74.942975,,
,,71.233475,,74.966475,,
,,71.249075,,74.981475,,
,,71.26705,,74.9958,,
,,71.2999,,75.027775,,
,,71.315,,75.034625,,
,,71.3295,,75.057725,,
,,71.339225,,75.094225,,
,,71.3606,,75.10865,,
,,71.370725,,75.120175,,
,,71.381025,,75.134975,,
,,71.3911,,75.14755,,
,,71.403825,,75.200525,,
,,71.41555,,75.2189,,
,,71.438775,,75.249425,,
,,71.4503,,75.2737,,
,,71.463925,,75.3022,,
,,71.476575,,75.3195,,
,,71.4954,,75.346075,,
,,71.5085,,75.367775,,
,,71.521775,,75.391325,,
,,71.528375,,75.4039,,
,,71.54235,,75.41395,,
,,71.556825,,75.448725,,
,,71.563725,,75.4582,,
,,71.5724,,75.49685,,
,,71.5848,,75.50685,,
,,71.592475,,75.519925,,
,,71.599275,,75.5318,,
,,71.614925,,75.54485,,
,,71.622125,,75.554575,,
,,71.629475,,75.5639,,
,,71.639625,,75.575325,,
,,71.65025,,75.587,,
,,71.661475,,75.6035,,
,,71.673125,,75.6196,,
,,71.68745,,75.634775,,
,,71.6948,,75.64655,,
,,71.70115,,75.6653,,
,,71.71685,,75.693225,,
,,71.72745,,75.717025,,
,,71.739425,,75.7423,,
,,71.748075,,75.763775,,
,,71.75855,,75.776725,,
,,71.7662,,75.7919,,
,,71.786575,,75.8086,,
,,71.8042,,75.8233,,
,,71.8113,,75.8377,,
,,71.8182,,75.85685,,
,,71.82675,,75.8703,,
,,71.854025,,75.8905,,
,,71.869825,,75.9088,,
,,71.879075,,75.92465,,
,,71.889525,,75.939175,,
,,71.9003,,75.970475,,
,,71.918825,,76.000375,,
,,71.935075,,76.013075,,
,,71.945625,,76.027775,,
