SPK_SPKC03a (excited),SPK_SPKC05a (no effect),SPK_SPKC05b (no effect),SPK_SPKC06b (no effect),SPK_SPKC08a (short inhibition),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect)
,,88.6307,,100.8705,,
,,88.64225,,100.887275,,
,,88.653325,,100.90165,,
,,88.667675,,100.924175,,
,,88.674825,,100.948275,,
,,88.6896,,100.986975,,
,,88.70285,,101.02725,,
,,88.716675,,101.043475,,
,,88.731175,,101.05575,,
,,88.741525,,101.0672,,
,,88.754875,,101.078475,,
,,88.768275,,101.093075,,
,,88.776425,,101.102775,,
,,88.786675,,101.1205,,
,,88.79425,,101.135325,,
,,88.8042,,101.152025,,
,,88.816225,,101.176025,,
,,88.823875,,101.1915,,
,,88.8325,,101.211425,,
,,88.843425,,101.2244,,
,,88.856325,,101.2817,,
,,88.86295,,101.30265,,
,,88.87445,,101.345775,,
,,88.881025,,101.375975,,
,,88.889775,,101.391225,,
,,88.8974,,101.410175,,
,,88.906175,,101.4238,,
,,88.92415,,101.4408,,
,,88.933575,,101.4511,,
,,88.942675,,101.46,,
,,88.95235,,101.462525,,
,,88.9683,,101.473075,,
,,88.974275,,101.497275,,
,,88.9816,,101.529275,,
,,88.992375,,101.550125,,
,,89.00715,,101.565375,,
,,89.017925,,101.57765,,
,,89.0263,,101.59005,,
,,89.035725,,101.61805,,
,,89.053075,,101.639775,,
,,89.07265,,101.654625,,
,,89.076825,,101.68435,,
,,89.088325,,101.6952,,
,,89.0979,,101.71095,,
,,89.108125,,101.733825,,
,,89.115025,,101.75055,,
,,89.1285,,101.76325,,
,,89.13775,,101.778775,,
,,89.14375,,101.787025,,
,,89.1474,,101.79615,,
,,89.151475,,101.82585,,
,,89.155675,,101.84355,,
,,89.168775,,101.8645,,
,,89.17535,,101.87285,,
,,89.178575,,101.8868,,
,,89.18485,,101.9207,,
,,89.19375,,101.939425,,
,,89.200175,,101.962425,,
,,89.215775,,101.966925,,
,,89.22395,,101.997625,,
,,89.228125,,102.019475,,
,,89.2345,,102.078975,,
,,89.243875,,102.104275,,
,,89.24735,,102.113825,,
,,89.257725,,102.124875,,
,,89.262775,,102.141075,,
,,89.271775,,102.158125,,
,,89.276325,,102.17325,,
,,89.2788,,102.189125,,
,,89.283025,,102.208875,,
,,89.286125,,102.227675,,
,,89.30675,,102.2533,,
,,89.327275,,102.278275,,
,,89.34285,,102.343075,,
,,89.35985,,102.372625,,
,,89.371625,,102.385475,,
,,89.378875,,102.397775,,
,,89.383075,,102.423675,,
,,89.3868,,102.43325,,
,,89.3906,,102.442025,,
,,89.3941,,102.45275,,
,,89.412525,,102.461025,,
,,89.420475,,102.4767,,
,,89.442625,,102.50995,,
,,89.4547,,102.535725,,
,,89.46295,,102.556175,,
,,89.473725,,102.596875,,
,,89.484425,,102.62075,,
,,89.493975,,102.64055,,
,,89.508325,,102.6681,,
,,89.5151,,102.68115,,
,,89.523825,,102.69275,,
,,89.538625,,102.7117,,
,,89.5473,,102.751525,,
,,89.5622,,102.7824,,
,,89.570025,,102.796775,,
,,89.584275,,102.826825,,
,,89.5957,,102.854875,,
,,89.603875,,102.870525,,
,,89.6152,,102.92195,,
,,89.631425,,102.9482,,
,,89.64305,,102.9845,,
,,89.654425,,102.9968,,
,,89.66495,,103.00695,,
,,89.677225,,103.04285,,
,,89.687675,,103.052675,,
,,89.700125,,103.067575,,
,,89.71085,,103.099525,,
,,89.736825,,103.131575,,
,,89.7466,,103.14235,,
,,89.758125,,103.158575,,
,,89.76625,,103.18315,,
,,89.775575,,103.200775,,
,,89.78505,,103.23005,,
,,89.793625,,103.245575,,
,,89.8115,,103.255425,,
,,89.81905,,103.274875,,
,,89.83015,,103.311175,,
,,89.84055,,103.316875,,
,,89.850425,,103.31905,,
,,89.859475,,103.3286,,
,,89.86685,,103.3313,,
,,89.87475,,103.3476,,
,,89.884875,,103.40375,,
,,89.90115,,103.41285,,
,,89.912775,,103.439925,,
,,89.9219,,103.453575,,
,,89.93015,,103.462475,,
,,89.939575,,103.493125,,
,,89.965525,,103.51525,,
,,89.974325,,103.558725,,
,,89.9817,,103.575625,,
,,89.992825,,103.58895,,
,,90.006975,,103.605725,,
,,90.019875,,103.622,,
,,90.027975,,103.640275,,
,,90.033675,,103.6523,,
,,90.04045,,103.66355,,
,,90.045375,,103.67705,,
,,90.054575,,103.6908,,
,,90.0585,,103.71365,,
,,90.0692,,103.7282,,
,,90.07795,,103.73975,,
,,90.104,,103.800675,,
,,90.115425,,103.812025,,
,,90.130475,,103.843825,,
,,90.13825,,103.86435,,
,,90.146675,,103.8788,,
,,90.161225,,103.915175,,
,,90.1706,,103.9322,,
,,90.179125,,103.9491,,
,,90.188025,,103.963175,,
,,90.1967,,103.98605,,
,,90.204025,,104.0026,,
,,90.2137,,104.010725,,
,,90.2256,,104.0281,,
,,90.235225,,104.0667,,
,,90.2492,,104.079,,
,,90.262575,,104.0934,,
,,90.271075,,104.113875,,
,,90.28145,,104.141725,,
,,90.292025,,104.158725,,
,,90.30565,,104.18205,,
,,90.315575,,104.206575,,
,,90.32495,,104.221225,,
,,90.33255,,104.25175,,
,,90.343075,,104.267525,,
,,90.3513,,104.286825,,
,,90.3563,,104.323475,,
,,90.36555,,104.335875,,
,,90.3747,,104.3414,,
,,90.38125,,104.371925,,
,,90.39155,,104.39605,,
,,90.405225,,104.413425,,
,,90.4125,,104.4322,,
,,90.42255,,104.470775,,
,,90.42425,,104.488675,,
,,90.432625,,104.511725,,
,,90.44665,,104.5343,,
,,90.455725,,104.5545,,
,,90.46605,,104.56715,,
,,90.4784,,104.586875,,
,,90.485475,,104.601375,,
,,90.502425,,104.624,,
,,90.51125,,104.64325,,
,,90.5203,,104.658975,,
,,90.525225,,104.676875,,
,,90.53025,,104.696275,,
,,90.5371,,104.729775,,
,,90.550125,,104.746375,,
,,90.5555,,104.7633,,
,,90.56425,,104.7758,,
,,90.568075,,104.7814,,
,,90.57465,,104.793975,,
,,90.579075,,104.804825,,
,,90.5883,,104.830425,,
,,90.592175,,104.843025,,
,,90.596825,,104.86105,,
,,90.5979,,104.885225,,
,,90.603475,,104.900525,,
,,90.60735,,104.935975,,
,,90.61145,,104.950875,,
,,90.615375,,104.96385,,
,,90.639475,,104.979275,,
,,90.652175,,104.980775,,
,,90.6855,,105.026425,,
,,90.698925,,105.052925,,
,,90.707775,,105.060775,,
,,90.7215,,105.07675,,
,,90.728025,,105.08745,,
,,90.7383,,105.107275,,
,,90.7457,,105.12165,,
,,90.751975,,105.144125,,
,,90.76215,,105.16015,,
,,90.7716,,105.2018,,
,,90.783475,,105.2096,,
,,90.792125,,105.221725,,
,,90.814675,,105.22315,,
,,90.822525,,105.239975,,
,,90.834,,105.268675,,
,,90.844275,,105.2888,,
,,90.8594,,105.3215,,
,,90.8747,,105.3329,,
,,90.883625,,105.34995,,
,,90.8901,,105.3707,,
,,90.89515,,105.38465,,
,,90.905625,,105.3989,,
,,90.916025,,105.435625,,
,,90.92215,,105.459175,,
,,90.9346,,105.466275,,
,,90.94875,,105.475075,,
,,90.96025,,105.48235,,
,,90.9721,,105.500275,,
,,90.985825,,105.51365,,
,,90.998975,,105.524575,,
,,91.0278,,105.548575,,
,,91.039925,,105.580175,,
,,91.0565,,105.594275,,
,,91.06795,,105.602025,,
,,91.103575,,105.63105,,
,,91.121975,,105.653325,,
,,91.135525,,105.6855,,
,,91.148525,,105.698775,,
,,91.169225,,105.71175,,
,,91.1881,,105.728175,,
,,91.204575,,105.74995,,
,,91.21695,,105.79555,,
,,91.232725,,105.807025,,
,,91.2473,,105.83135,,
,,91.282975,,105.84345,,
,,91.297075,,105.87875,,
,,91.322175,,105.8818,,
,,91.329775,,105.901275,,
,,91.3404,,105.9294,,
,,91.3533,,105.9429,,
,,91.3694,,105.963025,,
,,91.377875,,105.973725,,
,,91.4037,,106.0013,,
,,91.42055,,106.015575,,
,,91.433125,,106.042175,,
,,91.44225,,106.056475,,
,,91.447925,,106.0902,,
,,91.457175,,106.1134,,
,,91.467825,,106.131675,,
,,91.4769,,106.140325,,
,,91.4871,,106.153775,,
,,91.4941,,106.176825,,
,,91.502325,,106.1962,,
,,91.520475,,106.214875,,
,,91.543525,,106.233475,,
,,91.567225,,106.2457,,
,,91.57795,,106.2699,,
,,91.58505,,106.28795,,
,,91.5937,,106.303,,
,,91.60235,,106.3285,,
,,91.6096,,106.35145,,
,,91.647775,,106.366025,,
,,91.659625,,106.390275,,
,,91.669325,,106.415225,,
,,91.6819,,106.42275,,
,,91.69365,,106.449525,,
,,91.71015,,106.456025,,
,,91.720625,,106.47535,,
,,91.73055,,106.485775,,
,,91.741675,,106.492225,,
,,91.761375,,106.524275,,
,,91.76765,,106.5364,,
,,91.773825,,106.546775,,
,,91.778925,,106.5718,,
,,91.787375,,106.586725,,
,,91.805275,,106.611775,,
,,91.81355,,106.62595,,
,,91.8179,,106.667775,,
,,91.829975,,106.67985,,
,,91.839825,,106.6955,,
,,91.846475,,106.7175,,
,,91.86375,,106.759475,,
,,91.8665,,106.775675,,
,,91.8722,,106.804275,,
,,91.87935,,106.82735,,
,,91.889475,,106.84405,,
,,91.901625,,106.8614,,
,,91.91525,,106.880125,,
,,91.925725,,106.890225,,
,,91.945525,,106.907725,,
,,91.953325,,106.918875,,
,,91.96345,,106.930825,,
,,91.97165,,106.948375,,
,,91.9805,,106.9682,,
,,91.98995,,106.98405,,
,,91.997525,,107.0026,,
,,92.00705,,107.0315,,
,,92.0252,,107.057225,,
,,92.041425,,107.080575,,
,,92.058875,,107.114425,,
,,92.0721,,107.129775,,
,,92.086025,,107.140325,,
,,92.098025,,107.14915,,
,,92.117675,,107.1575,,
,,92.12505,,107.1669,,
,,92.129875,,107.178225,,
,,92.13795,,107.1886,,
,,92.143025,,107.20285,,
,,92.14695,,107.215425,,
,,92.15545,,107.228425,,
,,92.1657,,107.238,,
,,92.173,,107.249175,,
,,92.18225,,107.335725,,
,,92.194975,,107.3463,,
,,92.2172,,107.35415,,
,,92.22495,,107.376825,,
,,92.237975,,107.38635,,
,,92.2432,,107.41615,,
,,92.2525,,107.42975,,
,,92.2674,,107.44185,,
,,92.2788,,107.48205,,
,,92.290275,,107.494075,,
,,92.310675,,107.504075,,
,,92.319025,,107.51325,,
,,92.334825,,107.547475,,
,,92.346675,,107.558825,,
,,92.362175,,107.570325,,
,,92.369975,,107.590575,,
,,92.3839,,107.6011,,
,,92.3948,,107.609125,,
,,92.40545,,107.6244,,
,,92.42935,,107.632475,,
,,92.4454,,107.638025,,
,,92.457525,,107.64205,,
,,92.46535,,107.70685,,
,,92.4833,,107.7243,,
,,92.496725,,107.734525,,
,,92.524825,,107.76345,,
,,92.534525,,107.774275,,
,,92.5459,,107.78965,,
,,92.56115,,107.824175,,
,,92.573075,,107.8398,,
,,92.5804,,107.850875,,
,,92.582675,,107.880025,,
,,92.587525,,107.895475,,
,,92.597575,,107.906575,,
,,92.60755,,107.91915,,
,,92.6135,,107.9483,,
,,92.6172,,107.977825,,
,,92.62085,,108.0007,,
,,92.62585,,108.02035,,
,,92.63885,,108.033925,,
,,92.651775,,108.04245,,
,,92.6573,,108.056325,,
,,92.6655,,108.066125,,
,,92.674375,,108.080725,,
,,92.71105,,108.0915,,
,,92.7124,,108.1068,,
,,92.71915,,108.121525,,
,,92.738,,108.1458,,
,,92.750375,,108.163375,,
,,92.75695,,108.175875,,
,,92.77425,,108.202825,,
,,92.781225,,108.2176,,
,,92.78875,,108.23195,,
,,92.80445,,108.2468,,
,,92.81725,,108.2582,,
,,92.827425,,108.284125,,
,,92.8378,,108.2968,,
,,92.8521,,108.308,,
,,92.862625,,108.316,,
,,92.87475,,108.32765,,
,,92.884725,,108.3367,,
,,92.891475,,108.351725,,
,,92.895975,,108.36235,,
,,92.9023,,108.373225,,
,,92.906675,,108.382325,,
,,92.918925,,108.3933,,
,,92.9233,,108.41,,
,,92.932275,,108.424275,,
,,92.945025,,108.440575,,
,,92.948975,,108.453925,,
,,92.9635,,108.4684,,
,,92.972275,,108.482375,,
,,92.9799,,108.49595,,
,,92.98815,,108.5134,,
,,92.996675,,108.521,,
,,93.003325,,108.541,,
,,93.021925,,108.55215,,
,,93.03095,,108.563625,,
,,93.038375,,108.586125,,
,,93.046625,,108.5991,,
,,93.07095,,108.6121,,
,,93.0863,,108.62695,,
,,93.0997,,108.676125,,
,,93.1148,,108.686675,,
,,93.1489,,108.706425,,
,,93.15795,,108.72285,,
,,93.168125,,108.739475,,
,,93.178225,,108.749975,,
,,93.1882,,108.765325,,
,,93.20685,,108.777275,,
,,93.22085,,108.7959,,
,,93.227025,,108.811775,,
,,93.2398,,108.8286,,
,,93.2468,,108.84,,
,,93.258825,,108.857325,,
,,93.272825,,108.8958,,
,,93.291025,,108.92045,,
,,93.309675,,108.938575,,
,,93.317075,,108.951525,,
,,93.3305,,108.98785,,
,,93.3404,,109.007175,,
,,93.3486,,109.017425,,
,,93.36005,,109.036275,,
,,93.36845,,109.038425,,
,,93.38275,,109.04595,,
,,93.38925,,109.05805,,
,,93.408575,,109.07245,,
,,93.417125,,109.0833,,
,,93.43335,,109.0989,,
,,93.441575,,109.109975,,
,,93.452,,109.118025,,
,,93.45695,,109.128075,,
,,93.463525,,109.13985,,
,,93.47735,,109.1489,,
,,93.48475,,109.16075,,
,,93.50135,,109.1896,,
,,93.523975,,109.201375,,
,,93.5386,,109.21675,,
,,93.5554,,109.2365,,
,,93.576975,,109.254825,,
,,93.590925,,109.26885,,
,,93.60005,,109.287525,,
,,93.60455,,109.3089,,
,,93.607175,,109.324575,,
,,93.6242,,109.3358,,
,,93.6264,,109.3528,,
,,93.64315,,109.355175,,
,,93.663225,,109.36475,,
,,93.68505,,109.3744,,
,,93.6938,,109.388125,,
,,93.703975,,109.396525,,
,,93.713775,,109.403925,,
,,93.72225,,109.411625,,
,,93.731475,,109.42165,,
,,93.766775,,109.42585,,
,,93.7713,,109.433025,,
,,93.7755,,109.44505,,
,,93.7813,,109.447275,,
,,93.79205,,109.4556,,
,,93.807075,,109.459725,,
,,93.817525,,109.461875,,
,,93.826375,,109.46595,,
,,93.8393,,109.47015,,
,,93.851375,,109.5052,,
,,93.861775,,109.508375,,
,,93.868625,,109.5097,,
,,93.8786,,109.518425,,
,,93.8864,,109.525875,,
,,93.89785,,109.5401,,
,,93.90695,,109.570225,,
,,93.917475,,109.578675,,
,,93.9555,,109.593075,,
,,93.9672,,109.610825,,
,,93.991475,,109.62775,,
,,94.0125,,109.638925,,
,,94.02425,,109.648975,,
,,94.032475,,109.659225,,
,,94.04525,,109.67225,,
,,94.067875,,109.6803,,
,,94.0791,,109.69095,,
,,94.099025,,109.7068,,
,,94.121525,,109.7328,,
,,94.12965,,109.740825,,
,,94.163725,,109.750125,,
,,94.17605,,109.76035,,
,,94.18845,,109.7731,,
,,94.20005,,109.7971,,
,,94.2182,,109.80555,,
,,94.227425,,109.8139,,
,,94.2448,,109.820375,,
,,94.25815,,109.841,,
,,94.275125,,109.850325,,
,,94.2895,,109.85835,,
,,94.302,,109.8672,,
,,94.312925,,109.879275,,
,,94.31995,,109.8907,,
,,94.32925,,109.90775,,
,,94.3481,,109.921275,,
,,94.350825,,109.929875,,
,,94.372925,,109.938175,,
,,94.4163,,109.965425,,
,,94.446075,,109.9776,,
,,94.459125,,110.0034,,
,,94.48155,,110.018525,,
,,94.4921,,110.02485,,
,,94.506875,,110.037975,,
,,94.516425,,110.042675,,
,,94.53105,,110.0437,,
,,94.54265,,110.050325,,
,,94.556375,,110.058075,,
,,94.5839,,110.066875,,
,,94.60295,,110.0755,,
,,94.61395,,110.084725,,
,,94.62415,,110.088925,,
,,94.6426,,110.09105,,
,,94.653325,,110.106725,,
,,94.662375,,110.10885,,
,,94.6761,,110.130625,,
,,94.692275,,110.1446,,
,,94.69965,,110.1603,,
,,94.7103,,110.17975,,
,,94.7155,,110.19075,,
,,94.7203,,110.211225,,
,,94.72335,,110.218075,,
,,94.73085,,110.230825,,
,,94.739175,,110.24225,,
,,94.75015,,110.263775,,
,,94.7637,,110.276075,,
,,94.78415,,110.2844,,
,,94.7897,,110.30205,,
,,94.79905,,110.3112,,
,,94.809325,,110.3214,,
,,94.8355,,110.332675,,
,,94.844225,,110.3413,,
,,94.860925,,110.350625,,
,,94.87665,,110.375525,,
,,94.8987,,110.38395,,
,,94.907375,,110.4171,,
,,94.914075,,110.426975,,
,,94.92565,,110.43765,,
,,94.93705,,110.4472,,
,,94.94915,,110.458775,,
,,94.9576,,110.4759,,
,,94.9691,,110.4871,,
,,94.987575,,110.4943,,
,,95.00095,,110.5106,,
,,95.0116,,110.517625,,
,,95.028025,,110.531125,,
,,95.059525,,110.541325,,
,,95.082425,,110.56135,,
,,95.094275,,110.585675,,
,,95.111625,,110.602725,,
,,95.1387,,110.61745,,
,,95.150225,,110.62665,,
,,95.161825,,110.638775,,
,,95.1673,,110.6531,,
,,95.17755,,110.671675,,
,,95.186725,,110.684775,,
,,95.19765,,110.693975,,
,,95.2065,,110.718525,,
,,95.213275,,110.732625,,
,,95.227075,,110.74335,,
,,95.2382,,110.7671,,
,,95.24975,,110.7751,,
,,95.26295,,110.78575,,
,,95.2718,,110.79775,,
,,95.28405,,110.813175,,
,,95.29765,,110.8224,,
,,95.307325,,110.8532,,
,,95.316375,,110.87335,,
,,95.3247,,110.899225,,
,,95.33495,,110.958775,,
,,95.347225,,110.9759,,
,,95.357325,,110.99955,,
,,95.3694,,111.015675,,
,,95.377275,,111.03705,,
,,95.384,,111.068625,,
,,95.407625,,111.078075,,
,,95.411125,,111.089225,,
,,95.418575,,111.0903,,
,,95.4271,,111.10425,,
,,95.4332,,111.1364,,
,,95.4393,,111.1488,,
,,95.447775,,111.157325,,
,,95.452675,,111.17165,,
,,95.458275,,111.1967,,
,,95.464675,,111.208025,,
,,95.47425,,111.23555,,
,,95.48465,,111.242675,,
,,95.491275,,111.2648,,
,,95.5,,111.27295,,
,,95.513525,,111.282825,,
,,95.52155,,111.3024,,
,,95.532325,,111.31685,,
,,95.5392,,111.32765,,
,,95.54935,,111.3368,,
,,95.55945,,111.3584,,
,,95.565375,,111.3732,,
,,95.581525,,111.40045,,
,,95.60005,,111.413375,,
,,95.611025,,111.420425,,
,,95.6256,,111.43345,,
,,95.646375,,111.453375,,
,,95.6549,,111.4793,,
,,95.6607,,111.48965,,
,,95.6657,,111.5045,,
,,95.675925,,111.51965,,
,,95.686125,,111.526625,,
,,95.699025,,111.5434,,
,,95.7082,,111.548975,,
,,95.7174,,111.556475,,
,,95.724775,,111.5668,,
,,95.7324,,111.57925,,
,,95.747275,,111.58685,,
,,95.75835,,111.5924,,
,,95.766775,,111.5997,,
,,95.7788,,111.607875,,
,,95.790975,,111.60995,,
,,95.81795,,111.6168,,
,,95.83285,,111.62595,,
,,95.845175,,111.635875,,
,,95.855375,,111.642975,,
,,95.86565,,111.6669,,
,,95.87685,,111.6785,,
,,95.895,,111.68495,,
,,95.901575,,111.68985,,
,,95.9066,,111.6991,,
,,95.94365,,111.705925,,
,,95.95225,,111.7258,,
,,95.957275,,111.73565,,
,,95.970675,,111.737725,,
,,95.984225,,111.742925,,
,,96.001325,,111.79865,,
,,96.0107,,111.835825,,
,,96.0205,,111.846825,,
,,96.02845,,111.8583,,
,,96.035625,,111.864775,,
,,96.045075,,111.87485,,
,,96.060275,,111.88635,,
,,96.070675,,111.89505,,
,,96.097575,,111.90455,,
,,96.127425,,111.920275,,
,,96.140025,,111.9311,,
,,96.16385,,111.947275,,
,,96.1741,,111.972425,,
,,96.191925,,111.9946,,
,,96.19805,,112.018375,,
,,96.20535,,112.028,,
,,96.212575,,112.0585,,
,,96.25015,,112.0678,,
,,96.26005,,112.07635,,
,,96.27335,,112.088275,,
,,96.28575,,112.094425,,
,,96.29845,,112.108075,,
,,96.304375,,112.134775,,
,,96.3155,,112.179775,,
,,96.319425,,112.1979,,
,,96.326775,,112.2132,,
,,96.33755,,112.244075,,
,,96.345175,,112.2558,,
,,96.349825,,112.26385,,
,,96.359275,,112.2744,,
,,96.366675,,112.282675,,
,,96.3759,,112.2903,,
,,96.386925,,112.300075,,
,,96.3975,,112.315825,,
,,96.408825,,112.321975,,
,,96.41885,,112.33585,,
,,96.42815,,112.3372,,
,,96.436825,,112.35155,,
,,96.4452,,112.36175,,
,,96.450575,,112.3914,,
,,96.465625,,112.40645,,
,,96.474675,,112.42,,
,,96.486975,,112.435875,,
,,96.49795,,112.49165,,
,,96.51145,,112.511525,,
,,96.530025,,112.529275,,
,,96.5395,,112.55625,,
,,96.56795,,112.58175,,
,,96.602425,,112.593525,,
,,96.62625,,112.6163,,
,,96.63405,,112.6283,,
,,96.64135,,112.639625,,
,,96.651975,,112.65195,,
,,96.664675,,112.660375,,
,,96.674325,,112.67005,,
,,96.67665,,112.680425,,
,,96.6849,,112.696425,,
,,96.69775,,112.71135,,
,,96.705975,,112.727325,,
,,96.7121,,112.73785,,
,,96.737725,,112.75335,,
,,96.747975,,112.767025,,
,,96.754975,,112.78725,,
,,96.761225,,112.8006,,
,,96.772775,,112.8174,,
,,96.7813,,112.8331,,
,,96.789225,,112.867275,,
,,96.79925,,112.879025,,
,,96.8093,,112.89035,,
,,96.814225,,112.89535,,
,,96.82645,,112.9012,,
,,96.8375,,112.91545,,
,,96.8476,,112.932075,,
,,96.861575,,112.93975,,
,,96.8706,,112.9639,,
,,96.87475,,112.97335,,
,,96.8825,,112.983225,,
,,96.89115,,112.99935,,
,,96.905175,,113.009225,,
,,96.9166,,113.022075,,
,,96.935125,,113.03515,,
,,96.948775,,113.09,,
,,96.959975,,113.099625,,
,,96.97275,,113.116975,,
,,96.98295,,113.128925,,
,,96.9967,,113.145675,,
,,97.0155,,113.18655,,
,,97.0282,,113.19925,,
,,97.038925,,113.23125,,
,,97.060325,,113.243,,
,,97.0796,,113.2518,,
,,97.092625,,113.261275,,
,,97.1114,,113.27135,,
,,97.1224,,113.279625,,
,,97.1293,,113.293625,,
,,97.1512,,113.314475,,
,,97.16705,,113.3279,,
,,97.180275,,113.341725,,
,,97.194575,,113.3498,,
,,97.2214,,113.360275,,
,,97.2382,,113.3705,,
,,97.26705,,113.3778,,
,,97.283975,,113.3905,,
,,97.292775,,113.3972,,
,,97.2995,,113.4109,,
,,97.30395,,113.4289,,
,,97.31135,,113.43735,,
,,97.319025,,113.466575,,
,,97.3346,,113.47615,,
,,97.3432,,113.48905,,
,,97.353675,,113.5018,,
,,97.362025,,113.5124,,
,,97.392,,113.518575,,
,,97.407275,,113.527425,,
,,97.43355,,113.555775,,
,,97.445825,,113.571275,,
,,97.4678,,113.5926,,
,,97.475,,113.606875,,
,,97.489575,,113.6246,,
,,97.507325,,113.637775,,
,,97.52885,,113.650425,,
,,97.5472,,113.675625,,
,,97.560375,,113.685425,,
,,97.569625,,113.6976,,
,,97.583325,,113.7115,,
,,97.5986,,113.7256,,
,,97.613075,,113.801975,,
,,97.63895,,113.8173,,
,,97.656225,,113.8332,,
,,97.667225,,113.845375,,
,,97.681125,,113.8608,,
,,97.694625,,113.8714,,
,,97.7042,,113.884975,,
,,97.718025,,113.88825,,
,,97.7305,,113.906425,,
,,97.73815,,113.923975,,
,,97.7469,,113.942675,,
,,97.771825,,113.96675,,
,,97.77995,,113.978275,,
,,97.792375,,114.032125,,
,,97.811075,,114.046875,,
,,97.827125,,114.0575,,
,,97.8388,,114.076125,,
,,97.855475,,114.0887,,
,,97.87565,,114.11505,,
,,97.8837,,114.126825,,
,,97.90135,,114.151,,
,,97.909425,,114.17095,,
,,97.923825,,114.1931,,
,,97.932475,,114.197625,,
,,97.9426,,114.20845,,
,,97.95395,,114.217225,,
,,97.973225,,114.2309,,
,,98.010725,,114.24515,,
,,98.0241,,114.266225,,
,,98.0498,,114.274225,,
,,98.06745,,114.284875,,
,,98.08305,,114.293625,,
,,98.0932,,114.301325,,
,,98.10245,,114.311125,,
,,98.10885,,114.312975,,
,,98.116075,,114.336725,,
,,98.124425,,114.368025,,
,,98.13395,,114.38085,,
,,98.142225,,114.387625,,
,,98.1584,,114.39885,,
,,98.164925,,114.447125,,
,,98.168925,,114.4603,,
,,98.174275,,114.467375,,
,,98.17735,,114.47635,,
,,98.183475,,114.4837,,
,,98.190725,,114.5059,,
,,98.195775,,114.52945,,
,,98.20285,,114.55245,,
,,98.21745,,114.5606,,
,,98.22645,,114.56815,,
,,98.2372,,114.57905,,
,,98.253575,,114.5973,,
,,98.2614,,114.608325,,
,,98.270375,,114.621025,,
,,98.2855,,114.62855,,
,,98.30485,,114.637325,,
,,98.3232,,114.645925,,
,,98.3444,,114.651175,,
,,98.353175,,114.664,,
,,98.3654,,114.674125,,
,,98.3724,,114.691275,,
,,98.380275,,114.746425,,
,,98.388,,114.7572,,
,,98.393675,,114.76435,,
,,98.402275,,114.789725,,
,,98.41155,,114.8057,,
,,98.4364,,114.833925,,
,,98.441875,,114.8582,,
,,98.4547,,114.883525,,
,,98.4768,,114.89765,,
,,98.48815,,114.91335,,
,,98.50075,,114.92445,,
,,98.51275,,114.9339,,
,,98.5305,,114.942125,,
,,98.545575,,114.971175,,
,,98.556325,,115.0145,,
,,98.5745,,115.034075,,
,,98.58585,,115.0398,,
,,98.6227,,115.049225,,
,,98.632075,,115.0551,,
,,98.6399,,115.0717,,
,,98.65325,,115.0957,,
,,98.662975,,115.104,,
,,98.66955,,115.115925,,
,,98.676075,,115.125875,,
,,98.691225,,115.138125,,
,,98.706075,,115.186225,,
,,98.718975,,115.1948,,
,,98.736025,,115.213075,,
,,98.75045,,115.222975,,
,,98.76545,,115.23095,,
,,98.779125,,115.2422,,
,,98.827775,,115.252125,,
,,98.8454,,115.266375,,
,,98.912125,,115.27765,,
,,98.925325,,115.290875,,
,,98.932975,,115.306625,,
,,98.945825,,115.31845,,
,,98.960125,,115.331775,,
,,98.976575,,115.344825,,
,,98.990475,,115.354475,,
,,99.0061,,115.361925,,
,,99.020225,,115.3757,,
,,99.031275,,115.386375,,
,,99.063375,,115.39585,,
,,99.081875,,115.407125,,
,,99.10805,,115.425775,,
,,99.115,,115.44065,,
,,99.122775,,115.456875,,
,,99.1366,,115.46605,,
,,99.154775,,115.485975,,
,,99.164775,,115.50205,,
,,99.1784,,115.51775,,
,,99.18915,,115.53325,,
,,99.20075,,115.543625,,
,,99.210575,,115.553575,,
,,99.228725,,115.588075,,
,,99.238575,,115.595475,,
,,99.247925,,115.60135,,
,,99.2581,,115.61705,,
,,99.271625,,115.6202,,
,,99.278475,,115.625225,,
,,99.2858,,115.70195,,
,,99.291675,,115.7132,,
,,99.296275,,115.72705,,
,,99.326825,,115.73555,,
,,99.34085,,115.750525,,
,,99.372525,,115.783075,,
,,99.38625,,115.794,,
,,99.395,,115.8116,,
,,99.4085,,115.821875,,
,,99.420275,,115.840125,,
,,99.42775,,115.8484,,
,,99.44045,,115.875025,,
,,99.46285,,115.883675,,
,,99.4884,,115.8972,,
,,99.5027,,115.916675,,
,,99.519625,,115.925825,,
,,99.521975,,115.934675,,
,,99.535425,,115.953125,,
,,99.547825,,115.96875,,
,,99.5681,,115.98275,,
,,99.579925,,115.99785,,
,,99.59735,,116.0111,,
,,99.61,,116.021225,,
,,99.619775,,116.0395,,
,,99.62695,,116.06175,,
,,99.6358,,116.0799,,
,,99.6478,,116.0921,,
,,99.673875,,116.10375,,
,,99.68645,,116.112525,,
,,99.696325,,116.120075,,
,,99.71215,,116.15325,,
,,99.731675,,116.1678,,
,,99.75015,,116.17815,,
,,99.75695,,116.193825,,
,,99.769225,,116.21175,,
,,99.778575,,116.2325,,
,,99.79005,,116.2432,,
,,99.797725,,116.258975,,
,,99.8158,,116.2849,,
,,99.8529,,116.2963,,
,,99.8727,,116.306625,,
