SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC12a,SPK_SPKC15a,SPK_SPKC16a
,480.549225,515.88105,425.1254,,503.535025,431.109425,527.531525,
,480.597725,515.95295,425.146275,,503.5776,431.130225,527.537125,
,480.61665,515.989975,425.16305,,503.7685,431.14465,527.551325,
,480.647225,516.0296,425.1961,,503.780625,431.156875,527.57105,
,480.65675,516.07415,425.217825,,503.78955,431.1689,527.575725,
,480.680525,516.110025,425.240525,,503.800925,431.181675,527.58995,
,480.68385,516.148075,425.284425,,503.81295,431.1923,527.605925,
,480.721725,516.183725,425.297425,,503.8255,431.205525,527.614825,
,480.7422,516.215725,425.321175,,503.8381,431.2226,527.6214,
,480.753075,516.246525,425.338375,,503.8457,431.24865,527.67515,
,480.799075,516.252825,425.37,,503.876675,431.281325,527.715575,
,480.8206,516.2741,425.385025,,504.1297,431.2995,527.801075,
,480.92965,516.29385,425.3987,,504.141575,431.3095,527.835375,
,481.003625,516.3319,425.408825,,504.155025,431.3245,527.87935,
,481.01805,516.378075,425.421675,,504.168375,431.337575,527.9183,
,481.0292,516.414475,425.43785,,504.17625,431.347175,527.92825,
,481.037225,516.439725,425.454575,,504.1846,431.3577,528.0401,
,481.0525,516.445,425.485125,,504.195925,431.36965,528.0715,
,481.08335,516.47125,425.5074,,504.203825,431.3794,528.111925,
,481.12955,516.50395,425.542275,,504.214575,431.3909,528.135425,
,481.159375,516.543375,425.56875,,504.2238,431.40015,528.14835,
,481.175425,516.60495,425.58705,,504.246325,431.4118,528.215625,
,481.222075,516.6411,425.59765,,504.2781,431.423375,528.2256,
,481.230275,516.667425,425.601625,,504.308075,431.433125,528.243575,
,481.2398,516.689675,425.61775,,504.35355,431.4443,528.262275,
,481.256825,516.73635,425.6753,,504.63715,431.4566,528.300975,
,481.272125,516.77565,425.6922,,504.653425,431.4738,528.3237,
,481.291075,516.851575,425.711525,,504.665425,431.4841,528.405,
,481.312425,516.8895,425.73005,,504.679075,431.491575,528.435175,
,481.32085,516.930575,425.744225,,504.6957,431.50585,528.447375,
,481.329275,516.966975,425.77375,,504.715025,431.516125,528.45705,
,481.348175,517.019525,425.789675,,504.763375,431.529175,528.49205,
,481.387625,517.0547,425.8094,,504.784925,431.539625,528.52675,
,481.40875,517.077475,425.8253,,504.7997,431.55575,528.58275,
,481.4339,517.0851,425.852075,,504.8151,431.562375,528.60245,
,481.49175,517.12095,425.874625,,504.840275,431.5783,528.6204,
,481.5162,517.158475,425.896575,,504.85585,431.58465,528.706775,
,481.5543,517.1917,425.913675,,504.894175,431.594225,528.745875,
,481.56935,517.2256,425.954775,,504.91325,431.6038,528.83325,
,481.643325,517.276875,425.9842,,504.928375,431.615025,528.836325,
,481.664025,517.320525,426.0017,,504.93125,431.628925,528.87745,
,481.683975,517.35615,426.014075,,504.956175,431.63825,528.93785,
,481.705175,517.402875,426.0263,,504.972475,431.6465,528.9612,
,481.74905,517.45795,426.0444,,504.974475,431.65265,529.0077,
,481.779,517.462325,426.059325,,505.00065,431.65715,529.0514,
,481.816,517.512375,426.074675,,505.0275,431.664425,529.06605,
,481.836175,517.548775,426.089925,,505.05965,431.668825,529.10195,
,481.860025,517.59035,426.104775,,505.10275,431.673575,529.120175,
,481.879325,517.644225,426.1081,,505.362225,431.678825,529.15155,
,481.895675,517.683375,426.121525,,505.366825,431.6841,529.1945,
,481.917825,517.712225,426.144125,,505.388225,431.690025,529.210075,
,481.9369,517.75785,426.164625,,505.404475,431.695425,529.2201,
,481.97665,517.78665,426.1828,,505.416575,431.704625,529.22535,
,482.0093,517.846075,426.2042,,505.439375,431.71295,529.3312,
,482.0213,517.878375,426.22705,,505.47145,431.71915,529.344525,
,482.040425,517.91765,426.272875,,505.52395,431.728425,529.38005,
,482.0541,517.960125,426.299775,,505.55385,431.73665,529.39145,
,482.069575,517.988525,426.314675,,505.584175,431.745625,529.407825,
,482.08115,518.02105,426.3515,,505.597475,431.7544,529.492825,
,482.094225,518.066775,426.371225,,505.605275,431.761375,529.5671,
,482.11015,518.104875,426.387725,,505.61415,431.767475,529.60285,
,482.1189,518.1342,426.40705,,505.62415,431.776,529.629225,
,482.156875,518.153625,426.412875,,505.63015,431.784325,529.689125,
,482.1817,518.182375,426.429925,,505.651625,431.792775,529.7136,
,482.2154,518.23525,426.4425,,505.6752,431.800675,529.73085,
,482.24515,518.2717,426.45805,,505.6964,431.8104,529.7375,
,482.299125,518.30475,426.47865,,505.717725,431.82105,529.816925,
,482.326875,518.342125,426.502575,,505.7452,431.831025,529.822825,
,482.36345,518.36375,426.52195,,505.799225,431.841775,529.834,
,482.404925,518.40655,426.5458,,505.82295,431.85225,529.854125,
,482.430875,518.4357,426.5658,,505.848375,431.862225,529.863275,
,482.45015,518.443475,426.5772,,505.898175,431.8731,529.887275,
,482.468975,518.4701,426.58925,,505.922375,431.883825,529.933375,
,482.479925,518.513175,426.60455,,505.938425,431.896425,530.001,
,482.4833,518.55305,426.618275,,505.971875,431.90475,530.026175,
,482.4867,518.5942,426.631725,,506.006625,431.913825,530.113775,
,482.5149,518.636125,426.645525,,506.0305,431.924625,530.169975,
,482.524375,518.708875,426.65815,,506.07645,431.9341,530.177925,
,482.576475,518.74545,426.667975,,506.10115,431.9445,530.210825,
,482.602475,518.775325,426.67815,,506.1258,431.955725,530.2451,
,482.628425,518.8054,426.680325,,506.1576,431.966675,530.2529,
,482.668625,518.838475,426.68905,,506.284775,431.9754,530.268525,
,482.708575,518.8676,426.69865,,506.318875,431.988425,530.30675,
,482.737175,518.901675,426.7087,,506.333875,431.9994,530.34625,
,482.7555,518.9243,426.719075,,506.35725,432.013375,530.54695,
,482.788275,518.9582,426.727425,,506.38625,432.024925,530.564275,
,482.8154,518.961525,426.739525,,506.40955,432.033475,530.612375,
,482.880075,518.9738,426.74785,,506.45215,432.05375,530.625275,
,482.95005,518.987725,426.7671,,506.485,432.06575,530.645075,
,482.97615,518.9904,426.78655,,506.52445,432.083525,530.7261,
,482.997975,519.021675,426.799225,,506.581925,432.090475,530.773525,
,483.029225,519.061,426.810525,,506.606525,432.098425,530.797675,
,483.062775,519.094875,426.82055,,506.6404,432.127325,530.806225,
,483.135925,519.109775,426.842725,,506.668825,432.149775,530.819875,
,483.14915,519.124425,426.8549,,506.7098,432.17655,530.8262,
,483.1686,519.163375,426.8671,,506.739875,432.215725,530.849575,
,483.179475,519.2057,426.87665,,506.774825,432.23765,530.865975,
,483.190575,519.232925,426.920725,,506.785975,432.252675,530.881725,
,483.2019,519.258525,426.931325,,506.809825,432.26815,530.900575,
,483.229225,519.29715,426.9407,,506.811,432.299225,530.909075,
,483.299425,519.333775,426.94925,,506.839125,432.31065,530.9181,
,483.34545,519.3726,426.964325,,506.85675,432.3226,530.926275,
,483.37635,519.456175,426.96695,,506.87215,432.343525,530.93425,
,483.4389,519.467025,426.97675,,506.9139,432.36275,530.94365,
,483.498275,519.518425,426.987125,,506.937525,432.37495,531.02255,
,483.536475,519.578275,427.01705,,506.9511,432.388675,531.035125,
,483.56585,519.610125,427.027175,,506.95915,432.41175,531.064875,
,483.57745,519.627475,427.037025,,506.985625,432.464475,531.117,
,483.59475,519.649875,427.047225,,507.004925,432.474,531.16945,
,483.6169,519.680375,427.06035,,507.027375,432.4829,531.181575,
,483.623725,519.718425,427.0723,,507.0617,432.4946,531.210075,
,483.642125,519.74175,427.08255,,507.088925,432.511075,531.2248,
,483.64885,519.752125,427.094825,,507.1307,432.529075,531.2413,
,483.655475,519.7794,427.11605,,507.175675,432.5394,531.2686,
,483.67635,519.815425,427.127425,,507.199975,432.549475,531.402375,
,483.6902,519.844725,427.1378,,507.209925,432.562375,531.41815,
,483.70005,519.86465,427.147925,,507.223075,432.5794,531.4937,
,483.71395,519.882575,427.166425,,507.231075,432.599,531.50995,
,483.7525,519.90185,427.1792,,507.258525,432.625275,531.518875,
,483.79455,519.90365,427.187775,,507.27185,432.642825,531.53765,
,483.839375,519.925475,427.197475,,507.28525,432.66515,531.56315,
,483.8704,519.95545,427.200325,,507.31235,432.67515,531.60705,
,483.90435,519.9952,427.250475,,507.3531,432.68605,531.6344,
,483.92115,520.003825,427.27205,,507.39745,432.699475,531.76065,
,483.936775,520.022525,427.288825,,507.408275,432.716325,531.768225,
,483.95345,520.095775,427.3014,,507.4247,432.72595,531.848025,
,483.9713,520.1332,427.310475,,507.4587,432.731175,531.864975,
,483.981875,520.155275,427.319175,,507.491225,432.7417,532.015125,
,484.003825,520.186075,427.330975,,507.52065,432.7503,532.060825,
,484.0434,520.2147,427.3425,,507.5588,432.757775,532.062275,
,484.0632,520.2474,427.354525,,507.58905,432.7793,532.0887,
,484.129525,520.249925,427.367575,,507.609275,432.795225,532.10055,
,484.152,520.305775,427.381575,,507.63925,432.8078,532.1241,
,484.176475,520.356025,427.3953,,507.667325,432.82145,532.2021,
,484.211975,520.391025,427.41145,,507.68825,432.837375,532.212975,
,484.238175,520.4195,427.4217,,507.7117,432.848675,532.22165,
,484.250375,520.451025,427.435825,,507.727675,432.861,532.226425,
,484.256875,520.4864,427.451125,,507.742375,432.87845,532.2396,
,484.286675,520.5125,427.4608,,507.78405,432.9031,532.246575,
,484.303,520.543975,427.479975,,507.802,432.921675,532.26765,
,484.307825,520.566,427.48985,,507.83325,432.9403,532.2735,
,484.3119,520.5738,427.5015,,507.85185,432.95155,532.2938,
,484.3236,520.598225,427.529825,,507.866225,432.962275,532.313925,
,484.345225,520.626575,427.5391,,507.883,432.985525,532.320175,
,484.359125,520.643325,427.550375,,507.908775,433.00775,532.3344,
,484.373575,520.6649,427.57125,,507.924375,433.021925,532.366475,
,484.388775,520.709975,427.5842,,507.96095,433.037775,532.3717,
,484.428425,520.733975,427.5951,,507.98855,433.05305,532.3787,
,484.438525,520.76415,427.609125,,508.034225,433.064225,532.390175,
,484.4666,520.785875,427.620425,,508.0609,433.077675,532.40065,
,484.494475,520.804475,427.6321,,508.0797,433.08745,532.4231,
,484.556075,520.809925,427.64335,,508.116525,433.0964,532.444425,
,484.623475,520.8295,427.656575,,508.152575,433.101925,532.456075,
,484.66925,520.85025,427.66835,,508.1961,433.10755,532.4908,
,484.69655,520.877675,427.681275,,508.249475,433.120125,532.508225,
,484.70415,520.896225,427.68975,,508.2997,433.127575,532.5165,
,484.7147,520.908025,427.701275,,508.3474,433.1335,532.52615,
,484.727775,520.928175,427.714425,,508.3709,433.143925,532.532825,
,484.73605,520.93285,427.7257,,508.415875,433.15045,532.539125,
,484.745575,520.936475,427.73575,,508.452925,433.1586,532.554375,
,484.767125,520.955425,427.7465,,508.477775,433.1656,532.56005,
,484.795825,520.960625,427.755725,,508.492025,433.17255,532.56575,
,484.798275,520.981825,427.7943,,508.508825,433.181325,532.576875,
,484.877775,520.98695,427.807575,,508.534575,433.192825,532.59345,
,484.9174,521.010475,427.821175,,508.5672,433.1994,532.621175,
,484.994275,521.0266,427.83335,,508.625575,433.210675,532.65535,
,485.01545,521.05365,427.858525,,508.66035,433.22265,532.6718,
,485.042975,521.079325,427.868975,,508.682925,433.234075,532.678475,
,485.06795,521.1361,427.900675,,508.6967,433.2446,532.720925,
,485.09205,521.164875,427.908975,,508.7215,433.25355,532.72695,
,485.122525,521.183625,427.91215,,508.734575,433.2635,532.73455,
,485.16875,521.218925,427.93335,,508.75415,433.284975,532.7457,
,485.197175,521.25385,427.943825,,508.763725,433.2984,532.753675,
,485.24485,521.2827,427.955725,,508.7755,433.312,532.76815,
,485.28475,521.34025,427.9701,,508.79085,433.325225,532.78485,
,485.36305,521.3818,427.991375,,508.812325,433.337475,532.7909,
,485.3809,521.403775,428.00375,,508.8449,433.350825,532.803725,
,485.3962,521.4306,428.018775,,508.8663,433.364525,532.815425,
,485.40705,521.453,428.03065,,508.9017,433.3727,532.8362,
,485.421125,521.520075,428.04165,,508.921975,433.38065,532.8497,
,485.4333,521.550525,428.05325,,508.992475,433.388975,532.856825,
,485.444575,521.57595,428.065075,,509.0197,433.4076,532.88705,
,485.48445,521.603825,428.078825,,509.0391,433.416975,532.934375,
,485.513425,521.6048,428.106025,,509.0792,433.440525,532.93935,
,485.560825,521.622325,428.117575,,509.084675,433.45245,532.965425,
,485.5693,521.64175,428.131675,,509.093675,433.4801,533.0147,
,485.576925,521.7006,428.149875,,509.1193,433.49245,533.030575,
,485.586625,521.72615,428.165375,,509.13725,433.506825,533.101625,
,485.60425,521.752225,428.17695,,509.163225,433.52895,533.108725,
,485.6151,521.766825,428.1928,,509.1724,433.5442,533.24265,
,485.6252,521.798875,428.207775,,509.2261,433.56905,533.2952,
,485.663625,521.8228,428.224475,,509.2524,433.5791,533.321125,
,485.68115,521.868325,428.24605,,509.271925,433.59055,533.33275,
,485.731025,521.90075,428.288175,,509.2963,433.604575,533.379525,
,485.751675,521.9328,428.3241,,509.31705,433.61805,533.389625,
,485.7779,521.97495,428.335925,,509.341975,433.63005,533.41975,
,485.8013,521.994275,428.3484,,509.360275,433.645025,533.4645,
,485.819175,522.008025,428.36025,,509.3895,433.65825,533.476575,
,485.853675,522.034175,428.3756,,509.4024,433.677,533.490475,
,485.8814,522.058275,428.387575,,509.420175,433.6949,533.506725,
,485.9096,522.064775,428.410175,,509.43555,433.7185,533.559,
,485.9446,522.08825,428.4273,,509.45915,433.729125,533.576425,
,485.982375,522.11185,428.440925,,509.475525,433.748125,533.578025,
,485.9979,522.12495,428.453325,,509.502225,433.786275,533.608775,
,486.023825,522.134225,428.45455,,509.556,433.828925,533.673875,
,486.05065,522.156125,428.465475,,509.57265,433.8398,533.76115,
,486.0765,522.18,428.4797,,509.623625,433.852225,533.817575,
,486.090225,522.209875,428.497575,,509.6963,433.8661,533.838975,
,486.113025,522.229575,428.51335,,509.725875,433.873625,533.868,
,486.125325,522.24175,428.528475,,509.7393,433.8836,533.934975,
,486.155,522.2598,428.548675,,509.77635,433.899325,533.9489,
,486.182775,522.299175,428.591675,,509.8206,433.909725,533.98575,
,486.218325,522.333525,428.614425,,509.8639,433.920775,534.007775,
,486.244425,522.369375,428.6272,,509.881325,433.934925,534.0162,
,486.2672,522.40995,428.6468,,509.9099,433.962825,534.056,
,486.268875,522.45215,428.6582,,509.934325,433.9766,534.0707,
,486.300175,522.48575,428.67415,,509.9896,434.008575,534.105825,
,486.316475,522.51345,428.692325,,510.045225,434.0204,534.116775,
,486.32445,522.53315,428.706325,,510.061125,434.0382,534.1316,
,486.32735,522.56135,428.7233,,510.10705,434.052125,534.150925,
,486.3459,522.562575,428.7393,,510.157275,434.0626,534.197975,
,486.396025,522.58635,428.7576,,510.178225,434.0731,534.23705,
,486.427075,522.621875,428.7761,,510.215825,434.082675,534.27185,
,486.454025,522.6526,428.80695,,510.2484,434.096775,534.31245,
,486.4824,522.6841,428.8218,,510.2739,434.10465,534.361925,
,486.50035,522.7091,428.84515,,510.29995,434.137375,534.41545,
,486.521775,522.71285,428.858975,,510.363275,434.15725,534.4374,
,486.5408,522.7481,428.873425,,510.38125,434.2039,534.462675,
,486.560675,522.783725,428.8868,,510.416975,434.231225,534.489575,
,486.580475,522.80125,428.901125,,510.4575,434.2507,534.617875,
,486.608875,522.823,428.92625,,510.48475,434.29035,534.75625,
,486.63325,522.890375,428.938425,,510.524675,434.3015,534.80995,
,486.64545,522.914275,428.95055,,510.5532,434.331125,534.82825,
,486.65835,522.955425,428.963825,,510.56475,434.35275,534.85025,
,486.6752,522.9688,428.9733,,510.5885,434.36255,534.890075,
,486.687625,522.982375,428.98925,,510.600425,434.373575,534.928925,
,486.7078,523.012075,429.004825,,510.614425,434.39585,534.9447,
,486.72815,523.048175,429.028575,,510.644075,434.41165,535.0678,
,486.763775,523.08075,429.0548,,510.681875,434.429875,535.117075,
,486.81875,523.110425,429.066875,,510.69975,434.442025,535.156625,
,486.83135,523.111825,429.08935,,510.728625,434.451625,535.226475,
,486.845975,523.138525,429.106725,,510.7925,434.467575,535.26555,
,486.854575,523.16995,429.133875,,510.824475,434.480525,535.3074,
,486.891625,523.226175,429.1459,,510.853025,434.50365,535.333275,
,486.90235,523.237325,429.161875,,510.8864,434.517075,535.384625,
,486.913725,523.288425,429.177175,,510.9095,434.529825,535.39985,
,486.9496,523.327625,429.192575,,510.93295,434.54455,535.479175,
,486.966825,523.358275,429.2268,,510.972375,434.560275,535.517225,
,486.99055,523.396975,429.241775,,510.996525,434.58355,535.52215,
,487.023175,523.438125,429.256675,,511.022775,434.6002,535.53525,
,487.046775,523.478325,429.271525,,511.042025,434.634225,535.5598,
,487.072,523.506325,429.2893,,511.1053,434.6469,535.584325,
,487.12625,523.53845,429.309775,,511.1533,434.65855,535.6484,
,487.128625,523.572425,429.33405,,511.197375,434.675425,535.67905,
,487.1683,523.620825,429.348725,,511.21475,434.68705,535.717025,
,487.187775,523.656875,429.36555,,511.21625,434.6938,535.734125,
,487.226925,523.694775,429.384775,,511.2504,434.70045,535.7574,
,487.23865,523.720225,429.39655,,511.301075,434.712125,535.84385,
,487.2762,523.722975,429.41505,,511.347525,434.722475,535.860075,
,487.294125,523.74955,429.4318,,511.397775,434.731975,535.883525,
,487.312625,523.7854,429.44845,,511.4122,434.74325,535.9857,
,487.3354,523.805425,429.48055,,511.4609,434.76605,536.006575,
,487.3574,523.820625,429.494925,,511.510375,434.7805,536.092175,
,487.358575,523.857475,429.5093,,511.5337,434.795675,536.13505,
,487.385975,523.869725,429.53325,,511.5566,434.8078,536.1603,
,487.422375,523.8985,429.553625,,511.58055,434.81835,536.17485,
,487.447575,523.93925,429.57025,,511.6265,434.8274,536.196,
,487.476975,523.969075,429.609675,,511.669675,434.835425,536.24505,
,487.4929,523.99295,429.6506,,511.764275,434.84655,536.309175,
,487.536075,524.026425,429.665525,,511.796425,434.8578,536.3565,
,487.55865,524.0822,429.676225,,511.84895,434.87085,536.37535,
,487.5943,524.11195,429.6928,,511.915425,434.881275,536.422325,
,487.616475,524.135275,429.7101,,511.9532,434.88965,536.4579,
,487.631675,524.1808,429.72065,,512.01,434.90135,536.61705,
,487.6483,524.246175,429.73965,,512.047475,434.908725,536.62545,
,487.674825,524.29255,429.756775,,512.09045,434.915825,536.631525,
,487.69985,524.321575,429.7755,,512.14455,434.924375,536.64305,
,487.709075,524.323275,429.7933,,512.20365,434.9448,536.6476,
,487.72285,524.356125,429.80635,,512.251925,434.95725,536.657575,
,487.7334,524.38195,429.822425,,512.26225,434.966425,536.6629,
,487.74595,524.40335,429.83915,,512.26865,434.973575,536.6687,
,487.754375,524.414425,429.874575,,512.3054,434.98055,536.678825,
,487.768225,524.4549,429.893225,,512.3553,434.9891,536.6837,
,487.776775,524.4889,429.907525,,512.39585,435.00145,536.689575,
,487.7817,524.514125,429.9395,,512.440575,435.010775,536.69555,
,487.793825,524.558425,429.953475,,512.4788,435.01995,536.7079,
,487.8072,524.57865,429.96725,,512.52675,435.029875,536.735175,
,487.812775,524.60005,429.98225,,512.59495,435.0374,536.80605,
,487.819175,524.606575,429.9993,,512.6408,435.04625,536.8155,
,487.825575,524.6315,430.01625,,512.656225,435.0587,536.8249,
,487.865175,524.652925,430.033775,,512.669375,435.067775,536.8455,
,487.870775,524.67185,430.055475,,512.707375,435.08545,536.8537,
,487.878575,524.685975,430.072825,,512.724,435.10465,536.8677,
,487.928875,524.700425,430.0952,,512.731825,435.122325,536.87025,
,487.97505,524.75145,430.124275,,512.74855,435.135675,536.899825,
,488.002475,524.82975,430.144825,,512.772925,435.147775,536.904225,
,488.033,524.8545,430.175125,,512.80215,435.160525,536.914725,
,488.03945,524.857525,430.192825,,512.83465,435.173625,536.9249,
,488.065525,524.890425,430.212725,,512.87265,435.19335,536.9377,
,488.080775,524.9233,430.241325,,512.89615,435.204675,536.946,
,488.138775,524.94725,430.273625,,512.907575,435.2153,536.96425,
,488.15655,524.97405,430.299225,,512.919925,435.22745,536.989925,
,488.175825,525.0296,430.31865,,512.9238,435.2376,537.0094,
,488.18775,525.060575,430.335025,,512.935325,435.252575,537.0255,
,488.199825,525.091375,430.358475,,512.96455,435.2793,537.04335,
,488.21075,525.12155,430.37485,,512.99175,435.292475,537.07415,
,488.216075,525.15125,430.393125,,513.0274,435.30825,537.125575,
,488.240575,525.170275,430.409875,,513.0602,435.327375,537.1435,
,488.24495,525.20195,430.432775,,513.098325,435.34655,537.170375,
,488.2594,525.2245,430.44975,,513.118575,435.3703,537.1948,
,488.2745,525.245775,430.465775,,513.14905,435.39295,537.254625,
,488.309225,525.264025,430.48445,,513.20295,435.4107,537.276,
,488.34075,525.2694,430.516775,,513.2294,435.426775,537.301775,
,488.423075,525.30285,430.535225,,513.29035,435.44,537.307625,
,488.4529,525.32165,430.562475,,513.389225,435.45245,537.385475,
,488.4751,525.344225,430.595275,,513.406275,435.462325,537.446675,
,488.501575,525.39315,430.6215,,513.4463,435.496275,537.464375,
,488.535375,525.416325,430.64405,,513.4804,435.510725,537.46845,
,488.548975,525.419175,430.671675,,513.5263,435.520325,537.493975,
,488.560025,525.44075,430.68675,,513.575625,435.546625,537.504375,
,488.573575,525.4594,430.704725,,513.6688,435.56075,537.514325,
,488.592075,525.48225,430.71675,,513.705025,435.6045,537.5247,
,488.60595,525.526,430.733825,,513.728075,435.629975,537.538375,
,488.624525,525.574725,430.74755,,513.76895,435.641775,537.561325,
,488.652175,525.60065,430.7588,,513.84015,435.659075,537.5758,
,488.7207,525.62975,430.773875,,513.915425,435.680675,537.603275,
,488.785525,525.6633,430.789075,,513.983725,435.7007,537.6698,
,488.8,525.696875,430.800925,,514.0491,435.7141,537.68795,
,488.815125,525.7061,430.81295,,514.08425,435.72805,537.71135,
,488.829275,525.7232,430.825525,,514.148875,435.740825,537.7382,
,488.837725,525.752925,430.840675,,514.191125,435.7506,537.7518,
,488.87005,525.782525,430.8568,,514.232425,435.764975,537.82875,
,488.899425,525.799825,430.871825,,514.2671,435.781775,537.9932,
,488.944275,525.8033,430.901275,,514.315525,435.7982,538.070675,
,488.973525,525.832725,430.9144,,514.35535,435.8069,538.08695,
,488.991975,525.859625,430.933925,,514.378575,435.81425,538.0958,
,488.99705,525.88465,430.95565,,514.39575,435.8335,538.109675,
,489.015175,525.932675,430.970075,,514.42045,435.841,538.129775,
,489.0259,525.95235,430.98525,,514.4345,435.853925,538.162375,
,489.0301,525.9856,430.9992,,514.459875,435.8623,538.1884,
,489.0347,526.00435,431.013825,,514.50855,435.864125,538.202575,
,489.056825,526.060475,431.033375,,514.5315,435.87245,538.216925,
,489.0704,526.102675,431.050875,,514.57575,435.88105,538.23055,
,489.0901,526.12765,431.062725,,514.587,435.892325,538.251525,
,489.1203,526.131525,431.084125,,514.593275,435.900325,538.277075,
,489.153225,526.1435,431.105475,,514.64025,435.90975,538.300375,
,489.177925,526.155325,431.1217,,514.659625,435.919575,538.3172,
,489.199425,526.16155,431.143225,,514.68075,435.92635,538.3286,
,489.22615,526.183375,431.16555,,514.709175,435.932925,538.381075,
,489.2366,526.192875,431.18135,,514.791625,435.941275,538.41185,
,489.245,526.230475,431.1971,,514.907025,435.95255,538.432625,
,489.25065,526.25945,431.2191,,514.93475,435.964625,538.459675,
,489.262425,526.298425,431.239575,,514.981125,435.98815,538.4949,
,489.28985,526.323375,431.260975,,515.04025,436.0048,538.553175,
,489.318775,526.3419,431.29,,515.073325,436.02025,538.57885,
,489.3279,526.344075,431.305775,,515.1176,436.031725,538.614625,
,489.37405,526.3612,431.325425,,515.14465,436.046575,538.756675,
,489.4029,526.380275,431.355625,,515.179625,436.060075,538.864325,
,489.4214,526.406725,431.371925,,515.181425,436.07055,538.91165,
,489.445275,526.433825,431.386225,,515.1967,436.08055,538.921975,
,489.467075,526.449825,431.40195,,515.225625,436.091775,538.93585,
,489.494475,526.468225,431.41935,,515.24105,436.10335,538.964575,
,489.524125,526.50435,431.4481,,515.310925,436.11815,538.98975,
,489.534125,526.532975,431.461375,,515.3476,436.137925,539.000375,
,489.555875,526.5851,431.480325,,515.360725,436.152425,539.011225,
,489.5807,526.612125,431.493675,,515.379675,436.174525,539.02145,
,489.610625,526.63795,431.507875,,515.407,436.19985,539.0273,
,489.6455,526.66745,431.5221,,515.42525,436.238225,539.0336,
,489.73075,526.707425,431.53915,,515.498425,436.271025,539.0429,
,489.74585,526.7289,431.5517,,515.598825,436.302175,539.0508,
,489.75005,526.736375,431.560975,,515.624875,436.3183,539.071125,
,489.75705,526.76345,431.572725,,515.643325,436.336925,539.0805,
,489.768175,526.78485,431.582525,,515.66395,436.3655,539.102475,
,489.781475,526.810925,431.59445,,515.6933,436.38085,539.1191,
,489.794725,526.8304,431.60635,,515.742975,436.425375,539.12225,
,489.81115,526.851675,431.6185,,515.7793,436.44925,539.1309,
,489.855025,526.903275,431.647875,,515.8221,436.501525,539.1415,
,489.8673,526.9287,431.657425,,515.862725,436.51985,539.178025,
,489.881,526.931075,431.66825,,515.96895,436.54555,539.193125,
,489.888925,526.9473,431.67745,,516.02425,436.561575,539.231175,
,489.894025,526.95,431.688475,,516.06485,436.588425,539.255325,
,489.89955,526.973775,431.698,,516.129275,436.654,539.295925,
,489.917775,527.000675,431.71435,,516.2383,436.7017,539.31235,
,489.94545,527.0625,431.72335,,516.284475,436.730025,539.327375,
,489.9892,527.0959,431.735425,,516.344575,436.7467,539.363725,
,490.01505,527.13605,431.754725,,516.408325,436.767875,539.366575,
,490.03125,527.17095,431.765075,,516.469,436.7809,539.382875,
,490.04545,527.199,431.776225,,516.4877,436.801225,539.3873,
,490.071675,527.225725,431.785875,,516.511775,436.815,539.3984,
,490.09935,527.254525,431.79685,,516.519125,436.83425,539.406425,
,490.1145,527.276625,431.808675,,516.636325,436.8656,539.4321,
,490.13075,527.301125,431.81775,,516.691175,436.888325,539.480275,
,490.145475,527.3081,431.83135,,516.732675,436.926875,539.482975,
,490.163275,527.32405,431.8419,,516.819725,436.96745,539.493275,
,490.192,527.3392,431.8548,,516.893025,437.079325,539.51325,
,490.242175,527.36195,431.880775,,516.953625,437.1087,539.5445,
,490.2478,527.38645,431.926075,,517.0197,437.179825,539.563975,
,490.24975,527.44,431.938875,,517.092375,437.20015,539.57875,
,490.280025,527.487275,431.982425,,517.128975,437.2258,539.588975,
,490.29745,527.530975,432.006875,,517.19565,437.256375,539.6013,
,490.31235,527.55725,432.0442,,517.29525,437.286825,539.63455,
,490.331625,527.587075,432.05935,,517.350275,437.307925,539.647175,
,490.373575,527.63375,432.07785,,517.3725,437.472225,539.679275,
,490.397375,527.63635,432.0896,,517.3968,437.49085,539.717775,
,490.407475,527.708575,432.09985,,517.438425,437.509875,539.74985,
,490.423825,527.74035,432.1172,,517.500425,437.5756,539.81715,
,490.440675,527.777175,432.178675,,517.52795,437.5849,539.821025,
,490.464725,527.877975,432.235925,,517.5659,437.595175,539.8833,
,490.493575,527.902475,432.252475,,517.60365,437.60365,539.903225,
,490.503775,527.966325,432.264775,,517.633425,437.612675,539.922925,
,490.522175,528.000925,432.281925,,517.65835,437.6236,539.96965,
,490.58525,528.0354,432.300025,,517.676675,437.631075,539.9952,
,490.642525,528.0619,432.31195,,517.704425,437.6427,540.049725,
,490.668625,528.091325,432.3268,,517.726075,437.653125,540.09825,
,490.6801,528.131375,432.34115,,517.75095,437.666575,540.1354,
,490.7121,528.158275,432.3584,,517.78915,437.68235,540.150875,
,490.724275,528.18395,432.37155,,517.826975,437.69285,540.162,
,490.734925,528.2038,432.38885,,517.8681,437.70575,540.177975,
,490.74105,528.24555,432.4022,,517.885325,437.720875,540.20545,
,490.77405,528.278475,432.421325,,517.900025,437.744525,540.237125,
,490.786575,528.31805,432.447975,,517.930175,437.768625,540.2504,
,490.811275,528.342725,432.484875,,518.002475,437.802475,540.27875,
