SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC01c,SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC16a
142.5837,,,,187.28915,181.5402,,,
142.60525,,,,187.377475,181.595075,,,
142.624875,,,,187.400575,181.621925,,,
142.654175,,,,187.419675,181.69595,,,
142.710225,,,,187.428675,181.727375,,,
142.7482,,,,187.4382,181.75475,,,
142.774225,,,,187.472025,181.79285,,,
142.79015,,,,187.51785,181.822225,,,
142.79825,,,,187.5306,181.845075,,,
142.8042,,,,187.552975,181.859175,,,
142.86245,,,,187.65635,181.87745,,,
142.8685,,,,187.66985,181.90155,,,
142.88575,,,,187.6825,181.9028,,,
142.8965,,,,187.6998,181.9353,,,
142.90415,,,,187.7141,182.049825,,,
142.921875,,,,187.73085,182.08875,,,
142.93595,,,,187.74455,182.13455,,,
142.9647,,,,187.7618,182.167425,,,
142.995375,,,,187.777275,182.18425,,,
143.010675,,,,187.803875,182.20945,,,
143.037275,,,,187.82505,182.237325,,,
143.075075,,,,187.862475,182.2469,,,
143.10355,,,,187.8947,182.2619,,,
143.127925,,,,187.910525,182.2886,,,
143.161525,,,,187.942925,182.317975,,,
143.18055,,,,187.97105,182.335325,,,
143.207525,,,,187.985925,182.35485,,,
143.254925,,,,187.996175,182.375275,,,
143.270325,,,,188.00645,182.3863,,,
143.29185,,,,188.01585,182.404425,,,
143.33025,,,,188.025875,182.428175,,,
143.349275,,,,188.034575,182.443075,,,
143.37125,,,,188.06825,182.4695,,,
143.386725,,,,188.079175,182.4946,,,
143.4094,,,,188.09055,182.515375,,,
143.421225,,,,188.139425,182.533975,,,
143.443625,,,,188.17635,182.5562,,,
143.46665,,,,188.190325,182.605175,,,
143.482025,,,,188.214575,182.625425,,,
143.50325,,,,188.23705,182.6956,,,
143.599825,,,,188.268725,182.76015,,,
143.622125,,,,188.304,182.784875,,,
143.6266,,,,188.3336,182.85355,,,
143.6461,,,,188.366675,182.9054,,,
143.69255,,,,188.3981,182.9229,,,
143.711925,,,,188.42395,182.93755,,,
143.729775,,,,188.443525,182.991675,,,
143.73435,,,,188.45255,183.030075,,,
143.741775,,,,188.4671,183.08565,,,
143.750875,,,,188.468325,183.11575,,,
143.754425,,,,188.476025,183.2439,,,
143.758825,,,,188.512475,183.275375,,,
143.762675,,,,188.52025,183.3025,,,
143.779025,,,,188.537875,183.358675,,,
143.803275,,,,188.5677,183.380475,,,
143.8279,,,,188.599375,183.4291,,,
143.83755,,,,188.60965,183.4778,,,
143.877275,,,,188.62105,183.48915,,,
143.89985,,,,188.644975,183.496975,,,
143.957025,,,,188.654775,183.57975,,,
143.9786,,,,188.671375,183.610725,,,
143.991775,,,,188.70715,183.698525,,,
144.01195,,,,188.77205,183.717375,,,
144.0258,,,,188.812375,183.792325,,,
144.038475,,,,188.8536,183.856,,,
144.0537,,,,188.87575,183.86095,,,
144.074125,,,,188.8861,183.88565,,,
144.089125,,,,188.9068,183.93185,,,
144.1353,,,,188.9169,183.95515,,,
144.192225,,,,188.923125,184.010825,,,
144.22085,,,,188.975175,184.0372,,,
144.244225,,,,189.031275,184.0621,,,
144.2747,,,,189.056175,184.089725,,,
144.29425,,,,189.1004,184.113475,,,
144.31095,,,,189.112775,184.1369,,,
144.335,,,,189.1474,184.1634,,,
144.365475,,,,189.191925,184.1772,,,
144.3917,,,,189.21495,184.2172,,,
144.398025,,,,189.2315,184.2282,,,
144.41855,,,,189.246575,184.28215,,,
144.43925,,,,189.297,184.30695,,,
144.447875,,,,189.308475,184.33525,,,
144.4866,,,,189.326175,184.360375,,,
144.5162,,,,189.3451,184.37665,,,
144.55205,,,,189.384375,184.420925,,,
144.565075,,,,189.4406,184.4473,,,
144.592475,,,,189.461325,184.495675,,,
144.61665,,,,189.4803,184.510475,,,
144.655175,,,,189.503825,184.5328,,,
144.6694,,,,189.560825,184.562575,,,
144.6808,,,,189.61885,184.57475,,,
144.68645,,,,189.653725,184.607475,,,
144.6936,,,,189.691375,184.6279,,,
144.71625,,,,189.726875,184.6985,,,
144.7323,,,,189.756125,184.720325,,,
144.752325,,,,189.773575,184.742225,,,
144.75845,,,,189.781475,184.761175,,,
144.76675,,,,189.806725,184.78425,,,
144.77445,,,,189.823875,184.80935,,,
144.797725,,,,189.841475,184.8336,,,
144.80685,,,,189.86315,184.921825,,,
144.82195,,,,189.875925,184.959225,,,
144.827675,,,,189.8999,184.9937,,,
144.855325,,,,189.91045,185.0354,,,
144.874325,,,,189.923,185.0657,,,
144.9178,,,,189.93755,185.078675,,,
144.948925,,,,189.9514,185.122575,,,
144.992025,,,,189.973025,185.15235,,,
145.03385,,,,190.004475,185.15485,,,
145.058,,,,190.021025,185.16345,,,
145.08535,,,,190.070275,185.189375,,,
145.102475,,,,190.114975,185.248525,,,
145.134525,,,,190.136175,185.284875,,,
145.1741,,,,190.1567,185.30855,,,
145.189275,,,,190.17605,185.344475,,,
145.239925,,,,190.197475,185.38195,,,
145.292,,,,190.21875,185.408075,,,
145.329,,,,190.2376,185.4431,,,
145.358625,,,,190.253375,185.468925,,,
145.371725,,,,190.274275,185.502525,,,
145.398525,,,,190.288,185.52985,,,
145.41995,,,,190.297875,185.575275,,,
145.436075,,,,190.311275,185.6214,,,
145.478025,,,,190.324925,185.67085,,,
145.5045,,,,190.3396,185.705925,,,
145.531225,,,,190.35845,185.728,,,
145.550575,,,,190.393425,185.745425,,,
145.555675,,,,190.4171,185.765575,,,
145.570175,,,,190.472625,185.78975,,,
145.5801,,,,190.51645,185.82825,,,
145.5873,,,,190.646375,185.861825,,,
145.5925,,,,190.68235,185.8766,,,
145.599425,,,,190.738975,185.93615,,,
145.6043,,,,190.788025,185.981275,,,
145.609075,,,,190.802925,186.05105,,,
145.622275,,,,190.8182,186.0801,,,
145.64165,,,,190.87915,186.0855,,,
145.65315,,,,190.91995,186.0981,,,
145.66905,,,,190.93455,186.099375,,,
145.68055,,,,190.9719,186.134925,,,
145.70975,,,,191.0132,186.185625,,,
145.744625,,,,191.03225,186.219175,,,
145.776775,,,,191.060625,186.25285,,,
145.832225,,,,191.07605,186.27425,,,
145.85525,,,,191.116775,186.2992,,,
145.866975,,,,191.13575,186.3189,,,
145.948625,,,,191.150475,186.3445,,,
145.9646,,,,191.207575,186.35955,,,
145.9784,,,,191.260225,186.3763,,,
146.0433,,,,191.290475,186.41105,,,
146.0671,,,,191.30165,186.42475,,,
146.09925,,,,191.314475,186.46175,,,
146.102475,,,,191.332725,186.49265,,,
146.16295,,,,191.371475,186.515475,,,
146.19495,,,,191.411525,186.54485,,,
146.222225,,,,191.4319,186.5677,,,
146.2287,,,,191.450075,186.5888,,,
146.252675,,,,191.5128,186.630275,,,
146.2644,,,,191.52415,186.734425,,,
146.2766,,,,191.543875,186.77065,,,
146.299125,,,,191.5815,186.796575,,,
146.329525,,,,191.625025,186.813575,,,
146.341875,,,,191.640775,186.830675,,,
146.357075,,,,191.659025,186.862025,,,
146.38535,,,,191.676875,186.934725,,,
146.395275,,,,191.694525,186.97175,,,
146.421975,,,,191.723175,186.997525,,,
146.44485,,,,191.737175,187.099225,,,
146.4537,,,,191.75055,187.13765,,,
146.498225,,,,191.7842,187.163375,,,
146.538575,,,,191.795525,187.183675,,,
146.542325,,,,191.816025,187.20165,,,
146.562425,,,,191.85555,187.222475,,,
146.60045,,,,191.88745,187.245725,,,
146.646025,,,,191.90485,187.29385,,,
146.676825,,,,191.958125,187.3253,,,
146.7012,,,,191.9926,187.36555,,,
146.73365,,,,192.010075,187.39865,,,
146.778775,,,,192.144725,187.425075,,,
146.78995,,,,192.1778,187.4716,,,
146.793475,,,,192.197475,187.54365,,,
146.80915,,,,192.2156,187.5627,,,
146.825825,,,,192.231,187.5782,,,
146.8363,,,,192.245475,187.604175,,,
146.8513,,,,192.2849,187.628875,,,
146.865925,,,,192.301375,187.65265,,,
146.888975,,,,192.31535,187.68615,,,
146.904225,,,,192.347575,187.712025,,,
146.9197,,,,192.3643,187.74585,,,
146.931975,,,,192.3807,187.76935,,,
146.9411,,,,192.4207,187.79545,,,
146.9627,,,,192.436625,187.835025,,,
146.98345,,,,192.45755,187.8575,,,
147.004675,,,,192.48055,187.8775,,,
147.0403,,,,192.5082,187.9619,,,
147.0642,,,,192.5335,187.996075,,,
147.08985,,,,192.578475,188.02675,,,
147.10995,,,,192.604725,188.08,,,
147.144325,,,,192.6429,188.107825,,,
147.163175,,,,192.653975,188.135975,,,
147.22625,,,,192.663875,188.1539,,,
147.251475,,,,192.68145,188.17095,,,
147.266975,,,,192.693425,188.180525,,,
147.28165,,,,192.707625,188.18455,,,
147.303725,,,,192.718775,188.204575,,,
147.33415,,,,192.729325,188.22155,,,
147.362025,,,,192.74245,188.239325,,,
147.393,,,,192.75895,188.260325,,,
147.40995,,,,192.7742,188.284325,,,
147.416225,,,,192.7902,188.310775,,,
147.4268,,,,192.80185,188.3609,,,
147.43905,,,,192.816125,188.3766,,,
147.4445,,,,192.830475,188.41355,,,
147.452,,,,192.844025,188.43255,,,
147.4633,,,,192.8807,188.455875,,,
147.4744,,,,192.896125,188.466375,,,
147.483975,,,,192.90835,188.483975,,,
147.489525,,,,192.9368,188.511325,,,
147.49335,,,,192.9496,188.5206,,,
147.506025,,,,193.0086,188.533625,,,
147.508425,,,,193.031175,188.5568,,,
147.54755,,,,193.1232,188.633475,,,
147.583975,,,,193.1642,188.65365,,,
147.59935,,,,193.187975,188.674725,,,
147.6451,,,,193.2044,188.692525,,,
147.690575,,,,193.224825,188.714125,,,
147.718,,,,193.239375,188.747375,,,
147.73175,,,,193.267825,188.769525,,,
147.75685,,,,193.285475,188.789325,,,
147.8164,,,,193.30255,188.818675,,,
147.82705,,,,193.3291,188.8453,,,
147.837775,,,,193.34395,188.87525,,,
147.86005,,,,193.398625,188.9097,,,
147.87975,,,,193.414525,188.931925,,,
147.908975,,,,193.4368,188.99905,,,
147.946875,,,,193.4598,189.02685,,,
147.984975,,,,193.4918,189.05045,,,
148.016225,,,,193.563125,189.10315,,,
148.04925,,,,193.6241,189.116,,,
148.068275,,,,193.6481,189.1361,,,
148.09355,,,,193.66635,189.1755,,,
148.1255,,,,193.6855,189.184625,,,
148.134925,,,,193.695375,189.2115,,,
148.14495,,,,193.7252,189.239475,,,
148.165175,,,,193.74635,189.32905,,,
148.18225,,,,193.7792,189.3709,,,
148.2061,,,,193.791825,189.3924,,,
148.224675,,,,193.8656,189.407825,,,
148.234475,,,,193.8745,189.431975,,,
148.257575,,,,193.883575,189.454025,,,
148.3051,,,,193.894,189.471625,,,
148.32455,,,,193.943675,189.497475,,,
148.3635,,,,193.969475,189.5036,,,
148.38545,,,,193.99125,189.516675,,,
148.421675,,,,194.086075,189.53315,,,
148.44955,,,,194.09805,189.554425,,,
148.513175,,,,194.112575,189.57705,,,
148.54065,,,,194.1261,189.6076,,,
148.557275,,,,194.162475,189.63115,,,
148.57945,,,,194.17925,189.6556,,,
148.60565,,,,194.2101,189.69,,,
148.655375,,,,194.239775,189.719075,,,
148.708075,,,,194.272425,189.76705,,,
148.732225,,,,194.28385,189.800825,,,
148.74015,,,,194.295,189.812425,,,
148.767825,,,,194.310575,189.875575,,,
148.7947,,,,194.341225,189.932325,,,
148.79765,,,,194.390075,189.96295,,,
148.809725,,,,194.406425,189.9805,,,
148.832375,,,,194.421725,189.9946,,,
148.847775,,,,194.4322,190.0103,,,
148.8554,,,,194.4447,190.0334,,,
148.896125,,,,194.485,190.068375,,,
148.915025,,,,194.49385,190.098675,,,
148.93575,,,,194.5032,190.120575,,,
148.951775,,,,194.513525,190.145825,,,
148.97815,,,,194.53435,190.170625,,,
149.01655,,,,194.545175,190.1946,,,
149.0404,,,,194.556,190.255425,,,
149.06705,,,,194.5693,190.2941,,,
149.089775,,,,194.589075,190.321725,,,
149.1209,,,,194.639925,190.351975,,,
149.1388,,,,194.708475,190.397525,,,
149.16645,,,,194.7237,190.42325,,,
149.1799,,,,194.763425,190.444025,,,
149.18285,,,,194.80125,190.470275,,,
149.202525,,,,194.825525,190.487575,,,
149.2269,,,,194.86745,190.501475,,,
149.264975,,,,194.885775,190.52045,,,
149.286025,,,,194.906125,190.542125,,,
149.34725,,,,194.93355,190.556375,,,
149.3839,,,,194.94535,190.577775,,,
149.415325,,,,194.95555,190.593275,,,
149.43325,,,,194.98235,190.616175,,,
149.461175,,,,194.99045,190.646075,,,
149.484575,,,,195.023075,190.657375,,,
149.508675,,,,195.06045,190.76225,,,
149.587875,,,,195.075675,190.78395,,,
149.606475,,,,195.100075,190.81275,,,
149.618525,,,,195.130575,190.86235,,,
149.6286,,,,195.14435,190.9138,,,
149.685925,,,,195.160725,190.9231,,,
149.715275,,,,195.212475,191.01215,,,
149.7457,,,,195.2259,191.03555,,,
149.772975,,,,195.23625,191.09205,,,
149.81315,,,,195.2452,191.115175,,,
149.849,,,,195.262475,191.144325,,,
149.86655,,,,195.302625,191.200275,,,
149.90845,,,,195.3178,191.23825,,,
149.93955,,,,195.327675,191.2658,,,
149.955375,,,,195.340825,191.311375,,,
149.97415,,,,195.373425,191.3435,,,
150.029125,,,,195.4041,191.3778,,,
150.047975,,,,195.4345,191.39955,,,
150.059525,,,,195.4689,191.424725,,,
150.066275,,,,195.545175,191.51495,,,
150.074325,,,,195.557925,191.556075,,,
150.082325,,,,195.56995,191.594575,,,
150.091425,,,,195.5808,191.62795,,,
150.106575,,,,195.5885,191.67065,,,
150.120675,,,,195.597475,191.704225,,,
150.17565,,,,195.6229,191.71725,,,
150.204925,,,,195.6499,191.750025,,,
150.231875,,,,195.66375,191.811525,,,
150.3299,,,,195.67835,191.84465,,,
150.3565,,,,195.694125,191.88185,,,
150.375175,,,,195.747,191.906125,,,
150.3905,,,,195.758125,191.9367,,,
150.407125,,,,195.788625,191.9785,,,
150.4532,,,,195.800475,192.016675,,,
150.4804,,,,195.83995,192.0605,,,
150.503725,,,,195.86145,192.08185,,,
150.52005,,,,195.880625,192.153175,,,
150.551375,,,,195.905025,192.185,,,
150.5797,,,,195.91845,192.21765,,,
150.597425,,,,195.928875,192.237725,,,
150.5999,,,,195.9693,192.2625,,,
150.636275,,,,195.9717,192.29525,,,
150.66235,,,,195.978,192.32505,,,
150.6967,,,,195.9884,192.3613,,,
150.727475,,,,196.021975,192.39635,,,
150.754125,,,,196.03985,192.417375,,,
150.769225,,,,196.0586,192.436925,,,
150.862075,,,,196.07405,192.45955,,,
150.90195,,,,196.085875,192.482275,,,
150.9192,,,,196.1115,192.5247,,,
150.932075,,,,196.17495,192.54315,,,
150.96675,,,,196.18955,192.57355,,,
150.994375,,,,196.207775,192.6075,,,
151.0162,,,,196.2416,192.626825,,,
151.050825,,,,196.259075,192.6447,,,
151.0872,,,,196.284925,192.6712,,,
151.10585,,,,196.307825,192.700125,,,
151.137175,,,,196.336625,192.719275,,,
151.155125,,,,196.360925,192.7313,,,
151.173325,,,,196.377325,192.7885,,,
151.194875,,,,196.4328,192.816725,,,
151.231775,,,,196.4657,192.82665,,,
151.24535,,,,196.48085,192.83435,,,
151.2796,,,,196.503075,192.85995,,,
151.3069,,,,196.51345,192.884675,,,
151.328175,,,,196.552775,192.911775,,,
151.37475,,,,196.575375,192.9208,,,
151.4094,,,,196.6785,192.943475,,,
151.421625,,,,196.71225,192.961825,,,
151.447025,,,,196.75675,192.970075,,,
151.4733,,,,196.77645,192.994225,,,
151.5059,,,,196.808375,193.0097,,,
151.58055,,,,196.818925,193.083675,,,
151.592575,,,,196.847175,193.1174,,,
151.625875,,,,196.860075,193.149275,,,
151.65125,,,,196.874775,193.183825,,,
151.654975,,,,196.9016,193.2494,,,
151.668075,,,,196.924775,193.28315,,,
151.682125,,,,196.95425,193.3221,,,
151.710325,,,,196.9807,193.355625,,,
151.719075,,,,197.00015,193.3793,,,
151.732425,,,,197.0155,193.44085,,,
151.75975,,,,197.043625,193.462125,,,
151.778025,,,,197.073225,193.478075,,,
151.7866,,,,197.099825,193.525375,,,
151.807125,,,,197.139175,193.541375,,,
151.82685,,,,197.1949,193.568,,,
151.853075,,,,197.237975,193.58725,,,
151.878275,,,,197.260125,193.606375,,,
151.88915,,,,197.30365,193.645925,,,
151.9102,,,,197.305225,193.667,,,
151.939975,,,,197.330075,193.740425,,,
151.968775,,,,197.357975,193.8483,,,
151.998825,,,,197.375925,193.8835,,,
152.025825,,,,197.39705,193.9101,,,
152.042375,,,,197.426225,193.949275,,,
152.06305,,,,197.5014,193.977425,,,
152.08325,,,,197.5133,194.007025,,,
152.101975,,,,197.524275,194.04195,,,
152.119,,,,197.537825,194.052475,,,
152.1578,,,,197.570725,194.07895,,,
152.17105,,,,197.587725,194.121625,,,
152.176475,,,,197.6137,194.170075,,,
152.189025,,,,197.624125,194.1885,,,
152.21555,,,,197.63685,194.220025,,,
152.223925,,,,197.638275,194.24385,,,
152.2775,,,,197.648925,194.264375,,,
152.310525,,,,197.66935,194.3072,,,
152.3576,,,,197.682675,194.34995,,,
152.366,,,,197.703175,194.404225,,,
152.3928,,,,197.72495,194.43865,,,
152.439,,,,197.7531,194.46875,,,
152.449425,,,,197.778775,194.533,,,
152.457125,,,,197.802625,194.5543,,,
152.476075,,,,197.8576,194.621525,,,
152.491375,,,,197.882525,194.64535,,,
152.514175,,,,197.92305,194.676375,,,
152.528975,,,,197.97465,194.712075,,,
152.5461,,,,197.98965,194.733525,,,
152.566575,,,,198.00165,194.76605,,,
152.5941,,,,198.01955,194.85185,,,
152.6095,,,,198.03815,194.90065,,,
152.618725,,,,198.05645,194.929975,,,
152.628975,,,,198.066975,194.9603,,,
152.652875,,,,198.09255,194.983225,,,
152.733825,,,,198.114375,195.085075,,,
152.757325,,,,198.14745,195.135225,,,
152.7764,,,,198.16495,195.17945,,,
152.7967,,,,198.17945,195.2223,,,
152.819525,,,,198.2076,195.271725,,,
152.84755,,,,198.229925,195.310225,,,
152.87385,,,,198.24975,195.332575,,,
152.88515,,,,198.2687,195.35055,,,
152.899325,,,,198.3147,195.371525,,,
152.92445,,,,198.332925,195.427475,,,
152.966775,,,,198.365225,195.442575,,,
152.99555,,,,198.38135,195.46725,,,
153.011775,,,,198.394325,195.4894,,,
153.033,,,,198.415075,195.5116,,,
153.08055,,,,198.4245,195.54505,,,
153.1032,,,,198.432575,195.59875,,,
153.1357,,,,198.4338,195.63755,,,
153.16235,,,,198.45205,195.6644,,,
153.2056,,,,198.473125,195.6934,,,
153.2352,,,,198.4918,195.722075,,,
153.275875,,,,198.493625,195.80025,,,
153.301725,,,,198.51345,195.8137,,,
153.314175,,,,198.56975,195.84905,,,
153.3286,,,,198.591,195.88575,,,
153.347175,,,,198.622225,195.9103,,,
153.3647,,,,198.6577,195.93665,,,
153.38785,,,,198.682275,195.982925,,,
153.414875,,,,198.720525,196.0105,,,
153.52205,,,,198.759175,196.069975,,,
153.54505,,,,198.8435,196.1021,,,
153.562725,,,,198.88185,196.120475,,,
153.569375,,,,198.919975,196.144175,,,
153.593825,,,,198.951325,196.181425,,,
153.597725,,,,198.98205,196.211725,,,
153.60975,,,,199.005825,196.270025,,,
153.62715,,,,199.038225,196.38225,,,
153.638825,,,,199.059025,196.5116,,,
153.644125,,,,199.084475,196.550125,,,
153.652925,,,,199.1097,196.570975,,,
153.6571,,,,199.134525,196.587375,,,
153.666275,,,,199.1551,196.6074,,,
153.6823,,,,199.156325,196.633475,,,
153.719,,,,199.200375,196.653125,,,
153.7298,,,,199.214275,196.66605,,,
153.74655,,,,199.2381,196.6843,,,
153.76185,,,,199.262375,196.706025,,,
153.78315,,,,199.29195,196.7215,,,
153.807425,,,,199.331775,196.73425,,,
153.829475,,,,199.3916,196.75935,,,
153.85725,,,,199.4239,196.77435,,,
153.933375,,,,199.42505,196.848925,,,
154.043175,,,,199.443225,196.9089,,,
154.082925,,,,199.46355,196.9324,,,
154.1022,,,,199.481875,196.964675,,,
154.118925,,,,199.4838,196.996275,,,
154.15065,,,,199.496225,197.014675,,,
154.172725,,,,199.51415,197.046475,,,
154.1918,,,,199.538,197.06705,,,
154.20745,,,,199.558175,197.099675,,,
154.225575,,,,199.5912,197.1491,,,
154.249425,,,,199.60955,197.192875,,,
154.26305,,,,199.632775,197.21205,,,
154.278,,,,199.65805,197.232225,,,
154.295125,,,,199.677575,197.2668,,,
154.29805,,,,199.702375,197.300025,,,
154.3253,,,,199.7264,197.32785,,,
154.33225,,,,199.74855,197.347775,,,
154.3799,,,,199.769575,197.3751,,,
154.40495,,,,199.7998,197.411375,,,
154.411825,,,,199.870175,197.462225,,,
154.43755,,,,199.887125,197.47865,,,
154.46175,,,,199.91585,197.5159,,,
154.51285,,,,199.9277,197.52785,,,
154.528125,,,,199.93615,197.553175,,,
154.566175,,,,199.956525,197.5742,,,
154.586025,,,,199.99145,197.603875,,,
154.61315,,,,,197.61515,,,
154.637,,,,,197.6427,,,
154.65885,,,,,197.6679,,,
154.671175,,,,,197.68845,,,
154.689225,,,,,197.708975,,,
154.71205,,,,,197.729,,,
154.7366,,,,,197.755675,,,
154.8155,,,,,197.777425,,,
154.83985,,,,,197.79585,,,
154.86585,,,,,197.841725,,,
154.8893,,,,,197.915175,,,
154.909325,,,,,198.00075,,,
154.93015,,,,,198.020825,,,
154.95535,,,,,198.037475,,,
154.98335,,,,,198.078625,,,
155.00955,,,,,198.099025,,,
155.0244,,,,,198.125025,,,
155.0509,,,,,198.153175,,,
155.064925,,,,,198.1854,,,
155.076525,,,,,198.216575,,,
155.09065,,,,,198.23945,,,
155.09595,,,,,198.2713,,,
155.1025,,,,,198.29485,,,
155.12715,,,,,198.31485,,,
155.142775,,,,,198.3445,,,
155.149075,,,,,198.374475,,,
155.1534,,,,,198.41035,,,
155.16025,,,,,198.441825,,,
155.165425,,,,,198.477575,,,
155.168925,,,,,198.51905,,,
155.1735,,,,,198.550525,,,
155.184075,,,,,198.571975,,,
155.192275,,,,,198.607025,,,
155.205025,,,,,198.656125,,,
155.2362,,,,,198.68025,,,
155.26775,,,,,198.70555,,,
155.281375,,,,,198.726425,,,
155.2945,,,,,198.745875,,,
155.31345,,,,,198.77595,,,
155.3426,,,,,198.834725,,,
155.36775,,,,,198.87225,,,
155.384175,,,,,198.921925,,,
155.4103,,,,,198.965875,,,
155.424875,,,,,199.00385,,,
155.443225,,,,,199.0448,,,
155.460125,,,,,199.068125,,,
155.4768,,,,,199.104675,,,
155.5053,,,,,199.1572,,,
155.53295,,,,,199.18385,,,
155.5651,,,,,199.2123,,,
155.619625,,,,,199.2433,,,
155.641025,,,,,199.27105,,,
155.655625,,,,,199.311225,,,
155.67885,,,,,199.3466,,,
155.685075,,,,,199.378675,,,
155.696275,,,,,199.461275,,,
155.7102,,,,,199.5188,,,
155.718875,,,,,199.5819,,,
155.72595,,,,,199.610075,,,
155.767375,,,,,199.698725,,,
155.7815,,,,,199.7186,,,
155.81435,,,,,199.743525,,,
155.8588,,,,,199.77245,,,
155.89365,,,,,199.806725,,,
155.920375,,,,,199.821,,,
155.941175,,,,,199.832675,,,
155.9702,,,,,199.85215,,,
155.991425,,,,,199.870725,,,
156.0197,,,,,199.8721,,,
156.0428,,,,,199.8923,,,
156.061475,,,,,,,,
156.083225,,,,,,,,
156.1002,,,,,,,,
156.11945,,,,,,,,
156.140575,,,,,,,,
156.1615,,,,,,,,
156.1727,,,,,,,,
156.18895,,,,,,,,
156.20405,,,,,,,,
156.24345,,,,,,,,
156.27465,,,,,,,,
156.283125,,,,,,,,
156.293075,,,,,,,,
156.305,,,,,,,,
156.336325,,,,,,,,
156.377725,,,,,,,,
156.395075,,,,,,,,
156.4118,,,,,,,,
156.43825,,,,,,,,
156.460475,,,,,,,,
156.50715,,,,,,,,
156.518425,,,,,,,,
156.553375,,,,,,,,
156.58195,,,,,,,,
156.607425,,,,,,,,
156.63035,,,,,,,,
156.6479,,,,,,,,
156.6875,,,,,,,,
156.708675,,,,,,,,
156.73045,,,,,,,,
156.75785,,,,,,,,
156.790825,,,,,,,,
156.8071,,,,,,,,
156.827725,,,,,,,,
156.84155,,,,,,,,
156.86455,,,,,,,,
156.885275,,,,,,,,
156.910825,,,,,,,,
156.929525,,,,,,,,
156.94335,,,,,,,,
156.990025,,,,,,,,
157.01805,,,,,,,,
157.0443,,,,,,,,
157.07285,,,,,,,,
157.089175,,,,,,,,
157.1026,,,,,,,,
157.1293,,,,,,,,
157.162625,,,,,,,,
157.168775,,,,,,,,
157.186175,,,,,,,,
157.205975,,,,,,,,
157.2405,,,,,,,,
157.254575,,,,,,,,
157.27745,,,,,,,,
157.30665,,,,,,,,
157.410025,,,,,,,,
157.44195,,,,,,,,
157.47075,,,,,,,,
157.493325,,,,,,,,
157.50595,,,,,,,,
157.540875,,,,,,,,
157.547225,,,,,,,,
157.5757,,,,,,,,
157.588,,,,,,,,
157.603925,,,,,,,,
157.621625,,,,,,,,
157.63585,,,,,,,,
157.651125,,,,,,,,
157.657275,,,,,,,,
157.673275,,,,,,,,
157.681575,,,,,,,,
157.732575,,,,,,,,
157.747325,,,,,,,,
157.7655,,,,,,,,
157.778025,,,,,,,,
157.801275,,,,,,,,
157.836175,,,,,,,,
157.864175,,,,,,,,
157.900225,,,,,,,,
157.9312,,,,,,,,
157.971725,,,,,,,,
157.989325,,,,,,,,
158.001275,,,,,,,,
158.0162,,,,,,,,
158.02405,,,,,,,,
158.030275,,,,,,,,
158.034525,,,,,,,,
158.03775,,,,,,,,
158.03885,,,,,,,,
158.05115,,,,,,,,
158.066375,,,,,,,,
158.070925,,,,,,,,
158.08485,,,,,,,,
158.109575,,,,,,,,
158.1228,,,,,,,,
158.143425,,,,,,,,
158.1606,,,,,,,,
158.178725,,,,,,,,
158.193925,,,,,,,,
158.2609,,,,,,,,
158.28035,,,,,,,,
158.3217,,,,,,,,
158.35115,,,,,,,,
158.37745,,,,,,,,
158.42525,,,,,,,,
158.447725,,,,,,,,
158.482325,,,,,,,,
158.50515,,,,,,,,
158.53165,,,,,,,,
158.55995,,,,,,,,
158.57475,,,,,,,,
158.585575,,,,,,,,
158.59715,,,,,,,,
158.61435,,,,,,,,
158.628875,,,,,,,,
158.646575,,,,,,,,
158.66935,,,,,,,,
158.697525,,,,,,,,
158.722375,,,,,,,,
158.745075,,,,,,,,
158.77355,,,,,,,,
158.803075,,,,,,,,
158.82645,,,,,,,,
158.844825,,,,,,,,
158.86545,,,,,,,,
158.88525,,,,,,,,
158.902975,,,,,,,,
158.937075,,,,,,,,
158.955575,,,,,,,,
158.9663,,,,,,,,
158.9819,,,,,,,,
159.01935,,,,,,,,
159.0324,,,,,,,,
159.0546,,,,,,,,
159.093775,,,,,,,,
159.117,,,,,,,,
159.14165,,,,,,,,
159.184725,,,,,,,,
159.2581,,,,,,,,
159.3085,,,,,,,,
159.34125,,,,,,,,
159.350325,,,,,,,,
159.38335,,,,,,,,
159.418175,,,,,,,,
159.437475,,,,,,,,
159.449,,,,,,,,
159.46735,,,,,,,,
159.48915,,,,,,,,
159.541975,,,,,,,,
159.5937,,,,,,,,
159.6328,,,,,,,,
159.677675,,,,,,,,
159.687375,,,,,,,,
159.724675,,,,,,,,
159.76435,,,,,,,,
159.7847,,,,,,,,
159.825725,,,,,,,,
159.836775,,,,,,,,
159.848525,,,,,,,,
159.866025,,,,,,,,
159.906175,,,,,,,,
159.91575,,,,,,,,
159.920925,,,,,,,,
159.9311,,,,,,,,
159.951425,,,,,,,,
159.992725,,,,,,,,
160.005575,,,,,,,,
160.040725,,,,,,,,
160.0749,,,,,,,,
160.1027,,,,,,,,
160.13535,,,,,,,,
160.184575,,,,,,,,
160.207475,,,,,,,,
160.225125,,,,,,,,
160.24375,,,,,,,,
160.250025,,,,,,,,
160.269425,,,,,,,,
160.2847,,,,,,,,
