SPK_SPKC02a (exc),SPK_SPKC04a (no response),SPK_SPKC10b (no response)
,63.759075,
,63.82345,
,63.90125,
,63.97435,
,63.986525,
,63.99975,
,64.009925,
,64.0176,
,64.02555,
,64.035725,
,64.043225,
,64.050925,
,64.062125,
,64.073275,
,64.107775,
,64.12265,
,64.1377,
,64.148575,
,64.157425,
,64.16985,
,64.178975,
,64.1921,
,64.2006,
,64.210575,
,64.228975,
,64.266575,
,64.305025,
,64.381975,
,64.40605,
,64.4308,
,64.45885,
,64.48265,
,64.50705,
,64.53775,
,64.588375,
,64.628775,
,64.659475,
,64.70775,
,64.733625,
,64.75175,
,64.7621,
,64.774775,
,64.7884,
,64.808475,
,64.83985,
,64.891375,
,64.967375,
,65.016175,
,65.059925,
,65.07265,
,65.094075,
,65.10145,
,65.108375,
,65.116475,
,65.12355,
,65.135575,
,65.176575,
,65.192275,
,65.2044,
,65.24315,
,65.26355,
,65.29,
,65.336225,
,65.420175,
,65.484725,
,65.56525,
,65.620125,
,65.654825,
,65.664375,
,65.673175,
,65.684275,
,65.705,
,65.73445,
,65.7447,
,65.760575,
,65.7707,
,65.782175,
,65.799675,
,65.813825,
,65.83095,
,65.85525,
,65.88015,
,65.965875,
,65.9883,
,66.006525,
,66.023475,
,66.0526,
,66.066175,
,66.08845,
,66.108875,
,66.15345,
,66.216525,
,66.27405,
,66.290125,
,66.301225,
,66.311475,
,66.319425,
,66.328125,
,66.33895,
,66.370675,
,66.383075,
,66.393175,
,66.401425,
,66.41,
,66.416075,
,66.421875,
,66.432075,
,66.449475,
,66.460725,
,66.4711,
,66.488575,
,66.501525,
,66.512475,
,66.526875,
,66.5395,
,66.55345,
,66.564025,
,66.57765,
,66.58725,
,66.60175,
,66.610925,
,66.62025,
,66.62895,
,66.644625,
,66.682175,
,66.704375,
,66.747325,
,66.824,
,66.86295,
,66.896775,
,66.915875,
,66.926425,
,66.94205,
,66.960125,
,66.980975,
,66.9987,
,67.017525,
,67.045425,
,67.060575,
,67.08415,
,67.1324,
,67.15405,
,67.24335,
,67.27745,
,67.30665,
,67.329575,
,67.363625,
,67.39205,
,67.428125,
,67.500725,
,67.54305,
,67.5715,
,67.5804,
,67.588775,
,67.634875,
,67.659925,
,67.673775,
,67.689325,
,67.70475,
,67.71665,
,67.726525,
,67.7405,
,67.7648,
,67.79275,
,67.8724,
,67.935,
,67.99625,
,68.040175,
,68.053025,
,68.091625,
,68.108,
,68.11995,
,68.133475,
,68.146375,
,68.161425,
,68.18375,
,68.2035,
,68.236,
,68.2729,
,68.309975,
,68.337675,
,68.3854,
,68.41505,
,68.431325,
,68.447125,
,68.457975,
,68.469325,
,68.481225,
,68.4958,
,68.507575,
,68.520725,
,68.5308,
,68.542275,
,68.5561,
,68.5866,
,68.613775,
,68.667125,
,68.714625,
,68.78715,
,68.855075,
,68.90255,
,68.93205,
,69.02,
,69.08585,
,69.103175,
,69.124175,
,69.15575,
,69.1709,
,69.1826,
,69.19765,
,69.224275,
,69.242,
,69.2558,
,69.2695,
,69.2867,
,69.306275,
,69.317525,
,69.34505,
,69.36185,
,69.39175,
,69.405725,
,69.43125,
,69.496775,
,69.5267,
,69.565525,
,69.593425,
,69.645375,
,69.6934,
,69.7579,
,69.8103,
,69.855375,
,69.8726,
,69.914925,
,69.92605,
,69.93925,
,69.95045,
,69.975675,
,69.9907,
,70.015975,
,70.0311,
,70.0462,
,70.060175,
,70.069625,
,70.080125,
,70.0938,
,70.1032,
,70.113025,
,70.124,
,70.13605,
,70.160075,
,70.172275,
,70.224075,
,70.234475,
,70.24425,
,70.252125,
,70.261475,
,70.271325,
,70.282125,
,70.2942,
,70.30655,
,70.3206,
,70.33485,
,70.3464,
,70.373425,
,70.40795,
,70.450875,
,70.491975,
,70.53515,
,70.56,
,70.5796,
,70.592875,
,70.60745,
,70.634375,
,70.662625,
,70.67995,
,70.692075,
,70.7023,
,70.71325,
,70.720725,
,70.7269,
,70.734175,
,70.74105,
,70.74825,
,70.759175,
,70.770525,
,70.782925,
,70.79005,
,70.805675,
,70.816325,
,70.839525,
,70.85495,
,70.876175,
,70.90915,
,70.92555,
,70.9365,
,70.9503,
,70.97675,
,70.989825,
,71.0025,
,71.02145,
,71.0328,
,71.037425,
,71.0487,
,71.056875,
,71.065575,
,71.0744,
,71.092925,
,71.099675,
,71.1096,
,71.1234,
,71.1345,
,71.1428,
,71.1528,
,71.174,
,71.19595,
,71.216325,
,71.2529,
,71.2755,
,71.298125,
,71.321525,
,71.34815,
,71.3716,
,71.3954,
,71.44405,
,71.466225,
,71.4797,
,71.5001,
,71.51905,
,71.53645,
,71.570975,
,71.642225,
,71.69385,
,71.7353,
,71.765175,
,71.780375,
,71.793375,
,71.80155,
,71.80805,
,71.8159,
,71.8305,
,71.83975,
,71.851475,
,71.868375,
,71.883025,
,71.8977,
,71.93385,
,71.94995,
,71.9604,
,71.981975,
,72.014325,
,72.028375,
,72.044525,
,72.075725,
,72.09255,
,72.107775,
,72.122925,
,72.146275,
,72.175875,
,72.1896,
,72.20555,
,72.220075,
,72.238425,
,72.2547,
,72.2828,
,72.301375,
,72.321275,
,72.3544,
,72.378075,
,72.391625,
,72.39905,
,72.41145,
,72.419925,
,72.430975,
,72.439825,
,72.4492,
,72.4576,
,72.467075,
,72.479725,
,72.5042,
,72.5164,
,72.531975,
,72.549,
,72.57455,
,72.5986,
,72.61705,
,72.634075,
,72.654225,
,72.672875,
,72.70735,
,72.75215,
,72.7979,
,72.829675,
,72.847725,
,72.8589,
,72.8711,
,72.882275,
,72.9076,
,72.94345,
,72.97115,
,72.9905,
,73.0129,
,73.05195,
,73.101125,
,73.1663,
,73.20985,
,73.235275,
,73.2598,
,73.277875,
,73.29225,
,73.311075,
,73.322275,
,73.36065,
,73.37465,
,73.39525,
,73.416525,
,73.459375,
,73.574,
,73.606425,
,73.690575,
,73.757225,
,73.83625,
,73.902,
,73.940475,
,73.97055,
,74.0077,
,74.032325,
,74.044775,
,74.055175,
,74.06935,
,74.08285,
,74.1004,
,74.13145,
,74.146825,
,74.161825,
,74.1887,
,74.217575,
,74.2437,
,74.282125,
,74.306275,
,74.322875,
,74.35145,
,74.383675,
,74.4094,
,74.432975,
,74.465825,
,74.4926,
,74.5215,
,74.549225,
,74.595325,
,74.627225,
,74.65495,
,74.7026,
,74.720425,
,74.755525,
,74.786575,
,74.818025,
,74.832875,
,74.85425,
,74.87515,
,74.906775,
,74.928575,
,74.947425,
,74.975925,
,75.10725,
,75.16195,
,75.17925,
,75.247525,
,75.258575,
,75.2657,
,75.276375,
,75.281775,
,75.287075,
,75.29255,
,75.2995,
,75.30635,
,75.3312,
,75.36,
,75.3963,
,75.42715,
,75.44825,
,75.466825,
,75.4921,
,75.51765,
,75.532775,
,75.548125,
,75.571775,
,75.59515,
,75.6153,
,75.6435,
,75.684875,
,75.7248,
,75.7788,
,75.821725,
,75.832325,
,75.8443,
,75.8574,
,75.86855,
,75.878975,
,75.89125,
,75.898925,
,75.9055,
,75.9322,
,75.9477,
,75.955675,
,75.980275,
,76.00235,
,76.017675,
,76.0502,
,76.0636,
,76.08085,
,76.1036,
,76.154875,
,76.214125,
,76.263675,
,76.285825,
,76.29535,
,76.30375,
,76.316825,
,76.369025,
,76.38605,
,76.3975,
,76.418375,
,76.425575,
,76.433725,
,76.443875,
,76.45225,
,76.463925,
,76.4773,
,76.48715,
,76.502075,
,76.5179,
,76.5355,
,76.551375,
,76.564325,
,76.6218,
,76.696425,
,76.74495,
,76.777625,
,76.81025,
,76.825925,
,76.8407,
,76.851675,
,76.8611,
,76.876,
,76.886625,
,76.906775,
,76.923325,
,76.95,
,76.9942,
,77.06805,
,77.11865,
,77.134575,
,77.14385,
,77.1675,
,77.1831,
,77.20025,
,77.2111,
,77.21845,
,77.23025,
,77.24085,
,77.2513,
,77.269175,
,77.282625,
,77.312725,
,77.36815,
,77.4373,
,77.48575,
,77.501875,
,77.51325,
,77.5281,
,77.539375,
,77.55295,
,77.564975,
,77.574725,
,77.583325,
,77.592525,
,77.607275,
,77.634075,
,77.66085,
,77.680425,
,77.70785,
,77.7382,
,77.861525,
,77.91665,
,77.947075,
,77.9578,
,77.976025,
,77.995775,
,78.029425,
,78.062225,
,78.105725,
,78.155125,
,78.181425,
,78.2023,
,78.2238,
,78.249,
,78.2639,
,78.28195,
,78.299175,
,78.33645,
,78.366475,
,78.392375,
,78.409375,
,78.4192,
,78.429925,
,78.441525,
,78.455525,
,78.4709,
,78.490425,
,78.5039,
,78.516225,
,78.5347,
,78.5696,
,78.630625,
,78.666875,
,78.69525,
,78.71955,
,78.754375,
,78.7777,
,78.8151,
,78.836025,
,78.85145,
,78.8735,
,78.8965,
,78.914275,
,78.933925,
,78.95025,
,78.975375,
,79.02935,
,79.059075,
,79.086775,
,79.11045,
,79.1301,
,79.1662,
,79.19225,
,79.2243,
,79.25865,
,79.312025,
,79.350175,
,79.39485,
,79.4239,
,79.45195,
,79.47515,
,79.49635,
,79.517125,
,79.533225,
,79.546075,
,79.55645,
,79.56695,
,79.5847,
,79.5937,
,79.601525,
,79.612425,
,79.6215,
,79.634775,
,79.651875,
,79.696475,
,79.7207,
,79.761775,
,79.8163,
,79.8605,
,79.922675,
,79.9475,
,79.972225,
,80.01815,
,80.064825,
,80.113325,
,80.1822,
,80.21955,
,80.236725,
,80.24885,
,80.279475,
,80.300525,
,80.323325,
,80.34815,
,80.371625,
,80.3971,
,80.41585,
,80.439525,
,80.45235,
,80.463925,
,80.480175,
,80.49825,
,80.51515,
,80.5363,
,80.55865,
,80.56985,
,80.58155,
,80.59225,
,80.608175,
,80.6184,
,80.628275,
,80.6382,
,80.6476,
,80.65595,
,80.664825,
,80.673625,
,80.684775,
,80.694575,
,80.706425,
,80.721025,
,80.73305,
,80.746175,
,80.76025,
,80.7939,
,80.840125,
,80.8667,
,80.916575,
,80.954425,
,80.990725,
,81.005575,
,81.01815,
,81.038225,
,81.066925,
,81.09495,
,81.1068,
,81.1189,
,81.13725,
,81.1652,
,81.181275,
,81.221625,
,81.27025,
,81.3361,
,81.369575,
,81.385625,
,81.39725,
,81.4071,
,81.4247,
,81.43375,
,81.4455,
,81.460225,
,81.471675,
,81.491775,
,81.51945,
,81.541475,
,81.5675,
,81.599725,
,81.61475,
,81.633475,
,81.64755,
,81.651825,
,81.665125,
,81.679525,
,81.6908,
,81.710025,
,81.720925,
,81.72945,
,81.7373,
,81.745875,
,81.763,
,81.77685,
,81.79635,
,81.814225,
,81.8337,
,81.88565,
,81.9182,
,81.96405,
,82.014125,
,82.0539,
,82.093125,
,82.10205,
,82.113325,
,82.132825,
,82.139925,
,82.152275,
,82.15995,
,82.17665,
,82.197325,
,82.218875,
,82.256875,
,82.2976,
,82.327475,
,82.36095,
,82.416325,
,82.505225,
,82.5483,
,82.6436,
,82.67715,
,82.688275,
,82.702325,
,82.7148,
,82.722475,
,82.7326,
,82.75205,
,82.759875,
,82.769,
,82.776575,
,82.7868,
,82.79695,
,82.817275,
,82.845425,
,82.880375,
,82.8923,
,82.900125,
,82.911,
,82.920425,
,82.93065,
,82.94025,
,82.9481,
,82.967325,
,82.98025,
,82.993025,
,83.0054,
,83.0177,
,83.03515,
,83.046075,
,83.05525,
,83.069225,
,83.079225,
,83.099175,
,83.130075,
,83.161025,
,83.192225,
,83.21565,
,83.245425,
,83.265075,
,83.285775,
,83.302625,
,83.3254,
,83.362525,
,83.404175,
,83.46135,
,83.4928,
,83.5159,
,83.53345,
,83.556925,
,83.575075,
,83.598525,
,83.61145,
,83.633475,
,83.644325,
,83.680825,
,83.70665,
,83.723,
,83.738275,
,83.77125,
,83.7859,
,83.79675,
,83.799975,
,83.814025,
,83.834875,
,83.847875,
,83.857575,
,83.8657,
,83.872125,
,83.880225,
,83.896125,
,83.90505,
,83.91185,
,83.9198,
,83.928475,
,83.93855,
,83.966575,
,83.98155,
,83.990375,
,84.005175,
,84.0499,
,84.091425,
,84.14935,
,84.219225,
,84.272375,
,84.2872,
,84.30045,
,84.3489,
,84.3635,
,84.37495,
,84.388975,
,84.399725,
,84.4124,
,84.419925,
,84.427975,
,84.44745,
,84.46095,
,84.474875,
,84.48585,
,84.49945,
,84.50155,
,84.510275,
,84.517625,
,84.52525,
,84.532975,
,84.54285,
,84.555975,
,84.5717,
,84.595525,
,84.610675,
,84.634925,
,84.651225,
,84.666925,
,84.6905,
,84.71825,
,84.749575,
,84.783425,
,84.8078,
,84.841325,
,84.904475,
,84.94585,
,84.972825,
,84.990975,
,85.015475,
,85.02685,
,85.065375,
,85.075975,
,85.0971,
,85.111725,
,85.1407,
,85.151975,
,85.162525,
,85.175025,
,85.18555,
,85.198675,
,85.213075,
,85.232225,
,85.2502,
,85.324375,
,85.382925,
,85.46145,
,85.4789,
,85.49215,
,85.505925,
,85.5485,
,85.57235,
,85.59005,
,85.5978,
,85.60645,
,85.616075,
,85.6261,
,85.637425,
,85.6617,
,85.679975,
,85.705275,
,85.7468,
,85.859025,
,85.896725,
,85.923175,
,85.973975,
,85.981525,
,86.0116,
,86.02075,
,86.0341,
,86.0462,
,86.0586,
,86.0846,
,86.0931,
,86.1133,
,86.13355,
,86.183775,
,86.21525,
,86.230925,
,86.247975,
,86.2695,
,86.29615,
,86.3506,
,86.437375,
,86.470725,
,86.52425,
,86.541875,
,86.556125,
,86.565475,
,86.573,
,86.5841,
,86.592575,
,86.601125,
,86.619825,
,86.641025,
,86.649575,
,86.658725,
,86.6734,
,86.6859,
,86.69405,
,86.707575,
,86.7153,
,86.736325,
,86.75105,
,86.76725,
,86.781875,
,86.798775,
,86.825925,
,86.85005,
,86.886325,
,86.905275,
,86.936125,
,86.96635,
,87.04165,
,87.1022,
,87.1352,
,87.150375,
,87.16165,
,87.169925,
,87.176275,
,87.1819,
,87.187475,
,87.19225,
,87.2104,
,87.21815,
,87.225225,
,87.233725,
,87.2584,
,87.2814,
,87.300275,
,87.314625,
,87.336925,
,87.34955,
,87.362525,
,87.377675,
,87.389575,
,87.40675,
,87.433925,
,87.458425,
,87.4805,
,87.5308,
,87.55405,
,87.58595,
,87.6021,
,87.6141,
,87.633875,
,87.682675,
,87.74765,
,87.848925,
,87.88255,
,87.910825,
,87.93815,
,87.955525,
,87.978825,
,87.9973,
,88.015825,
,88.032275,
,88.0595,
,88.0901,
,88.116275,
,88.165075,
,88.1945,
,88.211025,
,88.234475,
,88.2491,
,88.264,
,88.28995,
,88.312475,
,88.3351,
,88.350525,
,88.361625,
,88.378625,
,88.4247,
,88.46395,
,88.514375,
,88.57685,
,88.60715,
,88.634825,
,88.648825,
,88.663375,
,88.671025,
,88.6801,
,88.6875,
,88.719075,
,88.740075,
,88.763925,
,88.783625,
,88.796325,
,88.808125,
,88.82005,
,88.8397,
,88.85045,
,88.873375,
,88.90015,
,88.914325,
,88.93415,
,88.94635,
,88.99495,
,89.0215,
,89.051075,
,89.104175,
,89.12465,
,89.146775,
,89.162775,
,89.183775,
,89.209075,
,89.23575,
,89.264225,
,89.28035,
,89.31425,
,89.340575,
,89.372275,
,89.388975,
,89.4039,
,89.423725,
,89.4455,
,89.47065,
,89.5016,
,89.5206,
,89.53445,
,89.56395,
,89.63425,
,89.709625,
,89.78275,
,89.850675,
,89.886675,
,89.9218,
,89.954725,
,89.97675,
,89.99695,
,90.01,
,90.020825,
,90.032375,
,90.04395,
,90.0559,
,90.065325,
,90.080825,
,90.095875,
,90.10625,
,90.116375,
,90.127225,
,90.144625,
,90.1691,
,90.178775,
,90.1913,
,90.202875,
,90.229275,
,90.2513,
,90.27755,
,90.3148,
,90.3521,
,90.379025,
,90.40225,
,90.4411,
,90.49525,
,90.5142,
,90.538825,
,90.5487,
,90.555125,
,90.56235,
,90.572075,
,90.57815,
,90.58605,
,90.597525,
,90.612925,
,90.626625,
,90.64645,
,90.6641,
,90.696625,
,90.73585,
,90.793375,
,90.843675,
,90.880775,
,90.906725,
,90.9268,
,90.9543,
,91.00655,
,91.0521,
,91.069175,
,91.10295,
,91.145875,
,91.17075,
,91.2235,
,91.253925,
,91.30035,
,91.3248,
,91.34185,
,91.354125,
,91.363075,
,91.372375,
,91.3894,
,91.401775,
,91.427175,
,91.44385,
,91.464075,
,91.481425,
,91.502725,
,91.52675,
,91.54755,
,91.563725,
,91.5829,
,91.604775,
,91.63505,
,91.66925,
,91.71215,
,91.756325,
,91.794,
,91.848,
,91.889725,
,91.9148,
,91.9347,
,91.949875,
,91.96175,
,91.992075,
,92.00855,
,92.021525,
,92.03455,
,92.0509,
,92.061075,
,92.1241,
,92.170825,
,92.21295,
,92.24825,
,92.29895,
,92.3229,
,92.3507,
,92.385775,
,92.41795,
,92.448425,
,92.461675,
,92.487325,
,92.504775,
,92.52795,
,92.537575,
,92.548,
,92.559225,
,92.571725,
,92.596375,
,92.6077,
,92.6185,
,92.632,
,92.64185,
,92.680225,
,92.6953,
,92.708325,
,92.720675,
,92.7307,
,92.74575,
,92.752275,
,92.763175,
,92.770625,
,92.778425,
,92.788575,
,92.79845,
,92.813725,
,92.823125,
,92.84345,
,92.8631,
,92.87165,
,92.88835,
,92.897975,
,92.917875,
,92.926175,
,92.93735,
,92.953125,
,92.971075,
,92.98045,
,92.99095,
,93.00265,
,93.014975,
,93.0275,
,93.06065,
,93.087625,
,93.107075,
,93.13635,
,93.197325,
,93.21965,
,93.23615,
,93.248225,
,93.2611,
,93.268,
,93.274775,
,93.284025,
,93.292275,
,93.310175,
,93.324675,
,93.333175,
,93.34185,
,93.34825,
,93.353525,
,93.37045,
,93.392475,
,93.4472,
,93.491975,
,93.53895,
,93.5798,
,93.591725,
,93.602875,
,93.612075,
,93.626525,
,93.642825,
,93.655425,
,93.667025,
,93.686425,
,93.695825,
,93.7092,
,93.7243,
,93.73785,
,93.7656,
,93.81355,
,93.8602,
,93.889725,
,93.9058,
,93.919825,
,93.93515,
,93.949975,
,93.96355,
,93.9761,
,93.98935,
,94.001175,
,94.0141,
,94.025075,
,94.03535,
,94.047575,
,94.05815,
,94.07565,
,94.091625,
,94.10735,
,94.120975,
,94.131575,
,94.142925,
,94.157825,
,94.167175,
,94.182275,
,94.195975,
,94.214525,
,94.22435,
,94.238575,
,94.250825,
,94.2647,
,94.278675,
,94.2881,
,94.30105,
,94.308825,
,94.317175,
,94.333425,
,94.369475,
,94.40855,
,94.467425,
,94.5015,
,94.517875,
,94.5245,
,94.5348,
,94.54805,
,94.564675,
,94.5831,
,94.600525,
,94.630025,
,94.657575,
,94.670175,
,94.690925,
,94.717425,
,94.7457,
,94.761125,
,94.7819,
,94.81335,
,94.820325,
,94.859475,
,94.8845,
,94.921675,
,94.95325,
,94.9768,
,95.019825,
,95.046975,
,95.08975,
,95.110125,
,95.14255,
,95.164425,
,95.176475,
,95.210175,
,95.2335,
,95.26735,
,95.2847,
,95.293075,
,95.303625,
,95.3173,
,95.3463,
,95.3726,
,95.394425,
,95.414575,
,95.4353,
,95.474925,
,95.50165,
,95.52045,
,95.542175,
,95.555,
,95.565225,
,95.576275,
,95.584875,
,95.608075,
,95.619075,
,95.632,
,95.6474,
,95.66,
,95.666925,
,95.677525,
,95.72645,
,95.782875,
,95.815825,
,95.8401,
,95.85055,
,95.872575,
,95.882825,
,95.891,
,95.900425,
,95.915375,
,95.92575,
,95.946775,
,95.962425,
,95.97335,
,95.991725,
,96.005,
,96.017825,
,96.042175,
,96.0502,
,96.071775,
,96.088375,
,96.113225,
,96.153475,
,96.211975,
,96.262225,
,96.296075,
,96.3243,
,96.3399,
,96.382675,
,96.397825,
,96.40925,
,96.420575,
,96.433475,
,96.45025,
,96.458075,
,96.479775,
,96.49645,
,96.515275,
,96.551425,
,96.600825,
,96.640125,
,96.6693,
,96.722525,
,96.755475,
,96.77415,
,96.78825,
,96.797275,
,96.8165,
,96.824475,
,96.83425,
,96.840075,
,96.8456,
,96.8517,
,96.85745,
,96.86845,
,96.875325,
,96.8853,
,96.8991,
,96.91105,
,96.933375,
,96.944575,
,96.9575,
,96.976275,
,96.99265,
,97.00875,
,97.041,
,97.08815,
,97.225425,
,97.2819,
,97.308775,
,97.345575,
,97.362725,
,97.377675,
,97.387325,
,97.396,
,97.409725,
,97.41655,
,97.42325,
,97.425825,
,97.4323,
,97.438725,
,97.448,
,97.455175,
,97.46215,
,97.47725,
,97.491225,
,97.507,
,97.5268,
,97.5379,
,97.56105,
,97.5913,
,97.60525,
,97.6192,
,97.62835,
,97.638525,
,97.661425,
,97.674375,
,97.69585,
,97.718925,
,97.743525,
,97.77325,
,97.82085,
,97.86465,
,97.90975,
,97.938525,
,98.011525,
,98.10665,
,98.1846,
,98.24985,
,98.261025,
,98.27245,
,98.280725,
,98.307125,
,98.31385,
,98.318925,
,98.32485,
,98.33,
,98.33815,
,98.347175,
,98.353375,
,98.363525,
,98.3682,
,98.4022,
,98.4234,
,98.437,
,98.44965,
,98.458975,
,98.466975,
,98.477675,
,98.485325,
,98.491525,
,98.502525,
,98.5099,
,98.518875,
,98.533,
,98.5402,
,98.54905,
,98.565625,
,98.57495,
,98.584175,
,98.5928,
,98.605425,
,98.623875,
,98.63465,
,98.644375,
,98.6552,
,98.669525,
,98.68965,
,98.713375,
,98.729425,
,98.755225,
,98.7971,
,98.8263,
,98.861675,
,98.877325,
,98.8885,
,98.898025,
,98.90565,
,98.9152,
,98.922375,
,98.9319,
,98.9408,
,98.963575,
,98.973125,
,98.98315,
,98.990675,
,99.000925,
,99.013475,
,99.0227,
,99.029475,
,99.05195,
,99.0601,
,99.06745,
,99.0779,
,99.0878,
,99.096725,
,99.1047,
,99.138525,
,99.161925,
,99.17595,
,99.1882,
,99.204175,
,99.219875,
,99.230025,
,99.24405,
,99.2572,
,99.2714,
,99.29655,
,99.320975,
,99.349425,
,99.359825,
,99.37505,
,99.385425,
,99.397175,
,99.40745,
,99.415775,
,99.423975,
,99.43605,
,99.44295,
,99.451425,
,99.4604,
,99.46885,
,99.475625,
,99.4874,
,99.51085,
,99.519675,
,99.527675,
,99.5372,
,99.579375,
,99.606375,
,99.615875,
,99.628225,
,99.641975,
,99.674775,
,99.701175,
,99.7262,
,99.741425,
,99.756875,
,99.787575,
,99.80735,
,99.821175,
,99.8385,
,99.86205,
,99.893975,
,99.920425,
,99.9519,
,99.96555,
,99.977875,
,99.9902,
,100.0026,
,100.020075,
,100.038825,
,100.055775,
,100.091475,
,100.13155,
,100.154625,
,100.1977,
,100.231875,
,100.2633,
,100.2794,
,100.29605,
,100.302,
,100.310875,
,100.315025,
,100.323,
,100.3298,
,100.367625,
,100.378125,
,100.394175,
,100.419,
,100.445875,
,100.4577,
,100.47845,
,100.5032,
,100.5136,
,100.525725,
,100.533225,
,100.540575,
,100.547825,
,100.554625,
,100.561975,
,100.57,
,100.576075,
,100.58495,
,100.604975,
,100.617075,
,100.63565,
,100.6468,
,100.658925,
,100.6678,
,100.67835,
,100.68785,
,100.705975,
,100.728525,
,100.75815,
,100.765675,
,100.7726,
,100.784525,
,100.790875,
,100.80165,
,100.827075,
,100.85435,
,100.8657,
,100.911725,
,100.933275,
,100.9468,
,100.9864,
,101.11835,
,101.13995,
,101.153575,
,101.173925,
,101.196975,
,101.236075,
,101.260725,
,101.279925,
,101.30415,
,101.316425,
,101.3295,
,101.34555,
,101.35655,
,101.3751,
,101.38845,
,101.40675,
,101.48085,
,101.5117,
,101.53925,
,101.560575,
,101.5773,
,101.594125,
,101.6116,
,101.63835,
,101.665725,
,101.6913,
,101.7122,
,101.737525,
,101.762825,
,101.803575,
,101.8676,
,101.941275,
,101.965875,
,101.97995,
,101.9892,
,101.999575,
,102.010175,
,102.0199,
,102.115675,
,102.1333,
,102.144025,
,102.152775,
,102.165825,
,102.1761,
,102.19475,
,102.210125,
,102.21975,
,102.228875,
,102.237925,
,102.249575,
,102.263875,
,102.277325,
,102.294575,
,102.317,
,102.333875,
,102.347825,
,102.367525,
,102.386875,
,102.4112,
,102.43135,
,102.45075,
,102.478025,
,102.49005,
,102.5083,
,102.5376,
,102.5588,
,102.574175,
,102.603675,
,102.619,
,102.63525,
,102.6593,
,102.69355,
,102.706775,
,102.7224,
,102.741425,
,102.757625,
,102.785975,
,102.809925,
,102.827725,
,102.863375,
,102.88865,
,102.906275,
,102.918925,
,102.954425,
,102.993825,
,103.076725,
,103.1074,
,103.14205,
,103.191175,
,103.2267,
,103.24395,
,103.25705,
,103.264425,
,103.276725,
,103.284875,
,103.295825,
,103.304075,
,103.31255,
,103.325375,
,103.343325,
,103.354625,
,103.36635,
,103.37675,
,103.393225,
,103.403375,
,103.41385,
,103.42085,
,103.430925,
,103.439275,
,103.4507,
,103.456925,
,103.462825,
,103.468675,
,103.476,
,103.48215,
,103.489125,
,103.4949,
,103.50035,
,103.53135,
,103.548,
,103.5723,
,103.5951,
,103.6716,
,103.6963,
,103.739375,
,103.78145,
,103.784425,
,103.823575,
,103.88495,
,103.88715,
,103.93025,
,103.9535,
,104.030475,
,104.066475,
,104.131275,
,104.15345,
,104.1839,
,104.2087,
,104.2372,
,104.2677,
,104.31285,
,104.358275,
,104.4352,
,104.47145,
,104.4999,
,104.51125,
,104.53385,
,104.550375,
,104.56185,
,104.5744,
,104.5833,
,104.594,
,104.612975,
,104.623175,
,104.63255,
,104.65465,
,104.6689,
,104.690625,
,104.7062,
,104.720425,
,104.735225,
,104.75555,
,104.7731,
,104.7909,
,104.8063,
,104.82765,
,104.843625,
,104.868225,
,104.882525,
,104.900075,
,104.912375,
,104.9373,
,104.945925,
,104.952675,
,104.96695,
,104.986475,
,104.996175,
,105.0069,
,105.015425,
,105.03585,
,105.0563,
,105.06715,
,105.0825,
,105.099475,
,105.110125,
,105.123725,
,105.141225,
,105.162075,
,105.18005,
,105.210175,
,105.2622,
,105.326275,
,105.370325,
,105.407975,
,105.421175,
,105.422575,
,105.446225,
,105.461125,
,105.479625,
,105.499325,
,105.52905,
,105.541825,
,105.578,
,105.602475,
,105.6352,
,105.67145,
,105.673875,
,105.692125,
,105.707375,
,105.722675,
,105.739275,
,105.7593,
,105.794225,
,105.8286,
,105.84765,
,105.86555,
,105.879725,
,105.89525,
,105.923175,
,105.9438,
,105.970175,
,105.990525,
,106.0095,
,106.029075,
,106.0468,
,106.07605,
,106.088075,
,106.137175,
,106.1603,
,106.1753,
,106.189425,
,106.204175,
,106.2237,
,106.232025,
,106.24005,
,106.25325,
,106.278,
,106.290275,
,106.31265,
,106.326975,
,106.3491,
,106.36885,
,106.39825,
,106.434175,
,106.4561,
,106.47035,
,106.4873,
,106.51535,
,106.53915,
,106.573925,
,106.60155,
,106.620075,
,106.6794,
,106.6955,
,106.717025,
,106.72645,
,106.73785,
,106.753975,
,106.7875,
,106.807075,
,106.820425,
,106.837525,
,106.847925,
,106.857,
,106.870875,
,106.88265,
,106.8953,
,106.904025,
,106.9214,
,106.934275,
,106.960575,
,106.9761,
,106.987125,
,106.997525,
,107.00575,
,107.018875,
,107.033925,
,107.059625,
,107.0819,
,107.09615,
,107.1224,
,107.1442,
,107.163925,
,107.1772,
,107.1888,
,107.1988,
,107.2097,
,107.219875,
,107.230275,
,107.24865,
,107.256875,
,107.26905,
,107.28705,
,107.356125,
,107.4231,
,107.47225,
,107.513625,
,107.54535,
,107.556925,
,107.563925,
,107.568975,
,107.574275,
,107.57905,
,107.586125,
,107.59305,
,107.602375,
,107.612,
,107.620275,
,107.62655,
,107.636225,
,107.693425,
,107.70985,
,107.722975,
,108.01045,
,108.0217,
,108.03675,
,108.0916,
,108.11415,
,108.12635,
,108.1352,
,108.14185,
,108.153,
,108.16435,
,108.1753,
,108.19115,
,108.200075,
,108.247525,
,108.259225,
,108.3283,
,108.3416,
,108.349275,
,108.3548,
,108.394625,
,108.41385,
,108.4274,
,108.444725,
,108.4829,
,108.493925,
,108.53465,
