SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a
257.892925,218.981375,214.356475,224.932175
257.937775,218.9968,214.366975,225.000075
258.305025,219.02805,214.396125,225.0614
258.344125,219.052475,214.404975,225.13785
258.401125,219.1029,214.4472,225.14175
258.42015,219.1308,214.45735,225.234525
258.505075,219.222375,214.47915,225.2689
259.1074,219.2437,214.49315,225.3111
259.29525,219.260375,214.50195,225.350975
259.349925,219.2844,214.5117,225.40535
259.4849,219.322525,214.525075,225.705275
259.588475,219.401875,214.545075,225.728175
260.217025,219.4695,214.558775,225.7734
260.289675,219.473025,214.581925,225.78405
260.3903,219.505775,214.60285,225.81445
260.43425,219.50965,214.652425,225.8446
260.4639,219.529925,214.82625,225.867925
260.881125,219.56785,214.8653,225.954125
260.943675,219.668225,214.8751,226.080025
261.32855,219.694475,214.890125,226.2559
261.412825,219.697025,214.899775,226.275175
261.5531,219.736,214.956125,226.306425
261.688,219.76905,214.995375,226.311825
261.758625,219.802725,215.02405,226.408775
261.829675,219.8825,215.053625,226.432425
261.87295,219.919475,215.0789,226.5263
262.443825,219.979775,215.176875,226.537775
263.324275,220.03365,215.3801,226.595075
263.34925,220.082025,215.396075,226.629625
263.4775,220.116225,215.40695,226.682325
263.553675,220.2245,215.4298,226.8008
263.671575,220.2887,215.447275,226.8436
264.35415,220.310325,215.477325,227.02595
264.44585,220.4054,215.50775,227.068925
264.5243,220.42825,215.588175,227.274875
264.566275,220.448675,215.628825,227.3005
264.789225,220.4842,215.668775,227.33
265.3731,220.5069,215.7109,227.349625
265.950625,220.533075,215.73545,227.3792
265.995275,220.632875,215.775325,227.386575
266.0643,220.789875,215.793825,227.394025
266.105325,220.8246,215.81785,227.4491
266.130225,220.84685,215.84205,227.5215
266.204725,220.85845,215.86075,227.525525
266.2147,220.869075,215.9029,227.5963
266.3016,220.904375,215.9669,227.67525
266.328075,220.926725,216.0525,227.6968
266.4013,220.951,216.1103,227.736625
266.4357,221.062225,216.1601,227.7599
266.530425,221.1203,216.1983,227.8051
266.560925,221.16705,216.262175,227.96435
266.59025,221.193425,216.30575,228.0052
266.66515,221.201225,216.366475,228.03575
266.71505,221.23925,216.42285,228.052825
267.054,221.2668,216.455625,228.10365
267.109325,221.3181,216.48285,228.1515
267.2166,221.364525,216.53865,228.1656
268.020025,221.398975,216.581075,228.20625
268.150875,221.423225,216.61375,228.27655
268.207375,221.553575,216.656925,228.28645
268.232725,221.560475,216.67745,228.3504
268.33375,221.579225,216.7586,228.38895
268.380775,221.604325,216.824525,228.434275
268.421925,221.62655,216.831675,228.587275
269.199875,221.631775,216.965125,228.598625
269.359175,221.64,217.01805,228.61495
269.36315,221.658125,217.023825,228.6346
269.386475,221.689125,217.040175,228.665025
269.396175,221.735725,217.0528,228.6961
269.437,221.78005,217.0612,228.7353
269.4705,221.8057,217.082625,228.764875
270.184475,221.823475,217.09865,229.030175
270.259725,221.8459,217.11415,229.091925
270.399725,221.86465,217.12535,229.096525
270.774575,221.903475,217.144025,229.1892
270.822025,221.9354,217.169375,229.199825
270.844275,221.971475,217.18985,229.2608
270.86455,222.00895,217.2866,229.2709
270.9052,222.030925,217.299925,229.31155
271.2246,222.06305,217.356,229.361325
271.260425,222.1291,217.3699,229.376575
271.54895,222.157675,217.387125,229.411425
271.60715,222.187275,217.44555,229.4894
271.61275,222.218875,217.476025,229.61565
271.6541,222.25625,217.5075,229.895875
271.723875,222.3301,217.5237,229.92785
271.76955,222.331975,217.5443,229.954975
271.842075,222.50365,217.59985,230.001225
271.8958,222.515025,217.611875,230.010825
272.321125,222.57755,217.644775,230.04135
272.412725,222.6347,217.674525,230.089875
272.431975,222.67225,217.712175,230.160725
272.4861,222.691725,217.74235,230.186175
273.150675,222.7373,217.78085,230.2012
273.75435,222.77285,217.792625,230.223275
273.97065,222.791825,217.85735,230.27475
273.99865,222.8229,217.8668,230.286575
274.1091,222.8732,217.88465,230.3073
274.18185,222.9139,218.006625,230.332275
274.221375,222.949525,218.027225,230.3827
274.261,222.9688,218.10215,230.408925
274.2785,223.017475,218.164725,230.427225
274.31375,223.0365,218.205975,230.461725
274.3873,223.04405,218.267375,230.47585
274.83985,223.045775,218.3328,230.516825
274.898725,223.0844,218.3923,230.7029
274.936875,223.137075,218.48305,230.76515
274.98705,223.2442,218.506325,230.783175
275.4515,223.283775,218.540275,230.84645
275.527025,223.310275,218.56365,230.847475
275.575725,223.34335,218.619775,230.859475
276.00145,223.373425,218.64435,230.879675
276.5668,223.417375,218.678275,230.929075
276.67385,223.438725,218.69205,230.9814
