SPK_SPKC06a (excited),SPK_SPKC07b (no effect),SPK_SPKC09a (excited)
,,192.883925
,,192.90115
,,192.95135
,,193.0084
,,193.02175
,,193.05525
,,193.109525
,,193.145425
,,193.166525
,,193.17875
,,193.191325
,,193.203025
,,193.249125
,,193.262675
,,193.296
,,193.345975
,,193.35435
,,193.388475
,,193.43735
,,193.447775
,,193.459675
,,193.478575
,,193.490425
,,193.5689
,,193.607675
,,193.631425
,,193.687775
,,193.758525
,,193.776925
,,193.825425
,,193.839675
,,193.848075
,,193.8619
,,193.873475
,,193.886675
,,193.895775
,,193.905825
,,193.91995
,,193.932525
,,193.9576
,,193.976075
,,193.989375
,,194.0413
,,194.058825
,,194.089725
,,194.126875
,,194.1511
,,194.163875
,,194.189875
,,194.286375
,,194.302875
,,194.315675
,,194.339375
,,194.3595
,,194.42735
,,194.455525
,,194.46725
,,194.498925
,,194.508725
,,194.5305
,,194.5708
,,194.5826
,,194.597925
,,194.62935
,,194.645325
,,194.685675
,,194.7004
,,194.716575
,,194.72865
,,194.763275
,,194.81285
,,194.8265
,,194.8809
,,194.912
,,194.959575
,,194.9654
,,194.978675
,,195.01515
,,195.0465
,,195.058225
,,195.069275
,,195.08665
,,195.097075
,,195.1314
,,195.142175
,,195.23635
,,195.2425
,,195.3164
,,195.378375
,,195.3886
,,195.442275
,,195.46505
,,195.4744
,,195.499875
,,195.509625
,,195.52075
,,195.592975
,,195.617025
,,195.63095
,,195.640375
,,195.78
,,195.83845
,,195.8625
,,195.873375
,,195.8835
,,195.924625
,,195.973475
,,195.984475
,,196.025325
,,196.062475
,,196.0965
,,196.10915
,,196.201025
,,196.2809
,,196.291975
,,196.3243
,,196.3625
,,196.37635
,,196.429375
,,196.4476
,,196.462275
,,196.49905
,,196.548625
,,196.570525
,,196.603975
,,196.611925
,,196.62025
,,196.626525
,,196.637275
,,196.668325
,,196.69955
,,196.725675
,,196.762875
,,196.793925
,,196.813
,,196.852925
,,196.8704
,,196.879025
,,196.934225
,,196.958425
,,197.047375
,,197.0816
,,197.0921
,,197.104375
,,197.127
,,197.1824
,,197.195325
,,197.209525
,,197.218725
,,197.230625
,,197.284725
,,197.363725
,,197.37805
,,197.4186
,,197.43345
,,197.47105
,,197.4943
,,197.50655
,,197.516275
,,197.53915
,,197.553225
,,197.627475
,,197.6801
,,197.72195
,,197.7316
,,197.754225
,,197.81625
,,197.84695
,,197.863325
,,197.8822
,,197.917925
,,197.92535
,,197.944925
,,197.95985
,,197.972875
,,198.02895
,,198.058875
,,198.1013
,,198.10795
,,198.125675
,,198.160975
,,198.225875
,,198.243775
,,198.2492
,,198.2798
,,198.312575
,,198.3541
,,198.39445
,,198.4103
,,198.49675
,,198.5134
,,198.55985
,,198.569175
,,198.579
,,198.588375
,,198.6346
,,198.757425
,,198.7776
,,198.7889
,,198.810725
,,198.8186
,,198.830775
,,198.854175
,,198.881375
,,198.888875
,,198.907525
,,198.916525
,,198.9333
,,198.954025
,,198.960775
,,198.9863
,,199.054775
,,199.086125
,,199.096175
,,199.246475
,,199.27865
,,199.28575
,,199.30395
,,199.310325
,,199.467025
,,199.478425
,,199.4853
,,199.49565
,,199.52135
,,199.625175
,,199.66175
,,199.6677
,,199.678075
,,199.691125
,,199.745875
,,199.756425
,,199.7757
,,199.79495
,,199.8121
,,199.82285
,,199.850775
,,199.86335
,,199.870975
,,199.9806
,,199.996375
,,200.005525
,,200.047075
,,200.060275
,,200.091825
,,200.1216
,,200.132325
,,200.14495
,,200.168475
,,200.207375
,,200.234375
,,200.265425
,,200.32535
,,200.3382
,,200.3489
,,200.378275
,,200.406925
,,200.459475
,,200.478
,,200.497975
,,200.51585
,,200.5661
,,200.587175
,,200.618125
,,200.70235
,,200.71845
,,200.7326
,,200.8005
,,200.8146
,,200.8375
,,200.884575
,,200.946825
,,201.036825
,,201.07645
,,201.106225
,,201.12995
,,201.19965
,,201.236375
,,201.25965
,,201.279925
,,201.2937
,,201.311625
,,201.351825
,,201.415625
,,201.46485
,,201.4825
,,201.49665
,,201.52775
,,201.59125
,,201.6265
,,201.634625
,,201.647675
,,201.690575
,,201.764925
,,201.77705
,,201.806575
,,201.816875
,,201.826025
,,201.85055
,,201.869625
,,201.9557
,,201.9752
,,202.0319
,,202.0828
,,202.0985
,,202.128175
,,202.135175
,,202.1993
,,202.22055
,,202.246575
,,202.2682
,,202.284425
,,202.360375
,,202.3847
,,202.408275
,,202.451
,,202.4667
,,202.498
,,202.527825
,,202.5507
,,202.592275
,,202.616225
,,202.7077
,,202.7774
,,202.841
,,202.8794
,,202.910725
,,202.933
,,202.9473
,,202.974325
,,203.016175
,,203.0406
,,203.075875
,,203.104125
,,203.139625
,,203.148075
,,203.195525
,,203.2081
,,203.277425
,,203.3113
,,203.325075
,,203.338075
,,203.356
,,203.389825
,,203.411325
,,203.421475
,,203.4558
,,203.470425
,,203.48345
,,203.5072
,,203.562775
,,203.586975
,,203.604675
,,203.673025
,,203.710625
,,203.726275
,,203.7583
,,203.83615
,,203.867225
,,203.88845
,,203.8992
,,203.919225
,,203.957925
,,203.982375
,,204.003975
,,204.032375
,,204.09495
,,204.123875
,,204.138325
,,204.1501
,,204.1761
,,204.191675
,,204.220925
,,204.23205
,,204.24525
,,204.260975
,,204.27505
,,204.289925
,,204.304375
,,204.319525
,,204.33255
,,204.388575
,,204.40305
,,204.4215
,,204.434275
,,204.4464
,,204.503175
,,204.518625
,,204.5406
,,204.559625
,,204.579825
,,204.6039
,,204.6241
,,204.660225
,,204.715225
,,204.762875
,,204.7788
,,204.7987
,,204.812025
,,204.82805
,,204.8425
,,204.8568
,,204.868875
,,204.88275
,,204.93785
,,204.949875
,,204.9682
,,204.9837
,,205.00225
,,205.029375
,,205.071425
,,205.104075
,,205.1157
,,205.126725
,,205.1439
,,205.186
,,205.192925
,,205.2009
,,205.225125
,,205.24135
,,205.248375
,,205.297875
,,205.304825
,,205.312625
,,205.38445
,,205.399175
,,205.41995
,,205.4366
,,205.453
,,205.47195
,,205.48865
,,205.49865
,,205.536625
,,205.557
,,205.58765
,,205.60345
,,205.614475
,,205.6355
,,205.64575
,,205.655525
,,205.6777
,,205.7164
,,205.728175
,,205.75755
,,205.835325
,,205.93205
,,205.9457
,,205.97995
,,206.01335
,,206.023825
,,206.044925
,,206.092625
,,206.11525
,,206.171675
,,206.246275
,,206.26275
,,206.3015
,,206.317225
,,206.330275
,,206.412475
,,206.439125
,,206.467125
,,206.4847
,,206.49615
,,206.53725
,,206.573825
,,206.595575
,,206.680775
,,206.697725
,,206.7109
,,206.79955
,,206.830625
,,206.874975
,,206.91065
,,206.92395
,,206.940025
,,206.95545
,,206.97115
,,207.008775
,,207.019675
,,207.045175
,,207.05445
,,207.097
,,207.1164
,,207.1479
,,207.18385
,,207.248575
,,207.263175
,,207.282975
,,207.310925
,,207.3235
,,207.349925
,,207.365175
,,207.38935
,,207.402875
,,207.4415
,,207.454775
,,207.50185
,,207.549175
,,207.56675
,,207.58195
,,207.59535
,,207.60755
,,207.621475
,,207.663575
,,207.702375
,,207.712525
,,207.72125
,,207.732675
,,207.74225
,,207.75235
,,207.824925
,,207.8504
,,207.85965
,,207.8818
,,207.8945
,,207.90725
,,207.921
,,207.93635
,,207.944825
,,207.956675
,,207.9679
,,207.9783
,,207.984125
,,207.9959
,,208.037975
,,208.05055
,,208.06335
,,208.099075
,,208.110625
,,208.132125
,,208.149
,,208.1583
,,208.17725
,,208.200025
,,208.2217
,,208.232475
,,208.25345
,,208.2676
,,208.30185
,,208.32505
,,208.3739
,,208.385375
,,208.4192
,,208.4352
,,208.458725
,,208.481525
,,208.500375
,,208.516625
,,208.5872
,,208.597
,,208.6206
,,208.640825
,,208.663575
,,208.706825
,,208.718875
,,208.727975
,,208.775325
,,208.788075
,,208.83435
,,208.847125
,,208.86885
,,208.8773
,,208.901725
,,208.9107
,,208.943275
,,209.007525
,,209.02015
,,209.048575
,,209.0625
,,209.07655
,,209.095475
,,209.109325
,,209.168875
,,209.191425
,,209.205125
,,209.22205
,,209.236325
,,209.2781
,,209.3336
,,209.34265
,,209.354725
,,209.381125
,,209.400925
,,209.43845
,,209.4642
,,209.50405
,,209.51965
,,209.550625
,,209.559425
,,209.589475
,,209.5964
,,209.604325
,,209.61175
,,209.712825
,,209.728525
,,209.746925
,,209.757025
,,209.7704
,,209.776675
,,209.79285
,,209.82345
,,209.861425
,,209.869225
,,209.8922
,,209.95315
,,210.012625
,,210.034975
,,210.050075
,,210.1003
,,210.118075
,,210.1285
,,210.136825
,,210.19605
,,210.22305
,,210.232125
,,210.258925
,,210.290775
,,210.308525
,,210.3921
,,210.41245
,,210.479125
,,210.515725
,,210.522575
,,210.558525
,,210.580575
,,210.60505
,,210.636775
,,210.65925
,,210.70275
,,210.7138
,,210.724525
,,210.7419
,,210.785175
,,210.794425
,,210.83935
,,210.879775
,,210.917925
,,210.930775
,,210.96475
,,210.9813
,,210.9979
,,211.022225
,,211.064975
,,211.07815
,,211.09595
,,211.10785
,,211.134525
,,211.181625
,,211.193725
,,211.21845
,,211.23785
,,211.255625
,,211.2676
,,211.281525
,,211.2934
,,211.3112
,,211.325225
,,211.365675
,,211.3899
,,211.40315
,,211.450225
,,211.493475
,,211.5595
,,211.57865
,,211.598975
,,211.613325
,,211.662825
,,211.7051
,,211.72335
,,211.736225
,,211.79845
,,211.93755
,,211.972625
,,211.98845
,,212.00055
,,212.0171
,,212.06115
,,212.11355
,,212.127875
,,212.153175
,,212.16445
,,212.173375
,,212.1851
,,212.21445
,,212.2415
,,212.265625
,,212.309625
,,212.322
,,212.342875
,,212.357175
,,212.378625
,,212.4083
,,212.41775
,,212.4453
,,212.487175
,,212.49685
,,212.5076
,,212.5164
,,212.524825
,,212.538625
,,212.555075
,,212.571125
,,212.578825
,,212.60395
,,212.618075
,,212.62605
,,212.6409
,,212.649325
,,212.657775
,,212.673225
,,212.6818
,,212.700775
,,212.7298
,,212.752225
,,212.758075
,,212.80525
,,212.826775
,,212.84295
,,212.895
,,212.903925
,,212.911025
,,212.9178
,,212.929275
,,212.94395
,,212.953675
,,212.989575
,,213.004125
,,213.0197
,,213.034475
,,213.051125
,,213.061025
,,213.078375
,,213.167375
,,213.19805
,,213.2174
,,213.262175
,,213.28615
,,213.306525
,,213.3212
,,213.342375
,,213.363075
,,213.386225
,,213.402775
,,213.41335
,,213.430675
,,213.459675
,,213.5014
,,213.51375
,,213.53485
,,213.563025
,,213.6057
,,213.622
,,213.638275
,,213.68065
,,213.68835
,,213.721225
,,213.72815
,,213.752275
,,213.7796
,,213.8018
,,213.81725
,,213.843575
,,213.8596
,,213.90195
,,213.909375
,,213.946925
,,213.962375
,,213.97835
,,214.01095
,,214.02825
,,214.034425
,,214.0441
,,214.07105
,,214.1043
,,214.13865
,,214.14565
,,214.153075
,,214.1734
,,214.197425
,,214.215175
,,214.26535
,,214.298175
,,214.321725
,,214.357125
,,214.3693
,,214.420025
,,214.42965
,,214.44395
,,214.461
,,214.48665
,,214.52855
,,214.544875
,,214.572
,,214.5984
,,214.612575
,,214.6282
,,214.657225
,,214.67085
,,214.72115
,,214.734275
,,214.76485
,,214.776875
,,214.7921
,,214.8016
,,214.819775
,,214.834275
,,214.856625
,,214.895375
,,214.9075
,,214.917375
,,214.955625
,,214.968725
,,214.97835
,,214.99295
,,215.0156
,,215.04015
,,215.061175
,,215.10965
,,215.11925
,,215.139975
,,215.17405
,,215.183325
,,215.1991
,,215.23815
,,215.274975
,,215.36925
,,215.3902
,,215.435775
,,215.458225
,,215.495225
,,215.525125
,,215.5467
,,215.56165
,,215.586425
,,215.59365
,,215.61695
,,215.626625
,,215.644575
,,215.656775
,,215.6871
,,215.69575
,,215.7289
,,215.7493
,,215.768725
,,215.799575
,,215.8313
,,215.8445
,,215.854075
,,215.867075
,,215.893175
,,215.914975
,,215.92645
,,215.9651
,,215.988
,,216.05915
,,216.066125
,,216.082325
,,216.11015
,,216.150575
,,216.16465
,,216.1724
,,216.251875
,,216.2602
,,216.267575
,,216.276425
,,216.3202
,,216.351625
,,216.41195
,,216.425525
,,216.443775
,,216.4622
,,216.473925
,,216.4962
,,216.5349
,,216.54905
,,216.564475
,,216.57405
,,216.5858
,,216.6112
,,216.65955
,,216.6711
,,216.683775
,,216.6982
,,216.7145
,,216.741375
,,216.761175
,,216.774075
,,216.78515
,,216.796525
,,216.812225
,,216.83015
,,216.8436
,,216.902775
,,216.95945
,,216.9814
,,216.99595
,,217.020925
,,217.045825
,,217.06045
,,217.06845
,,217.0797
,,217.088
,,217.10525
,,217.116625
,,217.13705
,,217.145075
,,217.194875
,,217.242925
,,217.2583
,,217.30875
,,217.326525
,,217.342125
,,217.356675
,,217.369975
,,217.383375
,,217.3923
,,217.4054
,,217.428475
,,217.460975
,,217.49865
,,217.51385
,,217.52655
,,217.5417
,,217.555025
,,217.573525
,,217.5844
,,217.593075
,,217.6121
,,217.622975
,,217.6782
,,217.73025
,,217.7511
,,217.762975
,,217.77185
,,217.7788
,,217.80635
,,217.815975
,,217.855525
,,217.9224
,,217.960825
,,217.9843
,,218.003325
,,218.016525
,,218.043825
,,218.057675
,,218.06855
,,218.079025
,,218.089525
,,218.125625
,,218.136225
,,218.147275
,,218.165275
,,218.255125
,,218.2622
,,218.29215
,,218.3097
,,218.31995
,,218.330875
,,218.3552
,,218.362775
,,218.372525
,,218.418175
,,218.429525
,,218.438275
,,218.461125
,,218.484675
,,218.508475
,,218.5156
,,218.532175
,,218.564725
,,218.604525
,,218.611225
,,218.676625
,,218.7224
,,218.7439
,,218.76485
,,218.77895
,,218.78465
,,218.79955
,,218.810725
,,218.822625
,,218.851825
,,218.904025
,,218.9353
,,218.9484
,,218.9613
,,218.976275
,,218.984375
,,218.991375
,,219.0218
,,219.0686
,,219.081525
,,219.121525
,,219.137325
,,219.1787
,,219.236125
,,219.290775
,,219.30195
,,219.317775
,,219.3283
,,219.337975
,,219.3707
,,219.414375
,,219.4258
,,219.44125
,,219.457225
,,219.47765
,,219.490775
,,219.500625
,,219.51055
,,219.527025
,,219.5483
,,219.564575
,,219.587
,,219.62145
,,219.64415
,,219.65575
,,219.669625
,,219.713325
,,219.72785
,,219.754925
,,219.787275
,,219.8271
,,219.86145
,,219.877425
,,219.945
,,219.97555
,,220.003375
,,220.066775
,,220.138475
,,220.147925
,,220.170825
,,220.2059
,,220.216575
,,220.252025
,,220.2647
,,220.28085
,,220.36765
,,220.3959
,,220.411775
,,220.446775
,,220.462
,,220.518925
,,220.53385
,,220.568225
,,220.593275
,,220.606175
,,220.6191
,,220.641975
,,220.672175
,,220.690875
,,220.740975
,,220.7793
,,220.8075
,,220.8427
,,220.868475
,,220.883925
,,220.9296
,,220.97885
,,221.004
,,221.01995
,,221.0315
,,221.039675
,,221.04225
,,221.0451
,,221.051425
,,221.060325
,,221.08215
,,221.091725
,,221.1152
,,221.13845
,,221.16075
,,221.1815
,,221.256125
,,221.272775
,,221.295225
,,221.30095
,,221.31425
,,221.3428
,,221.36625
,,221.3834
,,221.398075
,,221.443225
,,221.45515
,,221.46645
,,221.501375
,,221.515475
,,221.533175
,,221.5448
,,221.60795
,,221.628325
,,221.647325
,,221.6684
,,221.690025
,,221.736175
,,221.7738
,,221.795925
,,221.818625
,,221.83275
,,221.8634
,,221.8812
,,221.89995
,,221.915925
,,221.925225
,,221.942225
,,221.984425
,,222.012475
,,222.0355
,,222.04855
,,222.064225
,,222.097975
,,222.123275
,,222.156325
,,222.170725
,,222.186825
,,222.218
,,222.241825
,,222.253425
,,222.285175
,,222.297475
,,222.315225
,,222.338525
,,222.352825
,,222.364725
,,222.438
,,222.4582
,,222.481725
,,222.50125
,,222.51755
,,222.5374
,,222.553525
,,222.59225
,,222.606675
,,222.657525
,,222.6759
,,222.692
,,222.705525
,,222.72885
,,222.743125
,,222.755675
,,222.766875
,,222.779425
,,222.8254
,,222.838775
,,222.87345
,,222.90825
,,222.921425
,,222.937625
,,222.9615
,,222.9774
,,222.996025
,,223.023375
,,223.041875
,,223.0579
,,223.1062
,,223.121175
,,223.1487
,,223.1705
,,223.183925
,,223.2079
,,223.229125
,,223.2783
,,223.296775
,,223.343725
,,223.356875
,,223.379875
,,223.39475
,,223.411925
,,223.4309
,,223.4628
,,223.4776
,,223.515175
,,223.54505
,,223.5581
,,223.5873
,,223.599
,,223.612825
,,223.64405
,,223.683425
,,223.70235
,,223.732225
,,223.764025
,,223.775325
,,223.80495
,,223.8274
,,223.905825
,,223.928375
,,223.957325
,,223.974675
,,224.0022
,,224.01475
,,224.0356
,,224.0526
,,224.065325
,,224.07945
,,224.1154
,,224.143475
,,224.1889
,,224.218975
,,224.24275
,,224.258925
,,224.26975
,,224.29925
,,224.331775
,,224.36725
,,224.377275
,,224.388325
,,224.42145
,,224.438875
,,224.4499
,,224.46325
,,224.482175
,,224.49245
,,224.504125
,,224.51785
,,224.52875
,,224.54745
,,224.579
,,224.63305
,,224.662525
,,224.674875
,,224.687725
,,224.70255
,,224.713425
,,224.72395
,,224.7345
,,224.7497
,,224.7721
,,224.796125
,,224.8076
,,224.819425
,,224.829775
,,224.838475
,,224.85175
,,224.8755
,,224.88475
,,224.8976
,,224.930825
,,224.94
,,224.95175
,,224.96445
,,224.98865
,,225.002425
,,225.04835
,,225.070475
,,225.07865
,,225.10645
,,225.115875
,,225.12575
,,225.18485
,,225.27455
,,225.311025
,,225.323
,,225.33415
,,225.366875
,,225.374825
,,225.41635
,,225.4619
,,225.482275
,,225.49435
,,225.5081
,,225.52065
,,225.533175
,,225.54365
,,225.555725
,,225.595575
,,225.610675
,,225.650675
,,225.66355
,,225.675775
,,225.68745
,,225.70945
,,225.7292
,,225.739625
,,225.748275
,,225.758475
,,225.8029
,,225.8444
,,225.878575
,,225.88795
,,225.909475
,,225.918725
,,225.9349
,,225.9423
,,225.968675
,,225.99955
,,226.0285
,,226.058975
,,226.09605
,,226.12
,,226.1278
,,226.1916
,,226.2042
,,226.210575
,,226.2298
,,226.261525
,,226.298425
,,226.314525
,,226.33935
,,226.34685
,,226.35425
,,226.361325
,,226.386375
,,226.44825
,,226.501475
,,226.5027
,,226.521125
,,226.527125
,,226.534175
,,226.539
,,226.544875
,,226.57435
,,226.5794
,,226.585575
,,226.59865
,,226.656575
,,226.662125
,,226.6691
,,226.682775
,,226.7261
,,226.7489
,,226.769625
,,226.776075
,,226.812125
,,226.817225
,,226.856325
,,226.87655
,,226.941775
,,226.96235
,,226.980675
,,227.0394
,,227.0572
,,227.129225
,,227.136775
,,227.1457
,,227.1537
,,227.196625
,,227.23635
,,227.2776
,,227.32375
,,227.3312
,,227.349175
,,227.36535
,,227.374475
,,227.391175
,,227.426575
,,227.455125
,,227.494525
,,227.52275
,,227.541525
,,227.551875
,,227.6385
,,227.648425
,,227.682525
,,227.69455
,,227.764125
,,227.813
,,227.8259
,,227.88705
,,227.9136
,,227.9359
,,227.989425
,,228.000825
,,228.012125
,,228.03765
,,228.052
,,228.06415
,,228.074075
,,228.0978
,,228.142725
,,228.154725
,,228.176225
,,228.197125
,,228.2155
,,228.24615
,,228.26625
,,228.3138
,,228.323825
,,228.34565
,,228.375625
,,228.389475
,,228.404225
,,228.417
,,228.427475
,,228.446775
,,228.492975
,,228.511825
,,228.52365
,,228.5608
,,228.581675
,,228.621625
,,228.6352
,,228.654925
,,228.672875
,,228.68245
,,228.69255
,,228.702275
,,228.743925
,,228.767475
,,228.778475
,,228.832075
,,228.8546
,,228.9002
,,228.9227
,,228.93885
,,228.978225
,,228.991625
,,229.010675
,,229.021975
,,229.0343
,,229.0456
,,229.063475
,,229.09875
,,229.113975
,,229.1288
,,229.142
,,229.1785
,,229.20695
,,229.224475
,,229.2577
,,229.29135
,,229.3113
,,229.33745
,,229.367775
,,229.3755
,,229.41645
,,229.4391
,,229.4694
,,229.478725
,,229.49015
,,229.516075
,,229.537925
,,229.5969
,,229.608425
,,229.61645
,,229.6457
,,229.66025
,,229.6985
,,229.710175
,,229.725125
,,229.73715
,,229.7473
,,229.75795
,,229.776775
,,229.79335
,,229.801475
,,229.812
,,229.82525
,,229.8327
,,229.849075
,,229.859525
,,229.871325
,,229.934425
,,229.940775
,,229.9475
,,229.9805
,,229.988425
,,230.0111
,,230.018675
,,230.0243
,,230.0577
,,230.06485
,,230.085475
,,230.093775
,,230.11465
,,230.184275
,,230.237625
,,230.33495
,,230.408525
,,230.417425
,,230.489175
,,230.5326
,,230.540775
,,230.570375
,,230.576925
,,230.5831
,,230.603525
,,230.63775
,,230.67985
,,230.71405
,,230.79385
,,230.818125
,,230.844125
,,230.86835
,,230.8882
,,230.908125
,,230.9292
,,230.93825
,,230.949225
,,230.9569
,,230.96875
,,231.00205
,,231.0622
,,231.081375
,,231.1159
,,231.15825
,,231.1727
,,231.235725
,,231.2453
,,231.281125
,,231.291425
,,231.301875
,,231.31425
,,231.323375
,,231.33815
,,231.349575
,,231.398125
,,231.41525
,,231.424525
,,231.439225
,,231.470375
,,231.485275
,,231.498575
,,231.559025
,,231.615925
,,231.651125
,,231.6709
,,231.68955
,,231.721875
,,231.738025
,,231.7521
,,231.7639
,,231.7736
,,231.804225
,,231.814725
,,231.845525
,,231.855
,,231.868425
,,231.884
,,231.908875
,,231.9167
,,231.9255
,,231.9462
,,231.954125
,,231.995275
,,232.015425
,,232.0248
,,232.0545
,,232.064775
,,232.08355
,,232.0918
,,232.128275
,,232.182975
,,232.208775
,,232.252975
,,232.273975
,,232.29965
,,232.310975
,,232.322425
,,232.33545
,,232.37295
,,232.38825
,,232.39995
,,232.428775
,,232.4535
,,232.4692
,,232.497725
,,232.519725
,,232.556625
,,232.585925
,,232.692675
,,232.7008
,,232.708075
,,232.719075
,,232.729275
,,232.75855
,,232.799875
,,232.81665
,,232.856225
,,232.87125
,,232.8857
,,232.8941
,,232.903525
,,232.927
,,232.95835
,,233.032075
,,233.052775
,,233.07855
,,233.1138
,,233.12175
,,233.1345
,,233.1601
,,233.214
,,233.22375
,,233.26675
,,233.2735
,,233.29725
,,233.31525
,,233.3224
,,233.332725
,,233.344625
,,233.368475
,,233.39275
,,233.406925
,,233.417
,,233.447875
,,233.47
,,233.5112
,,233.530075
,,233.539825
,,233.556575
,,233.566725
,,233.57945
,,233.60795
,,233.62335
,,233.6626
,,233.756175
,,233.790925
,,233.80625
,,233.822325
,,233.83615
,,233.850725
,,233.86525
,,233.91095
,,233.922075
,,233.955175
,,233.9704
,,233.9838
,,234.007475
,,234.0162
,,234.030275
,,234.0443
,,234.078375
,,234.089625
,,234.1045
,,234.16045
,,234.173575
,,234.203975
,,234.2237
,,234.266275
,,234.296775
,,234.308625
,,234.333225
,,234.343825
,,234.354975
,,234.38115
,,234.392375
,,234.401175
,,234.41395
,,234.425075
,,234.435825
,,234.45705
,,234.484025
,,234.493125
,,234.51615
,,234.5246
,,234.5332
,,234.54905
,,234.59395
,,234.60435
,,234.6417
,,234.65215
,,234.673725
,,234.74665
,,234.7717
,,234.782
,,234.790325
,,234.798025
,,234.843
,,234.8595
,,234.887625
,,234.95065
,,234.982825
,,235.019375
,,235.0658
,,235.084125
,,235.109075
,,235.124425
,,235.14
,,235.1572
,,235.189575
,,235.206875
,,235.25655
,,235.27315
,,235.280875
,,235.292675
,,235.298175
,,235.305475
,,235.3233
,,235.329475
,,235.3497
,,235.370775
,,235.40915
,,235.42035
,,235.4257
,,235.43895
,,235.4409
,,235.4592
,,235.4925
,,235.528275
,,235.543675
,,235.554975
,,235.58345
,,235.588875
,,235.644775
,,235.7749
,,235.796775
,,235.802025
,,235.8229
,,235.831325
,,235.870975
,,235.8999
,,235.917425
,,235.95695
,,236.133275
,,236.19905
,,236.2271
,,236.230325
,,236.294025
,,236.312375
,,236.338075
,,236.37955
,,236.40865
,,236.43825
,,236.5048
,,236.6005
,,236.6049
,,236.673075
,,236.7025
,,236.71775
,,236.763425
,,236.787925
,,236.824225
,,236.83965
,,236.87195
,,236.90805
,,236.93125
,,236.96805
,,236.972925
,,237.135325
,,237.17525
,,237.247225
,,237.251475
,,237.3222
,,237.353425
,,237.386575
,,237.393275
,,237.445675
,,237.496275
,,237.50405
,,237.517775
,,237.543475
,,237.61265
,,237.74075
,,237.84285
,,237.91015
,,237.915775
,,237.957375
,,238.022925
,,238.09765
,,238.1673
,,238.2867
,,238.343175
,,238.346825
,,238.362625
,,238.394225
,,238.402925
,,238.44555
,,238.483
,,238.6022
,,238.8038
,,238.813575
,,238.831625
,,238.986675
,,239.00515
,,239.00665
,,239.09095
,,239.102625
,,239.272725
,,239.3866
,,239.411625
,,239.607075
,,239.7382
,,239.9309
,,240.0081
,,240.057075
,,240.16595
,,240.18185
,,240.211575
,,240.2972
,,240.614625
,,240.625475
,,240.75735
,,240.815775
,,240.8335
,,240.925825
,,240.942925
,,240.98735
,,241.0009
,,241.013975
,,241.039725
,,241.08485
,,241.116475
,,241.131525
,,241.1772
,,241.20525
,,241.224075
,,241.2705
,,241.28105
,,241.295575
,,241.33305
,,241.421475
,,241.467725
,,241.554275
,,241.59135
,,241.6184
,,241.64685
,,241.84235
,,241.9325
,,241.96115
,,241.9796
,,242.01825
,,242.0324
,,242.140225
,,242.15425
,,242.160175
,,242.2146
,,242.2642
,,242.635425
,,242.64725
,,242.66245
,,242.710875
,,242.743775
,,242.842575
,,242.882925
,,242.978275
,,243.03025
,,243.153275
,,243.186225
,,243.20915
,,243.221125
,,243.22915
,,243.253925
,,243.265275
,,243.301425
,,243.3219
,,243.40465
,,243.413225
,,243.472575
,,243.482325
,,243.540025
,,243.62135
,,243.6473
,,243.66415
,,243.691925
,,243.71655
,,243.730625
,,243.803675
,,244.005025
,,244.015825
,,244.025475
,,244.08145
,,244.1052
,,244.116475
,,244.126425
,,244.17205
,,244.195375
,,244.24565
,,244.254125
,,244.27475
,,244.371025
,,244.411
,,244.430625
,,244.439175
,,244.446525
,,244.45965
,,244.54355
,,244.66145
,,244.78975
,,244.839725
,,244.847575
,,244.858975
,,244.9143
,,244.946075
,,244.990725
,,245.002125
,,245.01305
,,245.077275
,,245.135725
,,245.1988
,,245.210125
,,245.23645
,,245.2576
,,245.2864
,,245.31565
,,245.35705
,,245.402975
,,245.4157
,,245.61915
,,245.64195
,,245.66595
,,245.705675
,,245.819025
,,245.846125
,,245.858375
,,245.871825
,,245.902
,,245.9147
,,245.93955
,,245.950675
,,245.971675
,,245.98085
,,246.01055
,,246.027875
,,246.04935
,,246.081375
,,246.122425
,,246.1299
,,246.1404
,,246.148875
,,246.158725
,,246.167225
,,246.26935
,,246.294575
,,246.316325
,,246.3352
,,246.356225
,,246.38915
,,246.407275
,,246.416575
,,246.425475
,,246.45155
,,246.502075
,,246.52115
,,246.548075
,,246.559475
,,246.578675
,,246.585575
,,246.595325
,,246.627325
,,246.642325
,,246.67085
,,246.6763
,,246.69905
,,246.7117
,,246.743875
,,246.831325
,,246.847675
,,246.861925
,,246.923425
,,246.941025
,,246.973875
,,247.055
,,247.06895
,,247.10015
,,247.120025
,,247.179125
,,247.2094
,,247.213925
,,247.3672
,,247.4653
,,247.4743
,,247.5319
,,247.578325
,,247.584625
,,247.592075
,,247.61455
,,247.621975
,,247.720175
,,247.78085
,,247.79435
,,247.800075
,,247.8922
,,248.015575
,,248.027275
,,248.0505
,,248.075075
,,248.0986
,,248.127675
,,248.137675
,,248.165025
,,248.283575
,,248.291025
,,248.2976
,,248.43015
,,248.45195
,,248.466375
,,248.5802
,,248.6732
,,248.68105
,,248.7254
,,248.777425
,,248.816875
,,248.857075
,,248.973175
,,248.988225
,,249.025525
,,249.09615
,,249.104675
,,249.12805
,,249.14965
,,249.20065
,,249.339425
,,249.3828
,,249.443175
,,249.450475
,,249.6405
,,249.673825
,,249.68985
,,249.70585
,,249.71375
