SPK_SPKC04a (late exc?),SPK_SPKC04b (inhi/exc),SPK_SPKC05a (exc/inhi)
,183.706675,
,183.751975,
,183.78875,
,183.824575,
,183.927975,
,183.97355,
,183.9852,
,184.011225,
,184.040475,
,184.0754,
,184.1109,
,184.199625,
,184.2658,
,184.300925,
,184.3321,
,184.3839,
,184.41845,
,184.442975,
,184.470925,
,184.53195,
,184.58465,
,184.6347,
,184.6775,
,184.718575,
,184.75605,
,184.80105,
,184.85645,
,184.927125,
,184.940325,
,184.987225,
,185.006975,
,185.045425,
,185.081525,
,185.10795,
,185.169675,
,185.2188,
,185.2606,
,185.290775,
,185.32215,
,185.349425,
,185.37395,
,185.45275,
,185.50145,
,185.5304,
,185.566875,
,185.630475,
,185.6759,
,185.7262,
,185.76855,
,185.805025,
,185.83445,
,185.868275,
,185.91815,
,185.95135,
,185.997225,
,186.019875,
,186.071575,
,186.103625,
,186.12815,
,186.1519,
,186.185675,
,186.240075,
,186.265125,
,186.318875,
,186.3649,
,186.3882,
,186.4084,
,186.452125,
,186.484125,
,186.520825,
,186.565175,
,186.61245,
,186.647775,
,186.69035,
,186.72135,
,186.7463,
,186.77825,
,186.81025,
,186.89995,
,186.95515,
,187.00165,
,187.0576,
,187.088425,
,187.1357,
,187.1752,
,187.25655,
,187.304875,
,187.3392,
,187.3748,
,187.3924,
,187.446025,
,187.5047,
,187.548375,
,187.6007,
,187.651775,
,187.70165,
,187.728,
,187.75825,
,187.779875,
,187.80215,
,187.835575,
,187.8639,
,187.92025,
,187.94325,
,187.9854,
,187.996275,
,188.01655,
,188.0612,
,188.083925,
,188.11145,
,188.133425,
,188.145925,
,188.1701,
,188.1947,
,188.213075,
,188.231375,
,188.2432,
,188.26295,
,188.30345,
,188.330825,
,188.357625,
,188.3776,
,188.391175,
,188.40295,
,188.421525,
,188.455375,
,188.463325,
,188.478675,
,188.509925,
,188.5372,
,188.549175,
,188.56115,
,188.5801,
,188.603875,
,188.616925,
,188.64375,
,188.695,
,188.7128,
,188.7288,
,188.74365,
,188.798775,
,188.848325,
,188.8692,
,188.96875,
,189.007875,
,189.016625,
,189.04605,
,189.074325,
,189.09845,
,189.1277,
,189.14115,
,189.156875,
,189.179325,
,189.22225,
,189.25495,
,189.32095,
,189.33875,
,189.355,
,189.382175,
,189.42965,
,189.47075,
,189.506075,
,189.53775,
,189.572925,
,189.5932,
,189.629825,
,189.645025,
,189.665175,
,189.674425,
,189.69935,
,189.737575,
,189.768775,
,189.809275,
,189.838925,
,189.87395,
,189.916825,
,189.926175,
,189.9598,
,189.98885,
,189.99905,
,190.04655,
,190.09975,
,190.1326,
,190.177025,
,190.22375,
,190.261275,
,190.2923,
,190.314475,
,190.3314,
,190.3655,
,190.391475,
,190.41655,
,190.434875,
,190.4514,
,190.466125,
,190.483275,
,190.495325,
,190.504575,
,190.517475,
,190.563125,
,190.583675,
,190.6093,
,190.631575,
,190.653225,
,190.665375,
,190.681775,
,190.691525,
,190.7101,
,190.737725,
,190.7518,
,190.78405,
,190.8102,
,190.84115,
,190.8585,
,190.8768,
,190.887325,
,190.90985,
,190.938075,
,190.961075,
,190.97585,
,190.999375,
,191.021325,
,191.034025,
,191.0544,
,191.088675,
,191.10095,
,191.126475,
,191.1622,
,191.19945,
,191.226075,
,191.27255,
,191.327425,
,191.3805,
,191.433325,
,191.4732,
,191.52495,
,191.550375,
,191.585775,
,191.6116,
,191.636575,
,191.65685,
,191.7151,
,191.750075,
,191.81535,
,191.84415,
,191.86505,
,191.881175,
,191.922075,
,191.9452,
,192.00635,
,192.106775,
,192.1369,
,192.185925,
,192.2072,
,192.229175,
,192.244525,
,192.276575,
,192.31725,
,192.33065,
,192.353775,
,192.4003,
,192.45925,
,192.497375,
,192.5221,
,192.543,
,192.564675,
,192.5849,
,192.635925,
,192.6645,
,192.730975,
,192.77785,
,192.802925,
,192.8151,
,192.836775,
,192.85585,
,192.88805,
,192.90745,
,192.948725,
,193.02365,
,193.072525,
,193.113075,
,193.1216,
,193.147,
,193.167275,
,193.1884,
,193.21965,
,193.287525,
,193.330575,
,193.363875,
,193.398675,
,193.44885,
,193.49075,
,193.524375,
,193.57975,
,193.595,
,193.611625,
,193.626375,
,193.63945,
,193.6558,
,193.676475,
,193.698075,
,193.71665,
,193.737975,
,193.7558,
,193.777,
,193.8096,
,193.832425,
,193.8657,
,193.89755,
,193.908725,
,193.960725,
,193.9897,
,194.02365,
,194.068,
,194.148575,
,194.17325,
,194.22295,
,194.278775,
,194.3123,
,194.364775,
,194.428275,
,194.5007,
,194.5753,
,194.632725,
,194.6525,
,194.7055,
,194.726525,
,194.78465,
,194.82815,
,194.863225,
,194.901,
,194.919625,
,194.958775,
,195.01945,
,195.054525,
,195.07575,
,195.0912,
,195.11725,
,195.147275,
,195.164675,
,195.20195,
,195.2496,
,195.312825,
,195.333475,
,195.34955,
,195.36775,
,195.383875,
,195.44565,
,195.476025,
,195.513425,
,195.5309,
,195.572475,
,195.60455,
,195.620275,
,195.648025,
,195.66485,
,195.6942,
,195.786125,
,195.91535,
,195.944425,
,195.988375,
,196.007025,
,196.032175,
,196.043325,
,196.065225,
,196.097325,
,196.1267,
,196.145,
,196.1838,
,196.255525,
,196.307225,
,196.34585,
,196.362825,
,196.42025,
,196.444725,
,196.487825,
,196.5205,
,196.553425,
,196.601575,
,196.654375,
,196.7281,
,196.859725,
,196.883825,
,196.945825,
,196.98475,
,197.004375,
,197.059475,
,197.092525,
,197.144875,
,197.208475,
,197.27435,
,197.303925,
,197.361975,
,197.386675,
,197.424775,
,197.469075,
,197.499375,
,197.519475,
,197.540075,
,197.5608,
,197.599075,
,197.6213,
,197.636875,
,197.66345,
,197.70165,
,197.72895,
,197.748625,
,197.761925,
,197.787475,
,197.8067,
,197.82695,
,197.851175,
,197.874225,
,197.88955,
,197.911975,
,197.9379,
,197.961075,
,198.000325,
,198.0585,
,198.10435,
,198.155525,
,198.18675,
,198.21425,
,198.2395,
,198.267,
,198.295025,
,198.319375,
,198.350375,
,198.424925,
,198.46235,
,198.493725,
,198.51365,
,198.539875,
,198.5564,
,198.58455,
,198.617675,
,198.663825,
,198.6965,
,198.72345,
,198.744625,
,198.766975,
,198.79475,
,198.826375,
,198.844975,
,198.86845,
,198.8993,
,198.9395,
,198.9662,
,198.9842,
,199.0098,
,199.04415,
,199.08305,
,199.1396,
,199.163125,
,199.1916,
,199.2317,
,199.27145,
,199.303275,
,199.32595,
,199.346675,
,199.39655,
,199.4165,
,199.46275,
,199.49445,
,199.529775,
,199.55615,
,199.61505,
,199.6655,
,199.69555,
,199.7604,
,199.79735,
,199.822525,
,199.847675,
,199.8671,
,199.918275,
,199.97485,
