SPK_SPKC03a (weak inhi),SPK_SPKC08a (exc),SPK_SPKC09a (no response),SPK_SPKC10b (weak inhi),SPK_SPKC11a (no response)
406.492625,,370.420475,429.44715,385.77685
406.58035,,370.4429,429.521375,385.80475
406.600325,,370.472225,429.572075,385.8219
406.65365,,370.517175,429.657975,385.846175
406.706975,,370.5479,429.67285,385.8718
406.73025,,370.578475,429.705075,385.9126
406.810175,,370.615825,429.713475,385.985725
406.8386,,370.646325,429.7428,386.01115
406.8752,,370.659475,429.770275,386.041775
406.900325,,370.690875,429.83555,386.07065
406.935725,,370.707075,429.875075,386.0923
406.96725,,370.726575,429.9051,386.143225
406.9971,,370.748225,429.939675,386.17055
407.02105,,370.778625,429.953,386.1966
407.057425,,370.79565,429.98505,386.220275
407.102325,,370.836225,429.991975,386.24195
407.115275,,370.861425,430.0494,386.323125
407.14175,,370.8777,430.06385,386.334225
407.165875,,370.904875,430.068025,386.356425
407.16905,,370.9314,430.088275,386.3868
407.199625,,370.97475,430.12225,386.41515
407.226775,,371.00765,430.141525,386.43235
407.269225,,371.029725,430.152,386.460425
407.323075,,371.063275,430.16765,386.48505
407.343925,,371.0913,430.1723,386.5013
407.366575,,371.10835,430.182675,386.525725
407.398325,,371.1266,430.24945,386.57065
407.4259,,371.14455,430.302725,386.593475
407.45955,,371.154575,430.358575,386.630575
407.482775,,371.1864,430.416875,386.652
407.5036,,371.221825,430.447625,386.71655
407.54995,,371.262475,430.499075,386.7574
407.578,,371.29515,430.509075,386.782425
407.606075,,371.33425,430.5407,386.835325
407.62,,371.362225,430.55995,386.861
407.635975,,371.3862,430.563,386.885275
407.65895,,371.42355,430.590125,386.934925
407.691075,,371.45045,430.625175,386.962325
407.717,,371.451825,430.643625,386.993625
407.75455,,371.492325,430.703275,387.009675
407.795925,,371.510575,430.7064,387.033275
407.826375,,371.5378,430.83625,387.047525
407.85725,,371.562625,430.89345,387.074725
407.8956,,371.597875,430.90765,387.097075
407.92335,,371.6344,430.941325,387.117725
407.948875,,371.69225,430.944625,387.1429
407.968775,,371.7343,431.008,387.16855
407.998325,,371.762425,431.04275,387.19235
408.01185,,371.78035,431.09465,387.216675
408.0315,,371.8072,431.143225,387.23575
408.05095,,371.8402,431.183325,387.280075
408.101225,,371.868625,431.240475,387.29355
408.130425,,371.8891,431.29755,387.3505
408.161775,,371.9067,431.365175,387.36655
408.1893,,371.92855,431.387875,387.40475
408.198175,,371.955775,431.404675,387.43755
408.230625,,371.97195,431.41225,387.45665
408.263425,,371.991475,431.511575,387.49435
408.303675,,372.017275,431.55275,387.525425
408.328,,372.049975,431.596275,387.53105
408.35425,,372.071375,431.631775,387.581225
408.38295,,372.087675,431.635675,387.605875
408.40965,,372.108475,431.6415,387.6499
408.442175,,372.1275,431.67105,387.6901
408.4573,,372.140825,431.683425,387.7442
408.5549,,372.16845,431.716,387.780625
408.576575,,372.1785,431.84395,387.818775
408.604475,,372.1834,431.9004,387.8446
408.620475,,372.1995,432.022075,387.8457
408.64515,,372.206725,432.069475,387.8722
408.664675,,372.21915,432.10095,387.9023
408.6862,,372.226275,432.172825,387.929675
408.703075,,372.2273,432.21075,387.959775
408.70905,,372.25395,432.2317,387.999175
408.7315,,372.277625,432.267825,388.024575
408.7796,,372.290975,432.302325,388.0694
408.964475,,372.3289,432.34205,388.0888
408.995675,,372.3695,432.417775,388.11555
409.02405,,372.38605,432.42955,388.142875
409.042175,,372.421525,432.4628,388.1829
409.06965,,372.459475,432.533,388.2052
409.0836,,372.484875,432.620425,388.223275
409.115575,,372.50115,432.65245,388.276175
409.144475,,372.541725,432.65565,388.294625
409.1655,,372.58115,432.6759,388.31915
409.192775,,372.5891,432.71025,388.34675
409.215875,,372.613175,432.7535,388.37315
409.24195,,372.630025,432.769925,388.397175
409.2892,,372.69125,432.803325,388.4238
409.31955,,372.726225,432.8199,388.444675
409.34455,,372.741975,432.82795,388.470525
409.39265,,372.765925,432.914975,388.491375
409.414675,,372.812,432.94755,388.512225
409.446575,,372.831425,432.979925,388.538
409.511625,,372.8445,433.0099,388.568675
409.53505,,372.88605,433.046125,388.585575
409.572625,,372.91165,433.050125,388.610575
409.59835,,372.93365,433.0982,388.640925
409.6175,,372.963525,433.10265,388.667175
409.646,,372.974275,433.133825,388.694275
409.683875,,372.9931,433.142125,388.71725
409.741725,,373.02545,433.186325,388.744
409.7795,,373.03925,433.2248,388.761025
409.81845,,373.065275,433.2504,388.783325
409.839625,,373.086,433.30415,388.7988
409.870325,,373.11385,433.3334,388.84905
409.887375,,373.128675,433.364075,388.892825
409.9448,,373.1609,433.396875,388.9162
409.981225,,373.180325,433.485975,388.937525
410.003125,,373.20115,433.60905,388.96425
410.0194,,373.224925,433.6159,388.984875
410.0377,,373.238475,433.6295,389.05
410.06245,,373.272775,433.6536,389.081725
410.085725,,373.28345,433.66715,389.111375
410.1262,,373.298575,433.684775,389.138025
410.18075,,373.31455,433.720625,389.15845
410.206325,,373.328,433.7846,389.177975
410.230325,,373.356075,433.86125,389.20495
410.258975,,373.36245,433.953075,389.267225
410.311775,,373.381725,433.9888,389.2907
410.349175,,373.3994,434.03095,389.314275
410.369325,,373.419,434.06235,389.3795
410.4,,373.4382,434.08815,389.409325
410.426,,373.478525,434.1054,389.42675
410.44645,,373.5177,434.118775,389.44805
410.465925,,373.540525,434.2199,389.4799
410.48415,,373.58345,434.375725,389.518925
410.506425,,373.600225,434.399775,389.531475
410.532375,,373.6206,434.43475,389.55965
410.552275,,373.6431,434.4829,389.578425
410.574675,,373.65815,434.492825,389.60585
410.60115,,373.670925,434.545775,389.63135
410.623825,,373.682525,434.5846,389.673425
410.666025,,373.709325,434.626925,389.688775
410.6911,,373.725775,434.663375,389.71415
410.74685,,373.753125,434.704875,389.78135
410.767925,,373.7613,434.727925,389.804575
410.82035,,373.8512,434.74275,389.82485
410.88365,,373.876975,434.774225,389.8382
410.9094,,373.94065,434.791325,389.870725
410.9659,,373.952675,434.8163,389.88765
411.002575,,373.9722,434.8267,389.909625
411.051625,,374.003725,434.839325,390.0215
411.080325,,374.00555,434.86265,390.061
411.100875,,374.02575,434.866225,390.102375
411.12455,,374.0464,434.905875,390.126
411.164375,,374.062,434.9458,390.148925
411.187875,,374.1119,434.973425,390.1686
411.20025,,374.13115,435.0036,390.1871
411.23535,,374.14265,435.062925,390.210375
411.2401,,374.185275,435.1146,390.230125
411.2612,,374.196425,435.13435,390.260725
411.276225,,374.2286,435.175575,390.30985
411.3222,,374.260225,435.1784,390.3378
411.3933,,374.26955,435.230575,390.36485
411.419925,,374.2882,435.25515,390.392925
411.47905,,374.318775,435.311625,390.4082
411.512375,,374.332275,435.34665,390.449275
411.56175,,374.346425,435.37,390.482425
411.5956,,374.360075,435.3805,390.51195
411.618425,,374.371475,435.39445,390.535475
411.64205,,374.415575,435.415075,390.60305
411.6789,,374.43535,435.42595,390.651525
411.7366,,374.477675,435.503825,390.692325
411.7942,,374.489075,435.53675,390.7195
411.836875,,374.51485,435.576575,390.754275
411.884875,,374.549975,435.60195,390.8111
411.9306,,374.591,435.63245,390.83535
411.976775,,374.617225,435.66455,390.85575
411.998275,,374.632425,435.7018,390.878875
412.017525,,374.650525,435.708675,390.90625
412.044825,,374.6614,435.736325,390.9431
412.10935,,374.674275,435.749225,390.97025
412.146475,,374.704475,435.766375,390.9957
412.218025,,374.719075,435.814325,391.0294
412.2481,,374.73355,435.82515,391.051025
412.31365,,374.76565,435.8958,391.08155
412.343575,,374.806025,435.95575,391.10465
412.3747,,374.831225,436.017775,391.1593
412.408175,,374.855425,436.0771,391.18075
412.424125,,374.921025,436.124025,391.213775
412.44695,,374.967975,436.2152,391.230725
412.4854,,374.98495,436.244175,391.2559
412.518075,,375.063975,436.258825,391.275725
412.5854,,375.0849,436.29455,391.3212
412.605325,,375.122175,436.300825,391.3482
412.62145,,375.1315,436.311775,391.3924
412.68795,,375.157275,436.344375,391.405675
412.706925,,375.205475,436.36685,391.434725
412.7212,,375.206825,436.3868,391.46925
412.76275,,375.23145,436.3987,391.542525
412.7831,,375.252425,436.403625,391.575025
412.823525,,375.2564,436.46905,391.58365
412.8424,,375.3025,436.47975,391.60735
412.8642,,375.347975,436.503075,391.6513
412.895225,,375.36625,436.544525,391.678925
412.925025,,375.393475,436.586975,391.69245
412.949125,,375.418975,436.6458,391.717075
412.9785,,375.43125,436.694775,391.73555
413.027825,,375.45005,436.721675,391.749825
413.050575,,375.475125,436.724175,391.76695
413.133925,,375.518025,436.749675,391.7885
413.15585,,375.528025,436.779575,391.81005
413.1826,,375.5481,436.842475,391.8569
413.20405,,375.5672,436.974325,391.885675
413.252025,,375.605975,437.01545,391.913625
413.275675,,375.697925,437.019875,391.941425
413.308825,,375.7312,437.0484,391.96745
413.33785,,375.75415,437.0775,392.0175
413.4092,,375.7788,437.124675,392.04165
413.4687,,375.79705,437.15655,392.069925
413.498925,,375.815725,437.213625,392.087575
413.516,,375.8301,437.228525,392.111125
413.539875,,375.9008,437.297925,392.1302
413.5671,,375.94485,437.305525,392.15285
413.5947,,375.985975,437.32545,392.174675
413.623075,,376.068225,437.335675,392.220775
413.652875,,376.128125,437.3737,392.24575
413.671975,,376.1558,437.380875,392.312625
413.7,,376.17335,437.435825,392.366325
413.729675,,376.19185,437.453025,392.3987
413.7587,,376.20445,437.491525,392.42195
413.83,,376.266575,437.50395,392.447575
413.8323,,376.2935,437.539,392.465175
413.85795,,376.328075,437.55555,392.519
413.88395,,376.3462,437.57335,392.53635
413.9074,,376.3596,437.586775,392.5631
413.9282,,376.3858,437.632075,392.616325
413.946175,,376.405225,437.7341,392.63585
413.972275,,376.4188,437.8097,392.658275
414.039625,,376.43295,437.9357,392.67515
414.15425,,376.449425,437.992225,392.6964
414.176075,,376.492725,438.029525,392.719725
414.20855,,376.5333,438.06515,392.7366
414.28965,,376.56725,438.1048,392.7615
414.34845,,376.626325,438.16105,392.802125
414.364725,,376.6684,438.194725,392.82385
414.40155,,376.70355,438.24555,392.8381
414.4322,,376.724425,438.247925,392.92825
414.486575,,376.753525,438.267075,392.960175
414.5079,,376.769475,438.290025,393.016575
414.510775,,376.839975,438.3071,393.044725
414.53195,,376.86115,438.3403,393.101475
414.5521,,376.89,438.346825,393.129425
414.5985,,376.909425,438.393675,393.15155
414.6455,,376.92825,438.439475,393.2047
414.6904,,376.953225,438.494375,393.279425
414.7156,,376.9851,438.508075,393.385475
414.745425,,377.03375,438.562525,393.426525
414.7576,,377.0897,438.592475,393.470825
414.834325,,377.12505,438.609275,393.4779
414.860375,,377.13885,438.6315,393.5147
414.886725,,377.208925,438.659825,393.526375
414.9149,,377.282575,438.668925,393.53155
414.9293,,377.302275,438.70395,393.58645
414.947225,,377.30675,438.7468,393.678825
415.021225,,377.34955,438.81395,393.704875
415.043625,,377.373925,438.9011,393.75205
415.0673,,377.38795,438.96455,393.7838
415.142825,,377.40745,439.006675,393.809575
415.168175,,377.415075,439.012225,393.82945
415.207425,,377.43895,439.01885,393.851075
415.23575,,377.4594,439.073225,393.89835
415.273575,,377.4897,439.089875,393.926325
415.3136,,377.529125,439.114025,393.9529
415.33975,,377.554025,439.170225,393.95805
415.373925,,377.57845,439.17615,393.979525
415.39185,,377.612675,439.205925,394.058175
415.417925,,377.63155,439.224275,394.08545
415.4633,,377.64465,439.246975,394.1091
415.4866,,377.6617,439.257225,394.163475
415.528025,,377.68835,439.295675,394.209125
415.5606,,377.705025,439.313675,394.233425
415.5859,,377.727,439.34165,394.257425
415.614475,,377.76955,439.3697,394.2835
415.673325,,377.793825,439.4013,394.324975
415.695825,,377.825625,439.4566,394.353125
415.722125,,377.851275,439.513375,394.38325
415.747975,,377.87615,439.5314,394.431975
415.80055,,377.9042,439.56215,394.478825
415.84715,,377.922925,439.586825,394.5129
415.874675,,377.943725,439.589275,394.5396
415.903375,,377.99055,439.596525,394.5589
415.9309,,378.0434,439.6256,394.579775
415.9573,,378.0746,439.670775,394.603475
415.97285,,378.099675,439.731625,394.622025
415.994,,378.128,439.7435,394.6412
416.022225,,378.144,439.747075,394.661525
416.045075,,378.170275,439.82125,394.703125
416.074825,,378.199725,439.8523,394.725975
416.10315,,378.216225,439.889475,394.743525
416.141125,,378.2652,439.9452,394.762425
416.161125,,378.2956,439.982425,394.801875
416.190325,,378.312575,440.002175,394.822275
416.218125,,378.329925,440.060875,394.8465
416.251625,,378.35895,440.1152,394.89095
416.29385,,378.370225,440.12275,394.925675
416.3126,,378.3995,440.1496,394.94995
416.3168,,378.417225,440.192125,394.993825
416.34425,,378.4485,440.214675,395.015925
416.3635,,378.472825,440.2631,395.040875
416.396325,,378.503975,440.2981,395.06315
416.4194,,378.54875,440.368375,395.1047
416.4818,,378.584175,440.3958,395.131525
416.509925,,378.60965,440.426775,395.147425
416.54135,,378.63465,440.48695,395.1719
416.5655,,378.653675,440.58,395.18645
416.60905,,378.6639,440.616375,395.204375
416.63645,,378.693925,440.62985,395.219625
416.678375,,378.7064,440.636775,395.2462
416.7041,,378.7421,440.704425,395.2763
416.7326,,378.796375,440.753875,395.288775
416.751275,,378.82945,440.762775,395.343825
416.7742,,378.849575,440.86995,395.3695
416.7956,,378.87775,440.87865,395.395075
416.82675,,378.9143,440.939375,395.412675
416.849975,,378.92985,440.9863,395.44545
416.8722,,378.9488,440.9968,395.46035
416.896425,,378.9789,441.019825,395.503525
416.925475,,379.008075,441.08375,395.53015
416.985375,,379.060625,441.089575,395.549075
417.02805,,379.071575,441.1214,395.567
417.0575,,379.12755,441.1295,395.611025
417.086275,,379.180475,441.1619,395.639225
417.112425,,379.253925,441.184475,395.655875
417.1378,,379.29545,441.2758,395.684675
417.164525,,379.304075,441.3155,395.70175
417.22075,,379.33955,441.328875,395.735125
417.252,,379.37615,441.38395,395.7697
417.268375,,379.40305,441.431625,395.801475
417.3116,,379.43235,441.43345,395.8239
417.33325,,379.452775,441.467325,395.8567
417.33595,,379.47385,441.493325,395.957225
417.361925,,379.500525,441.517275,395.9759
417.3782,,379.52005,441.5854,395.998325
417.3899,,379.53335,441.62555,396.04755
417.41775,,379.553275,441.67345,396.0917
417.4327,,379.57785,441.73355,396.1226
417.434425,,379.5923,441.7374,396.142925
417.47065,,379.611175,441.7654,396.188575
417.51425,,379.635525,441.805025,396.21465
417.530875,,379.657925,441.827675,396.234225
417.570525,,379.68855,441.859,396.255175
417.59355,,379.750175,441.9369,396.274275
417.61295,,379.77135,441.963875,396.293
417.637075,,379.7884,441.98975,396.31135
417.658125,,379.814725,442.1157,396.3326
417.685225,,379.8462,442.1344,396.35005
417.708125,,379.86425,442.176925,396.3773
417.740275,,379.9139,442.20695,396.4005
417.76325,,379.94285,442.25925,396.418375
417.786275,,379.996075,442.3326,396.459675
417.813375,,380.013925,442.37405,396.50285
417.841175,,380.03665,442.39915,396.524025
417.8865,,380.0635,442.40905,396.54485
417.908675,,380.081825,442.4458,396.568975
417.931075,,380.105,442.4879,396.586325
417.947,,380.1275,442.497,396.609875
417.97645,,380.156525,442.5172,396.629275
417.996425,,380.183975,442.527925,396.649625
418.0387,,380.19285,442.5462,396.66455
418.063375,,380.212825,442.55875,396.691775
418.102325,,380.22535,442.5832,396.718825
418.12905,,380.24305,442.587475,396.75825
418.159175,,380.262425,442.6285,396.808925
418.22635,,380.342675,442.633575,396.847825
418.2455,,380.414525,442.641525,396.8712
418.281,,380.42545,442.651825,396.895575
418.30015,,380.447975,442.754475,396.9167
418.320525,,380.496475,442.7721,396.945975
418.38225,,380.5135,442.846275,396.959125
418.403575,,380.529725,442.852275,396.98815
418.4264,,380.55195,442.8944,397.006925
418.451,,380.562475,442.929775,397.028975
418.50075,,380.608775,442.9624,397.1017
418.5206,,380.636125,443.04005,397.173675
418.54055,,380.656475,443.16095,397.2097
418.578475,,380.683225,443.231,397.23475
418.596025,,380.7119,443.267475,397.275875
418.619175,,380.751275,443.3313,397.305625
418.649975,,380.77115,443.3653,397.396625
418.671275,,380.780725,443.427375,397.43115
418.70075,,380.811975,443.451675,397.470775
418.71475,,380.83455,443.460825,397.49875
418.7264,,380.854525,443.50695,397.517725
418.8028,,380.862675,443.545725,397.54155
418.83205,,380.888575,443.567825,397.56695
418.8543,,380.894625,443.6136,397.581
418.88195,,380.917425,443.76615,397.615475
418.901425,,380.9376,443.79735,397.638725
418.950875,,380.955225,443.836775,397.666575
418.980675,,380.99685,443.84275,397.699725
418.98505,,381.0322,443.95515,397.751775
418.998575,,381.0452,443.967225,397.767775
419.023525,,381.056825,443.970025,397.795025
419.05175,,381.104125,443.98565,397.81755
419.07075,,381.132475,444.0457,397.83815
419.1306,,381.143325,444.0554,397.85425
419.15615,,381.161075,444.081325,397.87595
419.1782,,381.1836,444.127175,397.902175
419.20125,,381.218025,444.154375,397.945125
419.23115,,381.252675,444.17695,397.991275
419.24205,,381.2876,444.183625,398.0199
419.2843,,381.3034,444.198425,398.0432
419.3061,,381.35565,444.20855,398.064325
419.327125,,381.3765,444.2203,398.08875
419.3838,,381.39705,444.2687,398.118075
419.419225,,381.39905,444.27805,398.137875
419.442725,,381.41355,444.284325,398.191425
419.472,,381.448775,444.304775,398.225875
419.49375,,381.472275,444.317775,398.255025
419.51285,,381.50105,444.32735,398.282025
419.52855,,381.51965,444.380575,398.313075
419.55075,,381.541075,444.416725,398.332725
419.601975,,381.56455,444.457575,398.336375
419.63445,,381.58005,444.4778,398.369825
419.685975,,381.60705,444.480925,398.400775
419.7135,,381.636775,444.64125,398.4328
419.735375,,381.671775,444.671525,398.45965
419.737275,,381.6903,444.68485,398.4849
419.75785,,381.713025,444.6867,398.544275
419.928475,,381.72935,444.728725,398.5684
419.975175,,381.766725,444.79355,398.5918
419.99575,,381.784025,444.831825,398.6154
420.0187,,381.7978,444.841725,398.645175
420.0505,,381.820725,444.855625,398.706675
420.11845,,381.882325,444.891275,398.731725
420.137325,,381.9194,444.90995,398.804575
420.16995,,381.966725,444.92245,398.830025
420.20425,,382.016225,444.9497,398.857875
420.235575,,382.052175,444.963675,398.93025
420.271925,,382.0673,444.9906,398.97615
420.326675,,382.0825,445.013275,398.998225
420.354675,,382.107875,445.0534,399.02275
420.3717,,382.122075,445.09175,399.0257
420.398775,,382.132575,445.0975,399.0408
420.41995,,382.1604,445.12425,399.06155
420.4483,,382.176625,445.131375,399.0931
420.47185,,382.19845,445.174125,399.111875
420.50255,,382.22215,445.18395,399.143775
420.5229,,382.24415,445.216525,399.2071
420.5463,,382.2699,445.269125,399.226025
420.566125,,382.313975,445.279625,399.246675
420.585625,,382.3549,445.326625,399.278275
420.60785,,382.374,445.353175,399.3003
420.63995,,382.388525,445.385475,399.34025
420.6907,,382.400975,445.415475,399.36205
420.717425,,382.421475,445.440725,399.386375
420.7414,,382.4497,445.47785,399.421675
420.743625,,382.479675,445.5099,399.48105
420.780025,,382.514425,445.515375,399.507875
420.84025,,382.537525,445.5707,399.56735
420.861875,,382.569875,445.68215,399.58115
420.889625,,382.603225,445.74715,399.608475
420.913325,,382.634825,445.766325,399.62665
420.954225,,382.65165,445.835875,399.64585
421.0127,,382.67245,445.9024,399.670475
421.0301,,382.721725,445.9269,399.69935
421.045725,,382.735175,445.94665,399.7152
421.080025,,382.75395,445.9749,399.744275
421.11045,,382.78885,445.988,399.81395
421.1242,,382.803025,446.0134,399.8429
421.134225,,382.863825,446.036475,399.8604
421.1776,,382.892475,446.0667,399.890275
421.203825,,382.928975,446.070575,399.95805
421.2245,,382.94685,446.0922,399.9899
421.27205,,382.9587,446.11005,400.020575
421.29465,,382.984725,446.1164,400.052875
421.296725,,382.99985,446.159225,400.075675
421.34655,,383.0236,446.1985,400.109025
421.3727,,383.0515,446.217825,400.138575
421.389875,,383.07935,446.246725,400.161725
421.43445,,383.1117,446.27505,400.191725
421.467975,,383.13065,446.301125,400.20605
421.49555,,383.14335,446.360025,400.2411
421.5712,,383.1723,446.423975,400.26495
421.5967,,383.2142,446.458875,400.287075
421.62935,,383.252175,446.484725,400.322075
421.651675,,383.276875,446.4893,400.349725
421.680925,,383.3138,446.551875,400.4471
421.7279,,383.3361,446.6851,400.477525
421.748025,,383.34915,446.70585,400.566225
421.781225,,383.37325,446.70845,400.586
421.8152,,383.3853,446.712975,400.604525
421.83625,,383.4082,446.737925,400.626125
421.856375,,383.425875,446.764825,400.69835
421.892975,,383.472325,446.8077,400.7256
421.910575,,383.49185,446.903375,400.80895
421.962125,,383.50945,446.9563,400.90525
421.986875,,383.53645,446.99815,400.923775
422.00205,,383.550775,447.027875,400.945075
422.040025,,383.55945,447.038225,400.9662
422.08585,,383.58085,447.0667,401.00425
422.11765,,383.61455,447.11025,401.065275
422.2085,,383.6407,447.169975,401.158325
422.23135,,383.651875,447.2214,401.19015
422.2578,,383.6757,447.31185,401.2198
422.287675,,383.701975,447.3621,401.2438
422.302875,,383.72705,447.434425,401.2728
422.353625,,383.7499,447.46235,401.30225
422.393125,,383.77775,447.4888,401.344625
422.421125,,383.795575,447.511825,401.3664
422.47005,,383.817525,447.515375,401.458075
422.4912,,383.84995,447.558175,401.48275
422.515575,,383.858925,447.587525,401.505375
422.54985,,383.9003,447.616525,401.550075
422.57735,,383.9142,447.662225,401.5682
422.607375,,383.932075,447.678225,401.610875
422.637425,,383.970175,447.75925,401.64065
422.67,,383.992025,447.77115,401.662625
422.71315,,384.009875,447.8268,401.686175
422.7566,,384.020625,447.8534,401.7057
422.778025,,384.0655,447.9039,401.727475
422.804125,,384.0784,447.9162,401.787925
422.8502,,384.103725,447.922875,401.830625
422.8535,,384.126075,447.952125,401.83465
422.8802,,384.149975,447.988875,401.86155
422.904875,,384.169425,448.072625,401.9057
422.94035,,384.195175,448.1,401.993525
422.9832,,384.21665,448.131375,402.109275
423.0166,,384.25935,448.166325,402.13595
423.0881,,384.26165,448.20145,402.162875
423.131675,,384.2903,448.238975,402.18705
423.159375,,384.310625,448.26615,402.215125
423.18295,,384.32395,448.3104,402.234975
423.200925,,384.344075,448.325925,402.25485
423.218175,,384.368325,448.3344,402.2813
423.240625,,384.381725,448.38715,402.3288
423.270475,,384.40735,448.389425,402.355725
423.29165,,384.438325,448.411725,402.395525
423.316275,,384.455225,448.44375,402.418775
423.3479,,384.459175,448.49775,402.436075
423.381175,,384.475675,448.554725,402.459425
423.405775,,384.49855,448.6079,402.481125
423.44235,,384.50505,448.6495,402.507825
423.48825,,384.515025,448.666675,402.5344
423.523125,,384.538675,448.831725,402.553425
423.5335,,384.565925,448.961425,402.58405
423.564275,,384.603875,449.015225,402.599475
423.596075,,384.626725,449.0228,402.619225
423.625575,,384.65775,449.05425,402.648
423.655725,,384.6793,449.061075,402.717225
423.6786,,384.7012,449.096675,402.723025
423.706225,,384.7154,449.150125,402.73875
423.723075,,384.746625,449.1991,402.780075
423.762925,,384.78315,449.210675,402.83975
423.790025,,384.80775,449.251575,402.860825
423.810225,,384.82745,449.28035,402.8839
423.831,,384.86675,449.2926,402.946625
423.8723,,384.904025,449.305475,402.97345
423.8967,,384.92445,449.35405,402.997
423.918025,,384.9507,449.3815,403.036575
423.93915,,384.96385,449.422775,403.0561
423.960425,,384.975825,449.46505,403.071075
423.987125,,385.001725,449.535975,403.1305
424.027725,,385.036675,449.570275,403.1567
424.03775,,385.056775,449.58955,403.18415
424.056225,,385.077825,449.629725,403.2039
424.118625,,385.103075,449.663675,403.257225
424.133575,,385.139375,449.6807,403.2775
424.174175,,385.2126,449.6966,403.319775
424.217875,,385.22635,449.72255,403.3476
424.303675,,385.2502,449.746075,403.3733
424.33075,,385.27105,449.789025,403.396375
424.3518,,385.287375,449.927925,403.416475
424.385,,385.325,449.963675,403.440125
424.41605,,385.373025,449.966725,403.4715
424.45585,,385.385275,,403.498575
424.4956,,385.40235,,403.521025
424.5186,,385.430475,,403.541225
424.574175,,385.456375,,403.5685
424.60595,,385.475525,,403.5853
424.62775,,385.494025,,403.6194
424.65315,,385.501775,,403.659325
424.6772,,385.548275,,403.6844
424.698125,,385.587375,,403.7362
424.729525,,385.6152,,403.7606
424.77875,,385.677725,,403.78125
424.8172,,385.6865,,403.820325
424.8594,,385.721175,,403.858
424.8838,,385.73215,,403.891875
424.895325,,385.755575,,403.94875
424.949075,,385.774225,,403.9761
424.973175,,385.7925,,404.029575
424.988925,,385.812875,,404.094425
425.01625,,385.8494,,404.1134
425.0435,,385.8776,,404.1578
425.069575,,385.92345,,404.190725
425.090325,,385.9355,,404.21865
425.14025,,385.95685,,404.2422
425.162725,,385.959375,,404.271775
425.179175,,385.9713,,404.301475
425.2089,,385.990825,,404.32735
425.235775,,386.014375,,404.362
425.27305,,386.028125,,404.3876
425.2992,,386.050975,,404.43805
425.32995,,386.0757,,404.458225
425.377425,,386.098475,,404.4793
425.40865,,386.1281,,404.486225
425.4436,,386.146625,,404.5096
425.46235,,386.173975,,404.53485
425.4924,,386.207775,,404.5497
425.55065,,386.22305,,404.58365
425.59195,,386.258175,,404.615575
425.643,,386.281,,404.636325
425.66175,,386.301025,,404.6577
425.677875,,386.36805,,404.686
425.71265,,386.381525,,404.736625
425.7452,,386.3974,,404.7828
425.769625,,386.42,,404.81435
425.787025,,386.44595,,404.836775
425.843825,,386.46595,,404.908225
425.889325,,386.4838,,404.930775
425.9568,,386.50725,,404.950475
425.983625,,386.514725,,404.971475
426.00825,,386.5446,,405.00685
426.04085,,386.576975,,405.0294
426.097,,386.592375,,405.058675
426.123575,,386.652825,,405.07805
426.151,,386.669475,,405.095225
426.182925,,386.6873,,405.145
426.2196,,386.707875,,405.1574
426.267675,,386.7255,,405.18015
426.2949,,386.733125,,405.2012
426.355275,,386.750975,,405.224725
426.38175,,386.771825,,405.253075
426.41295,,386.798075,,405.28875
426.4295,,386.826625,,405.3407
426.4306,,386.859775,,405.37095
426.449325,,386.8875,,405.428575
426.482675,,386.9073,,405.462475
426.521475,,386.933375,,405.50765
426.53335,,386.9672,,405.53205
426.5622,,387.005025,,405.5578
426.58935,,387.02485,,405.58005
426.63455,,387.0467,,405.61055
426.636925,,387.09775,,405.6526
426.6589,,387.11955,,405.663625
426.68295,,387.137825,,405.68035
426.7082,,387.1606,,405.74895
426.74635,,387.1788,,405.78155
426.766,,387.20495,,405.79985
426.78295,,387.21625,,405.85895
426.8012,,387.23775,,405.931625
426.8202,,387.261,,405.96145
426.839175,,387.309925,,405.96275
426.85835,,387.329525,,405.982525
426.884375,,387.349425,,406.011725
426.9145,,387.3754,,406.019225
426.943875,,387.40535,,406.049025
426.9972,,387.415225,,406.086025
427.00055,,387.447725,,406.109725
427.012275,,387.475925,,406.1322
427.03475,,387.49775,,406.150525
427.0694,,387.5134,,406.169375
427.090925,,387.551975,,406.2142
427.12325,,387.56595,,406.23845
427.18875,,387.5752,,406.264325
427.2255,,387.5909,,406.283775
427.250375,,387.605875,,406.308625
427.28975,,387.648425,,406.329125
427.294875,,387.6699,,406.358875
427.322775,,387.695475,,406.376425
427.34815,,387.7218,,406.401075
427.43165,,387.76965,,406.443125
427.458025,,387.79865,,406.472
427.478375,,387.820275,,406.495275
427.506975,,387.850125,,406.537525
427.56905,,387.9024,,406.559425
427.5936,,387.934625,,406.585225
427.611775,,387.950925,,406.617525
427.640025,,387.9718,,406.664475
427.660125,,388.01075,,406.71835
427.696925,,388.049375,,406.745575
427.7676,,388.0952,,406.7832
427.8277,,388.106275,,406.815125
427.851275,,388.135375,,406.83965
427.8882,,388.15935,,406.864975
427.915975,,388.17455,,406.898
427.954125,,388.197425,,406.93065
427.9752,,388.217,,406.951775
427.980875,,388.2476,,406.974
428.007775,,388.2571,,407.003775
428.04215,,388.2924,,407.0263
428.093175,,388.304125,,407.047575
428.10665,,388.326725,,407.079525
428.1461,,388.33875,,407.1184
428.196925,,388.3694,,407.18975
428.220475,,388.387225,,407.214125
428.3478,,388.39815,,407.23595
