SPK_SPKC02a (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (inhibited)
,237.379125,
,237.44635,
,237.46975,
,237.556225,
,237.609075,
,237.630925,
,237.6848,
,237.737075,
,237.79125,
,237.836025,
,237.86995,
,237.930175,
,237.984675,
,238.03455,
,238.080325,
,238.139775,
,238.188925,
,238.230775,
,238.314,
,238.3204,
,238.36655,
,238.41905,
,238.492275,
,238.549875,
,238.602875,
,238.6536,
,238.70025,
,238.732825,
,238.823325,
,238.906075,
,238.993,
,239.06175,
,239.09655,
,239.157625,
,239.20475,
,239.246975,
,239.305175,
,239.3434,
,239.4793,
,239.54735,
,239.58395,
,239.6756,
,239.715375,
,239.7626,
,239.836675,
,239.8445,
,240.0017,
,240.144825,
,240.271775,
,240.3323,
,240.37845,
,240.4502,
,240.52425,
,240.550575,
,240.587075,
,240.6406,
,240.70605,
,240.717575,
,240.763425,
,240.81225,
,240.844625,
,240.91395,
,240.96755,
,241.00545,
,241.040775,
,241.08205,
,241.143725,
,241.227075,
,241.335275,
,241.407,
,241.4923,
,241.518875,
,241.645725,
,241.683975,
,241.762375,
,241.81055,
,241.898225,
,241.9307,
,242.0042,
,242.056025,
,242.100375,
,242.1614,
,242.200075,
,242.24545,
,242.352225,
,242.45005,
,242.483675,
,242.52805,
,242.586625,
,242.655875,
,242.716125,
,242.779575,
,242.81765,
,242.86425,
,242.907475,
,242.998,
,243.12115,
,243.144225,
,243.19275,
,243.259375,
,243.303925,
,243.43065,
,243.5211,
,243.6058,
,243.62395,
,243.643175,
,243.6542,
,243.6763,
,243.68915,
,243.7078,
,243.75025,
,243.779475,
,243.798875,
,243.883425,
,243.926025,
,243.943125,
,243.967125,
,243.988775,
,244.01535,
,244.058,
,244.12595,
,244.154425,
,244.20015,
,244.251725,
,244.3066,
,244.3568,
,244.388825,
,244.4071,
,244.41555,
,244.429275,
,244.44825,
,244.4692,
,244.489075,
,244.515525,
,244.53235,
,244.5781,
,244.62635,
,244.651675,
,244.6693,
,244.71135,
,244.76295,
,244.7797,
,244.820475,
,244.871075,
,244.92835,
,244.9553,
,244.994475,
,245.02125,
,245.02935,
,245.05405,
,245.0682,
,245.089075,
,245.111475,
,245.1393,
,245.150175,
,245.16485,
,245.19225,
,245.214675,
,245.245175,
,245.268375,
,245.295525,
,245.31055,
,245.323975,
,245.352825,
,245.370025,
,245.3961,
,245.40915,
,245.45395,
,245.461975,
,245.50885,
,245.526925,
,245.627125,
,245.64955,
,245.668675,
,245.68335,
,245.6943,
,245.7333,
,245.778325,
,245.836825,
,245.85945,
,245.899325,
,245.913125,
,245.9557,
,245.985375,
,246.02025,
,246.033475,
,246.0635,
,246.08935,
,246.139125,
,246.175825,
,246.19845,
,246.235725,
,246.31065,
,246.36415,
,246.38195,
,246.4087,
,246.4372,
,246.463225,
,246.5516,
,246.573575,
,246.6099,
,246.62705,
,246.675075,
,246.6936,
,246.746575,
,246.7869,
,246.8318,
,246.897975,
,246.94485,
,246.96325,
,247.01775,
,247.0541,
,247.124025,
,247.15525,
,247.190975,
,247.215875,
,247.28955,
,247.3478,
,247.3813,
,247.41605,
,247.4667,
,247.499325,
,247.551975,
,247.58885,
,247.6982,
,247.7543,
,247.80135,
,247.843575,
,247.875625,
,247.928675,
,247.974625,
,247.99715,
,248.03205,
,248.0589,
,248.12525,
,248.21835,
,248.267925,
,248.314775,
,248.367525,
,248.3966,
,248.44635,
,248.479725,
,248.535025,
,248.62405,
,248.68235,
,248.73695,
,248.794525,
,248.8309,
,248.91505,
,248.96725,
,249.031275,
,249.074,
,249.134525,
,249.165575,
,249.206125,
,249.2895,
,249.35005,
,249.43435,
,249.50065,
,249.521125,
,249.571675,
,249.5735,
,249.622525,
,249.679475,
,249.7323,
,249.77995,
,249.87085,
,249.954625,
,250.00015,
,250.0501,
,250.084225,
,250.118975,
,250.151,
,250.2011,
,250.31905,
,250.36005,
,250.408,
,250.447925,
,250.49325,
,250.5561,
,250.684175,
,250.791125,
,250.905375,
,250.9227,
,250.927625,
,250.94295,
,250.97425,
,251.0002,
,251.021075,
,251.047675,
,251.0767,
,251.0953,
,251.11,
,251.14575,
,251.168975,
,251.25315,
,251.27325,
,251.3013,
,251.3196,
,251.35565,
,251.375825,
,251.41965,
,251.60235,
,251.654475,
,251.71285,
,251.775175,
,251.856275,
,251.9254,
,251.94875,
,251.982825,
,252.047125,
,252.10975,
,252.1407,
,252.215025,
,252.309625,
,252.363375,
,252.42965,
,252.466025,
,252.514125,
,252.585725,
,252.625575,
,252.65215,
,252.6927,
,252.733825,
,252.787475,
,252.830975,
,252.860975,
,252.89125,
,252.932825,
,252.953425,
,252.9797,
,253.0047,
,253.0387,
,253.0704,
,253.092825,
,253.108825,
,253.1479,
,253.186125,
,253.2706,
,253.299425,
,253.347975,
,253.3994,
,253.496975,
,253.59265,
,253.677075,
,253.7616,
,253.77605,
,253.81065,
,253.8327,
,253.88305,
,253.910125,
,253.96935,
,254.018975,
,254.0533,
,254.08465,
,254.1372,
,254.18925,
,254.24165,
,254.261225,
,254.289125,
,254.312175,
,254.35775,
,254.389625,
,254.411,
,254.44205,
,254.51135,
,254.5348,
,254.575725,
,254.61755,
,254.680125,
,254.718325,
,254.76855,
,254.926275,
,254.971175,
,254.9896,
,255.128125,
,255.1688,
,255.229225,
,255.255175,
,255.2961,
,255.35135,
,255.459525,
,255.499375,
,255.539325,
,255.558675,
,255.5953,
,255.626575,
,255.679575,
,255.783125,
,255.80395,
,255.871575,
,255.928075,
,255.944275,
,256.00085,
,256.036475,
,256.1437,
,256.24305,
,256.34605,
,256.3784,
,256.45435,
,256.5116,
,256.68475,
,256.73595,
,256.777825,
,256.803075,
,256.834525,
,256.87055,
,256.900675,
,256.9478,
,256.971025,
,257.03325,
,257.118675,
,257.230375,
,257.30045,
,257.33505,
,257.35695,
,257.4099,
,257.458375,
,257.521875,
,257.583175,
,257.6163,
,257.65225,
,257.68765,
,257.70595,
,257.72865,
,257.74365,
,257.765625,
,257.819375,
,257.9089,
,257.982825,
,258.017375,
,258.0738,
,258.1519,
,258.2038,
,258.2979,
,258.3563,
,258.498475,
,258.56695,
,258.6743,
,258.7778,
,258.825275,
,258.864125,
,258.91085,
,258.97405,
,259.009825,
,259.03635,
,259.074425,
,259.109425,
,259.151925,
,259.168775,
,259.212675,
,259.2359,
,259.2791,
,259.3253,
,259.35045,
,259.381225,
,259.382525,
,259.394475,
,259.438325,
,259.463475,
,259.48055,
,259.512,
,259.533725,
,259.548075,
,259.569,
,259.6109,
,259.6424,
,259.697325,
,259.72275,
,259.764825,
,259.796075,
,259.8148,
,259.86735,
,259.897725,
,259.916975,
,259.94065,
,260.009125,
,260.04245,
,260.07305,
,260.09575,
,260.12255,
,260.143975,
,260.19645,
,260.22055,
,260.260725,
,260.30665,
,260.336175,
,260.40375,
,260.443275,
,260.477475,
,260.54555,
,260.6048,
,260.687775,
,260.7276,
,260.7516,
,260.801425,
,260.831925,
,260.8959,
,260.955075,
,260.99875,
,261.068675,
,261.1164,
,261.194375,
,261.248575,
,261.2819,
,261.340525,
,261.397625,
,261.4307,
,261.503075,
,261.5239,
,261.5592,
,261.575425,
,261.609775,
,261.64525,
,261.675075,
,261.73905,
,261.7951,
,261.812775,
,261.885575,
,261.9297,
,261.94145,
,261.95485,
,261.995,
,262.016675,
,262.0455,
,262.06885,
,262.07985,
,262.1059,
,262.117975,
,262.153225,
,262.191825,
,262.241875,
,262.27155,
,262.308275,
,262.3568,
,262.413975,
,262.430575,
,262.53785,
,262.6043,
,262.62825,
,262.658375,
,262.73125,
,262.7647,
,262.7861,
,262.835475,
,262.885025,
,262.9057,
,262.9788,
,263.033275,
,263.0989,
,263.171375,
,263.2174,
,263.25185,
,263.318275,
,263.3684,
,263.405375,
,263.48595,
,263.5255,
,263.56825,
,263.62575,
,263.648475,
,263.6621,
,263.6933,
,263.71125,
,263.7525,
,263.815625,
,263.89845,
,263.934975,
,264.028275,
,264.0527,
,264.0829,
,264.164275,
,264.215425,
,264.274675,
,264.324275,
,264.367375,
,264.4415,
,264.460175,
,264.487775,
,264.5484,
,264.645075,
,264.6988,
,264.754375,
,264.790425,
,264.8187,
,264.84,
,264.868375,
,264.92785,
,264.9575,
,265.01465,
,265.060675,
,265.073125,
,265.10685,
,265.1707,
,265.211475,
,265.254925,
,265.28905,
,265.3977,
,265.4176,
,265.46645,
,265.507525,
,265.5474,
,265.598675,
,265.622775,
,265.6405,
,265.689725,
,265.7174,
,265.741025,
,265.7638,
,265.8997,
,265.94555,
,265.948675,
,265.962475,
,265.974925,
,265.981125,
,266.001575,
,266.015475,
,266.056225,
,266.0859,
,266.10285,
,266.128625,
,266.153525,
,266.1763,
,266.2093,
,266.25675,
,266.3165,
,266.3537,
,266.3908,
,266.413875,
,266.432975,
,266.4505,
,266.488775,
,266.5014,
,266.531925,
,266.5723,
,266.6528,
,266.708375,
,266.771575,
,266.81185,
,266.89525,
,266.92735,
,266.995125,
,267.090225,
,267.153025,
,267.17635,
,267.22355,
,267.249875,
,267.33455,
,267.370775,
,267.435825,
,267.469525,
,267.5212,
,267.56515,
,267.574475,
,267.610125,
,267.644375,
,267.68955,
,267.741825,
,267.799575,
,267.842375,
,267.87965,
,267.92505,
,267.954875,
,268.02435,
,268.04855,
,268.0763,
,268.09315,
,268.118625,
,268.1462,
,268.193325,
,268.24505,
,268.2797,
,268.30105,
,268.35625,
,268.404825,
,268.454825,
,268.473125,
,268.491675,
,268.52635,
,268.5493,
,268.593825,
,268.61975,
,268.65245,
,268.71915,
,268.800225,
,268.86115,
,268.903,
,268.934875,
,268.958975,
,268.986025,
,269.006925,
,269.06025,
,269.077175,
,269.10085,
,269.160425,
,269.198575,
,269.246475,
,269.310825,
,269.3873,
,269.42975,
,269.44555,
,269.520875,
,269.55575,
,269.606075,
,269.64085,
,269.659025,
,269.667975,
,269.7289,
,269.77155,
,269.79915,
,269.82675,
,269.844675,
,269.910525,
,270.0017,
,270.07895,
,270.14375,
,270.175225,
,270.228575,
,270.25355,
,270.27635,
,270.30775,
,270.33565,
,270.43415,
,270.504275,
,270.507075,
,270.559875,
,270.5914,
,270.6148,
,270.6516,
,270.702075,
,270.815975,
,270.8592,
,270.91855,
,270.96635,
,270.988075,
,271.0122,
,271.042725,
,271.06695,
,271.168375,
,271.200175,
,271.240475,
,271.290775,
,271.32255,
,271.347325,
,271.370675,
,271.40735,
,271.440375,
,271.488975,
,271.562525,
,271.58885,
,271.651775,
,271.7133,
,271.7588,
,271.848275,
,271.8944,
,271.918925,
,271.934325,
,272.00895,
,272.06535,
,272.1461,
,272.214975,
,272.30375,
,272.356625,
,272.42045,
,272.4769,
,272.5099,
,272.5466,
,272.694775,
,272.74085,
,272.77425,
,272.819275,
,272.84815,
,272.88805,
,272.92,
,272.9643,
,273.050125,
,273.1024,
,273.11585,
,273.147275,
,273.1685,
,273.191925,
,273.22665,
,273.390275,
,273.42085,
,273.457625,
,273.4806,
,273.493225,
,273.5206,
,273.551675,
,273.5633,
,273.592125,
,273.628575,
,273.72385,
,273.76115,
,273.8258,
,273.8559,
,273.886725,
,273.9153,
,273.9801,
,274.013225,
,274.0514,
,274.0782,
,274.1403,
,274.183775,
,274.2019,
,274.322475,
,274.361525,
,274.3961,
,274.436225,
,274.466325,
,274.484975,
,274.55345,
,274.600675,
,274.629075,
,274.66755,
,274.706375,
,274.73735,
,274.7576,
,274.79885,
,274.85325,
,274.898425,
,274.921725,
,274.94225,
,274.98605,
,275.03415,
,275.0965,
,275.13415,
,275.2332,
,275.2829,
,275.3412,
,275.3733,
,275.512075,
,275.53025,
,275.61045,
,275.660175,
,275.72885,
,275.818925,
,275.83535,
,275.873775,
,275.946775,
,275.9857,
,276.0885,
,276.1134,
,276.2356,
,276.25885,
,276.308,
,276.35295,
,276.4395,
,276.489775,
,276.588,
,276.63115,
,276.662275,
,276.7028,
,276.718625,
,276.757175,
,276.791575,
,276.869425,
,276.914125,
,276.955975,
,276.973575,
,277.00995,
,277.029025,
,277.121175,
,277.2359,
,277.255,
,277.273325,
,277.294575,
,277.332875,
,277.36915,
,277.422675,
,277.482675,
,277.5279,
,277.544675,
,277.654775,
,277.7,
,277.811775,
,277.848125,
,277.8709,
,277.917275,
,277.96195,
,277.995525,
,278.0644,
,278.118375,
,278.1519,
,278.178525,
,278.219025,
,278.269125,
,278.359975,
,278.40185,
,278.471475,
,278.519475,
,278.581275,
,278.5977,
,278.63435,
,278.66055,
,278.76015,
,278.7785,
,278.802,
,278.822325,
,278.866825,
,278.92255,
,278.986125,
,279.01335,
,279.103175,
,279.213225,
,279.2465,
,279.37135,
,279.39575,
,279.4955,
,279.58215,
,279.631075,
,279.756175,
,279.7759,
,279.80555,
,279.857625,
,279.893825,
,279.9262,
,279.953125,
,279.9646,
,280.018375,
,280.06815,
,280.1389,
,280.162025,
,280.178625,
,280.200225,
,280.233225,
,280.292925,
,280.33065,
,280.359,
,280.4042,
,280.424325,
,280.451925,
,280.467925,
,280.6059,
,280.676225,
,280.690275,
,280.6983,
,280.708425,
,280.74715,
,280.773,
,280.814475,
,280.8489,
,280.9215,
,280.932825,
,280.965175,
,281.00015,
,281.03765,
,281.097725,
,281.14055,
,281.205025,
,281.26045,
,281.3154,
,281.39425,
,281.48275,
,281.490125,
,281.515,
,281.54055,
,281.564375,
,281.5867,
,281.6281,
,281.6514,
,281.726,
,281.78615,
,281.882375,
,281.908925,
,281.923125,
,282.036075,
,282.110225,
,282.264075,
,282.3058,
,282.382825,
,282.4475,
,282.66975,
,282.718525,
,282.82275,
,282.851275,
,282.9535,
,282.97755,
,283.0031,
,283.067325,
,283.1196,
,283.129875,
,283.1689,
,283.215325,
,283.298675,
,283.381625,
,283.411325,
,283.436775,
,283.484875,
,283.537775,
,283.5909,
,283.644325,
,283.7126,
,283.740325,
,283.7578,
,283.839325,
,283.904325,
,283.9345,
,283.996775,
,284.0284,
,284.076425,
,284.220975,
,284.275125,
,284.346825,
,284.386475,
,284.436625,
,284.4741,
,284.523525,
,284.57005,
,284.581025,
,284.59185,
,284.621475,
,284.732125,
,284.891075,
,285.054525,
,285.105175,
,285.223825,
,285.3484,
,285.3793,
,285.432725,
,285.46735,
,285.510675,
,285.5475,
,285.63175,
,285.692,
,285.727325,
,285.830275,
,285.90095,
,285.929875,
,286.01585,
,286.072675,
,286.122075,
,286.170375,
,286.210675,
,286.2485,
,286.31095,
,286.364275,
,286.395825,
,286.438075,
,286.486375,
,286.5283,
,286.56945,
,286.64625,
,286.6756,
,286.797225,
,286.8617,
,287.1534,
,287.225225,
,287.32345,
,287.37745,
,287.481075,
,287.53335,
,287.542375,
,287.576125,
,287.590325,
,287.61855,
,287.631225,
,287.64945,
,287.704125,
,287.7312,
,287.775475,
,287.846575,
,287.9043,
,287.9633,
,288.001375,
,288.073825,
,288.173775,
,288.21805,
,288.312025,
,288.345725,
,288.373525,
,288.419925,
,288.43625,
,288.489,
,288.609925,
,288.819775,
,288.8391,
,288.893825,
,288.93155,
,288.969825,
,289.0412,
,289.082725,
,289.146325,
,289.204675,
,289.318525,
,289.36705,
,289.412325,
,289.4772,
,289.521975,
,289.559175,
,289.64785,
,289.73875,
,289.78175,
,289.8532,
,289.9001,
,289.946875,
,289.993,
,290.046375,
,290.20715,
,290.231925,
,290.2558,
,290.2879,
,290.385725,
,290.498725,
,290.51375,
,290.563075,
,290.578225,
,290.61515,
,290.661925,
,290.67665,
,290.693375,
,290.7125,
,290.764425,
,290.791125,
,290.811075,
,290.844475,
,290.866975,
,290.8856,
,290.92305,
,290.946525,
,290.9719,
,290.99915,
,291.019225,
,291.0648,
,291.108875,
,291.1488,
,291.18255,
,291.201925,
,291.22675,
,291.2774,
,291.294625,
,291.330375,
,291.362,
,291.3803,
,291.41235,
,291.433825,
,291.4883,
,291.55955,
,291.6095,
,291.6461,
,291.6909,
,291.714525,
,291.743675,
,291.77745,
,291.8444,
,291.907025,
,291.97145,
,292.01965,
,292.057425,
,292.086725,
,292.113925,
,292.15425,
,292.21505,
,292.26945,
,292.350725,
,292.386525,
,292.43215,
,292.470425,
,292.509925,
,292.5451,
,292.605875,
,292.628775,
,292.677525,
,292.703475,
,292.7324,
,292.786175,
,292.818925,
,292.85595,
,292.891025,
,292.936475,
,292.946075,
,292.97315,
,293.0131,
,293.038425,
,293.0413,
,293.0626,
,293.108075,
,293.157375,
,293.17645,
,293.228325,
,293.279325,
,293.33025,
,293.34865,
,293.360025,
,293.394625,
,293.4346,
,293.467275,
,293.505075,
,293.53805,
,293.58315,
,293.600775,
,293.6192,
,293.645225,
,293.687425,
,293.701025,
,293.727975,
,293.771825,
,293.82405,
,293.861075,
,293.986525,
,294.01405,
,294.04305,
,294.07145,
,294.079275,
,294.1358,
,294.223925,
,294.283425,
,294.34925,
,294.36915,
,294.384975,
,294.409575,
,294.446925,
,294.482175,
,294.557575,
,294.628025,
,294.66485,
,294.702,
,294.7261,
,294.7547,
,294.8142,
,294.82905,
,294.88595,
,294.94875,
,295.021925,
,295.0451,
,295.067575,
,295.094775,
,295.17415,
,295.21465,
,295.258275,
,295.284925,
,295.3356,
,295.3482,
,295.41195,
,295.464725,
,295.54365,
,295.5707,
,295.60595,
,295.67665,
,295.743175,
,295.801175,
,295.874775,
,296.028025,
,296.042475,
,296.073675,
,296.1471,
,296.20575,
,296.255075,
,296.310325,
,296.375125,
,296.424225,
,296.450825,
,296.477375,
,296.502875,
,296.53575,
,296.5752,
,296.605725,
,296.645425,
,296.692825,
,296.888675,
,296.94325,
,297.004725,
,297.04765,
,297.0663,
,297.12055,
,297.220425,
,297.26085,
,297.288075,
,297.34355,
,297.3879,
,297.412875,
,297.489825,
,297.5386,
,297.62615,
,297.661975,
,297.745625,
,297.779875,
,297.81795,
,297.8794,
,297.95745,
,298.009525,
,298.209825,
,298.3286,
,298.352275,
,298.407425,
,298.436625,
,298.45845,
,298.4913,
,298.517075,
,298.5289,
,298.5456,
,298.5974,
,298.62625,
,298.641925,
,298.6623,
,298.708675,
,298.744275,
,298.770925,
,298.81145,
,298.888025,
,298.9138,
,298.96395,
,298.990925,
,299.0357,
,299.0567,
,299.078475,
,299.119,
,299.217725,
,299.23875,
,299.267725,
,299.34395,
,299.371625,
,299.3989,
,299.4532,
,299.474025,
,299.550825,
,299.59055,
,299.6173,
,299.637125,
,299.6927,
,299.762375,
,299.788525,
,299.848425,
,299.877625,
,299.972775,
,300.0042,
,300.02725,
,300.04005,
,300.0681,
,300.0996,
,300.11455,
,300.137425,
,300.246825,
,300.28965,
,300.3002,
,300.3324,
,300.339275,
,300.36155,
,300.3803,
,300.4149,
,300.4302,
,300.45105,
,300.491,
,300.542175,
,300.5594,
,300.592925,
,300.732625,
,300.77115,
,300.883075,
,300.9235,
,301.0558,
,301.11955,
,301.166125,
,301.177825,
,301.331525,
,301.36575,
,301.48245,
,301.5479,
,301.666875,
,301.729525,
,301.894925,
,301.9387,
,301.979675,
,302.020175,
,302.053025,
,302.1851,
,302.231425,
,302.266275,
,302.392125,
,302.4875,
,302.5012,
,302.509275,
,302.527025,
,302.5513,
,302.59905,
,302.6203,
,302.636025,
,302.64925,
,302.675125,
,302.703425,
,302.72525,
,302.746575,
,302.796675,
,302.813825,
,302.837375,
,302.85565,
,302.8755,
,302.900975,
,302.9329,
,302.99095,
,303.01895,
,303.0497,
,303.06145,
,303.0875,
,303.098775,
,303.123125,
,303.144225,
,303.17085,
,303.198575,
,303.2438,
,303.28295,
,303.35545,
,303.395975,
,303.429125,
,303.4527,
,303.49215,
,303.509325,
,303.575175,
,303.598875,
,303.6926,
,303.7133,
,303.8162,
,303.8797,
,303.9036,
,303.980325,
,304.109125,
,304.160825,
,304.207075,
,304.234075,
,304.260075,
,304.280475,
,304.313975,
,304.34845,
,304.4368,
,304.48205,
,304.516175,
,304.546,
,304.5958,
,304.627825,
,304.663875,
,304.71355,
,304.75435,
,304.8425,
,304.885675,
,304.904725,
,304.920375,
,304.99855,
,305.04335,
,305.078925,
,305.109375,
,305.24155,
,305.278375,
,305.36215,
,305.401675,
,305.463025,
,305.5057,
,305.5722,
,305.624725,
,305.632675,
,305.713075,
,305.750725,
,305.789225,
,305.838475,
,305.8597,
,305.888,
,306.0014,
,306.07365,
,306.1195,
,306.161975,
,306.200125,
,306.2311,
,306.26175,
,306.2879,
,306.323225,
,306.4461,
,306.524225,
,306.578925,
,306.653675,
,306.712925,
,306.77205,
,306.796525,
,306.839825,
,306.86115,
,306.8973,
,306.9687,
,306.9927,
,307.018475,
,307.097225,
,307.1867,
,307.2976,
,307.348975,
,307.40305,
,307.4826,
,307.5387,
,307.546425,
,307.6872,
,307.715675,
,307.768975,
,307.81045,
,307.847925,
,307.883425,
,307.909725,
,307.9432,
,308.077825,
,308.134675,
,308.18815,
,308.2167,
,308.321675,
,308.415325,
,308.476925,
,308.5125,
,308.542475,
,308.71285,
,308.75315,
,308.881925,
,308.928625,
,308.9597,
,309.011475,
,309.0783,
,309.106125,
,309.156375,
,309.188225,
,309.22765,
,309.2564,
,309.29905,
,309.33725,
,309.41675,
,309.508325,
,309.530725,
,309.546425,
,309.58125,
,309.6196,
,309.641875,
,309.665225,
,309.68225,
,309.688825,
,309.746425,
,309.75905,
,309.781775,
,309.880375,
,309.898325,
,309.91075,
,309.928175,
,310.01525,
,310.08035,
,310.10785,
,310.125325,
,310.15095,
,310.1891,
,310.203775,
,310.23395,
,310.26785,
,310.31125,
,310.354,
,310.420875,
,310.46225,
,310.48565,
,310.540325,
,310.5858,
,310.643975,
,310.670525,
,310.7001,
,310.719,
,310.782675,
,310.9249,
,310.989775,
,311.0102,
,311.0508,
,311.092975,
,311.1164,
,311.149775,
,311.20485,
,311.2811,
,311.342275,
,311.360475,
,311.388,
,311.4197,
,311.433625,
,311.472275,
,311.510175,
,311.64015,
,311.6685,
,311.6863,
,311.69495,
,311.79825,
,311.814025,
,311.908225,
,311.973575,
,311.997525,
,312.046125,
,312.082075,
,312.123,
,312.14545,
,312.204475,
,312.224925,
,312.24735,
,312.3048,
,312.361725,
,312.364175,
,312.43345,
,312.49155,
,312.519625,
,312.54275,
,312.5922,
,312.6112,
,312.756075,
,312.780875,
,312.8185,
,312.85245,
,312.88705,
,312.907575,
,312.992925,
,313.017875,
,313.04365,
,313.083125,
,313.167725,
,313.2341,
,313.2829,
,313.3331,
,313.40015,
,313.449775,
,313.486025,
,313.519425,
,313.53845,
,313.551325,
,313.598475,
,313.643875,
,313.68915,
,313.71285,
,313.734825,
,313.8151,
,313.839775,
,313.861425,
,313.88925,
,313.9119,
,313.920425,
,313.9727,
,313.99745,
,314.0199,
,314.082225,
,314.102175,
,314.12095,
,314.138725,
,314.14745,
,314.17255,
,314.209625,
,314.244875,
,314.257875,
,314.2884,
,314.315675,
,314.34155,
,314.386375,
,314.406025,
,314.414675,
,314.43015,
,314.461425,
,314.50965,
,314.530125,
,314.54445,
,314.561925,
,314.595175,
,314.6676,
,314.715675,
,314.759775,
,314.798025,
,314.827825,
,314.8773,
,314.90345,
,315.0335,
,315.1191,
,315.227825,
,315.2657,
,315.2917,
,315.365075,
,315.3902,
,315.428725,
,315.4431,
,315.484875,
,315.509325,
,315.54265,
,315.570475,
,315.589425,
,315.70175,
,315.831,
,315.8592,
,315.8976,
,315.917325,
,315.93045,
,315.96825,
,315.997075,
,316.010525,
,316.048675,
,316.06735,
,316.093225,
,316.1083,
,316.15115,
,316.179575,
,316.19965,
,316.2206,
,316.2358,
,316.26345,
,316.275475,
,316.31245,
,316.3705,
,316.457625,
,316.466125,
,316.4839,
,316.54345,
,316.6164,
,316.653275,
,316.670925,
,316.6941,
,316.72305,
,316.762525,
,316.8064,
,316.868975,
,316.89405,
,316.906175,
,316.957375,
,317.02465,
,317.0689,
,317.174975,
,317.210025,
,317.24,
,317.27855,
,317.30905,
,317.343575,
,317.379225,
,317.40915,
,317.4681,
,317.50575,
,317.522675,
,317.540725,
,317.571675,
,317.636225,
,317.702525,
,317.718525,
,317.755475,
,317.77655,
,317.845275,
,317.850225,
,317.900675,
,317.931275,
,317.954075,
,317.965525,
,318.03075,
,318.10515,
,318.1598,
,318.2476,
,318.26245,
,318.283175,
,318.3484,
,318.404275,
,318.495725,
,318.547225,
,318.553875,
,318.756125,
,318.8061,
,318.829175,
,318.88535,
,318.936575,
,319.01255,
,319.045575,
,319.0866,
,319.115775,
,319.355175,
,319.3835,
,319.4418,
,319.471025,
,319.4917,
,319.53355,
,319.552475,
,319.5868,
,319.7056,
,319.762125,
,319.7929,
,319.80985,
,319.909725,
,319.934525,
,320.006675,
,320.046625,
,320.259825,
,320.315225,
,320.3882,
,320.41865,
,320.432775,
,320.50675,
,320.515975,
,320.576825,
,320.69795,
,320.755525,
,320.8236,
,320.883775,
,320.900675,
,320.947375,
,321.015975,
,321.0396,
,321.06465,
,321.094625,
,321.119625,
,321.411625,
,321.438925,
,321.476625,
,321.497275,
,321.511425,
,321.52165,
,321.5534,
,321.5725,
,321.74455,
,321.8244,
,321.858675,
,321.878475,
,321.9025,
,321.96335,
,322.021625,
,322.09285,
,322.128575,
,322.1744,
,322.26135,
,322.3786,
,322.444675,
,322.557475,
,322.605125,
,322.726275,
,322.77525,
,322.806725,
,322.84625,
,322.94495,
,323.14725,
,323.1987,
,323.24515,
,323.2801,
,323.325175,
,323.419825,
,323.46465,
,323.61575,
,323.651725,
,323.747075,
,323.76705,
,323.79405,
,323.8604,
,323.892425,
,323.933575,
,323.9639,
,323.984275,
,324.107625,
,324.15845,
,324.281275,
,324.361825,
,324.4579,
,324.567575,
,324.604375,
,324.6619,
,324.69265,
,324.7273,
,324.760375,
,324.7735,
,324.799975,
,324.83745,
,324.8559,
,324.8835,
,324.90275,
,324.923625,
,324.945425,
,325.01465,
,325.07565,
,325.11855,
,325.14715,
,325.1961,
,325.21225,
,325.235275,
,325.31055,
,325.33635,
,325.353425,
,325.37955,
,325.421275,
,325.5024,
,325.5562,
,325.6442,
,325.698,
,325.746825,
,325.770275,
,325.77485,
,325.788675,
,325.8042,
,325.92835,
,325.9555,
,325.979325,
,325.99495,
,326.063175,
,326.1135,
,326.152725,
,326.196175,
,326.301175,
,326.3439,
,326.365175,
,326.39115,
,326.429125,
,326.502,
,326.5315,
,326.566875,
,326.618225,
,326.717575,
,326.720575,
,326.7324,
,326.873975,
,326.9056,
,326.927375,
,326.9431,
,327.0301,
,327.081875,
,327.116525,
,327.14485,
,327.176175,
,327.25025,
,327.281075,
,327.334925,
,327.350625,
,327.4051,
,327.42895,
,327.447875,
,327.496375,
,327.51565,
,327.58575,
,327.661075,
,327.74595,
,327.763425,
,327.8316,
,327.866075,
,327.904125,
,327.9345,
,327.95645,
,328.09165,
,328.119825,
,328.1556,
,328.207875,
,328.29675,
,328.376275,
,328.42295,
,328.471525,
,328.5386,
,328.56325,
,328.60195,
,328.631475,
,328.6618,
,328.69515,
,328.715625,
,328.776525,
,328.826875,
,328.88215,
,328.9442,
,328.986225,
,329.0428,
,329.287825,
,329.314825,
,329.3447,
,329.3644,
,329.5067,
,329.58625,
,329.618825,
,329.66615,
,329.68335,
,329.710675,
,329.726375,
,329.73585,
,329.758,
,329.8455,
,329.918475,
,329.963025,
,329.989975,
,330.008075,
,330.192175,
,330.35125,
,330.450475,
,330.503825,
,330.56535,
,330.599775,
,330.6337,
,330.720875,
,330.73755,
,330.84755,
,330.864275,
,330.952575,
,331.05845,
,331.107975,
,331.15825,
,331.22235,
,331.292975,
,331.315525,
,331.351825,
,331.43945,
,331.462525,
,331.544225,
,331.640425,
,331.689625,
,331.71645,
,331.77065,
,331.795325,
,331.885825,
,331.90085,
,331.9331,
,332.044175,
,332.1112,
,332.128325,
,332.154775,
,332.2229,
,332.336575,
,332.3542,
,332.391675,
