SPK_SPKC02a (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (inhibited)
274.77315,84.822175,
274.775025,84.867875,
274.8202,84.93035,
274.95705,84.9722,
275.141475,85.015275,
275.169825,85.050475,
275.19435,85.072025,
275.2298,85.116525,
275.4413,85.156625,
275.902875,85.174175,
276.48285,85.242975,
276.54525,85.28765,
276.55905,85.409675,
277.150925,85.496675,
277.393725,85.534575,
277.44455,85.557525,
277.61555,85.665825,
277.740125,85.6974,
277.7449,85.705975,
277.814925,85.70675,
277.88735,85.709225,
277.932925,85.721125,
277.95145,85.742575,
277.973075,85.75965,
278.15295,85.762775,
278.1856,85.78505,
278.315375,85.7969,
278.363925,85.806775,
278.4169,85.81255,
278.4237,85.838225,
278.86695,85.8484,
278.96645,85.853575,
279.11595,85.865525,
279.153475,85.88285,
279.299675,85.894625,
279.528875,85.958275,
279.691675,85.971175,
279.77535,85.98605,
280.156875,86.024525,
280.620575,86.041925,
280.690825,86.05905,
281.02035,86.06995,
281.140925,86.098575,
281.6592,86.103425,
282.2257,86.11985,
282.64975,86.140575,
282.933225,86.173525,
283.591425,86.18825,
283.640225,86.198275,
283.904475,86.227175,
283.9955,86.2633,
284.083725,86.286825,
284.35565,86.314825,
284.5819,86.33915,
284.720325,86.3553,
284.8803,86.418625,
284.9356,86.504825,
284.950625,86.556975,
285.295625,86.591125,
285.72185,86.604525,
286.0213,86.625325,
286.587325,86.637825,
286.59015,86.6584,
286.83355,86.678425,
286.8755,86.694175,
286.989525,86.716525,
287.184825,86.7256,
287.3273,86.7529,
287.45425,86.7865,
287.577125,86.8101,
287.667525,86.836475,
287.72875,86.857625,
287.814375,86.89665,
287.889575,86.918325,
288.19235,86.9565,
288.253625,86.97105,
288.3133,86.994975,
288.315925,87.0243,
288.4257,87.043275,
288.702225,87.070025,
288.789925,87.085475,
288.83955,87.127675,
288.8485,87.1451,
289.146975,87.16555,
289.233625,87.17555,
289.420675,87.19325,
289.50945,87.20605,
289.665,87.21935,
289.788575,87.25075,
289.8501,87.25955,
290.07445,87.27065,
290.093275,87.283925,
290.112875,87.292325,
290.577375,87.30485,
290.583325,87.34605,
290.736,87.359175,
290.79785,87.381075,
290.848175,87.40715,
290.99355,87.439775,
291.014,87.4677,
291.13225,87.482775,
291.474025,87.60825,
291.58035,87.636875,
291.6844,87.69105,
291.7342,87.719775,
291.742825,87.743075,
291.985425,87.76335,
292.2849,87.781025,
292.33895,87.8084,
292.3582,87.82895,
293.098425,87.862675,
293.22135,87.884,
293.331325,87.90025,
293.67345,87.932975,
293.831625,87.950325,
293.910525,87.986175,
294.0359,88.015175,
294.242325,88.026475,
294.29165,88.03925,
294.3889,88.097575,
294.47985,88.13855,
294.690975,88.1814,
294.98455,88.197425,
295.0776,88.20965,
295.26535,88.243525,
295.721075,88.2678,
295.86525,88.2815,
296.0861,88.29995,
297.0561,88.3189,
297.430875,88.34575,
297.794175,88.3679,
297.8222,88.39075,
298.197275,88.453575,
298.2067,88.479075,
298.349225,88.497175,
298.569925,88.5376,
298.584625,88.5611,
298.796525,88.6136,
298.8279,88.658725,
298.9674,88.753775,
299.203775,88.7808,
299.2109,88.8154,
299.447225,88.8625,
299.50425,88.903175,
300.020275,88.93405,
300.191825,88.9862,
300.224525,89.020275,
300.3004,89.06025,
300.4495,89.088575,
300.598475,89.15065,
300.6051,89.20235,
300.668025,89.2561,
300.71405,89.317225,
300.835275,89.34845,
300.8972,89.36025,
300.9349,89.387125,
301.53175,89.4247,
301.554725,89.48735,
301.738175,89.501275,
301.7527,89.53925,
301.807275,89.555875,
301.877575,89.596575,
302.023225,89.624525,
302.163775,89.64505,
302.206325,89.669225,
302.3006,89.749225,
302.3074,89.773425,
302.3306,89.7968,
302.446475,89.82985,
302.461925,89.858325,
302.494325,89.8797,
302.6656,89.904025,
302.671325,89.96545,
302.6802,89.9765,
302.926675,89.99955,
302.957975,90.05855,
303.043025,90.090525,
303.201725,90.1231,
303.258725,90.160225,
303.27005,90.230725,
303.289225,90.26685,
303.36875,90.29775,
303.4049,90.339125,
303.51555,90.369425,
303.52935,90.429025,
303.626925,90.469825,
303.62815,90.503175,
303.653475,90.546425,
303.974425,90.57965,
304.020675,90.630025,
304.022925,90.76375,
304.328625,90.8166,
304.356625,90.87985,
304.4827,90.989525,
304.486125,91.035675,
304.542125,91.106875,
304.563275,91.15245,
304.9,91.178225,
304.96495,91.2104,
304.99075,91.23805,
304.99865,91.25965,
305.11835,91.277925,
305.1485,91.305775,
305.157225,91.3546,
305.18175,91.381625,
305.253325,91.4167,
305.372825,91.439725,
305.375375,91.47185,
305.392175,91.496325,
305.485575,91.527075,
305.59985,91.5556,
305.6936,91.558625,
305.937875,91.564325,
305.973375,91.6142,
306.033175,91.65925,
306.0532,91.67785,
306.24675,91.69555,
306.358825,91.74875,
306.500425,91.766825,
306.544125,91.774875,
306.558575,91.797,
307.109575,91.815675,
307.2366,91.8242,
307.3938,91.83765,
307.528625,91.86745,
307.864975,91.88655,
308.03465,91.9167,
308.2643,91.933975,
308.279425,91.967925,
308.330375,91.98855,
308.40055,92.007025,
308.649,92.0147,
308.7617,92.0381,
308.787975,92.05635,
309.037575,92.076025,
309.062275,92.09555,
309.2747,92.134075,
309.4996,92.166075,
309.505525,92.1875,
309.5363,92.22815,
309.5583,92.26565,
309.61365,92.28825,
309.6594,92.30945,
309.67455,92.3316,
309.9109,92.3851,
309.984625,92.410775,
310.013575,92.47835,
310.0543,92.518,
310.06465,92.55195,
310.0883,92.586325,
310.103925,92.6229,
310.1238,92.661375,
310.18575,92.753075,
310.299525,92.8568,
310.660325,92.8722,
310.688325,92.892675,
310.690075,92.943475,
310.69215,92.9559,
310.811975,92.983425,
310.91055,93.0386,
310.935425,93.073775,
310.989675,93.09945,
311.014225,93.12425,
311.103875,93.1387,
311.26275,93.145425,
311.27015,93.194475,
312.00255,93.209475,
312.099375,93.24375,
312.1839,93.2705,
312.32795,93.30305,
312.51675,93.329525,
312.542675,93.362575,
312.59725,93.397975,
312.973075,93.412925,
312.97915,93.44275,
313.101175,93.485525,
313.16795,93.5322,
313.195125,93.572425,
313.26985,93.608025,
313.610625,93.6362,
313.6478,93.670475,
313.70965,93.724425,
313.751225,93.75375,
313.75535,93.782725,
313.763075,93.83765,
313.821475,93.864175,
314.0324,93.894775,
314.10385,93.982175,
314.27655,94.068325,
314.422425,94.11395,
314.431775,94.133375,
314.452425,94.1623,
314.554225,94.18655,
314.632575,94.2234,
314.718825,94.2449,
314.7389,94.254375,
314.812925,94.280325,
314.879125,94.328575,
314.978075,94.36055,
315.0023,94.414475,
315.010925,94.42545,
315.14345,94.4487,
315.317525,94.4781,
315.34415,94.501925,
315.34855,94.526425,
315.373375,94.60175,
315.557275,94.630025,
315.587675,94.72535,
315.641025,94.790175,
315.6818,94.9068,
315.687725,94.920625,
315.709775,94.947875,
315.741575,94.98385,
315.7893,95.010175,
315.847225,95.068975,
316.044925,95.103675,
316.0478,95.14745,
316.1108,95.263125,
316.13155,95.321975,
316.141525,95.378625,
316.161575,95.40645,
316.19865,95.4629,
316.57495,95.535125,
316.583025,95.644375,
316.63505,95.692325,
316.706275,95.74425,
316.7901,95.78615,
316.7944,95.836675,
316.808225,95.854825,
316.850675,95.88295,
316.9277,95.950275,
317.042625,95.98655,
317.0818,96.139525,
317.155275,96.178075,
317.27405,96.196675,
317.305575,96.23075,
317.468975,96.26345,
317.8049,96.28235,
317.806375,96.298725,
317.841,96.34005,
317.90835,96.3809,
317.918475,96.456225,
317.9316,96.492275,
318.0575,96.5903,
318.179125,96.67255,
318.281,96.71465,
318.3278,96.76125,
318.3708,96.79115,
318.42905,96.84875,
318.539725,96.8687,
318.5804,96.94565,
318.784275,96.99035,
318.79695,97.004725,
318.837675,97.034675,
319.0571,97.056825,
319.268825,97.113575,
319.33455,97.147425,
319.336825,97.196625,
319.344075,97.267675,
319.378575,97.3147,
319.407625,97.343775,
319.781125,97.429975,
319.9104,97.518525,
319.9721,97.567875,
319.99585,97.682675,
320.128225,97.7107,
320.213275,97.81645,
320.26655,97.865325,
320.2989,98.023875,
320.318575,98.10345,
320.399575,98.131675,
320.419525,98.16485,
320.422325,98.1919,
320.45085,98.222825,
320.626225,98.2394,
320.67415,98.26825,
320.731,98.309025,
320.771125,98.368075,
320.77305,98.411825,
321.112475,98.468175,
321.206975,98.559075,
321.478075,98.677975,
321.88465,98.82795,
321.9349,98.8567,
322.155675,98.87115,
322.5309,98.87285,
322.584425,98.88985,
322.934875,98.8968,
323.189825,98.928675,
323.26945,98.962275,
323.45915,99.046425,
323.489075,99.100575,
323.74225,99.132475,
323.780125,99.1675,
323.83435,99.1901,
323.888475,99.2252,
323.939225,99.269775,
323.9497,99.3068,
324.28295,99.345525,
324.3305,99.4018,
324.4224,99.42805,
324.609175,99.45365,
324.66875,99.48745,
324.7174,99.5359,
324.7378,99.568625,
324.741975,99.605575,
324.752675,99.6723,
324.83965,99.7799,
325.144825,99.83185,
325.445675,99.85875,
325.653675,99.89205,
325.664225,99.973025,
325.757775,99.996175,
325.78335,100.030025,
325.907625,100.051425,
325.932225,100.084075,
325.95565,100.131525,
326.133275,100.24255,
326.183725,100.302275,
326.390525,100.33895,
326.6135,100.356825,
326.8396,100.442525,
326.92875,100.53665,
326.940875,100.5639,
326.97285,100.666125,
327.036775,100.72175,
327.1072,100.748025,
327.272975,100.826125,
327.3168,100.91145,
327.3508,101.005625,
327.430075,101.098525,
327.5067,101.1573,
327.558475,101.195125,
327.678125,101.2305,
327.688625,101.257975,
327.732325,101.314075,
327.762125,101.411475,
327.808525,101.453475,
327.83805,101.501975,
327.96435,101.582025,
328.0253,101.623775,
328.09535,101.72785,
328.0993,101.795775,
328.241975,101.865475,
328.30635,101.896725,
328.357975,101.93125,
328.4748,101.970825,
328.52655,101.9895,
328.66765,102.0097,
328.674425,102.086775,
328.763425,102.136675,
328.850675,102.19945,
329.032275,102.301275,
329.042725,102.3969,
329.088275,102.522425,
329.108,102.67855,
329.271175,102.735925,
329.324975,102.77375,
329.340175,102.8171,
329.359325,102.9488,
329.393775,103.0069,
329.573175,103.035275,
329.6636,103.050725,
330.21635,103.0748,
330.22865,103.146825,
330.297625,103.16355,
330.68745,103.231625,
330.729675,103.24715,
330.75185,103.335875,
330.7571,103.40275,
330.7624,103.44105,
330.864575,103.470475,
330.987025,103.55665,
331.0096,103.5856,
331.01755,103.614025,
331.180175,103.672475,
331.19655,103.680175,
331.2165,103.697,
331.35445,103.72505,
331.451225,103.751025,
331.4737,103.773925,
331.487225,103.79785,
331.69565,103.8058,
331.7324,103.836675,
331.78095,103.868675,
331.806975,103.888875,
332.075,103.941525,
332.276825,103.9588,
332.498775,103.97555,
332.62525,103.98765,
332.7281,103.9985,
332.93325,104.018475,
333.007475,104.027975,
333.0827,104.0626,
333.1224,104.1079,
333.1303,104.1235,
333.251025,104.1659,
333.342675,104.1765,
333.370125,104.193825,
333.5006,104.275225,
333.520375,104.288225,
333.579475,104.3049,
333.6351,104.31875,
333.636125,104.32805,
333.953,104.34395,
334.0191,104.363475,
334.1654,104.384775,
334.35605,104.415775,
334.38885,104.43115,
334.417675,104.457825,
334.437875,104.471475,
334.7295,104.488675,
334.899075,104.52355,
335.042525,104.54335,
335.062675,104.583025,
335.1107,104.64635,
335.161525,104.696075,
335.20485,104.737,
335.2599,104.761525,
335.297,104.790625,
335.38855,104.8121,
335.4065,104.8415,
335.422125,104.872975,
335.727025,104.910625,
335.757125,104.943475,
335.79415,104.97965,
335.8422,105.018425,
336.061475,105.06275,
336.26345,105.124875,
336.288075,105.150475,
336.32205,105.2006,
336.5269,105.231525,
336.5946,105.26995,
336.80745,105.315675,
336.831325,105.328125,
336.837825,105.3766,
336.870775,105.43635,
337.04105,105.52515,
337.159575,105.52745,
337.23575,105.584075,
337.337275,105.596975,
337.352425,105.623675,
337.601625,105.63365,
337.881625,105.6521,
337.8889,105.685025,
337.91525,105.716525,
337.940875,105.754,
337.988125,105.77675,
338.014725,105.7897,
338.033275,105.826475,
338.060425,105.8558,
338.19565,105.866425,
338.222025,105.906125,
338.229675,105.925525,
338.2486,105.959575,
338.264875,105.9995,
338.269275,106.02165,
338.46025,106.0298,
338.5861,106.0385,
338.628775,106.05635,
338.63535,106.086375,
338.684725,106.123675,
338.690525,106.163725,
338.74875,106.222575,
338.805825,106.2471,
338.84995,106.262775,
339.04725,106.300975,
339.114275,106.35625,
339.215675,106.41325,
339.290175,106.4709,
339.305525,106.5515,
339.3729,106.571075,
339.39545,106.60355,
339.432825,106.618525,
339.46325,106.653525,
339.50645,106.670525,
339.526275,106.745325,
339.562425,106.787025,
339.5807,106.8019,
339.69175,106.83675,
339.8063,106.847725,
339.83485,106.879125,
339.868125,106.899525,
339.89515,106.902275,
339.932875,106.945475,
339.945625,106.96785,
339.9542,107.0004,
340.01165,107.024475,
340.0404,107.04275,
340.0422,107.081125,
340.086425,107.102275,
340.157025,107.1382,
340.191375,107.2038,
340.312825,107.235275,
340.377225,107.271025,
340.394875,107.33545,
340.549325,107.353575,
340.901025,107.359,
340.96965,107.4089,
340.99055,107.453675,
341.085275,107.469225,
341.3333,107.485275,
341.3426,107.532825,
341.379975,107.684525,
341.44605,107.7538,
341.45725,107.7858,
341.4654,107.80005,
341.62535,107.8458,
341.9378,107.8548,
341.945575,107.87935,
341.999975,107.92985,
342.550125,107.9622,
342.96155,107.993675,
343.1495,108.03585,
343.157775,108.04785,
343.2189,108.08895,
343.320575,108.13295,
343.36235,108.1592,
343.378775,108.192025,
343.4045,108.25005,
343.43855,108.3755,
343.87395,108.423675,
343.9123,108.44745,
344.054325,108.46145,
344.259475,108.47225,
344.311825,108.48195,
344.33855,108.52305,
344.349875,108.549175,
344.38785,108.566225,
344.57785,108.58055,
344.681675,108.606225,
344.7446,108.625125,
344.76775,108.66195,
344.8451,108.689875,
344.968975,108.760375,
345.16565,108.798,
345.202125,108.863325,
345.203575,108.96475,
345.234175,109.022775,
345.299325,109.039325,
345.362725,109.088275,
345.36465,109.15835,
345.4894,109.1982,
345.4963,109.359375,
345.50735,109.399775,
345.512275,109.427775,
345.9327,109.541675,
346.0453,109.582325,
346.134525,109.6097,
346.370325,109.6386,
346.409575,109.66195,
346.430875,109.698075,
346.4396,109.735425,
346.501825,109.769075,
346.593575,109.826475,
346.598625,110.01275,
346.7064,110.09705,
346.9203,110.1475,
346.9463,110.195225,
347.09625,110.226625,
347.171975,110.25305,
347.24785,110.370475,
347.27645,110.42855,
347.302975,110.4486,
347.3061,110.49535,
347.3221,110.5773,
347.513075,110.669075,
347.5327,110.7302,
347.57185,110.81705,
347.576625,110.854075,
347.671225,110.967425,
347.679125,111.018,
347.749875,111.0474,
347.78025,111.07765,
347.7891,111.1131,
347.8669,111.176075,
348.109925,111.244025,
348.158775,111.2626,
348.24205,111.310875,
348.3528,111.36785,
348.36755,111.436825,
348.38905,111.48715,
348.422075,111.4979,
348.486775,111.57115,
348.5153,111.633475,
348.54845,111.6568,
348.6195,111.680075,
348.7574,111.705275,
348.844575,111.72845,
348.8749,111.755875,
348.958225,111.7749,
349.038825,111.815825,
349.048875,111.83475,
349.088175,111.8563,
349.175125,111.8881,
349.229625,111.914425,
349.320575,112.0179,
349.373475,112.11795,
349.420325,112.154325,
349.470875,112.203,
349.528275,112.2268,
349.656725,112.263675,
349.677275,112.3,
349.77945,112.32355,
350.011175,112.370925,
350.254875,112.408075,
350.850475,112.460675,
350.999525,112.554475,
351.1924,112.60795,
351.40315,112.6298,
351.52095,112.707475,
351.737975,112.727225,
351.7991,112.74715,
351.9326,112.790775,
352.011875,112.82945,
352.09655,112.8526,
352.13805,112.887125,
352.2386,112.9207,
352.4002,112.989925,
352.496875,113.0678,
352.56105,113.129,
352.62685,113.177525,
352.661225,113.211725,
352.6869,113.234,
352.765425,113.283225,
352.768025,113.323825,
352.871475,113.359775,
352.883025,113.3986,
353.02795,113.418,
353.036425,113.46005,
353.084175,113.49835,
353.12395,113.53695,
353.134575,113.5794,
353.217675,113.630875,
353.2292,113.671525,
353.300925,113.694025,
353.3381,113.783625,
353.363925,113.9046,
353.787525,113.92595,
353.809925,113.95775,
353.841825,114.00605,
353.894475,114.0248,
353.9643,114.139325,
354.02385,114.1823,
354.068775,114.247425,
354.180275,114.2912,
354.199675,114.3272,
354.222225,114.38885,
354.27315,114.456775,
354.31335,114.530075,
354.3765,114.56335,
354.439275,114.590875,
354.464125,114.676975,
354.5536,114.72835,
354.591025,114.792125,
354.684825,114.8291,
354.699575,114.88035,
354.705625,114.903475,
354.7765,114.99495,
354.884625,115.13675,
354.94695,115.1483,
355.058025,115.198925,
355.313375,115.2573,
355.36665,115.27715,
355.369925,115.29695,
355.4186,115.337975,
355.4491,115.364975,
355.571275,115.4365,
355.582075,115.4701,
355.676625,115.501375,
355.854725,115.5358,
355.97105,115.5623,
356.04345,115.600225,
356.343225,115.634675,
356.37975,115.70485,
356.390075,115.73985,
356.399825,115.754875,
356.4475,115.849725,
356.524,115.88095,
356.56275,115.9716,
356.592,116.083325,
356.635825,116.121,
356.7237,116.187025,
356.86315,116.214175,
356.945875,116.231025,
356.98855,116.304575,
357.2662,116.3631,
357.329425,116.41235,
357.3432,116.58315,
357.35525,116.62175,
357.438525,116.6543,
357.44865,116.683175,
357.45305,116.7238,
357.52015,116.784175,
357.530775,116.80445,
357.610425,116.855325,
357.6242,116.934575,
357.6494,116.9851,
357.65305,117.0261,
357.666675,117.060675,
357.68875,117.119575,
357.726875,117.17715,
357.7486,117.2079,
357.750975,117.236,
357.76005,117.291175,
357.8018,117.32445,
357.849375,117.348525,
357.866275,117.399125,
357.932975,117.472225,
357.9995,117.538275,
358.030375,117.610575,
358.051975,117.689725,
358.222925,117.715575,
358.3084,117.776825,
358.395325,117.80715,
358.50155,117.866975,
358.518575,117.8977,
358.54685,118.008925,
358.752675,118.037925,
358.760675,118.093525,
358.820125,118.126575,
358.970625,118.393125,
359.1274,118.48855,
359.293525,118.5358,
359.314225,118.570475,
359.32685,118.626825,
359.393775,118.6487,
359.43955,118.67955,
359.483525,118.702425,
359.4861,118.718475,
359.505775,118.754425,
359.579925,118.768325,
359.582825,118.788925,
359.585525,118.81635,
359.628425,118.8567,
359.7221,118.9031,
359.76355,118.962125,
359.788175,119.0267,
359.8275,119.1177,
,119.180025,
,119.2369,
,119.3027,
,119.317675,
,119.3474,
,119.415,
,119.43385,
,119.446125,
,119.49665,
,119.536275,
,119.551375,
,119.59215,
,119.598175,
,119.6291,
,119.65295,
,119.6649,
,119.704975,
,119.73625,
,119.75395,
,119.7787,
,119.7994,
,119.813975,
,119.838875,
,119.863675,
,119.88225,
,119.92345,
,119.949575,
,119.9563,
,119.988975,
,120.05965,
,120.087025,
,120.1254,
,120.19055,
,120.235275,
,120.278175,
,120.301725,
,120.34435,
,120.387475,
,120.415325,
,120.448425,
,120.49065,
,120.50675,
,120.583075,
,120.628475,
,120.6768,
,120.75295,
,120.80385,
,120.83345,
,120.855775,
,120.90235,
,120.937025,
,120.9552,
,120.999575,
,121.01865,
,121.02645,
,121.103975,
,121.11845,
,121.13515,
,121.216125,
,121.24765,
,121.26225,
,121.2751,
,121.3076,
,121.3222,
,121.34305,
,121.417375,
,121.465775,
,121.511575,
,121.544225,
,121.574,
,121.621125,
,121.650825,
,121.676375,
,121.696975,
,121.74675,
,121.803825,
,121.855975,
,121.87265,
,121.911675,
,121.9467,
,121.98105,
,122.012825,
,122.034425,
,122.061,
,122.09255,
,122.1045,
,122.132375,
,122.168,
,122.18675,
,122.216425,
,122.279625,
,122.3147,
,122.37055,
,122.417925,
,122.48425,
,122.522125,
,122.5993,
,122.630575,
,122.663025,
,122.71785,
,122.8274,
,122.859575,
,122.90065,
,122.9317,
,122.956025,
,122.98575,
,123.066625,
,123.091925,
,123.12285,
,123.141075,
,123.154625,
,123.176375,
,123.392325,
,123.471875,
,123.492025,
,123.5437,
,123.569075,
,123.57755,
,123.5891,
,123.696875,
,123.7304,
,123.788375,
,123.831725,
,123.859125,
,123.89185,
,123.9123,
,123.94325,
,123.974425,
,124.03015,
,124.098275,
,124.144275,
,124.203475,
,124.320075,
,124.43065,
,124.503075,
,124.609475,
,124.6512,
,124.6981,
,124.731825,
,124.7692,
,124.780925,
,124.80645,
,124.8276,
,124.8406,
,124.885425,
,124.949,
,124.985775,
,125.012625,
,125.03695,
,125.072775,
,125.109125,
,125.181325,
,125.238775,
,125.253775,
,125.278625,
,125.30015,
,125.392775,
,125.452225,
,125.51665,
,125.564375,
,125.657225,
,125.73415,
,125.810425,
,125.8319,
,125.8893,
,125.92585,
,125.964975,
,126.01665,
,126.0492,
,126.09445,
,126.133975,
,126.18675,
,126.254375,
,126.29225,
,126.3514,
,126.41215,
,126.472875,
,126.567275,
,126.624725,
,126.6463,
,126.6768,
,126.713375,
,126.737325,
,126.778575,
,126.7921,
,126.819775,
,126.9262,
,127.01385,
,127.08505,
,127.117575,
,127.142325,
,127.2751,
,127.306725,
,127.31105,
,127.317,
,127.327025,
,127.3445,
,127.3725,
,127.386225,
,127.43465,
,127.474125,
,127.482325,
,127.50475,
,127.529925,
,127.5544,
,127.56945,
,127.599775,
,127.609875,
,127.612475,
,127.621075,
,127.6304,
,127.647875,
,127.6588,
,127.687075,
,127.70425,
,127.72215,
,127.747425,
,127.766575,
,127.785775,
,127.8212,
,127.857525,
,127.874725,
,127.87625,
,127.9062,
,127.934525,
,127.942175,
,127.975525,
,128.00995,
,128.033475,
,128.06945,
,128.105075,
,128.129825,
,128.155725,
,128.180075,
,128.21525,
,128.23145,
,128.30955,
,128.31555,
,128.34565,
,128.3833,
,128.39935,
,128.45485,
,128.47655,
,128.5061,
,128.53565,
,128.572425,
,128.603075,
,128.6064,
,128.662975,
,128.676075,
,128.707375,
,128.747775,
,128.767625,
,128.788325,
,128.836275,
,128.8599,
,128.913225,
,128.97315,
,129.027475,
,129.11055,
,129.136525,
,129.184,
,129.2015,
,129.263275,
,129.2935,
,129.329025,
,129.348575,
,129.356275,
,129.37965,
,129.451925,
,129.472575,
,129.49295,
,129.65125,
,129.66755,
,129.729625,
,129.7549,
,129.78945,
,129.811175,
,129.8301,
,129.87165,
,129.90935,
,129.92745,
,129.957725,
,130.000425,
,130.02295,
,130.044925,
,130.0767,
,130.1262,
,130.14125,
,130.189125,
,130.211875,
,130.223025,
,130.24835,
,130.313125,
,130.3538,
,130.4912,
,130.50965,
,130.527375,
,130.53625,
,130.567675,
,130.649725,
,130.68575,
,130.717675,
,130.7436,
,130.7598,
,130.8058,
,130.8478,
,130.87375,
,130.88585,
,130.9064,
,130.931675,
,130.96165,
,130.97485,
,131.024475,
,131.0461,
,131.078525,
,131.0977,
,131.13775,
,131.16185,
,131.17595,
,131.2045,
,131.229875,
,131.278925,
,131.2965,
,131.305675,
,131.349875,
,131.373875,
,131.3988,
,131.417475,
,131.430225,
,131.44775,
,131.462375,
,131.5044,
,131.52565,
,131.614875,
,131.645075,
,131.691175,
,131.695325,
,131.73865,
,131.76505,
,131.77875,
,131.8153,
,131.8377,
,131.86815,
,131.887125,
,131.915225,
,131.997575,
,132.0818,
,132.126775,
,132.1875,
,132.22115,
,132.24695,
,132.28025,
,132.306775,
,132.3294,
,132.3573,
,132.40205,
,132.426125,
,132.502025,
,132.55055,
,132.55625,
,132.57345,
,132.602125,
,132.638825,
,132.68375,
,132.70805,
,132.75185,
,132.876975,
,132.9133,
,132.954125,
,133.01495,
,133.039875,
,133.0562,
,133.086175,
,133.108075,
,133.1337,
,133.158725,
,133.23645,
,133.326,
,133.3798,
,133.449375,
,133.48,
,133.50585,
,133.538925,
,133.555375,
,133.611925,
,133.631575,
,133.687025,
,133.714725,
,133.7577,
,133.897625,
,133.93185,
,133.961575,
,133.9748,
,134.027,
,134.049375,
,134.087575,
,134.110025,
,134.12665,
,134.175725,
,134.198475,
,134.2197,
,134.293125,
,134.336425,
,134.35835,
,134.391225,
,134.45085,
,134.47895,
,134.4979,
,134.562875,
,134.598825,
,134.6372,
,134.6736,
,134.710325,
,134.8578,
,134.87165,
,134.89425,
,134.9439,
,134.97905,
,134.997075,
,135.02605,
,135.0581,
,135.08425,
,135.1187,
,135.140075,
,135.1757,
,135.20605,
,135.224075,
,135.24255,
,135.289375,
,135.332175,
,135.358675,
,135.38245,
,135.4077,
,135.486725,
,135.549875,
,135.5715,
,135.6129,
,135.664575,
,135.6985,
,135.734425,
,135.8688,
,135.937775,
,136.099925,
,136.198975,
,136.23635,
,136.27195,
,136.3241,
,136.3409,
,136.417575,
,136.458875,
,136.4927,
,136.53685,
,136.54865,
,136.5847,
,136.644425,
,136.712625,
,136.8047,
,136.893675,
,136.951175,
,137.0656,
,137.101525,
,137.160475,
,137.1834,
,137.21645,
,137.248975,
,137.272925,
,137.2952,
,137.321125,
,137.38215,
,137.4174,
,137.469525,
,137.4945,
,137.558325,
,137.608025,
,137.696675,
,137.857325,
,137.894975,
,137.97015,
,137.995975,
,138.01715,
,138.067125,
,138.10165,
,138.142275,
,138.2759,
,138.422825,
,138.545275,
,138.5821,
,138.620625,
,138.704025,
,138.781625,
,138.822725,
,138.8605,
,138.88445,
,138.928075,
,138.942175,
,139.0295,
,139.083475,
,139.1218,
,139.191725,
,139.221,
,139.2228,
,139.304525,
,139.352225,
,139.39925,
,139.448725,
,139.4724,
,139.4791,
,139.491675,
,139.54825,
,139.56715,
,139.615975,
,139.642475,
,139.66625,
,139.7039,
,139.72415,
,139.770525,
,139.792325,
,139.8176,
,139.8437,
,139.859275,
,139.88255,
,139.904175,
,139.9526,
,139.973275,
,139.998725,
,140.02035,
,140.050425,
,140.077775,
,140.107375,
,140.1494,
,140.184425,
,140.234375,
,140.27715,
,140.303825,
,140.338225,
,140.383825,
,140.4207,
,140.4634,
,140.513225,
,140.563725,
,140.64685,
,140.6855,
,140.704425,
,140.7493,
,140.76165,
,140.804425,
,140.98655,
,141.049425,
,141.13965,
,141.168725,
,141.204975,
,141.26055,
,141.29,
,141.316,
,141.3561,
,141.421175,
,141.4738,
,141.495925,
,141.55055,
,141.599825,
,141.659425,
,141.6975,
,141.7187,
,141.7988,
,141.830125,
,141.846425,
,141.8778,
,141.90305,
,141.929275,
,141.97075,
,142.0075,
,142.033425,
,142.06255,
,142.094,
,142.116775,
,142.163925,
,142.18195,
,142.208825,
,142.2464,
,142.283925,
,142.31705,
,142.34155,
,142.3581,
,142.442575,
,142.502375,
,142.56445,
,142.5986,
,142.614175,
,142.6623,
,142.702,
,142.747825,
,142.81385,
,142.8421,
,142.9472,
,143.03775,
,143.124975,
,143.16865,
,143.221775,
,143.266375,
,143.33835,
,143.357275,
,143.385125,
,143.4172,
,143.48465,
,143.51165,
,143.5861,
,143.63135,
,143.73625,
,143.798025,
,143.83035,
,143.92925,
,144.02805,
,144.0737,
,144.140475,
,144.22075,
,144.31275,
,144.3709,
,144.417475,
,144.47595,
,144.5247,
,144.54945,
,144.58055,
,144.7086,
,144.7713,
,144.85255,
,145.0236,
,145.06295,
,145.0698,
,145.0765,
,145.12735,
,145.161325,
,145.180925,
,145.21035,
,145.255125,
,145.28585,
,145.3067,
,145.325575,
,145.36985,
,145.4187,
,145.454425,
,145.48285,
,145.514575,
,145.5383,
,145.562825,
,145.578875,
,145.58745,
,145.64795,
,145.708675,
,145.736225,
,145.76175,
,145.799725,
,145.91065,
,146.0246,
,146.0807,
,146.12035,
,146.178775,
,146.2273,
,146.298775,
,146.320225,
,146.339325,
,146.35035,
,146.39075,
,146.4272,
,146.472475,
,146.4977,
,146.556325,
,146.5938,
,146.6781,
,146.712025,
,146.818925,
,146.889925,
,146.987,
,147.04495,
,147.103675,
,147.13625,
,147.1726,
,147.240775,
,147.265025,
,147.3244,
,147.345425,
