SPK_SPKC01a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC15a
36.6167,41.0621,13.0117,50.30935,14.0551
36.631025,41.1155,13.029425,50.5073,14.064625
36.639525,41.165125,13.046325,50.5207,14.0745
36.6497,41.173375,13.06805,50.53925,14.10115
36.67305,41.26425,13.104725,50.578675,14.1421
36.683875,41.3063,13.132625,50.5911,14.146675
36.696575,41.384475,13.158125,50.60365,14.2073
36.71165,41.480475,13.17505,50.62115,14.242525
36.7131,41.525375,13.204275,50.64865,14.294575
36.7438,41.61775,13.25505,50.713,14.306825
36.754825,41.679925,13.282375,50.7726,14.311
36.7718,41.711025,13.30325,50.822875,14.325225
36.8284,41.7146,13.33015,50.83835,14.338225
36.871625,41.799875,13.34855,50.85315,14.34235
36.88815,41.82075,13.37,50.92225,14.356675
37.05185,41.86235,13.391675,50.94705,14.368525
37.06545,41.904,13.4036,50.99165,14.3824
37.0838,41.94585,13.4206,51.185425,14.3935
37.10545,42.018825,13.442175,51.1873,14.4166
37.1222,42.074075,13.463075,51.2022,14.449975
37.1336,42.1228,13.49225,51.216675,14.462625
37.14835,42.222075,13.5128,51.23205,14.49405
37.159875,42.2888,13.529575,51.2738,14.542975
37.1843,42.35585,13.542525,51.28955,14.553375
37.4125,42.407275,13.55365,51.549575,14.57515
37.444375,42.445775,13.564925,51.576825,14.6013
