SPK_SPKC06a (excited),SPK_SPKC06b (no effect),SPK_SPKC12a (NA)
23.7498,92.81055,14.926525
23.7582,92.8604,14.948375
23.764725,92.920675,14.967925
23.768525,93.126525,14.982375
23.79335,93.2886,15.0102
23.810775,93.377575,15.0363
23.84115,93.491125,15.0552
23.863275,93.877375,15.0701
23.894675,93.9709,15.08075
23.96995,94.0409,15.127825
23.98455,94.3284,15.15735
23.99925,94.390725,15.178925
24.004875,94.431975,15.19995
24.0098,94.4582,15.225475
24.02435,94.535325,15.246875
24.046525,94.583075,15.25805
24.058075,94.598375,15.26955
24.07055,94.684475,15.285125
24.090675,94.69715,15.3031
24.129325,94.741025,15.31575
24.1398,94.7987,15.326975
24.170025,94.960525,15.3556
24.175525,95.1701,15.368475
24.1931,95.2471,15.382025
24.1988,95.301375,15.407425
24.21625,95.357025,15.429675
24.2339,95.50815,15.442575
24.2527,95.5568,15.464225
24.262175,95.69035,15.47475
24.308,95.7415,15.483125
24.319925,95.803925,15.4905
24.35085,95.838325,15.508725
24.37715,95.915175,15.523775
24.4357,96.266675,15.5335
24.446525,96.41895,15.553225
24.455175,96.737475,15.5633
24.5149,96.7646,15.57035
24.52455,96.782325,15.587
24.5712,96.803725,15.5995
24.5822,96.930825,15.6241
24.591225,96.99675,15.6337
24.5992,97.0312,15.65195
24.60405,97.048225,15.6614
24.60945,97.209575,15.679
24.650025,97.4903,15.6964
24.6859,97.53895,15.71245
24.70315,97.697175,15.734275
24.731275,97.7705,15.751325
24.739925,97.882625,15.76905
24.757775,98.0624,15.78095
24.76625,98.128125,15.792175
24.809075,98.194375,15.804875
24.8182,98.247875,15.813475
24.842225,98.27855,15.82255
24.856925,98.294575,15.83565
24.863575,98.35965,15.843375
24.871975,98.424725,15.874675
24.87655,98.501775,15.8855
24.885825,98.759025,15.896425
24.897075,98.777375,15.916825
24.902625,98.919925,15.930275
24.919275,99.118375,15.941575
24.9785,99.38855,15.973675
25.01105,99.4118,15.982
25.0295,99.490675,16.0135
25.04985,99.5835,16.024425
25.0659,99.818975,16.03745
25.087775,99.860475,16.0642
25.1135,99.875175,16.084375
25.1216,99.888375,16.0959
25.1338,100.075925,16.105025
25.14845,100.1382,16.1093
25.17575,100.236875,16.114975
25.197225,100.2545,16.12665
25.208175,100.387575,16.1308
25.223125,100.804775,16.1376
25.246775,100.82435,16.1476
25.2612,100.86955,16.166375
25.268225,101.04655,16.1745
25.27675,101.070425,16.1856
25.331775,101.083525,16.1954
25.3438,101.204025,16.2131
25.351,101.2209,16.223525
25.393025,101.23225,16.242975
25.4229,101.246525,16.254425
25.435525,101.260175,16.267925
25.461025,101.33865,16.27875
25.49285,101.348775,16.2901
25.50185,101.4068,16.30185
25.601375,101.427125,16.31425
25.607525,101.601,16.3354
25.623625,101.6763,16.350275
25.632875,101.68565,16.362775
25.6454,101.77725,16.3726
25.6552,101.809275,16.383175
25.681625,102.165025,16.41175
25.715875,102.182425,16.425425
25.8117,102.235125,16.4528
25.8331,102.519525,16.458675
25.875925,102.55505,16.464575
25.8987,102.61425,16.473525
25.905175,102.684725,16.4951
25.91485,102.70575,16.600825
25.94465,102.77745,16.63735
25.9514,102.941,16.654425
25.96485,103.09935,16.6601
25.97585,103.306825,16.67795
25.985925,103.4847,16.700525
26.002375,103.57055,16.72075
26.03455,103.585,16.726375
26.0439,103.674075,16.73805
26.05705,103.789625,16.75175
26.065825,103.933275,16.765375
26.1003,103.9465,16.778725
26.1643,104.017325,16.789425
26.199525,104.05195,16.809075
26.226175,104.058225,16.82095
26.248725,104.0929,16.8347
26.32705,104.144275,16.84455
26.339925,104.1696,16.859075
26.362,104.421625,16.8671
26.403475,104.4558,16.87435
26.4349,104.478325,16.889025
26.456225,104.535625,16.8946
26.469275,104.548575,16.936475
26.51615,104.609825,16.942475
26.5526,104.658175,16.95385
26.5693,104.67565,16.974925
26.586875,104.758925,16.981475
26.60485,104.82675,16.9877
26.6376,104.84345,16.999075
26.6661,104.93295,17.011675
26.6854,105.049,17.0186
26.70175,105.06935,17.02535
26.7122,105.1695,17.03505
26.73,105.21505,17.041625
26.7348,105.49455,17.0472
26.744975,105.747625,17.053925
26.766475,106.08455,17.061075
26.8016,106.148675,17.084125
26.817425,106.5062,17.119725
26.82465,106.607525,17.154725
26.8295,106.8827,17.160625
26.854975,106.99705,17.173925
26.879075,107.03995,17.18235
26.894225,107.11285,17.197925
26.9264,107.18395,17.22635
26.967725,107.209125,17.2335
26.9732,107.297925,17.25025
26.986725,107.3141,17.25445
26.996,107.35795,17.26375
27.003125,107.52065,17.279625
27.031575,107.63455,17.3021
27.0533,107.649925,17.31335
27.06,107.692375,17.322975
27.09225,107.943475,17.33035
27.108375,108.05615,17.3483
27.120275,108.08475,17.357
27.1267,108.25745,17.37335
27.14445,108.313875,17.416575
27.18595,108.3165,17.430525
27.323325,108.381475,17.437075
27.34,108.410925,17.44995
27.391275,108.470125,17.457175
27.401575,108.76175,17.461975
27.409,108.8313,17.4728
27.422275,108.911625,17.477675
27.438825,108.969125,17.4834
27.453925,109.199575,17.510425
27.460325,109.428375,17.51625
27.47855,109.600275,17.523425
27.499275,109.624025,17.53985
27.5186,109.636875,17.5543
27.541075,109.7653,17.5635
27.557425,109.8913,17.5715
27.58785,109.8966,17.579675
27.593725,109.954275,17.588425
27.597325,110.17405,17.59595
27.635225,110.216025,17.603
27.64375,110.2738,17.618175
27.653625,110.3844,17.653625
27.683225,110.744,17.6675
27.747025,110.7824,17.67325
27.7637,110.90385,17.677725
27.7759,110.99515,17.68855
27.78005,111.2219,17.705375
27.789225,111.248825,17.712375
27.807575,111.3907,17.7136
27.816,111.403225,17.729925
27.83185,111.7401,17.744325
27.838875,111.820425,17.7514
27.90075,112.01615,17.764525
27.932275,112.128175,17.772475
27.971675,112.1453,17.776775
27.987425,112.279875,17.7849
28.02935,112.296525,17.7882
28.043475,112.3765,17.790825
28.080525,112.39705,17.80405
28.096325,112.53075,17.809675
28.124375,112.699675,17.8298
28.1389,112.75185,17.840475
28.150825,112.845125,17.864375
28.160925,112.88605,17.9166
28.17625,112.9145,17.94525
28.211925,113.0692,18.01655
28.2196,113.2643,18.0285
28.22905,113.307825,18.038875
28.238,113.449325,18.045275
28.248225,113.47885,18.086075
28.26245,113.512825,18.101575
28.274,113.567,18.108025
28.279175,113.658775,18.1145
28.300525,113.699075,18.1292
28.307225,113.70225,18.133925
28.315725,113.72705,18.135375
28.32045,113.8087,18.146225
28.325225,113.829725,18.15105
28.345525,114.151,18.157625
28.3655,114.21565,18.187275
28.373075,114.592475,18.189775
28.391225,114.87865,18.19285
28.401725,114.968675,18.1968
28.412475,115.09835,18.204825
28.426125,115.210575,18.22715
28.447825,115.281125,18.2382
28.482875,115.297275,18.2491
28.4996,115.38265,18.2542
28.529975,115.45265,18.2594
28.555275,115.471375,18.27035
28.642775,115.5256,18.275975
28.657125,115.549825,18.286275
28.69355,115.5974,18.2929
28.708775,115.665325,18.30165
28.723925,115.97795,18.32445
28.73325,116.046425,18.3306
28.874725,116.1009,18.344725
28.89555,116.24505,18.35225
28.914875,116.257275,18.377825
28.9306,116.280625,18.383325
28.986925,116.301175,18.4098
29.020025,116.4087,18.42585
29.04965,116.526275,18.457825
29.062125,116.575725,18.481375
29.080975,116.59455,18.490975
29.092825,116.7068,18.49885
29.144225,116.876,18.5007
29.2209,116.91415,18.536175
29.2453,116.929225,18.55765
29.277575,116.973375,18.564925
29.285075,117.21695,18.573025
29.3211,117.348525,18.579
29.3352,117.449475,18.584775
29.3669,117.477725,18.59105
29.376625,117.53675,18.599175
29.3948,117.550925,18.623925
29.40665,117.6105,18.651175
29.414075,117.64695,18.658125
29.43795,117.75595,18.67015
29.471625,117.871325,18.681875
29.504,118.205775,18.701375
29.5266,118.297075,18.7214
29.5583,118.376425,18.73345
29.56495,118.424275,18.7387
29.5721,118.4805,18.74395
29.64465,118.53475,18.7641
29.670075,118.6271,18.76985
29.679575,118.65745,18.775775
29.69175,118.76515,18.78115
29.71785,118.9409,18.873225
29.743125,118.97955,18.900225
29.783975,119.1976,18.909
29.81325,119.234975,18.943175
29.8203,119.339125,18.9815
29.8727,119.647225,18.991625
29.8781,119.668725,19.010475
29.9157,119.707525,19.0272
29.930625,119.75275,19.039
30.074325,119.760475,19.04975
30.088775,119.7666,19.072175
30.1247,119.7897,19.102875
30.132475,119.9279,19.192325
30.162125,120.016825,19.2318
30.20825,120.03545,19.246775
30.2307,120.231,19.2608
30.2435,120.2497,19.281675
30.28685,120.33495,19.284625
30.292525,120.4735,19.289425
30.3146,120.476575,19.298825
30.368525,120.538775,19.3293
30.410525,120.559875,19.335425
30.4173,120.5664,19.351425
30.425,120.5758,19.357525
30.44405,120.584125,19.3799
30.461525,120.60085,19.393425
30.5725,120.70095,19.405575
30.614375,120.712575,19.418575
30.648175,120.763175,19.429175
30.65635,120.79655,19.435925
30.663825,120.838275,19.44925
30.695475,121.01225,19.455475
30.74615,121.053375,19.479275
30.761575,121.099625,19.488625
30.7724,121.2575,19.5006
30.778775,121.380075,19.518925
30.8122,121.397225,19.527
30.96005,121.4797,19.562375
30.973275,121.823825,19.568025
31.008975,121.957125,19.612725
31.03635,121.96925,19.6159
31.057975,121.99965,19.6179
31.07535,122.001275,19.661725
31.090375,122.056975,19.66915
31.09615,122.215475,19.6717
31.16955,122.3568,19.68135
31.18725,122.486575,19.698375
31.2189,122.56145,19.75305
31.2341,122.5855,19.76055
31.249675,122.6571,19.775225
31.263225,122.701225,19.78265
31.28825,122.765825,19.79875
31.35125,122.766975,19.81425
31.3648,122.98335,19.82235
31.373075,123.04375,19.83735
31.388375,123.086275,19.85275
31.407175,123.180275,19.860475
31.419175,123.2711,19.8667
31.450925,123.341325,19.9003
31.461325,123.410325,19.906025
31.4775,123.593375,19.91405
31.49355,123.8639,19.9438
31.50915,123.9627,19.9663
31.527075,124.10095,19.9991
31.55885,124.167675,20.007175
31.57185,124.18795,20.02025
31.581775,124.2593,20.03445
31.61355,124.2834,20.039825
31.62195,124.312175,20.04575
31.685975,124.468,20.06035
31.7461,124.629025,20.0815
31.769575,124.630075,20.0903
31.7837,124.827975,20.1294
31.791225,124.88315,20.15785
31.799125,124.9283,20.1836
31.83865,125.0053,20.2069
31.84755,125.07845,20.245375
31.857425,125.153075,20.261625
31.9105,125.18695,20.26755
31.925225,125.2878,20.316825
31.940175,125.32705,20.324725
31.949725,125.570625,20.337025
31.962125,125.612075,20.359275
31.9896,125.8259,20.369225
32.0038,126.076025,20.381775
32.05075,126.1393,20.39735
32.06815,126.1692,20.415325
32.08335,126.32935,20.43135
32.096725,126.547675,20.438925
32.127925,126.554825,20.4458
32.13675,126.586525,20.47325
32.15505,126.6801,20.52005
32.191525,126.682675,20.545575
32.216475,126.8758,20.55655
32.23115,126.998275,20.5638
32.31125,127.32775,20.5822
32.322475,127.393825,20.6061
32.3636,127.780725,20.620025
32.37355,127.86505,20.625925
32.381575,127.88945,20.654975
32.39475,128.138525,20.673925
32.436925,128.20265,20.6914
32.46045,128.34045,20.710575
32.47735,128.35535,20.742525
32.493,128.411,20.835125
32.512875,128.608575,20.893875
32.53935,128.681425,20.903875
32.562,128.84535,20.942325
32.579,128.97085,20.972825
32.6158,129.02125,20.982275
32.672425,129.205875,20.9948
32.7042,129.561475,21.016475
32.729175,129.751775,21.025075
32.74945,129.84475,21.0573
32.76905,129.945725,21.072675
32.80275,130.004525,21.08215
32.852175,130.131275,21.10895
32.866875,130.263225,21.114625
32.898225,130.2886,21.13775
32.946975,130.377625,21.14385
32.9628,130.4116,21.1554
33.00235,130.549925,21.162175
33.01775,130.63705,21.2
33.056975,130.734725,21.209
33.096625,130.8332,21.224575
33.1088,130.913375,21.24425
33.189775,131.021175,21.266325
33.201075,131.057125,21.312225
33.21065,131.13565,21.3289
33.241925,131.151075,21.3922
33.306775,131.18845,21.41465
33.3441,131.25505,21.426425
33.350725,131.392775,21.43185
33.381,131.483125,21.433475
33.39095,131.612375,21.458575
33.411,131.67825,21.4799
33.4498,131.953475,21.5035
33.461025,132.340225,21.52935
33.472875,132.360525,21.552275
33.4883,132.4565,21.56545
33.50155,132.52385,21.626575
33.53605,132.602225,21.680825
33.557625,132.687375,21.699325
33.56895,132.730425,21.709425
33.58065,132.81485,21.7337
33.59335,132.83985,21.74945
33.6131,132.967075,21.766725
33.677925,132.9786,21.780525
33.696125,132.99865,21.79755
33.707225,133.1042,21.86095
33.743225,133.244625,21.8819
33.75995,133.347,21.8999
33.78055,133.4353,21.928475
33.814075,133.469325,21.9413
33.8262,133.680025,21.974175
33.84015,133.774225,21.98405
33.850275,133.815425,22.02375
33.860025,133.9822,22.0376
33.892625,134.06695,22.053175
33.91715,134.18555,22.0551
33.9265,134.220075,22.0705
33.99505,134.23255,22.083275
34.02085,134.237825,22.097525
34.035175,134.2792,22.143125
34.04945,134.350625,22.1534
34.083075,134.41995,22.15555
34.109575,134.595375,22.1967
34.123375,134.71995,22.203775
34.136925,134.79865,22.220325
34.144925,134.870625,22.226725
34.16165,135.0072,22.248075
34.1791,135.1312,22.261075
34.3042,135.242725,22.27065
34.330475,135.71925,22.2903
34.3474,135.88755,22.295125
34.36555,135.925325,22.306625
34.38395,135.953525,22.322375
34.39785,135.985425,22.3508
34.41475,136.024675,22.3837
34.4527,136.281,22.45975
34.471125,136.427475,22.4853
34.4962,136.7009,22.49405
34.514725,136.7216,22.527925
34.539275,136.7244,22.539125
34.561675,136.906725,22.548575
34.577375,136.95215,22.57555
34.60155,137.0264,22.582775
34.627575,137.091725,22.64925
34.64255,137.273325,22.65415
34.6569,137.321225,22.659925
34.673,137.40145,22.695875
34.745825,137.5072,22.70245
34.761525,137.5308,22.7207
34.779175,137.6209,22.731875
34.79235,137.9578,22.733475
34.81345,138.02655,22.746525
34.83215,138.066725,22.774025
34.860425,138.18465,22.808875
34.889625,138.205225,22.81625
34.920475,138.262875,22.85605
34.953975,138.28655,22.89125
34.9796,138.3363,22.9107
34.99705,138.482025,22.918625
35.0144,138.5215,23.009
35.0294,138.58695,23.03065
35.042275,138.80275,23.041775
35.088525,139.0161,23.050725
35.186825,139.0525,23.076225
35.199075,139.059225,23.08305
35.2183,139.086125,23.090025
35.2311,139.114625,23.100325
35.24665,139.1828,23.1125
35.290275,139.266825,23.127225
35.324025,139.326375,23.14755
35.33675,139.381775,23.174575
35.348875,139.45285,23.185675
35.3658,139.7446,23.203325
35.3877,139.74625,23.2296
35.42395,139.762475,23.260175
35.439075,139.99315,23.2816
35.4732,140.192575,23.2894
35.488575,140.339175,23.2971
35.5211,140.351725,23.312275
35.536975,140.428175,23.32215
35.5442,140.48325,23.3534
35.553775,140.583025,23.38115
35.57935,140.630125,23.38805
35.588025,140.7699,23.4133
35.5958,140.783225,23.419275
35.704375,141.0906,23.51515
35.7756,141.287525,23.547025
35.808475,141.332175,23.556825
35.843225,141.342925,23.578325
35.8605,141.379325,23.7057
35.888975,141.453375,23.722825
35.9271,141.46675,23.736025
35.948625,141.530425,23.76255
35.986975,141.59465,23.846925
36.024975,141.72555,23.86625
36.05895,141.858925,23.88465
36.086375,141.89825,23.921375
36.105,141.935425,23.935275
36.13965,141.95245,23.949425
36.206475,141.9682,23.963575
36.22655,142.0078,23.9732
36.26975,142.385425,23.98385
36.30425,142.70485,23.996075
36.34645,142.72305,24.0079
36.407075,142.8336,24.022475
36.456525,142.845525,24.06295
36.509275,142.935575,24.12515
36.539075,142.93705,24.138525
36.5608,142.975,24.151075
36.592875,142.989075,24.162725
36.63705,143.030825,24.172925
36.659175,143.178075,24.186025
36.715225,143.186475,24.1959
36.732625,143.251675,24.2097
36.7944,143.26705,24.222
36.819675,143.42305,24.25685
36.8448,143.522325,24.26925
36.880875,143.63535,24.29815
36.901025,143.6588,24.313325
36.9435,143.859775,24.322575
36.973075,143.88955,24.339475
37.002675,144.009475,24.38235
37.027075,144.1002,24.39395
37.0548,144.1648,24.404875
37.0926,144.24105,24.424025
37.1118,144.26775,24.43845
37.1444,144.403175,24.481975
37.20775,144.471075,24.49605
37.2244,144.53485,24.507125
37.242,144.56555,24.53055
37.25995,144.568675,24.54055
37.3007,144.588425,24.551
37.327925,144.597375,24.563575
37.3639,144.73335,24.575
37.38125,144.7488,24.58405
37.3942,144.947875,24.598375
37.40525,144.974825,24.6061
37.416225,145.004225,24.62025
37.4264,145.230725,24.63505
37.442925,145.596975,24.64745
37.478025,145.760025,24.680975
37.493875,145.837975,24.702
37.509175,146.17785,24.7329
37.52165,146.21725,24.746
37.530025,146.457625,24.776475
37.5448,146.59565,24.803875
37.55815,146.6666,24.8239
37.570475,146.7653,24.8412
37.579925,146.8069,24.8585
37.5858,146.8131,24.89285
37.6081,147.171525,24.925275
37.624475,147.3129,24.938075
37.6442,147.412075,24.9535
37.6826,147.43175,24.972225
37.690675,147.482175,24.983675
37.69885,147.536075,24.995175
37.72455,147.756025,25.014625
37.7626,147.8856,25.032425
37.776875,148.0575,25.0451
37.828825,148.23085,25.135775
37.84945,148.238875,25.146425
37.8663,148.767775,25.158525
37.8816,148.784775,25.169625
37.899,149.0351,25.187175
37.9183,149.37215,25.253275
37.926675,149.84655,25.264775
37.964675,150.2426,25.27825
38.0123,150.369275,25.31525
38.032525,150.6837,25.33485
38.06785,151.480675,25.35395
38.114,151.674,25.374075
38.138825,151.675825,25.399875
38.15655,151.95185,25.442175
38.1892,152.103125,25.4625
38.20645,152.4123,25.48575
38.220975,152.54685,25.508725
38.234275,152.839525,25.523425
38.254375,153.019875,25.55865
38.275075,153.04295,25.57555
38.29095,153.08965,25.6074
38.31725,153.486225,25.617825
38.34355,153.52175,25.6327
38.36285,153.603925,25.650475
38.384325,153.6953,25.666975
38.44335,153.88165,25.6804
38.486825,153.951725,25.697525
38.5081,154.14285,25.7327
38.52645,154.1658,25.749525
38.541625,154.254,25.786525
38.558,154.781775,25.8462
38.5814,154.840725,25.91525
38.599525,155.662625,25.9483
38.632225,155.68,25.98555
38.650925,155.721625,26.01975
38.706325,155.74375,26.0398
38.7474,155.8527,26.194425
38.777225,156.14545,26.21345
38.7962,156.244925,26.2249
38.82135,156.25215,26.280625
38.858525,156.5353,26.324425
38.87575,156.55695,26.3379
38.9063,156.66505,26.356225
38.917725,156.92035,26.3722
38.96805,157.07465,26.399075
38.9879,157.31385,26.4384
39.0021,157.36125,26.45235
39.0284,157.42275,26.491
39.03985,157.444025,26.512525
39.0509,157.459175,26.583775
39.07555,157.6909,26.625275
39.092325,157.72625,26.653925
39.11295,157.7647,26.68575
39.15385,157.78445,26.704975
39.17275,157.94545,26.71955
39.193725,158.01905,26.738775
39.20605,158.1089,26.7509
39.224575,158.301775,26.79395
39.2417,158.40185,26.80465
39.253775,158.47715,26.818425
39.268975,158.615825,26.82895
39.2877,159.00155,26.84305
39.304375,159.09135,26.88235
39.3186,159.328125,26.894075
39.36015,159.447275,26.909825
39.37655,159.47535,26.929325
39.404975,159.504025,26.943675
39.419675,159.51725,26.954975
39.447425,159.69005,26.963875
39.4643,159.748575,26.97355
39.481075,159.837275,26.975525
39.49365,159.8723,26.9971
39.501175,160.229275,27.00995
39.51175,160.30515,27.040775
39.538125,160.445,27.0763
39.549825,160.473875,27.100525
39.5613,160.68245,27.1069
39.5733,160.8546,27.1241
39.6033,160.90305,27.13155
39.61645,160.91495,27.137375
39.627125,161.119575,27.161075
39.6376,161.1388,27.167825
39.67695,161.161375,27.1918
39.6938,161.242925,27.226125
39.746075,161.3086,27.2335
39.764275,161.35105,27.24105
39.83785,161.45255,27.2537
39.856075,161.7443,27.262625
39.88745,161.836325,27.30285
39.907525,161.8379,27.3312
39.9317,161.965375,27.3492
39.9543,162.146475,27.362425
39.97655,162.36015,27.37355
39.991475,162.570125,27.4052
40.0145,162.775625,27.415425
40.062225,163.12955,27.429575
40.090875,163.661475,27.468475
