SPK_SPKC06a (excited),SPK_SPKC06b (no effect),SPK_SPKC12a (NA)
94.935025,,84.0821
94.948075,,84.103875
94.9707,,84.1406
94.9954,,84.1528
95.024775,,84.162175
95.0341,,84.174975
95.05755,,84.188225
95.0673,,84.20035
95.07965,,84.315075
95.0889,,84.329025
95.13485,,84.36075
95.154125,,84.416975
95.1988,,84.4827
95.218275,,84.512175
95.2739,,84.52435
95.386975,,84.596475
95.4204,,84.647475
95.4511,,84.658575
95.466875,,84.6682
95.485525,,84.70075
95.524175,,84.736425
95.588025,,84.755125
95.607375,,84.783025
95.626925,,84.830025
95.6643,,84.845625
95.67975,,84.864675
95.711875,,84.885525
95.77595,,84.9125
95.869025,,84.949475
95.88205,,84.969625
95.896475,,85.02125
95.932975,,85.085825
95.954125,,85.138175
95.97905,,85.169925
96.004525,,85.22725
96.03975,,85.2773
96.070125,,85.292325
96.088225,,85.306675
96.110975,,85.32165
96.130925,,85.350975
96.155,,85.374675
96.17185,,85.391475
96.20165,,85.419325
96.237775,,85.423625
96.300275,,85.477475
96.3334,,85.508725
96.357275,,85.58225
96.377825,,85.602925
96.40335,,85.6306
96.435775,,85.657775
96.4811,,85.688575
96.49605,,85.711175
96.51285,,85.776875
96.536175,,85.807875
96.567425,,85.8746
96.603625,,85.883225
96.62575,,85.8929
96.666225,,85.911725
96.688325,,85.936375
96.713275,,85.94885
96.82165,,85.9866
96.838375,,86.009275
96.85775,,86.021275
96.871125,,86.035525
96.8881,,86.0574
96.908875,,86.082575
96.9535,,86.13185
96.9674,,86.146425
96.984925,,86.17075
97.013675,,86.1918
97.06855,,86.202525
97.083325,,86.227825
97.10515,,86.262375
97.1399,,86.27245
97.162925,,86.28315
97.23105,,86.305525
97.2597,,86.332775
97.281425,,86.338475
97.3028,,86.3748
97.3213,,86.38885
97.3324,,86.403775
97.3474,,86.4873
97.359275,,86.514925
97.37165,,86.522475
97.381625,,86.530875
97.3932,,86.5551
97.416525,,86.56155
97.444775,,86.601025
97.47345,,86.687475
97.5075,,86.714725
97.5233,,86.73035
97.558725,,86.8042
97.564075,,86.8162
97.58955,,86.83845
97.6064,,86.8481
97.632525,,86.859125
97.64625,,86.868625
97.653525,,86.923775
97.66055,,86.94265
97.723875,,87.0064
97.740825,,87.0174
97.785875,,87.0983
97.802175,,87.118425
97.8164,,87.135575
97.842225,,87.1739
97.86115,,87.186375
97.90065,,87.22015
97.936525,,87.227075
97.95565,,87.277175
97.98195,,87.2877
98.015075,,87.330825
98.0362,,87.3716
98.088025,,87.386925
98.113325,,87.416325
98.143225,,87.451375
98.166175,,87.529025
98.224025,,87.54245
98.26315,,87.607975
98.3112,,87.620975
98.3312,,87.6986
98.38435,,87.711925
98.402725,,87.722925
98.453125,,87.758325
98.482075,,87.80635
98.514775,,87.8592
98.53955,,87.88455
98.560425,,87.922375
98.596475,,87.953825
98.624275,,88.01255
98.651775,,88.07335
98.671825,,88.091725
98.713175,,88.175175
98.72965,,88.2331
98.797875,,88.281025
98.81425,,88.3432
98.8319,,88.399675
98.850325,,88.435725
98.872375,,88.442825
98.89665,,88.497275
98.9501,,88.503575
98.987975,,88.5095
99.0224,,88.533975
99.042725,,88.55505
99.054725,,88.5563
99.0739,,88.571575
99.084475,,88.5853
99.097825,,88.631
99.13565,,88.63575
99.153825,,88.64565
99.211875,,88.678525
99.242925,,88.706825
99.2674,,88.752175
99.29325,,88.7845
99.315475,,88.839425
99.3432,,88.8878
99.36545,,88.9105
99.440625,,88.9378
99.4568,,88.9891
99.472525,,89.0225
99.5119,,89.133525
99.539875,,89.1639
99.561175,,89.3547
99.603525,,89.36945
99.634075,,89.388475
99.658225,,89.423925
99.691575,,89.437875
99.726625,,89.455425
99.7536,,89.4821
99.7663,,89.4877
99.8025,,89.498925
99.8273,,89.557425
99.845125,,89.5851
99.905175,,89.601075
99.918975,,89.74275
99.9325,,89.76045
99.964025,,89.78555
99.979475,,89.820925
99.99585,,89.839475
100.01075,,89.90285
100.025825,,89.911625
100.051825,,89.93185
100.097925,,89.9615
100.1125,,89.9734
100.126475,,90.02765
100.134225,,90.072425
100.14875,,90.12485
100.16145,,90.147175
100.1798,,90.1591
100.213175,,90.22245
100.2199,,90.260025
100.243075,,90.415725
100.2733,,90.430125
100.29695,,90.453275
100.307625,,90.4888
100.325175,,90.498275
100.3538,,90.5451
100.3783,,90.609775
100.394775,,90.6423
100.41595,,90.769025
100.43405,,90.82105
100.448975,,90.848225
100.47465,,90.9149
100.500275,,91.05895
100.5262,,91.07255
100.604625,,91.0781
100.67335,,91.0848
100.6937,,91.146075
100.70825,,91.187175
100.729225,,91.228625
100.755275,,91.240625
100.77725,,91.253725
100.844175,,91.414
100.897325,,91.489525
100.92325,,91.509275
100.94325,,91.53345
100.96275,,91.72605
100.98535,,91.745525
101.024575,,91.762225
101.1097,,91.82165
101.1336,,91.82965
101.1564,,91.84045
101.178475,,91.871575
101.2389,,91.909025
101.269425,,91.91015
101.2874,,91.956175
101.304375,,92.004575
101.3612,,92.030225
101.368925,,92.1112
101.39395,,92.188325
101.4164,,92.238875
101.441875,,92.2485
101.470525,,92.29545
101.47825,,92.31095
101.4881,,92.3381
101.497425,,92.354925
101.509275,,92.382625
101.5199,,92.482425
101.540825,,92.5616
101.550725,,92.594925
101.559525,,92.6044
101.570025,,92.676
101.58125,,92.68575
101.625575,,92.7172
101.6352,,92.80105
101.646875,,92.822475
101.655075,,92.8415
101.665825,,92.907825
101.696025,,92.96695
101.7129,,92.993175
101.731675,,92.999375
101.7509,,93.0159
101.7593,,93.0905
101.787025,,93.0998
101.799825,,93.30595
101.8238,,93.3317
101.834075,,93.409825
101.8506,,93.490675
101.86315,,93.506325
101.87245,,93.52155
101.884275,,93.568875
101.89465,,93.581975
101.904075,,93.5927
101.924775,,93.60365
101.93555,,93.616675
101.9436,,93.6255
101.952025,,93.645375
101.959525,,93.660375
102.003975,,93.676375
102.01755,,93.6834
102.027725,,93.7554
102.03685,,93.774425
102.06325,,93.798225
102.07595,,93.816625
102.091525,,93.832825
102.097225,,93.850975
102.128025,,93.8597
102.143025,,93.926025
102.149425,,93.97045
102.1937,,93.98855
102.2069,,94.06465
102.219375,,94.175575
102.2677,,94.232825
102.284325,,94.25205
102.329075,,94.272475
102.34795,,94.306375
102.3883,,94.345525
102.4258,,94.3923
102.45635,,94.4303
102.4798,,94.4537
102.502925,,94.4664
102.5705,,94.47355
102.588775,,94.5762
102.65455,,94.582475
102.66495,,94.585525
102.675675,,94.594875
102.694425,,94.606275
102.715425,,94.63995
102.750525,,94.7559
102.766825,,94.800525
102.85145,,94.9379
102.8698,,94.95385
102.88775,,94.990475
102.905275,,95.0166
102.917975,,95.185825
102.973875,,95.236175
102.990425,,95.27195
103.010775,,95.376725
103.02945,,95.486175
103.0751,,95.521
103.11975,,95.5477
103.141775,,95.6933
103.1553,,95.782425
103.244,,95.84685
103.27875,,95.885725
103.34065,,95.91985
103.3716,,95.953375
103.3979,,95.99055
103.41445,,96.01655
103.431,,96.0358
103.442425,,96.0951
103.50435,,96.1261
103.526,,96.1519
103.54635,,96.185025
103.608975,,96.24205
103.638475,,96.303025
103.656075,,96.35555
103.688825,,96.383375
103.7063,,96.4173
103.720875,,96.4348
103.7299,,96.516475
103.74025,,96.54295
103.754325,,96.579925
103.763825,,96.66275
103.7721,,96.728675
103.8127,,96.75455
103.82415,,96.7847
103.83235,,96.824375
103.842825,,96.89
103.86405,,96.9478
103.87575,,97.00605
103.89805,,97.022175
103.908525,,97.055625
103.9215,,97.08135
103.9627,,97.11255
103.9767,,97.156875
103.99475,,97.2283
104.11435,,97.271725
104.20125,,97.29715
104.231575,,97.322875
104.25025,,97.341975
104.261725,,97.37375
104.282625,,97.38645
104.293775,,97.417075
104.3178,,97.449075
104.332475,,97.460475
104.343025,,97.48825
104.352425,,97.501925
104.3634,,97.583925
104.39565,,97.5973
104.410075,,97.6415
104.46245,,97.657
104.468425,,97.660925
104.490175,,97.70655
104.5168,,97.724125
104.556875,,97.753325
104.57415,,97.838375
104.58095,,97.846775
104.59285,,97.87485
104.600175,,97.890475
104.6235,,97.908275
104.630625,,97.921875
104.652,,97.9436
104.66465,,98.0581
104.693175,,98.1175
104.699975,,98.125325
104.715675,,98.152175
104.78185,,98.169925
104.787575,,98.207525
104.797675,,98.23365
104.803575,,98.2809
104.8811,,98.38485
104.913125,,98.476075
104.921825,,98.53255
104.941275,,98.57815
104.9665,,98.598775
104.985325,,98.619875
104.992575,,98.643975
104.99795,,98.7624
105.0353,,98.81945
105.04225,,98.8419
105.0568,,98.860575
105.063375,,98.90075
105.0903,,98.9365
105.11275,,98.95915
105.145575,,98.981025
105.188125,,99.001
105.20235,,99.036875
105.227025,,99.057475
105.26645,,99.1228
105.27635,,99.147875
105.291475,,99.17815
105.2986,,99.211475
105.30605,,99.236
105.3128,,99.2866
105.33195,,99.314525
105.34845,,99.342325
105.365175,,99.372425
105.37385,,99.43565
105.3828,,99.462725
105.393675,,99.4914
105.408,,99.5295
105.421175,,99.552775
105.431025,,99.600425
105.44185,,99.6257
105.45245,,99.632225
105.459475,,99.663225
105.4677,,99.691875
105.484775,,99.735975
105.5024,,99.758
105.5067,,99.77295
105.51225,,99.810775
105.527125,,99.851775
105.548075,,99.867575
105.59775,,99.88265
105.6264,,99.923825
105.666575,,99.96375
105.67555,,99.994275
105.8009,,100.073225
105.830225,,100.154625
105.8658,,100.18395
105.87135,,100.19155
105.879325,,100.221775
105.887975,,100.24965
105.9072,,100.26855
105.93985,,100.27365
105.9568,,100.29505
105.966775,,100.308425
106.0093,,100.31525
106.01995,,100.337875
106.035,,100.3405
106.06715,,100.37395
106.10605,,100.438325
106.1275,,100.497725
106.17765,,100.559575
106.206625,,100.6258
106.227825,,100.6452
106.2496,,100.6515
106.27415,,100.771725
106.3008,,100.914925
106.311075,,100.960275
106.321125,,100.98055
106.333,,101.020525
106.34395,,101.0387
106.3523,,101.068675
106.3622,,101.095025
106.375425,,101.137025
106.404375,,101.165975
106.435575,,101.1999
106.461275,,101.229575
106.47595,,101.24465
106.490275,,101.2498
106.518875,,101.280175
106.533775,,101.322025
106.5487,,101.329
106.5699,,101.347825
106.5884,,101.360175
106.625375,,101.37775
106.6448,,101.42015
106.693475,,101.46865
106.7255,,101.483225
106.751,,101.48785
106.77445,,101.497725
106.80355,,101.5434
106.835325,,101.548925
106.861125,,101.565375
106.898375,,101.578775
106.914125,,101.623425
106.934825,,101.62895
106.97275,,101.713525
107.018425,,101.738825
107.06055,,101.8397
107.074975,,101.88265
107.135675,,101.95385
107.1629,,101.98245
107.225625,,102.006425
107.25195,,102.07045
107.27605,,102.088625
107.338325,,102.130875
107.375675,,102.204975
107.4003,,102.2437
107.421225,,102.282
107.450025,,102.299275
107.470175,,102.313675
107.4986,,102.321225
107.547875,,102.372325
107.571075,,102.380825
107.60665,,102.40075
107.662225,,102.484875
107.7235,,102.509425
107.7435,,102.517825
107.7756,,102.5255
107.8025,,102.53975
107.820725,,102.614575
107.848325,,102.681875
107.874325,,102.694825
107.89525,,102.7778
107.90925,,102.784225
107.92615,,102.8812
107.9626,,102.927525
107.984875,,102.988925
108.0157,,103.00775
108.0344,,103.126025
108.113175,,103.1607
108.13945,,103.36825
108.17045,,103.42725
108.186625,,103.5391
108.217775,,103.56635
108.2367,,103.661525
108.281875,,103.705175
108.302425,,103.742225
108.33075,,103.786525
108.34825,,103.8005
108.3583,,103.830225
108.370775,,103.8713
108.420975,,103.90535
108.430875,,104.068675
108.512525,,104.0904
108.54025,,104.109775
108.5526,,104.133175
108.5779,,104.162175
108.6018,,104.18915
108.62455,,104.246925
108.65965,,104.305075
108.67975,,104.312775
108.6944,,104.326925
108.706325,,104.343475
108.717475,,104.356075
108.7324,,104.36875
108.745575,,104.38095
108.848625,,104.388675
108.868325,,104.3997
108.891925,,104.410775
108.936325,,104.43425
109.000475,,104.440975
109.0324,,104.47485
109.056325,,104.495625
109.07605,,104.518125
109.099175,,104.570175
109.113475,,104.59265
109.127,,104.668525
109.145825,,104.729475
109.22345,,104.74465
109.25335,,104.7556
109.285875,,104.795925
109.30255,,104.8261
109.3397,,104.852225
109.358925,,104.913475
109.384225,,104.922475
109.40945,,104.935575
109.45385,,104.983425
109.480725,,105.05645
109.4954,,105.064725
109.5275,,105.128675
109.54615,,105.161975
109.56105,,105.17585
109.575225,,105.197775
109.58755,,105.209025
109.6125,,105.265525
109.655475,,105.2769
109.6958,,105.320975
109.71245,,105.438775
109.72815,,105.5347
109.749275,,105.5509
109.783025,,105.634375
109.81145,,105.672225
109.8354,,105.692625
109.851375,,105.7795
109.86515,,105.86335
109.87555,,105.871775
109.90525,,105.8912
109.91425,,105.94015
109.926275,,106.0444
109.941925,,106.123525
109.97645,,106.1405
110.002275,,106.2258
110.023975,,106.23005
110.0575,,106.291525
110.1179,,106.35365
110.1551,,106.36505
110.196,,106.491325
110.229975,,106.782175
110.24695,,106.813
110.262825,,106.828125
110.2893,,106.907125
110.302675,,106.92225
110.3244,,106.982825
110.33395,,107.00175
110.34435,,107.023925
110.3616,,107.165975
110.395425,,107.288425
110.4076,,107.32655
110.423225,,107.388575
110.43895,,107.4119
110.45215,,107.4352
110.4763,,107.46115
110.5021,,107.507625
110.5225,,107.561475
110.539425,,107.58755
110.55965,,107.607375
110.57685,,107.663825
110.5961,,107.6926
110.617875,,107.726975
110.640575,,107.74375
110.660925,,107.82695
110.680075,,107.84875
110.700525,,107.872275
110.7206,,107.919275
110.76725,,107.95115
110.807275,,107.9652
110.834275,,108.042825
110.8541,,108.144225
110.87965,,108.18225
110.920575,,108.2359
110.93445,,108.293425
110.945125,,108.311625
110.95995,,108.399325
110.9876,,108.41605
111.0038,,108.432725
111.059325,,108.456425
111.11785,,108.467925
111.141625,,108.5205
111.16085,,108.54225
111.1897,,108.617
111.2125,,108.663275
111.2341,,108.719425
111.263525,,108.77025
111.289125,,108.78495
111.301275,,108.798125
111.314775,,108.81455
111.326875,,108.861225
111.3481,,108.915975
111.365425,,108.933575
111.378425,,108.9786
111.414725,,108.9982
111.428625,,109.1585
111.444,,109.305025
111.463775,,109.3388
111.485125,,109.382425
111.506525,,109.401375
111.533575,,109.451675
111.550625,,109.477925
111.583275,,109.4967
111.604775,,109.51235
111.65145,,109.5301
111.67815,,109.580125
111.69995,,109.59305
111.7189,,109.60335
111.75855,,109.6136
111.782225,,109.6453
111.798725,,109.691975
111.84,,109.820675
111.85985,,109.84165
111.905425,,109.870975
111.945625,,109.889475
111.974025,,109.90235
112.0378,,109.920025
112.05785,,109.94465
112.081325,,109.9689
112.10265,,109.996625
112.12665,,110.019225
112.1569,,110.0511
112.16925,,110.077475
112.1817,,110.1049
112.193475,,110.134075
112.2073,,110.176325
112.2304,,110.205375
112.252,,110.2797
112.3132,,110.299225
112.330375,,110.33065
112.341475,,110.36835
112.354625,,110.397275
112.3671,,110.4291
112.38725,,110.4445
112.407875,,110.457075
112.43165,,110.473575
112.44785,,110.542375
112.459525,,110.66015
112.4763,,110.680625
112.516025,,110.700825
112.550375,,110.740075
112.603075,,110.75835
112.6283,,110.8031
112.675325,,110.88105
112.719975,,110.901375
112.73785,,110.924775
112.76505,,110.968075
112.778075,,110.98625
112.796425,,110.999775
112.808025,,111.018575
112.820225,,111.029025
112.870425,,111.04545
112.902425,,111.0611
112.923275,,111.075125
112.93785,,111.084625
112.9676,,111.153675
112.981975,,111.193
113.01865,,111.219625
113.03885,,111.2309
113.093425,,111.242525
113.107475,,111.2558
113.12505,,111.2622
113.143575,,111.273375
113.164275,,111.3351
113.20745,,111.3532
113.2331,,111.3644
113.28685,,111.3911
113.31385,,111.475775
113.340075,,111.5658
113.359725,,111.606925
113.380275,,111.665075
113.421425,,111.69945
113.493925,,111.7234
113.500425,,111.74055
113.5059,,111.753325
113.521375,,111.817625
113.522525,,111.843475
113.54765,,111.948525
113.58375,,112.046075
113.596025,,112.07595
113.611075,,112.150825
113.6445,,112.2022
113.673925,,112.221325
113.6897,,112.234275
113.71505,,112.24855
113.746025,,112.275425
113.7629,,112.291075
113.77865,,112.30735
113.79375,,112.31535
113.876175,,112.33385
113.89825,,112.3973
113.9334,,112.416175
113.948575,,112.4638
113.965775,,112.54595
113.983225,,112.608
114.006775,,112.6293
114.023425,,112.657425
114.0439,,112.679325
114.095475,,112.734725
114.130575,,112.74685
114.16925,,112.767975
114.18395,,112.777525
114.2324,,112.820625
114.257,,112.84025
114.2774,,112.85765
114.3097,,112.9224
114.331825,,112.9298
114.36605,,112.938275
114.4369,,112.947275
114.461,,113.01625
114.4798,,113.02365
114.504975,,113.04465
114.531575,,113.11725
114.55505,,113.187925
114.587475,,113.234625
114.607725,,113.278375
114.63305,,113.418375
114.65875,,113.472225
114.6954,,113.523
114.7328,,113.534375
114.757375,,113.58045
114.779175,,113.611425
114.803975,,113.6535
114.825175,,113.773925
114.8386,,113.801375
114.86215,,113.890625
114.91395,,113.89765
114.94455,,113.9151
115.0153,,113.93705
115.05895,,114.0583
115.145725,,114.07735
115.1819,,114.163225
115.232675,,114.2219
115.253125,,114.2356
115.27435,,114.308675
115.3247,,114.372775
115.350175,,114.4258
115.4035,,114.440925
115.4302,,114.453675
115.490275,,114.46155
115.574775,,114.517625
115.62335,,114.55545
115.642275,,114.644075
115.697225,,114.66665
115.709725,,114.867625
115.729075,,114.927125
115.77975,,115.043375
115.838125,,115.079075
115.87395,,115.12125
115.8981,,115.1622
115.920175,,115.187625
115.937225,,115.21735
115.954825,,115.2411
115.969925,,115.291575
115.991575,,115.317425
116.030275,,115.34135
116.06655,,115.3657
116.088475,,115.393925
116.1208,,115.4249
116.1367,,115.48635
116.158625,,115.508825
116.179225,,115.537425
116.2054,,115.5621
116.222575,,115.60405
116.26165,,115.706125
116.332875,,115.800125
116.353175,,115.852575
116.390125,,115.9378
116.44105,,115.9796
116.4691,,115.992675
116.5031,,116.0087
116.541275,,116.043125
116.5665,,116.079
116.5866,,116.1084
116.59805,,116.179775
116.603875,,116.2101
116.624225,,116.22305
116.64435,,116.23445
116.663075,,116.287175
116.67575,,116.335625
116.692425,,116.562825
116.74925,,116.593575
116.770375,,116.625475
116.781775,,116.64775
116.803225,,116.661475
116.825475,,116.6753
116.835275,,116.6915
116.86535,,116.729525
116.886825,,116.769025
116.900225,,116.774075
116.93805,,116.78805
116.950625,,116.805525
116.9618,,116.810675
116.9853,,116.815375
117.0129,,116.88925
117.039575,,116.897625
117.079575,,116.9014
117.0945,,116.9144
117.118925,,116.9438
117.137125,,116.947675
117.149725,,117.004875
117.166475,,117.1064
117.1837,,117.1307
117.19915,,117.16695
117.235,,117.239675
117.250025,,117.256825
117.260375,,117.2634
117.275025,,117.499775
117.293725,,117.535325
117.306725,,117.57195
117.32395,,117.644425
117.37645,,117.657325
117.41335,,117.677625
117.4279,,117.755525
117.4913,,117.764975
117.499375,,117.778575
117.51715,,117.819775
117.56835,,117.827075
117.581125,,117.852425
117.59995,,118.17755
117.6248,,118.3141
117.679675,,118.3767
117.716675,,118.379825
117.737475,,118.423175
117.768675,,118.463625
117.782875,,118.48065
117.798425,,118.519
117.819425,,118.556475
117.83,,118.573125
117.8475,,118.589075
117.907225,,118.70425
117.945875,,118.843125
118.00355,,118.86285
118.041125,,118.90215
118.073275,,118.92565
118.096525,,118.98545
118.115025,,119.0009
118.1379,,119.0309
118.17215,,119.0676
118.1766,,119.082675
118.1884,,119.160675
118.21685,,119.286575
118.236675,,119.3612
118.2683,,119.373675
118.31665,,119.38915
118.340625,,119.429325
118.4016,,119.467375
118.447925,,119.4857
118.463925,,119.497175
118.5154,,119.55535
118.558975,,119.622825
118.581275,,119.69975
118.69595,,119.715025
118.733225,,119.811175
118.7979,,119.843925
118.83815,,119.85695
118.86825,,119.878025
118.8961,,119.90575
118.9178,,119.95575
118.960875,,120.01615
118.993775,,120.078225
118.996775,,120.091125
119.0484,,120.136775
119.072,,120.156825
119.091225,,120.17415
119.130775,,120.189975
119.160425,,120.2794
119.18415,,120.3062
119.26345,,120.326
119.277925,,120.349125
119.294725,,120.3745
119.31675,,120.432025
119.358525,,120.43955
119.374175,,120.446725
119.388475,,120.462475
119.404325,,120.47715
119.4195,,120.50255
119.438775,,120.522425
119.458875,,120.54755
119.475125,,120.554425
119.4988,,120.560325
119.51795,,120.593025
119.5474,,120.6319
119.57165,,120.6548
119.599975,,120.685
119.621225,,120.72215
119.68325,,120.748625
119.735,,120.780825
119.815675,,120.834425
119.834075,,120.862825
119.862025,,121.014525
119.88015,,121.10605
119.8963,,121.124325
119.914875,,121.160075
119.9429,,121.195525
119.96095,,121.224525
119.978525,,121.236425
119.997225,,121.241425
120.066425,,121.2516
120.0965,,121.26625
120.132175,,121.35225
120.159475,,121.43385
120.179625,,121.51655
120.198775,,121.61285
120.2142,,121.64605
120.265925,,121.68025
120.29485,,121.76665
120.31965,,121.841625
120.3537,,121.85555
120.370025,,121.889175
120.378775,,121.915575
120.3979,,121.95615
120.40695,,122.109725
120.41375,,122.147325
120.42225,,122.458525
120.429125,,122.467025
120.43835,,122.5686
120.450775,,122.619475
120.463125,,122.6258
120.489175,,122.63545
120.502175,,122.661475
120.512725,,122.67815
120.521875,,122.765075
120.529975,,122.81415
120.54865,,122.82285
120.59355,,122.947
120.6144,,122.9647
120.6214,,123.014775
120.6402,,123.047525
120.64885,,123.0666
120.672075,,123.1063
120.684375,,123.134075
120.726325,,123.2102
120.740175,,123.286725
120.750375,,123.32805
120.783025,,123.382125
120.8103,,123.434525
120.825275,,123.461625
120.866175,,123.5369
120.8802,,123.6255
120.895475,,123.68865
120.91215,,123.850975
120.93485,,124.02335
120.9512,,124.0907
120.966525,,124.12685
121.029325,,124.213425
121.062975,,124.2793
121.087175,,124.4122
121.114025,,124.5349
121.134425,,124.566425
121.18465,,124.578925
121.19885,,124.664925
121.237825,,124.774375
121.264975,,124.7824
121.27395,,124.961525
121.289275,,124.9796
121.322,,125.033125
121.356975,,125.2592
121.4379,,125.48185
121.45055,,125.6117
121.4656,,125.651375
121.506325,,125.702725
121.523325,,125.760925
121.54655,,125.8591
121.56775,,125.98535
121.586125,,126.229125
121.603025,,126.341175
121.621525,,126.368425
121.6562,,126.423
121.67525,,126.5285
121.688525,,126.537625
121.705625,,126.601025
121.72355,,126.63725
121.733925,,126.667025
121.76625,,126.737825
121.77725,,126.8434
121.843175,,127.0437
121.85575,,127.204825
121.870975,,127.22175
121.879075,,127.453575
121.915125,,127.5657
121.92425,,127.6642
121.940975,,127.838075
121.950225,,127.85115
121.963525,,127.8676
121.98425,,127.8813
122.018825,,127.906425
122.0288,,127.908225
122.045475,,127.974125
122.05335,,128.026325
122.061675,,128.0938
122.082125,,128.333875
122.095875,,128.398475
122.10295,,128.47065
122.123925,,128.5403
122.150075,,128.60505
122.159675,,128.647325
122.196325,,128.671475
122.206675,,128.7666
122.226225,,128.8366
122.2355,,128.944125
122.243675,,128.9991
122.25395,,129.017875
122.29745,,129.1318
122.307025,,129.190925
122.318775,,129.205775
122.33355,,129.37265
122.37195,,129.392575
122.385775,,129.439925
122.4003,,129.450525
122.432275,,129.496125
122.44335,,129.541525
122.460075,,129.556975
122.49255,,129.699475
122.519925,,129.900425
122.53615,,129.93685
122.549625,,129.9703
122.612675,,130.061825
122.61915,,130.111325
122.625525,,130.214625
122.635125,,130.36865
122.6408,,130.418375
122.648975,,130.458725
122.662975,,130.5468
122.67285,,130.666025
122.7178,,130.715625
122.732975,,130.7883
122.74845,,130.913575
122.7746,,130.9857
122.790525,,131.04855
122.80415,,131.1154
122.818625,,131.14195
122.831025,,131.148575
122.858375,,131.38585
122.8741,,131.43925
122.899775,,131.44865
122.9294,,131.4653
122.943325,,131.641075
122.953675,,131.690375
122.9689,,131.747325
122.99995,,131.876075
123.060125,,131.919425
123.072625,,132.06515
123.094175,,132.11995
123.109575,,132.220125
123.1255,,132.2965
123.1623,,132.4503
123.207375,,132.500775
123.227175,,132.51425
123.2505,,132.524525
123.30055,,132.5385
123.3175,,132.56645
123.3633,,132.625225
123.390825,,132.670175
123.4368,,132.680025
123.46035,,132.68775
123.493025,,132.7557
123.525525,,132.76215
123.54825,,132.82415
123.57335,,132.85225
123.6485,,132.910075
123.676225,,132.9187
123.69415,,132.9501
123.70745,,133.0342
123.721025,,133.151225
123.736275,,133.32095
123.74755,,133.565625
123.77435,,133.610875
123.78555,,133.65525
123.801125,,133.7072
123.815125,,133.74115
123.834675,,133.794775
123.8863,,133.811175
124.01035,,133.82545
124.0427,,133.8386
124.073775,,133.875525
124.1205,,133.903675
124.1454,,134.029575
124.213175,,134.0917
124.239875,,134.15475
124.327525,,134.378825
124.3604,,134.4511
124.409325,,134.602225
124.4472,,134.6225
124.495625,,134.858675
124.51545,,135.071675
124.525925,,135.2096
124.536325,,135.27825
124.545975,,135.4642
124.55615,,135.6367
124.569675,,136.017525
124.58505,,136.1458
124.600875,,136.2501
124.610425,,136.283925
124.639625,,136.293625
124.6489,,136.323725
124.6563,,136.4229
124.666575,,136.579075
124.682725,,136.619775
124.70455,,136.627725
124.711975,,136.676225
124.7341,,136.6931
124.742675,,136.7759
124.7564,,136.92475
124.76795,,136.94745
124.777725,,137.003175
124.785125,,137.011175
124.795375,,137.024225
124.84675,,137.087775
124.8568,,137.105475
124.898,,137.113225
124.907125,,137.125
124.95095,,137.27365
124.975775,,137.479775
125.039275,,137.51305
125.0473,,137.627625
125.055225,,137.780575
125.123975,,137.905575
125.139125,,137.9672
125.181025,,137.97735
125.198425,,138.027625
125.207525,,138.168925
125.224875,,138.18965
125.240675,,138.2016
125.24995,,138.279
125.261625,,138.3813
125.29965,,138.4486
125.31025,,138.4533
125.34,,138.481325
125.3481,,138.592575
125.377375,,138.6618
125.388025,,138.67915
125.394725,,138.8438
125.402925,,138.91755
125.42495,,138.9231
125.441925,,138.941325
125.449475,,139.1533
125.458425,,139.203675
125.467575,,139.2605
125.4777,,139.277075
125.4902,,139.34875
125.500875,,139.49025
125.513,,139.53305
125.526775,,139.684775
125.562975,,139.694225
125.592575,,139.725825
125.6039,,139.754775
125.6222,,139.78515
125.6349,,139.974325
125.64805,,139.996625
125.660275,,140.1016
125.670875,,140.245275
125.69255,,140.2888
125.711525,,140.482975
125.718575,,140.501325
125.72515,,140.538225
125.73295,,140.759925
125.74645,,140.9701
125.754025,,141.27845
125.801925,,141.299425
125.872675,,141.4135
125.8959,,141.4284
125.904325,,141.5877
125.911975,,141.623925
125.931325,,141.740475
125.9486,,141.80775
125.96515,,141.8458
125.98495,,141.950375
125.99635,,141.96015
126.041325,,142.2073
126.049475,,142.244925
126.060775,,142.404375
126.083375,,142.42235
126.094125,,142.5188
126.149175,,142.59425
126.198875,,142.62315
126.221475,,142.710275
126.272025,,142.77895
126.288075,,142.8324
126.30675,,142.855325
126.319275,,142.94345
126.34015,,142.9755
126.372525,,143.106725
126.384025,,143.1297
126.457725,,143.30475
126.484275,,143.403825
126.4941,,143.510175
126.502875,,143.547225
126.51055,,143.5675
126.53895,,143.589325
126.56245,,143.613875
126.569575,,143.6555
126.593875,,143.68985
126.62785,,143.80795
126.697925,,143.8297
126.71275,,143.984575
126.732225,,144.0826
126.7534,,144.14445
126.801675,,144.17425
126.82045,,144.2264
126.834225,,144.33355
126.8474,,144.348675
126.8907,,144.4013
126.901325,,144.46855
126.91545,,144.5055
126.9672,,144.543075
127.0509,,144.655875
127.072775,,144.6706
127.103175,,144.7314
127.124825,,144.805875
127.1365,,144.82965
127.153625,,144.83895
127.169425,,144.8807
127.1959,,145.0163
127.21505,,145.113375
127.24875,,145.173425
127.2639,,145.2161
127.290675,,145.23765
127.3116,,145.49875
127.354325,,145.530725
127.379225,,145.65505
127.432825,,145.871175
127.45855,,145.9738
127.49225,,146.011625
