SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC02c,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC09a
408.5627,268.78645,,412.6144,290.580425,,230.822275,140.8141,439.286525
408.673525,268.8327,,412.708675,290.73695,,230.848525,140.84565,439.433925
408.74945,268.91795,,412.765025,290.806975,,230.8823,140.8692,439.4751
408.85505,268.97605,,412.819,290.83575,,230.9141,140.874725,439.684975
408.964675,269.058125,,412.874225,290.8785,,231.05855,140.9,439.89605
409.02415,269.0862,,412.93875,290.89495,,231.089625,140.901125,439.95915
409.168925,269.11745,,413.0122,290.93755,,231.13385,140.92615,440.206175
409.253975,269.165325,,413.06375,290.993725,,231.195225,140.9989,440.313075
409.330025,269.192125,,413.127775,291.065375,,231.287975,141.017675,440.406525
409.412775,269.21595,,413.21415,291.12105,,231.341475,141.0323,440.533425
409.48645,269.2928,,413.251225,291.1674,,231.404525,141.0551,440.73465
409.54825,269.327425,,413.28225,291.373075,,231.43675,141.07395,441.164375
409.698775,269.3625,,413.3512,291.45115,,231.532475,141.083225,441.212925
409.801125,269.406175,,413.41825,291.49845,,231.570525,141.129325,441.311325
409.94515,269.465025,,413.74895,291.64245,,231.62465,141.1769,441.35545
409.99615,269.568525,,413.8943,291.6779,,231.7266,141.182625,441.43225
410.1939,269.606,,413.979075,291.767,,231.7856,141.20905,441.48055
410.199725,269.68535,,414.045675,291.77665,,231.82685,141.30125,441.707225
410.382475,269.7492,,414.109025,291.860525,,231.949175,141.40285,441.917075
410.397175,269.800075,,414.23295,291.946025,,232.003975,141.4376,441.919825
410.424675,269.8444,,414.279575,292.024725,,232.09485,141.482325,442.303575
410.461,269.9502,,414.2929,292.0505,,232.1963,141.5014,442.351175
410.468225,269.96385,,414.3282,292.154975,,232.259125,141.54615,442.5392
410.555075,270.004875,,414.3632,292.19695,,232.2822,141.57345,442.6466
410.601025,270.01955,,414.418075,292.25915,,232.31015,141.5978,442.7031
410.642825,270.0258,,414.469275,292.30705,,232.338725,141.60155,442.751925
410.792425,270.178725,,414.54565,292.373375,,232.3803,141.639425,442.9724
410.892275,270.221275,,414.6818,292.543925,,232.400425,141.7076,443.0131
411.073725,270.29495,,414.79945,292.621275,,232.452025,141.731025,443.02275
411.7863,270.3674,,414.971625,292.679075,,232.534325,141.73695,443.2891
411.929675,270.402,,415.0893,292.752225,,232.59815,141.747925,443.343075
412.332975,270.473975,,415.17795,292.769275,,232.601025,141.765875,443.5039
412.503925,270.489525,,415.238025,292.8231,,232.67855,141.7846,443.509825
412.65135,270.52915,,415.36285,292.927725,,232.722275,141.79445,443.623275
413.26345,270.579675,,415.3858,292.990525,,232.789575,141.9337,443.782725
413.74215,270.62465,,415.42885,293.033275,,232.8848,141.954375,443.89795
413.836525,270.82505,,415.463575,293.127275,,232.9054,141.9887,443.99295
413.940325,270.975275,,415.55455,293.2992,,232.977875,142.04505,444.06765
414.08115,271.114475,,415.633975,293.350325,,233.0412,142.088675,444.135325
414.1242,271.2574,,415.660425,293.39505,,233.13385,142.10225,444.5053
414.12895,271.259,,415.733475,293.45335,,233.171325,142.10355,444.6001
414.557575,271.276925,,415.825025,293.49545,,233.21115,142.1626,444.807325
414.748925,271.303275,,415.91,293.532375,,233.368925,142.180925,445.010425
414.8947,271.327225,,416.058875,293.718725,,233.510425,142.307125,445.20365
415.165125,271.360025,,416.242175,293.773325,,233.557525,142.385375,445.393875
415.311675,271.382175,,416.3007,293.8977,,233.60765,142.43055,445.46155
415.5752,271.40305,,416.40725,293.9173,,233.633575,142.438,445.4848
415.721625,271.6981,,416.51245,293.99135,,233.6437,142.454325,445.569725
415.844725,271.7391,,416.564275,294.063175,,233.73575,142.4909,445.6465
416.20685,271.874125,,416.619625,294.105975,,233.839625,142.5304,445.6627
416.229875,271.945125,,416.765225,294.1411,,233.876475,142.57425,445.938375
416.354875,271.992725,,416.8749,294.156825,,234.01055,142.5802,446.1239
416.35835,272.015175,,416.954425,294.215,,234.04705,142.613425,446.1524
416.407525,272.118775,,417.050025,294.397825,,234.148075,142.64,446.1766
416.477925,272.188775,,417.14405,294.470825,,234.273325,142.7305,446.2172
416.483125,272.24665,,417.194025,294.52505,,234.41955,142.764175,446.442575
416.671875,272.46175,,417.250175,294.53805,,234.4706,142.78705,446.488325
416.691925,272.4791,,417.29585,294.57515,,234.570625,142.814425,446.526425
416.933875,272.5283,,417.311925,294.670825,,234.616525,142.851325,446.7251
417.0259,272.59675,,417.3426,294.737775,,234.64635,142.901225,446.822
417.16025,272.635375,,417.39155,294.944425,,234.685275,142.911375,446.998975
417.212825,272.674825,,417.4367,295.0533,,234.7262,142.936575,447.470975
417.3118,272.77445,,417.48165,295.09845,,234.769875,142.967875,447.541125
417.45825,272.80965,,417.643275,295.153625,,234.794625,142.99945,447.641025
417.479775,272.840875,,417.7216,295.25995,,234.8278,143.005925,447.91605
417.77185,272.85215,,417.749175,295.297275,,234.8644,143.039525,448.102625
417.935175,272.8887,,417.833825,295.357675,,234.912325,143.066475,448.119375
418.019025,272.926525,,417.886325,295.4058,,234.939125,143.07925,448.249325
418.096175,272.998975,,417.922375,295.513925,,234.990375,143.11925,448.364175
418.101625,273.087975,,417.9807,295.531175,,235.06775,143.166275,448.399625
418.38265,273.147575,,418.1018,295.62255,,235.08935,143.205875,448.4778
418.422675,273.19585,,418.13855,295.692725,,235.113825,143.229925,448.5198
418.59465,273.267075,,418.338825,295.761075,,235.17395,143.262875,448.5701
418.60815,273.3411,,418.44155,295.823175,,235.211825,143.283325,448.633775
418.8048,273.38,,418.574525,295.944825,,235.262975,143.3154,448.710025
418.8577,273.39705,,418.708225,296.1474,,235.308575,143.3261,448.8045
418.9654,273.43,,418.7671,296.239525,,235.446425,143.329175,448.870125
418.998325,273.4772,,418.8696,296.317725,,235.4692,143.351825,449.02805
419.1415,273.5451,,418.90655,296.404725,,235.518525,143.401325,449.114
419.276525,273.5916,,418.94205,296.454025,,235.636,143.453025,449.207075
419.278775,273.625425,,419.00445,296.528625,,235.769325,143.569725,449.2681
419.351575,273.656025,,419.16465,296.64665,,235.84935,143.64275,449.480175
419.3774,273.6909,,419.2077,296.81815,,235.9313,143.66425,449.506125
419.40925,273.8041,,419.26735,296.907625,,235.93345,143.701025,449.585225
419.4183,273.870975,,419.334525,296.940325,,235.988425,143.7253,449.624575
419.4688,274.021475,,419.414625,297.011925,,236.043925,143.780325,449.6342
419.580575,274.0645,,419.5491,297.05695,,236.081625,143.85155,449.75155
419.652125,274.1366,,419.609825,297.196375,,236.09165,143.86195,450.01805
419.7838,274.192475,,419.664575,297.233125,,236.173225,143.9558,450.18025
419.80425,274.28655,,419.7756,297.280575,,236.216525,144.007725,450.237925
419.833425,274.289725,,419.8694,297.417025,,236.246925,144.011075,450.303125
419.8567,274.398875,,419.8874,297.455825,,236.277625,144.0387,450.350125
419.869275,274.48095,,420.139625,297.482275,,236.297575,144.149925,450.529
419.911625,274.5648,,420.19385,297.4952,,236.451275,144.1847,450.55465
419.965725,274.607,,420.24805,297.526225,,236.483125,144.203175,450.58795
420.00235,274.6437,,420.280475,297.528625,,236.504575,144.21315,450.7222
420.0901,274.731825,,420.313575,297.66485,,236.533325,144.255225,450.84375
420.238175,274.76365,,420.3501,297.8445,,236.587075,144.282325,451.044975
420.265425,274.794275,,420.38115,297.8784,,236.6172,144.2869,451.118025
420.462375,274.818125,,420.4235,297.938725,,236.6621,144.320525,451.156575
420.464025,274.882225,,420.455725,297.99255,,236.721625,144.3318,451.322875
420.516025,274.968525,,420.5142,298.0521,,236.7851,144.388025,451.345125
420.569525,275.027025,,420.62455,298.0822,,236.943025,144.42935,451.487825
420.622025,275.078875,,420.729975,298.1819,,237.1091,144.4336,451.6735
420.699825,275.144175,,420.79135,298.2592,,237.15575,144.44365,451.7373
420.857675,275.182325,,420.8619,298.324275,,237.211125,144.483725,451.77015
420.907425,275.259475,,420.9253,298.3669,,237.315625,144.490525,451.783475
420.957325,275.3392,,421.205875,298.44645,,237.3793,144.4956,451.841975
421.02145,275.425025,,421.496575,298.455225,,237.40255,144.5287,451.891375
421.142925,275.46575,,421.627525,298.51005,,237.5135,144.5343,451.998725
421.192825,275.59335,,421.724775,298.54335,,237.57765,144.5746,452.07375
421.862175,275.6333,,421.7954,298.5576,,237.6613,144.594025,452.122075
421.923525,275.6659,,421.832925,298.623775,,237.729875,144.64575,452.2368
421.97885,275.75545,,421.8374,298.707375,,237.88005,144.656875,452.307675
421.993525,275.778225,,421.8846,298.7315,,237.946425,144.734825,452.459775
422.0619,275.788225,,421.9286,298.784325,,237.98145,144.767925,452.586475
422.0653,275.871975,,421.976625,298.8195,,238.0384,144.787125,452.854575
422.105225,275.90265,,422.045025,298.8941,,238.06625,144.821025,452.967
422.1751,275.928625,,422.08785,298.929625,,238.0895,144.830675,453.11075
422.320125,275.964725,,422.132275,298.9852,,238.153675,144.850725,453.2742
422.34935,276.0466,,422.182975,299.17215,,238.1789,144.856975,453.38065
422.39505,276.067925,,422.254825,299.2368,,238.236825,144.90145,453.414525
422.51105,276.124825,,422.4086,299.2966,,238.263575,144.9206,453.451125
422.768125,276.147575,,422.5908,299.35175,,238.29885,144.949225,453.457225
422.840225,276.211475,,422.665225,299.4042,,238.401525,144.9833,453.500675
422.864975,276.291475,,422.738075,299.481125,,238.45785,145.036475,453.555525
422.86695,276.307175,,422.81355,299.6505,,238.5537,145.0644,453.71325
422.900625,276.334575,,422.904175,299.7309,,238.624325,145.0845,453.783625
423.0328,276.459675,,423.0027,299.7959,,238.64065,145.1528,453.925425
423.220025,276.5028,,423.16535,299.970225,,238.703475,145.159975,454.039475
423.289275,276.5378,,423.340725,300.02035,,238.7453,145.21015,454.09625
423.4427,276.668475,,423.344925,300.03125,,238.7933,145.237275,454.149225
423.59785,276.725775,,423.46865,300.06815,,238.86755,145.2868,454.323475
423.67615,276.793675,,423.5239,300.092775,,238.9047,145.33875,454.3885
423.755,276.812725,,423.594275,300.122875,,238.932675,145.35065,454.451675
423.83135,276.852575,,423.74255,300.228425,,238.942725,145.36875,454.50985
424.1957,276.878975,,423.8195,300.2948,,239.0313,145.375425,454.5531
424.28755,276.9228,,423.896275,300.395575,,239.0586,145.405825,454.7668
424.303575,276.930125,,423.9504,300.4438,,239.0926,145.4217,454.830625
424.326,276.969525,,424.06635,300.526225,,239.12215,145.447275,454.85415
424.3339,277.04975,,424.121875,300.5668,,239.1629,145.5039,455.1508
424.371875,277.1041,,424.2285,300.8507,,239.206775,145.52385,455.179775
424.418275,277.238575,,424.279375,300.91895,,239.236175,145.556675,455.295875
424.55645,277.273325,,424.377675,301.014275,,239.280725,145.606075,455.42765
424.606275,277.2996,,424.450625,301.103775,,239.295025,145.62115,455.443225
424.695975,277.319425,,424.560025,301.255475,,239.303475,145.6487,455.546525
424.7551,277.336125,,424.7552,301.338775,,239.354275,145.6662,455.70425
424.8612,277.3663,,424.81675,301.3902,,239.393125,145.678475,455.705625
424.897,277.556725,,424.878725,301.448125,,239.4451,145.683925,455.805375
424.92145,277.6215,,425.107475,301.45715,,239.48465,145.707625,455.957925
425.0369,277.657775,,425.23355,301.534,,239.52635,145.7198,456.04725
425.10205,277.715425,,425.340725,301.58975,,239.577525,145.7551,456.245925
425.10995,277.78355,,425.597025,301.76425,,239.679675,145.769475,456.308325
425.156825,277.85025,,425.68555,301.777325,,239.7263,145.78385,456.450025
425.182775,277.875075,,425.726075,301.81605,,239.7736,145.82165,456.546325
425.1901,277.90595,,425.766325,301.866725,,239.851125,145.8515,456.656825
425.229725,277.948175,,425.863325,301.898025,,239.9243,145.87115,456.7677
425.25005,277.964375,,425.9016,301.922175,,239.938875,145.897925,456.813525
425.43125,278.031775,,425.9703,301.9766,,240.106675,145.9202,456.968125
425.5023,278.10035,,426.01875,302.017675,,240.176025,145.950625,457.4242
425.628075,278.153975,,426.077,302.10695,,240.236975,145.982375,457.575525
425.6892,278.245875,,426.109,302.1461,,240.3209,146.010025,457.67215
425.813,278.320675,,426.1563,302.183575,,240.39455,146.0547,457.7889
425.9071,278.3833,,426.1899,302.22575,,240.438175,146.098475,457.949725
425.9509,278.425375,,426.24825,302.271075,,240.5218,146.11855,457.993475
425.967925,278.494925,,426.286525,302.320325,,240.5645,146.133125,458.16255
425.9711,278.535425,,426.3345,302.380775,,240.61725,146.15845,458.244025
426.012275,278.580125,,426.37965,302.44245,,240.65535,146.18345,458.3608
426.126575,278.64965,,426.4716,302.5688,,240.695125,146.216075,458.400475
426.161575,278.682625,,426.65195,302.624175,,240.768725,146.2431,458.452975
426.23065,278.684375,,426.836025,302.714975,,240.8212,146.2881,458.49675
426.2869,278.746,,426.85335,302.808925,,240.866575,146.32425,458.777275
426.4334,278.827775,,426.8945,302.879725,,240.94805,146.35025,458.9018
426.46595,278.847475,,426.974925,302.916175,,240.987925,146.3721,458.9101
426.492525,279.085175,,427.027525,302.9515,,241.08045,146.3866,458.923025
426.545625,279.16165,,427.13025,303.068175,,241.1827,146.4299,458.97665
426.68855,279.290575,,427.179075,303.190325,,241.219225,146.443525,459.0388
426.927825,279.334175,,427.33315,303.274675,,241.254025,146.48255,459.080125
427.0373,279.403025,,427.419075,303.33685,,241.282375,146.527075,459.14495
427.191675,279.5164,,427.5005,303.3726,,241.37545,146.559175,459.17375
427.262575,279.57435,,427.570675,303.39245,,241.43175,146.5744,459.304725
427.292775,279.61765,,427.6623,303.464775,,241.500425,146.589325,459.644375
427.305625,279.642925,,427.7773,303.534825,,241.530725,146.6657,459.9335
427.472525,279.749225,,427.86415,303.73615,,241.5922,146.729975,460.0812
427.507075,279.783225,,427.90215,303.839875,,241.6533,146.841525,460.119975
427.56735,279.816225,,428.13425,303.90315,,241.685275,146.876025,460.123
427.6124,279.86935,,428.270125,303.94285,,241.7287,146.9642,460.38665
427.631425,279.87525,,428.32045,303.98225,,241.73895,146.996375,460.449925
427.68355,280.153675,,428.596775,304.0624,,241.767525,147.026875,460.546675
427.754525,280.206025,,428.664275,304.111275,,241.86485,147.078825,460.69775
427.7865,280.252425,,428.715475,304.2749,,241.918775,147.13155,461.02925
427.906175,280.2659,,428.779075,304.306675,,241.97965,147.14845,461.08085
427.90945,280.2888,,428.878375,304.48725,,242.013725,147.185425,461.225475
428.028825,280.3234,,429.06265,304.6201,,242.08895,147.220025,461.423975
428.124625,280.355,,429.118625,304.772675,,242.143025,147.229425,461.535725
428.195825,280.7057,,429.231675,304.81995,,242.224,147.253575,461.5923
428.227525,280.70725,,429.39515,304.902875,,242.24165,147.315975,461.7131
428.356225,280.749525,,429.61265,305.065525,,242.33035,147.341,461.966275
428.3601,280.8024,,429.6849,305.1517,,242.362025,147.343325,462.20535
428.38185,280.83535,,429.828325,305.2482,,242.405675,147.3814,462.28405
428.45585,280.93515,,429.98005,305.34125,,242.442325,147.41565,462.462975
428.49225,281.0573,,430.10405,305.412825,,242.533125,147.42825,462.586
428.6766,281.11895,,430.29355,305.62705,,242.625025,147.453875,462.64465
428.7813,281.136125,,430.3618,305.648775,,242.6512,147.495075,462.7101
428.900775,281.206325,,430.472425,305.7412,,242.678075,147.4995,462.85485
428.905575,281.247275,,430.530925,305.799775,,242.7369,147.52,462.906125
428.964975,281.3182,,430.702375,305.934275,,242.7561,147.5412,463.002475
428.9865,281.344625,,430.749125,305.985025,,242.800725,147.5583,463.01505
428.987725,281.38605,,430.784125,306.04525,,242.8404,147.6399,463.218
429.075325,281.4123,,430.89315,306.10895,,242.9357,147.681825,463.315675
429.19425,281.507525,,430.93845,306.148025,,242.998875,147.709675,463.696525
429.25045,281.514825,,430.98345,306.251725,,243.0247,147.739475,463.87605
429.274175,281.68615,,431.038975,306.28105,,243.060575,147.767225,463.98465
429.3464,281.78725,,431.128925,306.29335,,243.095825,147.77885,464.057225
429.34945,281.846875,,431.170775,306.360725,,243.14745,147.8172,464.091975
429.423375,281.951175,,431.234975,306.431075,,243.193025,147.854325,464.146475
429.5134,282.010325,,431.36465,306.466925,,243.23185,147.8863,464.15155
429.626475,282.08605,,431.4302,306.481925,,243.311375,147.932175,464.229575
429.81785,282.115275,,431.48225,306.5391,,243.38635,147.950525,464.442875
429.931625,282.186025,,431.596725,306.604425,,243.442875,147.95485,464.462675
429.9831,282.230425,,431.64085,306.8337,,243.4849,147.957125,464.501075
430.0437,282.263625,,431.7106,306.9018,,243.545675,147.98825,464.784
430.280175,282.28165,,431.836425,306.9622,,243.661725,148.008425,464.9061
430.6261,282.404925,,431.890425,307.054825,,243.668925,148.035775,464.996775
430.647575,282.456675,,431.998875,307.114625,,243.74365,148.0597,465.073525
430.6933,282.498175,,432.075175,307.19525,,243.7933,148.11495,465.1421
430.7728,282.561025,,432.1346,307.274525,,243.8367,148.1531,465.23165
430.82875,282.59825,,432.224475,307.342825,,243.9041,148.15795,465.261
430.91205,282.643125,,432.267425,307.360725,,243.940025,148.18735,465.30365
431.064375,282.649325,,432.308125,307.3892,,244.0066,148.2414,465.35435
431.21895,282.6842,,432.368525,307.4506,,244.0629,148.251575,465.44595
431.2436,282.834825,,432.52855,307.468425,,244.127725,148.277625,465.490175
431.30555,282.926125,,432.604925,307.51695,,244.161225,148.31035,465.996325
431.38975,282.9798,,432.6497,307.552725,,244.2009,148.348975,466.14125
432.0687,283.0349,,432.671825,307.5687,,244.233,148.394075,466.261475
432.143025,283.10645,,432.700675,307.63025,,244.25815,148.4083,466.3716
432.174125,283.187175,,432.835975,307.748425,,244.25965,148.41715,466.4029
432.46105,283.23125,,432.8985,307.829625,,244.35465,148.4749,466.41465
432.581675,283.2411,,433.0241,307.946925,,244.417025,148.49325,466.499925
432.78845,283.301675,,433.070875,308.01455,,244.429275,148.510725,466.73105
432.95005,283.366975,,433.12465,308.095475,,244.481725,148.524625,466.94905
432.965625,283.405625,,433.172775,308.161425,,244.504775,148.55275,466.96455
433.112275,283.48135,,433.22095,308.190225,,244.53315,148.59225,467.0031
433.121725,283.539825,,433.264175,308.2253,,244.6599,148.6639,467.024625
433.180725,283.5896,,433.32045,308.278825,,244.6942,148.708575,467.0706
433.34825,283.648175,,433.364825,308.33825,,244.7991,148.84465,467.123875
433.521875,283.71075,,433.4007,308.39615,,244.825925,148.87795,467.282075
433.522925,283.759275,,433.491475,308.5411,,244.97455,148.952425,467.340425
433.559975,283.83955,,433.534175,308.60825,,245.025175,148.97905,467.3989
433.774025,283.88535,,433.585875,308.682975,,245.0701,148.98485,467.474175
433.867375,283.991525,,433.664625,308.760175,,245.118825,149.00645,467.63525
433.890175,284.0165,,433.75505,308.793875,,245.174075,149.06905,467.73785
433.9159,284.035875,,433.861875,308.904575,,245.226375,149.130425,468.095575
434.001025,284.069275,,434.0075,308.9751,,245.26235,149.220275,468.222025
434.085925,284.097775,,434.04785,309.13785,,245.330225,149.284575,468.34465
434.7063,284.223475,,434.126575,309.2129,,245.36695,149.324975,468.3502
434.780425,284.42445,,434.169475,309.25275,,245.4027,149.4271,468.378725
435.43545,284.503425,,434.212475,309.35115,,245.425725,149.475,468.4123
435.4619,284.588075,,434.299625,309.3605,,245.49045,149.52495,468.419475
435.468625,284.68225,,434.442975,309.3794,,245.5379,149.584425,468.4648
435.61045,284.709625,,434.729225,309.493825,,245.5701,149.633475,468.522525
435.752775,284.7738,,434.80395,309.6309,,245.671725,149.692725,468.728725
435.8182,284.79085,,434.90145,309.701075,,245.7311,149.731425,468.776875
435.88665,284.861975,,434.967,309.773425,,245.780375,149.781825,468.843775
435.89405,284.91015,,435.06455,309.8113,,245.7996,149.825425,468.91255
435.90725,284.9459,,435.204425,309.886925,,245.840725,149.8697,468.966225
436.007325,285.1081,,435.321525,310.057525,,245.874275,149.888275,469.030775
436.095675,285.122825,,435.48735,310.118725,,245.928275,149.90135,469.120775
436.153225,285.193025,,435.679225,310.21685,,245.961625,149.95425,469.19525
436.197525,285.243925,,435.7992,310.303375,,246.031225,149.983675,469.254575
436.2357,285.271625,,435.875525,310.420625,,246.08815,149.99555,469.2912
436.4257,285.298725,,435.935775,310.534325,,246.156725,150.037025,469.341275
436.523725,285.36215,,435.963775,310.597675,,246.208325,150.103375,469.40465
436.64805,285.382425,,436.05705,310.6102,,246.264025,150.15265,469.4918
436.722675,285.81445,,436.095775,310.613225,,246.295725,150.165825,469.58315
436.82615,285.866525,,436.166525,310.63885,,246.3629,150.2507,469.825075
436.9996,285.89965,,436.21285,310.697925,,246.387,150.30325,470.3168
437.07805,285.93345,,436.269075,310.760475,,246.474625,150.322125,470.41325
437.1128,285.95545,,436.331325,310.8309,,246.528225,150.435375,470.51025
437.2003,286.0463,,436.37875,310.877225,,246.565425,150.5175,470.6101
437.38535,286.116325,,436.468575,310.976025,,246.5937,150.5371,470.723
437.486075,286.2561,,436.5115,311.03755,,246.72835,150.56175,470.7586
437.555525,286.332625,,436.5592,311.1152,,246.7443,150.596475,470.7715
437.571825,286.3744,,436.6555,311.2081,,246.79235,150.63955,470.81705
437.682925,286.433275,,436.80375,311.2404,,246.852725,150.66165,470.917625
437.82365,286.464725,,436.97095,311.346025,,246.90515,150.665625,471.064975
437.9407,286.502,,436.999725,311.42675,,246.970325,150.712025,471.14725
437.98995,286.560875,,437.0979,311.46955,,247.050975,150.74035,471.2463
437.995425,286.59895,,437.1873,311.529025,,247.233375,150.795125,471.340225
438.032375,286.71135,,437.265325,311.583025,,247.28165,150.8046,471.34405
438.135,286.7497,,437.4574,311.629225,,247.30825,150.8282,471.4732
438.145475,286.84765,,437.64365,311.6973,,247.333875,150.838375,471.534025
438.221925,286.94885,,437.7428,311.70475,,247.41165,150.858225,471.625925
438.328525,286.99835,,437.814925,311.774325,,247.4439,150.87885,471.64865
438.4619,287.103375,,438.10315,311.777925,,247.50675,150.8803,471.77395
438.582225,287.1285,,438.317725,311.825525,,247.603275,150.892475,471.822
438.636725,287.20775,,438.426025,311.922525,,247.64915,150.91495,471.890825
438.7382,287.26505,,438.534125,311.982375,,247.74145,150.921,471.97945
439.0008,287.351075,,438.593475,312.00035,,247.79145,150.962275,472.090075
439.080225,287.368475,,438.68375,312.005875,,247.8605,151.0288,472.142925
439.08575,287.4457,,438.723625,312.05435,,247.923325,151.0851,472.212025
439.151175,287.521875,,438.75465,312.0566,,247.930925,151.107675,472.308225
439.29025,287.558075,,438.773325,312.12145,,247.9701,151.11365,472.427675
439.4347,287.78805,,438.823875,312.1462,,248.0587,151.129525,472.84365
439.5968,287.89745,,438.864325,312.2607,,248.165325,151.138325,472.850575
439.737275,287.9406,,438.881375,312.339525,,248.211075,151.146975,473.025525
439.781325,287.986625,,438.989,312.403925,,248.254425,151.1491,473.031825
439.81805,288.00835,,439.1029,312.457675,,248.307725,151.20075,473.04905
439.9321,288.1168,,439.1571,312.509225,,248.377825,151.218425,473.191375
439.97785,288.311425,,439.2291,312.5425,,248.434775,151.2401,473.2389
440.1965,288.393825,,439.4238,312.561975,,248.470575,151.3043,473.35265
440.398275,288.498375,,439.459975,312.61195,,248.51635,151.3726,473.3725
440.50625,288.5236,,439.520425,312.7111,,248.583325,151.3841,473.7507
440.527375,288.55805,,439.624275,312.769675,,248.59805,151.407075,473.790925
440.6059,288.62455,,439.72725,312.849,,248.635575,151.461525,473.83585
440.704725,288.6633,,440.1351,312.95325,,248.677675,151.5018,473.958325
440.940575,288.76195,,440.2683,313.025625,,248.719575,151.554525,474.099975
440.953325,288.828825,,440.499225,313.0706,,248.78905,151.568175,474.142375
440.9904,288.9002,,440.52745,313.112825,,248.8494,151.573025,474.290225
441.0046,288.9177,,440.566175,313.230375,,248.87915,151.616825,474.3236
441.330625,289.01555,,440.7019,313.276175,,248.897675,151.6326,474.37055
441.33605,289.127375,,441.016975,313.313425,,248.9776,151.642325,474.513175
441.46625,289.210375,,441.20205,313.3653,,249.06435,151.646525,474.5919
441.51265,289.247975,,441.268825,313.398475,,249.1573,151.6555,474.7032
441.570175,289.2772,,441.33805,313.4428,,249.182525,151.6665,474.760025
441.671975,289.5647,,441.39485,313.60045,,249.2198,151.703975,474.8523
441.74345,289.57495,,441.468475,313.72025,,249.25975,151.7785,474.907425
441.7687,289.644675,,441.515425,313.77175,,249.32435,151.78215,475.01065
441.8959,289.778825,,441.572275,313.887175,,249.37175,151.808775,475.164025
441.9192,289.8402,,441.66125,313.986025,,249.41375,151.8222,475.416525
442.05365,289.9172,,441.9665,314.01375,,249.454825,151.8676,475.6505
442.122425,289.967225,,442.165825,314.246675,,249.50645,151.880325,475.9876
442.129725,289.99095,,442.278175,314.3545,,249.5345,151.90855,476.07575
442.409575,290.0103,,442.3549,314.36295,,249.549375,151.979775,476.119275
442.593725,290.0347,,442.500925,314.41305,,249.56755,152.00445,476.198
442.856625,290.098875,,442.575425,314.478025,,249.609025,152.0325,476.275775
443.017825,290.13295,,442.6418,314.54655,,249.646375,152.04925,476.48325
443.032625,290.21245,,442.7777,314.614825,,249.67605,152.054425,476.62295
443.17565,290.288125,,442.85535,314.6963,,249.702975,152.065175,477.09235
443.302275,290.35415,,442.9544,314.74255,,249.764525,152.11095,477.2002
443.455375,290.38315,,443.064625,314.775275,,249.813325,152.17095,477.246225
443.493375,290.4505,,443.197025,314.871575,,249.8509,152.198175,477.30775
443.667275,290.49465,,443.21445,314.884625,,249.897925,152.2121,477.366575
443.701125,290.54085,,443.514125,314.997175,,249.945175,152.2508,477.44685
443.778825,290.579475,,443.527475,315.04555,,249.995775,152.270325,477.741875
443.946,290.631675,,443.6533,315.1443,,250.04205,152.311825,477.85665
444.008325,290.660875,,443.746325,315.286925,,250.0968,152.322225,477.923925
444.029875,290.762175,,443.81445,315.30795,,250.1567,152.335075,478.157925
444.03555,290.934775,,443.963725,315.3507,,250.19405,152.390375,478.210825
444.1566,291.075825,,444.1487,315.4906,,250.297675,152.42205,478.2604
444.203925,291.20375,,444.1566,315.53375,,250.328175,152.442225,478.575475
444.2904,291.294425,,444.2002,315.6312,,250.38195,152.460375,478.73055
444.32235,291.3575,,444.28265,315.6966,,250.405425,152.496175,478.80335
444.472775,291.388725,,444.364275,315.708,,250.5021,152.505825,478.845825
444.606375,291.452725,,444.500525,315.7335,,250.5542,152.5494,478.8532
444.663225,291.5054,,444.6497,315.76395,,250.601,152.56975,478.970575
444.8701,291.61865,,444.7411,315.8572,,250.6319,152.609425,479.0364
444.87205,291.66935,,444.84105,315.883625,,250.683275,152.63485,479.41035
445.12485,291.7066,,445.060275,315.954,,250.7106,152.677275,479.684825
445.15165,291.739025,,445.086575,315.99675,,250.767125,152.733975,479.7455
445.2524,291.767075,,445.173925,316.005025,,250.7864,152.780275,479.87425
445.45035,291.811875,,445.3095,316.01895,,250.8109,152.812075,480.226125
445.564575,291.8772,,445.669275,316.089775,,250.8356,152.822475,480.273175
445.749625,291.8901,,445.76885,316.120875,,250.875725,152.860175,480.804675
445.9257,291.959475,,445.839275,316.175075,,250.915725,152.94495,480.992
446.002725,292.013125,,445.9934,316.36435,,250.9492,152.94955,481.03655
446.19375,292.07085,,446.0736,316.4198,,250.97645,152.9994,481.17
446.2195,292.12705,,446.1625,316.470475,,251.039125,153.03255,481.236175
446.28545,292.20745,,446.211675,316.552625,,251.102325,153.06705,481.239725
446.544125,292.221575,,446.2561,316.594075,,251.16425,153.080075,481.966475
446.9669,292.333,,446.342575,316.6483,,251.1881,153.1036,482.0126
446.97135,292.352525,,446.49845,316.729025,,251.256775,153.135075,482.052125
447.075,292.371525,,446.563275,316.981325,,251.2837,153.1714,482.24675
447.1149,292.4055,,446.636025,317.0184,,251.349875,153.18555,482.279375
447.23605,292.45945,,446.684375,317.078,,251.4288,153.2154,482.369825
447.32755,292.49995,,446.687825,317.1317,,251.526275,153.255475,482.606675
447.604475,292.542875,,446.716925,317.231,,251.580975,153.414525,482.63635
