SPK_SPKC04a,SPK_SPKC07a,SPK_SPKC11a,SPK_SPKC11d,SPK_SPKC12a,SPK_SPKC13b,SPK_SPKC14a
,430.383275,260.49805,,318.764325,429.04675,356.180925
,430.399075,260.520225,,318.777,429.084175,356.185875
,430.41635,260.54185,,318.797225,429.111025,356.189975
,430.488875,260.552875,,318.800275,429.129425,356.233575
,430.4935,260.5663,,318.8428,429.572325,356.338575
,430.49835,260.58685,,318.86645,429.757375,356.4072
,430.51055,260.599025,,318.868525,429.803975,356.44905
,430.721,260.60495,,318.9027,430.176525,356.51435
,430.798925,260.623925,,318.908875,430.262625,356.533775
,430.9617,260.6626,,319.07315,430.459375,356.546825
,431.1018,260.678925,,319.122975,430.672625,356.616375
,431.17575,260.69185,,319.126675,430.770975,356.61915
,431.197175,260.712725,,319.12915,430.809175,356.7581
,431.32815,260.7281,,319.2244,431.022775,356.7917
,431.3828,260.743,,319.2308,431.17265,356.954125
,431.45865,260.77695,,319.285375,431.208,356.985375
,431.68255,260.8116,,319.2995,431.27715,356.993
,432.101125,260.818025,,319.359225,431.283575,357.039825
,432.424975,260.83265,,319.40615,431.2996,357.262675
,432.470525,260.854175,,319.451875,431.387025,357.304875
,432.489425,260.873975,,319.461325,431.45335,357.46715
,432.56755,260.895275,,319.471125,431.55275,357.479525
,432.613425,260.9123,,319.494525,431.5765,357.484925
,432.69615,260.93335,,319.49565,431.662325,357.498575
,432.73835,260.949175,,319.574625,431.7103,357.52745
,432.743925,260.980675,,319.600625,431.75335,357.5762
,432.920225,261.04455,,319.68995,431.77745,357.5883
,432.926325,261.061075,,319.72985,431.801525,357.714475
,432.933775,261.078575,,319.740025,432.00455,357.74185
,432.964875,261.0921,,319.756025,432.1244,357.779625
,433.012375,261.0967,,319.782675,432.253125,357.791875
,433.171925,261.1358,,319.821225,432.373225,357.866675
,433.207375,261.14635,,319.8343,432.391625,357.941525
,433.317275,261.156675,,319.876575,432.476425,357.9564
,433.4836,261.1852,,319.891375,432.484225,357.96345
,433.57445,261.237975,,319.935925,432.6557,358.026775
,433.5905,261.2529,,320.039625,432.746875,358.078475
,433.61625,261.2648,,320.0773,432.9317,358.174425
,433.652175,261.2845,,320.120725,433.00625,358.198325
,433.727275,261.325225,,320.1994,433.02275,358.309025
,433.780325,261.354475,,320.235525,433.063675,358.333025
,433.782675,261.379525,,320.257125,433.27285,358.3844
,433.842825,261.4083,,320.264425,433.4174,358.391475
,433.95235,261.42925,,320.285875,433.430875,358.450525
,434.057975,261.4424,,320.2916,433.6402,358.6102
,434.0867,261.45615,,320.3227,433.687375,358.67915
,434.598825,261.45985,,320.33565,433.8764,358.7023
,434.600925,261.484,,320.384225,433.923,358.7727
,434.841675,261.507075,,320.4048,433.980275,359.0109
,434.85285,261.5316,,320.43915,434.2546,359.023075
,434.942175,261.553925,,320.502175,434.342825,359.095525
,435.0593,261.576825,,320.513075,434.47005,359.213925
,435.38985,261.604125,,320.538325,434.555775,359.35685
,435.392775,261.63335,,320.580825,434.608525,359.37435
,435.460175,261.6512,,320.607,434.745825,359.412125
,435.488725,261.699925,,320.691075,434.89885,359.434075
,435.499925,261.72825,,320.7994,434.974875,359.564125
,435.50645,261.75445,,320.806925,434.99655,359.9283
,435.561275,261.775075,,320.82965,435.02555,359.97315
,435.572575,261.798125,,320.85105,435.073975,359.981425
,435.59305,261.839175,,320.9301,435.167475,360.02815
,435.614175,261.85025,,321.01075,435.300025,360.168975
,435.62435,261.88205,,321.098775,435.3482,360.18425
,435.633675,261.9043,,321.107575,435.382125,360.28875
,435.68125,261.94535,,321.1132,435.436175,360.377175
,435.707525,261.960125,,321.19475,435.705775,360.40355
,435.7202,261.982825,,321.334275,435.77095,360.41915
,435.841625,261.985925,,321.397225,435.796375,360.424375
,435.9008,262.0015,,321.4489,436.25515,360.5083
,435.9036,262.044275,,321.506825,436.592775,360.51195
,435.925275,262.090525,,321.5225,436.649125,360.57355
,435.978625,262.120575,,321.5507,436.785625,360.708675
,436.061925,262.163575,,321.55715,436.833025,360.751875
,436.128325,262.184225,,321.568475,436.848425,360.915475
,436.16255,262.206675,,321.5863,436.86845,360.919
,436.268,262.22075,,321.613,436.8705,360.9268
,436.3297,262.24365,,321.702875,436.93365,360.964675
,436.356375,262.259275,,321.7201,437.0434,360.968025
,436.561525,262.271575,,321.74035,437.0632,361.05145
,436.59135,262.293175,,321.807525,437.15635,361.075
,436.687275,262.313725,,321.956275,437.523875,361.07705
,436.796675,262.330275,,321.961375,437.572125,361.084325
,436.843375,262.343925,,321.974425,437.60265,361.140375
,436.8957,262.380975,,322.0777,437.630975,361.176925
,437.03095,262.39445,,322.080375,437.724675,361.2428
,437.0329,262.41475,,322.125075,437.8131,361.303475
,437.185275,262.418375,,322.135375,437.887775,361.3208
,437.2855,262.431925,,322.151,437.919275,361.406175
,437.385225,262.448425,,322.164425,438.2911,361.5016
,437.47905,262.4629,,322.191325,438.33715,361.62875
,437.52555,262.51245,,322.199925,438.503825,361.6524
,437.931375,262.533825,,322.20175,438.54085,361.658075
,438.064875,262.58815,,322.242725,438.65365,361.6737
,438.228025,262.623875,,322.260225,438.7391,361.67945
,438.255375,262.64365,,322.288725,438.801275,361.7232
,438.2924,262.668175,,322.29185,438.8676,361.772775
,438.301225,262.69275,,322.32,438.93545,361.792125
,438.309125,262.7191,,322.378025,439.3309,361.81965
,438.336825,262.741075,,322.43215,439.376875,361.844925
,438.503025,262.754275,,322.447,439.451,361.86575
,438.703,262.771275,,322.58185,439.573725,361.8678
,438.739275,262.790875,,322.59695,439.823525,361.89305
,438.754525,262.8106,,322.61045,440.090775,361.917925
,438.992225,262.833,,322.773325,440.25615,361.93475
,439.043775,262.88895,,322.81735,440.348825,361.946425
,439.04965,262.903125,,322.881275,440.4741,361.9629
,439.149575,262.918,,322.938275,440.52475,362.123425
,439.166375,262.933175,,323.01325,440.529275,362.154275
,439.20555,262.952875,,323.144275,440.617425,362.2099
,439.206925,262.9787,,323.1624,440.64085,362.3077
,439.316825,262.99925,,323.212575,440.647725,362.375125
,439.3734,263.0264,,323.2665,440.75425,362.421
,439.404975,263.067925,,323.29045,441.27115,362.498025
,439.4484,263.1041,,323.334525,441.340475,362.518275
,439.47835,263.133625,,323.400775,441.35925,362.601275
,439.4911,263.160875,,323.4405,441.36515,362.60535
,439.5013,263.17255,,323.44635,441.643625,362.626125
,439.61935,263.1921,,323.451525,441.77205,362.6803
,439.709075,263.21885,,323.5069,441.8376,362.686
,439.924,263.2227,,323.613875,441.9017,362.793425
,440.0057,263.248075,,323.682275,441.950775,362.8884
,440.029975,263.2765,,323.713025,442.026,362.978
,440.034675,263.29765,,323.73695,442.040975,363.08935
,440.306675,263.31745,,323.784375,442.178325,363.141425
,440.342625,263.322725,,323.798775,442.221575,363.191575
,440.3653,263.325425,,323.817125,442.296875,363.20535
,440.485025,263.3463,,323.840025,442.42125,363.21295
,440.5803,263.367025,,323.841975,442.515425,363.2265
,440.639375,263.380875,,323.8981,442.54255,363.23475
,440.7078,263.39465,,324.0572,442.5715,363.245325
,440.716675,263.414125,,324.08765,442.662125,363.2505
,440.871725,263.436125,,324.092425,442.69695,363.2994
,440.98175,263.44975,,324.10415,442.77365,363.342975
,441.124725,263.453775,,324.148275,442.868525,363.366225
,441.2684,263.480475,,324.1646,442.891075,363.3858
,441.76855,263.507375,,324.17185,442.90375,363.421025
,441.8102,263.526225,,324.217,442.927375,363.6326
,441.82005,263.559575,,324.281825,442.934925,363.722075
,441.8223,263.571675,,324.2914,442.95365,363.746675
,441.849175,263.6019,,324.32035,443.009425,363.778175
,442.079625,263.6237,,324.3233,443.026175,363.824225
,442.1583,263.647325,,324.37325,443.0356,363.8291
,442.25385,263.670925,,324.3855,443.085875,363.84155
,442.322775,263.686675,,324.416375,443.16455,363.9031
,442.515275,263.709325,,324.461175,443.181225,363.918875
,442.7831,263.736525,,324.4876,443.243125,364.0773
,443.012175,263.7799,,324.4941,443.27945,364.09735
,443.09485,263.79775,,324.50455,443.29335,364.3323
,443.3425,263.8165,,324.5705,443.377575,364.395125
,443.540575,263.8355,,324.574325,443.4354,364.476325
,443.549625,263.849925,,324.601575,443.495275,364.581375
,443.6793,263.85675,,324.6553,443.5963,364.59115
,443.681925,263.879825,,324.681275,443.597625,364.721575
,443.691925,263.8964,,324.68475,443.604125,364.7726
,443.711125,263.90835,,324.68915,443.649575,364.7974
,443.712975,263.9261,,324.698725,443.678875,364.8446
,443.758475,263.936725,,324.747725,443.73105,364.8506
,443.87425,263.962175,,324.7749,443.733375,364.859025
,443.90575,263.9748,,324.831525,443.8091,364.870875
,444.00005,263.990725,,324.886475,444.01815,364.875
,444.0051,264.019375,,324.90175,444.0401,364.88125
,444.012175,264.037875,,324.9109,444.132175,364.88635
,444.025425,264.067275,,324.985975,444.445925,364.8899
,444.12835,264.0899,,325.058125,444.559175,364.90105
,444.232825,264.1172,,325.067625,444.68825,364.93285
,444.240825,264.146925,,325.112275,444.751125,364.944025
,444.2632,264.1767,,325.119925,444.846275,365.020325
,444.39055,264.230825,,325.148875,445.073925,365.15425
,444.4164,264.2566,,325.250725,445.1855,365.191675
,444.421675,264.261125,,325.25935,445.26165,365.197625
,444.546325,264.28325,,325.3537,445.328925,365.2277
,444.8144,264.286475,,325.37395,445.352925,365.265725
,444.98575,264.304375,,325.419375,445.413275,365.27585
,444.990075,264.32125,,325.4548,445.484375,365.504875
,445.150475,264.352375,,325.482275,445.519525,365.61645
,445.22375,264.37505,,325.49775,445.544175,365.62395
,445.28055,264.394625,,325.635925,445.6521,365.6706
,445.2942,264.4129,,325.82705,445.6831,365.681175
,445.348175,264.4436,,325.8651,445.734275,365.728925
,445.5776,264.465225,,325.867325,445.76725,365.73435
,445.627425,264.4789,,325.900175,445.81555,365.758875
,445.7507,264.493925,,325.95315,445.873825,365.912175
,446.005575,264.52115,,325.960825,445.9147,365.915225
,446.03255,264.532325,,325.968875,445.926975,365.9279
,446.099725,264.5404,,325.98635,445.93725,366.008625
,446.3333,264.565025,,326.11045,445.952775,366.041425
,446.5139,264.58625,,326.1177,445.982175,366.061725
,446.55925,264.6318,,326.173925,446.0151,366.154325
,446.573975,264.6639,,326.177375,446.08725,366.189225
,446.58315,264.685075,,326.181075,446.1203,366.244
,446.587875,264.7055,,326.1837,446.141525,366.31485
,446.621925,264.72725,,326.190725,446.2678,366.3442
,446.862625,264.74125,,326.2603,446.347875,366.3912
,446.894675,264.7632,,326.309475,446.36505,366.441625
,447.100825,264.779775,,326.322125,446.377,366.5535
,447.108825,264.88555,,326.345525,446.631325,366.5675
,447.119875,264.9126,,326.367225,446.6406,366.675075
,447.128675,264.926,,326.395075,446.651175,366.6955
,447.1743,264.955125,,326.42795,446.7053,366.724025
,447.274625,264.972375,,326.440425,446.85205,366.745525
,447.29185,265.0073,,326.45815,446.881525,366.987375
,447.32125,265.015125,,326.471375,446.90535,367.081575
,447.3484,265.034775,,326.49015,446.9236,367.11435
,447.492025,265.060325,,326.501075,446.951975,367.1812
,447.533375,265.072925,,326.50465,447.014525,367.227
,447.559625,265.100575,,326.51045,447.0525,367.236925
,447.573625,265.122775,,326.537,447.090875,367.290775
,447.71815,265.132325,,326.54815,447.1536,367.2994
,447.7286,265.150275,,326.563675,447.198925,367.371375
,447.78235,265.197175,,326.56675,447.2107,367.395875
,447.792075,265.229275,,326.601975,447.217875,367.5432
,447.7937,265.2471,,326.6682,447.248,367.548925
,447.947275,265.27545,,326.67195,447.27505,367.62035
,447.97895,265.2928,,326.758775,447.35165,367.634825
,447.9808,265.31725,,326.8311,447.400625,367.750175
,448.19595,265.33025,,326.856875,447.4163,367.84835
,448.440125,265.340875,,326.8721,447.42125,367.87105
,448.457675,265.366925,,326.8879,447.438925,367.945175
,448.4997,265.38915,,327.0541,447.461775,367.996675
,448.524325,265.405525,,327.0893,447.469025,368.111925
,448.5754,265.4166,,327.12225,447.48185,368.126125
,448.586225,265.4377,,327.151475,447.509475,368.130825
,448.597775,265.470775,,327.20405,447.5226,368.14005
,448.606425,265.490075,,327.215225,447.538125,368.16945
,448.8759,265.506225,,327.2205,447.5609,368.196125
,449.00465,265.52895,,327.281175,447.59175,368.231025
,449.08515,265.545,,327.3496,447.657525,368.2555
,449.092625,265.5597,,327.43465,447.6847,368.31685
,449.256225,265.56285,,327.4808,447.704575,368.351375
,449.518325,265.609275,,327.521775,447.833425,368.53385
,449.53175,265.6266,,327.531425,447.983775,368.5815
,,265.64205,,327.540025,448.2569,368.7053
,,265.66,,327.5662,448.316725,368.7631
,,265.6969,,327.609925,448.478875,368.79615
,,265.722525,,327.61765,448.49325,368.882925
,,265.746375,,327.719675,448.609025,368.91005
,,265.7612,,327.845475,448.6229,368.9777
,,265.7845,,327.87115,448.756175,368.995725
,,265.8115,,327.900175,448.8016,369.058825
,,265.8248,,328.10645,449.0755,369.0973
,,265.860525,,328.246975,449.122225,369.10235
,,265.878,,328.3681,449.19445,369.120925
,,265.911675,,328.457075,449.4351,369.13805
,,265.92735,,328.4673,449.477575,369.14475
,,265.966275,,328.69205,449.880425,369.3388
,,265.993425,,328.75225,449.884675,369.596375
,,265.9982,,328.782225,449.904525,369.647125
,,266.0321,,328.8288,449.990675,369.676775
,,266.0409,,328.8478,449.9979,369.798775
,,266.0606,,328.867075,,369.860225
,,266.116825,,328.895425,,369.907125
,,266.133775,,328.94945,,369.957775
,,266.161775,,328.984625,,370.06295
,,266.16965,,329.0569,,370.10865
,,266.1968,,329.071925,,370.1187
,,266.223375,,329.119,,370.173925
,,266.236275,,329.124275,,370.279025
,,266.254475,,329.131125,,370.326275
,,266.27945,,329.13515,,370.33725
,,266.310625,,329.141125,,370.408025
,,266.3351,,329.157425,,370.410325
,,266.35705,,329.191875,,370.541125
,,266.368875,,329.262425,,370.603225
,,266.38975,,329.266725,,370.718425
,,266.401075,,329.37635,,370.736825
,,266.416125,,329.47335,,370.88245
,,266.430575,,329.492925,,370.9418
,,266.442225,,329.508225,,371.00665
,,266.5026,,329.5274,,371.047575
,,266.526,,329.5352,,371.19445
,,266.55,,329.553625,,371.342925
,,266.59445,,329.68965,,371.393675
,,266.612875,,329.739975,,371.413475
,,266.639025,,329.76325,,371.4694
,,266.656,,329.816375,,371.493775
,,266.748025,,329.87835,,371.529275
,,266.781575,,329.926325,,371.60245
,,266.8142,,329.93585,,371.6219
,,266.8444,,330.0215,,371.666625
,,266.868275,,330.119275,,371.685125
,,266.88895,,330.138425,,371.704825
,,266.919225,,330.1538,,371.76295
,,266.983425,,330.1678,,371.8626
,,266.99975,,330.20285,,371.891525
,,267.061425,,330.2111,,371.9018
,,267.086225,,330.2138,,371.950475
,,267.09565,,330.21665,,371.980375
,,267.102125,,330.249425,,371.9998
,,267.136475,,330.275275,,372.017325
,,267.152975,,330.28245,,372.026825
,,267.173675,,330.315525,,372.053025
,,267.191775,,330.377525,,372.1408
,,267.204525,,330.422775,,372.1686
,,267.217375,,330.43865,,372.178275
,,267.23745,,330.48665,,372.24405
,,267.2632,,330.506825,,372.2562
,,267.274975,,330.52105,,372.276875
,,267.295825,,330.539275,,372.399175
,,267.3246,,330.5726,,372.5168
,,267.342575,,330.59485,,372.55
,,267.3547,,330.640375,,372.6143
,,267.3896,,330.6524,,372.656125
,,267.404275,,330.6701,,372.6744
,,267.42,,330.7137,,372.71785
,,267.434325,,330.7704,,372.7212
,,267.46325,,330.78995,,372.75795
,,267.5022,,330.804975,,372.7755
,,267.547675,,330.82945,,372.790525
,,267.585375,,330.839875,,372.8302
,,267.595675,,330.85275,,372.882225
,,267.60805,,330.8546,,372.9215
,,267.629825,,330.874175,,373.0518
,,267.6504,,330.88465,,373.151025
,,267.664575,,330.893925,,373.226325
,,267.684825,,330.93385,,373.246775
,,267.703075,,330.9607,,373.301825
,,267.72065,,330.9877,,373.305075
,,267.7566,,330.99495,,373.3636
,,267.77065,,331.025425,,373.45635
,,267.787925,,331.05845,,373.4723
,,267.8064,,331.08605,,373.497825
,,267.822925,,331.1044,,373.5277
,,267.837825,,331.15685,,373.65995
,,267.8503,,331.183725,,373.691675
,,267.85515,,331.203,,373.7375
,,267.872675,,331.2775,,373.83675
,,267.889,,331.279575,,374.0824
,,267.90905,,331.33725,,374.094275
,,267.927,,331.39085,,374.10695
,,267.944925,,331.404525,,374.1507
,,267.965625,,331.443775,,374.17255
,,267.9864,,331.457625,,374.362875
,,268.006075,,331.46035,,374.37335
,,268.03155,,331.47235,,374.3795
,,268.043625,,331.4793,,374.394875
,,268.07015,,331.549375,,374.402475
,,268.0927,,331.5538,,374.5285
,,268.1075,,331.588,,374.6487
,,268.150525,,331.592625,,374.6632
,,268.17245,,331.604075,,374.67925
,,268.1795,,331.61755,,374.731175
,,268.197825,,331.671725,,374.762075
,,268.208775,,331.6743,,374.835
,,268.227675,,331.769825,,374.991275
,,268.260575,,331.7823,,374.9972
,,268.281675,,331.817125,,375.022675
,,268.3018,,331.82275,,375.127525
,,268.31835,,331.866625,,375.18865
,,268.3532,,331.885725,,375.207525
,,268.37085,,331.95355,,375.3876
,,268.402725,,331.96065,,375.4134
,,268.42095,,331.9861,,375.4483
,,268.445525,,332.084325,,375.47395
,,268.5037,,332.0955,,375.512525
,,268.573525,,332.102775,,375.5181
,,268.59345,,332.14485,,375.54515
,,268.6102,,332.149125,,375.80935
,,268.631425,,332.182875,,375.869
,,268.6598,,332.333125,,376.02365
,,268.6748,,332.35085,,376.035625
,,268.700025,,332.479725,,376.0445
,,268.717875,,332.50105,,376.079625
,,268.719475,,332.57445,,376.105675
,,268.7397,,332.595875,,376.166075
,,268.758475,,332.604175,,376.180375
,,268.766475,,332.61985,,376.226625
,,268.77155,,332.648475,,376.262125
,,268.807475,,332.66665,,376.2837
,,268.8228,,332.735425,,376.3881
,,268.840875,,332.784,,376.42785
,,268.868975,,332.8196,,376.4669
,,268.88615,,332.837475,,376.52605
,,268.90375,,332.840075,,376.550875
,,268.918925,,332.869575,,376.74825
,,268.941675,,332.874775,,376.7664
,,268.962725,,332.89645,,376.836275
,,268.9829,,332.9056,,376.854175
,,269.00495,,332.9089,,376.897625
,,269.01955,,332.930375,,377.122875
,,269.0402,,332.96745,,377.15085
,,269.06065,,333.0124,,377.17825
,,269.07285,,333.138825,,377.186675
,,269.10565,,333.1628,,377.2841
,,269.12355,,333.1901,,377.35765
,,269.1419,,333.210575,,377.382175
,,269.161275,,333.2369,,377.401825
,,269.171275,,333.2598,,377.410275
,,269.192225,,333.309725,,377.4315
,,269.211875,,333.329675,,377.4907
,,269.229775,,333.371825,,377.57635
,,269.24815,,333.412075,,377.638575
,,269.2504,,333.426325,,377.682675
,,269.266125,,333.4299,,377.7061
,,269.29055,,333.5475,,377.828075
,,269.306775,,333.561125,,377.8656
,,269.326525,,333.5775,,377.914475
,,269.343475,,333.64205,,377.940775
,,269.380975,,333.672275,,377.9705
,,269.397625,,333.69755,,378.045075
,,269.402275,,333.860525,,378.061125
,,269.4261,,333.897,,378.090525
,,269.4451,,333.949525,,378.12885
,,269.473675,,334.003025,,378.15435
,,269.487625,,334.0166,,378.1606
,,269.4909,,334.13725,,378.272525
,,269.53725,,334.24105,,378.331625
,,269.56785,,334.288475,,378.451875
,,269.5749,,334.35215,,378.501025
,,269.5849,,334.4515,,378.593225
,,269.608725,,334.497775,,378.6235
,,269.649,,334.512475,,378.7051
,,269.670025,,334.5502,,378.832075
,,269.713425,,334.571175,,378.8994
,,269.7639,,334.574875,,378.910225
,,269.78345,,334.577725,,378.98115
,,269.79925,,334.58075,,379.062125
,,269.8327,,334.584575,,379.095025
,,269.85605,,334.59105,,379.126875
,,269.875725,,334.65665,,379.22235
,,269.9071,,334.687625,,379.233325
,,269.931975,,334.7296,,379.31425
,,269.950225,,334.7941,,379.388875
,,269.97135,,334.79865,,379.44795
,,269.9906,,334.80865,,379.510175
,,270.010725,,334.8256,,379.529125
,,270.027375,,334.837825,,379.576975
,,270.10015,,334.842175,,379.57825
,,270.125275,,334.865825,,379.624575
,,270.139525,,334.975275,,379.668825
,,270.15655,,335.00235,,379.73335
,,270.1729,,335.02505,,379.76125
,,270.21275,,335.029425,,379.820675
,,270.2319,,335.103575,,379.9486
,,270.244225,,335.10705,,379.9822
,,270.26365,,335.263575,,380.04205
,,270.280275,,335.33985,,380.056225
,,270.295,,335.362225,,380.084275
,,270.324175,,335.430675,,380.1279
,,270.33805,,335.53645,,380.142725
,,270.353775,,335.55775,,380.243925
,,270.383825,,335.56865,,380.2894
,,270.407075,,335.5965,,380.396225
,,270.4195,,335.650725,,380.4032
,,270.426625,,335.687325,,380.431
,,270.4342,,335.707925,,380.603825
,,270.476675,,335.718575,,380.6363
,,270.5,,335.7783,,380.772725
,,270.5406,,335.811225,,380.931325
,,270.568675,,335.815825,,380.975025
,,270.5723,,335.84225,,381.0024
,,270.5864,,335.85595,,381.09965
,,270.606,,335.857875,,381.1387
,,270.629175,,335.891475,,381.312125
,,270.652,,335.92435,,381.329325
,,270.66815,,336.00095,,381.455375
,,270.701425,,336.011275,,381.49215
,,270.713975,,336.03735,,381.510475
,,270.732325,,336.05485,,381.5229
,,270.754375,,336.060675,,381.668525
,,270.7897,,336.112475,,381.74505
,,270.794125,,336.2905,,381.778275
,,270.802325,,336.293475,,381.790575
,,270.81335,,336.331475,,381.8461
,,270.839975,,336.363325,,381.87295
,,270.865875,,336.46815,,381.999225
,,270.8758,,336.47875,,382.0854
,,270.879625,,336.48605,,382.12395
,,270.89985,,336.531675,,382.137275
,,270.91555,,336.583375,,382.229975
,,270.9323,,336.640975,,382.2602
,,270.993225,,336.79395,,382.313525
,,271.040575,,336.798375,,382.36535
,,271.0642,,336.870075,,382.392375
,,271.087675,,336.8804,,382.465325
,,271.115225,,336.9128,,382.4925
,,271.151625,,336.93265,,382.521825
,,271.1653,,337.004625,,382.55415
,,271.187025,,337.0074,,382.573075
,,271.211225,,337.01295,,382.57465
,,271.232625,,337.022325,,382.623275
,,271.2602,,337.066125,,382.6621
,,271.267675,,337.15395,,382.7581
,,271.296025,,337.1554,,382.78085
,,271.335075,,337.1595,,382.8305
,,271.352925,,337.17855,,382.84115
,,271.368075,,337.216625,,382.849675
,,271.370325,,337.291,,382.87795
,,271.381675,,337.3372,,382.92965
,,271.403525,,337.36875,,382.9368
,,271.410875,,337.3772,,382.965475
,,271.41675,,337.40835,,382.9762
,,271.4347,,337.4375,,383.017225
,,271.452225,,337.44205,,383.090725
,,271.468,,337.4628,,383.1116
,,271.47815,,337.4721,,383.13355
,,271.499325,,337.4759,,383.194275
,,271.514575,,337.5085,,383.2575
,,271.543175,,337.514825,,383.27255
,,271.563675,,337.561375,,383.28015
,,271.5698,,337.571925,,383.343675
,,271.6079,,337.5849,,383.403725
,,271.640025,,337.6124,,383.4699
,,271.64505,,337.646525,,383.498375
,,271.659275,,337.66935,,383.509125
,,271.6832,,337.68285,,383.60155
,,271.710075,,337.698975,,383.620275
,,271.722375,,337.76325,,383.6802
,,271.745925,,337.786725,,383.7234
,,271.767,,337.810625,,383.753
,,271.7859,,337.842625,,383.7847
,,271.8117,,337.8864,,383.8304
,,271.8261,,337.915775,,383.840525
,,271.8756,,337.93865,,383.890025
,,271.894925,,337.963225,,383.9077
,,271.908175,,337.9894,,383.922125
,,271.917325,,338.0303,,383.945
,,271.93575,,338.03935,,383.951675
,,271.952875,,338.17495,,384.0327
,,271.966975,,338.193275,,384.054025
,,271.976625,,338.22955,,384.0802
,,271.985775,,338.2813,,384.11475
,,272.002575,,338.3162,,384.26565
,,272.033525,,338.3204,,384.2894
,,272.0548,,338.3285,,384.510375
,,272.06505,,338.3345,,384.601425
,,272.084,,338.373725,,384.633375
,,272.10285,,338.408075,,384.672875
,,272.143325,,338.4299,,384.688925
,,272.1578,,338.4339,,384.87345
,,272.174325,,338.529525,,385.002625
,,272.188375,,338.643625,,385.174475
,,272.199,,338.6477,,385.258825
,,272.22555,,338.674025,,385.326775
,,272.25185,,338.67465,,385.3816
,,272.307875,,338.749925,,385.39405
,,272.36615,,338.8865,,385.450425
,,272.374225,,338.968125,,385.5054
,,272.4469,,339.053525,,385.511425
,,272.453,,339.09815,,385.6037
,,272.467575,,339.188275,,385.64415
,,272.48985,,339.257775,,385.695425
,,272.51625,,339.282575,,385.733425
,,272.52785,,339.29295,,385.760525
,,272.534875,,339.31195,,385.780125
,,272.555375,,339.4406,,386.016825
,,272.564125,,339.44495,,386.03955
,,272.58085,,339.461875,,386.05005
,,272.590825,,339.4683,,386.081825
,,272.623025,,339.472775,,386.1307
,,272.6434,,339.5224,,386.1371
,,272.6506,,339.5897,,386.153175
,,272.6688,,339.63125,,386.234075
,,272.690625,,339.6372,,386.31975
,,272.711575,,339.6538,,386.361925
,,272.7215,,339.66535,,386.385025
,,272.771075,,339.672975,,386.441925
,,272.7874,,339.676325,,386.472875
,,272.7939,,339.698,,386.5977
,,272.79755,,339.7115,,386.625025
,,272.8152,,339.840425,,386.638175
,,272.8387,,339.85255,,386.64785
,,272.853575,,339.885075,,386.710875
,,272.86715,,339.919675,,386.71725
,,272.87545,,339.9408,,386.723875
,,272.884025,,339.943525,,386.766575
,,272.894475,,339.962625,,386.94805
,,272.910625,,339.96585,,386.9551
,,272.927675,,340.006525,,386.9682
,,272.931425,,340.03885,,387.067275
,,272.977975,,340.043625,,387.22215
,,273.019575,,340.125425,,387.23125
,,273.02295,,340.15325,,387.31105
,,273.0667,,340.22545,,387.34415
,,273.079825,,340.265125,,387.376075
,,273.101725,,340.30105,,387.406025
,,273.220275,,340.306725,,387.427825
,,273.230225,,340.34445,,387.464425
,,273.236975,,340.392325,,387.484375
,,273.253875,,340.400275,,387.519175
,,273.2672,,340.414275,,387.551575
,,273.291625,,340.43785,,387.575925
,,273.307375,,340.5,,387.61985
,,273.3293,,340.525575,,387.680475
,,273.35535,,340.53605,,387.710875
,,273.37815,,340.553225,,387.74695
,,273.40125,,340.6267,,387.7559
,,273.4258,,340.633775,,387.7656
,,273.4438,,340.6709,,387.78235
,,273.468325,,340.6759,,387.990925
,,273.489125,,340.77055,,388.033525
,,273.515075,,340.816375,,388.063325
,,273.549825,,340.89645,,388.06775
,,273.568675,,340.89905,,388.082725
,,273.590175,,340.944225,,388.19815
,,273.612525,,340.949525,,388.292725
,,273.633,,340.9574,,388.37455
,,273.654175,,341.037475,,388.390175
,,273.733975,,341.0539,,388.422875
,,273.75555,,341.092225,,388.46455
,,273.80335,,341.097975,,388.50325
,,273.815175,,341.122075,,388.522375
,,273.824175,,341.124925,,388.612675
,,273.837525,,341.130675,,388.63625
,,273.873375,,341.194325,,388.654025
,,273.892575,,341.2347,,388.676875
,,273.923325,,341.324975,,388.712875
,,273.9405,,341.34695,,388.719375
,,273.950075,,341.356975,,388.820175
,,273.97375,,341.3731,,388.838175
,,274.0044,,341.524,,388.85365
,,274.0367,,341.6358,,388.867
,,274.07415,,341.6757,,388.8808
,,274.088475,,341.703275,,388.88505
,,274.1082,,341.7297,,388.92065
,,274.138175,,341.76185,,388.9372
,,274.1714,,341.77475,,388.96625
,,274.223575,,341.84945,,389.06855
,,274.253025,,341.877525,,389.09775
,,274.273275,,341.924525,,389.101675
,,274.287625,,341.931425,,389.143475
,,274.29315,,341.9461,,389.256225
,,274.30065,,341.991275,,389.354775
,,274.3186,,342.053325,,389.413625
,,274.33465,,342.0974,,389.514
,,274.359375,,342.138025,,389.56125
,,274.39585,,342.149325,,389.590175
,,274.40735,,342.16675,,389.63055
,,274.441375,,342.17675,,389.64325
,,274.4658,,342.192775,,389.664325
,,274.490025,,342.211125,,389.759525
,,274.5258,,342.3044,,390.0117
,,274.5487,,342.391625,,390.037325
,,274.567975,,342.451,,390.07105
,,274.5823,,342.456,,390.10685
,,274.5981,,342.514025,,390.151875
