SPK_SPKC05a,SPK_SPKC05c,SPK_SPKC10b,SPK_SPKC10c,SPK_SPKC15a
3737.293675,3773.457775,3731.395,3812.714175,3848.59335
3737.3094,3773.558575,3731.463175,3812.8498,3848.672625
3737.31905,3773.6749,3731.611,3813.084,3848.7789
3737.3716,3773.836325,3731.6549,3813.178375,3848.91455
3737.401375,3774.0306,3731.728625,3813.320975,3849.021825
3737.432575,3774.356,3731.769775,3813.41065,3849.070875
3737.465375,3774.493575,3731.7857,3813.444525,3849.2664
3737.483025,3775.786575,3731.8183,3813.56015,3849.3577
3737.5695,3775.8494,3731.8433,3813.7047,3849.42525
3737.688225,3776.072625,3731.864475,3813.778075,3849.470375
3737.7654,3776.251025,3731.9723,3813.931225,3849.603925
3737.9322,3776.312575,3732.01055,3814.133575,3849.69775
3737.9683,3776.429975,3732.0467,3814.256775,3850.156575
3738.010375,3776.768475,3732.074425,3814.4135,3850.22175
3738.06765,3776.79975,3732.13575,3814.4946,3850.538325
3738.09415,3776.9206,3732.180775,3814.65265,3850.57705
3738.13565,3777.072425,3732.22005,3814.9783,3850.7951
3738.273925,3777.577975,3732.255925,3815.143025,3850.8231
3738.3731,3777.673575,3732.289775,3815.515325,3850.882225
3738.4196,3777.76425,3732.33415,3815.97495,3850.920525
3738.47755,3777.821375,3732.3501,3816.59945,3851.228675
3738.526375,3778.069625,3732.367,3816.72075,3851.259725
3738.5717,3778.63395,3732.3818,3816.833575,3851.295625
3738.57955,3778.837575,3732.422875,3817.0318,3851.5498
3738.61525,3778.942475,3732.4344,3817.4587,3851.5755
3738.783825,3779.974325,3732.458275,3818.642275,3851.60675
3738.8651,3780.26825,3732.481175,3818.96,3851.668375
3739.01745,3780.377275,3732.524775,3819.249275,3851.6906
3739.22415,3780.4193,3732.543475,3819.4722,3851.7303
3739.284525,3780.593875,3732.5725,3819.640925,3851.768925
3739.42245,3780.789875,3732.607775,3819.778425,3851.830475
3739.570025,3780.88935,3732.63915,3820.064,3851.8618
3739.64525,3781.012825,3732.651125,3820.283275,3851.963575
3739.798075,3781.4444,3732.66475,3820.4495,3852.024375
3739.9894,3781.632625,3732.675725,3820.7258,3852.3281
3740.108775,3781.897375,3732.702725,3821.038275,3852.816075
3740.5264,3781.94375,3732.7143,3821.1415,3852.9543
3740.666425,3782.044775,3732.7261,3821.30685,3852.990225
3740.803575,3782.3466,3732.738,3821.4443,3853.035275
3741.0092,3782.548375,3732.75085,3821.515025,3853.077425
3741.1063,3782.6147,3732.7867,3821.666225,3853.146875
3741.31175,3782.673125,3732.807225,3821.769575,3853.176125
3741.4623,3782.68365,3732.824475,3821.86245,3853.3857
3741.639425,3782.92525,3732.836225,3822.03645,3853.636475
3741.7741,3782.970825,3732.869075,3822.079725,3853.855525
3742.03085,3783.107525,3732.883775,3822.185975,3853.973275
3742.119575,3783.185875,3732.9183,3822.35895,3854.010225
3742.188225,3783.22545,3732.931325,3822.4785,3854.046225
3742.276175,3783.283475,3732.9395,3822.5696,3854.23235
3742.2846,3783.386175,3732.9565,3822.6475,3854.285475
3742.30325,3783.576775,3732.9739,3822.685975,3854.9363
3742.311025,3783.709275,3732.9959,3822.709425,3854.963575
3742.328375,3783.789825,3733.010275,3822.735625,3855.81425
3742.377525,3784.10355,3733.034625,3822.753275,3856.2451
3742.40135,3784.271625,3733.04705,3822.771125,3856.9013
3742.50285,3784.46615,3733.060075,3822.789475,3857.4241
3742.63405,3784.67335,3733.089,3822.802725,3859.3945
3742.931675,3784.77405,3733.099,3822.836425,3862.28755
3743.842375,3784.9325,3733.1098,3822.8835,3863.752725
3744.057125,3785.061225,3733.125925,3822.894125,3865.252625
3744.686875,3785.2285,3733.13575,3822.932225,3865.51805
3744.921975,3785.364,3733.170925,3822.956775,3865.630175
3745.88355,3785.57325,3733.197275,3822.977,3865.719025
3746.468975,3785.6287,3733.2102,3823.004375,3865.8714
3746.633625,3785.73305,3733.236075,3823.0213,3865.9993
3746.944,3785.936675,3733.264075,3823.0436,3867.737475
3747.109075,3786.025525,3733.280075,3823.071775,3868.129975
3747.395975,3786.098175,3733.29185,3823.08545,3868.458325
3747.9571,3786.187525,3733.306275,3823.109625,3868.6887
3748.3559,3786.490125,3733.31375,3823.1241,3868.73295
3748.461575,3786.75285,3733.322925,3823.15105,3868.748725
3748.509375,3787.186925,3733.3552,3823.179275,3868.87035
3748.738,3787.56395,3733.376725,3823.1929,3869.21595
3750.37445,3787.727125,3733.3849,3823.21775,3869.393875
3750.59175,3787.9393,3733.407575,3823.226725,3869.42685
3750.7417,3788.03795,3733.4311,3823.2916,3869.43925
3750.93605,3788.438325,3733.4704,3823.35935,3869.4764
3751.23155,3788.753675,3733.48455,3823.3652,3870.29935
3751.28935,3788.918,3733.519225,3823.42005,3871.4565
3751.393075,3789.031,3733.531625,3823.452725,3871.58395
3751.4934,3789.102675,3733.54675,3823.4984,3872.60845
3751.529375,3789.3272,3733.572575,3823.50595,3872.65355
3751.62105,3789.377825,3733.584,3823.524575,3872.8355
3751.658,3789.40995,3733.602975,3823.536925,3872.953675
3751.682475,3789.45645,3733.61505,3823.593825,3873.022025
3751.7462,3789.502775,3733.632425,3823.61025,3873.092425
3751.792,3789.667075,3733.642825,3823.721575,3873.144525
3751.887675,3789.801475,3733.667175,3823.79025,3873.209625
3751.925875,3790.184675,3733.695175,3823.908675,3873.25905
3751.95345,3790.4795,3733.722475,3824.056375,3873.405575
3751.994925,3791.063225,3733.7384,3824.19535,3873.436775
3752.06355,3791.173125,3733.75195,3824.36555,3873.5497
3752.101925,3791.3178,3733.773775,3824.489525,3873.626725
3752.209425,3791.746875,3733.783475,3824.581675,3873.754525
3752.288775,3792.36225,3733.8308,3824.803375,3873.846725
3752.32925,3792.674475,3733.855325,3824.8304,3874.1222
3752.377725,3793.12685,3733.873125,3824.902975,3874.2996
3752.39425,3795.94485,3733.90465,3824.98685,3874.5426
3752.437825,3796.0066,3733.916425,3825.0285,3874.648125
3752.4663,3799.334725,3733.9241,3825.204575,3874.86015
3752.50045,3800.1028,3733.948425,3826.082375,3875.436925
3752.541075,3800.19985,3733.967775,3826.27595,3875.529125
3752.606375,3800.232,3733.990575,3826.51355,3875.7545
3752.672275,3800.350025,3734.0264,3826.527175,3875.85795
3752.74195,3800.382425,3734.0437,3826.950575,3875.99655
3752.7761,3800.3908,3734.064725,3827.123425,3877.032475
3752.9147,3800.4317,3734.08005,3827.226325,3877.104775
3752.956925,3800.47745,3734.102875,3827.509875,3877.2717
3752.99075,3800.582025,3734.111625,3827.80425,3877.388575
3753.06385,3800.789575,3734.12345,3827.839475,3877.4867
3753.135975,3800.839075,3734.15,3828.130375,3877.774275
3753.20835,3800.94165,3734.163325,3828.435525,3877.858425
3753.249425,3800.9848,3734.173875,3828.480175,3877.91925
3753.437575,3801.087525,3734.19735,3829.484975,3877.9397
3753.459,3801.165525,3734.21925,3829.548575,3878.0772
3753.507725,3801.2451,3734.237875,3830.161325,3878.63515
3753.524425,3801.2794,3734.25315,3830.178625,3879.35955
3753.614425,3801.399275,3734.26375,3830.27935,3879.5539
3753.680425,3801.50455,3734.31,3833.03725,3879.718125
3753.801825,3801.541675,3734.3168,3834.3211,3879.77215
3753.841675,3801.578075,3734.33975,3835.301575,3880.757825
3753.8754,3801.617825,3734.351875,3836.50695,3881.7216
3753.9055,3801.67565,3734.388475,3837.117275,3881.9714
3753.94135,3801.76,3734.4109,3837.56515,3882.22815
3754.04925,3801.887925,3734.45085,3837.887325,3882.864175
3754.07875,3802.176325,3734.4611,3838.305875,3883.283725
3754.196675,3802.237325,3734.497925,3838.46725,3883.3081
3754.244775,3802.302975,3734.515075,3838.65395,3884.2311
3754.411825,3802.41845,3734.555575,3839.1737,3884.275
3754.49305,3802.470925,3734.5731,3839.5343,3885.0727
3754.53965,3802.655925,3734.58945,3839.697825,3885.92105
3754.57965,3802.69415,3734.6104,3840.71085,3885.9574
3754.64705,3802.828375,3734.651125,3840.951625,3886.8449
3754.690975,3802.8501,3734.660725,3841.0166,3886.923975
3754.904825,3802.9168,3734.730375,3841.1501,3886.96735
3754.962375,3803.030175,3734.7453,3841.3746,3887.324825
3755.039275,3803.1431,3734.77685,3841.39625,3887.418175
3755.0773,3803.4233,3734.812975,3841.469975,3887.4515
3755.096775,3803.512775,3734.823,3841.536875,3887.574325
3755.12975,3803.57385,3734.85505,3841.5625,3887.96
3755.13115,3803.72015,3734.87825,3841.890625,3887.99095
3755.1554,3803.826375,3734.90805,3842.1691,3888.203225
3755.18815,3803.845875,3734.9265,3842.60875,3888.5747
3755.2199,3803.935175,3734.932625,3843.076325,3888.59215
3755.2429,3803.978275,3734.9459,3843.098775,3889.106675
3755.290075,3804.04995,3734.971525,3843.151625,3891.2803
3755.329625,3804.118825,3734.9785,3843.183575,3891.40825
3755.436325,3804.344425,3735.004275,3843.340525,3891.925075
3755.603375,3804.430425,3735.0447,3843.4274,3892.103025
3755.62085,3804.89395,3735.08805,3843.587675,3893.0019
3755.82385,3804.923325,3735.097375,3843.6274,3894.1656
3755.886375,3805.10455,3735.1113,3843.691025,3894.2603
3755.916175,3805.212075,3735.1216,3843.731775,3894.286175
3755.99515,3805.2645,3735.146975,3843.76995,3894.345125
3756.224725,3805.315275,3735.17175,3843.82755,3894.37025
3756.32665,3805.537925,3735.2116,3844.04695,3894.41905
3756.384575,3805.701525,3735.228175,3844.053675,3894.911725
3756.446875,3805.90985,3735.237275,3844.100925,3894.9749
3756.730375,3806.086175,3735.28085,3844.13345,3895.547075
3756.872575,3806.37365,3735.30435,3844.139525,3895.600275
3756.9697,3806.4898,3735.315625,3844.17165,3895.66155
3757.04,3806.5485,3735.35035,3844.181275,3895.725075
3757.115525,3806.631225,3735.368125,3844.2134,3895.87185
3757.1252,3806.6757,3735.400325,3844.2507,3895.950925
3757.144475,3806.896975,3735.4169,3844.3651,3895.9753
3757.27255,3806.995175,3735.4888,3844.393,3896.02285
3757.332625,3807.9224,3735.497975,3844.40195,3896.2783
3757.368575,3808.348425,3735.511675,3844.429875,3896.433025
3757.421725,3808.715525,3735.5334,3844.453225,3897.007675
3757.582275,3808.912375,3735.552,3844.4659,3897.063125
3757.66875,3809.335825,3735.561725,3844.473825,3897.20295
3757.747475,3809.39285,3735.57135,3844.51735,3897.257325
3757.9033,3809.6375,3735.585075,3844.542425,3898.57055
3757.944625,3810.1182,3735.598025,3844.559625,3899.544175
3758.019975,3811.27945,3735.611675,3844.58445,3899.9568
3758.082775,3811.472,3735.62385,3844.613275,3899.973675
3758.2562,3811.576675,3735.648125,3844.66145,
3758.40755,3811.944075,3735.653275,3844.68585,
3758.478675,3812.110975,3735.677425,3844.736025,
3758.6763,3812.727675,3735.6938,3844.766025,
3758.839675,3812.874325,3735.737,3844.80115,
3759.337575,3813.04585,3735.76515,3844.838925,
3759.893225,3813.89235,3735.7943,3844.867375,
3760.00905,3814.685975,3735.80075,3844.8912,
3760.10105,3815.262175,3735.8081,3844.91665,
3760.129425,3815.360375,3735.81805,3844.9374,
3760.19315,3816.191025,3735.8337,3844.95565,
3760.267475,3817.264825,3735.84635,3844.9773,
3760.3568,3818.366375,3735.8575,3845.014,
3760.592475,3818.5485,3735.865875,3845.070275,
3760.74625,3819.5566,3735.894525,3845.08245,
3760.85175,3821.009125,3735.903075,3845.091625,
3761.051625,3822.69875,3735.914075,3845.1153,
3761.3117,3822.844675,3735.9406,3845.1277,
3761.50315,3823.14575,3735.951,3845.146275,
3761.614,3823.21325,3735.9608,3845.163125,
3762.084425,3823.28205,3735.974825,3845.219875,
3762.316275,3823.430325,3736.00365,3845.2409,
3762.77975,3823.45995,3736.024675,3845.2585,
3762.94365,3823.58805,3736.038,3845.294075,
3763.29185,3823.6297,3736.088075,3845.30225,
3763.633175,3823.8167,3736.09665,3845.317575,
3764.2115,3823.973125,3736.1214,3845.337125,
3764.46815,3824.02875,3736.1742,3845.347625,
3764.86005,3824.041775,3736.204825,3845.359275,
3765.0443,3824.524025,3736.222375,3845.39605,
3765.139025,3824.73425,3736.2355,3845.4332,
3765.299225,3824.815325,3736.2504,3845.450175,
3765.464175,3824.98875,3736.289225,3845.52635,
3765.501775,3824.9902,3736.332225,3845.57775,
3765.59815,3825.11805,3736.341775,3845.727275,
3765.661975,3825.2973,3736.3857,3846.1009,
3766.070875,3825.3939,3736.405275,3846.116075,
3766.29645,3825.424125,3736.461975,3846.215375,
3766.37625,3825.47235,3736.480975,3846.276975,
3766.6065,3825.56415,3736.493425,3846.30445,
3766.712675,3825.60715,3736.530925,3846.321375,
3766.8709,3825.65325,3736.5492,3846.332025,
3766.995825,3825.794875,3736.59685,3846.407475,
3767.1668,3826.011975,3736.630375,3846.419525,
3767.2322,3826.070875,3736.64465,3846.42665,
3767.4042,3826.12855,3736.682775,3846.455975,
3767.586025,3826.1552,3736.7016,3846.4783,
3767.9216,3826.18655,3736.710775,3846.5219,
3768.03015,3826.27905,3736.717225,3846.542525,
3768.06465,3826.35395,3736.76865,3846.572975,
3768.091425,3826.723725,3736.80435,3846.62185,
3768.103975,3826.796075,3736.831175,3846.6288,
3768.128875,3826.876725,3736.83995,3846.6459,
3768.1746,3826.919275,3736.8792,3846.6726,
3768.20985,3826.945825,3736.886975,3846.680475,
3768.271275,3827.062375,3736.90835,3846.729,
3768.304725,3827.177125,3736.94095,3846.80925,
3768.3361,3827.225225,3736.956875,3846.8321,
3768.353975,3827.3246,3736.9636,3846.86135,
3768.3693,3827.4364,3736.97605,3846.8798,
3768.371775,3827.501475,3736.99785,3846.91635,
3768.400275,3827.52385,3737.003875,3846.982375,
3768.53875,3827.580875,3737.04035,3847.143125,
3768.595825,3827.656125,3737.051575,3847.330925,
3768.666525,3827.690225,3737.115025,3847.3829,
3768.693425,3827.791425,3737.128575,3847.430575,
3768.79945,3827.837025,3737.144775,3847.4923,
3768.946975,3827.9392,3737.15985,3847.516,
3768.982575,3828.036625,3737.189925,3847.62935,
3769.028175,3828.087825,3737.204925,3847.65235,
3769.054975,3828.33575,3737.254775,3847.67755,
3769.1007,3828.751475,3737.276225,3847.6887,
3769.132525,3828.81505,3737.31015,3847.803,
3769.140725,3828.921375,3737.324225,3847.827875,
3769.17385,3829.12395,3737.391775,3847.9168,
3769.211775,3829.1805,3737.426175,3847.942675,
3769.267325,3829.468425,3737.44825,3847.99295,
3769.2897,3829.588675,3737.481225,3848.004825,
3769.3455,3829.758575,3737.522175,3848.028,
3769.378,3829.78645,3737.531475,3848.090975,
3769.41295,3829.917775,3737.588425,3848.125225,
3769.4439,3830.386475,3737.625225,3848.26805,
3769.4749,3830.565275,3737.645925,3848.508425,
3769.514175,3830.613175,3737.6866,3848.79235,
3769.534575,3830.74655,3737.7186,3848.81605,
3769.58145,3830.838325,3737.73055,3848.877525,
3769.633175,3830.9912,3737.7435,3848.981925,
3769.707025,3831.195075,3737.761525,3849.046525,
3769.7907,3831.27275,3737.77265,3849.0646,
3769.8498,3831.406275,3737.79365,3849.238825,
3769.915675,3831.4956,3737.8078,3849.455375,
3769.92865,3831.840525,3737.8531,3849.4711,
3770.018825,3832.116575,3737.906,3849.583825,
3770.0536,3832.303625,3737.939275,3849.615475,
3770.15985,3832.68365,3737.964125,3849.982925,
3770.25325,3832.8551,3737.98245,3850.004925,
3770.354375,3833.12775,3738.008725,3850.27255,
3770.437675,3833.141325,3738.028175,3850.3405,
3770.50595,3833.30065,3738.03885,3850.35895,
3770.555475,3834.474,3738.079925,3850.39005,
3770.611875,3834.970825,3738.1073,3850.503175,
3770.658075,3835.11755,3738.155175,3850.581125,
3770.68,3835.640875,3738.1895,3850.636125,
3770.731375,3836.036875,3738.222925,3850.721625,
3770.772225,3836.2931,3738.236475,3850.836075,
3770.79945,3837.632575,3738.281475,3851.16295,
3770.846825,3837.851525,3738.302525,3851.2765,
3770.9507,3838.169025,3738.3389,3851.41535,
3771.02055,3838.203925,3738.373425,3851.515425,
3771.062025,3838.2241,3738.386825,3851.548,
3771.1384,3838.251425,3738.622875,3851.561575,
3771.2116,3838.382775,3738.6843,3851.922175,
3771.304625,3838.46155,3738.70835,3852.44905,
3771.3675,3838.5059,3738.731875,3852.4558,
3771.40305,3838.74025,3738.77835,3852.494825,
3771.46895,3838.78005,3738.826975,3853.078675,
3771.57165,3839.089075,3738.8719,3853.278925,
3771.59765,3839.225175,3738.8901,3855.913125,
3771.65285,3839.2571,3738.935625,3857.291725,
3771.750125,3839.3178,3738.963175,3857.46285,
3771.78315,3839.391275,3738.999725,3858.14985,
3771.9534,3839.53435,3739.022825,3859.280975,
3772.011475,3839.629,3739.0962,3859.61825,
3772.112375,3839.686025,3739.148125,3860.311475,
3772.147175,3839.76355,3739.188125,3861.612775,
3772.2566,3839.849025,3739.20585,3862.38725,
3772.3735,3839.940875,3739.23475,3862.652325,
3772.450575,3839.98075,3739.280525,3863.270675,
3772.5744,3840.0375,3739.419425,3863.54785,
3772.687425,3840.08125,3739.4459,3863.7167,
3772.83925,3840.167175,3739.576925,3864.23105,
3772.9138,3840.210875,3739.6237,3864.43205,
3773.07155,3840.26795,3739.647825,3864.719875,
3773.187175,3840.348525,3739.684075,3864.80745,
3773.22155,3840.557475,3739.7242,3864.846825,
3773.266075,3840.87455,3739.794575,3864.945875,
3773.392275,3840.91815,3739.87985,3865.060125,
3773.4326,3841.066775,3739.934575,3865.951,
3773.4907,3841.093075,3740.002175,3866.2365,
3773.53775,3841.122375,3740.0517,3866.76895,
3773.587875,3841.295075,3740.095625,3866.9537,
3773.601675,3841.37455,3740.257675,3867.004825,
3773.81465,3841.6706,3740.315925,3867.010425,
3773.842225,3841.78305,3740.392675,3867.017625,
3773.923375,3842.018125,3740.4717,3867.069625,
3774.169025,3842.109325,3740.52775,3867.13055,
3774.41945,3842.18055,3740.632475,3867.14555,
3774.592025,3842.356,3740.829575,3867.1549,
3774.76625,3842.395425,3740.941275,3867.180075,
3774.8459,3842.437775,3741.074975,3867.202175,
3775.004725,3842.555675,3741.105575,3867.233325,
3775.153,3842.604175,3741.17265,3867.242875,
3775.3296,3842.629575,3741.275175,3867.250025,
3775.4125,3842.6943,3741.429175,3867.295375,
3775.4905,3842.7501,3741.4737,3867.398,
3775.59595,3842.811875,3741.5224,3867.447725,
3775.6797,3842.985575,3741.72305,3867.49295,
3775.736925,3843.0426,3742.141025,3867.5161,
3775.7776,3843.1504,3742.15775,3867.538125,
3775.845975,3843.2155,3742.211875,3867.616,
3775.91995,3843.314575,3742.2413,3867.695025,
3776.0068,3843.42625,3742.2812,3867.86115,
3776.05795,3843.427375,3742.2983,3868.0502,
3776.170525,3843.5304,3742.33265,3868.3373,
3776.28415,3843.59765,3742.34495,3868.4184,
3776.4794,3843.6435,3742.378875,3868.455425,
3776.554825,3843.69465,3742.414825,3868.50365,
3776.658225,3843.838125,3742.436575,3868.56715,
3776.8617,3843.904125,3742.49075,3868.817425,
3776.89465,3844.001375,3742.6507,3868.94725,
3776.9724,3844.183775,3742.7666,3869.071875,
3777.136475,3844.32875,3742.855525,3869.111775,
3777.2138,3844.384725,3742.909775,3869.599375,
3777.37665,3844.48725,3743.0128,3869.62395,
3777.4816,3844.6299,3743.55825,3869.691825,
3777.567375,3844.676475,3744.058175,3869.8943,
3777.61105,3844.722175,3744.586425,3870.11535,
3777.893525,3844.747175,3744.7851,3870.2454,
3778.016775,3844.935125,3745.1714,3870.320075,
3778.1449,3846.669125,3745.3069,3870.580875,
3778.30215,3847.391975,3745.454825,3870.645925,
3778.444,3847.424925,3749.419425,3870.6649,
3778.52305,3847.55395,3750.52665,3870.687875,
3778.617425,3847.621725,3750.5524,3870.71615,
3778.683725,3847.893675,3750.64465,3870.7289,
3778.72925,3848.021625,3750.8729,3870.770825,
3778.797975,3848.211675,3751.10915,3870.784375,
3778.8517,3848.29305,3751.196775,3870.9822,
3778.9158,3848.371925,3751.231375,3871.15165,
3779.062875,3848.655175,3751.45125,3871.73085,
3779.2792,3848.70375,3751.503525,3871.737625,
3779.371925,3848.88665,3751.515575,3871.747425,
3779.4766,3848.981925,3751.528075,3871.79885,
3779.5219,3849.17275,3751.540175,3871.93475,
3779.7226,3849.274525,3751.562925,3871.995575,
3779.79845,3849.303175,3751.569425,3872.008275,
3779.80935,3849.33525,3751.589875,3872.15475,
3779.853925,3849.378475,3751.605025,3872.296225,
3779.886975,3849.499675,3751.61915,3872.305825,
3779.95925,3849.59515,3751.629175,3872.338825,
3779.9957,3849.64665,3751.638525,3872.347075,
3780.020225,3849.7222,3751.6623,3872.3877,
3780.022875,3849.904325,3751.670425,3872.409825,
3780.048275,3849.98475,3751.6954,3872.4305,
3780.07515,3850.01515,3751.70835,3872.47,
3780.1628,3850.085925,3751.735825,3872.582775,
3780.32,3850.219375,3751.796575,3873.950175,
3780.388875,3850.258975,3751.825775,3874.969325,
3780.53975,3850.285425,3751.8394,3875.0917,
3780.58825,3850.30565,3751.85405,3876.63365,
3780.712225,3850.3775,3751.918125,3876.862225,
3780.8973,3850.437075,3751.9332,3876.884025,
3780.9765,3850.559525,3751.9417,3877.90305,
3781.028675,3850.669775,3751.962675,3878.034125,
3781.273225,3850.715375,3751.98675,3878.5257,
3781.354725,3850.872,3752.00045,3878.606525,
3781.42505,3850.971975,3752.03165,3878.71465,
3781.4913,3851.0665,3752.054525,3878.749325,
3781.710525,3851.114275,3752.070075,3879.463575,
3781.752375,3851.30745,3752.086125,3880.24345,
3781.842075,3851.372475,3752.103275,3880.4447,
3781.88755,3851.500375,3752.127075,3880.645975,
3781.958775,3851.5375,3752.135475,3880.800675,
3781.97455,3851.6718,3752.1547,3881.22685,
3781.9812,3851.761425,3752.175025,3881.36295,
3782.029925,3851.83065,3752.2009,3881.637775,
3782.0619,3851.9201,3752.209025,3883.038375,
3782.077725,3851.92935,3752.224975,3883.418825,
3782.2014,3852.30945,3752.255075,3883.609625,
3782.244025,3852.5804,3752.283525,3883.637725,
3782.326575,3852.792225,3752.309175,3883.8906,
3782.3889,3852.798425,3752.325175,3883.944075,
3782.4216,3852.9684,3752.3418,3884.028425,
3782.440225,3853.051025,3752.3756,3884.837025,
3782.47925,3853.315625,3752.401375,3884.87615,
3782.5383,3853.363,3752.416925,3885.2534,
3782.621175,3853.5526,3752.43025,3885.503825,
3782.736425,3853.6732,3752.4409,3885.59955,
3782.79085,3853.839025,3752.4508,3885.6576,
3782.888725,3853.9765,3752.478,3886.1573,
3782.94595,3854.1124,3752.50005,3886.45085,
3782.9783,3854.4248,3752.511425,3886.473725,
3783.0184,3854.4949,3752.528575,3886.531925,
3783.04405,3854.8751,3752.553525,3886.770325,
3783.06945,3854.964675,3752.563875,3886.8563,
3783.129825,3855.0324,3752.577975,3892.098325,
3783.192125,3855.443975,3752.602575,3892.8148,
3783.234925,3856.252475,3752.610475,3892.85235,
3783.3233,3856.426575,3752.63195,3893.16065,
3783.3514,3856.810775,3752.643775,3893.399325,
3783.423125,3857.502825,3752.65515,3893.919075,
3783.47605,3857.629475,3752.674925,3894.218425,
3783.6502,3857.98585,3752.70205,3894.602975,
3783.72205,3858.946575,3752.72395,3895.114575,
3783.75835,3859.3363,3752.75025,3895.2031,
3783.802925,3859.7736,3752.771575,3895.34105,
3783.888975,3861.58415,3752.8069,3895.699125,
3783.949525,3864.046225,3752.81395,3895.741775,
3783.981075,3865.917875,3752.847275,3898.349025,
3784.0413,3866.242825,3752.858,,
3784.074825,3866.809575,3752.8774,,
3784.109175,3866.894325,3752.90045,,
3784.19945,3866.998375,3752.938525,,
3784.2315,3866.99995,3752.948175,,
3784.247625,3867.056525,3752.95885,,
3784.287925,3867.2911,3752.972575,,
3784.34785,3867.3365,3753.0003,,
3784.3817,3867.52615,3753.01825,,
3784.424175,3867.59405,3753.053,,
3784.483,3867.728725,3753.07695,,
3784.5627,3867.806775,3753.0871,,
3784.63525,3867.889875,3753.11945,,
3784.67615,3868.0197,3753.1387,,
3784.727775,3868.166925,3753.1544,,
3784.74965,3868.28895,3753.1619,,
3784.810625,3868.411975,3753.1715,,
3784.94415,3868.475525,3753.19655,,
3785.07725,3868.630625,3753.20365,,
3785.193025,3868.862475,3753.235825,,
3785.330925,3868.93265,3753.246925,,
3785.4923,3868.98285,3753.28045,,
3785.566275,3869.13255,3753.29885,,
3785.611925,3869.32725,3753.32045,,
3785.623275,3869.3534,3753.3271,,
3785.66385,3869.421925,3753.339325,,
3785.6857,3869.6371,3753.351175,,
3785.7205,3869.7744,3753.360725,,
3785.745725,3869.831475,3753.388425,,
3785.761275,3870.02745,3753.403425,,
3785.777025,3870.053,3753.469675,,
3785.780925,3870.192475,3753.500675,,
3785.799525,3870.288775,3753.518575,,
3785.8166,3870.30305,3753.5353,,
3785.8484,3870.44225,3753.549775,,
3785.85825,3870.867675,3753.563975,,
3785.9074,3870.92745,3753.57135,,
3785.927025,3870.9936,3753.63325,,
3785.95895,3871.02625,3753.696875,,
3785.999925,3871.081675,3753.730575,,
3786.030025,3871.100375,3753.773525,,
3786.089975,3871.151675,3753.798525,,
3786.110375,3871.4026,3753.8085,,
3786.19775,3871.490325,3753.867525,,
3786.23015,3871.656625,3753.881575,,
3786.36215,3872.04745,3753.91305,,
3786.398725,3872.0966,3753.9346,,
3786.42735,3872.166475,3753.94975,,
3786.63515,3872.24135,3753.968775,,
3786.726475,3872.54345,3753.98275,,
3786.79865,3873.194875,3754.012,,
3786.8904,3873.24545,3754.0434,,
3786.919325,3873.293775,3754.081575,,
3787.05765,3873.574825,3754.092175,,
3787.197,3874.3147,3754.120675,,
3787.43975,3874.7333,3754.16355,,
3787.5411,3875.0122,3754.190525,,
3787.598475,3875.166825,3754.2049,,
3787.71075,3875.2956,3754.244475,,
3787.815825,3876.4373,3754.2787,,
3787.845325,3877.7804,3754.293925,,
3787.930525,3878.8804,3754.308625,,
3788.035275,3879.225925,3754.3287,,
3788.0977,3879.6065,3754.3511,,
3788.2841,3880.8977,3754.367725,,
3788.34955,3881.26135,3754.391475,,
3788.401825,3881.409875,3754.404025,,
3788.5556,3881.489425,3754.435375,,
3788.6093,3883.3348,3754.446875,,
3788.731275,3883.514525,3754.495,,
3788.77025,3883.58265,3754.5076,,
3788.8054,3883.62975,3754.57065,,
3788.83205,3883.7728,3754.608925,,
3788.89335,3884.10685,3754.632325,,
3788.943075,3884.159075,3754.645925,,
3789.022725,3884.283225,3754.662975,,
3789.11295,3884.307125,3754.686175,,
3789.1974,3884.3603,3754.698375,,
3789.258175,3884.49715,3754.730475,,
3789.301825,3884.581125,3754.7523,,
3789.406,3884.8936,3754.783425,,
3789.515075,3885.034675,3754.7911,,
3789.722175,3885.073175,3754.817275,,
3789.81095,3885.0988,3754.845275,,
3789.965475,3885.18895,3754.87355,,
3790.049375,3885.36355,3754.8977,,
3790.2644,3885.550425,3754.907225,,
3790.48645,3885.70435,3754.932425,,
3790.634775,3885.77695,3754.977425,,
3790.79845,3885.842775,3754.992575,,
3790.929625,3885.882625,3755.01675,,
3790.980625,3886.0432,3755.0276,,
3791.129075,3886.2004,3755.05055,,
3791.26565,3886.212525,3755.06415,,
3791.428325,3886.33745,3755.07665,,
3791.70665,3886.381325,3755.0905,,
3792.226575,3886.542425,3755.111675,,
3792.630175,3886.565625,3755.1279,,
3792.81225,3886.595125,3755.139475,,
3793.9805,3886.78875,3755.149525,,
3794.079675,3886.829125,3755.18445,,
3794.508475,3887.1752,3755.194225,,
3795.112125,3887.322425,3755.203375,,
3796.05725,3887.347625,3755.218825,,
3796.744575,3887.525775,3755.226325,,
3797.1518,3887.615175,3755.23245,,
3797.3167,3887.754,3755.24595,,
3797.4605,3887.789575,3755.256525,,
3797.546125,3887.94515,3755.268425,,
3797.678625,3887.99565,3755.278725,,
3797.955225,3888.698675,3755.287175,,
3798.7346,3888.7848,3755.29375,,
