SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC03b,SPK_SPKC07b,SPK_SPKC07c,SPK_SPKC12a,SPK_SPKC14c
257.6692,206.291125,172.719475,281.9425,295.03985,,161.593475
257.7399,206.31425,172.734025,281.959375,295.05175,,161.608575
257.7759,206.3433,172.75185,282.1248,295.0623,,161.6322
257.835475,206.428575,172.774225,282.168225,295.07445,,161.653775
257.908875,206.488975,172.790725,282.3132,295.1047,,161.692925
257.99295,206.526475,172.875925,282.319525,295.127775,,161.704175
258.12025,206.596175,172.887,282.362725,295.206225,,161.719725
258.17,206.6171,172.9006,282.5135,295.321325,,161.73845
258.190875,206.680375,173.029075,282.6026,295.475625,,161.747925
258.2461,206.736075,173.15115,282.6893,295.940875,,161.76565
258.286425,206.761925,173.207675,282.75865,295.984325,,161.78435
258.335725,206.787775,173.220625,282.975325,296.03685,,161.800175
258.391275,206.809175,173.2267,282.978425,296.071725,,161.821775
258.4806,206.826725,173.230625,283.0102,296.082575,,161.847975
258.60935,206.856325,173.2681,283.124975,296.115375,,161.86885
258.615475,206.9149,173.3333,283.200525,296.127675,,161.8994
258.617675,207.203925,173.3851,283.240875,296.156075,,161.921825
258.63575,207.224575,173.3981,283.405475,296.6337,,161.93735
258.66095,207.240925,173.45225,283.471025,298.040975,,161.94965
258.7599,207.259575,173.469575,283.56665,298.5942,,161.968275
258.810925,207.27085,173.484325,283.6182,299.361325,,161.984925
259.0168,207.283,173.51505,283.84715,299.44315,,162.011025
259.1184,207.29255,173.574825,283.9585,299.8342,,162.02635
259.1366,207.3013,173.594025,284.06915,299.92575,,162.03895
259.1506,207.311325,173.603975,284.07185,,,162.066625
259.274075,207.330975,173.65565,284.29205,,,162.07585
259.309625,207.3741,173.6703,284.366525,,,162.089175
259.610375,207.426375,173.6882,284.407725,,,162.10535
259.621625,207.44565,173.71155,284.54945,,,162.1193
259.6314,207.476575,173.731475,284.702175,,,162.133625
259.7287,207.498025,173.749275,284.7574,,,162.153625
259.9425,207.52745,173.761575,285.2047,,,162.185025
260.245575,207.553525,173.777775,285.298525,,,162.201325
260.453925,207.659225,173.837875,285.31985,,,162.244125
260.74675,207.8229,173.8508,285.3845,,,162.270525
260.751125,207.8323,173.8662,285.4933,,,162.30885
261.285675,207.8452,173.921225,285.53425,,,162.32885
261.381325,207.8634,173.93385,285.67675,,,162.348225
261.466125,207.88545,173.98005,285.706775,,,162.375525
261.6541,207.905925,173.9956,285.89305,,,162.4128
261.72775,207.92175,174.01375,285.9481,,,162.429325
261.797625,207.9437,174.021625,285.951025,,,162.45385
261.8909,207.9608,174.066875,286.00845,,,162.495825
262.14005,207.98275,174.120375,286.025025,,,162.50935
262.21995,208.039,174.1718,286.0834,,,162.529575
262.25025,208.07915,174.184075,286.0954,,,162.551025
262.4206,208.3443,174.192275,286.1233,,,162.57425
262.6943,208.3585,174.198675,286.14415,,,162.5884
262.7919,208.37905,174.2038,286.23605,,,162.600425
262.97015,208.3881,174.214,286.25425,,,162.624425
263.013925,208.3945,174.260925,286.3525,,,162.639875
263.14525,208.399625,174.2699,286.5403,,,162.64755
263.178225,208.40915,174.287725,286.7126,,,162.655425
263.181775,208.4386,174.296225,286.727175,,,162.663875
263.4284,208.458375,174.30625,287.097375,,,162.6778
263.496325,208.47465,174.31635,287.1729,,,162.690775
263.50105,208.5163,174.325325,287.24665,,,162.70415
263.56745,208.6885,174.3519,287.302275,,,162.7168
263.5891,208.7638,174.36125,287.4813,,,162.738275
263.6183,208.8129,174.37505,287.5652,,,162.75775
263.645325,208.8412,174.382725,287.5981,,,162.794575
263.64755,208.8566,174.402575,287.6384,,,162.82615
263.737125,208.867125,174.411225,287.6643,,,162.8474
263.80695,208.87645,174.420575,287.681675,,,162.86905
263.939725,208.8866,174.430725,287.8345,,,162.88225
263.9866,208.89745,174.45855,287.906525,,,162.895075
263.99085,208.907225,174.481025,287.92675,,,162.94555
264.1077,208.91885,174.487075,287.971175,,,162.977975
264.172725,208.93385,174.504575,287.98335,,,163.005
264.333325,208.946375,174.51145,288.06505,,,163.02745
264.376575,208.985025,174.5323,288.070375,,,163.052125
264.50765,209.0575,174.57735,288.111325,,,163.06935
264.539175,209.405725,174.5791,288.613425,,,163.089975
264.571425,209.418225,174.5916,288.712075,,,163.110575
264.6106,209.4453,174.60325,288.72485,,,163.12955
264.674575,209.468425,174.6067,288.831275,,,163.14665
264.812725,209.498,174.622725,288.854275,,,163.170325
264.850325,209.534625,174.630875,288.88825,,,163.1811
264.989125,209.54675,174.660075,288.926,,,163.19945
265.08025,209.5684,174.6695,288.9357,,,163.22295
265.098025,209.588625,174.679625,289.0103,,,163.2427
265.1099,209.614625,174.68645,289.109175,,,163.25635
265.1414,209.8845,174.69935,289.1522,,,163.2745
265.2368,209.9038,174.7265,289.169375,,,163.304
265.3628,209.918675,174.752825,289.1845,,,163.3311
265.6641,209.939575,174.760175,289.255025,,,163.3534
265.7449,209.9547,174.78385,289.3628,,,163.365425
265.7522,209.97425,174.79615,289.45865,,,163.3862
265.877975,209.9963,174.82655,289.588975,,,163.40615
266.041075,210.021375,174.85915,289.70565,,,163.427825
266.054275,210.064825,174.88465,289.8449,,,163.439175
266.0637,210.31015,174.904325,289.9121,,,163.44725
266.09565,210.3252,174.909425,290.00395,,,163.47185
266.1318,210.337625,174.9199,290.032525,,,163.495925
266.168825,210.349925,174.963625,290.0583,,,163.533825
266.2605,210.375075,174.96995,290.1036,,,163.552675
266.3276,210.41965,174.98665,290.254625,,,163.575425
266.3421,210.438225,175.022225,290.5667,,,163.59615
266.376325,210.4656,175.064425,290.638775,,,163.614475
266.4229,210.79535,175.069575,290.665425,,,163.63335
266.5044,210.815825,175.1101,290.69425,,,163.651225
266.524825,210.83215,175.167575,290.781275,,,163.669925
266.60015,210.84535,175.1807,290.784725,,,163.711875
266.66435,210.87375,175.190075,290.875175,,,163.738725
266.793525,210.88565,175.214175,290.973275,,,163.811
266.861975,210.89805,175.241575,291.0065,,,163.823725
266.918175,210.973275,175.26365,291.01085,,,163.836525
267.140625,210.999025,175.274575,291.222725,,,163.86425
267.170225,211.028275,175.33215,291.440525,,,163.88115
267.21045,211.042,175.35045,291.456275,,,163.91215
267.2406,211.290125,175.370325,291.47665,,,163.96095
267.31645,211.30445,175.3916,291.491,,,163.984875
267.379,211.33425,175.4009,291.664025,,,164.0011
267.38905,211.3456,175.407725,291.67265,,,164.025275
268.00835,211.361675,175.428375,291.739125,,,164.0737
268.011625,211.3745,175.484875,291.76355,,,164.091
268.06435,211.38685,175.5681,291.83885,,,164.145975
268.068075,211.4005,175.5873,291.853525,,,164.1764
268.1151,211.42875,175.6017,291.887775,,,164.2013
268.129,211.44645,175.61515,291.928525,,,164.22115
268.167475,211.472675,175.634775,291.93595,,,164.2389
268.185125,211.49185,175.65135,291.968275,,,164.264875
268.3037,211.524,175.693425,291.9743,,,164.2775
268.38895,211.54795,175.7109,292.03145,,,164.297375
268.43945,211.586275,175.773075,292.063475,,,164.324475
268.498525,211.608625,175.801725,292.233525,,,164.344725
268.4999,211.65165,175.848875,292.251225,,,164.3587
268.5265,211.751975,175.8575,292.252925,,,164.3813
268.595425,211.8881,175.868675,292.26135,,,164.4074
268.774075,211.89915,175.879475,292.267325,,,164.43
268.78855,211.9172,175.9226,292.274575,,,164.44985
268.830475,211.934025,175.930075,292.3205,,,164.462975
268.9426,211.949375,175.9946,292.5199,,,164.4788
269.099375,211.96565,176.08335,292.6218,,,164.490375
269.201625,211.978725,176.094775,292.688175,,,164.50565
269.2028,211.981225,176.103475,292.703425,,,164.511075
269.26575,211.994025,176.10735,292.793025,,,164.5253
269.356725,212.0093,176.1245,293.0502,,,164.54425
269.4757,212.0382,176.13855,293.207925,,,164.561525
269.663825,212.050775,176.254525,293.29215,,,164.602
269.68805,212.0605,176.26165,293.299475,,,164.641975
269.70665,212.09485,176.270475,293.34035,,,164.6742
269.778775,212.1099,176.289975,293.405075,,,164.6949
269.976475,212.12295,176.3067,293.472325,,,164.713325
270.19665,212.1386,176.308425,293.574975,,,164.75055
270.39015,212.2296,176.313825,293.621675,,,164.783075
270.45185,212.25535,176.367175,293.6579,,,164.831475
270.49145,212.280825,176.39735,293.814975,,,164.861875
270.9186,212.312725,176.4883,293.831425,,,164.879825
271.128325,212.347275,176.5117,293.909275,,,164.902325
271.24695,212.39735,176.533525,293.962625,,,164.92175
271.409975,212.4301,176.540275,294.087675,,,164.947625
271.997975,212.456025,176.5506,294.1434,,,164.96295
272.269,212.480325,176.560775,294.249975,,,164.984625
272.34925,212.527925,176.56925,294.25525,,,165.00085
272.4146,212.611825,176.623625,294.258575,,,165.01885
272.864775,212.7196,176.69705,294.3631,,,165.04615
273.05735,212.73975,176.7131,294.3743,,,165.056925
273.285125,212.752725,176.786625,294.384,,,165.0708
273.301525,212.76425,176.805825,294.560175,,,165.096425
273.35015,212.7929,176.810275,294.599325,,,165.13755
273.3604,212.8183,176.83195,294.670775,,,165.171475
273.83055,212.863025,176.913975,294.80605,,,165.218575
273.891075,212.880975,177.102175,294.915325,,,165.25035
273.970025,212.896725,177.33025,294.94355,,,165.275175
274.3484,212.918975,177.347525,294.9495,,,165.3149
274.366,212.94075,177.4394,294.963675,,,165.35155
274.397875,212.979225,177.4634,294.969625,,,165.393625
274.568225,213.32095,177.46905,294.978475,,,165.42775
274.792125,213.343175,177.5025,294.9843,,,165.550125
274.9259,213.362525,177.522675,295.024475,,,165.5787
275.37465,213.381875,177.562775,295.045125,,,165.5963
275.411575,213.409475,177.639125,295.054075,,,165.63535
275.79955,213.447875,177.67135,295.092275,,,165.67765
275.8286,213.476525,177.744575,295.102725,,,165.76235
275.846,213.514725,177.803725,295.229275,,,165.8311
276.286375,213.54565,177.831725,295.302475,,,165.881525
276.301025,213.604075,177.8773,295.313875,,,165.96145
276.361775,213.619675,177.93165,295.36665,,,165.98035
276.762225,213.63675,177.96035,295.447225,,,166.000075
276.844775,213.733525,177.9932,295.546025,,,166.0378
276.8791,213.76145,178.029725,295.681675,,,166.062325
276.9392,213.813,178.112825,295.7078,,,166.090925
277.33355,213.971,178.25585,295.7367,,,166.105525
277.33985,214.000125,178.283425,295.741875,,,166.124575
277.39585,214.049875,178.3023,295.7634,,,166.142575
277.543875,214.234325,178.315175,295.80845,,,166.1566
277.771475,214.27575,178.327725,295.97435,,,166.18025
277.803875,214.295825,178.352725,296.017675,,,166.200975
277.9085,214.3531,178.3989,296.0208,,,166.279125
278.249775,214.3863,178.440725,296.024225,,,166.36275
278.30005,214.41285,178.44615,296.02895,,,166.39845
278.319175,214.435375,178.472825,296.05305,,,166.429975
278.328175,214.492,178.510675,296.055675,,,166.440025
278.340625,214.49875,178.567425,296.10725,,,166.480675
278.393975,214.557775,178.6084,296.16205,,,166.502
278.429925,214.653375,178.77695,296.27375,,,166.52505
278.497575,214.689575,178.830325,296.407125,,,166.537475
278.753225,214.739675,178.847675,296.4193,,,166.5653
279.143875,214.865975,178.8578,296.432425,,,166.58205
279.162925,214.902275,178.866725,296.47105,,,166.604225
279.2067,214.9361,178.883175,296.50845,,,166.615
279.2545,214.96125,178.8871,296.639975,,,166.624325
279.571225,214.986975,178.910975,296.88015,,,166.6333
279.6625,215.02215,178.922575,296.91405,,,166.642675
279.970575,215.056175,178.938275,296.919475,,,166.646125
280.2241,215.172125,178.99455,296.971625,,,166.659375
280.491925,215.2805,179.009125,296.9797,,,166.665575
280.561825,215.309325,179.029725,296.9884,,,166.67755
280.6111,215.339775,179.044575,297.071925,,,166.690925
280.6257,215.372925,179.0662,297.138975,,,166.707475
280.7141,215.40805,179.097275,297.325625,,,166.7272
281.06645,215.451675,179.12675,297.368875,,,166.740425
281.08745,215.491125,179.193725,297.45065,,,166.7569
281.21245,215.7939,179.412425,297.46875,,,166.839725
281.60315,215.820675,179.41955,297.5124,,,166.873225
281.680975,215.898125,179.449125,297.62585,,,166.905525
281.702225,215.93875,179.684975,297.6811,,,166.934675
282.065,216.2586,179.730375,297.7941,,,166.958225
282.0986,216.29425,179.7416,297.8768,,,167.0216
282.1525,216.336,179.7917,297.88215,,,167.0771
282.750225,216.367675,179.832125,297.896275,,,167.1448
282.78585,216.389825,179.8435,297.91805,,,167.165975
283.0986,216.4242,179.8735,297.928925,,,167.19785
283.2261,216.4563,180.038625,298.177275,,,167.238025
283.2465,216.519075,180.1558,298.271425,,,167.265425
283.29835,216.7232,180.16335,298.284475,,,167.4257
283.332325,216.77435,180.1861,298.30375,,,167.44535
283.611775,216.805,180.19815,298.326175,,,167.492
283.869825,216.84135,180.260375,298.4406,,,167.53145
283.8957,216.871825,180.284425,298.469075,,,167.55305
283.92075,216.920975,180.315,298.484975,,,167.57855
283.9836,217.16525,180.331875,298.54325,,,167.60295
284.024025,217.205225,180.35355,298.56235,,,167.61425
284.132825,217.23575,180.372875,298.6073,,,167.62155
284.25495,217.35655,180.388175,298.743725,,,167.62495
284.3049,217.360675,180.4083,298.772825,,,167.6469
284.323375,217.61585,180.72145,298.7838,,,167.659225
284.35685,217.646675,180.72965,298.804875,,,167.669825
284.39875,217.6667,180.740575,298.854675,,,167.687875
284.762475,217.704875,180.7493,298.90035,,,167.7046
284.85365,217.739275,180.7574,299.04265,,,167.726575
285.22055,218.075075,180.774725,299.05775,,,167.74435
285.5349,218.10305,180.783425,299.059375,,,167.756525
285.69175,218.1501,180.794075,299.1428,,,167.780375
286.050375,218.22335,180.811925,299.14805,,,167.798625
286.08315,218.239625,180.821575,299.16075,,,167.808975
286.1358,218.50145,180.849575,299.2477,,,167.8302
286.185075,218.526425,180.871375,299.264725,,,167.851275
286.572875,218.552225,180.882375,299.34075,,,167.92875
286.60945,218.584425,180.8989,299.4258,,,167.97525
286.67625,218.632075,180.9222,299.5149,,,168.26225
286.7029,218.685225,180.92785,299.57125,,,168.284475
286.791625,218.731,180.9417,299.6293,,,168.31675
287.07135,218.77335,180.95705,299.741,,,168.336325
287.1084,218.849675,180.97735,299.8242,,,168.35995
287.147375,218.945025,180.99225,299.84305,,,168.441375
287.159975,219.0047,181.008675,299.85545,,,168.474675
287.235875,219.03915,181.030975,299.86765,,,168.497325
287.3372,219.0804,181.059825,299.896425,,,168.519075
287.397625,219.11555,181.08335,299.93495,,,168.5429
287.568225,219.1387,181.352,,,,168.56055
287.607525,219.167225,181.36215,,,,168.58005
287.63025,219.22925,181.39595,,,,168.618225
287.6421,219.242975,181.406675,,,,168.64165
287.685975,219.385675,181.420475,,,,168.667575
287.8015,219.40415,181.46895,,,,168.684075
287.878225,219.59825,181.484875,,,,168.713425
287.955275,219.6323,181.51185,,,,168.742225
288.088025,219.6518,181.541725,,,,168.78455
288.105325,219.670375,181.5474,,,,168.79395
288.12925,219.69075,181.788075,,,,168.80535
288.42735,219.716225,181.790625,,,,168.813625
288.501925,219.73625,181.79805,,,,168.829275
288.74525,219.7751,181.839625,,,,168.838575
288.76515,219.833175,181.859025,,,,168.868625
288.784525,219.998025,181.87735,,,,168.885925
288.89355,220.083325,181.8847,,,,168.96785
288.932275,220.143925,181.903475,,,,169.002125
288.9836,220.168125,181.95845,,,,169.06535
289.0497,220.187875,182.0892,,,,169.11
289.29835,220.206425,182.121025,,,,169.1531
289.49295,220.228,182.214425,,,,169.2164
289.538175,220.248875,182.28265,,,,169.259875
289.589925,220.27025,182.379675,,,,169.2733
289.636375,220.2871,182.392025,,,,169.29625
289.7505,220.3108,182.404625,,,,169.312125
289.8296,220.42115,182.42605,,,,169.338175
289.8457,220.50105,182.4361,,,,169.354625
289.91295,220.6207,182.45275,,,,169.364625
289.977525,220.6477,182.480325,,,,169.392725
290.02075,220.675075,182.492475,,,,169.426225
290.123875,220.755625,182.517425,,,,169.460525
290.224575,220.785925,182.535925,,,,169.50535
290.2485,220.830375,182.538,,,,169.5285
290.28305,220.887625,182.577275,,,,169.5534
290.310225,221.124475,182.592925,,,,169.566925
290.378075,221.15005,182.613175,,,,169.61675
290.47635,221.170975,182.66805,,,,169.6504
290.5058,221.1978,182.694775,,,,169.684
290.539075,221.235375,182.911225,,,,169.70555
290.5484,221.26455,182.91375,,,,169.714325
290.570075,221.27015,182.928875,,,,169.750175
290.612175,221.5791,182.93745,,,,169.768175
290.63385,221.6039,182.9453,,,,169.801675
290.7145,221.630375,182.9639,,,,169.833825
290.7609,221.6519,182.974525,,,,169.863925
290.9332,221.724425,183.030675,,,,169.894625
291.0656,221.786875,183.1001,,,,169.946875
291.28055,221.9318,183.13045,,,,169.96585
291.323525,222.069975,183.2286,,,,170.054925
291.417175,222.10245,183.323575,,,,170.1013
291.4991,222.137725,183.346525,,,,170.1269
291.55415,222.1595,183.37285,,,,170.17135
291.575375,222.177575,183.37835,,,,170.193825
291.62475,222.188325,183.3848,,,,170.211675
291.681975,222.1976,183.402775,,,,170.225375
291.7917,222.237025,183.411375,,,,170.244375
292.03515,222.262775,183.41965,,,,170.30425
292.0574,222.285875,183.432425,,,,170.3283
292.09185,222.30205,183.5313,,,,170.362325
292.15815,222.33495,183.5424,,,,170.40365
292.29195,222.3806,183.579275,,,,170.4293
292.327075,222.44655,183.6593,,,,170.4643
292.40385,222.494375,183.861225,,,,170.496125
292.49215,222.54485,183.873,,,,170.555675
292.634275,222.73295,183.887925,,,,170.5888
292.699375,222.75805,183.8943,,,,170.6112
292.731525,222.789275,183.90055,,,,170.630575
292.792175,222.8125,183.9129,,,,170.656675
293.019175,222.83035,183.918725,,,,170.667175
293.087125,222.855525,183.9316,,,,170.70305
293.148425,222.857125,183.94005,,,,170.73725
293.205925,222.889825,183.9658,,,,170.77655
293.400325,222.971725,183.988125,,,,170.811825
293.5868,223.17075,184.017275,,,,170.836975
293.620275,223.20785,184.0382,,,,170.868375
293.63635,223.232475,184.062575,,,,170.9049
293.662375,223.258225,184.078125,,,,170.933175
293.697175,223.276675,184.118725,,,,170.956
293.738625,223.299075,184.374125,,,,170.97975
293.9132,223.324975,184.381625,,,,171.01585
293.950825,223.341575,184.389225,,,,171.043
293.990825,223.3628,184.3943,,,,171.056575
294.04415,223.394,184.4057,,,,171.0924
294.14535,223.420575,184.413125,,,,171.1145
294.187575,223.4703,184.42835,,,,171.141525
294.25395,223.590275,184.45635,,,,171.163775
294.424275,223.723575,184.47115,,,,171.178675
294.585675,223.7597,184.485425,,,,171.187575
294.8151,223.789375,184.511375,,,,171.2048
294.9491,224.13235,184.53145,,,,171.238925
295.075825,224.1634,184.533925,,,,171.257525
295.304525,224.199225,184.593575,,,,171.275525
295.4779,224.23245,184.66115,,,,171.291375
295.726825,224.548275,184.8296,,,,171.30685
296.101575,224.5784,184.8401,,,,171.321125
296.281375,224.60835,184.857,,,,171.338425
296.3521,224.6591,184.8632,,,,171.37815
296.37805,224.6786,184.86875,,,,171.422375
296.487025,224.69955,184.88075,,,,171.4824
296.617775,224.734375,184.8871,,,,171.53895
296.702525,224.822025,184.906575,,,,171.576175
296.80445,224.8982,184.920525,,,,171.59685
296.8369,224.9559,184.95785,,,,171.62565
296.93415,224.98165,185.0026,,,,171.679475
296.957725,225.00195,185.013675,,,,171.737975
297.046075,225.0347,185.0912,,,,171.801925
297.14495,225.068975,185.137225,,,,171.861825
297.426125,225.096875,185.217825,,,,171.895825
297.4508,225.1262,185.247225,,,,171.949
297.582225,225.211425,185.270875,,,,172.050775
297.754175,225.2606,185.339225,,,,172.093825
297.7855,225.333375,185.34925,,,,172.1281
297.81815,225.47875,185.3605,,,,172.153125
298.160425,225.579475,185.381375,,,,172.235375
298.181425,225.59995,185.387625,,,,172.267
298.19755,225.6157,185.40085,,,,172.300675
298.5325,225.650975,185.4491,,,,172.306525
298.56525,225.675325,185.4634,,,,172.31415
298.638625,225.7745,185.4791,,,,172.32165
298.723425,225.9876,185.50655,,,,172.33195
298.76405,226.012525,185.53495,,,,172.39105
298.949625,226.02775,185.586975,,,,172.40805
298.983225,226.047025,185.639525,,,,172.429175
299.149075,226.06565,185.756475,,,,172.447475
299.2419,226.092325,185.88325,,,,172.474275
299.268975,226.12275,185.892225,,,,172.498575
299.300625,226.411575,185.89885,,,,172.580775
299.364225,226.43455,185.906725,,,,172.604725
299.444675,226.478525,185.9354,,,,172.66675
299.641775,226.49515,185.946575,,,,172.713225
299.655775,226.525675,186.008825,,,,172.727975
299.7565,226.54355,186.0575,,,,172.745725
299.776125,226.57365,186.07285,,,,172.763075
,226.693325,186.23165,,,,172.785
,226.7997,186.30195,,,,172.813475
,226.8157,186.31715,,,,172.88185
,226.84145,186.339425,,,,172.911
,226.86135,186.36335,,,,172.9513
,226.938,186.371925,,,,172.9703
,227.11855,186.38905,,,,172.988625
,227.16825,186.398,,,,173.018575
,227.198075,186.417875,,,,173.054775
,227.22165,186.429425,,,,173.09685
,227.2546,186.457575,,,,173.17275
,227.5384,186.5177,,,,173.214525
,227.5582,186.5312,,,,173.22285
,227.57145,186.592325,,,,173.230575
,227.5989,186.721075,,,,173.248275
,227.626975,186.738625,,,,173.2669
,227.655075,186.823925,,,,173.281675
,227.7251,186.840525,,,,173.35465
,227.7732,186.870375,,,,173.398075
,227.843125,186.881375,,,,173.42645
,227.94915,186.9334,,,,173.452225
,227.9679,186.949325,,,,173.4843
,227.991625,186.9586,,,,173.577475
,228.04245,186.965825,,,,173.58745
,228.064075,186.988625,,,,173.605325
,228.0931,186.999475,,,,173.615425
,228.12205,187.01575,,,,173.629175
,228.16005,187.049075,,,,173.64725
,228.19345,187.06735,,,,173.6633
,228.229625,187.07745,,,,173.68165
,228.306525,187.096925,,,,173.6999
,228.477675,187.1167,,,,173.74625
,228.498575,187.118775,,,,173.786575
,228.516975,187.137725,,,,173.88275
,228.5427,187.178125,,,,173.903225
,228.55965,187.195575,,,,174.0372
,228.602375,187.202075,,,,174.054575
,228.63025,187.239125,,,,174.07635
,228.71175,187.245575,,,,174.09765
,228.8444,187.27225,,,,174.11885
,228.9066,187.435975,,,,174.1399
,228.94545,187.444325,,,,174.1575
,228.9743,187.462925,,,,174.222075
,228.996925,187.47195,,,,174.271975
,229.351675,187.4808,,,,174.298825
,229.370675,187.53015,,,,174.34485
,229.390575,187.566425,,,,174.3712
,229.4404,187.60065,,,,174.441625
,229.463975,187.643,,,,174.4711
,229.4915,187.735525,,,,174.496
,229.5288,187.805875,,,,174.552575
,229.603325,187.827975,,,,174.5684
,229.6411,187.839275,,,,174.603225
,229.70485,187.84895,,,,174.622725
,229.736525,187.8673,,,,174.633675
,229.754275,187.88385,,,,174.65105
,229.834575,187.8925,,,,174.666575
,229.907,187.8994,,,,174.707675
,229.981425,187.9009,,,,174.7816
,230.0533,187.914725,,,,174.84895
,230.1574,187.92385,,,,174.8852
,230.177075,187.961525,,,,174.905525
,230.198375,188.0001,,,,174.925975
,230.215525,188.05025,,,,174.938775
,230.24665,188.06845,,,,174.97455
,230.27705,188.16225,,,,174.994625
,230.337425,188.22205,,,,175.042075
,230.419875,188.27225,,,,175.0739
,230.538975,188.2966,,,,175.0907
,230.5903,188.3157,,,,175.10485
,230.615075,188.384525,,,,175.12525
,230.635625,188.402975,,,,175.155825
,230.680825,188.420825,,,,175.165
,230.7062,188.4338,,,,175.1768
,230.73175,188.454275,,,,175.208375
,230.780825,188.469425,,,,175.285475
,230.9013,188.485075,,,,175.33675
,230.973325,188.530925,,,,175.359475
,231.017425,188.713925,,,,175.426275
,231.058075,188.78695,,,,175.464
,231.083175,188.841775,,,,175.4837
,231.131075,188.8605,,,,175.502975
,231.1555,188.868275,,,,175.5262
,231.18,188.899575,,,,175.559175
,231.235925,188.924175,,,,175.58095
,231.427225,188.93575,,,,175.606675
,231.474225,188.945625,,,,175.666425
,231.497125,188.967325,,,,175.687425
,231.519675,189.0278,,,,175.709
,231.552825,189.0421,,,,175.731325
,231.57515,189.0561,,,,175.7388
,231.5823,189.077075,,,,175.769
,231.595525,189.096275,,,,175.785775
,231.6172,189.115175,,,,175.797975
,231.637325,189.140525,,,,175.8318
,231.671775,189.16105,,,,175.880875
,231.703125,189.175675,,,,175.917925
,231.728375,189.204475,,,,175.943475
,231.778525,189.250575,,,,175.965475
,231.800975,189.272925,,,,175.989825
,231.83245,189.3242,,,,176.02245
,231.8617,189.389725,,,,176.046175
,231.880825,189.480025,,,,176.057625
,231.90935,189.621825,,,,176.075875
,231.92365,189.628175,,,,176.084775
,231.940025,189.6381,,,,176.10345
,231.956825,189.6471,,,,176.115725
,231.983125,189.662125,,,,176.137075
,232.0017,189.693025,,,,176.159725
,232.02085,189.716075,,,,176.1829
,232.040375,189.72855,,,,176.19535
,232.056475,189.732675,,,,176.202975
,232.1313,189.7982,,,,176.2136
,232.14645,189.89725,,,,176.22775
,232.2279,190.074,,,,176.239475
,232.2468,190.10415,,,,176.25575
,232.2748,190.1136,,,,176.271625
,232.28735,190.123825,,,,176.286475
,232.34705,190.13355,,,,176.3084
,232.369025,190.141825,,,,176.33825
,232.40275,190.156775,,,,176.357775
,232.4271,190.1691,,,,176.37
,232.49445,190.175475,,,,176.38375
,232.516275,190.18315,,,,176.409825
,232.546075,190.197925,,,,176.42605
,232.5722,190.2359,,,,176.43285
,232.588,190.25455,,,,176.441125
,232.604475,190.26445,,,,176.4446
,232.618475,190.3333,,,,176.4491
,232.63785,190.3977,,,,176.45375
,232.675425,190.4254,,,,176.4588
,232.717325,190.462075,,,,176.4645
,232.76775,190.4901,,,,176.46665
,232.790375,190.51555,,,,176.485025
,232.820225,190.54415,,,,176.489375
,232.938775,190.5672,,,,176.495
,232.97535,190.5749,,,,176.50585
,233.01385,190.58565,,,,176.513775
,233.072825,190.608825,,,,176.5198
,233.1307,190.6191,,,,176.576825
,233.174925,190.6248,,,,176.63995
,233.212925,190.639625,,,,176.6449
,233.248425,190.7141,,,,176.6707
,233.29205,190.740275,,,,176.674375
,233.3384,190.83465,,,,176.68275
,233.373225,190.88015,,,,176.686825
,233.39855,190.884475,,,,176.696375
,233.432925,191.013625,,,,176.7041
,233.469975,191.051225,,,,176.714675
,233.5011,191.0629,,,,176.755025
,233.521375,191.071525,,,,176.76615
,233.5535,191.082025,,,,176.773525
,233.585525,191.085525,,,,176.77685
,233.616025,191.10005,,,,176.789125
,233.622975,191.1063,,,,176.791525
,233.645575,191.1271,,,,176.854575
,233.687075,191.142175,,,,176.892025
,233.7055,191.143925,,,,176.920525
,233.728925,191.1572,,,,176.92905
,233.7901,191.168,,,,176.938775
,233.814575,191.180175,,,,176.944325
,233.830225,191.197425,,,,176.950625
,233.838525,191.2345,,,,176.9628
,233.8586,191.2541,,,,176.9699
,233.87845,191.2692,,,,176.97585
,233.91635,191.3124,,,,176.98125
,233.984425,191.347675,,,,176.99525
,234.010675,191.447625,,,,177.003025
,234.04125,191.4798,,,,177.031725
,234.06375,191.544425,,,,177.0394
,234.081375,191.567075,,,,177.050925
,234.097725,191.5775,,,,177.05795
,234.116625,191.60875,,,,177.069325
,234.1604,191.61545,,,,177.07885
,234.18065,191.62645,,,,177.085275
,234.19745,191.63855,,,,177.0951
,234.23225,191.657275,,,,177.10195
,234.251275,191.68165,,,,177.12095
,234.274125,191.724625,,,,177.13865
,234.31175,191.946825,,,,177.146025
,234.3462,191.962225,,,,177.169675
,234.37115,191.974775,,,,177.177525
,234.3939,192.0013,,,,177.190875
,234.421825,192.0052,,,,177.20145
,234.444575,192.01075,,,,177.207125
,234.462375,192.023375,,,,177.21625
,234.49585,192.02895,,,,177.22345
,234.552725,192.03485,,,,177.233275
,234.57855,192.087675,,,,177.2364
,234.6111,192.09735,,,,177.25965
,234.672525,192.100225,,,,177.26835
,234.69885,192.112175,,,,177.27335
,234.749125,192.1403,,,,177.281425
,234.8019,192.159375,,,,177.2931
,234.826475,192.31965,,,,177.346425
,234.934175,192.4018,,,,177.35345
,234.961875,192.415575,,,,177.363425
