SPK_SPKC02a (no effect),SPK_SPKC02b (weak excitation),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect)
55.2427,,183.80305,144.084075
55.28625,,183.824525,144.100975
55.32385,,183.8473,144.171775
55.343125,,183.871275,144.18305
55.360175,,183.897175,144.205325
55.373125,,183.928475,144.225325
55.3984,,184.011375,144.227825
55.42065,,184.07195,144.2664
55.454625,,184.1751,144.371575
55.4782,,184.216175,144.3875
55.503825,,184.3113,144.3989
55.544375,,184.348075,144.4281
55.576,,184.41905,144.444225
55.6078,,184.4661,144.465025
55.6167,,184.4826,144.484875
55.642525,,184.534725,144.543525
55.6708,,184.64595,144.591625
55.683975,,184.7038,144.6013
55.705425,,184.742,144.612825
55.71835,,184.780175,144.660125
55.73525,,185.01165,144.6753
55.77,,185.043775,144.68665
55.791975,,185.083875,144.696275
55.8165,,185.107725,144.75695
55.824375,,185.147525,144.78405
55.8461,,185.191175,144.790025
55.874175,,185.253225,144.8051
55.886275,,185.2831,144.825525
55.9047,,185.340875,144.85745
55.930625,,185.402775,144.883675
55.942725,,185.444,144.9019
55.961775,,185.478325,144.927925
55.988775,,185.822975,144.93295
56.002975,,185.866375,145.00125
56.020125,,185.93735,145.071925
56.037775,,186.04315,145.090125
56.066125,,186.082125,145.100625
56.07855,,186.1227,145.227425
56.087675,,186.156,145.2386
56.107475,,186.1951,145.254375
56.115275,,186.220025,145.359225
56.135475,,186.258775,145.380675
56.159825,,186.291625,145.430925
56.170375,,186.29905,145.443
56.1907,,186.347625,145.44935
56.2129,,186.37115,145.491025
56.248075,,186.470725,145.5212
56.2636,,186.509825,145.5316
56.28825,,186.555375,145.542375
56.30425,,186.592175,145.55115
56.312275,,186.6299,145.57755
56.333775,,186.6526,145.596925
56.34845,,186.704875,145.629225
56.3656,,186.7874,145.6468
56.3788,,186.8344,145.65085
56.3874,,186.91415,145.6677
56.40295,,186.963325,145.69155
56.42855,,186.997375,145.742
56.4482,,187.109725,145.753675
56.4592,,187.16585,145.777925
56.476925,,187.199925,145.79725
56.4906,,187.23345,145.82925
56.510325,,187.329825,145.835925
56.524475,,187.393225,145.84895
56.545775,,187.4668,145.8656
56.561775,,187.572175,145.8815
56.576775,,187.61115,145.88955
56.59015,,187.647125,145.919425
56.60425,,187.6925,145.927325
56.6252,,187.764475,145.9413
56.65305,,187.800475,146.01905
56.6673,,187.802275,146.0611
56.6821,,187.8736,146.107475
56.690525,,187.916425,146.120475
56.69995,,187.9844,146.150875
56.729375,,188.092325,146.1732
56.752025,,188.127475,146.19685
56.7758,,188.147375,146.267225
56.785075,,188.196,146.2899
56.82165,,188.2428,146.3125
56.838275,,188.327,146.3635
56.86345,,188.427625,146.408875
56.891325,,188.5543,146.426275
56.902025,,188.597075,146.491925
56.92435,,188.69585,146.546475
56.9481,,188.7218,146.625425
56.969225,,188.75085,146.6421
56.982475,,188.829575,146.684575
57.000925,,188.93145,146.750925
57.023025,,188.961325,146.773425
57.0369,,188.989325,146.800075
57.05125,,189.02505,146.837225
57.0648,,189.081925,146.849725
57.117775,,189.112875,146.89205
57.124775,,189.143875,146.916875
57.133175,,189.16075,146.931625
57.174725,,189.263575,146.97205
57.19345,,189.311325,146.98445
57.235775,,189.35265,147.03165
57.247725,,189.394925,147.046
57.26545,,189.436125,147.065325
57.27835,,189.4685,147.098125
57.318025,,189.472875,147.112775
57.339025,,189.50825,147.137675
57.359375,,189.54955,147.15005
57.36995,,189.6253,147.29755
57.41035,,189.658575,147.3241
57.4297,,189.72645,147.34095
57.481825,,189.78935,147.383925
57.5044,,189.942875,147.4049
57.5379,,189.99005,147.46445
57.5547,,190.02425,147.50125
57.58885,,190.063375,147.533675
57.6306,,190.10965,147.570825
57.640925,,190.176025,147.6198
57.66235,,190.244125,147.641725
57.67825,,190.246325,147.662225
57.6928,,190.459975,147.6908
57.737875,,190.497225,147.769125
57.768875,,190.603175,147.793725
57.79325,,190.641875,147.83925
57.799225,,190.668075,147.866975
57.806525,,190.707825,147.91365
57.8402,,190.7091,147.957625
57.859825,,190.72385,147.9698
57.8809,,190.757325,147.9894
57.892325,,190.859175,148.0226
57.90155,,191.02015,148.05435
57.9458,,191.056725,148.102775
57.958075,,191.084725,148.113625
57.984825,,191.1412,148.152425
57.99835,,191.171775,148.1726
58.01725,,191.2517,148.2282
58.0274,,191.3562,148.263675
58.042375,,191.397325,148.2933
58.074975,,191.438425,148.415525
58.1057,,191.513375,148.43325
58.120275,,191.539625,148.44565
58.136725,,191.559075,148.480425
58.182775,,191.5835,148.504625
58.199375,,191.6038,148.530675
58.21665,,191.63145,148.623275
58.22925,,191.65255,148.68805
58.240175,,191.695525,148.716025
58.271325,,191.719275,148.750675
58.277675,,191.75645,148.807975
58.2949,,191.789825,148.838925
58.308125,,191.859325,148.84505
58.325075,,191.90335,148.860925
58.33975,,191.992825,148.8879
58.35195,,192.07295,148.90845
58.39015,,192.1965,148.9774
58.419025,,192.234125,148.989375
58.4399,,192.268075,149.06445
58.47305,,192.30885,149.076125
58.5022,,192.409175,149.11965
58.516925,,192.460925,149.13955
58.54205,,192.666075,149.154975
58.56395,,192.71975,149.207075
58.601025,,192.784775,149.289275
58.609,,192.87575,149.3049
58.633975,,192.93265,149.32065
58.6779,,192.966975,149.3394
58.69885,,193.01105,149.352725
58.7187,,193.08875,149.3803
58.741775,,193.1398,149.431675
58.779225,,193.265425,149.45925
58.820825,,193.309475,149.473
58.84535,,193.33575,149.501525
58.895225,,193.3758,149.538425
58.9407,,193.412125,149.568375
58.9652,,193.46655,149.5968
58.987825,,193.515975,149.63205
59.0035,,193.5435,149.663875
59.02695,,193.6094,149.681225
59.07555,,193.6462,149.721975
59.095625,,193.692425,149.821575
59.123425,,193.733275,149.8455
59.14855,,193.800875,149.918175
59.169525,,193.869625,149.979125
59.220225,,193.925325,150.0021
59.266975,,193.987525,150.01815
59.288125,,194.115125,150.030075
59.3053,,194.152675,150.06
59.331275,,194.2567,150.084275
59.3447,,194.272775,150.1119
59.368325,,194.323825,150.14245
59.38145,,194.376275,150.157275
59.4236,,194.4838,150.1891
59.475275,,194.51285,150.216525
59.488075,,194.5221,150.29045
59.503375,,194.5444,150.3222
59.5377,,194.60765,150.36715
59.582775,,194.671675,150.388
59.6087,,194.70445,150.4091
59.634075,,194.748225,150.465775
59.653625,,194.78105,150.51985
59.692025,,194.80065,150.622625
59.70595,,194.82745,150.6477
59.722975,,194.829275,150.7098
59.747025,,194.86495,150.731525
59.759,,194.935,150.7578
59.76725,,194.966625,150.78075
59.818075,,195.037325,150.866075
59.877525,,195.089925,150.887575
59.937275,,195.126625,150.970975
59.950275,,195.158825,150.980075
59.99465,,195.16295,150.991725
60.02055,,195.2012,151.0257
60.06495,,195.2266,151.05855
60.0877,,195.252375,151.1031
60.128125,,195.3039,151.177075
60.14885,,195.31785,151.22555
60.173125,,195.41885,151.23345
60.198525,,195.576725,151.262025
60.2302,,195.628675,151.2813
60.271025,,195.66875,151.302875
60.287075,,195.739675,151.357
60.31035,,195.839825,151.430125
60.325825,,195.916575,151.447075
60.392525,,195.947675,151.480075
60.410975,,195.977275,151.5104
60.43685,,196.005725,151.5403
60.45435,,196.0346,151.558375
60.47215,,196.053925,151.577275
60.4966,,196.070075,151.630425
60.523175,,196.104775,151.6551
60.54735,,196.14215,151.721425
60.56725,,196.2005,151.734775
60.5954,,196.2791,151.758075
60.617275,,196.445375,151.7797
60.646025,,196.49445,151.794025
60.6633,,196.5005,151.8486
60.70025,,196.629425,151.89385
60.708975,,196.72965,151.92115
60.7192,,196.9135,151.9351
60.73455,,196.959525,151.945025
60.750775,,197.012975,152.001675
60.756825,,197.08275,152.020625
60.77475,,197.129475,152.039225
60.787925,,197.2223,152.067325
60.789875,,197.295175,152.08825
60.801275,,197.3213,152.09645
60.836475,,197.345225,152.215675
60.842575,,197.461075,152.22765
60.850575,,197.464,152.229625
60.860575,,197.502625,152.269675
60.882225,,197.530725,152.32965
60.893275,,197.659925,152.340875
60.909825,,197.6889,152.354425
60.928,,197.720575,152.446075
60.942,,197.744,152.467475
60.971,,197.74915,152.545025
61.031,,197.82235,152.640125
61.053325,,197.85585,152.6686
61.08445,,197.875925,152.725075
61.10745,,197.916325,152.751975
61.146675,,198.017025,152.7629
61.162725,,198.1111,152.77105
61.201225,,198.158325,152.7767
61.218225,,198.221475,152.78255
61.250975,,198.373425,152.8318
61.262225,,198.393575,152.8811
61.284775,,198.500225,152.909675
61.309825,,198.540275,152.938725
61.324325,,198.576125,152.98245
61.338625,,198.736025,152.99165
61.372,,198.7713,153.01035
61.389425,,198.845025,153.0775
61.425525,,198.884425,153.1254
61.44115,,198.9351,153.130875
61.46915,,199.00375,153.151125
61.48665,,199.156975,153.178975
61.5013,,199.223575,153.1984
61.524175,,199.326125,153.211575
61.548875,,199.406925,153.2223
61.558625,,199.438775,153.288475
61.56625,,199.485725,153.297
61.583175,,199.514575,153.305475
61.5982,,199.6491,153.3163
61.621225,,199.68035,153.34245
61.629125,,199.858675,153.365625
61.64605,,199.9793,153.387575
61.66005,,200.004575,153.4254
61.674725,,200.156075,153.45755
61.7,,200.3478,153.47035
61.708025,,200.46925,153.51
61.72,,200.49845,153.54465
61.732825,,200.526525,153.582475
61.744,,200.635225,153.632075
61.7635,,200.6819,153.64375
61.79085,,200.713,153.6593
61.8085,,200.7598,153.6965
61.8354,,200.80365,153.743225
61.852525,,200.86135,153.775625
61.8623,,200.885375,153.7969
61.883625,,200.90295,153.83475
61.923125,,200.91695,153.85015
61.932675,,200.961775,153.86205
61.94665,,200.990675,153.88155
61.96185,,201.011525,153.898775
61.9762,,201.0333,153.906325
61.99585,,201.05325,153.9247
62.00625,,201.07135,154.01225
62.0133,,201.118825,154.055075
62.0333,,201.169475,154.06755
62.05235,,201.219275,154.098625
62.066175,,201.24775,154.12475
62.082925,,201.27875,154.180025
62.1132,,201.34545,154.209475
62.13405,,201.365625,154.2257
62.167225,,201.387475,154.290225
62.18445,,201.4486,154.341225
62.210275,,201.569225,154.364675
62.22145,,201.5976,154.368125
62.23405,,201.630825,154.3829
62.246125,,201.666925,154.391125
62.283425,,201.746325,154.396825
62.2907,,201.79825,154.408875
62.307475,,201.848075,154.437725
62.33945,,201.94675,154.4602
62.3615,,201.9821,154.463325
62.37605,,202.003125,154.475775
62.399125,,202.011775,154.4986
62.413275,,202.048375,154.56555
62.4269,,202.16555,154.581125
62.451525,,202.204225,154.62055
62.482725,,202.2874,154.65045
62.48535,,202.40295,154.695775
62.496925,,202.43245,154.704775
62.529675,,202.494125,154.711325
62.5393,,202.5222,154.777425
62.551,,202.600475,154.7906
62.563575,,202.646675,154.915
62.601,,202.698125,154.934425
62.6193,,202.733475,154.954225
62.6391,,202.8453,155.00445
62.660625,,202.87855,155.019475
62.674475,,202.914425,155.040175
62.696975,,202.932825,155.05555
62.7225,,202.973175,155.05765
62.76365,,203.025525,155.077125
62.782275,,203.05845,155.085225
62.80745,,203.3965,155.0958
62.8264,,203.43255,155.1679
62.838625,,203.4778,155.2205
62.86315,,203.535625,155.227325
62.87685,,203.574025,155.3093
62.906425,,203.64175,155.32775
62.911875,,203.6649,155.3842
62.927975,,203.712375,155.45385
62.958125,,203.731925,155.50945
62.966825,,203.808025,155.527025
62.9779,,203.83085,155.5703
63.0061,,203.8641,155.61945
63.02435,,203.885225,155.668825
63.038825,,203.91855,155.67955
63.064425,,203.9503,155.695675
63.08775,,203.99065,155.708725
63.09695,,204.025525,155.76025
63.107625,,204.15955,155.81565
63.146075,,204.1849,155.8323
63.157925,,204.2036,155.859575
63.177525,,204.244175,155.8891
63.19665,,204.272525,155.907175
63.24085,,204.3532,155.9348
63.255575,,204.395575,155.9587
63.2697,,204.43165,155.995925
63.285575,,204.4919,156.013375
63.31215,,204.539675,156.05
63.32265,,204.55975,156.083325
63.3546,,204.632575,156.084575
63.38755,,204.670975,156.25385
63.408025,,204.751625,156.304175
63.43115,,204.7869,156.3148
63.448125,,204.7936,156.362925
63.4737,,204.818725,156.3892
63.487725,,204.915775,156.4321
63.49585,,204.96155,156.5059
63.529875,,204.9905,156.52355
63.558875,,205.0394,156.570175
63.584475,,205.0768,156.590675
63.61135,,205.110825,156.612925
63.654575,,205.137625,156.66045
63.659625,,205.220725,156.7676
63.666225,,205.34395,156.821075
63.683625,,205.3971,156.901325
63.69575,,205.41825,156.94035
63.753625,,205.441625,156.95595
63.78305,,205.460775,157.007725
63.8205,,205.505275,157.060725
63.841475,,205.541725,157.083325
63.8739,,205.715975,157.1913
63.889775,,205.918325,157.222275
63.93655,,205.946425,157.2383
63.950725,,206.015875,157.283425
63.988925,,206.056475,157.342875
64.005725,,206.1356,157.414975
64.018225,,206.1379,157.42535
64.032925,,206.164625,157.4858
64.065825,,206.2071,157.519775
64.123675,,206.35705,157.527925
64.16645,,206.406725,157.543875
64.213775,,206.491575,157.60685
64.24855,,206.579375,157.65075
64.328875,,206.620375,157.696975
64.376075,,206.685425,157.764475
64.4021,,206.73145,157.77725
64.45105,,206.7667,157.8013
64.482825,,206.80065,157.815475
64.52795,,206.8256,157.852125
64.55575,,206.8284,157.88055
64.596125,,207.020225,157.930575
64.63385,,207.08835,157.9589
64.653975,,207.128425,157.995975
64.697625,,207.144225,158.032
64.724275,,207.201325,158.042275
64.74485,,207.224,158.06935
64.763125,,207.257425,158.113325
64.806,,207.286525,158.13305
64.81715,,207.3083,158.144725
64.87465,,207.341775,158.18185
64.906125,,207.367875,158.21705
64.935525,,207.374925,158.261825
64.949225,,207.473325,158.289925
65.0149,,207.505025,158.333275
65.037175,,207.53435,158.34755
65.062625,,207.558575,158.472475
65.138425,,207.587475,158.51775
65.165625,,207.73285,158.5466
65.188425,,207.81675,158.558525
65.20145,,207.888425,158.6006
65.230625,,207.961275,158.60965
65.244575,,207.992125,158.6182
65.26995,,208.077625,158.67435
65.295925,,208.163525,158.699275
65.31845,,208.291,158.714975
65.345975,,208.426975,158.7522
65.35895,,208.454025,158.76615
65.3874,,208.528525,158.81
65.4097,,208.53995,158.842675
65.4272,,208.572025,158.941275
65.4672,,208.6118,158.97005
65.47895,,208.6481,159.0122
65.50645,,208.718,159.048125
65.5275,,208.770975,159.07915
65.545925,,208.8059,159.10885
65.578075,,208.862575,159.12355
65.59185,,208.88725,159.15195
65.6314,,208.953175,159.196225
65.6432,,209.019025,159.2398
65.661825,,209.0865,159.279225
65.6776,,209.117175,159.303375
65.706525,,209.203475,159.351575
65.734325,,209.22955,159.377225
65.749875,,209.415525,159.416725
65.791225,,209.54065,159.446925
65.81455,,209.64715,159.45375
65.846425,,209.676225,159.46215
65.85675,,209.70165,159.537575
65.87115,,209.736075,159.560025
65.91665,,209.80215,159.595625
65.930875,,209.82165,159.61875
66.023525,,209.84495,159.6412
66.0619,,209.8689,159.7147
66.10035,,209.900625,159.732275
66.11895,,210.03095,159.7744
66.139875,,210.062775,159.801125
66.1708,,210.14905,159.861875
66.20015,,210.181675,159.873125
66.2419,,210.23365,159.891525
66.254625,,210.2883,159.9184
66.28565,,210.384025,159.928825
66.339575,,210.455675,159.9417
66.3584,,210.4742,160.0813
66.39545,,210.732225,160.1167
66.42205,,210.779275,160.1485
66.4443,,210.802925,160.16595
66.48135,,210.87435,160.246825
66.493825,,210.94495,160.278475
66.549825,,210.966975,160.3723
66.565475,,211.0167,160.412325
66.584825,,211.070975,160.44405
66.62255,,211.1064,160.566075
66.6352,,211.1488,160.57915
66.6563,,211.178,160.842625
66.673775,,211.21575,160.888675
66.691975,,211.23975,160.93375
66.73275,,211.3287,160.9586
66.74715,,211.3733,160.97675
66.76785,,211.39845,160.993075
66.779425,,211.428775,161.06545
66.802525,,211.4915,161.080775
66.821425,,211.522,161.18855
66.84355,,211.542475,161.2461
66.87865,,211.56745,161.262375
66.8985,,211.605575,161.3539
66.908025,,211.653475,161.36745
66.9213,,211.675875,161.3831
66.937025,,211.7195,161.4805
66.95865,,211.778925,161.5325
66.9901,,211.9042,161.572775
66.999025,,211.98425,161.5865
67.01505,,212.0785,161.6325
67.0416,,212.15335,161.659025
67.053225,,212.170925,161.6959
67.071425,,212.252475,161.7143
67.1184,,212.287675,161.7581
67.142575,,212.321375,161.792225
67.154375,,212.40605,161.8275
67.1824,,212.446775,161.864525
67.19855,,212.47125,161.900425
67.211175,,212.5633,161.923425
67.22855,,212.612475,161.94075
67.246425,,212.761775,161.95845
67.265375,,212.80405,161.993175
67.280975,,212.8323,162.02375
67.309025,,212.8681,162.04735
67.327775,,212.9403,162.058275
67.355375,,212.9728,162.074275
67.371125,,213.0563,162.0964
67.383025,,213.209075,162.153275
67.405725,,213.252225,162.189575
67.42505,,213.348475,162.22885
67.434225,,213.42085,162.275975
67.45415,,213.47765,162.315725
67.492025,,213.535375,162.340625
67.509925,,213.58075,162.474075
67.535675,,213.61505,162.5084
67.550775,,213.63955,162.553275
67.5723,,213.67145,162.5832
67.582425,,213.7331,162.62275
67.6024,,213.885025,162.660775
67.6216,,213.907175,162.72235
67.642325,,213.932775,162.7391
67.670925,,214.010125,162.75765
67.7061,,214.06285,162.7939
