SPK_SPKC02a (no effect),SPK_SPKC02b (weak excitation),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect)
149.39305,,386.120275,272.611125
149.4181,,386.1627,272.614825
149.45095,,386.206475,272.680525
149.50985,,386.273875,272.697075
149.525725,,386.379125,272.731025
149.562775,,386.400475,272.83945
149.5687,,386.473025,272.877825
149.576225,,386.5372,272.925575
149.6071,,386.58675,272.9354
149.64025,,386.734125,272.981825
149.65155,,386.772575,272.9971
149.659675,,386.799375,273.00495
149.69315,,386.827675,273.0099
149.73565,,386.893875,273.0166
149.75565,,386.9313,273.021175
149.806575,,386.952625,273.03715
149.866925,,387.0221,273.180075
149.9036,,387.112425,273.29835
149.93265,,387.1475,273.3135
149.97375,,387.209775,273.364025
150.014175,,387.2497,273.434975
150.0493,,387.44395,273.4676
150.080575,,387.49695,273.4904
150.107675,,387.537475,273.52265
150.128975,,387.587875,273.575125
150.167975,,387.619875,273.6214
150.1901,,387.70995,273.65875
150.2378,,387.759725,273.747425
150.315575,,387.794775,273.760125
150.35805,,387.864475,273.831275
150.386175,,387.914,273.8863
150.4339,,387.953475,274.012275
150.44975,,388.049925,274.038525
150.4952,,388.052875,274.0596
150.5189,,388.086175,274.07595
150.557725,,388.136,274.124825
150.58845,,388.177725,274.162225
150.6532,,388.216625,274.188825
150.70695,,388.275,274.219875
150.7488,,388.304375,274.235025
150.78435,,388.448,274.252625
150.832225,,388.475775,274.309425
150.886475,,388.54625,274.35235
150.91205,,388.5475,274.36235
150.97125,,388.579025,274.411625
151.0396,,388.60555,274.441275
151.0529,,388.6487,274.508
151.095925,,388.6843,274.511075
151.120075,,388.71345,274.526425
151.1708,,388.751575,274.570225
151.21845,,388.870325,274.60255
151.241125,,388.947175,274.687825
151.292175,,388.981525,274.85845
151.35835,,389.14425,275.0282
151.40555,,389.2155,275.063175
151.4233,,389.2407,275.08255
151.438375,,389.26775,275.11575
151.4742,,389.293975,275.1422
151.493875,,389.4307,275.158975
151.534025,,389.4584,275.17775
151.59125,,389.481125,275.23625
151.6069,,389.5751,275.298675
151.65565,,389.5997,275.32825
151.674625,,389.6364,275.3752
151.707275,,389.68195,275.4642
151.73325,,389.740225,275.527025
151.75765,,389.78245,275.5468
151.804975,,389.8306,275.6214
151.825325,,389.8645,275.6258
151.8471,,389.89865,275.6381
151.863,,390.000175,275.70855
151.889125,,390.0633,275.737975
151.92785,,390.1631,275.835475
151.976225,,390.182025,275.849625
152.023,,390.1992,275.876675
152.037525,,390.236075,275.897025
152.079625,,390.329575,275.911975
152.104725,,390.35915,275.9224
152.133125,,390.484825,275.938075
152.1569,,390.525925,275.96865
152.221625,,390.5618,275.98395
152.2486,,390.590425,276.00075
152.28295,,390.62075,276.014125
152.298225,,390.769775,276.1196
152.3503,,390.8448,276.1302
152.362475,,390.871725,276.153775
152.3854,,390.9242,276.228275
152.451925,,391.0222,276.26015
152.48625,,391.05445,276.278625
152.533625,,391.0623,276.332525
152.5572,,391.103325,276.3823
152.569175,,391.1321,276.405125
152.5864,,391.1813,276.42385
152.609175,,391.26715,276.4549
152.619075,,391.2982,276.4692
152.6382,,391.348075,276.47115
152.659325,,391.357125,276.486425
152.6872,,391.407575,276.521275
152.708675,,391.448225,276.539075
152.7366,,391.65865,276.610575
152.749375,,391.698875,276.632175
152.776975,,391.7257,276.645825
152.81345,,391.764325,276.680725
152.868875,,391.8021,276.698125
152.900725,,391.8294,276.7272
152.925325,,391.85755,276.749725
152.93495,,391.926675,276.7892
152.96185,,391.9759,276.809575
152.98465,,392.0178,276.86365
153.0068,,392.057725,276.884725
153.066675,,392.088525,276.9288
153.120875,,392.1592,276.976375
153.13405,,392.1969,277.0071
153.1925,,392.220275,277.022325
153.218025,,392.251875,277.1256
153.2478,,392.2762,277.14185
153.26765,,392.3084,277.198875
153.3099,,392.33025,277.218275
153.33775,,392.39405,277.327525
153.355225,,392.440375,277.341375
153.370275,,392.488675,277.363175
153.381725,,392.513975,277.416825
153.400575,,392.643725,277.435525
153.43465,,392.6737,277.4538
153.47105,,392.725625,277.471975
153.51065,,392.797375,277.4819
153.549475,,392.8472,277.5363
153.56285,,392.878625,277.56305
153.594825,,392.913075,277.595725
153.615375,,392.95045,277.633475
153.63535,,393.00605,277.65235
153.6709,,393.02785,277.670975
153.695,,393.065825,277.714525
153.761875,,393.152525,277.750375
153.7734,,393.2169,277.804175
153.799725,,393.2585,277.853025
153.835,,393.3202,277.90685
153.850725,,393.353675,277.93155
153.89415,,393.4647,277.947225
153.907325,,393.49935,277.963875
153.9274,,393.543,277.996025
153.958025,,393.5705,278.0298
153.98255,,393.606625,278.0715
154.00095,,393.698925,278.144925
154.0629,,393.72305,278.16745
154.0949,,393.861875,278.185275
154.11025,,393.9132,278.207625
154.1818,,393.948625,278.30305
154.213225,,393.9697,278.314375
154.2414,,394.03765,278.3266
154.278125,,394.147375,278.347325
154.3141,,394.18735,278.3626
154.33055,,394.210575,278.413325
154.3513,,394.23245,278.4293
154.365975,,394.327725,278.4709
154.385325,,394.3574,278.5266
154.4121,,394.4008,278.537725
154.438775,,394.4381,278.55525
154.499775,,394.458875,278.586375
154.546075,,394.4761,278.610525
154.582625,,394.549425,278.64235
154.60215,,394.600825,278.71605
154.645725,,394.66645,278.772175
154.6811,,394.704825,278.804625
154.7033,,394.804275,278.85375
154.74335,,394.9375,278.896
154.761575,,395.0417,278.939175
154.786575,,395.0809,279.0329
154.798275,,395.116975,279.063175
154.8264,,395.235425,279.13525
154.85605,,395.298725,279.152325
154.882825,,395.3363,279.188425
154.8987,,395.6016,279.21045
154.926925,,395.6519,279.24865
154.944175,,395.67565,279.2739
154.9571,,395.70605,279.2982
154.9673,,395.75045,279.346125
154.99185,,395.782275,279.360225
155.011125,,395.80245,279.388075
155.031675,,395.826125,279.432875
155.05235,,395.851875,279.45945
155.076625,,395.868425,279.4728
155.089525,,395.9129,279.4837
155.11825,,395.941075,279.494875
155.130925,,395.96425,279.53375
155.148575,,396.068325,279.5474
155.16865,,396.09355,279.6202
155.18565,,396.14825,279.6421
155.2128,,396.1832,279.658125
155.235,,396.20285,279.681725
155.2448,,396.25475,279.7061
155.367775,,396.28385,279.74515
155.38335,,396.33455,279.75535
155.401225,,396.338125,279.782075
155.4142,,396.391925,279.849525
155.429475,,396.421725,279.891775
155.4595,,396.496925,279.93775
155.486325,,396.537975,279.9747
155.505775,,396.609175,280.03375
155.53905,,396.671825,280.056825
155.5587,,396.772875,280.079775
155.58245,,396.827375,280.107625
155.5954,,396.855625,280.13185
155.637275,,396.878225,280.149575
155.654075,,396.901,280.205825
155.680275,,396.977675,280.231475
155.70525,,397.054575,280.27115
155.721175,,397.0822,280.31785
155.756425,,397.09965,280.392575
155.77925,,397.143175,280.441775
155.791275,,397.1681,280.4527
155.8264,,397.218775,280.46875
155.88015,,397.263675,280.484475
155.89085,,397.334525,280.521325
155.91375,,397.3687,280.53975
155.936375,,397.421,280.591525
155.949675,,397.454175,280.618575
155.984225,,397.550775,280.6443
156.007075,,397.600825,280.688425
156.024725,,397.65165,280.707575
156.041025,,397.702675,280.722575
156.0862,,397.76935,280.81855
156.11325,,397.9084,280.8285
156.127725,,398.004125,280.89035
156.1496,,398.0667,280.95265
156.19615,,398.1137,281.00035
156.218575,,398.172025,281.017125
156.266775,,398.232975,281.0354
156.286925,,398.294025,281.056525
156.316025,,398.337675,281.07355
156.343425,,398.51345,281.097075
156.3842,,398.539175,281.140775
156.3982,,398.614225,281.2042
156.42585,,398.675125,281.321
156.462425,,398.775075,281.33585
156.48385,,398.84215,281.3689
156.53925,,398.902725,281.390175
156.57425,,399.099025,281.474825
156.586875,,399.14165,281.48635
156.641075,,399.248175,281.512975
156.655225,,399.266475,281.5585
156.673675,,399.3089,281.588525
156.68595,,399.3181,281.61115
156.707,,399.3696,281.64655
156.74265,,399.45745,281.670175
156.787475,,399.610575,281.699825
156.835575,,399.67345,281.7106
156.85035,,399.689825,281.7558
156.88,,399.754125,281.76745
156.903475,,399.774925,281.820975
156.94365,,399.8238,281.860525
156.99975,,399.85295,281.8955
157.0354,,399.885375,281.95155
157.06385,,399.9174,281.9787
157.084475,,400.03305,281.998425
157.1165,,400.09295,282.01725
157.1287,,400.113975,282.04465
157.1555,,400.15655,282.059425
157.172675,,400.18735,282.0802
157.1875,,400.2287,282.1093
157.2319,,400.29535,282.12605
157.289125,,400.33625,282.140025
157.307075,,400.45675,282.1504
157.3436,,400.464375,282.158175
157.3643,,400.5119,282.18405
157.42,,400.5272,282.20595
157.456125,,400.644075,282.21905
157.47705,,400.671825,282.259375
157.508675,,400.75025,282.303175
157.532875,,400.799225,282.33155
157.55215,,400.839,282.336575
157.599375,,400.872675,282.3419
157.623025,,400.929075,282.394875
157.64145,,400.97185,282.414025
157.668075,,401.009725,282.42635
157.6855,,401.09975,282.49085
157.717175,,401.14265,282.517
157.768475,,401.271875,282.5827
157.7962,,401.33355,282.601225
157.812825,,401.3802,282.641175
157.838375,,401.396575,282.658725
157.9052,,401.442725,282.716475
157.93255,,401.477275,282.745
157.97005,,401.5627,282.770875
158.00225,,401.5939,282.8479
158.025375,,401.6289,282.978025
158.04675,,401.724525,282.9939
158.134975,,401.83805,283.000925
158.1898,,401.855,283.0901
158.206,,401.9589,283.113725
158.228425,,401.985475,283.1346
158.26925,,402.02605,283.167925
158.28765,,402.151975,283.18025
158.326875,,402.18425,283.1931
158.342625,,402.267225,283.24435
158.368,,402.31665,283.2647
158.393575,,402.357825,283.347875
158.46805,,402.390075,283.37645
158.5031,,402.431725,283.387775
158.543875,,402.478875,283.447325
158.563425,,402.49925,283.46945
158.60995,,402.530125,283.47815
158.658925,,402.626125,283.565025
158.678575,,402.744075,283.584675
158.7572,,402.784475,283.6163
158.780125,,402.8127,283.6384
158.8354,,402.876625,283.699125
158.856225,,402.9123,283.770225
158.878725,,402.9489,283.79755
158.937775,,402.98025,283.84575
158.9667,,403.145,283.8645
159.050025,,403.167625,283.9029
159.095025,,403.194375,283.9271
159.120075,,403.220675,283.9632
159.141925,,403.312725,283.97785
159.172375,,403.467,283.985775
159.2022,,403.4697,284.01955
159.253475,,403.501025,284.036625
159.29385,,403.567525,284.066325
159.337375,,403.60865,284.1008
159.35875,,403.647375,284.129175
159.3747,,403.678025,284.145075
159.39965,,403.821625,284.226375
159.435275,,403.89275,284.236475
159.459975,,403.991525,284.283675
159.518925,,404.029925,284.3296
159.5535,,404.198425,284.3449
159.612125,,404.254075,284.484825
159.62865,,404.31345,284.572625
159.707925,,404.345,284.61615
159.72515,,404.379,284.659525
159.753875,,404.48675,284.681925
159.79945,,404.517875,284.77035
159.818425,,404.614375,284.833125
159.843125,,404.668225,284.907275
159.875525,,404.700725,284.927075
159.895075,,404.723875,284.9628
159.91955,,404.7435,284.97955
159.99015,,404.76325,285.057375
160.0145,,404.7809,285.0691
160.080575,,404.84345,285.0836
160.092675,,404.918,285.128725
160.149725,,404.96095,285.146875
160.21555,,404.98695,285.17145
160.247025,,405.009475,285.193625
160.30115,,405.026175,285.265225
160.324125,,405.05455,285.305675
160.3425,,405.166625,285.339875
160.379075,,405.217475,285.377375
160.4227,,405.266175,285.4064
160.439625,,405.316975,285.41585
160.45075,,405.33925,285.44675
160.46,,405.3645,285.572
160.526675,,405.478325,285.587625
160.551525,,405.5224,285.625275
160.569325,,405.6972,285.63325
160.61035,,405.816875,285.658275
160.636825,,405.956325,285.7282
160.66235,,405.987575,285.754225
160.6987,,406.063175,285.80055
160.718225,,406.120675,285.8741
160.78215,,406.161175,285.9053
160.8114,,406.2102,285.93375
160.8396,,406.257825,285.955625
160.8904,,406.354575,285.994825
160.91965,,406.3897,286.007825
160.96395,,406.416575,286.09225
160.994325,,406.551675,286.1637
161.03435,,406.588475,286.222075
161.051675,,406.681,286.24475
161.117425,,406.76545,286.273275
161.13775,,406.791175,286.297075
161.19475,,406.877875,286.3084
161.210725,,406.9073,286.34745
161.254425,,406.9719,286.43055
161.29795,,407.0206,286.471675
161.344125,,407.06895,286.502575
161.376,,407.1111,286.573475
161.415225,,407.33255,286.6018
161.44275,,407.34055,286.621025
161.4655,,407.434975,286.6655
161.4945,,407.52195,286.6956
161.527525,,407.55915,286.72115
161.569175,,407.59045,286.77395
161.589125,,407.617325,286.815
161.648475,,407.6767,286.8225
161.695,,407.7027,286.8788
161.7193,,407.75355,286.905275
161.74265,,407.762475,286.94165
161.78375,,407.78125,286.981225
161.8061,,407.791175,287.02525
161.841425,,407.7966,287.054775
161.90025,,407.892775,287.08445
161.911925,,408.01005,287.146825
161.94295,,408.078825,287.15875
161.969925,,408.23725,287.168975
161.99915,,408.281625,287.24665
162.049575,,408.325675,287.2575
162.087925,,408.49475,287.29575
162.109475,,408.530075,287.326025
162.157225,,408.56575,287.3598
162.19265,,408.723825,287.394525
162.221425,,408.77075,287.4434
162.261875,,408.848,287.458625
162.282225,,408.8872,287.4831
162.29765,,408.97065,287.50315
162.35155,,408.99945,287.517625
162.371875,,409.011775,287.5765
162.415175,,409.0543,287.601575
162.432025,,409.072,287.6321
162.490175,,409.154175,287.662675
162.510725,,409.18655,287.721725
162.5578,,409.235075,287.834575
162.60375,,409.351825,287.85005
162.67405,,409.392275,287.93865
162.7076,,409.56315,287.990025
162.7362,,409.5905,288.025175
162.759975,,409.6354,288.105675
162.79745,,409.736375,288.121625
162.845175,,409.777575,288.18165
162.881875,,409.937925,288.197525
162.900225,,409.957225,288.2147
162.948175,,409.97465,288.2973
162.99555,,410.009175,288.3241
163.01455,,410.143625,288.36705
163.0605,,410.1833,288.38665
163.115,,410.339175,288.3951
163.128825,,410.363275,288.4169
163.138925,,410.454525,288.449025
163.1684,,410.572875,288.475375
163.19425,,410.598025,288.5167
163.219875,,410.63205,288.532125
163.24965,,410.659925,288.5548
163.2971,,410.722175,288.649125
163.329875,,410.751675,288.674375
163.39925,,410.787775,288.75445
163.427025,,410.8342,288.800225
163.4655,,410.941575,288.895675
163.498975,,410.956875,288.9518
163.5712,,410.9937,289.070925
163.614875,,411.0959,289.0999
163.631125,,411.236875,289.135175
163.697175,,411.3456,289.182975
163.711125,,411.36815,289.199275
163.743525,,411.415125,289.24965
163.780825,,411.464075,289.3028
163.81665,,411.50615,289.320575
163.851975,,411.54565,289.3268
163.886125,,411.632475,289.35015
163.9109,,411.720225,289.390275
163.96365,,411.78765,289.4368
163.981725,,411.823975,289.453375
164.028075,,411.869725,289.481575
164.057625,,411.903825,289.512625
164.08435,,411.988475,289.53415
164.1468,,412.0442,289.56165
164.170925,,412.08985,289.576275
164.206125,,412.218025,289.680925
164.223125,,412.282525,289.70595
164.23525,,412.288675,289.8271
164.244725,,412.5082,289.854125
164.273325,,412.55215,289.907225
164.2973,,412.6017,289.94615
164.32235,,412.60815,289.95725
164.3456,,412.6481,289.990675
164.385475,,412.6912,290.001825
164.432975,,412.712775,290.049125
164.466,,412.811175,290.109525
164.4989,,412.890175,290.151525
164.52025,,412.91265,290.192975
164.54225,,412.952425,290.27165
164.5619,,413.0176,290.316725
164.5904,,413.065975,290.330725
164.648175,,413.090775,290.34595
164.667175,,413.14005,290.373825
164.701125,,413.1981,290.381675
164.757625,,413.225475,290.441525
164.773675,,413.2655,290.549075
164.8062,,413.357375,290.56455
164.839625,,413.39115,290.5883
164.854225,,413.41695,290.68295
164.879375,,413.4636,290.714575
164.91815,,413.5093,290.7729
164.939825,,413.548125,290.783775
164.983,,413.5761,290.850425
164.992825,,413.593025,290.88075
165.05045,,413.622675,290.9045
165.0679,,413.6761,290.927825
165.09855,,413.7396,290.939075
165.135725,,413.77125,290.950825
165.155,,413.85415,291.0462
165.184775,,413.894425,291.060975
165.214425,,414.026925,291.09045
165.23685,,414.09815,291.124325
165.2796,,414.14215,291.1424
165.29075,,414.238375,291.172375
165.3117,,414.284575,291.217375
165.333425,,414.36105,291.301775
165.37985,,414.475325,291.311575
165.398625,,414.54345,291.340325
165.416375,,414.57405,291.38285
165.459125,,414.68165,291.3941
165.5033,,414.7102,291.4092
165.537125,,414.755325,291.49235
165.553,,414.829075,291.52335
165.5763,,414.893625,291.560725
165.599575,,414.937625,291.5987
165.6175,,414.942025,291.64165
165.64,,414.98465,291.673275
165.6699,,415.1401,291.72615
165.682775,,415.17735,291.7419
165.69815,,415.20235,291.772425
165.73495,,415.248275,291.79495
165.760125,,415.27575,291.8263
165.78865,,415.307375,291.875675
165.8079,,415.3432,291.922275
165.839275,,415.40235,291.93905
165.886325,,415.4422,292.006625
165.903325,,415.490125,292.020575
165.94695,,415.5977,292.043675
165.99465,,415.6141,292.1076
166.009775,,415.628775,292.152575
166.027825,,415.704225,292.178375
166.082825,,415.74005,292.188775
166.153475,,415.768,292.20725
166.1933,,415.918025,292.2424
166.2077,,415.960275,292.259175
166.23925,,416.010525,292.3096
166.304725,,416.0315,292.347075
166.327325,,416.062375,292.360625
166.3415,,416.0935,292.388025
166.39825,,416.12815,292.41085
166.426925,,416.1499,292.430025
166.477225,,416.17795,292.4651
166.48935,,416.1964,292.50355
166.52495,,416.22745,292.5364
166.557425,,416.266325,292.55415
166.61805,,416.29075,292.60075
166.664225,,416.314925,292.6586
166.682075,,416.318425,292.680625
166.70615,,416.340325,292.71085
166.74535,,416.36545,292.75405
166.762725,,416.390775,292.802975
166.799125,,416.416,292.816475
166.81635,,416.455275,292.89435
166.85875,,416.462575,292.920025
166.876625,,416.510575,292.9562
166.8883,,416.53505,292.99895
166.942625,,416.565,293.0416
166.964825,,416.5922,293.101325
166.98,,416.677,293.1813
167.01205,,416.7845,293.253625
167.02655,,416.84335,293.2788
167.053525,,416.924475,293.3248
167.079425,,417.0232,293.3349
167.11165,,417.058225,293.369225
167.136325,,417.05925,293.38565
167.1723,,417.09925,293.409275
167.216225,,417.169425,293.427825
167.2412,,417.24335,293.459
167.2638,,417.30085,293.469775
167.2804,,417.440075,293.493725
167.292325,,417.54995,293.605375
167.3688,,417.64235,293.653225
167.40025,,417.68935,293.660625
167.439925,,417.718325,293.677275
167.4801,,417.77425,293.699175
167.505875,,417.80415,293.711425
167.54345,,417.854775,293.764025
167.57605,,417.860925,293.823625
167.614925,,417.88075,293.866525
167.634625,,417.926925,293.871725
167.65645,,417.9623,293.887325
167.674125,,418.108,293.930075
167.731275,,418.157425,293.9671
167.751375,,418.1888,293.983625
167.786325,,418.2289,294.08705
167.801675,,418.23245,294.1735
167.848425,,418.272,294.207625
167.8788,,418.3871,294.24095
167.912875,,418.42175,294.299575
167.92975,,418.4455,294.321175
168.000475,,418.565125,294.336775
168.018625,,418.699725,294.357775
168.02395,,418.733925,294.401925
168.056975,,418.765225,294.41865
168.073075,,418.820625,294.434
168.13645,,418.891025,294.45605
168.169425,,418.926975,294.52665
168.1915,,418.963625,294.538575
168.213125,,418.996975,294.561275
168.274525,,419.067875,294.6899
168.297,,419.10765,294.70755
168.35075,,419.1392,294.722175
168.379025,,419.2315,294.751375
168.41445,,419.270075,294.8174
168.438125,,419.3467,294.8223
168.4784,,419.3941,294.859325
168.51765,,419.42305,294.868675
168.53005,,419.51105,294.915225
168.581,,419.536325,294.99895
168.61185,,419.63605,295.04565
168.627425,,419.703025,295.10045
168.63645,,419.747975,295.11945
168.65405,,419.8029,295.153025
168.690725,,419.83715,295.18555
168.706075,,419.93395,295.197675
168.73815,,419.979475,295.24025
168.809625,,419.98585,295.268125
168.856525,,420.0131,295.36775
168.894275,,420.043425,295.39815
168.935725,,420.102225,295.442875
168.97835,,420.140975,295.483925
168.998075,,420.236275,295.501275
169.035,,420.352825,295.5356
169.09895,,420.3927,295.584875
169.116025,,420.46175,295.605625
169.17445,,420.71225,295.630425
169.18245,,420.780925,295.7166
169.194325,,420.810625,295.740175
169.2403,,420.834025,295.7658
169.27835,,420.9344,295.8032
169.3034,,420.963825,295.8716
169.34915,,421.0398,295.893925
169.400225,,421.0586,295.9281
169.431525,,421.1034,296.0168
169.447775,,421.155375,296.06575
169.4657,,421.19505,296.11295
169.512475,,421.230925,296.1398
169.54855,,421.26585,296.2389
169.584775,,421.3132,296.268025
169.605325,,421.392475,296.429525
169.658975,,421.443375,296.454225
169.707525,,421.507175,296.487275
169.735425,,421.65415,296.52005
169.759525,,421.71655,296.590625
169.799325,,421.77185,296.60905
169.81545,,421.809825,296.6394
169.827675,,421.8395,296.7235
169.857525,,421.88055,296.779975
169.89125,,421.970375,296.796025
169.915225,,421.999125,296.836175
169.962875,,422.07205,296.863375
169.988675,,422.105075,296.9186
170.09215,,422.129825,296.973725
170.110575,,422.18255,297.00415
170.1424,,422.208025,297.0249
170.159875,,422.243,297.0422
170.2004,,422.28065,297.102325
170.21935,,422.312525,297.1519
170.24095,,422.3631,297.1699
170.2784,,422.392575,297.1963
170.2911,,422.411425,297.231925
170.315,,422.41755,297.267575
170.340775,,422.46905,297.32595
170.3745,,422.536575,297.35255
170.417325,,422.58095,297.40845
170.4504,,422.629625,297.449725
170.489425,,422.650475,297.51055
170.547475,,422.6904,297.557125
170.568275,,422.73755,297.5756
170.57185,,422.76815,297.5972
170.605375,,422.7835,297.67905
170.644475,,422.842375,297.706925
170.672,,422.897775,297.755125
170.7268,,422.9816,297.76935
170.785775,,423.156375,297.8225
170.8007,,423.193525,297.8412
170.842825,,423.23165,297.8783
170.85915,,423.3009,297.898925
170.8983,,423.344525,297.91715
170.95135,,423.3709,297.9579
170.9837,,423.4597,297.967225
171.0005,,423.4682,297.994775
171.0193,,423.556175,298.013025
171.069375,,423.646525,298.106625
171.084325,,423.7586,298.14805
171.129125,,423.807325,298.175675
171.142925,,423.857675,298.186475
171.175875,,423.885525,298.213075
171.235125,,423.9236,298.373775
171.2609,,423.965675,298.3875
171.28675,,424.000175,298.426075
171.306875,,424.0309,298.4856
171.30875,,424.06745,298.50075
171.326975,,424.1052,298.53585
171.33955,,424.157475,298.5916
171.38525,,424.300025,298.602275
171.41145,,424.37285,298.67385
171.4699,,424.390125,298.739175
171.5194,,424.440675,298.76935
171.550775,,424.583475,298.8362
171.610875,,424.637725,298.901875
171.662625,,424.795775,298.986575
171.718075,,424.83535,299.062525
171.74865,,424.89355,299.12625
171.802075,,424.9324,299.223625
171.835275,,424.975325,299.289975
171.8761,,425.055825,299.343175
171.9195,,425.16065,299.36205
171.948075,,425.19065,299.439275
171.95925,,425.21305,299.525075
172.0146,,425.23885,299.604675
172.0466,,425.2954,299.68055
172.072525,,425.338475,299.7674
172.09275,,425.3766,299.779575
172.129375,,425.448475,299.827925
172.154175,,425.513625,299.87995
172.175225,,425.555275,299.92895
172.192075,,425.57805,299.93875
172.20255,,425.597625,299.9447
172.243175,,425.692425,299.963425
172.27575,,425.7474,300.019925
172.277025,,425.8208,300.1368
172.3,,425.844425,300.1583
172.334975,,425.9059,300.1878
172.37275,,425.96985,300.20665
172.393975,,426.02205,300.254025
172.428175,,426.05155,300.33045
172.46675,,426.08685,300.34895
172.479075,,426.173225,300.366775
172.533975,,426.234625,300.41085
172.582025,,426.292725,300.4586
172.6012,,426.350425,300.482175
172.634875,,426.368725,300.558375
172.667775,,426.38735,300.618525
172.69095,,426.409725,300.67025
172.745375,,426.4317,300.68555
172.819375,,426.453725,300.74615
172.84785,,426.48275,300.7661
172.896425,,426.5694,300.844875
172.909775,,426.5953,300.90375
172.931375,,426.6141,300.914875
172.9669,,426.64305,300.931175
172.98635,,426.8086,300.96705
173.040975,,426.88005,301.06445
173.056525,,426.919325,301.07835
173.077875,,426.996275,301.10335
173.110975,,427.048475,301.144275
173.14225,,427.171675,301.160925
173.18,,427.196675,301.1956
173.208125,,427.217975,301.205325
173.2287,,427.22655,301.2239
173.275925,,427.330975,301.252675
173.30945,,427.414825,301.27005
173.35515,,427.444825,301.363575
173.367975,,427.517225,301.4226
173.3882,,427.551175,301.442975
173.44605,,427.633275,301.460575
173.47455,,427.66205,301.4719
173.522225,,427.667125,301.493525
173.537025,,427.70435,301.545675
173.5723,,427.756625,301.567925
173.624225,,427.822975,301.587925
173.733375,,427.900025,301.59675
173.754825,,427.92235,301.63985
173.772325,,427.989725,301.648175
173.799075,,428.025325,301.663325
173.8253,,428.12455,301.700875
173.87875,,428.246275,301.7346
174.03315,,428.30845,301.744775
174.0804,,428.449225,301.7692
174.128225,,428.49985,301.79645
174.163375,,428.524125,301.79985
174.1826,,428.60375,301.8022
174.21095,,428.633875,301.8352
174.249575,,428.6655,301.846375
174.268525,,428.702425,301.848675
174.290225,,428.78005,301.85915
174.317725,,428.804675,301.9121
174.3365,,428.85055,301.9433
174.364675,,428.887125,301.974075
174.436975,,428.99595,302.012275
174.472375,,429.22485,302.0636
174.490975,,429.2734,302.092125
174.550275,,429.310325,302.12805
174.59665,,429.380975,302.15465
174.66145,,429.4615,302.1825
174.6813,,429.473875,302.24275
174.7049,,429.5026,302.259975
174.7259,,429.5611,302.286875
174.7833,,429.627475,302.3386
174.806925,,429.838725,302.3484
174.850025,,429.8858,302.408075
174.89995,,429.970475,302.4384
174.923,,430.13605,302.450925
174.991825,,430.18645,302.462
175.01355,,430.2131,302.50665
175.0248,,430.2417,302.5233
175.056125,,430.283575,302.533175
175.099775,,430.316475,302.5432
175.132025,,430.468625,302.573775
175.183075,,430.52715,302.6225
175.232525,,430.62435,302.6365
175.264375,,430.656075,302.721575
175.3199,,430.69265,302.773825
175.3567,,430.701875,302.801575
175.424825,,430.7374,302.819125
175.4818,,430.7811,302.8548
175.50665,,430.863675,302.872625
175.544975,,430.900975,302.888625
175.555275,,430.90395,302.91745
175.59405,,430.934875,302.9474
175.63495,,430.9695,302.9828
175.67915,,430.99165,303.004525
175.6986,,431.041025,303.0299
175.7739,,431.069675,303.10595
175.8302,,431.09515,303.12875
175.856225,,431.14135,303.1469
175.896975,,431.17325,303.17555
175.9253,,431.260375,303.2132
175.9757,,431.314025,303.232375
176.0322,,431.3963,303.2479
176.07815,,431.45645,303.3193
176.108,,431.4922,303.360475
176.1604,,431.594925,303.39065
176.196575,,431.6628,303.44235
176.238975,,431.69715,303.476325
176.270475,,431.78265,303.511
176.29955,,431.808725,303.59015
176.332825,,431.869625,303.618075
176.353,,431.8981,303.635175
176.397625,,431.972,303.65985
176.4153,,432.011,303.669275
176.461975,,432.11135,303.7017
176.517975,,432.141825,303.714075
176.59355,,432.2237,303.75965
176.62335,,432.295525,303.8175
176.66155,,432.3349,303.847425
176.708875,,432.3402,303.951725
176.730675,,432.372175,303.969825
176.75525,,432.40815,304.044175
176.7885,,432.464625,304.085525
176.824425,,432.5512,304.123425
176.84265,,432.581225,304.159725
176.920975,,432.605375,304.16815
176.958825,,432.6294,304.188725
176.9899,,432.78405,304.206625
177.023225,,432.83845,304.2261
177.041225,,432.8823,304.2319
177.063525,,432.92785,304.27845
177.0874,,433.0327,304.3059
177.11855,,433.080375,304.332325
177.1659,,433.1159,304.35125
177.22695,,433.14545,304.37465
177.258675,,433.217875,304.3962
177.296575,,433.31205,304.441075
177.3516,,433.351225,304.45885
177.368975,,433.389825,304.4828
177.392025,,433.4328,304.49275
177.426125,,433.516225,304.504175
177.4476,,433.54935,304.512875
177.450225,,433.669425,304.53035
177.48005,,433.714525,304.53725
177.502925,,433.76615,304.545275
177.525025,,433.891075,304.596525
177.599325,,433.933775,304.6067
177.630125,,434.0211,304.6334
177.69185,,434.05965,304.656275
177.726125,,434.14685,304.692525
177.743,,434.1887,304.711525
177.771225,,434.21845,304.7389
177.7951,,434.24285,304.760675
177.857,,434.27115,304.7738
177.86595,,434.308925,304.822825
177.900375,,434.336625,304.836175
177.912575,,434.338425,304.852475
177.928475,,434.391975,304.8787
177.9507,,434.423675,304.899325
178.024525,,434.5174,304.9207
178.04415,,434.548125,304.959425
178.09145,,434.65255,304.96635
178.122225,,434.698975,304.98115
178.140275,,434.7161,305.02685
178.187375,,434.78625,305.08725
