SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC12a,SPK_SPKC13a
,,,99.3454,,102.364425
,,,99.38585,,102.55905
,,,99.488225,,102.664875
,,,99.5521,,102.73005
,,,99.618575,,102.778
,,,99.652425,,102.79865
,,,99.68745,,102.887375
,,,99.74645,,103.0356
,,,99.933675,,103.09075
,,,100.0336,,103.1989
,,,100.095525,,103.24825
,,,100.12545,,103.3057
,,,100.15735,,103.381025
,,,100.1867,,103.505325
,,,100.23535,,103.60895
,,,100.46215,,103.653075
,,,100.483725,,103.7062
,,,100.532625,,103.819875
,,,100.588625,,103.904575
,,,100.62685,,103.957275
,,,100.6851,,104.02485
,,,100.742175,,104.069
,,,100.817325,,104.162075
,,,100.850125,,104.25775
,,,100.96235,,104.305925
,,,100.9793,,104.3717
,,,100.985225,,104.4392
,,,100.989775,,104.457675
,,,100.999775,,104.5237
,,,101.0042,,104.562025
,,,101.0236,,104.62205
,,,101.036675,,104.6666
,,,101.06185,,104.72695
,,,101.076725,,104.7828
,,,101.0815,,104.88445
,,,101.102275,,104.994175
,,,101.131225,,105.02735
,,,101.13705,,105.069325
,,,101.154875,,105.1108
,,,101.1608,,105.19685
,,,101.1683,,105.269225
,,,101.191375,,105.335125
,,,101.22435,,105.376975
,,,101.2344,,105.44415
,,,101.246325,,105.481575
,,,101.27665,,105.617
,,,101.3286,,105.664725
,,,101.364025,,105.669925
,,,101.38225,,105.725175
,,,101.403225,,105.8034
,,,101.4308,,105.83605
,,,101.451275,,105.8717
,,,101.480575,,105.99985
,,,101.5112,,106.18435
,,,101.56005,,106.24685
,,,101.593975,,106.34855
,,,101.636175,,106.39915
,,,101.673275,,106.471925
,,,101.708925,,106.59105
,,,101.757225,,106.64295
,,,101.788675,,106.7254
,,,101.868575,,106.7307
,,,101.90305,,106.812825
,,,101.938775,,106.861175
,,,101.966025,,106.932525
,,,102.059675,,106.9674
,,,102.12,,107.00705
,,,102.205425,,107.06545
,,,102.348675,,107.14895
,,,102.483175,,107.226675
,,,102.787675,,107.375225
,,,102.82955,,107.472475
,,,102.881075,,107.5074
